Sample	prior	likelihood	posterior
0	-46.40968655368862	-7025.219930789678	-7071.629617343367
200	-5.511754397241061	-6094.838107761794	-6100.349862159035
400	64.41495555309847	-5620.490160228092	-5556.075204674993
600	58.74532816748147	-5242.286714492422	-5183.5413863249405
800	59.92262889921567	-4865.542708764118	-4805.620079864902
1000	62.785460287610725	-4690.843182173224	-4628.057721885613
1200	41.743552728085966	-4447.366595094206	-4405.62304236612
1400	55.41684741614144	-4372.319113197588	-4316.902265781447
1600	60.42478489805291	-4349.744868768042	-4289.320083869989
1800	60.413276817244366	-4339.6668069157495	-4279.2535300985055
2000	58.10023349406485	-4287.38230261701	-4229.282069122945
2200	56.67238139034577	-4221.9543740700165	-4165.281992679671
2400	50.29332981949689	-4091.5081089564865	-4041.2147791369894
2600	48.0114143212451	-4065.289245429713	-4017.277831108468
2800	47.163356151169985	-4043.692517733261	-3996.529161582091
3000	51.68153753770998	-4018.9012976922368	-3967.2197601545267
3200	52.14448558854027	-3991.354238954088	-3939.209753365548
3400	55.76122601297332	-3950.1905061779344	-3894.4292801649613
3600	63.31919907733087	-3950.0135353664336	-3886.694336289103
3800	48.55593287416431	-3935.642408894442	-3887.0864760202776
4000	51.64592809601389	-3929.178472165225	-3877.532544069211
4200	57.24400579422464	-3910.0910407505794	-3852.847034956355
4400	64.55715572148932	-3900.9458541523145	-3836.388698430825
4600	65.45838813167916	-3860.480904055777	-3795.022515924098
4800	66.1627650462653	-3845.7538726562525	-3779.5911076099874
5000	64.77002592083836	-3821.3971709233883	-3756.62714500255
5200	63.76044875920547	-3802.0494734464023	-3738.289024687197
5400	53.266710020518794	-3789.964445511103	-3736.697735490584
5600	54.360993191834325	-3755.6186363258234	-3701.257643133989
5800	54.61156132797209	-3745.5009528122628	-3690.8893914842906
6000	52.690733404482266	-3731.8201416660895	-3679.1294082616073
6200	50.70027175726735	-3724.6122280808086	-3673.9119563235413
6400	53.058085240567415	-3720.150378090116	-3667.092292849549
6600	58.37896489730865	-3713.3462551394728	-3654.967290242164
6800	62.518902404413815	-3710.9001229763007	-3648.381220571887
7000	63.866194664636645	-3690.3931239508856	-3626.526929286249
7200	63.914620709441	-3681.2073741236227	-3617.292753414182
7400	66.81600907997718	-3642.2660066819185	-3575.4499976019415
7600	66.95739608544046	-3645.1558049880755	-3578.198408902635
7800	59.106231657686045	-3635.5423037380924	-3576.4360720804066
8000	56.85315477678524	-3618.781514290849	-3561.9283595140637
8200	51.50101971664799	-3578.2793329753194	-3526.7783132586715
8400	54.79171400303976	-3562.0100038325527	-3507.2182898295127
8600	66.85477299147207	-3552.4958136365844	-3485.6410406451123
8800	66.91947767291538	-3537.333134778346	-3470.4136571054305
9000	65.60670720442761	-3529.5435626129724	-3463.936855408545
9200	63.77917683024121	-3531.1903205562917	-3467.4111437260503
9400	53.51359117732949	-3529.577368079631	-3476.0637769023015
9600	55.54928830132083	-3526.568290412294	-3471.0190021109734
9800	56.43444752881598	-3518.3411442464194	-3461.9066967176036
10000	51.56782943742931	-3519.9748892648004	-3468.407059827371
10200	52.51555208996063	-3518.8841613799314	-3466.3686092899707
10400	62.6760451181952	-3508.5651417615395	-3445.889096643344
10600	59.09235889567883	-3507.1578738842613	-3448.0655149885824
10800	60.67445934458502	-3499.696791930929	-3439.022332586344
11000	59.91134193595943	-3490.899898947889	-3430.9885570119295
11200	61.25116136191281	-3488.1452527800316	-3426.894091418119
11400	63.6619939607189	-3489.973031253212	-3426.311037292493
11600	60.90359918088904	-3478.069915025999	-3417.1663158451097
11800	62.927124000563154	-3486.7356175437576	-3423.8084935431943
12000	63.93902498536991	-3484.774677829669	-3420.835652844299
12200	59.904742932558634	-3482.0692357599783	-3422.1644928274195
12400	59.681660096970006	-3486.762530482486	-3427.080870385516
12600	60.54255254471222	-3476.7515601863233	-3416.209007641611
12800	59.81833488038139	-3469.25302022464	-3409.4346853442585
13000	58.291897680148956	-3475.828897409556	-3417.536999729407
13200	51.85895505526827	-3476.0016923426583	-3424.14273728739
13400	58.923683895136136	-3470.871669933587	-3411.947986038451
13600	63.706566932075056	-3479.8428761054865	-3416.1363091734115
13800	59.34381115030912	-3474.000121358625	-3414.656310208316
14000	57.4212946174932	-3466.3400036856465	-3408.9187090681535
14200	59.71503667775227	-3467.478565119064	-3407.763528441312
14400	55.55057991461351	-3457.574405491405	-3402.0238255767913
14600	51.41763142666735	-3449.794991086261	-3398.3773596595934
14800	53.826152139990214	-3457.158070154056	-3403.3319180140656
15000	53.6488813597107	-3457.471201927987	-3403.822320568276
15200	48.2314962226397	-3452.2708727777176	-3404.039376555078
15400	44.80470900290323	-3441.0776632370817	-3396.2729542341785
15600	48.22605058070296	-3435.711098451886	-3387.485047871183
15800	44.01092123678141	-3439.9138662598402	-3395.9029450230587
16000	47.99348020788356	-3428.7730643503924	-3380.7795841425086
16200	49.28418234560297	-3439.381420475293	-3390.09723812969
16400	43.20902437790317	-3441.627846815491	-3398.418822437588
16600	46.68382806261761	-3432.7745585405664	-3386.090730477949
16800	43.86624885033046	-3433.1333801808464	-3389.267131330516
17000	46.418314229306915	-3433.2269500648017	-3386.808635835495
17200	42.91458978900206	-3438.0095282718094	-3395.0949384828073
17400	41.4899654818126	-3430.325414896286	-3388.8354494144733
17600	45.9780766970414	-3427.6930066693344	-3381.714929972293
17800	43.67082727424405	-3422.224965598006	-3378.554138323762
18000	43.72617039138103	-3415.782672825984	-3372.056502434603
18200	45.36403622887919	-3432.178525075794	-3386.8144888469146
18400	47.54356950341683	-3422.9307611206345	-3375.387191617218
18600	48.492610193908284	-3432.2269432087405	-3383.7343330148324
18800	40.80482043615785	-3434.912432539413	-3394.107612103255
19000	44.33774692957815	-3434.9272705145436	-3390.5895235849653
19200	43.50428989111447	-3433.207660421785	-3389.7033705306703
19400	43.3918889185966	-3433.3623635055924	-3389.970474586996
19600	39.73582512233965	-3431.3776329211532	-3391.6418077988137
19800	44.74521659894784	-3439.2291673518803	-3394.4839507529323
20000	39.81696396635538	-3438.240307446707	-3398.423343480352
20200	46.69178717075886	-3382.707906202012	-3336.0161190312533
20400	46.78984585871382	-3375.600160066399	-3328.810314207685
20600	46.25943545755659	-3369.8045845410365	-3323.54514908348
20800	42.92101409962033	-3375.915204224431	-3332.9941901248108
21000	40.80005164412949	-3365.3923575702365	-3324.592305926107
21200	43.81996780766682	-3358.7033280263195	-3314.883360218653
21400	51.033589384776775	-3345.4727578713537	-3294.439168486577
21600	52.15075997619889	-3348.27377202765	-3296.123012051451
21800	52.53009802329485	-3328.5191044738795	-3275.9890064505844
22000	45.7256809442186	-3317.6133872640444	-3271.8877063198256
22200	52.209424735383614	-3316.156760176785	-3263.9473354414017
22400	51.87080450678013	-3306.4138412596362	-3254.543036752856
22600	47.30280091010042	-3300.2608399336195	-3252.958039023519
22800	46.08910181349387	-3300.490499356623	-3254.401397543129
23000	53.55053550282365	-3287.3136936449528	-3233.763158142129
23200	52.97206698526101	-3282.896793583335	-3229.924726598074
23400	57.32689328593928	-3268.8074054914914	-3211.4805122055523
23600	54.547074856330255	-3257.991813485718	-3203.4447386293878
23800	52.00197303301145	-3256.7143323207815	-3204.71235928777
24000	49.59538833013836	-3256.9906652957798	-3207.395276965641
24200	47.485022049582675	-3253.866840163296	-3206.381818113713
24400	53.277095783110056	-3255.928758571245	-3202.651662788135
24600	50.769516858153246	-3254.9394522969246	-3204.1699354387715
