Language_ID,Feature_ID,IPA,Value
Polish,NECK,ʂˈɨja,25
Russian,NECK,ʂˈɛjə,25
Ukrainian,NECK,ʃˈɪjɐ,25
Bulgarian,NECK,vrat,26
Burgenland_Čakavian,NECK,vrat,26
Slovenian,NECK,u̯ràːt,26
Čakavian_(Cres),NECK,vrâːt,26
Čakavian_(Istria),NECK,vrâːt,26
Štokavian,NECK,ʋrâːt,26
Czech,NECK,kr̩k,27
Polish,NECK,kaɾk,27
Slovak,NECK,kr̩k,27
Kajkavian,NECK,ɡowt,28
Latvian,NECK,kakls,29
Lithuanian,NECK,kɐ̌kɫɐs,29
Belarusian,STONE,kˈamʲenʲ,30
Bulgarian,STONE,kˈamɐk,30
Burgenland_Čakavian,STONE,kǎːmɛn,30
Czech,STONE,kˈaːmɛn,30
Kajkavian,STONE,kˈowmæn,30
Latvian,STONE,akměns,30
Lithuanian,STONE,ɐkmuə̌,30
Macedonian,STONE,kamen,30
Polish,STONE,kˈamʲjɛɲ,30
Russian,STONE,kˈamʲɪnʲ,30
Slovak,STONE,kˈamɛɲ,30
Slovenian,STONE,kàːmɛn,30
Ukrainian,STONE,kˈɑmʲinʲ,30
Čakavian_(Cres),STONE,kaměːna,30
Čakavian_(Cres),STONE,kǎːmik,30
Čakavian_(Istria),STONE,kˈamik,30
Štokavian,STONE,kâmeːn,30
Čakavian_(Istria),STONE,ɡrˈɔta,31
Belarusian,COUNT,lʲiʧˈɨʦʲ,32
Polish,COUNT,lʲˈiʈ͡ʂɨʨ,32
Ukrainian,COUNT,lʲiʧˈɪtɪ,32
Bulgarian,COUNT,brˈɔjɐ,33
Štokavian,COUNT,brǒjiti,33
Czech,COUNT,pˈoʧiːtat,34
Russian,COUNT,ɕːɪtˈatʲ,34
Slovak,COUNT,pˈɔʧiːtac,34
Slovenian,COUNT,ʃtɛ̀ːti,35
Belarusian,THINK,dˈumaʦʲ,36
Russian,THINK,dˈumətʲ,36
Ukrainian,THINK,dˈumɐtɪ,36
Bulgarian,THINK,mˈislʲɐ,37
Czech,THINK,mˈɪslɪt,37
Polish,THINK,mˈɨɕlɛʨ,37
Slovak,THINK,mˈisɫɪ̯ɛc,37
Slovenian,THINK,mìːsliti,37
Ukrainian,THINK,mˈɪsɫɪtɪ,37
Štokavian,THINK,mîsliti,37
Belarusian,WIND,vʲˈeʦʲer,38
Bulgarian,WIND,vʲˈatɐr,38
Burgenland_Čakavian,WIND,vjětar,38
Czech,WIND,vˈiːtr̩,38
Kajkavian,WIND,vjˈetær,38
Latvian,WIND,vɛːjʃ,38
Lithuanian,WIND,vʲêːjɛs,38
Macedonian,WIND,veter,38
Polish,WIND,vʲjatɾ,38
Russian,WIND,vʲˈetʲɪr,38
Slovak,WIND,ʋˈɪ̯ɛtɔr,38
Slovenian,WIND,ʋɛ̀ːtɛr,38
Ukrainian,WIND,ʋʲˈitɛr,38
Čakavian_(Cres),WIND,věːtɛr,38
Čakavian_(Istria),WIND,vˈɛtar,38
Štokavian,WIND,ʋjêtar,38
Belarusian,KNEE,kalʲˈena,39
Bulgarian,KNEE,kolʲˈano,39
Burgenland_Čakavian,KNEE,kɔljěnɔ,39
Czech,KNEE,kˈolɛno,39
Kajkavian,KNEE,kɔlˈænɔ,39
Latvian,KNEE,ʦɛlis,39
Lithuanian,KNEE,kʲæ̌lʲɪs,39
Macedonian,KNEE,koʎeno,39
Polish,KNEE,kɔlˈanɔ,39
Russian,KNEE,kɐlʲˈenə,39
Slovak,KNEE,kˈɔɫɛnɔ,39
Slovenian,KNEE,kɔlɛ̀ːnɔ,39
Ukrainian,KNEE,kɔlʲˈinɔ,39
Čakavian_(Cres),KNEE,kɔlěːnɔ,39
Čakavian_(Istria),KNEE,kɔlˈɛnɔ,39
Štokavian,KNEE,kǒʎeno,39
Belarusian,WHITE,bʲˈeɫɨ,40
Bulgarian,WHITE,bʲaɫ,40
Burgenland_Čakavian,WHITE,bjêl,40
Czech,WHITE,bˈiːliː,40
Kajkavian,WHITE,bejl,40
Latvian,WHITE,bālts,40
Lithuanian,WHITE,bɐ̂ɫtɐs,40
Macedonian,WHITE,bel,40
Polish,WHITE,bʲjˈawɨ,40
Russian,WHITE,bʲˈeɫɨɪ̯,40
Slovak,WHITE,bˈɪ̯ɛɫi,40
Slovenian,WHITE,bɛ̀ːu̯,40
Ukrainian,WHITE,bʲˈiɫɪi̯,40
Čakavian_(Cres),WHITE,bêːli,40
Čakavian_(Istria),WHITE,bjêl,40
Štokavian,WHITE,bjeː̂l,40
Belarusian,EAT,jˈesʲʦʲi,41
Bulgarian,EAT,jam,41
Burgenland_Čakavian,EAT,jîːst,41
Czech,EAT,jiːst,41
Kajkavian,EAT,jejs,41
Latvian,EAT,êːst,41
Macedonian,EAT,jaj,41
Polish,EAT,jɛɕʨ,41
Russian,EAT,jesʲtʲ,41
Slovak,EAT,jɛsc,41
Slovenian,EAT,jɛ̀ːsti,41
Ukrainian,EAT,jˈistɪ,41
Čakavian_(Cres),EAT,jɛst,41
Čakavian_(Istria),EAT,jɛs,41
Štokavian,EAT,jêsti,41
Lithuanian,EAT,vɐ̂ɫɡʲiːtʲɪ,42
Belarusian,HEAVY,ʦʲˈæʂkʲi,43
Bulgarian,HEAVY,tˈɛʒɐk,43
Burgenland_Čakavian,HEAVY,tjêʒak,43
Czech,HEAVY,cˈɛʃkiː,43
Kajkavian,HEAVY,tˈæʒæk,43
Macedonian,HEAVY,teʒok,43
Polish,HEAVY,ʨˈɛw̃ʂkʲi,43
Russian,HEAVY,tʲɪʐˈoɫɨɪ̯,43
Slovak,HEAVY,cˈaʃkiː,43
Slovenian,HEAVY,téːʒɛk,43
Čakavian_(Cres),HEAVY,těːʃki,43
Čakavian_(Istria),HEAVY,tˈɛʒak,43
Štokavian,HEAVY,těːʒak,43
Latvian,HEAVY,smaks,44
Lithuanian,HEAVY,sʊŋkˈʊs,45
Ukrainian,HEAVY,ʋɐʒkˈɪi̯,46
Belarusian,SKY,nʲˈeba,47
Bulgarian,SKY,nɛbˈɛ,47
Czech,SKY,nˈɛbɛ,47
Polish,SKY,ɲˈɛbɔ,47
Russian,SKY,nʲˈebə,47
Slovak,SKY,ɲˈɛbɔ,47
Slovenian,SKY,nɛbɔ̀ː,47
Ukrainian,SKY,nˈɛbɔ,47
Štokavian,SKY,nêbo,47
Belarusian,TAIL,xvost,48
Russian,TAIL,xvost,48
Slovak,TAIL,xʋɔst,48
Ukrainian,TAIL,xʋʲist,48
Bulgarian,TAIL,opˈaʃkɐ,49
Macedonian,TAIL,opaʃka,49
Burgenland_Čakavian,TAIL,rjêp,50
Kajkavian,TAIL,rejp,50
Slovenian,TAIL,rɛ́p,50
Čakavian_(Cres),TAIL,rěːp,50
Čakavian_(Istria),TAIL,rjěp,50
Štokavian,TAIL,rêːp,50
Czech,TAIL,ˈoʦas,51
Latvian,TAIL,astɛ,52
Lithuanian,TAIL,uədʲɛɡˈɐ,53
Polish,TAIL,ˈɔɡɔn,54
Belarusian,FIVE,pʲæʦʲ,55
Bulgarian,FIVE,pɛt,55
Czech,FIVE,pjɛt,55
Polish,FIVE,pʲjɛɲʨ,55
Russian,FIVE,pʲætʲ,55
Slovak,FIVE,pæc,55
Slovenian,FIVE,pɛ̀ːt,55
Ukrainian,FIVE,pjɑtʲ,55
Štokavian,FIVE,pêːt,55
Belarusian,TOOTH,zup,56
Bulgarian,TOOTH,zɤp,56
Burgenland_Čakavian,TOOTH,zub,56
Czech,TOOTH,zup,56
Kajkavian,TOOTH,zowb,56
Latvian,TOOTH,zuɔ̯̂ps,56
Macedonian,TOOTH,zap,56
Polish,TOOTH,zɔmp,56
Russian,TOOTH,zup,56
Slovak,TOOTH,zup,56
Slovenian,TOOTH,zɔ̀ːp,56
Ukrainian,TOOTH,zub,56
Čakavian_(Cres),TOOTH,zûːp,56
Čakavian_(Istria),TOOTH,zu̯ôp,56
Štokavian,TOOTH,zûːb,56
Lithuanian,TOOTH,danʲtʲˈɪs,57
Belarusian,SEW,ʂɨʦʲ,58
Bulgarian,SEW,ʃˈijɐ,58
Czech,SEW,ʃiːt,58
Polish,SEW,ʂɨʨ,58
Russian,SEW,ʂɨtʲ,58
Slovak,SEW,ʃic,58
Slovenian,SEW,ʃìːʋati,58
Ukrainian,SEW,ʃˈɪtɪ,58
Štokavian,SEW,ʃîti,58
Belarusian,WATER,vadˈa,59
Bulgarian,WATER,vodˈa,59
Burgenland_Čakavian,WATER,vu̯ɔ̌da,59
Czech,WATER,vˈoda,59
Kajkavian,WATER,vˈu̯odɒ,59
Latvian,WATER,ûːděns,59
Lithuanian,WATER,vɐnduə̌,59
Macedonian,WATER,voda,59
Polish,WATER,vˈɔda,59
Russian,WATER,vɐdˈa,59
Slovak,WATER,ʋˈɔda,59
Slovenian,WATER,ʋóːda,59
Ukrainian,WATER,wɔdˈɑ,59
Čakavian_(Cres),WATER,vɔdˈa,59
Čakavian_(Istria),WATER,vɔdˈa,59
Štokavian,WATER,ʋǒda,59
Belarusian,LEAF,lʲist,60
Bulgarian,LEAF,list,60
Burgenland_Čakavian,LEAF,lîːst,60
Czech,LEAF,lɪst,60
Kajkavian,LEAF,lˈiːʃʧæ,60
Macedonian,LEAF,ʎis,60
Polish,LEAF,lʲiɕʨ,60
Russian,LEAF,lʲist,60
Slovak,LEAF,ɫist,60
Slovenian,LEAF,lìːst,60
Ukrainian,LEAF,ɫɪst,60
Čakavian_(Istria),LEAF,lîːs,60
Štokavian,LEAF,lîːst,60
Latvian,LEAF,lapːa,61
Lithuanian,LEAF,ɫɐ̌pɐs,61
Čakavian_(Cres),LEAF,pɛrˈɔ,62
Belarusian,HEAR,ʧuʦʲ,63
Bulgarian,HEAR,ʧˈuvɐm,63
Burgenland_Čakavian,HEAR,ʧut,63
Kajkavian,HEAR,ʧut,63
Kajkavian,HEAR,ʧˈutːi,63
Macedonian,HEAR,ʧuje,63
Slovak,HEAR,pˈɔʧuc,63
Ukrainian,HEAR,ʧˈutɪ,63
Čakavian_(Cres),HEAR,ʧut,63
Čakavian_(Istria),HEAR,ʧut,63
Štokavian,HEAR,ʧûti,63
Czech,HEAR,slˈɪʃɛt,64
Macedonian,HEAR,sluʃa,64
Polish,HEAR,swˈɨʂɛʨ,64
Russian,HEAR,sɫˈɨʂətʲ,64
Slovenian,HEAR,slìːʃati,64
Latvian,HEAR,ʣǐrdêːt,65
Lithuanian,HEAR,ɡʲɪrʲdʲêːtʲɪ,65
Belarusian,MEAT,mʲˈæsa,66
Bulgarian,MEAT,mɛsˈɔ,66
Burgenland_Čakavian,MEAT,mjêsɔ,66
Czech,MEAT,mˈaso,66
Kajkavian,MEAT,mˈejsɔ,66
Lithuanian,MEAT,mʲeːsˈɐ,66
Macedonian,MEAT,meso,66
Polish,MEAT,mʲjˈɛw̃sɔ,66
Russian,MEAT,mʲˈasə,66
Slovak,MEAT,mˈæsɔ,66
Slovenian,MEAT,mɛsɔ̀ː,66
Ukrainian,MEAT,mjˈɑsɔ,66
Čakavian_(Cres),MEAT,mêːsɔ,66
Čakavian_(Istria),MEAT,mjêsɔ,66
Štokavian,MEAT,mêːso,66
Latvian,MEAT,ɡaʎa,67
Belarusian,DIE,pamʲˈerʦʲi,68
Bulgarian,DIE,umrˈɤ,68
Burgenland_Čakavian,DIE,ˈumriːt,68
Czech,DIE,ˈumr̝iːt,68
Kajkavian,DIE,mrejt,68
Latvian,DIE,mīrt,68
Latvian,DIE,nuɔ̯̌mīrt,68
Lithuanian,DIE,mʲǐrʲtʲɪ,68
Lithuanian,DIE,nʊmʲǐrʲtʲɪ,68
Macedonian,DIE,umri,68
Polish,DIE,ˈumʐɛʨ,68
Russian,DIE,ʊmʲɪrʲˈetʲ,68
Slovak,DIE,ˈumrɪ̯ɛc,68
Slovak,DIE,zˈɔmrɪ̯ɛc,68
Slovenian,DIE,umrɛ̀ːti,68
Ukrainian,DIE,pɔmˈɛrtɪ,68
Čakavian_(Cres),DIE,pɔmrěːt,68
Čakavian_(Cres),DIE,umrěːt,68
Čakavian_(Istria),DIE,umrjěːt,68
Štokavian,DIE,ǔmrjeːti,68
Belarusian,BACK,sʲpʲˈina,69
Russian,BACK,spʲɪnˈa,69
Ukrainian,BACK,spˈɪnɐ,69
Bulgarian,BACK,ɡrɤp,70
Czech,BACK,zˈaːda,71
Czech,BACK,ɦr̝bɛt,72
Polish,BACK,ɡʐbʲjɛt,72
Slovak,BACK,xˈr̩baːt,72
Slovenian,BACK,xrbɛ́t,72
Štokavian,BACK,xř̩bat,72
Polish,BACK,plˈɛʦɨ,73
Štokavian,BACK,lěːʥa,74
Belarusian,DRINK,pʲiʦʲ,75
Bulgarian,DRINK,pˈijɐ,75
Burgenland_Čakavian,DRINK,pit,75
Czech,DRINK,piːt,75
Kajkavian,DRINK,pit,75
Kajkavian,DRINK,piːt,75
Macedonian,DRINK,pije,75
Polish,DRINK,pʲiʨ,75
Russian,DRINK,pʲitʲ,75
Slovak,DRINK,pic,75
Slovenian,DRINK,pìːti,75
Ukrainian,DRINK,pˈɪtɪ,75
Čakavian_(Cres),DRINK,pit,75
Čakavian_(Istria),DRINK,pit,75
Štokavian,DRINK,pîti,75
Latvian,DRINK,ʣêrt,76
Lithuanian,DRINK,ɡʲæ̂rʲtʲɪ,76
Belarusian,NEW,nˈovɨ,77
Bulgarian,NEW,nɔf,77
Burgenland_Čakavian,NEW,nu̯ôv,77
Czech,NEW,nˈoviː,77
Kajkavian,NEW,nowv,77
Lithuanian,NEW,nɐ̌wjɛs,77
Macedonian,NEW,nof,77
Polish,NEW,nˈɔvɨ,77
Russian,NEW,nˈovɨɪ̯,77
Slovak,NEW,nˈɔʋiː,77
Slovenian,NEW,nɔ́u̯,77
Ukrainian,NEW,nɔʋˈɪi̯,77
Čakavian_(Cres),NEW,nɔ̌ːvi,77
Čakavian_(Istria),NEW,nu̯ǒf,77
Štokavian,NEW,nôʋ,77
Latvian,NEW,jâwns,78
Belarusian,NOT,nʲe,79
Bulgarian,NOT,nɛ,79
Burgenland_Čakavian,NOT,nɛ,79
Czech,NOT,nɛ,79
Kajkavian,NOT,næ,79
Latvian,NOT,nɛ,79
Lithuanian,NOT,nʲɛ,79
Macedonian,NOT,ne,79
Polish,NOT,ɲɛ,79
Russian,NOT,nʲɪ,79
Slovak,NOT,ɲɪ̯ɛ,79
Slovenian,NOT,nɛ,79
Ukrainian,NOT,nɛ,79
Čakavian_(Cres),NOT,nɛ,79
Čakavian_(Istria),NOT,nɛ,79
Štokavian,NOT,nê,79
Belarusian,SIT,sʲæʣʲˈeʦʲ,80
Bulgarian,SIT,sɛdʲˈɤ,80
Burgenland_Čakavian,SIT,sˈidit,80
Czech,SIT,sˈɛɟɛt,80
Kajkavian,SIT,sjˈedit,80
Latvian,SIT,sêːdêːt,80
Lithuanian,SIT,sʲeːdʲêːtʲɪ,80
Macedonian,SIT,sedi,80
Polish,SIT,ɕˈɛʥɛʨ,80
Russian,SIT,sʲɪdʲˈetʲ,80
Slovak,SIT,sˈɛɟɪ̯ɛc,80
Slovenian,SIT,sɛdɛ̀ːti,80
Ukrainian,SIT,sɪdʲˈitɪ,80
Čakavian_(Cres),SIT,sɛdˈɛt,80
Čakavian_(Istria),SIT,sɛdˈɛt,80
Štokavian,SIT,sjěditi,80
Belarusian,EGG,jˈæjka,81
Bulgarian,EGG,jɐjʦˈɛ,81
Burgenland_Čakavian,EGG,jâːjʦɛ,81
Czech,EGG,vˈɛjʦɛ,81
Kajkavian,EGG,jˈɒjʦæ,81
Macedonian,EGG,jajʦe,81
Polish,EGG,jˈajkɔ,81
Russian,EGG,jɪjʦˈo,81
Slovak,EGG,ʋˈajʦɛ,81
Slovenian,EGG,jàːjʦɛ,81
Ukrainian,EGG,jɐjʦˈɛ,81
Čakavian_(Cres),EGG,jâːjɛ,81
Čakavian_(Istria),EGG,jâːje,81
Štokavian,EGG,jǎːje,81
Latvian,EGG,uɔ̯la,82
Lithuanian,EGG,kʲɛwʃʲˈɪnʲɪs,83
Belarusian,BARK,karˈa,84
Bulgarian,BARK,korˈa,84
Burgenland_Čakavian,BARK,ku̯ɔ̌ra,84
Czech,BARK,kˈuːra,84
Kajkavian,BARK,kˈu̯orɒ,84
Macedonian,BARK,kora,84
Polish,BARK,kˈɔɾa,84
Russian,BARK,kɐrˈa,84
Slovak,BARK,kˈʊ̯ɔra,84
Slovenian,BARK,skɔ̀ːra,84
Ukrainian,BARK,kɔrˈɑ,84
Čakavian_(Cres),BARK,kɔ̌ːra,84
Čakavian_(Istria),BARK,kˈɔra,84
Štokavian,BARK,kôra,84
Latvian,BARK,miza,85
Lithuanian,BARK,ʒʲjɛvʲěː,86
Slovenian,BARK,lùːbjɛ,87
Belarusian,ROOT,kˈoranʲ,88
Bulgarian,ROOT,kˈɔrɛn,88
Burgenland_Čakavian,ROOT,ku̯ɔ̌rɛn,88
Czech,ROOT,kˈor̝ɛn,88
Kajkavian,ROOT,kˈu̯orænɒ,88
Macedonian,ROOT,koren,88
Polish,ROOT,kˈɔʐɛɲ,88
Russian,ROOT,kˈorʲɪnʲ,88
Slovak,ROOT,kˈɔrɛɲ,88
Slovenian,ROOT,kɔrɛnìːna,88
Ukrainian,ROOT,kˈɔɾʲinʲ,88
Čakavian_(Cres),ROOT,kɔ̌ːrɛn,88
Čakavian_(Istria),ROOT,kˈɔrɛn,88
Štokavian,ROOT,kôrjeːn,88
Latvian,ROOT,saknɛ,89
Lithuanian,ROOT,ʃɐknʲˈɪs,89
Belarusian,FIRE,aʁˈonʲ,90
Bulgarian,FIRE,ˈɔɡɐn,90
Burgenland_Čakavian,FIRE,ʔˈɔɡaːɲ,90
Czech,FIRE,ˈoɦɛɲ,90
Kajkavian,FIRE,ˈu̯oɡæɲ,90
Latvian,FIRE,uɡǔns,90
Lithuanian,FIRE,ʊɡnʲˈɪs,90
Macedonian,FIRE,oɡan,90
Polish,FIRE,ˈɔɡʲjɛɲ,90
Russian,FIRE,ɐɡˈonʲ,90
Slovak,FIRE,ˈɔɦɛɲ,90
Slovenian,FIRE,óːɡɛn,90
Ukrainian,FIRE,wɔɦˈɔnʲ,90
Čakavian_(Cres),FIRE,ɔɡˈɛɲ,90
Čakavian_(Istria),FIRE,uɡǎːɲ,90
Štokavian,FIRE,ʋâtra,91
Belarusian,SKIN,skˈura,92
Polish,SKIN,skˈuɾa,92
Ukrainian,SKIN,ʃkʲˈirɐ,92
Bulgarian,SKIN,kˈɔʒɐ,93
Burgenland_Čakavian,SKIN,ku̯ɔ̌ʒa,93
Czech,SKIN,kˈuːʒɛ,93
Kajkavian,SKIN,kˈu̯oʒɒ,93
Macedonian,SKIN,koʒa,93
Russian,SKIN,kˈoʐə,93
Slovak,SKIN,kˈɔʒa,93
Slovenian,SKIN,kɔ̀ːʒa,93
Čakavian_(Cres),SKIN,kɔ̌ːʒa,93
Čakavian_(Istria),SKIN,kˈɔʒa,93
Štokavian,SKIN,kôʒa,93
Latvian,SKIN,âːda,94
Lithuanian,SKIN,ôːdɐ,94
Belarusian,ASH,pˈopʲeɫ,95
Bulgarian,ASH,pˈɛpɛɫ,95
Burgenland_Čakavian,ASH,pjěpɛl,95
Czech,ASH,pˈopɛl,95
Kajkavian,ASH,pˈæpæl,95
Latvian,ASH,pæ̌lni,95
Lithuanian,ASH,pʲɛlʲɛnɐ̌j,95
Macedonian,ASH,pepel,95
Polish,ASH,pˈɔpʲjuw,95
Russian,ASH,pʲˈepʲɪɫ,95
Slovak,ASH,pˈɔpɔɫ,95
Slovenian,ASH,pɛpɛ̀ːu̯,95
Ukrainian,ASH,pˈɔpʲiɫ,95
Čakavian_(Cres),ASH,pɔ̌ːpɛl,95
Čakavian_(Istria),ASH,pˈɔpɛl,95
Štokavian,ASH,pêpeo,95
Russian,ASH,zɐɫˈa,96
Ukrainian,ASH,zɔɫˈɑ,96
Belarusian,THAT,tˈoje,97
Bulgarian,THAT,tovˈa,97
Burgenland_Čakavian,THAT,tâː,97
Czech,THAT,to,97
Kajkavian,THAT,tej,97
Kajkavian,THAT,taː,97
Latvian,THAT,tas,97
Macedonian,THAT,t,97
Polish,THAT,tɔ,97
Russian,THAT,to,97
Slovak,THAT,tɔ,97
Slovenian,THAT,tɔ̀ː,97
Ukrainian,THAT,tɔ,97
Čakavian_(Cres),THAT,ɔtɔ̌ːx,97
Čakavian_(Cres),THAT,tɔ̌ːx,97
Čakavian_(Istria),THAT,ta,97
Čakavian_(Istria),THAT,tâː,97
Štokavian,THAT,tôː,97
Kajkavian,THAT,own,98
Lithuanian,THAT,ɐnˈɐs,98
Macedonian,THAT,on,98
Čakavian_(Cres),THAT,ɔnɔ̌ːx,98
Čakavian_(Cres),THAT,nɔ̌ːx,98
Čakavian_(Istria),THAT,ɔnˈi,98
Štokavian,THAT,ǒnoː,98
Belarusian,HAIR,vʌɫasˈɨ,99
Burgenland_Čakavian,HAIR,vlâːs,99
Czech,HAIR,vlˈasɪ,99
Kajkavian,HAIR,lˈaːsi,99
Polish,HAIR,vwˈɔsɨ,99
Russian,HAIR,vˈoɫəsɨ,99
Slovak,HAIR,ʋɫas,99
Slovenian,HAIR,làːs,99
Ukrainian,HAIR,wɔɫˈɔsʲsʲɐ,99
Čakavian_(Cres),HAIR,vlâːs,99
Čakavian_(Istria),HAIR,vlâːs,99
Bulgarian,HAIR,kosˈa,100
Macedonian,HAIR,kosa,100
Štokavian,HAIR,kǒsa,100
Latvian,HAIR,mats,101
Lithuanian,HAIR,pɫɐ̂wkɐs,102
Belarusian,OLD,starˈɨ,103
Bulgarian,OLD,star,103
Czech,OLD,stˈariː,103
Polish,OLD,stˈaɾɨ,103
Russian,OLD,stˈarɨɪ̯,103
Slovak,OLD,stˈariː,103
Slovenian,OLD,stár,103
Ukrainian,OLD,stɐrˈɪi̯,103
Štokavian,OLD,stâr,103
Belarusian,MOON,mʲˈesʲæʦ,104
Burgenland_Čakavian,MOON,misɛʦ,104
Czech,MOON,mɲˈɛsiːʦ,104
Latvian,MOON,mɛːnɛss,104
Lithuanian,MOON,mʲeːnˈʊlʲɪs,104
Macedonian,MOON,meseʧina,104
Slovak,MOON,mˈɛsɪ̯aʦ,104
Slovenian,MOON,mɛ̀ːsɛʦ,104
Ukrainian,MOON,mʲˈisʲɐʦʲ,104
Čakavian_(Cres),MOON,měːsɛʦ,104
Čakavian_(Istria),MOON,mˈɛsɛʦ,104
Štokavian,MOON,mjêseːʦ,104
Bulgarian,MOON,ɫunˈa,105
Russian,MOON,ɫʊnˈa,105
Slovenian,MOON,lùːna,105
Polish,MOON,kɕˈɛw̃ʐɨʦ,106
Belarusian,ONE,aʣʲˈin,107
Bulgarian,ONE,ɛdˈin,107
Burgenland_Čakavian,ONE,jˈɛdaːn,107
Burgenland_Čakavian,ONE,jˈɛdan,107
Czech,ONE,jˈɛdɛn,107
Kajkavian,ONE,jˈædæn,107
Latvian,ONE,vjêns,107
Lithuanian,ONE,vʲjênɐs,107
Macedonian,ONE,eden,107
Polish,ONE,jˈɛdɛn,107
