ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Comment	Source
Haerbin_FEATHER_1	Ha'erbin	haer1234	cmn	FEATHER	羽毛	y²¹³⁻²¹ maur²⁴	y ² ¹ ³ ⁻ ² ¹   m a u r ² ⁴	y²¹³⁻²¹ maur²⁴	FEATHER_1		Liu2007
Jinan_FEATHER_1	Jinan	jina1245	cmn	FEATHER	羽毛	y⁴⁵ mɔ⁵³	y ⁴ ⁵   m ɔ ⁵ ³	y⁴⁵ mɔ⁵³	FEATHER_1		Liu2007
Jinan_FEATHER_1	Jinan	jina1245	cmn	FEATHER	毛	mɔ⁵³	m ɔ ⁵ ³	mɔ⁵³	FEATHER_1		Liu2007
Rongcheng_FEATHER_1	Rongcheng	rong1271	cmn	FEATHER	羽毛	y²¹³ mɔ⁵²	y ² ¹ ³   m ɔ ⁵ ²	y²¹³ mɔ⁵²	FEATHER_1		Liu2007
Taiyuan_FEATHER_1	Taiyuan	taiy1243	cjy	FEATHER	羽毛	y⁵³ mau²¹	y ⁵ ³   m a u ² ¹	y⁵³ mau²¹	FEATHER_1		Liu2007
XiAn_FEATHER_1	Xi'an	xian1253	cmn	FEATHER	毛	mɑu²⁴	m ɑ u ² ⁴	mɑu²⁴	FEATHER_1		Liu2007
Chengdu_FEATHER_1	Chengdu	chen1267	cmn	FEATHER	羽毛	y⁵³⁻⁴⁵ mau²¹	y ⁵ ³ ⁻ ⁴ ⁵   m a u ² ¹	y⁵³⁻⁴⁵ mau²¹	FEATHER_1		Liu2007
Nanjing_FEATHER_1	Nanjing	nanj1234	cmn	FEATHER	羽毛	i¹¹⁻²¹ mɔ¹³	i ¹ ¹ ⁻ ² ¹   m ɔ ¹ ³	i¹¹⁻²¹ mɔ¹³	FEATHER_1		Liu2007
Jixi_FEATHER_1	Jixi	jixi1238	czh	FEATHER	羽毛	y²¹³⁻³¹ mɤ⁴⁴	y ² ¹ ³ ⁻ ³ ¹   m ɤ ⁴ ⁴	y²¹³⁻³¹ mɤ⁴⁴	FEATHER_1		Liu2007
Jixi_FEATHER_1	Jixi	jixi1238	czh	FEATHER	毛	mɤ⁴⁴	m ɤ ⁴ ⁴	mɤ⁴⁴	FEATHER_1		Liu2007
Suzhou_FEATHER_1	Suzhou	suzh1234	wuu	FEATHER	羽毛	y⁴⁴ mæ¹³⁻²¹	y ⁴ ⁴   m æ ¹ ³ ⁻ ² ¹	y⁴⁴ mæ¹³⁻²¹	FEATHER_1		Liu2007
Suzhou_FEATHER_1	Suzhou	suzh1234	wuu	FEATHER	毛	mæ¹³	m æ ¹ ³	mæ¹³	FEATHER_1		Liu2007
Wenzhou_FEATHER_1	Wenzhou	ouji1238	wuu	FEATHER	羽毛	vu²⁴⁻³³ mə³⁴¹⁻²²	v u ² ⁴ ⁻ ³ ³   m ə ³ ⁴ ¹ ⁻ ² ²	vu²⁴⁻³³ mə³⁴¹⁻²²	FEATHER_1		Liu2007
Wenzhou_FEATHER_1	Wenzhou	ouji1238	wuu	FEATHER	毛	mə³⁴¹	m ə ³ ⁴ ¹	mə³⁴¹	FEATHER_1		Liu2007
Changsha_FEATHER_1	Changsha	chan1326	hsn	FEATHER	羽毛	y⁴¹ mau¹³	y ⁴ ¹   m a u ¹ ³	y⁴¹ mau¹³	FEATHER_1		Liu2007
Loudi_FEATHER_1	Loudi	loud1234	hsn	FEATHER	羽毛	y⁴² mɤ¹³⁻³³	y ⁴ ²   m ɤ ¹ ³ ⁻ ³ ³	y⁴² mɤ¹³⁻³³	FEATHER_1		Liu2007
Nanchang_FEATHER_1	Nanchang	nanc1254	gan	FEATHER	羽毛	y²¹³ mau⁴⁵	y ² ¹ ³   m a u ⁴ ⁵	y²¹³ mau⁴⁵	FEATHER_1		Liu2007
Meixian_FEATHER_1	Meixian	yuet1238	hak	FEATHER	羽毛	i³³ mau³³	i ³ ³   m a u ³ ³	i³³ mau³³	FEATHER_1		Liu2007
Guilin_FEATHER_1	Guilin	guil1241	cnp	FEATHER	毛	mɑu²²	m ɑ u ² ²	mɑu²²	FEATHER_1		Liu2007
Guangzhou_FEATHER_1	Guangzhou	guan1279	yue	FEATHER	羽毛	y²³ mou²¹	y ² ³   m o u ² ¹	y²³ mou²¹	FEATHER_1		Liu2007
Fuzhou_FEATHER_1	Fuzhou	fuzh1239	cdo	FEATHER	羽毛	y³² mau⁵³	y ³ ²   m a u ⁵ ³	y³² mau⁵³	FEATHER_1		Liu2007
Fuzhou_FEATHER_2	Fuzhou	fuzh1239	cdo	FEATHER	毛毛	mau⁵³⁻³³ mau⁵³	m a u ⁵ ³ ⁻ ³ ³   m a u ⁵ ³	mau⁵³⁻³³ mau⁵³	FEATHER_2		Liu2007
Xiamen_FEATHER_1	Xiamen	xiam1236	cdo	FEATHER	翼毛	sit⁵⁻³²* mŋ̍²⁴	s i t ⁵ ⁻ ³ ² *   m ŋ̍ ² ⁴	sit⁵⁻³²* mŋ̍²⁴	FEATHER_1		Liu2007
Beijing_RAIN (PRECIPITATION)_1	Beijing	beij1234	cmn	RAIN (PRECIPITATION)	雨	y²¹³	y ² ¹ ³	y²¹³	RAIN (PRECIPITATION)_1		Liu2007
Haerbin_RAIN (PRECIPITATION)_1	Ha'erbin	haer1234	cmn	RAIN (PRECIPITATION)	雨	y²¹³	y ² ¹ ³	y²¹³	RAIN (PRECIPITATION)_1		Liu2007
Jinan_RAIN (PRECIPITATION)_1	Jinan	jina1245	cmn	RAIN (PRECIPITATION)	雨	y⁴⁵	y ⁴ ⁵	y⁴⁵	RAIN (PRECIPITATION)_1		Liu2007
Rongcheng_RAIN (PRECIPITATION)_1	Rongcheng	rong1271	cmn	RAIN (PRECIPITATION)	雨	y²¹⁴	y ² ¹ ⁴	y²¹⁴	RAIN (PRECIPITATION)_1		Liu2007
Taiyuan_RAIN (PRECIPITATION)_1	Taiyuan	taiy1243	cjy	RAIN (PRECIPITATION)	雨	y⁵³	y ⁵ ³	y⁵³	RAIN (PRECIPITATION)_1		Liu2007
XiAn_RAIN (PRECIPITATION)_1	Xi'an	xian1253	cmn	RAIN (PRECIPITATION)	雨	y⁵³	y ⁵ ³	y⁵³	RAIN (PRECIPITATION)_1		Liu2007
Chengdu_RAIN (PRECIPITATION)_1	Chengdu	chen1267	cmn	RAIN (PRECIPITATION)	雨	y⁵³	y ⁵ ³	y⁵³	RAIN (PRECIPITATION)_1		Liu2007
Nanjing_RAIN (PRECIPITATION)_1	Nanjing	nanj1234	cmn	RAIN (PRECIPITATION)	雨	y¹¹	y ¹ ¹	y¹¹	RAIN (PRECIPITATION)_1		Liu2007
Jixi_RAIN (PRECIPITATION)_1	Jixi	jixi1238	czh	RAIN (PRECIPITATION)	雨	y²¹³	y ² ¹ ³	y²¹³	RAIN (PRECIPITATION)_1		Liu2007
Suzhou_RAIN (PRECIPITATION)_1	Suzhou	suzh1234	wuu	RAIN (PRECIPITATION)	雨	ɦy²³¹	ɦ y ² ³ ¹	ɦy²³¹	RAIN (PRECIPITATION)_1		Liu2007
Wenzhou_RAIN (PRECIPITATION)_1	Wenzhou	ouji1238	wuu	RAIN (PRECIPITATION)	雨	v²⁴	v ² ⁴	v²⁴	RAIN (PRECIPITATION)_1		Liu2007
Changsha_RAIN (PRECIPITATION)_1	Changsha	chan1326	hsn	RAIN (PRECIPITATION)	雨	y⁴¹	y ⁴ ¹	y⁴¹	RAIN (PRECIPITATION)_1		Liu2007
Loudi_RAIN (PRECIPITATION)_1	Loudi	loud1234	hsn	RAIN (PRECIPITATION)	雨	y⁴²	y ⁴ ²	y⁴²	RAIN (PRECIPITATION)_1		Liu2007
Nanchang_RAIN (PRECIPITATION)_1	Nanchang	nanc1254	gan	RAIN (PRECIPITATION)	雨	y²¹³	y ² ¹ ³	y²¹³	RAIN (PRECIPITATION)_1		Liu2007
Meixian_RAIN (PRECIPITATION)_1	Meixian	yuet1238	hak	RAIN (PRECIPITATION)	雨	i³¹	i ³ ¹	i³¹	RAIN (PRECIPITATION)_1		Liu2007
Guilin_RAIN (PRECIPITATION)_1	Guilin	guil1241	cnp	RAIN (PRECIPITATION)	雨	y²³	y ² ³	y²³	RAIN (PRECIPITATION)_1		Liu2007
Guangzhou_RAIN (PRECIPITATION)_1	Guangzhou	guan1279	yue	RAIN (PRECIPITATION)	雨	y²³	y ² ³	y²³	RAIN (PRECIPITATION)_1		Liu2007
Fuzhou_RAIN (PRECIPITATION)_1	Fuzhou	fuzh1239	cdo	RAIN (PRECIPITATION)	雨	y³²	y ³ ²	y³²	RAIN (PRECIPITATION)_1		Liu2007
Xiamen_RAIN (PRECIPITATION)_1	Xiamen	xiam1236	cdo	RAIN (PRECIPITATION)	雨	hɔ²²	h ɔ ² ²	hɔ²²	RAIN (PRECIPITATION)_1		Liu2007
Beijing_ROUND_1	Beijing	beij1234	cmn	ROUND	圆	yɛn³⁵	y ɛ n ³ ⁵	yɛn³⁵	ROUND_1		Liu2007
Haerbin_ROUND_1	Ha'erbin	haer1234	cmn	ROUND	圆	yan²⁴	y a n ² ⁴	yan²⁴	ROUND_1		Liu2007
Jinan_ROUND_1	Jinan	jina1245	cmn	ROUND	圆	yæ̃⁵³	y æ̃ ⁵ ³	yæ̃⁵³	ROUND_1		Liu2007
Rongcheng_ROUND_2	Rongcheng	rong1271	cmn	ROUND	团	tʰɐn³⁵	tʰ ɐ n ³ ⁵	tʰɐn³⁵	ROUND_2		Liu2007
Taiyuan_ROUND_1	Taiyuan	taiy1243	cjy	ROUND	圆	ye²¹	y e ² ¹	ye²¹	ROUND_1		Liu2007
XiAn_ROUND_1	Xi'an	xian1253	cmn	ROUND	圆	yæ̃²⁴	y æ̃ ² ⁴	yæ̃²⁴	ROUND_1		Liu2007
Chengdu_ROUND_1	Chengdu	chen1267	cmn	ROUND	圆	yan²¹	y a n ² ¹	yan²¹	ROUND_1		Liu2007
Nanjing_ROUND_1	Nanjing	nanj1234	cmn	ROUND	圆	yen¹³	y e n ¹ ³	yen¹³	ROUND_1		Liu2007
Jixi_ROUND_1	Jixi	jixi1238	czh	ROUND	圆	yẽ⁴⁴	y ẽ ⁴ ⁴	yẽ⁴⁴	ROUND_1		Liu2007
Suzhou_ROUND_1	Suzhou	suzh1234	wuu	ROUND	圆	ɦiø¹³	ɦ i ø ¹ ³	ɦiø¹³	ROUND_1		Liu2007
Wenzhou_ROUND_1	Wenzhou	ouji1238	wuu	ROUND	圆	jy³⁴¹	j y ³ ⁴ ¹	jy³⁴¹	ROUND_1		Liu2007
Changsha_ROUND_1	Changsha	chan1326	hsn	ROUND	圆	yẽ¹³	y ẽ ¹ ³	yẽ¹³	ROUND_1		Liu2007
Loudi_ROUND_3	Loudi	loud1234	hsn	ROUND	圆圈	uĩ¹³ tʰue⁴⁴	u ĩ ¹ ³   tʰ u e ⁴ ⁴	uĩ¹³ tʰue⁴⁴	ROUND_3		Liu2007
Nanchang_ROUND_1	Nanchang	nanc1254	gan	ROUND	圆	yon⁴⁵	y o n ⁴ ⁵	yon⁴⁵	ROUND_1		Liu2007
Meixian_ROUND_1	Meixian	yuet1238	hak	ROUND	圆	ian¹¹	i a n ¹ ¹	ian¹¹	ROUND_1		Liu2007
Guilin_ROUND_1	Guilin	guil1241	cnp	ROUND	圆	yã²²	y ã ² ²	yã²²	ROUND_1		Liu2007
Guangzhou_ROUND_1	Guangzhou	guan1279	yue	ROUND	圆	yn²¹	y n ² ¹	yn²¹	ROUND_1		Liu2007
Fuzhou_ROUND_1	Fuzhou	fuzh1239	cdo	ROUND	圆	ieŋ⁵³	i e ŋ ⁵ ³	ieŋ⁵³	ROUND_1		Liu2007
Xiamen_ROUND_1	Xiamen	xiam1236	cdo	ROUND	圆	iæ²⁴	i æ ² ⁴	iæ²⁴	ROUND_1		Liu2007
Beijing_FAR_1	Beijing	beij1234	cmn	FAR	远	yɛn²¹³	y ɛ n ² ¹ ³	yɛn²¹³	FAR_1		Liu2007
Haerbin_FAR_1	Ha'erbin	haer1234	cmn	FAR	远	yan²¹³	y a n ² ¹ ³	yan²¹³	FAR_1		Liu2007
Jinan_FAR_1	Jinan	jina1245	cmn	FAR	远	yæ̃⁴⁵	y æ̃ ⁴ ⁵	yæ̃⁴⁵	FAR_1		Liu2007
Rongcheng_FAR_1	Rongcheng	rong1271	cmn	FAR	远	yɐn²¹⁴	y ɐ n ² ¹ ⁴	yɐn²¹⁴	FAR_1		Liu2007
Taiyuan_FAR_1	Taiyuan	taiy1243	cjy	FAR	远	ye⁵³	y e ⁵ ³	ye⁵³	FAR_1		Liu2007
XiAn_FAR_1	Xi'an	xian1253	cmn	FAR	远	yæ̃⁵³	y æ̃ ⁵ ³	yæ̃⁵³	FAR_1		Liu2007
Chengdu_FAR_1	Chengdu	chen1267	cmn	FAR	远	yan⁵³	y a n ⁵ ³	yan⁵³	FAR_1		Liu2007
Nanjing_FAR_1	Nanjing	nanj1234	cmn	FAR	远	yen¹¹	y e n ¹ ¹	yen¹¹	FAR_1		Liu2007
Jixi_FAR_1	Jixi	jixi1238	czh	FAR	远	yẽ²¹³	y ẽ ² ¹ ³	yẽ²¹³	FAR_1		Liu2007
Suzhou_FAR_1	Suzhou	suzh1234	wuu	FAR	远	ɦiø²³¹	ɦ i ø ² ³ ¹	ɦiø²³¹	FAR_1		Liu2007
Wenzhou_FAR_1	Wenzhou	ouji1238	wuu	FAR	远	ju²⁴	j u ² ⁴	ju²⁴	FAR_1		Liu2007
Changsha_FAR_1	Changsha	chan1326	hsn	FAR	远	yẽ⁴¹	y ẽ ⁴ ¹	yẽ⁴¹	FAR_1		Liu2007
Loudi_FAR_1	Loudi	loud1234	hsn	FAR	远	uĩ⁴²	u ĩ ⁴ ²	uĩ⁴²	FAR_1		Liu2007
Nanchang_FAR_1	Nanchang	nanc1254	gan	FAR	远	yon²¹³	y o n ² ¹ ³	yon²¹³	FAR_1		Liu2007
Meixian_FAR_1	Meixian	yuet1238	hak	FAR	远	ian³¹	i a n ³ ¹	ian³¹	FAR_1		Liu2007
Guilin_FAR_1	Guilin	guil1241	cnp	FAR	远	yã²³	y ã ² ³	yã²³	FAR_1		Liu2007
Guangzhou_FAR_1	Guangzhou	guan1279	yue	FAR	远	yn²³	y n ² ³	yn²³	FAR_1		Liu2007
Fuzhou_FAR_1	Fuzhou	fuzh1239	cdo	FAR	远	huoŋ²⁴²	h u o ŋ ² ⁴ ²	huoŋ²⁴²	FAR_1		Liu2007
Xiamen_FAR_1	Xiamen	xiam1236	cdo	FAR	远	uan⁵³	u a n ⁵ ³	uan⁵³	FAR_1		Liu2007
Beijing_MOON_3	Beijing	beij1234	cmn	MOON	月亮	yɛ⁵¹ liɑŋ⁰	y ɛ ⁵ ¹   l i ɑ ŋ ⁰	yɛ⁵¹ liɑŋ⁰	MOON_3		Liu2007
Haerbin_MOON_3	Ha'erbin	haer1234	cmn	MOON	月亮	yɛ⁵³ liaŋ⁰	y ɛ ⁵ ³   l i a ŋ ⁰	yɛ⁵³ liaŋ⁰	MOON_3		Liu2007
Jinan_MOON_3	Jinan	jina1245	cmn	MOON	月亮	yɤ²¹⁻²¹⁴ liɑŋ³¹	y ɤ ² ¹ ⁻ ² ¹ ⁴   l i ɑ ŋ ³ ¹	yɤ²¹⁻²¹⁴ liɑŋ³¹	MOON_3		Liu2007
Rongcheng_MOON_3	Rongcheng	rong1271	cmn	MOON	月亮	yɛ³³⁴⁻³⁴ liaŋ³³⁴	y ɛ ³ ³ ⁴ ⁻ ³ ⁴   l i a ŋ ³ ³ ⁴	yɛ³³⁴⁻³⁴ liaŋ³³⁴	MOON_3		Liu2007
Taiyuan_MOON_3	Taiyuan	taiy1243	cjy	MOON	月亮	yəʔ² lɪɒ̃⁴⁵	y ə ʔ ²   l ɪ ɒ̃ ⁴ ⁵	yəʔ² lɪɒ̃⁴⁵	MOON_3		Liu2007
Taiyuan_MOON_4	Taiyuan	taiy1243	cjy	MOON	月明	yəʔ mi⁰	y ə ʔ   m i ⁰	yəʔ mi⁰	MOON_4		Liu2007
XiAn_MOON_3	Xi'an	xian1253	cmn	MOON	月亮	yɛ²¹ liɑŋ⁰	y ɛ ² ¹   l i ɑ ŋ ⁰	yɛ²¹ liɑŋ⁰	MOON_3		Liu2007
Chengdu_MOON_3	Chengdu	chen1267	cmn	MOON	月亮	ye²¹⁻⁵⁵ liaŋ⁰	y e ² ¹ ⁻ ⁵ ⁵   l i a ŋ ⁰	ye²¹⁻⁵⁵ liaŋ⁰	MOON_3		Liu2007
Nanjing_MOON_3	Nanjing	nanj1234	cmn	MOON	月亮	yeʔ⁵ liɑ̃⁰	y e ʔ ⁵   l i ɑ̃ ⁰	yeʔ⁵ liɑ̃⁰	MOON_3		Liu2007
Jixi_MOON_3	Jixi	jixi1238	czh	MOON	月亮	yaʔ³²*⁻²³ ȵiɑ̃³¹	y a ʔ ³ ² * ⁻ ² ³   ȵ i ɑ̃ ³ ¹	yaʔ³²*⁻²³ ȵiɑ̃³¹	MOON_3		Liu2007
Suzhou_MOON_3	Suzhou	suzh1234	wuu	MOON	月亮	ŋəʔ²³* liã²³¹⁻³¹	ŋ ə ʔ ² ³ *   l i ã ² ³ ¹ ⁻ ³ ¹	ŋəʔ²³* liã²³¹⁻³¹	MOON_3		Liu2007
Wenzhou_MOON_5	Wenzhou	ouji1238	wuu	MOON	月光	ȵy²¹⁻² kuɔ⁴⁴	ȵ y ² ¹ ⁻ ²   k u ɔ ⁴ ⁴	ȵy²¹⁻² kuɔ⁴⁴	MOON_5		Liu2007
Changsha_MOON_3	Changsha	chan1326	hsn	MOON	月亮	ye²⁴ lian¹¹	y e ² ⁴   l i a n ¹ ¹	ye²⁴ lian¹¹	MOON_3		Liu2007
Changsha_MOON_6	Changsha	chan1326	hsn	MOON	月亮巴巴	ye²⁴ lian¹¹ pa³³ pa⁰	y e ² ⁴   l i a n ¹ ¹   p a ³ ³   p a ⁰	ye²⁴ lian¹¹ pa³³ pa⁰	MOON_6		Liu2007
Loudi_MOON_5	Loudi	loud1234	hsn	MOON	月光	ue³⁵ kɔŋ⁴⁴⁻³³	u e ³ ⁵   k ɔ ŋ ⁴ ⁴ ⁻ ³ ³	ue³⁵ kɔŋ⁴⁴⁻³³	MOON_5		Liu2007
Nanchang_MOON_3	Nanchang	nanc1254	gan	MOON	月光	ȵyot⁵ liɔŋ⁰	ȵ y o t ⁵   l i ɔ ŋ ⁰	ȵyot⁵ liɔŋ⁰	MOON_3		Liu2007
Meixian_MOON_5	Meixian	yuet1238	hak	MOON	月光	ŋiat⁵ kuoŋ³³	ŋ i a t ⁵   k u o ŋ ³ ³	ŋiat⁵ kuoŋ³³	MOON_5		Liu2007
Guilin_MOON_3	Guilin	guil1241	cnp	MOON	月亮	lye⁵⁵ liɑŋ²¹	l y e ⁵ ⁵   l i ɑ ŋ ² ¹	lye⁵⁵ liɑŋ²¹	MOON_3		Liu2007
Guangzhou_MOON_5	Guangzhou	guan1279	yue	MOON	月光	yt² kuɔŋ⁵⁵	y t ²   k u ɔ ŋ ⁵ ⁵	yt² kuɔŋ⁵⁵	MOON_5		Liu2007
Fuzhou_MOON_2	Fuzhou	fuzh1239	cdo	MOON	月	ŋuoʔ⁵	ŋ u o ʔ ⁵	ŋuoʔ⁵	MOON_2		Liu2007
Xiamen_MOON_1	Xiamen	xiam1236	cdo	MOON	月娘	ɡeʔ⁵⁻²¹* niũ²⁴	ɡ e ʔ ⁵ ⁻ ² ¹ *   n i ũ ² ⁴	geʔ⁵⁻²¹* niũ²⁴	MOON_1		Liu2007
Beijing_CLOUD_1	Beijing	beij1234	cmn	CLOUD	云	yn³⁵	y n ³ ⁵	yn³⁵	CLOUD_1		Liu2007
Haerbin_CLOUD_2	Ha'erbin	haer1234	cmn	CLOUD	云彩	yn²⁴ tsʰai⁰	y n ² ⁴   t sʰ a i ⁰	yn²⁴ tsʰai⁰	CLOUD_2		Liu2007
Jinan_CLOUD_1	Jinan	jina1245	cmn	CLOUD	云	yẽ⁵³	y ẽ ⁵ ³	yẽ⁵³	CLOUD_1		Liu2007
Rongcheng_CLOUD_1	Rongcheng	rong1271	cmn	CLOUD	云	yn⁵²	y n ⁵ ²	yn⁵²	CLOUD_1		Liu2007
Taiyuan_CLOUD_1	Taiyuan	taiy1243	cjy	CLOUD	云	yŋ²¹	y ŋ ² ¹	yŋ²¹	CLOUD_1		Liu2007
XiAn_CLOUD_1	Xi'an	xian1253	cmn	CLOUD	云	yẽ²⁴	y ẽ ² ⁴	yẽ²⁴	CLOUD_1		Liu2007
Chengdu_CLOUD_1	Chengdu	chen1267	cmn	CLOUD	云	yn²¹	y n ² ¹	yn²¹	CLOUD_1		Liu2007
Nanjing_CLOUD_1	Nanjing	nanj1234	cmn	CLOUD	云	in¹³	i n ¹ ³	in¹³	CLOUD_1		Liu2007
Jixi_CLOUD_1	Jixi	jixi1238	czh	CLOUD	云	yɑ̃⁴⁴	y ɑ̃ ⁴ ⁴	yɑ̃⁴⁴	CLOUD_1		Liu2007
Suzhou_CLOUD_1	Suzhou	suzh1234	wuu	CLOUD	云	ɦyən¹³	ɦ y ə n ¹ ³	ɦyən¹³	CLOUD_1		Liu2007
Wenzhou_CLOUD_1	Wenzhou	ouji1238	wuu	CLOUD	云	jyoŋ³⁴¹	j y o ŋ ³ ⁴ ¹	jyoŋ³⁴¹	CLOUD_1		Liu2007
Changsha_CLOUD_1	Changsha	chan1326	hsn	CLOUD	云	yn¹³	y n ¹ ³	yn¹³	CLOUD_1		Liu2007
Loudi_CLOUD_1	Loudi	loud1234	hsn	CLOUD	云	un¹³	u n ¹ ³	un¹³	CLOUD_1		Liu2007
Nanchang_CLOUD_1	Nanchang	nanc1254	gan	CLOUD	云	yn²⁴	y n ² ⁴	yn²⁴	CLOUD_1		Liu2007
Meixian_CLOUD_1	Meixian	yuet1238	hak	CLOUD	云	iun¹¹	i u n ¹ ¹	iun¹¹	CLOUD_1		Liu2007
Guilin_CLOUD_1	Guilin	guil1241	cnp	CLOUD	云	yŋ²²	y ŋ ² ²	yŋ²²	CLOUD_1		Liu2007
Guangzhou_CLOUD_1	Guangzhou	guan1279	yue	CLOUD	云	uɐn²¹	u ɐ n ² ¹	uɐn²¹	CLOUD_1		Liu2007
Fuzhou_CLOUD_1	Fuzhou	fuzh1239	cdo	CLOUD	云	huŋ⁵³	h u ŋ ⁵ ³	huŋ⁵³	CLOUD_1		Liu2007
Xiamen_CLOUD_1	Xiamen	xiam1236	cdo	CLOUD	云	hun²⁴	h u n ² ⁴	hun²⁴	CLOUD_1		Liu2007
Beijing_IN_2	Beijing	beij1234	cmn	IN	在	tsai⁵¹	t s a i ⁵ ¹	tsai⁵¹	IN_2		Liu2007
Haerbin_IN_2	Ha'erbin	haer1234	cmn	IN	在	tsai⁵³	t s a i ⁵ ³	tsai⁵³	IN_2		Liu2007
Jinan_IN_2	Jinan	jina1245	cmn	IN	在	tsɛ³¹	t s ɛ ³ ¹	tsɛ³¹	IN_2		Liu2007
Rongcheng_IN_2	Rongcheng	rong1271	cmn	IN	在	tsai³³⁴	t s a i ³ ³ ⁴	tsai³³⁴	IN_2		Liu2007
Taiyuan_IN_2	Taiyuan	taiy1243	cjy	IN	在	tsai⁴⁵	t s a i ⁴ ⁵	tsai⁴⁵	IN_2		Liu2007
XiAn_IN_2	Xi'an	xian1253	cmn	IN	在	tsɛ⁴⁴	t s ɛ ⁴ ⁴	tsɛ⁴⁴	IN_2		Liu2007
Chengdu_IN_2	Chengdu	chen1267	cmn	IN	在	tsai²¹³	t s a i ² ¹ ³	tsai²¹³	IN_2		Liu2007
Nanjing_IN_2	Nanjing	nanj1234	cmn	IN	在	tsɛ⁴⁴	t s ɛ ⁴ ⁴	tsɛ⁴⁴	IN_2		Liu2007
Jixi_IN_2	Jixi	jixi1238	czh	IN	在	tsʰa³⁵	t sʰ a ³ ⁵	tsʰa³⁵	IN_2		Liu2007
Suzhou_IN_2	Suzhou	suzh1234	wuu	IN	在	ləʔ²³*	l ə ʔ ² ³ *	ləʔ²³*	IN_2		Liu2007
Wenzhou_IN_2	Wenzhou	ouji1238	wuu	IN	在	zz̩²⁴²	z z̩ ² ⁴ ²	zɿ²⁴²	IN_2		Liu2007
Wenzhou_IN_1	Wenzhou	ouji1238	wuu	IN	宿	ɕyo⁴¹	ɕ y o ⁴ ¹	ɕyo⁴¹	IN_1		Liu2007
Changsha_IN_2	Changsha	chan1326	hsn	IN	在	tsai¹¹	t s a i ¹ ¹	tsai¹¹	IN_2		Liu2007
Loudi_IN_2	Loudi	loud1234	hsn	IN	在	tsʰe¹¹	t sʰ e ¹ ¹	tsʰe¹¹	IN_2		Liu2007
Nanchang_IN_2	Nanchang	nanc1254	gan	IN	在	tsʰai²¹	t sʰ a i ² ¹	tsʰai²¹	IN_2		Liu2007
Meixian_IN_2	Meixian	yuet1238	hak	IN	在	hoi⁵³	h o i ⁵ ³	hoi⁵³	IN_2		Liu2007
Guilin_IN_2	Guilin	guil1241	cnp	IN	在	tsai²³	t s a i ² ³	tsai²³	IN_2		Liu2007
Guangzhou_IN_2	Guangzhou	guan1279	yue	IN	在	tsɔi²²	t s ɔ i ² ²	tsɔi²²	IN_2		Liu2007
Fuzhou_IN_3	Fuzhou	fuzh1239	cdo	IN	着	tuoʔ⁵	t u o ʔ ⁵	tuoʔ⁵	IN_3		Liu2007
Xiamen_IN_2	Xiamen	xiam1236	cdo	IN	在	ti²²	t i ² ²	ti²²	IN_2		Liu2007
Beijing_DIRTY_1	Beijing	beij1234	cmn	DIRTY	脏	tsɑŋ⁵⁵	t s ɑ ŋ ⁵ ⁵	tsɑŋ⁵⁵	DIRTY_1		Liu2007
Haerbin_DIRTY_1	Ha'erbin	haer1234	cmn	DIRTY	脏	tsaŋ⁴⁴	t s a ŋ ⁴ ⁴	tsaŋ⁴⁴	DIRTY_1		Liu2007
Haerbin_DIRTY_2	Ha'erbin	haer1234	cmn	DIRTY	埋汰	mai²⁴ tʰai⁰	m a i ² ⁴   tʰ a i ⁰	mai²⁴ tʰai⁰	DIRTY_2		Liu2007
Jinan_DIRTY_1	Jinan	jina1245	cmn	DIRTY	脏	tsɑŋ²¹⁴	t s ɑ ŋ ² ¹ ⁴	tsɑŋ²¹⁴	DIRTY_1		Liu2007
Rongcheng_DIRTY_1	Rongcheng	rong1271	cmn	DIRTY	脏	tsaŋ⁵²	t s a ŋ ⁵ ²	tsaŋ⁵²	DIRTY_1		Liu2007
Taiyuan_DIRTY_1	Taiyuan	taiy1243	cjy	DIRTY	脏	tsɒ̃²¹	t s ɒ̃ ² ¹	tsɒ̃²¹	DIRTY_1		Liu2007
XiAn_DIRTY_1	Xi'an	xian1253	cmn	DIRTY	脏	tsɑŋ²¹	t s ɑ ŋ ² ¹	tsɑŋ²¹	DIRTY_1		Liu2007
Chengdu_DIRTY_1	Chengdu	chen1267	cmn	DIRTY	脏	tsaŋ⁴⁵	t s a ŋ ⁴ ⁵	tsaŋ⁴⁵	DIRTY_1		Liu2007
Chengdu_DIRTY_3	Chengdu	chen1267	cmn	DIRTY	邋遢	la²¹⁻⁵⁵ tʰa²¹	l a ² ¹ ⁻ ⁵ ⁵   tʰ a ² ¹	la²¹⁻⁵⁵ tʰa²¹	DIRTY_3		Liu2007
Chengdu_DIRTY_4	Chengdu	chen1267	cmn	DIRTY	蒌馊	nəu²¹⁻⁵⁵ səu⁵⁵	n ə u ² ¹ ⁻ ⁵ ⁵   s ə u ⁵ ⁵	nəu²¹⁻⁵⁵ səu⁵⁵	DIRTY_4		Liu2007
Nanjing_DIRTY_1	Nanjing	nanj1234	cmn	DIRTY	脏	tsɑ̃³¹	t s ɑ̃ ³ ¹	tsɑ̃³¹	DIRTY_1		Liu2007
