# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
10	Ancient Attic Greek	BONE	o s t e o n	7 3 1 7 7 4	XMBYYN	USTEUN	1	1.U.V 1.S.c 1.T.C 1.E.V 1.U.V 1.N.c	1.5 1.1 1.75 1.3 1.3 0.8	osteon	0	43
129	Ancient Ionic Greek	BONE	o s t e o n	7 3 1 7 7 4	XMBYYN	USTEUN	2	2.U.V 2.S.c 2.T.C 2.E.V 2.U.V 2.N.c	1.5 1.1 1.75 1.3 1.3 0.8	osteon	0	43
242	Modern Demotic Greek	BONE	k o k a l o	1 7 1 7 5 7	AXBYBZ	KUKALU	3	3.K.C 3.U.V 3.K.C 3.A.V 3.L.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	kokalo	0	45
361	Pharasa Greek	BONE	s t o	3 1 7	ACZ	STU	4	4.S.C 4.T.C 4.U.V	2.0 1.5 0.8	sto	0	46
473	Southern Tsakonian	BONE	k o k a l e	1 7 1 7 5 7	AXBYBZ	KUKALE	5	5.K.C 5.U.V 5.K.C 5.A.V 5.L.C 5.E.V	2.0 1.5 1.75 1.3 1.75 0.8	kokale	0	45
604	Western Cappadocian Greek	BONE	s ʧ a s	3 2 7 3	ACYN	SCAS	6	6.S.C 6.C.C 6.A.V 6.S.c	2.0 1.5 1.3 0.8	sʧas	0	46
#
11	Ancient Attic Greek	BREAST	s t eː tʰ o s	3 1 7 1 7 3	ACYBYN	STETUS	1	1.S.C 1.T.C 1.E.V 1.T.C 1.U.V 1.S.c	2.0 1.5 1.3 1.75 1.3 0.8	steːtʰos	0	47
130	Ancient Ionic Greek	BREAST	s t eː tʰ e a	3 1 7 1 7 7	ACYBYZ	STETEA	2	2.S.C 2.T.C 2.E.V 2.T.C 2.E.V 2.A.V	2.0 1.5 1.3 1.75 1.3 0.8	steːtʰea	0	47
243	Modern Demotic Greek	BREAST	s t i θ o s	3 1 7 3 7 3	ACYBYN	STIDUS	3	3.S.C 3.T.C 3.I.V 3.D.C 3.U.V 3.S.c	2.0 1.5 1.3 1.75 1.3 0.8	stiθos	0	47
362	Pharasa Greek	BREAST	k a r d i a	1 7 5 1 7 7	AXMBYZ	KARTIA	4	4.K.C 4.A.V 4.R.c 4.T.C 4.I.V 4.A.V	2.0 1.5 1.1 1.75 1.3 0.8	kardia	0	50
474	Southern Tsakonian	BREAST	s t i θ i	3 1 7 3 7	ACYBZ	STIDI	5	5.S.C 5.T.C 5.I.V 5.D.C 5.I.V	2.0 1.5 1.3 1.75 0.8	stiθi	0	47
605	Western Cappadocian Greek	BREAST	k o r f o s	1 7 5 3 7 3	AXMBYN	KURBUS	6	6.K.C 6.U.V 6.R.c 6.B.C 6.U.V 6.S.c	2.0 1.5 1.1 1.75 1.3 0.8	korfos	0	52
606	Western Cappadocian Greek	BREAST	k o l f o s	1 7 5 3 7 3	AXMBYN	KULBUS	6	6.K.C 6.U.V 6.L.c 6.B.C 6.U.V 6.S.c	2.0 1.5 1.1 1.75 1.3 0.8	kolfos	0	52
#
12	Ancient Attic Greek	BURN (SOMETHING)	k a oː	1 7 7	AXZ	KAU	1	1.K.C 1.A.V 1.U.V	2.0 1.5 0.8	kaoː	0	53
131	Ancient Ionic Greek	BURN (SOMETHING)	k a j oː	1 7 6 7	AXBZ	KAJU	2	2.K.C 2.A.V 2.J.C 2.U.V	2.0 1.5 1.75 0.8	kajoː	0	53
244	Modern Demotic Greek	BURN (SOMETHING)	c e o	1 7 7	AXZ	CEU	3	3.C.C 3.E.V 3.U.V	2.0 1.5 0.8	ceo	0	53
363	Pharasa Greek	BURN (SOMETHING)	k a f t o	1 7 3 1 7	AXMBZ	KABTU	4	4.K.C 4.A.V 4.B.c 4.T.C 4.U.V	2.0 1.5 1.1 1.75 0.8	kafto	0	56
475	Southern Tsakonian	BURN (SOMETHING)	ð e s u	3 7 3 7	AXBZ	DESY	5	5.D.C 5.E.V 5.S.C 5.Y.V	2.0 1.5 1.75 0.8	ðesu	0	57
607	Western Cappadocian Greek	BURN (SOMETHING)	k a f t o	1 7 3 1 7	AXMBZ	KABTU	6	6.K.C 6.A.V 6.B.c 6.T.C 6.U.V	2.0 1.5 1.1 1.75 0.8	kafto	0	56
#
77	Ancient Attic Greek	CIRCULAR (ROUND IN TWO DIMENSIONS)	p e r i pʰ e r eː	1 7 5 7 1 7 5 7	AXBYBYBZ	PERIPERE	1	1.P.C 1.E.V 1.R.C 1.I.V 1.P.C 1.E.V 1.R.C 1.E.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	peripʰereː	0	58
190	Ancient Ionic Greek	CIRCULAR (ROUND IN TWO DIMENSIONS)	k y k l o t e r eː	1 7 1 5 7 1 7 5 7	AXBCYBYBZ	KYKLUTERE	2	2.K.C 2.Y.V 2.K.C 2.L.C 2.U.V 2.T.C 2.E.V 2.R.C 2.E.V	2.0 1.5 1.75 1.5 1.3 1.75 1.3 1.75 0.8	kyklotereː	0	59
#
14	Ancient Attic Greek	CLOUD	n e pʰ o s	4 7 1 7 3	AXBYN	NEPUS	1	1.N.C 1.E.V 1.P.C 1.U.V 1.S.c	2.0 1.5 1.75 1.3 0.8	nepʰos	0	60
133	Ancient Ionic Greek	CLOUD	n e pʰ o s	4 7 1 7 3	AXBYN	NEPUS	2	2.N.C 2.E.V 2.P.C 2.U.V 2.S.c	2.0 1.5 1.75 1.3 0.8	nepʰos	0	60
246	Modern Demotic Greek	CLOUD	s i n e f o	3 7 4 7 3 7	AXBYBZ	SINEBU	3	3.S.C 3.I.V 3.N.C 3.E.V 3.B.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sinefo	0	60
365	Pharasa Greek	CLOUD	s i n e f a	3 7 4 7 3 7	AXBYBZ	SINEBA	4	4.S.C 4.I.V 4.N.C 4.E.V 4.B.C 4.A.V	2.0 1.5 1.75 1.3 1.75 0.8	sinefa	0	60
477	Southern Tsakonian	CLOUD	s i ɣ n e f o	3 7 3 4 7 3 7	AXBCYBZ	SIGNEBU	5	5.S.C 5.I.V 5.G.C 5.N.C 5.E.V 5.B.C 5.U.V	2.0 1.5 1.75 1.5 1.3 1.75 0.8	siɣnefo	0	60
478	Southern Tsakonian	CLOUD	s i n e f o	3 7 4 7 3 7	AXBYBZ	SINEBU	5	5.S.C 5.I.V 5.N.C 5.E.V 5.B.C 5.U.V	2.0 1.5 1.75 1.3 1.75 0.8	sinefo	0	60
609	Western Cappadocian Greek	CLOUD	ʃ i n e f o	3 7 4 7 3 7	AXBYBZ	SINEBU	6	6.S.C 6.I.V 6.N.C 6.E.V 6.B.C 6.U.V	2.0 1.5 1.75 1.3 1.75 0.8	ʃinefo	0	60
#
15	Ancient Attic Greek	COLD (OF WEATHER)	p s yː kʰ r o s	1 3 7 1 5 7 3	ACXBCYN	PSYKRUS	1	1.P.C 1.S.C 1.Y.V 1.K.C 1.R.C 1.U.V 1.S.c	2.0 1.5 1.5 1.75 1.5 1.3 0.8	psyːkʰros	0	61
134	Ancient Ionic Greek	COLD (OF WEATHER)	p s yː kʰ r o	1 3 7 1 5 7	ACXBCZ	PSYKRU	2	2.P.C 2.S.C 2.Y.V 2.K.C 2.R.C 2.U.V	2.0 1.5 1.5 1.75 1.5 0.8	psyːkʰro	0	61
247	Modern Demotic Greek	COLD (OF WEATHER)	k r i o	1 5 7 7	ACXZ	KRIU	3	3.K.C 3.R.C 3.I.V 3.U.V	2.0 1.5 1.5 0.8	krio	0	63
479	Southern Tsakonian	COLD (OF WEATHER)	p s u x r e	1 3 7 3 5 7	ACXBCZ	PSYGRE	5	5.P.C 5.S.C 5.Y.V 5.G.C 5.R.C 5.E.V	2.0 1.5 1.5 1.75 1.5 0.8	psuxre	0	61
#
16	Ancient Attic Greek	COME	h eː k oː	3 7 1 7	AXBZ	HEKU	1	1.H.C 1.E.V 1.K.C 1.U.V	2.0 1.5 1.75 0.8	heːkoː	0	64
17	Ancient Attic Greek	COME	ʌ l tʰ	7 5 1	XLN	ELT	1	1.E.V 1.L.c 1.T.c	1.5 1.1 0.8	ʌltʰ	0	70
135	Ancient Ionic Greek	COME	e r kʰ o m a j	7 5 1 7 4 7 6	XMBYBYN	ERKUMAJ	2	2.E.V 2.R.c 2.K.C 2.U.V 2.M.C 2.A.V 2.J.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	erkʰomaj	0	65
136	Ancient Ionic Greek	COME	e l tʰ	7 5 1	XLN	ELT	2	2.E.V 2.L.c 2.T.c	1.5 1.1 0.8	eltʰ	0	70
248	Modern Demotic Greek	COME	e r x o m e	7 5 3 7 4 7	XMBYBZ	ERGUME	3	3.E.V 3.R.c 3.G.C 3.U.V 3.M.C 3.E.V	1.5 1.1 1.75 1.3 1.75 0.8	erxome	0	65
249	Modern Demotic Greek	COME	i r θ a	7 5 3 7	XMBZ	IRDA	3	3.I.V 3.R.c 3.D.C 3.A.V	1.5 1.1 1.75 0.8	irθa	0	72
366	Pharasa Greek	COME	e r x u m e	7 5 3 7 4 7	XMBYBZ	ERGYME	4	4.E.V 4.R.c 4.G.C 4.Y.V 4.M.C 4.E.V	1.5 1.1 1.75 1.3 1.75 0.8	erxume	0	65
367	Pharasa Greek	COME	i r t a	7 5 1 7	XMBZ	IRTA	4	4.I.V 4.R.c 4.T.C 4.A.V	1.5 1.1 1.75 0.8	irta	0	72
480	Southern Tsakonian	COME	p a r̝ i u	1 7 5 7 7	AXBYZ	PARIY	5	5.P.C 5.A.V 5.R.C 5.I.V 5.Y.V	2.0 1.5 1.75 1.3 0.8	par̝iu	0	68
481	Southern Tsakonian	COME	e k a n	7 1 7 4	XBYN	EKAN	5	5.E.V 5.K.C 5.A.V 5.N.c	1.5 1.75 1.3 0.8	ekan	0	74
610	Western Cappadocian Greek	COME	e r x u m e	7 5 3 7 4 7	XMBYBZ	ERGYME	6	6.E.V 6.R.c 6.G.C 6.Y.V 6.M.C 6.E.V	1.5 1.1 1.75 1.3 1.75 0.8	erxume	0	65
611	Western Cappadocian Greek	COME	i r t a	7 5 1 7	XMBZ	IRTA	6	6.I.V 6.R.c 6.T.C 6.A.V	1.5 1.1 1.75 0.8	irta	0	72
#
18	Ancient Attic Greek	DIE	a p o tʰ n eː j s k oː	7 1 7 1 4 7 6 3 1 7	XBYBCYLMBZ	APUTNEJSKU	1	1.A.V 1.P.C 1.U.V 1.T.C 1.N.C 1.E.V 1.J.c 1.S.c 1.K.C 1.U.V	1.5 1.75 1.3 1.75 1.5 1.3 1.1 1.1 1.75 0.8	apotʰneːjskoː	0	75
137	Ancient Ionic Greek	DIE	a p o tʰ n eː j s k oː	7 1 7 1 4 7 6 3 1 7	XBYBCYLMBZ	APUTNEJSKU	2	2.A.V 2.P.C 2.U.V 2.T.C 2.N.C 2.E.V 2.J.c 2.S.c 2.K.C 2.U.V	1.5 1.75 1.3 1.75 1.5 1.3 1.1 1.1 1.75 0.8	apotʰneːjskoː	0	75
250	Modern Demotic Greek	DIE	p e θ e n o	1 7 3 7 4 7	AXBYBZ	PEDENU	3	3.P.C 3.E.V 3.D.C 3.E.V 3.N.C 3.U.V	2.0 1.5 1.75 1.3 1.75 0.8	peθeno	0	77
368	Pharasa Greek	DIE	x a n	3 7 4	AXN	GAN	4	4.G.C 4.A.V 4.N.c	2.0 1.5 0.8	xan	0	78
482	Southern Tsakonian	DIE	p e n a kʰ u	1 7 4 7 1 7	AXBYBZ	PENAKY	5	5.P.C 5.E.V 5.N.C 5.A.V 5.K.C 5.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	penakʰu	0	75
612	Western Cappadocian Greek	DIE	p e r a n i ʃ k o	1 7 5 7 4 7 3 1 7	AXBYBYMBZ	PERANISKU	6	6.P.C 6.E.V 6.R.C 6.A.V 6.N.C 6.I.V 6.S.c 6.K.C 6.U.V	2.0 1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	peraniʃko	0	75
#
19	Ancient Attic Greek	DOG	k yː oː n	1 7 7 4	AXYN	KYUN	1	1.K.C 1.Y.V 1.U.V 1.N.c	2.0 1.5 1.3 0.8	kyːoːn	0	79
138	Ancient Ionic Greek	DOG	k yː oː n	1 7 7 4	AXYN	KYUN	2	2.K.C 2.Y.V 2.U.V 2.N.c	2.0 1.5 1.3 0.8	kyːoːn	0	79
251	Modern Demotic Greek	DOG	s c i l o s	3 1 7 5 7 3	ACYBYN	SCILUS	3	3.S.C 3.C.C 3.I.V 3.L.C 3.U.V 3.S.c	2.0 1.5 1.3 1.75 1.3 0.8	scilos	0	81
369	Pharasa Greek	DOG	s ʧ i l i	3 2 7 5 7	ACYBZ	SCILI	4	4.S.C 4.C.C 4.I.V 4.L.C 4.I.V	2.0 1.5 1.3 1.75 0.8	sʧili	0	81
483	Southern Tsakonian	DOG	k u e	1 7 7	AXZ	KYE	5	5.K.C 5.Y.V 5.E.V	2.0 1.5 0.8	kue	0	79
613	Western Cappadocian Greek	DOG	ʃ c i l i	3 1 7 5 7	ACYBZ	SCILI	6	6.S.C 6.C.C 6.I.V 6.L.C 6.I.V	2.0 1.5 1.3 1.75 0.8	ʃcili	0	81
#
20	Ancient Attic Greek	DRINK	p iː n oː	1 7 4 7	AXBZ	PINU	1	1.P.C 1.I.V 1.N.C 1.U.V	2.0 1.5 1.75 0.8	piːnoː	0	82
139	Ancient Ionic Greek	DRINK	p iː n oː	1 7 4 7	AXBZ	PINU	2	2.P.C 2.I.V 2.N.C 2.U.V	2.0 1.5 1.75 0.8	piːnoː	0	82
252	Modern Demotic Greek	DRINK	p i n o	1 7 4 7	AXBZ	PINU	3	3.P.C 3.I.V 3.N.C 3.U.V	2.0 1.5 1.75 0.8	pino	0	82
370	Pharasa Greek	DRINK	p i n o	1 7 4 7	AXBZ	PINU	4	4.P.C 4.I.V 4.N.C 4.U.V	2.0 1.5 1.75 0.8	pino	0	82
484	Southern Tsakonian	DRINK	c i n u	1 7 4 7	AXBZ	CINY	5	5.C.C 5.I.V 5.N.C 5.Y.V	2.0 1.5 1.75 0.8	cinu	0	82
614	Western Cappadocian Greek	DRINK	p j i n i ʃ k o	1 6 7 4 7 3 1 7	ACXBYMBZ	PJINISKU	6	6.P.C 6.J.C 6.I.V 6.N.C 6.I.V 6.S.c 6.K.C 6.U.V	2.0 1.5 1.5 1.75 1.3 1.1 1.75 0.8	pjiniʃko	0	87
#
21	Ancient Attic Greek	DRY	k s eː r o	1 3 7 5 7	ACXBZ	KSERU	1	1.K.C 1.S.C 1.E.V 1.R.C 1.U.V	2.0 1.5 1.5 1.75 0.8	kseːro	0	88
140	Ancient Ionic Greek	DRY	a w o	7 6 7	XBZ	AWU	2	2.A.V 2.W.C 2.U.V	1.5 1.75 0.8	awo	0	89
253	Modern Demotic Greek	DRY	s t e ɣ n o	3 1 7 3 4 7	ACYBCZ	STEGNU	3	3.S.C 3.T.C 3.E.V 3.G.C 3.N.C 3.U.V	2.0 1.5 1.3 1.75 1.5 0.8	steɣno	0	90
371	Pharasa Greek	DRY	k s e r o	1 3 7 5 7	ACXBZ	KSERU	4	4.K.C 4.S.C 4.E.V 4.R.C 4.U.V	2.0 1.5 1.5 1.75 0.8	ksero	0	88
485	Southern Tsakonian	DRY	ʦ e r e	2 7 5 7	AXBZ	CERE	5	5.C.C 5.E.V 5.R.C 5.E.V	2.0 1.5 1.75 0.8	ʦere	0	88
615	Western Cappadocian Greek	DRY	k s e r o	1 3 7 5 7	ACXBZ	KSERU	6	6.K.C 6.S.C 6.E.V 6.R.C 6.U.V	2.0 1.5 1.5 1.75 0.8	ksero	0	88
#
22	Ancient Attic Greek	EAR	oː t	7 1	XN	UT	1	1.U.V 1.T.c	1.5 0.8	oːt	0	91
141	Ancient Ionic Greek	EAR	oː t	7 1	XN	UT	2	2.U.V 2.T.c	1.5 0.8	oːt	0	91
254	Modern Demotic Greek	EAR	a f t i	7 3 1 7	XMBZ	ABTI	3	3.A.V 3.B.c 3.T.C 3.I.V	1.5 1.1 1.75 0.8	afti	0	93
372	Pharasa Greek	EAR	t i	1 7	AX	TI	4	4.T.C 4.I.V	2.0 1.5	ti	0	91
