Language1,Phone1,Language2,Phone2,Surprisal,OOV_Smoothed
Arem,-,Chứt (Mày),ʔ,3.703668429016965,8.805206455479027
Arem,-,Chứt (Mày),a,4.015129524853259,8.805206455479027
Arem,-,Chứt (Mày),h,5.866607000143171,8.805206455479027
Arem,-,Chứt (Mày),⁴,3.230297619421794,8.805206455479027
Arem,-,Chứt (Mày),¹,2.4653564525944027,8.805206455479027
Arem,-,Chứt (Mày),³,2.5892690562798784,8.805206455479027
Arem,-,Chứt (Mày),²,3.703668429016965,8.805206455479027
Arem,-,Chứt (Mày),u,5.34577483684173,8.805206455479027
Arem,-,Chứt (Mày),k,3.703668429016965,8.805206455479027
Arem,-,Chứt (Mày),ɯ,6.689729238059091,8.805206455479027
Arem,-,Chứt (Mày),t,4.963904201498085,8.805206455479027
Arem,-,Chứt (Mày),ɕ,6.689729238059091,8.805206455479027
Arem,-,Chứt (Mày),i,6.689729238059091,8.805206455479027
Arem,-,Chứt (Mày),l̥,6.689729238059091,8.805206455479027
Arem,-,Chứt (Mày),l,5.34577483684173,8.805206455479027
Arem,-,Chứt (Mày),p,5.34577483684173,8.805206455479027
Arem,-,Chứt (Mày),⁰,6.689729238059091,8.805206455479027
Arem,-,Chứt (Mày),c,5.866607000143171,8.805206455479027
Arem,-,Chứt (Mày),n,6.689729238059091,8.805206455479027
Arem,m,Chứt (Mày),m,1.5438238059276699,6.3339007365534385
Arem,m,Chứt (Mày),¹,4.218423519133502,6.3339007365534385
Arem,m,Chứt (Mày),-,4.218423519133502,6.3339007365534385
Arem,m,Chứt (Mày),ŋ,4.218423519133502,6.3339007365534385
Arem,ɯ,Chứt (Mày),i,2.7500217469916524,6.209453365628949
Arem,ɯ,Chứt (Mày),a,4.093976148209014,6.209453365628949
Arem,ɯ,Chứt (Mày),ɯ,2.7500217469916524,6.209453365628949
Arem,ɯ,Chứt (Mày),-,4.093976148209014,6.209453365628949
Arem,ɯ,Chứt (Mày),ɤ,4.093976148209014,6.209453365628949
Arem,i̯,Chứt (Mày),¹,4.3329832833963575,6.448460500816295
Arem,i̯,Chứt (Mày),i̯,2.056143078037534,6.448460500816295
Arem,i̯,Chứt (Mày),-,2.6071582468353522,6.448460500816295
Arem,i̯,Chứt (Mày),i,3.509861045480438,6.448460500816295
Arem,u,Chứt (Mày),a,3.0331668639352,6.874469117916141
Arem,u,Chứt (Mày),u,1.4041491831361077,6.874469117916141
Arem,u,Chứt (Mày),o̤,4.758991900496206,6.874469117916141
Arem,u,Chứt (Mày),-,3.9358696625802847,6.874469117916141
Arem,u,Chứt (Mày),i̯,3.9358696625802847,6.874469117916141
Arem,n,Chứt (Mày),n,2.130060540564373,6.273018494406416
Arem,n,Chứt (Mày),t,4.15754127698648,6.273018494406416
Arem,n,Chứt (Mày),k,4.15754127698648,6.273018494406416
Arem,n,Chứt (Mày),-,3.3344190390705593,6.273018494406416
Arem,n,Chứt (Mày),ɓ,4.15754127698648,6.273018494406416
Arem,ɛ,Chứt (Mày),-,1.419376435003181,6.209453365628949
Arem,ɛ,Chứt (Mày),e,4.093976148209014,6.209453365628949
Arem,a̯,Chứt (Mày),-,4.027480736422107,6.142957953842043
Arem,a̯,Chứt (Mày),a,1.538095895683182,6.142957953842043
Arem,ʔ,Chứt (Mày),³,1.290779396316698,6.39231742277876
Arem,ʔ,Chứt (Mày),ʔ,4.276840205358824,6.39231742277876
Arem,ʔ,Chứt (Mày),h,4.276840205358824,6.39231742277876
Arem,k,Chứt (Mày),k,1.2301197833610586,6.700439718141092
Arem,k,Chứt (Mày),ʔ,3.7618402628052356,6.700439718141092
Arem,k,Chứt (Mày),n,4.584962500721156,6.700439718141092
Arem,k,Chứt (Mày),-,4.584962500721156,6.700439718141092
Arem,k,Chứt (Mày),ɽ,4.584962500721156,6.700439718141092
Arem,i,Chứt (Mày),-,4.630477159973525,6.745954377393461
Arem,i,Chứt (Mày),a,2.1410923192346,6.745954377393461
Arem,i,Chứt (Mày),ɽ,4.630477159973525,6.745954377393461
Arem,i,Chứt (Mày),i,2.602996423551418,6.745954377393461
Arem,i,Chứt (Mày),e,4.630477159973525,6.745954377393461
Arem,i,Chứt (Mày),a̤,3.286522758756164,6.745954377393461
Arem,i,Chứt (Mày),i̯,4.630477159973525,6.745954377393461
Arem,e̯,Chứt (Mày),ɛ̤,3.6394102847435326,5.754887502163469
Arem,e̯,Chứt (Mày),-,3.6394102847435326,5.754887502163469
Arem,e̯,Chứt (Mày),i,3.6394102847435326,5.754887502163469
Arem,nˀ,Chứt (Mày),m,3.5474877953024935,5.66296501272243
Arem,nˀ,Chứt (Mày),n,3.5474877953024935,5.66296501272243
Arem,a,Chứt (Mày),-,2.743819265207269,7.1361366879860295
Arem,a,Chứt (Mày),ɤ̤,5.020659470566094,7.1361366879860295
Arem,a,Chứt (Mày),a,1.4637113460145337,7.1361366879860295
Arem,a,Chứt (Mày),ɤ,3.676705069348732,7.1361366879860295
Arem,a,Chứt (Mày),²,5.020659470566094,7.1361366879860295
Arem,a,Chứt (Mày),u,3.676705069348732,7.1361366879860295
Arem,ɗ,Chứt (Mày),k,3.6394102847435326,5.754887502163469
Arem,ɗ,Chứt (Mày),c,3.6394102847435326,5.754887502163469
Arem,ɗ,Chứt (Mày),ɗ,3.6394102847435326,5.754887502163469
Arem,aˀ,Chứt (Mày),u,3.44930740136359,5.564784618783526
Arem,sʰ,Chứt (Mày),p,3.44930740136359,5.564784618783526
Arem,e,Chứt (Mày),ɔ,3.884522782580064,6.0
Arem,e,Chứt (Mày),ɤ,3.884522782580064,6.0
Arem,e,Chứt (Mày),-,3.0614005446641435,6.0
Arem,e,Chứt (Mày),l,3.884522782580064,6.0
Arem,e,Chứt (Mày),ɽ,3.884522782580064,6.0
Arem,lː,Chứt (Mày),k,3.44930740136359,5.564784618783526
Arem,ʨ,Chứt (Mày),c,1.419376435003181,6.209453365628949
Arem,ʨ,Chứt (Mày),-,4.093976148209014,6.209453365628949
Arem,iː,Chứt (Mày),i,1.857042046157957,6.0
Arem,iː,Chứt (Mày),ɛ,3.884522782580064,6.0
Arem,mˀ,Chứt (Mày),m,2.158697746019058,6.0
Arem,mˀ,Chứt (Mày),ŋ,3.884522782580064,6.0
Arem,mˀ,Chứt (Mày),l,3.884522782580064,6.0
Arem,tʰ,Chứt (Mày),t,4.15754127698648,6.273018494406416
Arem,tʰ,Chứt (Mày),ɕ,1.4829415637806476,6.273018494406416
Arem,tʰ,Chứt (Mày),tʰ,4.15754127698648,6.273018494406416
Arem,u̯,Chứt (Mày),n,3.5474877953024935,5.66296501272243
Arem,u̯,Chứt (Mày),¹,3.5474877953024935,5.66296501272243
Arem,l,Chứt (Mày),-,3.1940106199666256,6.6534422386039225
Arem,l,Chứt (Mày),l,1.0785334025466895,6.6534422386039225
Arem,ʊ,Chứt (Mày),u,3.44930740136359,5.564784618783526
Arem,ɕ,Chứt (Mày),ɕ,2.724365557386573,5.66296501272243
Arem,ŋ,Chứt (Mày),ŋ,1.1571009610847287,6.39231742277876
Arem,ŋ,Chứt (Mày),³,4.276840205358824,6.39231742277876
Arem,ɒː,Chứt (Mày),ɔ,2.3818706353436445,5.841302253980943
Arem,ɒː,Chứt (Mày),ɤ,3.7258250365610053,5.841302253980943
Arem,ə,Chứt (Mày),a,3.44930740136359,5.564784618783526
Arem,t,Chứt (Mày),-,3.8514774752899124,6.790076930625769
Arem,t,Chứt (Mày),t,1.3197569958457351,6.790076930625769
Arem,t,Chứt (Mày),ɓ,4.674599713205833,6.790076930625769
Arem,t,Chứt (Mày),k,2.948774676644827,6.790076930625769
Arem,ɒ,Chứt (Mày),ɔ,2.0815298854965985,5.922832139477541
Arem,ɒ,Chứt (Mày),o,3.8073549220576037,5.922832139477541
Arem,ʑ,Chứt (Mày),m,3.7258250365610053,5.841302253980943
Arem,ʑ,Chứt (Mày),ŋ,3.7258250365610053,5.841302253980943
Arem,ʑ,Chứt (Mày),ʑ,2.9027027986450853,5.841302253980943
Arem,ɯː,Chứt (Mày),ɤ,3.44930740136359,5.564784618783526
Arem,kʰ,Chứt (Mày),ɽ,3.44930740136359,5.564784618783526
