Sample	prior	likelihood	posterior
0	-20.980257275845368	-9134.29548464058	-9155.275741916425
200	10.496962651629907	-7759.858321539159	-7749.36135888753
400	14.078562718736674	-7153.418475747865	-7139.339913029128
600	32.64345159970268	-6861.580910254033	-6828.937458654331
800	42.44717399510906	-6753.198516842095	-6710.7513428469865
1000	44.13879476568741	-6600.922124819418	-6556.78333005373
1200	43.39474482221512	-6572.830226573306	-6529.435481751091
1400	40.493600757326476	-6547.2118421210025	-6506.7182413636765
1600	39.07800786627085	-6486.820596614639	-6447.742588748368
1800	38.1812268708598	-6478.012446067583	-6439.831219196723
2000	34.24872619487008	-6462.27717723585	-6428.02845104098
2200	33.51463758898178	-6428.823647127874	-6395.3090095388925
2400	33.398433018885754	-6427.467373097022	-6394.068940078136
2600	33.119364008442254	-6417.265146679077	-6384.145782670635
2800	33.21940092613903	-6409.492150699764	-6376.272749773625
3000	42.44243531721228	-6403.980384456537	-6361.537949139324
3200	64.47614704517216	-6388.552915201141	-6324.076768155969
3400	67.97639335809976	-6380.26757086292	-6312.291177504821
3600	65.50194483468383	-6376.158122574269	-6310.6561777395855
3800	66.43378514401675	-6366.197868445273	-6299.7640833012565
4000	63.85373177520537	-6349.931240880719	-6286.077509105514
4200	68.86170194676347	-6341.436479020921	-6272.574777074157
4400	66.98100083325825	-6329.166242874756	-6262.185242041498
4600	64.77274368426593	-6294.979575631672	-6230.206831947406
4800	81.56969666005634	-6275.441781939737	-6193.8720852796805
5000	82.23459657131168	-6252.247491091972	-6170.01289452066
5200	85.20450764481454	-6251.295755134247	-6166.091247489432
5400	84.25352022376762	-6239.141159441857	-6154.887639218089
5600	88.52471112754056	-6240.872197932802	-6152.347486805262
5800	88.83248908881652	-6237.407516180257	-6148.5750270914405
6000	87.78633999678777	-6231.069436838622	-6143.283096841835
6200	87.98787428105474	-6233.727727533174	-6145.739853252119
6400	88.62058246010075	-6227.955408162876	-6139.334825702775
6600	88.46168952124079	-6227.935727604989	-6139.4740380837475
6800	87.24522874434778	-6226.707955881858	-6139.46272713751
7000	84.99363193266808	-6223.155178873124	-6138.161546940456
7200	83.40921199944535	-6221.529470038377	-6138.120258038932
7400	86.78547833601522	-6225.293383831945	-6138.50790549593
7600	86.31883540651229	-6219.812994329347	-6133.494158922835
7800	87.80154636168264	-6219.693962837399	-6131.892416475716
8000	86.79202401877393	-6223.162735311742	-6136.370711292968
8200	83.45086560773647	-6218.645274255455	-6135.194408647718
8400	83.50399822422857	-6216.405377913628	-6132.9013796894
8600	85.99794304051358	-6218.465159376842	-6132.467216336328
8800	85.70317625716028	-6216.098413970488	-6130.395237713327
9000	82.9127563326529	-6150.723789428669	-6067.811033096016
9200	81.47116082945432	-6143.845747561784	-6062.37458673233
9400	84.4797742617922	-6146.340096925486	-6061.860322663694
9600	82.57148824868011	-6146.349651330799	-6063.778163082119
9800	83.24387782690084	-6147.723743802025	-6064.479865975124
10000	78.48695395185408	-6141.574087614714	-6063.08713366286
10200	78.49664401377814	-6139.882231721129	-6061.385587707351
10400	79.00774462277712	-6141.257507140493	-6062.249762517716
10600	82.66017726764521	-6128.7366180532745	-6046.0764407856295
10800	86.49113852279241	-6125.876850688673	-6039.38571216588
11000	85.8588366276717	-6129.3669359305095	-6043.508099302838
11200	85.9962832557165	-6129.6641395360075	-6043.667856280291
11400	87.01305407835731	-6140.574478150799	-6053.561424072442
11600	86.57863941807275	-6134.7394551228435	-6048.16081570477
11800	87.05287118777875	-6128.416530413529	-6041.36365922575
12000	84.13161059160956	-6128.907621360893	-6044.776010769284
12200	85.40591547827657	-6125.943215759196	-6040.53730028092
12400	84.94884805607691	-6126.525854503098	-6041.577006447022
12600	82.74692130005079	-6121.9311554835795	-6039.184234183529
12800	82.98566380262018	-6114.74334842587	-6031.75768462325
13000	82.18859779322506	-6117.895833555608	-6035.707235762383
13200	84.35504504937097	-6115.602845923379	-6031.247800874008
13400	85.23043463959786	-6113.507356237795	-6028.276921598197
13600	83.61321134790882	-6113.36578275474	-6029.7525714068315
13800	86.07568987685313	-6109.164376053144	-6023.088686176291
14000	85.75138092826094	-6112.91783815144	-6027.166457223179
14200	84.4014462416269	-6113.840570698815	-6029.439124457188
14400	87.67998593117191	-6117.8881571927595	-6030.208171261587
14600	86.77385033021957	-6113.081973979202	-6026.3081236489825
14800	87.52130034806763	-6117.080915940274	-6029.559615592207
15000	88.63366544019867	-6110.116333986606	-6021.482668546408
15200	88.17376254315458	-6119.547674780123	-6031.373912236969
15400	91.04815187304273	-6120.357856363956	-6029.309704490913
15600	92.2077747060714	-6115.470064405101	-6023.26228969903
15800	90.70751455333773	-6112.238785717815	-6021.5312711644765
16000	91.84152778818792	-6110.2718054562365	-6018.430277668049
16200	94.4055464898616	-6110.325353373795	-6015.919806883933
16400	92.23330904192505	-6113.897882821053	-6021.664573779128
16600	91.44802375128688	-6116.658086580221	-6025.210062828934
16800	88.33025276276223	-6122.029976168914	-6033.699723406152
17000	87.10017698537789	-6116.969452656956	-6029.869275671577
17200	89.09839069438104	-6117.130045339793	-6028.031654645411
17400	89.88060000792326	-6113.217763603727	-6023.337163595804
17600	89.46938578175148	-6109.139500585903	-6019.670114804152
17800	90.13708910030444	-6117.469311874255	-6027.332222773951
18000	86.48405901467623	-6122.630735704953	-6036.146676690277
18200	90.5538886976494	-6121.013486047152	-6030.4595973495025
18400	90.6670282201828	-6119.8741712024585	-6029.207142982275
18600	90.81022735522791	-6127.1585891865	-6036.348361831272
18800	92.80408461997249	-6117.977324997897	-6025.173240377924
19000	91.20608503161098	-6118.117004555185	-6026.910919523574
19200	92.45376982599859	-6118.313540715477	-6025.859770889479
19400	90.9927549509922	-6119.234399859007	-6028.241644908015
19600	88.67820858248233	-6119.457140614342	-6030.77893203186
19800	92.76196598000658	-6128.483849403627	-6035.72188342362
20000	90.28260393338834	-6129.410463861548	-6039.1278599281595
20200	91.25359288720375	-6123.343337790925	-6032.089744903721
20400	92.7663346008193	-6119.864721179121	-6027.098386578302
20600	91.85497738939998	-6125.512075546675	-6033.657098157275
20800	92.63058498340169	-6115.597556938209	-6022.966971954807
21000	91.01303383941072	-6122.382710292785	-6031.369676453374
21200	98.49388967273461	-6128.613444785227	-6030.119555112493
21400	94.92324441829334	-6122.420178306976	-6027.496933888682
21600	95.68024026345536	-6121.0892844319205	-6025.409044168465
21800	95.07935364408252	-6119.546123949758	-6024.466770305676
22000	95.48290133696608	-6119.6437186113835	-6024.160817274417
22200	96.25245407670536	-6121.6881888942125	-6025.435734817507
22400	95.50953411129348	-6127.8181448250825	-6032.308610713789
22600	95.84594001587591	-6128.716494484277	-6032.870554468401
22800	95.57721354479771	-6125.912197188546	-6030.334983643748
23000	90.53264520381647	-6122.356232627014	-6031.823587423198
23200	92.10504540928666	-6121.975084541434	-6029.870039132147
23400	92.42904108948355	-6123.964053500441	-6031.535012410957
23600	92.62793092728941	-6127.19826532468	-6034.57033439739
23800	95.33303245927587	-6121.422895181746	-6026.08986272247
24000	92.61749283572888	-6120.760994597632	-6028.143501761903
24200	89.91419273004124	-6117.559557020885	-6027.645364290844
24400	90.31540886925593	-6116.247787236857	-6025.932378367601
24600	91.05054529793685	-6119.350697822337	-6028.3001525244
24800	94.69152040600274	-6120.177008000954	-6025.485487594951
25000	95.39460758468822	-6123.446794936994	-6028.052187352306
25200	98.90647642965708	-6130.647355987931	-6031.740879558274
25400	96.9625850291395	-6120.703221387945	-6023.740636358805
25600	96.83681324527166	-6124.158231121977	-6027.321417876706
25800	96.97490723416374	-6115.512373927518	-6018.537466693354
26000	96.9637677265592	-6114.528562987243	-6017.564795260684
26200	96.728220961326	-6112.481087798657	-6015.752866837332
26400	96.3881722522963	-6105.031065583907	-6008.64289333161
26600	96.89792576278228	-6105.363238045516	-6008.465312282733
