ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
BarabaTatar_FIRE_1	Baraba Tatar	bara1273	sty	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
MiddleKipchak_FIRE_1	Middle Kipchak			FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
NorthernAltai_FIRE_1	Northern Altai	chel1242	atv	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
OldTurkic_FIRE_1	Old Turkic	oldu1238	oui	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
SouthernAltai_FIRE_1	Southern Altai	alta1277	alt	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Azerbaijani_FIRE_1	Azerbaijani	nort2697	azj	FIRE	od	od	o d	od	FIRE_1			Savelyev & Robeets, 2020
Bashkir_FIRE_1	Bashkir	bash1264	bak	FIRE	ut	ut	u t	ut	FIRE_1			Savelyev & Robeets, 2020
Chuvash_FIRE_1	Chuvash	chuv1255	chv	FIRE	vut	vut	v u t	vut	FIRE_1			Savelyev & Robeets, 2020
Dolgan_FIRE_1	Dolgan	dolg1241	dlg	FIRE	uot	uot	u o t	uot	FIRE_1			Savelyev & Robeets, 2020
Kara-Kalpak_FIRE_1	Kara-Kalpak	kara1467	kaa	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Karachay-Balkar_FIRE_1	Karachay-Balkar	kara1465	krc	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Karaim_FIRE_1	Karaim	kara1464	kdr	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Kazakh_FIRE_1	Kazakh	kaza1248	kaz	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Khakas_FIRE_1	Khakas	khak1248	kjh	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Khalaj_FIRE_1	Khalaj	turk1303	klj	FIRE	hu:ot	huːot	h uː o t	hu:ot	FIRE_1			Savelyev & Robeets, 2020
Kyrgyz_FIRE_1	Kyrgyz	kirg1245	kir	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Kumyk_FIRE_1	Kumyk	kumy1244	kum	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Chulym_FIRE_1	Chulym	midd1324	clw	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Nogai_FIRE_1	Nogai	noga1249	nog	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Salar_FIRE_1	Salar	sala1264	slr	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
WestYugur_FIRE_1	West Yugur	west2402	ybe	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Shor_FIRE_1	Shor	shor1247	cjs	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Tatar_FIRE_1	Tatar	kaza1250	tat	FIRE	ut	ut	u t	ut	FIRE_1			Savelyev & Robeets, 2020
Tofa_FIRE_1	Tofa	tofa1248	kim	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Turkmen_FIRE_1	Turkmen	turk1304	tuk	FIRE	o:t	oːt	oː t	o:t	FIRE_1			Savelyev & Robeets, 2020
Tuvan_FIRE_1	Tuvan	tuvi1240	tyv	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
Uyghur_FIRE_1	Uyghur	uigh1240	uig	FIRE	ot	ot	o t	ot	FIRE_1			Savelyev & Robeets, 2020
WestYugur_NOSE_1	West Yugur	west2402	ybe	NOSE	qaŋrɯq	qaŋrɯq	q a ŋ r ɯ q	qaŋrɯq	NOSE_1			Savelyev & Robeets, 2020
Tofa_NOSE_1	Tofa	tofa1248	kim	NOSE	haaj	haaj	h a a j	haaj	NOSE_1			Savelyev & Robeets, 2020
Tuvan_NOSE_1	Tuvan	tuvi1240	tyv	NOSE	? χaaj	χaaj	χ a a j	? χaaj	NOSE_1			Savelyev & Robeets, 2020
BarabaTatar_NOSE_2	Baraba Tatar	bara1273	sty	NOSE	morɯn	morɯn	m o r ɯ n	murɯn	NOSE_2			Savelyev & Robeets, 2020
BarabaTatar_NOSE_2	Baraba Tatar	bara1273	sty	NOSE	murɯn	murɯn	m u r ɯ n	murɯn	NOSE_2			Savelyev & Robeets, 2020
MiddleKipchak_NOSE_2	Middle Kipchak			NOSE	burun	burun	b u r u n	bin	NOSE_2			Savelyev & Robeets, 2020
MiddleKipchak_NOSE_2	Middle Kipchak			NOSE	buen	buen	b u e n	bin	NOSE_2			Savelyev & Robeets, 2020
MiddleKipchak_NOSE_2	Middle Kipchak			NOSE	bin	bin	b i n	bin	NOSE_2			Savelyev & Robeets, 2020
NorthernAltai_NOSE_2	Northern Altai	chel1242	atv	NOSE	burun	burun	b u r u n	burun	NOSE_2			Savelyev & Robeets, 2020
OldTurkic_NOSE_2	Old Turkic	oldu1238	oui	NOSE	burun	burun	b u r u n	burun	NOSE_2			Savelyev & Robeets, 2020
Azerbaijani_NOSE_2	Azerbaijani	nort2697	azj	NOSE	burun	burun	b u r u n	burun	NOSE_2			Savelyev & Robeets, 2020
CrimeanTatar_NOSE_2	Crimean Tatar	crim1257	crh	NOSE	burun	burun	b u r u n	burun	NOSE_2			Savelyev & Robeets, 2020
Dolgan_NOSE_2	Dolgan	dolg1241	dlg	NOSE	munnu	munnu	m u n n u	munnu	NOSE_2			Savelyev & Robeets, 2020
Gagauz_NOSE_2	Gagauz	gaga1249	gag	NOSE	burnu	burnu	b u r n u	burnu	NOSE_2			Savelyev & Robeets, 2020
Kara-Kalpak_NOSE_2	Kara-Kalpak	kara1467	kaa	NOSE	murɯn	murɯn	m u r ɯ n	murɯn	NOSE_2			Savelyev & Robeets, 2020
Karachay-Balkar_NOSE_2	Karachay-Balkar	kara1465	krc	NOSE	burun	burun	b u r u n	burun	NOSE_2			Savelyev & Robeets, 2020
Karaim_NOSE_2	Karaim	kara1464	kdr	NOSE	burun	burun	b u r u n	burun	NOSE_2			Savelyev & Robeets, 2020
Kazakh_NOSE_2	Kazakh	kaza1248	kaz	NOSE	murɯn	murɯn	m u r ɯ n	murɯn	NOSE_2			Savelyev & Robeets, 2020
Khakas_NOSE_2	Khakas	khak1248	kjh	NOSE	purun	purun	p u r u n	purun	NOSE_2			Savelyev & Robeets, 2020
Khalaj_NOSE_2	Khalaj	turk1303	klj	NOSE	burɯn	burɯn	b u r ɯ n	burɯn	NOSE_2			Savelyev & Robeets, 2020
Kyrgyz_NOSE_2	Kyrgyz	kirg1245	kir	NOSE	murun	murun	m u r u n	murun	NOSE_2			Savelyev & Robeets, 2020
Kumyk_NOSE_2	Kumyk	kumy1244	kum	NOSE	burun	burun	b u r u n	burun	NOSE_2			Savelyev & Robeets, 2020
Chulym_NOSE_2	Chulym	midd1324	clw	NOSE	purun	purun	p u r u n	purun	NOSE_2			Savelyev & Robeets, 2020
Nogai_NOSE_2	Nogai	noga1249	nog	NOSE	burɯn	burɯn	b u r ɯ n	burɯn	NOSE_2			Savelyev & Robeets, 2020
Salar_NOSE_2	Salar	sala1264	slr	NOSE	purnɯ	purnɯ	p u r n ɯ	purnɯ	NOSE_2			Savelyev & Robeets, 2020
Shor_NOSE_2	Shor	shor1247	cjs	NOSE	purnu	purnu	p u r n u	purnu	NOSE_2			Savelyev & Robeets, 2020
Tatar_NOSE_2	Tatar	kaza1250	tat	NOSE	borɯn	borɯn	b o r ɯ n	borɯn	NOSE_2			Savelyev & Robeets, 2020
Turkish_NOSE_2	Turkish	nucl1301	tur	NOSE	burun	burun	b u r u n	burun	NOSE_2			Savelyev & Robeets, 2020
Turkmen_NOSE_2	Turkmen	turk1304	tuk	NOSE	burun	burun	b u r u n	burun	NOSE_2			Savelyev & Robeets, 2020
Uyghur_NOSE_2	Uyghur	uigh1240	uig	NOSE	burun	burun	b u r u n	burun	NOSE_2			Savelyev & Robeets, 2020
Uzbek_NOSE_2	Uzbek	uzbe1247	uzb	NOSE	burun	burun	b u r u n	burun	NOSE_2			Savelyev & Robeets, 2020
SouthernAltai_NOSE_3	Southern Altai	alta1277	alt	NOSE	tumʨuq	tumʨuq	t u m ʨ u q	tumʨuq	NOSE_3			Savelyev & Robeets, 2020
Tuvan_NOSE_3	Tuvan	tuvi1240	tyv	NOSE	dumʨuq	dumʨuq	d u m ʨ u q	dumʨuq	NOSE_3			Savelyev & Robeets, 2020
BarabaTatar_GO_1	Baraba Tatar	bara1273	sty	GO	bar-	bar	b a r	bar-	GO_1			Savelyev & Robeets, 2020
MiddleKipchak_GO_1	Middle Kipchak			GO	bar-	bar	b a r	bar-	GO_1			Savelyev & Robeets, 2020
NorthernAltai_GO_1	Northern Altai	chel1242	atv	GO	par-	par	p a r	bar-	GO_1			Savelyev & Robeets, 2020
NorthernAltai_GO_1	Northern Altai	chel1242	atv	GO	bar-	bar	b a r	bar-	GO_1			Savelyev & Robeets, 2020
OldTurkic_GO_1	Old Turkic	oldu1238	oui	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
SouthernAltai_GO_1	Southern Altai	alta1277	alt	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Bashkir_GO_1	Bashkir	bash1264	bak	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Chuvash_GO_1	Chuvash	chuv1255	chv	GO	pɯr	pɯr	p ɯ r	pɯr	GO_1			Savelyev & Robeets, 2020
CrimeanTatar_GO_1	Crimean Tatar	crim1257	crh	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Dolgan_GO_1	Dolgan	dolg1241	dlg	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Kara-Kalpak_GO_1	Kara-Kalpak	kara1467	kaa	GO	? bar	bar	b a r	? bar	GO_1			Savelyev & Robeets, 2020
Karachay-Balkar_GO_1	Karachay-Balkar	kara1465	krc	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Karaim_GO_1	Karaim	kara1464	kdr	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Kazakh_GO_1	Kazakh	kaza1248	kaz	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Khakas_GO_1	Khakas	khak1248	kjh	GO	par	par	p a r	par	GO_1			Savelyev & Robeets, 2020
Khalaj_GO_1	Khalaj	turk1303	klj	GO	var	var	v a r	var	GO_1			Savelyev & Robeets, 2020
Kyrgyz_GO_1	Kyrgyz	kirg1245	kir	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Kumyk_GO_1	Kumyk	kumy1244	kum	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Chulym_GO_1	Chulym	midd1324	clw	GO	par	par	p a r	par	GO_1			Savelyev & Robeets, 2020
Nogai_GO_1	Nogai	noga1249	nog	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Salar_GO_1	Salar	sala1264	slr	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
WestYugur_GO_1	West Yugur	west2402	ybe	GO	par	par	p a r	par	GO_1			Savelyev & Robeets, 2020
Shor_GO_1	Shor	shor1247	cjs	GO	par	par	p a r	par	GO_1			Savelyev & Robeets, 2020
Tatar_GO_1	Tatar	kaza1250	tat	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Tofa_GO_1	Tofa	tofa1248	kim	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Turkmen_GO_1	Turkmen	turk1304	tuk	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Tuvan_GO_1	Tuvan	tuvi1240	tyv	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Uyghur_GO_1	Uyghur	uigh1240	uig	GO	bar	bar	b a r	bar	GO_1			Savelyev & Robeets, 2020
Uzbek_GO_1	Uzbek	uzbe1247	uzb	GO	bɔr	bɔr	b ɔ r	bɔr	GO_1			Savelyev & Robeets, 2020
