# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
#
4	Arem	ANT	k i e̯ nˀ	1 7 7 4	AXYN	KIEN	1	1.K.C 1.I.V 1.E.V 1.N.c	2.0 1.5 1.3 0.8	kie̯nˀ	0	1
117	Chứt (Mày)	ANT	k ɛ̤ m ⁴	1 7 4 8	AXLT	KEM6	2	2.K.C 2.E.V 2.M.c 2.6.T	1.6 3.0 1.1 1.0	kɛ̤m⁴	0	2
231	Chứt (Rục)	ANT	k i e m	1 7 7 4	AXYN	KIEM	3	3.K.C 3.I.V 3.E.V 3.M.c	2.0 1.5 1.3 0.8	kiem	0	2
344	Chứt (Sách)	ANT	k e ɛ m ⁴	1 7 7 4 8	AXYLT	KEEM6	4	4.K.C 4.E.V 4.E.V 4.M.c 4.6.T	1.6 3.0 3.0 1.1 1.0	keɛm⁴	0	2
449	Hung (Liha)	ANT	k ɛː n	1 7 4	AXN	KEN	5	5.K.C 5.E.V 5.N.c	2.0 1.5 0.8	kɛːn	0	1
545	Hung (Phong)	ANT	k ɛː n	1 7 4	AXN	KEN	6	6.K.C 6.E.V 6.N.c	2.0 1.5 0.8	kɛːn	0	1
635	Hung (Toum)	ANT	k ɛː n	1 7 4	AXN	KEN	7	7.K.C 7.E.V 7.N.c	2.0 1.5 0.8	kɛːn	0	1
731	Maleng	ANT	k ḛ n ³⁴³	1 7 4 8	AXLT	KEN6	8	8.K.C 8.E.V 8.N.c 8.6.T	1.6 3.0 1.1 1.0	kḛn³⁴³	0	1
832	Mương (Hòa Bình)	ANT	k j ɛ n ³	1 6 7 4 8	ACXLT	KJEN6	9	9.K.C 9.J.C 9.E.V 9.N.c 9.6.T	1.6 1.2 3.0 1.1 1.0	kjɛn³	0	1
915	Mương (Sơn La)	ANT	k j ɛ n ³	1 6 7 4 8	ACXLT	KJEN6	10	10.K.C 10.J.C 10.E.V 10.N.c 10.6.T	1.6 1.2 3.0 1.1 1.0	kjɛn³	0	1
998	Mương (Thanh Hóa)	ANT	k j ɛ n ³	1 6 7 4 8	ACXLT	KJEN6	11	11.K.C 11.J.C 11.E.V 11.N.c 11.6.T	1.6 1.2 3.0 1.1 1.0	kjɛn³	0	1
1069	Nguồn (Cổ Liêm)	ANT	k j e n ⁴	1 6 7 4 8	ACXLT	KJEN6	12	12.K.C 12.J.C 12.E.V 12.N.c 12.6.T	1.6 1.2 3.0 1.1 1.0	kjen⁴	0	1
1176	Nguồn (Yên Thọ)	ANT	k j e n ⁴	1 6 7 4 8	ACXLT	KJEN6	13	13.K.C 13.J.C 13.E.V 13.N.c 13.6.T	1.6 1.2 3.0 1.1 1.0	kjen⁴	0	1
1244	Thavưng	ANT	k ɛː n ²	1 7 4 8	AXLT	KEN6	14	14.K.C 14.E.V 14.N.c 14.6.T	1.6 3.0 1.1 1.0	kɛːn²	0	1
1347	Thổ (Cuối Chăm)	ANT	k ɛː n ³	1 7 4 8	AXLT	KEN6	15	15.K.C 15.E.V 15.N.c 15.6.T	1.6 3.0 1.1 1.0	kɛːn³	0	1
1424	Thổ (Làng Lỡ)	ANT	ɣ ɛː n ⁴	3 7 4 8	AXLT	GEN6	16	16.G.C 16.E.V 16.N.c 16.6.T	1.6 3.0 1.1 1.0	ɣɛːn⁴	0	1
1501	Vietnamese	ANT	k iː ŋ ⁴⁵	1 7 4 8	AXLT	KIN2	17	17.K.C 17.I.V 17.N.c 17.2.T	1.6 3.0 1.1 1.0	kiːŋ⁴⁵	0	1
#
46	Arem	ARM OR HAND	tʰ iː	1 7	AX	TI	1	1.T.C 1.I.V	2.0 1.5	tʰiː	0	3
158	Chứt (Mày)	ARM OR HAND	ɕ i ¹	3 7 8	AXT	SI6	2	2.S.C 2.I.V 2.6.T	1.6 3.0 1.0	ɕi¹	0	3
272	Chứt (Rục)	ARM OR HAND	s i	3 7	AX	SI	3	3.S.C 3.I.V	2.0 1.5	si	0	3
381	Chứt (Sách)	ARM OR HAND	s iː ¹	3 7 8	AXT	SI6	4	4.S.C 4.I.V 4.6.T	1.6 3.0 1.0	siː¹	0	3
481	Hung (Liha)	ARM OR HAND	s ə i	3 7 7	AXZ	SEI	5	5.S.C 5.E.V 5.I.V	2.0 1.5 0.8	səi	0	3
576	Hung (Phong)	ARM OR HAND	s iː	3 7	AX	SI	6	6.S.C 6.I.V	2.0 1.5	siː	0	3
