Language1,Phone1,Language2,Phone2,Surprisal,OOV_Smoothed
Badga,n,Betta Kurumba,n,1.239986481351186,7.003752134861108
Badga,n,Betta Kurumba,oː,4.888274917441172,7.003752134861108
Badga,n,Betta Kurumba,-,2.6114347120823473,7.003752134861108
Badga,n,Betta Kurumba,ɳ,3.5443205162238103,7.003752134861108
Badga,n,Betta Kurumba,ɾ,4.888274917441172,7.003752134861108
Badga,n,Betta Kurumba,j,4.888274917441172,7.003752134861108
Badga,a,Betta Kurumba,aː,2.9265194023574512,7.531381460516313
Badga,a,Betta Kurumba,-,1.7676158070063908,7.531381460516313
Badga,a,Betta Kurumba,a,1.9564726244590787,7.531381460516313
Badga,a,Betta Kurumba,u,5.415904243096376,7.531381460516313
Badga,a,Betta Kurumba,eː,5.415904243096376,7.531381460516313
Badga,a,Betta Kurumba,j,5.415904243096376,7.531381460516313
Badga,a,Betta Kurumba,ə,3.6900792065353705,7.531381460516313
Badga,a,Betta Kurumba,i,5.415904243096376,7.531381460516313
Badga,-,Betta Kurumba,ʋ,4.512611656496473,7.45121111183233
Badga,-,Betta Kurumba,ə,2.4970148014454536,7.45121111183233
Badga,-,Betta Kurumba,j,2.4970148014454536,7.45121111183233
Badga,-,Betta Kurumba,a,3.3082531579902863,7.45121111183233
Badga,-,Betta Kurumba,u,5.335733894412392,7.45121111183233
Badga,-,Betta Kurumba,n,3.991779493195032,7.45121111183233
Badga,-,Betta Kurumba,b,5.335733894412392,7.45121111183233
Badga,-,Betta Kurumba,k,4.512611656496473,7.45121111183233
Badga,-,Betta Kurumba,i,3.991779493195032,7.45121111183233
Badga,-,Betta Kurumba,aː,5.335733894412392,7.45121111183233
Badga,-,Betta Kurumba,ɡ,4.512611656496473,7.45121111183233
Badga,-,Betta Kurumba,p,5.335733894412392,7.45121111183233
Badga,-,Betta Kurumba,ɖ,5.335733894412392,7.45121111183233
Badga,-,Betta Kurumba,d,5.335733894412392,7.45121111183233
Badga,-,Betta Kurumba,l,5.335733894412392,7.45121111183233
Badga,k,Betta Kurumba,-,2.7838321992041806,6.926790153046224
Badga,k,Betta Kurumba,k,1.163024499536302,6.926790153046224
Badga,k,Betta Kurumba,t,2.7838321992041806,6.926790153046224
Badga,o,Betta Kurumba,-,2.892243819644117,6.351675438281415
Badga,o,Betta Kurumba,j,4.236198220861478,6.351675438281415
Badga,o,Betta Kurumba,a,3.413075982945558,6.351675438281415
Badga,o,Betta Kurumba,e,2.892243819644117,6.351675438281415
Badga,o,Betta Kurumba,o,2.892243819644117,6.351675438281415
Badga,o,Betta Kurumba,ʋ,4.236198220861478,6.351675438281415
Badga,o,Betta Kurumba,ə,4.236198220861478,6.351675438281415
Badga,l,Betta Kurumba,-,2.949959317500405,6.409390936137703
Badga,l,Betta Kurumba,l,1.051838931519618,6.409390936137703
Badga,b,Betta Kurumba,p,3.376375878909739,5.491853096329675
Badga,b,Betta Kurumba,n,3.376375878909739,5.491853096329675
Badga,b,Betta Kurumba,b,3.376375878909739,5.491853096329675
Badga,uː,Betta Kurumba,iː,3.265344566520995,5.380821783940931
Badga,uː,Betta Kurumba,uː,3.265344566520995,5.380821783940931
Badga,d,Betta Kurumba,d,2.450252191862902,6.291554445843843
Badga,d,Betta Kurumba,t,3.3529549905079867,6.291554445843843
Badga,d,Betta Kurumba,-,1.8992370230650835,6.291554445843843
Badga,d,Betta Kurumba,ʒ,4.176077228423908,6.291554445843843
Badga,i,Betta Kurumba,i,1.3373581354569684,6.291554445843843
Badga,i,Betta Kurumba,a,3.3529549905079867,6.291554445843843
Badga,i,Betta Kurumba,-,4.176077228423908,6.291554445843843
Badga,i,Betta Kurumba,iː,4.176077228423908,6.291554445843843
Badga,ʧ,Betta Kurumba,ɖ,3.83094174237522,5.946418959795157
Badga,ʧ,Betta Kurumba,-,2.486987341157859,5.946418959795157
Badga,ʧ,Betta Kurumba,j,3.83094174237522,5.946418959795157
Badga,ʧ,Betta Kurumba,ɾ,3.83094174237522,5.946418959795157
Badga,ʧ,Betta Kurumba,s,3.0078195044592992,5.946418959795157
Badga,ə,Betta Kurumba,i,2.3646777423466996,7.834997677126733
Badga,ə,Betta Kurumba,ə,1.754624260662713,7.834997677126733
Badga,ə,Betta Kurumba,u,2.599781215432701,7.834997677126733
Badga,ə,Betta Kurumba,-,2.4774456725086496,7.834997677126733
Badga,ə,Betta Kurumba,j,5.719520459706797,7.834997677126733
Badga,ə,Betta Kurumba,l,5.719520459706797,7.834997677126733
Badga,e,Betta Kurumba,ə,3.3529549905079867,6.291554445843843
Badga,e,Betta Kurumba,aː,2.832122827206547,6.291554445843843
Badga,e,Betta Kurumba,i,2.450252191862902,6.291554445843843
Badga,e,Betta Kurumba,j,4.176077228423908,6.291554445843843
Badga,e,Betta Kurumba,-,4.176077228423908,6.291554445843843
Badga,e,Betta Kurumba,a,3.3529549905079867,6.291554445843843
Badga,t,Betta Kurumba,t,1.8365012677171209,6.22881869049588
Badga,t,Betta Kurumba,m,4.113341473075945,6.22881869049588
Badga,t,Betta Kurumba,s,3.2902192351600243,6.22881869049588
Badga,t,Betta Kurumba,ʧ,3.2902192351600243,6.22881869049588
Badga,t,Betta Kurumba,d,4.113341473075945,6.22881869049588
Badga,u,Betta Kurumba,ə,2.6350859801469926,6.09451759878429
Badga,u,Betta Kurumba,u,3.155918143448434,6.09451759878429
Badga,u,Betta Kurumba,-,3.979040381364354,6.09451759878429
Badga,u,Betta Kurumba,i,3.155918143448434,6.09451759878429
Badga,u,Betta Kurumba,a,3.979040381364354,6.09451759878429
Badga,u,Betta Kurumba,uː,3.979040381364354,6.09451759878429
Badga,ɾ,Betta Kurumba,ɾ,0.9936022288018493,6.22881869049588
Badga,ɾ,Betta Kurumba,d,4.113341473075945,6.22881869049588
Badga,iː,Betta Kurumba,-,3.750771393691237,5.866248611111173
Badga,iː,Betta Kurumba,e,3.750771393691237,5.866248611111173
Badga,iː,Betta Kurumba,iː,2.024946357130231,5.866248611111173
Badga,iː,Betta Kurumba,i,3.750771393691237,5.866248611111173
Badga,m,Betta Kurumba,m,1.1403212883974145,6.09451759878429
Badga,m,Betta Kurumba,n,3.979040381364354,6.09451759878429
Badga,ʤ,Betta Kurumba,ɖ,3.265344566520995,5.380821783940931
Badga,ʤ,Betta Kurumba,ʤ,3.265344566520995,5.380821783940931
Badga,p,Betta Kurumba,b,2.3562795996781394,7.146356530303908
Badga,p,Betta Kurumba,ɾ,3.305054276322966,7.146356530303908
Badga,p,Betta Kurumba,-,1.4739311883324122,7.146356530303908
Badga,p,Betta Kurumba,n,5.030879312883972,7.146356530303908
Badga,p,Betta Kurumba,ʋ,5.030879312883972,7.146356530303908
Badga,p,Betta Kurumba,p,4.207757074968051,7.146356530303908
Badga,p,Betta Kurumba,ɭ,5.030879312883972,7.146356530303908
Badga,ɖ,Betta Kurumba,ɖ,1.7709129260895438,6.1632303488683045
Badga,ɖ,Betta Kurumba,j,4.047753131448369,6.1632303488683045
Badga,ɖ,Betta Kurumba,s,4.047753131448369,6.1632303488683045
