Language1,Phone1,Language2,Phone2,Surprisal,OOV_Smoothed
Badga,ɳ,Badga,ɳ,1.0230836131130414,5.977279923499917
Badga,u,Badga,i,4.404754526016983,7.86418614465428
Badga,u,Badga,u,0.2867573166185315,7.86418614465428
Badga,t,Badga,t,0.2772950989589637,7.515699838284044
Badga,ɡ,Badga,ɖ,3.595850816863893,7.05528243550119
Badga,ɡ,Badga,ɡ,0.5474877953024936,7.05528243550119
Badga,ʈ,Badga,n,3.0423108048579643,7.4346282276367255
Badga,ʈ,Badga,d,3.9751966089994277,7.4346282276367255
Badga,ʈ,Badga,ʈ,0.6402123612866188,7.4346282276367255
Badga,iː,Badga,a,3.227068908545921,6.6865005271832185
Badga,iː,Badga,iː,0.7557631896203323,6.6865005271832185
Badga,d,Badga,d,0.3540522979430015,7.592457037268081
Badga,d,Badga,ʈ,4.133025418630783,7.592457037268081
Badga,oː,Badga,oː,1.3356030317844392,5.7279204545632
Badga,ɭ,Badga,ɭ,0.6084214735451454,6.539158811108032
Badga,s,Badga,s,1.0230836131130414,5.977279923499917
Badga,ʧ,Badga,ʧ,0.5367534076785365,6.6865005271832185
Badga,l,Badga,l,0.19509101530287848,7.98299357469431
Badga,a,Badga,a,0.11395618929708565,9.111135670234708
Badga,a,Badga,iː,5.6517040515974095,9.111135670234708
Badga,p,Badga,p,0.11076478827180455,8.758223214726724
Badga,eː,Badga,eː,1.0230836131130414,5.977279923499917
Badga,m,Badga,m,0.2348637331426328,7.734709620225839
Badga,e,Badga,e,0.18275360314057756,8.46352437327118
Badga,e,Badga,-,5.0040927546338825,8.46352437327118
Badga,ɖ,Badga,ɖ,0.42986491695648316,7.348728154231078
Badga,ɖ,Badga,ɡ,3.8892965355937803,7.348728154231078
Badga,-,Badga,e,2.915607812709627,6.375039431346925
Badga,-,Badga,k,1.4208431209600498,6.375039431346925
Badga,-,Badga,ə,2.915607812709627,6.375039431346925
Badga,ɾ,Badga,ɾ,0.26154015915346335,7.592457037268081
Badga,i,Badga,i,0.2078698055787467,8.290018846932618
Badga,i,Badga,u,4.830587228295322,8.290018846932618
Badga,k,Badga,k,0.22865882623277856,8.72451385311995
Badga,k,Badga,-,3.770317542733075,8.72451385311995
