ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
Bulu_ANIMAL_2	Bulu	bulu1251	bum	ANIMAL	tit	tit	t i t	tit	ANIMAL_2			45568
Bulu_ARM_1	Bulu	bulu1251	bum	ARM	wo	wo	w o	wo	ARM_1			45568
Bulu_ASH_10	Bulu	bulu1251	bum	ASH	asup	asup	a s u p	asup	ASH_10			45568
Bulu_BARK_7	Bulu	bulu1251	bum	BARK	ebapele	ebapele	e b a p e l e	ebapele	BARK_7			45568
Bulu_BED_5	Bulu	bulu1251	bum	BED	énon̂	énon̂	é n o n̂	énon̂	BED_5			45568
Bulu_BELLY_1	Bulu	bulu1251	bum	BELLY	abum	abum	a b u m	abum	BELLY_1			45568
Bulu_BIG_7	Bulu	bulu1251	bum	BIG	anen	anen	a n e n	anen	BIG_7			45568
Bulu_BIRD_2	Bulu	bulu1251	bum	BIRD	ônon	ônon	ô n o n	ônon	BIRD_2			45568
Bulu_BITE_1	Bulu	bulu1251	bum	BITE	lóp	lóp	l ó p	lóp	BITE_1			45568
Bulu_BLOOD_1	Bulu	bulu1251	bum	BLOOD	metchi	metʧi	m e t ʧ i	metʧi	BLOOD_1			45568
Bulu_BONE_3	Bulu	bulu1251	bum	BONE	eves	eves	e v e s	eves	BONE_3			45568
Bulu_BREAST_1	Bulu	bulu1251	bum	BREAST	abé	abé	a b é	abé	BREAST_1			45568
Bulu_BURN (SOMETHING)_10	Bulu	bulu1251	bum	BURN (SOMETHING)	dik	dik	d i k	dik	BURN (SOMETHING)_10			45568
Bulu_CHILD_1	Bulu	bulu1251	bum	CHILD	mon	mon	m o n	mon	CHILD_1			45568
Bulu_CLOUD_5	Bulu	bulu1251	bum	CLOUD	nkut	nkut	n k u t	nkut	CLOUD_5			45568
Bulu_COME_21	Bulu	bulu1251	bum	COME	zu	zu	z u	zu	COME_21			45568
Bulu_COUNT_2	Bulu	bulu1251	bum	COUNT	lan̂	lan̂	l a n̂	lan̂	COUNT_2			45568
Bulu_DIE_1	Bulu	bulu1251	bum	DIE	wu	wu	w u	wu	DIE_1			45568
Bulu_DOG_1	Bulu	bulu1251	bum	DOG	mvu	mvu	m v u	mvu	DOG_1			45568
Bulu_DRINK_1	Bulu	bulu1251	bum	DRINK	nyu	nju	n j u	nju	DRINK_1			45568
Bulu_EAR_3	Bulu	bulu1251	bum	EAR	alo	alo	a l o	alo	EAR_3			45568
Bulu_EAT_1	Bulu	bulu1251	bum	EAT	di	di	d i	di	EAT_1			45568
Bulu_EGG_3	Bulu	bulu1251	bum	EGG	atyi	atji	a t j i	atji	EGG_3			45568
Bulu_ELEPHANT_4	Bulu	bulu1251	bum	ELEPHANT	zok	zok	z o k	zok	ELEPHANT_4			45568
Bulu_EYE_2	Bulu	bulu1251	bum	EYE	dis	dis	d i s	dis	EYE_2			45568
Bulu_FACE_4	Bulu	bulu1251	bum	FACE	asu	asu	a s u	asu	FACE_4			45568
Bulu_FALL_1	Bulu	bulu1251	bum	FALL	ku	ku	k u	ku	FALL_1			45568
Bulu_ORGANIC FAT OR OIL_4	Bulu	bulu1251	bum	ORGANIC FAT OR OIL	avon̂	avon̂	a v o n̂	avon̂	ORGANIC FAT OR OIL_4			45568
Bulu_FEATHER_3	Bulu	bulu1251	bum	FEATHER	asaé	asaé	a s a é	asaé	FEATHER_3			45568
Bulu_FINGERNAIL_7	Bulu	bulu1251	bum	FINGERNAIL	jaé	jaé	j a é	jaé	FINGERNAIL_7			45568
Bulu_FIRE_8	Bulu	bulu1251	bum	FIRE	nduan	nduan	n d u a n	nduan	FIRE_8			45568
Bulu_FIREWOOD_12	Bulu	bulu1251	bum	FIREWOOD	nja'a	njaʔa	n j a ʔ a	njaʔa	FIREWOOD_12			45568
Bulu_FISH_9	Bulu	bulu1251	bum	FISH	kos	kos	k o s	kos	FISH_9			45568
Bulu_FIVE_1	Bulu	bulu1251	bum	FIVE	tan	tan	t a n	tan	FIVE_1			45568
Bulu_FLY (MOVE THROUGH AIR)_13	Bulu	bulu1251	bum	FLY (MOVE THROUGH AIR)	yele	jele	j e l e	jele	FLY (MOVE THROUGH AIR)_13			45568
Bulu_FOUR_3	Bulu	bulu1251	bum	FOUR	nyin	njin	n j i n	njin	FOUR_3			45568
Bulu_GIVE_1	Bulu	bulu1251	bum	GIVE	ve	ve	v e	ve	GIVE_1			45568
Bulu_GOAT_9	Bulu	bulu1251	bum	GOAT	kabat	kabat	k a b a t	kabat	GOAT_9			45568
Bulu_EARTH (SOIL)_2	Bulu	bulu1251	bum	EARTH (SOIL)	si	si	s i	si	EARTH (SOIL)_2			45568
Bulu_HAIR (HEAD)_4	Bulu	bulu1251	bum	HAIR (HEAD)	ésil	ésil	é s i l	ésil	HAIR (HEAD)_4			45568
Bulu_HEAD_1	Bulu	bulu1251	bum	HEAD	nlô	nlô	n l ô	nlô	HEAD_1			45568
Bulu_HEAR_1	Bulu	bulu1251	bum	HEAR	wôk	wôk	w ô k	wôk	HEAR_1			45568
Bulu_HEART_1	Bulu	bulu1251	bum	HEART	nlem	nlem	n l e m	nlem	HEART_1			45568
Bulu_HORN (ANATOMY)_7	Bulu	bulu1251	bum	HORN (ANATOMY)	nlak	nlak	n l a k	nlak	HORN (ANATOMY)_7			45568
Bulu_HOUSE_1	Bulu	bulu1251	bum	HOUSE	nda	nda	n d a	nda	HOUSE_1			45568
Bulu_HUNGER_1	Bulu	bulu1251	bum	HUNGER	zaé	zaé	z a é	zaé	HUNGER_1			45568
Bulu_IRON_8	Bulu	bulu1251	bum	IRON	étyé	étjé	é t j é	étjé	IRON_8			45568
Bulu_KILL_3	Bulu	bulu1251	bum	KILL	wôé	wôé	w ô é	wôé	KILL_3			45568
Bulu_KNEE_3	Bulu	bulu1251	bum	KNEE	abon̂	abon̂	a b o n̂	abon̂	KNEE_3			45568
Bulu_KNIFE_11	Bulu	bulu1251	bum	KNIFE	ôken̂	ôken̂	ô k e n̂	ôken̂	KNIFE_11			45568
Bulu_KNOW (SOMETHING)_11	Bulu	bulu1251	bum	KNOW (SOMETHING)	yem	jem	j e m	jem	KNOW (SOMETHING)_11			45568
Bulu_LEAF_4	Bulu	bulu1251	bum	LEAF	kaé	kaé	k a é	kaé	LEAF_4			45568
Bulu_LEG_8	Bulu	bulu1251	bum	LEG	abo	abo	a b o	abo	LEG_8			45568
Bulu_LIVER_5	Bulu	bulu1251	bum	LIVER	osañ	osaɲ	o s a ɲ	osaɲ	LIVER_5			45568
Bulu_LOUSE_5	Bulu	bulu1251	bum	LOUSE	nyin	njin	n j i n	njin	LOUSE_5			45568
Bulu_MAN_13	Bulu	bulu1251	bum	MAN	fam	fam	f a m	fam	MAN_13			45568
Bulu_MOON_1	Bulu	bulu1251	bum	MOON	ngon	nɡon	n ɡ o n	nɡon	MOON_1			45568
Bulu_MOUTH_6	Bulu	bulu1251	bum	MOUTH	anyu	anju	a n j u	anju	MOUTH_6			45568
Bulu_NAME_5	Bulu	bulu1251	bum	NAME	jôé	jôé	j ô é	jôé	NAME_5			45568
Bulu_NECK_7	Bulu	bulu1251	bum	NECK	tyin̂	tjin̂	t j i n̂	tjin̂	NECK_7			45568
Bulu_NIGHT_4	Bulu	bulu1251	bum	NIGHT	alu	alu	a l u	alu	NIGHT_4			45568
Bulu_NOSE_5	Bulu	bulu1251	bum	NOSE	jôé	jôé	j ô é	jôé	NOSE_5			45568
Bulu_ONE_1	Bulu	bulu1251	bum	ONE	fok	fok	f o k	fok	ONE_1			45568
Bulu_PERSON_2	Bulu	bulu1251	bum	PERSON	môt	môt	m ô t	môt	PERSON_2			45568
Bulu_RAIN (PRECIPITATION)_1	Bulu	bulu1251	bum	RAIN (PRECIPITATION)	mven̂	mven̂	m v e n̂	mven̂	RAIN (PRECIPITATION)_1			45568
Bulu_ROAD_1	Bulu	bulu1251	bum	ROAD	zen	zen	z e n	zen	ROAD_1			45568
Bulu_ROOT_1	Bulu	bulu1251	bum	ROOT	nkañ	nkaɲ	n k a ɲ	nkaɲ	ROOT_1			45568
Bulu_SALT_5	Bulu	bulu1251	bum	SALT	nku	nku	n k u	nku	SALT_5			45568
Bulu_SAND_10	Bulu	bulu1251	bum	SAND	nselek	nselek	n s e l e k	nselek	SAND_10			45568
Bulu_SEE_1	Bulu	bulu1251	bum	SEE	yen	jen	j e n	jen	SEE_1			45568
Bulu_SEND_1	Bulu	bulu1251	bum	SEND	lôm	lôm	l ô m	lôm	SEND_1			45568
Bulu_SING_2	Bulu	bulu1251	bum	SING	yia	jia	j i a	jia	SING_2			45568
Bulu_SKIN_1	Bulu	bulu1251	bum	SKIN	ékôp	ékôp	é k ô p	ékôp	SKIN_1			45568
Bulu_SKY_7	Bulu	bulu1251	bum	SKY	yôp	jôp	j ô p	jôp	SKY_7			45568
Bulu_SLEEP (STATE)_1	Bulu	bulu1251	bum	SLEEP (STATE)	ôyo	ôjo	ô j o	ôjo	SLEEP (STATE)_1			45568
Bulu_SMOKE (EXHAUST)_7	Bulu	bulu1251	bum	SMOKE (EXHAUST)	ôtita	ôtita	ô t i t a	ôtita	SMOKE (EXHAUST)_7			45568
Bulu_SNAKE_1	Bulu	bulu1251	bum	SNAKE	nyo	njo	n j o	njo	SNAKE_1			45568
Bulu_SPEAR_1	Bulu	bulu1251	bum	SPEAR	akon̂	akon̂	a k o n̂	akon̂	SPEAR_1			45568
Bulu_STEAL_5	Bulu	bulu1251	bum	STEAL	wup	wup	w u p	wup	STEAL_5			45568
Bulu_STONE_2	Bulu	bulu1251	bum	STONE	akok	akok	a k o k	akok	STONE_2			45568
Bulu_SUN_5	Bulu	bulu1251	bum	SUN	jôp	jôp	j ô p	jôp	SUN_5			45568
Bulu_TAIL_12	Bulu	bulu1251	bum	TAIL	njem	njem	n j e m	njem	TAIL_12			45568
Bulu_TEN_1	Bulu	bulu1251	bum	TEN	awôm	awôm	a w ô m	awôm	TEN_1			45568
Bulu_THREE_2	Bulu	bulu1251	bum	THREE	la	la	l a	la	THREE_2			45568
Bulu_TONGUE_1	Bulu	bulu1251	bum	TONGUE	ôyem	ôjem	ô j e m	ôjem	TONGUE_1			45568
Bulu_TOOTH_1	Bulu	bulu1251	bum	TOOTH	ason̂	ason̂	a s o n̂	ason̂	TOOTH_1			45568
Bulu_TREE_1	Bulu	bulu1251	bum	TREE	élé	élé	é l é	élé	TREE_1			45568
Bulu_TWO_1	Bulu	bulu1251	bum	TWO	baé	baé	b a é	baé	TWO_1			45568
Bulu_URINE_9	Bulu	bulu1251	bum	URINE	menyôlôk	menjôlôk	m e n j ô l ô k	menjôlôk	URINE_9			45568
Bulu_VILLAGE_17	Bulu	bulu1251	bum	VILLAGE	jal	jal	j a l	jal	VILLAGE_17			45568
Bulu_WALK_8	Bulu	bulu1251	bum	WALK	wulu	wulu	w u l u	wulu	WALK_8			45568
Bulu_WAR_2	Bulu	bulu1251	bum	WAR	bita	bita	b i t a	bita	WAR_2			45568
Bulu_WATER_4	Bulu	bulu1251	bum	WATER	mendim	mendim	m e n d i m	mendim	WATER_4			45568
Bulu_WIND_11	Bulu	bulu1251	bum	WIND	évun̂ulu	évun̂ulu	é v u n̂ u l u	évun̂ulu	WIND_11			45568
Bulu_WOMAN_18	Bulu	bulu1251	bum	WOMAN	minga	minɡa	m i n ɡ a	minɡa	WOMAN_18			45568
Fang_ANIMAL_2	Fang	fang1246	fan	ANIMAL	tsit	ʦit	ʦ i t	ʦit	ANIMAL_2			ALGABA75aFangBitam
Fang_ARM_4	Fang	fang1246	fan	ARM	enam	enam	e n a m	enam	ARM_4			ALGABA75aFangBitam
Fang_ASH_10	Fang	fang1246	fan	ASH	asup	asup	a s u p	asup	ASH_10			ALGABA75aFangBitam
Fang_BARK_7	Fang	fang1246	fan	BARK	ebap	ebap	e b a p	ebap	BARK_7			ALGABA75aFangBitam
Fang_BED_5	Fang	fang1246	fan	BED	enɔŋ	enɔŋ	e n ɔ ŋ	enɔŋ	BED_5			ALGABA75aFangBitam
Fang_BELLY_1	Fang	fang1246	fan	BELLY	abum	abum	a b u m	abum	BELLY_1			ALGABA75aFangBitam
Fang_BIG_7	Fang	fang1246	fan	BIG	nən	nən	n ə n	nən	BIG_7			ALGABA75aFangBitam
Fang_BIRD_2	Fang	fang1246	fan	BIRD	onwan	onwan	o n w a n	onwan	BIRD_2			ALGABA75aFangBitam
Fang_BITE_1	Fang	fang1246	fan	BITE	alop	alop	a l o p	alop	BITE_1			ALGABA75aFangBitam
Fang_BLOOD_1	Fang	fang1246	fan	BLOOD	məki	məki	m ə k i	məki	BLOOD_1			ALGABA75aFangBitam
Fang_BONE_3	Fang	fang1246	fan	BONE	eves	eves	e v e s	eves	BONE_3			ALGABA75aFangBitam
Fang_BREAST_1	Fang	fang1246	fan	BREAST	abɛɲ	abɛɲ	a b ɛ ɲ	abɛɲ	BREAST_1			ALGABA75aFangBitam
Fang_BURN (SOMETHING)_10	Fang	fang1246	fan	BURN (SOMETHING)	adziʔi	aʣiʔi	a ʣ i ʔ i	aʣiʔi	BURN (SOMETHING)_10			ALGABA75aFangBitam
Fang_CHILD_1	Fang	fang1246	fan	CHILD	mwan	mwan	m w a n	mwan	CHILD_1			ALGABA75aFangBitam
Fang_CLOUD_5	Fang	fang1246	fan	CLOUD	ŋ̩kut	ŋ̍kut	ŋ̍ k u t	ŋ̍kut	CLOUD_5			ALGABA75aFangBitam
Fang_COME_21	Fang	fang1246	fan	COME	azu	azu	a z u	azu	COME_21			ALGABA75aFangBitam
Fang_COUNT_2	Fang	fang1246	fan	COUNT	alaŋ	alaŋ	a l a ŋ	alaŋ	COUNT_2			ALGABA75aFangBitam
Fang_DEW_19	Fang	fang1246	fan	DEW	efop	efop	e f o p	efop	DEW_19			ALGABA75aFangBitam
Fang_DIE_1	Fang	fang1246	fan	DIE	awu	awu	a w u	awu	DIE_1			ALGABA75aFangBitam
Fang_DOG_1	Fang	fang1246	fan	DOG	mvu	mvu	m v u	mvu	DOG_1			ALGABA75aFangBitam
Fang_DRINK_1	Fang	fang1246	fan	DRINK	aɲu	aɲu	a ɲ u	aɲu	DRINK_1			ALGABA75aFangBitam
Fang_EAR_3	Fang	fang1246	fan	EAR	alɔ	alɔ	a l ɔ	alɔ	EAR_3			ALGABA75aFangBitam
Fang_EAT_1	Fang	fang1246	fan	EAT	adzi	aʣi	a ʣ i	aʣi	EAT_1			ALGABA75aFangBitam
Fang_EGG_3	Fang	fang1246	fan	EGG	aki	aki	a k i	aki	EGG_3			ALGABA75aFangBitam
Fang_ELEPHANT_4	Fang	fang1246	fan	ELEPHANT	zɔʔ	zɔʔ	z ɔ ʔ	zɔʔ	ELEPHANT_4			ALGABA75aFangBitam
Fang_EYE_2	Fang	fang1246	fan	EYE	dzis	ʣis	ʣ i s	ʣis	EYE_2			ALGABA75aFangBitam
Fang_FACE_4	Fang	fang1246	fan	FACE	asu	asu	a s u	asu	FACE_4			ALGABA75aFangBitam
Fang_FALL_1	Fang	fang1246	fan	FALL	aku	aku	a k u	aku	FALL_1			ALGABA75aFangBitam
Fang_ORGANIC FAT OR OIL_4	Fang	fang1246	fan	ORGANIC FAT OR OIL	avɔŋ	avɔŋ	a v ɔ ŋ	avɔŋ	ORGANIC FAT OR OIL_4			ALGABA75aFangBitam
Fang_FEATHER_13	Fang	fang1246	fan	FEATHER	endəŋ	endəŋ	e n d ə ŋ	endəŋ	FEATHER_13			ALGABA75aFangBitam
Fang_FINGERNAIL_7	Fang	fang1246	fan	FINGERNAIL	dzɛɲ	ʣɛɲ	ʣ ɛ ɲ	ʣɛɲ	FINGERNAIL_7			ALGABA75aFangBitam
Fang_FIRE_8	Fang	fang1246	fan	FIRE	nduan	nduan	n d u a n	nduan	FIRE_8			ALGABA75aFangBitam
Fang_FIREWOOD_12	Fang	fang1246	fan	FIREWOOD	ndzaʔa	nʣaʔa	n ʣ a ʔ a	nʣaʔa	FIREWOOD_12			ALGABA75aFangBitam
Fang_FISH_9	Fang	fang1246	fan	FISH	kwas	kwas	k w a s	kwas	FISH_9			ALGABA75aFangBitam
Fang_FIVE_1	Fang	fang1246	fan	FIVE	tan	tan	t a n	tan	FIVE_1			ALGABA75aFangBitam
Fang_FLY (MOVE THROUGH AIR)_13	Fang	fang1246	fan	FLY (MOVE THROUGH AIR)	ayele	ajele	a j e l e	ajele	FLY (MOVE THROUGH AIR)_13			ALGABA75aFangBitam
Fang_FOUR_3	Fang	fang1246	fan	FOUR	ɲiiɲ	ɲiiɲ	ɲ i i ɲ	ɲiiɲ	FOUR_3			ALGABA75aFangBitam
Fang_GIVE_1	Fang	fang1246	fan	GIVE	avə	avə	a v ə	avə	GIVE_1			ALGABA75aFangBitam
Fang_GOAT_9	Fang	fang1246	fan	GOAT	kaban	kaban	k a b a n	kaban	GOAT_9			ALGABA75aFangBitam
Fang_EARTH (SOIL)_2	Fang	fang1246	fan	EARTH (SOIL)	si	si	s i	si	EARTH (SOIL)_2			ALGABA75aFangBitam
Fang_HAIR (HEAD)_4	Fang	fang1246	fan	HAIR (HEAD)	esii	esii	e s i i	esii	HAIR (HEAD)_4			ALGABA75aFangBitam
Fang_HEAD_1	Fang	fang1246	fan	HEAD	n̩lo	n̩lo	n̩ l o	n̩lo	HEAD_1			ALGABA75aFangBitam
Fang_HEAR_1	Fang	fang1246	fan	HEAR	awoʔ	awoʔ	a w o ʔ	awoʔ	HEAR_1			ALGABA75aFangBitam
Fang_HEART_1	Fang	fang1246	fan	HEART	n̩nəm	n̩nəm	n̩ n ə m	n̩nəm	HEART_1			ALGABA75aFangBitam
Fang_HORN (ANATOMY)_7	Fang	fang1246	fan	HORN (ANATOMY)	n̩laʔ	n̩laʔ	n̩ l a ʔ	n̩laʔ	HORN (ANATOMY)_7			ALGABA75aFangBitam
Fang_HOUSE_1	Fang	fang1246	fan	HOUSE	nda	nda	n d a	nda	HOUSE_1			ALGABA75aFangBitam
Fang_HUNGER_1	Fang	fang1246	fan	HUNGER	zɛɲ	zɛɲ	z ɛ ɲ	zɛɲ	HUNGER_1			ALGABA75aFangBitam
Fang_INTESTINES_2	Fang	fang1246	fan	INTESTINES	n̩-ya	n̩ja	n̩ j a	n̩ja	INTESTINES_2			ALGABA75aFangBitam
Fang_IRON_8	Fang	fang1246	fan	IRON	ekyɛɲ	ekjɛɲ	e k j ɛ ɲ	ekjɛɲ	IRON_8			ALGABA75aFangBitam
Fang_KILL_3	Fang	fang1246	fan	KILL	awiɲ	awiɲ	a w i ɲ	awiɲ	KILL_3			ALGABA75aFangBitam
Fang_KNEE_3	Fang	fang1246	fan	KNEE	abɔŋ	abɔŋ	a b ɔ ŋ	abɔŋ	KNEE_3			ALGABA75aFangBitam
Fang_KNIFE_11	Fang	fang1246	fan	KNIFE	okəŋ	okəŋ	o k ə ŋ	okəŋ	KNIFE_11			ALGABA75aFangBitam
Fang_KNOW (SOMETHING)_11	Fang	fang1246	fan	KNOW (SOMETHING)	ayəm	ajəm	a j ə m	ajəm	KNOW (SOMETHING)_11			ALGABA75aFangBitam
Fang_LEAF_4	Fang	fang1246	fan	LEAF	okyɛɲ	okjɛɲ	o k j ɛ ɲ	okjɛɲ	LEAF_4			ALGABA75aFangBitam
Fang_LEG_8	Fang	fang1246	fan	LEG	abɔ	abɔ	a b ɔ	abɔ	LEG_8			ALGABA75aFangBitam
Fang_LIVER_5	Fang	fang1246	fan	LIVER	esəʔ	esəʔ	e s ə ʔ	esəʔ	LIVER_5			ALGABA75aFangBitam
Fang_LOUSE_5	Fang	fang1246	fan	LOUSE	ɲin	ɲin	ɲ i n	ɲin	LOUSE_5			ALGABA75aFangBitam
Fang_MAN_13	Fang	fang1246	fan	MAN	fam	fam	f a m	fam	MAN_13			ALGABA75aFangBitam
Fang_MOON_1	Fang	fang1246	fan	MOON	ŋgwan	ŋɡwan	ŋ ɡ w a n	ŋɡwan	MOON_1			ALGABA75aFangBitam
Fang_MOUTH_6	Fang	fang1246	fan	MOUTH	aɲu	aɲu	a ɲ u	aɲu	MOUTH_6			ALGABA75aFangBitam
Fang_NAME_5	Fang	fang1246	fan	NAME	eyola	ejola	e j o l a	ejola	NAME_5			ALGABA75aFangBitam
Fang_NAVEL_5	Fang	fang1246	fan	NAVEL	dɔp	dɔp	d ɔ p	dɔp	NAVEL_5			ALGABA75aFangBitam
Fang_NECK_7	Fang	fang1246	fan	NECK	kiŋ	kiŋ	k i ŋ	kiŋ	NECK_7			ALGABA75aFangBitam
Fang_NIGHT_4	Fang	fang1246	fan	NIGHT	alu	alu	a l u	alu	NIGHT_4			ALGABA75aFangBitam
Fang_NOSE_5	Fang	fang1246	fan	NOSE	dʒwiɲ	ʤwiɲ	ʤ w i ɲ	ʤwiɲ	NOSE_5			ALGABA75aFangBitam
Fang_ONE_1	Fang	fang1246	fan	ONE	bɔʔɔ	bɔʔɔ	b ɔ ʔ ɔ	bɔʔɔ	ONE_1			ALGABA75aFangBitam
Fang_PERSON_2	Fang	fang1246	fan	PERSON	mbot	mbot	m b o t	mbot	PERSON_2			ALGABA75aFangBitam
Fang_RAIN (PRECIPITATION)_1	Fang	fang1246	fan	RAIN (PRECIPITATION)	mvəŋ	mvəŋ	m v ə ŋ	mvəŋ	RAIN (PRECIPITATION)_1			ALGABA75aFangBitam
Fang_ROAD_1	Fang	fang1246	fan	ROAD	zən	zən	z ə n	zən	ROAD_1			ALGABA75aFangBitam
Fang_ROOT_1	Fang	fang1246	fan	ROOT	ŋ̩kaŋ	ŋ̍kaŋ	ŋ̍ k a ŋ	ŋ̍kaŋ	ROOT_1			ALGABA75aFangBitam
Fang_SALT_5	Fang	fang1246	fan	SALT	ŋ̩ku	ŋ̍ku	ŋ̍ k u	ŋ̍ku	SALT_5			ALGABA75aFangBitam
Fang_SAND_10	Fang	fang1246	fan	SAND	n̩sələʔ	n̩sələʔ	n̩ s ə l ə ʔ	n̩sələʔ	SAND_10			ALGABA75aFangBitam
Fang_SEE_1	Fang	fang1246	fan	SEE	ayen	ajen	a j e n	ajen	SEE_1			ALGABA75aFangBitam
Fang_SEND_1	Fang	fang1246	fan	SEND	alom	alom	a l o m	alom	SEND_1			ALGABA75aFangBitam
Fang_SHAME_5	Fang	fang1246	fan	SHAME	oswan	oswan	o s w a n	oswan	SHAME_5			ALGABA75aFangBitam
Fang_SING_2	Fang	fang1246	fan	SING	ayiɛ	ajiɛ	a j i ɛ	ajiɛ	SING_2			ALGABA75aFangBitam
Fang_SKIN_1	Fang	fang1246	fan	SKIN	ekop	ekop	e k o p	ekop	SKIN_1			ALGABA75aFangBitam
Fang_SKY_7	Fang	fang1246	fan	SKY	dzop	ʣop	ʣ o p	ʣop	SKY_7			ALGABA75aFangBitam
Fang_SLEEP (STATE)_1	Fang	fang1246	fan	SLEEP (STATE)	oyo	ojo	o j o	ojo	SLEEP (STATE)_1			ALGABA75aFangBitam
Fang_SMOKE (EXHAUST)_7	Fang	fang1246	fan	SMOKE (EXHAUST)	otsira	oʦira	o ʦ i r a	oʦira	SMOKE (EXHAUST)_7			ALGABA75aFangBitam
Fang_SNAKE_1	Fang	fang1246	fan	SNAKE	ɲo	ɲo	ɲ o	ɲo	SNAKE_1			ALGABA75aFangBitam
Fang_SPEAR_1	Fang	fang1246	fan	SPEAR	akɔŋ	akɔŋ	a k ɔ ŋ	akɔŋ	SPEAR_1			ALGABA75aFangBitam
Fang_STEAL_5	Fang	fang1246	fan	STEAL	awup	awup	a w u p	awup	STEAL_5			ALGABA75aFangBitam
Fang_STONE_2	Fang	fang1246	fan	STONE	akɔʔ	akɔʔ	a k ɔ ʔ	akɔʔ	STONE_2			ALGABA75aFangBitam
Fang_SUN_5	Fang	fang1246	fan	SUN	n̩lodzop	n̩loʣop	n̩ l o ʣ o p	n̩loʣop	SUN_5			ALGABA75aFangBitam
Fang_TAIL_12	Fang	fang1246	fan	TAIL	ŋgyem	ŋɡjem	ŋ ɡ j e m	ŋɡjem	TAIL_12			ALGABA75aFangBitam
Fang_TEN_1	Fang	fang1246	fan	TEN	awom	awom	a w o m	awom	TEN_1			ALGABA75aFangBitam
Fang_THREE_2	Fang	fang1246	fan	THREE	laa	laa	l a a	laa	THREE_2			ALGABA75aFangBitam
Fang_TONGUE_1	Fang	fang1246	fan	TONGUE	oyəm	ojəm	o j ə m	ojəm	TONGUE_1			ALGABA75aFangBitam
Fang_TOOTH_1	Fang	fang1246	fan	TOOTH	asoŋ	asoŋ	a s o ŋ	asoŋ	TOOTH_1			ALGABA75aFangBitam
Fang_TREE_1	Fang	fang1246	fan	TREE	ele	ele	e l e	ele	TREE_1			ALGABA75aFangBitam
Fang_TWO_1	Fang	fang1246	fan	TWO	bɛɲ	bɛɲ	b ɛ ɲ	bɛɲ	TWO_1			ALGABA75aFangBitam
Fang_URINE_9	Fang	fang1246	fan	URINE	məɲɔʔɔ	məɲɔʔɔ	m ə ɲ ɔ ʔ ɔ	məɲɔʔɔ	URINE_9			ALGABA75aFangBitam
Fang_VILLAGE_17	Fang	fang1246	fan	VILLAGE	dzaa	ʣaa	ʣ a a	ʣaa	VILLAGE_17			ALGABA75aFangBitam
Fang_VOMIT_2	Fang	fang1246	fan	VOMIT	ayo	ajo	a j o	ajo	VOMIT_2			ALGABA75aFangBitam
Fang_WALK_8	Fang	fang1246	fan	WALK	awulu	awulu	a w u l u	awulu	WALK_8			ALGABA75aFangBitam
Fang_WAR_6	Fang	fang1246	fan	WAR	aluman	aluman	a l u m a n	aluman	WAR_6			ALGABA75aFangBitam
Fang_WATER_4	Fang	fang1246	fan	WATER	məndzim	mənʣim	m ə n ʣ i m	mənʣim	WATER_4			ALGABA75aFangBitam
Fang_WIND_11	Fang	fang1246	fan	WIND	m̩fuã	m̩fuã	m̩ f u ã	m̩fuã	WIND_11			ALGABA75aFangBitam
Fang_WOMAN_18	Fang	fang1246	fan	WOMAN	minŋga	minŋɡa	m i n ŋ ɡ a	minŋɡa	WOMAN_18			ALGABA75aFangBitam
