# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
2094	Loudi	ALL	ʣ w ĩ ¹³ b u ¹¹	2 6 7 8 1 7 8	ACXTBYT	CWI2PY1	10	10.C.C 10.W.C 10.I.V 10.2.T 10.P.C 10.Y.V 10.1.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0	ʣwĩ¹³bu¹¹	0	10
2311	Meixian	ALL	ʨʰ j e n ¹¹ pʰ u ⁵³	2 6 7 4 8 1 7 8	ACXLTBYT	CJEN1PY3	11	11.C.C 11.J.C 11.E.V 11.N.c 11.1.T 11.P.C 11.Y.V 11.3.T	1.6 1.2 3.0 1.1 1.0 1.3 3.0 1.0	ʨʰjen¹¹pʰu⁵³	0	10
2524	Nanchang	ALL	ʨʰ ɥ o n ²⁴ p u ⁰	2 6 7 4 8 1 7 8	ACXLTBYT	CJUN2PY6	12	12.C.C 12.J.C 12.U.V 12.N.c 12.2.T 12.P.C 12.Y.V 12.6.T	1.6 1.2 3.0 1.1 1.0 1.3 3.0 1.0	ʨʰɥon²⁴pu⁰	0	10
2763	Nanjing	ALL	ʨʰ ɥ e n ¹³ p u ⁴⁴	2 6 7 4 8 1 7 8	ACXLTBYT	CJEN2PY5	13	13.C.C 13.J.C 13.E.V 13.N.c 13.2.T 13.P.C 13.Y.V 13.5.T	1.6 1.2 3.0 1.1 1.0 1.3 3.0 1.0	ʨʰɥen¹³pu⁴⁴	0	10
2989	Rongcheng	ALL	ʦʰ j ɐ n ³⁵ p u ³³⁴	2 6 7 4 8 1 7 8	ACXLTBYT	CJEN2PY6	14	14.C.C 14.J.C 14.E.V 14.N.c 14.2.T 14.P.C 14.Y.V 14.6.T	1.6 1.2 3.0 1.1 1.0 1.3 3.0 1.0	ʦʰjɐn³⁵pu³³⁴	0	10
3192	Suzhou	ALL	z j ɪ ¹³ b u ²³¹	3 6 7 8 1 7 8	ACXTBYT	SJI2PY6	15	15.S.C 15.J.C 15.I.V 15.2.T 15.P.C 15.Y.V 15.6.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0	zjɪ¹³bu²³¹	0	10
3411	Taiyuan	ALL	ʨʰ ɥ e ²¹ p u ⁴⁵	2 6 7 8 1 7 8	ACXTBYT	CJE3PY2	16	16.C.C 16.J.C 16.E.V 16.3.T 16.P.C 16.Y.V 16.2.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0	ʨʰɥe²¹pu⁴⁵	0	10
3646	Wenzhou	ALL	j y ³⁴¹ b u ²⁴	6 7 8 1 7 8	AXTBYT	JY6PY2	17	17.J.C 17.Y.V 17.6.T 17.P.C 17.Y.V 17.2.T	1.6 3.0 1.0 1.3 3.0 1.0	jy³⁴¹bu²⁴	0	10
3867	Xi'an	ALL	ʦʰ w æ̃ ²⁴ p u ⁴⁴	2 6 7 8 1 7 8	ACXTBYT	CWE2PY5	18	18.C.C 18.W.C 18.E.V 18.2.T 18.P.C 18.Y.V 18.5.T	1.6 1.2 3.0 1.0 1.3 3.0 1.0	ʦʰwæ̃²⁴pu⁴⁴	0	10
4097	Xiamen	ALL	ʦ w a n ²⁴ p ɔ ²²	2 6 7 4 8 1 7 8	ACXLTBYT	CWAN2PU1	19	19.C.C 19.W.C 19.A.V 19.N.c 19.2.T 19.P.C 19.U.V 19.1.T	1.6 1.2 3.0 1.1 1.0 1.3 3.0 1.0	ʦwan²⁴pɔ²²	0	10
#
164	Beijing	AND	x ɤ ³⁵	3 7 8	AXT	GE2	1	1.G.C 1.E.V 1.2.T	1.6 3.0 1.0	xɤ³⁵	0	11
416	Changsha	AND	k ə n ³³	1 7 4 8	AXLT	KEN4	2	2.K.C 2.E.V 2.N.c 2.4.T	1.6 3.0 1.1 1.0	kən³³	1	12
679	Chengdu	AND	x o ²¹	3 7 8	AXT	GU3	3	3.G.C 3.U.V 3.3.T	1.6 3.0 1.0	xo²¹	0	11
939	Fuzhou	AND	k ɔ y ŋ ²⁴²	1 7 7 4 8	AXYLT	KUYN6	4	4.K.C 4.U.V 4.Y.V 4.N.c 4.6.T	1.6 3.0 3.0 1.1 1.0	kɔyŋ²⁴²	0	12
1166	Guangzhou	AND	w ɔ ²¹	6 7 8	AXT	WU3	5	5.W.C 5.U.V 5.3.T	1.6 3.0 1.0	wɔ²¹	0	15
1369	Guilin	AND	k ɤ n ⁴²	1 7 4 8	AXLT	KEN3	6	6.K.C 6.E.V 6.N.c 6.3.T	1.6 3.0 1.1 1.0	kɤn⁴²	1	12
1604	Ha'erbin	AND	x ɤ ²¹	3 7 8	AXT	GE3	7	7.G.C 7.E.V 7.3.T	1.6 3.0 1.0	xɤ²¹	0	11
1821	Jinan	AND	x ɤ ⁵³	3 7 8	AXT	GE3	8	8.G.C 8.E.V 8.3.T	1.6 3.0 1.0	xɤ⁵³	0	11
2041	Jixi	AND	x ɵ ⁴⁴	3 7 8	AXT	GU5	9	9.G.C 9.U.V 9.5.T	1.6 3.0 1.0	xɵ⁴⁴	0	11
2257	Loudi	AND	ɣ o ¹³	3 7 8	AXT	GU2	10	10.G.C 10.U.V 10.2.T	1.6 3.0 1.0	ɣo¹³	0	11
2469	Meixian	AND	tʰ u ŋ ¹¹	1 7 4 8	AXLT	TYN1	11	11.T.C 11.Y.V 11.N.c 11.1.T	1.6 3.0 1.1 1.0	tʰuŋ¹¹	0	21
2704	Nanchang	AND	f o ⁴⁵	3 7 8	AXT	BU2	12	12.B.C 12.U.V 12.2.T	1.6 3.0 1.0	fo⁴⁵	0	11
2936	Nanjing	AND	x o ¹³	3 7 8	AXT	GU2	13	13.G.C 13.U.V 13.2.T	1.6 3.0 1.0	xo¹³	0	11
3143	Rongcheng	AND	x ɔ ³⁵	3 7 8	AXT	GU2	14	14.G.C 14.U.V 14.2.T	1.6 3.0 1.0	xɔ³⁵	0	11
3360	Suzhou	AND	t a ʔ ⁴	1 7 1 8	AXLT	TAH6	15	15.T.C 15.A.V 15.H.c 15.6.T	1.6 3.0 1.1 1.0	taʔ⁴	0	25
3595	Taiyuan	AND	x ɤ ²¹	3 7 8	AXT	GE3	16	16.G.C 16.E.V 16.3.T	1.6 3.0 1.0	xɤ²¹	0	11
3813	Wenzhou	AND	kʰ w ɔ ⁵¹	1 6 7 8	ACXT	KWU3	17	17.K.C 17.W.C 17.U.V 17.3.T	1.6 1.2 3.0 1.0	kʰwɔ⁵¹	0	27
4047	Xi'an	AND	x w o ²⁴	3 6 7 8	ACXT	GWU2	18	18.G.C 18.W.C 18.U.V 18.2.T	1.6 1.2 3.0 1.0	xwo²⁴	0	11
4253	Xiamen	AND	k a ʔ ³²	1 7 1 8	AXLT	KAH3	19	19.K.C 19.A.V 19.H.c 19.3.T	1.6 3.0 1.1 1.0	kaʔ³²	0	27
#
139	Beijing	ANIMAL	t u ŋ ⁵¹ u ⁵¹	1 7 4 8 7 8	AXLTYT	TYN3Y3	1	1.T.C 1.Y.V 1.N.c 1.3.T 1.Y.V 1.3.T	1.6 3.0 1.1 1.0 3.0 1.0	tuŋ⁵¹u⁵¹	0	28
385	Changsha	ANIMAL	t o ŋ ¹¹ u ²⁴	1 7 4 8 7 8	AXLTYT	TUN1Y2	2	2.T.C 2.U.V 2.N.c 2.1.T 2.Y.V 2.2.T	1.6 3.0 1.1 1.0 3.0 1.0	toŋ¹¹u²⁴	0	28
652	Chengdu	ANIMAL	t o ŋ ²¹³ u ²¹	1 7 4 8 7 8	AXLTYT	TUN6Y3	3	3.T.C 3.U.V 3.N.c 3.6.T 3.Y.V 3.3.T	1.6 3.0 1.1 1.0 3.0 1.0	toŋ²¹³u²¹	0	28
903	Fuzhou	ANIMAL	s i ²¹² kʰ a ⁵⁵ β a ⁵³	3 7 8 1 7 8 3 7 8	AXTBYTBYT	SI6KA5BA3	4	4.S.C 4.I.V 4.6.T 4.K.C 4.A.V 4.5.T 4.B.C 4.A.V 4.3.T	1.6 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.0	si²¹²kʰa⁵⁵βa⁵³	0	31
1141	Guangzhou	ANIMAL	t o ŋ ³³ m ɐ t ²	1 7 4 8 4 7 1 8	AXLTBYLT	TUN4MET6	5	5.T.C 5.U.V 5.N.c 5.4.T 5.M.C 5.E.V 5.T.c 5.6.T	1.6 3.0 1.1 1.0 1.3 3.0 1.1 1.0	toŋ³³mɐt²	0	28
1346	Guilin	ANIMAL	t ɤ n ²⁵ u ²²	1 7 4 8 7 8	AXLTYT	TEN2Y1	6	6.T.C 6.E.V 6.N.c 6.2.T 6.Y.V 6.1.T	1.6 3.0 1.1 1.0 3.0 1.0	tɤn²⁵u²²	0	28
1577	Ha'erbin	ANIMAL	t u ŋ ⁵³ u ⁰	1 7 4 8 7 8	AXLTYT	TYN3Y6	7	7.T.C 7.Y.V 7.N.c 7.3.T 7.Y.V 7.6.T	1.6 3.0 1.1 1.0 3.0 1.0	tuŋ⁵³u⁰	0	28
1796	Jinan	ANIMAL	t u ŋ ³¹ u ⁰	1 7 4 8 7 8	AXLTYT	TYN3Y6	8	8.T.C 8.Y.V 8.N.c 8.3.T 8.Y.V 8.6.T	1.6 3.0 1.1 1.0 3.0 1.0	tuŋ³¹u⁰	0	28
2016	Jixi	ANIMAL	tʰ ɑ̃ ²¹³ v ɤ ʔ ³²	1 7 8 3 7 1 8	AXTBYLT	TA6BEH3	9	9.T.C 9.A.V 9.6.T 9.B.C 9.E.V 9.H.c 9.3.T	1.6 3.0 1.0 1.3 3.0 1.1 1.0	tʰɑ̃²¹³vɤʔ³²	0	36
2231	Loudi	ANIMAL	d ɤ n ¹¹ u ³⁵	1 7 4 8 7 8	AXLTYT	TEN1Y2	10	10.T.C 10.E.V 10.N.c 10.1.T 10.Y.V 10.2.T	1.6 3.0 1.1 1.0 3.0 1.0	dɤn¹¹u³⁵	0	28
2445	Meixian	ANIMAL	tʰ u ŋ ⁵³ v u t ⁵	1 7 4 8 3 7 1 8	AXLTBYLT	TYN3BYT6	11	11.T.C 11.Y.V 11.N.c 11.3.T 11.B.C 11.Y.V 11.T.c 11.6.T	1.6 3.0 1.1 1.0 1.3 3.0 1.1 1.0	tʰuŋ⁵³vut⁵	0	28
2676	Nanchang	ANIMAL	tʰ u ŋ ²¹ u ⁰	1 7 4 8 7 8	AXLTYT	TYN3Y6	12	12.T.C 12.Y.V 12.N.c 12.3.T 12.Y.V 12.6.T	1.6 3.0 1.1 1.0 3.0 1.0	tʰuŋ²¹u⁰	0	28
2909	Nanjing	ANIMAL	t o ŋ ⁴⁴ u ʔ ⁵	1 7 4 8 7 1 8	AXLTYLT	TUN5YH6	13	13.T.C 13.U.V 13.N.c 13.5.T 13.Y.V 13.H.c 13.6.T	1.6 3.0 1.1 1.0 3.0 1.1 1.0	toŋ⁴⁴uʔ⁵	0	28
3120	Rongcheng	ANIMAL	t o ŋ ³³⁴ u ³³⁴	1 7 4 8 7 8	AXLTYT	TUN6Y6	14	14.T.C 14.U.V 14.N.c 14.6.T 14.Y.V 14.6.T	1.6 3.0 1.1 1.0 3.0 1.0	toŋ³³⁴u³³⁴	0	28
3332	Suzhou	ANIMAL	ʦ o ŋ ⁴⁴ s ã ⁴⁴	2 7 4 8 3 7 8	AXLTBYT	CUN5SA5	15	15.C.C 15.U.V 15.N.c 15.5.T 15.S.C 15.A.V 15.5.T	1.6 3.0 1.1 1.0 1.3 3.0 1.0	ʦoŋ⁴⁴sã⁴⁴	0	42
3563	Taiyuan	ANIMAL	t u ŋ ⁴⁵ v ə ⁰	1 7 4 8 3 7 8	AXLTBYT	TYN2BE6	16	16.T.C 16.Y.V 16.N.c 16.2.T 16.B.C 16.E.V 16.6.T	1.6 3.0 1.1 1.0 1.3 3.0 1.0	tuŋ⁴⁵və⁰	0	28
3784	Wenzhou	ANIMAL	d o ŋ ²⁴ v a i ²²	1 7 4 8 3 7 7 8	AXLTBYYT	TUN2BAI1	17	17.T.C 17.U.V 17.N.c 17.2.T 17.B.C 17.A.V 17.I.V 17.1.T	1.6 3.0 1.1 1.0 1.3 3.0 3.0 1.0	doŋ²⁴vai²²	0	36
4018	Xi'an	ANIMAL	t u ŋ ⁴⁴ v o ²¹	1 7 4 8 3 7 8	AXLTBYT	TYN5BU3	18	18.T.C 18.Y.V 18.N.c 18.5.T 18.B.C 18.U.V 18.3.T	1.6 3.0 1.1 1.0 1.3 3.0 1.0	tuŋ⁴⁴vo²¹	0	28
4230	Xiamen	ANIMAL	t ɔ ŋ ²² b u t ⁵	1 7 4 8 1 7 1 8	AXLTBYLT	TUN1PYT6	19	19.T.C 19.U.V 19.N.c 19.1.T 19.P.C 19.Y.V 19.T.c 19.6.T	1.6 3.0 1.1 1.0 1.3 3.0 1.1 1.0	tɔŋ²²but⁵	0	28
#
175	Beijing	ASH	x w e i ⁵⁵	3 6 7 7 8	ACXYT	GWEI5	1	1.G.C 1.W.C 1.E.V 1.I.V 1.5.T	1.6 1.2 3.0 3.0 1.0	xwei⁵⁵	0	47
429	Changsha	ASH	f e i ³³	3 7 7 8	AXYT	BEI4	2	2.B.C 2.E.V 2.I.V 2.4.T	1.6 3.0 3.0 1.0	fei³³	1	47
690	Chengdu	ASH	x w e i ⁴⁵	3 6 7 7 8	ACXYT	GWEI2	3	3.G.C 3.W.C 3.E.V 3.I.V 3.2.T	1.6 1.2 3.0 3.0 1.0	xwei⁴⁵	0	47
951	Fuzhou	ASH	h w o i ⁵⁵ h w o i ⁵⁵	3 6 7 7 8 3 6 7 7 8	ACXYTBCYYT	HWUI5HWUI5	4	4.H.C 4.W.C 4.U.V 4.I.V 4.5.T 4.H.C 4.W.C 4.U.V 4.I.V 4.5.T	1.6 1.2 3.0 3.0 1.0 1.3 1.2 3.0 3.0 1.0	hwoi⁵⁵hwoi⁵⁵	0	46
952	Fuzhou	ASH	h w o i ⁵⁵	3 6 7 7 8	ACXYT	HWUI5	4	4.H.C 4.W.C 4.U.V 4.I.V 4.5.T	1.6 1.2 3.0 3.0 1.0	hwoi⁵⁵	0	46
1177	Guangzhou	ASH	f w i ⁵³	3 6 7 8	ACXT	BWI3	5	5.B.C 5.W.C 5.I.V 5.3.T	1.6 1.2 3.0 1.0	fwi⁵³	0	47
1380	Guilin	ASH	f e i ⁴²	3 7 7 8	AXYT	BEI3	6	6.B.C 6.E.V 6.I.V 6.3.T	1.6 3.0 3.0 1.0	fei⁴²	1	47
1616	Ha'erbin	ASH	x w e i ⁴⁴	3 6 7 7 8	ACXYT	GWEI5	7	7.G.C 7.W.C 7.E.V 7.I.V 7.5.T	1.6 1.2 3.0 3.0 1.0	xwei⁴⁴	0	47
1832	Jinan	ASH	x w e i ²¹³	3 6 7 7 8	ACXYT	GWEI6	8	8.G.C 8.W.C 8.E.V 8.I.V 8.6.T	1.6 1.2 3.0 3.0 1.0	xwei²¹³	0	47
2052	Jixi	ASH	f a ⁵⁵	3 7 8	AXT	BA5	9	9.B.C 9.A.V 9.5.T	1.6 3.0 1.0	fa⁵⁵	0	47
2268	Loudi	ASH	x w e ⁴⁴	3 6 7 8	ACXT	GWE5	10	10.G.C 10.W.C 10.E.V 10.5.T	1.6 1.2 3.0 1.0	xwe⁴⁴	1	47
2481	Meixian	ASH	f o i ³³	3 7 7 8	AXYT	BUI4	11	11.B.C 11.U.V 11.I.V 11.4.T	1.6 3.0 3.0 1.0	foi³³	0	47
2716	Nanchang	ASH	f ɨ i ⁴²	3 7 7 8	AXYT	BII3	12	12.B.C 12.I.V 12.I.V 12.3.T	1.6 3.0 3.0 1.0	fɨi⁴²	1	47
2948	Nanjing	ASH	x w e i ³¹	3 6 7 7 8	ACXYT	GWEI3	13	13.G.C 13.W.C 13.E.V 13.I.V 13.3.T	1.6 1.2 3.0 3.0 1.0	xwei³¹	1	47
3154	Rongcheng	ASH	x w e i ⁵²	3 6 7 7 8	ACXYT	GWEI3	14	14.G.C 14.W.C 14.E.V 14.I.V 14.3.T	1.6 1.2 3.0 3.0 1.0	xwei⁵²	1	47
3372	Suzhou	ASH	h w e̞ ⁴⁴	3 6 7 8	ACXT	HWE5	15	15.H.C 15.W.C 15.E.V 15.5.T	1.6 1.2 3.0 1.0	hwe̞⁴⁴	0	47
3606	Taiyuan	ASH	x w e i ²¹	3 6 7 7 8	ACXYT	GWEI3	16	16.G.C 16.W.C 16.E.V 16.I.V 16.3.T	1.6 1.2 3.0 3.0 1.0	xwei²¹	0	47
3825	Wenzhou	ASH	f a i ⁴⁴	3 7 7 8	AXYT	BAI5	17	17.B.C 17.A.V 17.I.V 17.5.T	1.6 3.0 3.0 1.0	fai⁴⁴	0	47
4058	Xi'an	ASH	x w e i ²¹	3 6 7 7 8	ACXYT	GWEI3	18	18.G.C 18.W.C 18.E.V 18.I.V 18.3.T	1.6 1.2 3.0 3.0 1.0	xwei²¹	0	47
4265	Xiamen	ASH	h e ⁵⁵	3 7 8	AXT	HE5	19	19.H.C 19.E.V 19.5.T	1.6 3.0 1.0	he⁵⁵	0	46
#
12	Beijing	BACK	p e i ⁵¹	1 7 7 8	AXYT	PEI3	1	1.P.C 1.E.V 1.I.V 1.3.T	1.6 3.0 3.0 1.0	pei⁵¹	0	48
222	Changsha	BACK	p e i ⁵⁵	1 7 7 8	AXYT	PEI5	2	2.P.C 2.E.V 2.I.V 2.5.T	1.6 3.0 3.0 1.0	pei⁵⁵	0	48
490	Chengdu	BACK	p e i ²¹³	1 7 7 8	AXYT	PEI6	3	3.P.C 3.E.V 3.I.V 3.6.T	1.6 3.0 3.0 1.0	pei²¹³	0	48
749	Fuzhou	BACK	pʰ j a ŋ ⁵⁵	1 6 7 4 8	ACXLT	PJAN5	4	4.P.C 4.J.C 4.A.V 4.N.c 4.5.T	1.6 1.2 3.0 1.1 1.0	pʰjaŋ⁵⁵	0	51
1012	Guangzhou	BACK	p w i ³³	1 6 7 8	ACXT	PWI4	5	5.P.C 5.W.C 5.I.V 5.4.T	1.6 1.2 3.0 1.0	pwi³³	0	48
1220	Guilin	BACK	p e i ²⁵	1 7 7 8	AXYT	PEI2	6	6.P.C 6.E.V 6.I.V 6.2.T	1.6 3.0 3.0 1.0	pei²⁵	0	48
1425	Ha'erbin	BACK	p e i ⁵³	1 7 7 8	AXYT	PEI3	7	7.P.C 7.E.V 7.I.V 7.3.T	1.6 3.0 3.0 1.0	pei⁵³	0	48
1668	Jinan	BACK	p e i ³¹	1 7 7 8	AXYT	PEI3	8	8.P.C 8.E.V 8.I.V 8.3.T	1.6 3.0 3.0 1.0	pei³¹	0	48
1877	Jixi	BACK	p a ³⁵	1 7 8	AXT	PA2	9	9.P.C 9.A.V 9.2.T	1.6 3.0 1.0	pa³⁵	0	48
2100	Loudi	BACK	p e ³⁵	1 7 8	AXT	PE2	10	10.P.C 10.E.V 10.2.T	1.6 3.0 1.0	pe³⁵	0	48
2316	Meixian	BACK	p o i ⁵³	1 7 7 8	AXYT	PUI3	11	11.P.C 11.U.V 11.I.V 11.3.T	1.6 3.0 3.0 1.0	poi⁵³	0	48
2530	Nanchang	BACK	p e i ⁴⁵ ʨ j a ʔ ⁰	1 7 7 8 2 6 7 1 8	AXYTBCYLT	PEI2CJAH6	12	12.P.C 12.E.V 12.I.V 12.2.T 12.C.C 12.J.C 12.A.V 12.H.c 12.6.T	1.6 3.0 3.0 1.0 1.3 1.2 3.0 1.1 1.0	pei⁴⁵ʨjaʔ⁰	0	59
2768	Nanjing	BACK	p e i ⁴⁴	1 7 7 8	AXYT	PEI5	13	13.P.C 13.E.V 13.I.V 13.5.T	1.6 3.0 3.0 1.0	pei⁴⁴	0	48
2994	Rongcheng	BACK	p e i ⁵²	1 7 7 8	AXYT	PEI3	14	14.P.C 14.E.V 14.I.V 14.3.T	1.6 3.0 3.0 1.0	pei⁵²	0	48
3197	Suzhou	BACK	p e̞ ⁴¹²	1 7 8	AXT	PE6	15	15.P.C 15.E.V 15.6.T	1.6 3.0 1.0	pe̞⁴¹²	0	48
3417	Taiyuan	BACK	p e i ⁴⁵	1 7 7 8	AXYT	PEI2	16	16.P.C 16.E.V 16.I.V 16.2.T	1.6 3.0 3.0 1.0	pei⁴⁵	0	48
3651	Wenzhou	BACK	p a i ⁴² ʥ i ²⁴ s a ŋ ⁴⁴	1 7 7 8 2 7 8 3 7 4 8	AXYTBYTBYLT	PAI3CI2SAN5	17	17.P.C 17.A.V 17.I.V 17.3.T 17.C.C 17.I.V 17.2.T 17.S.C 17.A.V 17.N.c 17.5.T	1.6 3.0 3.0 1.0 1.3 3.0 1.0 1.3 3.0 1.1 1.0	pai⁴²ʥi²⁴saŋ⁴⁴	0	64
3872	Xi'an	BACK	ʨ i ²¹ p e i ²⁴	2 7 8 1 7 7 8	AXTBYYT	CI3PEI2	18	18.C.C 18.I.V 18.3.T 18.P.C 18.E.V 18.I.V 18.2.T	1.6 3.0 1.0 1.3 3.0 3.0 1.0	ʨi²¹pei²⁴	0	65
3873	Xi'an	BACK	p e i ²⁴	1 7 7 8	AXYT	PEI2	18	18.P.C 18.E.V 18.I.V 18.2.T	1.6 3.0 3.0 1.0	pei²⁴	1	48
4102	Xiamen	BACK	k a ⁵⁵ ʦ j a ʔ ³²	1 7 8 2 6 7 1 8	AXTBCYLT	KA5CJAH3	19	19.K.C 19.A.V 19.5.T 19.C.C 19.J.C 19.A.V 19.H.c 19.3.T	1.6 3.0 1.0 1.3 1.2 3.0 1.1 1.0	ka⁵⁵ʦjaʔ³²	0	66
#
173	Beijing	BAD	x a i ⁵¹	3 7 7 8	AXYT	GAI3	1	1.G.C 1.A.V 1.I.V 1.3.T	1.6 3.0 3.0 1.0	xai⁵¹	0	67
426	Changsha	BAD	f a i ¹¹	3 7 7 8	AXYT	BAI1	2	2.B.C 2.A.V 2.I.V 2.1.T	1.6 3.0 3.0 1.0	fai¹¹	0	68
427	Changsha	BAD	k w a i ⁴¹	1 6 7 7 8	ACXYT	KWAI3	2	2.K.C 2.W.C 2.A.V 2.I.V 2.3.T	1.6 1.2 3.0 3.0 1.0	kwai⁴¹	0	86
688	Chengdu	BAD	x w a i ²¹³	3 6 7 7 8	ACXYT	GWAI6	3	3.G.C 3.W.C 3.A.V 3.I.V 3.6.T	1.6 1.2 3.0 3.0 1.0	xwai²¹³	0	67
948	Fuzhou	BAD	pʰ a i ³²	1 7 7 8	AXYT	PAI3	4	4.P.C 4.A.V 4.I.V 4.3.T	1.6 3.0 3.0 1.0	pʰai³²	0	70
949	Fuzhou	BAD	ŋ a i ⁵³	4 7 7 8	AXYT	NAI3	4	4.N.C 4.A.V 4.I.V 4.3.T	1.6 3.0 3.0 1.0	ŋai⁵³	0	70
1175	Guangzhou	BAD	w a i ²²	6 7 7 8	AXYT	WAI1	5	5.W.C 5.A.V 5.I.V 5.1.T	1.6 3.0 3.0 1.0	wai²²	0	68
1378	Guilin	BAD	f a i ²¹	3 7 7 8	AXYT	BAI3	6	6.B.C 6.A.V 6.I.V 6.3.T	1.6 3.0 3.0 1.0	fai²¹	0	68
1614	Ha'erbin	BAD	x w a i ⁵³	3 6 7 7 8	ACXYT	GWAI3	7	7.G.C 7.W.C 7.A.V 7.I.V 7.3.T	1.6 1.2 3.0 3.0 1.0	xwai⁵³	0	67
1830	Jinan	BAD	x w ɛ ³¹	3 6 7 8	ACXT	GWE3	8	8.G.C 8.W.C 8.E.V 8.3.T	1.6 1.2 3.0 1.0	xwɛ³¹	0	67
2050	Jixi	BAD	v ɔ ³¹	3 7 8	AXT	BU3	9	9.B.C 9.U.V 9.3.T	1.6 3.0 1.0	vɔ³¹	0	68
2266	Loudi	BAD	ɣ w a ¹¹	3 6 7 8	ACXT	GWA1	10	10.G.C 10.W.C 10.A.V 10.1.T	1.6 1.2 3.0 1.0	ɣwa¹¹	0	67
2478	Meixian	BAD	f a i ⁵³	3 7 7 8	AXYT	BAI3	11	11.B.C 11.A.V 11.I.V 11.3.T	1.6 3.0 3.0 1.0	fai⁵³	0	68
2479	Meixian	BAD	p e ³¹	1 7 8	AXT	PE3	11	11.P.C 11.E.V 11.3.T	1.6 3.0 1.0	pe³¹	0	88
2714	Nanchang	BAD	f a i ²¹	3 7 7 8	AXYT	BAI3	12	12.B.C 12.A.V 12.I.V 12.3.T	1.6 3.0 3.0 1.0	fai²¹	0	68
