Gloss	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
SEA_1	xɛ²¹⁴	xai⁴¹	xai⁵³	hai³²	hɔi³⁵	xai²³	xai²¹³	xɛ⁴⁵	xa²¹³	xwe⁴²	hoi³¹	hai²¹³	xɛ¹¹	xai²¹⁴		xai⁵³		xɛ⁵³	hai⁵³
SEA_2															he̞⁵²		he²⁴		
SEE_1	kʰan⁵¹ʨjɛn⁵¹	kʰan⁵⁵ʨjan⁵⁵		kʰaŋ²¹²ŋjeŋ²¹²		kʰwã⁴²ʨjã⁴²	kʰan⁵³ʨjan⁰	kʰæ̃³¹ʨjæ̃⁰	kʰɔ³⁵ʨje³⁵	kʰẽ³⁵ʨjæ³⁵	kʰon⁵³kjan⁵³	kʰon²¹³ʨjɛn⁴⁵	kʰɑ̃⁴⁴ʨjen⁴⁴	kʰɐn³³⁴cjɐn³³⁴	kʰø⁵²ʨjɪ⁴¹²	kʰæ̃⁴⁵ʨje⁴⁵		kʰæ̃⁴⁴ʨjæ̃⁰	
SEE_2			kʰan²¹³tau⁵³									kʰon²¹³tau⁴²							
SEE_3					tʰɐi³⁵kin³³		ʈ͡ʂʰou²¹³ʨjan⁰												
SEE_4																	ʦʰɹ⁴⁴ʥja⁰		
SEE_5																			kʰwã²¹tjo⁰
SEE_6																			ki²²
SEED_1	ʈ͡ʂuŋ²¹³ʦə⁰	ʦən⁴¹ʦɹ⁰	ʦoŋ⁵³ʦɹ⁵³		ʦoŋ³⁵ʦi³⁵	ʦwɤŋ²³ʦe²³	ʦuŋ²¹³ʦɹ⁰	ʈ͡ʂuŋ⁴⁵ʦɹ⁰	ʦɑ̃²¹³ʦɹ²¹³	tɤn⁴²ʦɹ⁰	ʦuŋ³¹ŋe⁰	ʦuŋ²¹³ʦɹ⁰	ʦoŋ¹¹sɹ⁰	ʈ͡ʂoŋ²¹⁴ʦɹ⁰	ʦoŋ⁵²	ʦuŋ⁵³ʦəʔ⁰		p͡fəŋ⁵³ʦɹ⁰	ʦiŋ⁵³
SEED_2				ʦi³²ʦi³²															
SEED_3																	ʨɥɔ²⁴		
SEW_1	fəŋ³⁵	xən¹³	foŋ²¹			fɤn²²	fəŋ²⁴	fəŋ⁵³	fɑ̃⁴⁴	ɣɤn¹³	pʰuŋ¹¹	fuŋ⁴⁵	fən¹³	fəŋ³⁵	voŋ¹³	fəŋ²¹		fəŋ²⁴	
SEW_2		ljẽ¹³			lyn²¹							ljɛn⁴⁵					leŋ²²		
SEW_3				pʰuŋ⁵³ɛiŋ²⁴²															
SEW_4				tʰjeŋ²¹²															tʰjæ²²
SHARP_1	ʨjɛn⁵⁵	ʨjan³³	ʨjɛn⁴⁵	ʦjeŋ⁵⁵	ʦim⁵³	ʨjã⁴²	ʨjan⁴⁴	ʨjæ̃²¹⁴	ʦẽ⁵⁵	ʨjæ⁴⁴	ʦjam³³	ʨjɛn⁴²	ʨjen³¹	ʦjɛ⁵²	ʦi⁴⁴	ʨje²¹	ʨi⁴⁴	ʨjæ̃²¹	ʦjam⁵⁵
SHORT_1	twan²¹⁴	tõ⁴¹	twan⁵³		tyn³⁵	twã²³	twan²¹³	twæ̃⁴⁵	tɑ̃²¹³	twẽ⁴²	ton³¹	ton²¹³	twɑ̃¹¹	tɐn²¹⁴	tø⁵²	twæ̃⁵³	tø²⁴	twæ̃⁵³	te⁵³
SHORT_2				tøy³²															
SING_1	ʈ͡ʂʰɑŋ⁵¹	ʦʰan⁵⁵	ʦʰaŋ²¹³	ʦʰwoŋ²¹²	ʦʰœŋ³³	ʦʰɑŋ²⁵	ʈ͡ʂʰaŋ⁵³	ʈ͡ʂʰɑŋ³¹		tʰɔŋ³⁵	ʦʰoŋ⁵³	ʦʰɔŋ²¹³		ʈ͡ʂʰaŋ³³⁴				ʈ͡ʂʰɑŋ⁴⁴	
SING_2									ʨʰjõ³⁵				ʦʰɑ̃⁴⁴		ʦʰɑ̃⁴¹²	ʦʰɒ̃⁴⁵	ʨʰi⁵¹		ʦʰjũ²¹
SIT_1	ʦwo⁵¹	ʦo¹¹	ʦo²¹³		ʦʰɔ²²	ʦwo²³	ʦwo⁵³	ʦwɤ³¹		ʦʰo¹¹	ʦʰo³³	ʦʰo²¹	ʦo⁴⁴	ʦwɔ³³⁴		ʦwɤ⁴⁵		ʦwo⁴⁴	ʦe²²
SIT_2				sɔy²⁴²											zəu²³¹				
SIT_3									kʰwi²¹³										
SIT_4																	zo²⁴		
SKIN_1	pʰi³⁵fu⁰	pi¹³fu³³	pʰi²¹pʰi²¹		pʰei²¹fu⁵³	pi²²fu⁴²		pʰi⁵³fu²¹⁴		pʰi¹³	pʰi¹¹	pʰi²⁴fu⁰	pʰi¹³fu³¹	pʰi³⁵fu⁵²	bi¹³fu⁴⁴	pʰi²¹fu²¹	bei³⁴¹fu⁴⁴	pʰi²⁴	pʰe²¹
SKIN_2			pʰi²¹ʦɹ⁵³																
SKIN_3				pʰwoi⁵³u⁵⁵~pʰwoi⁵³															
SKIN_4							ʐou⁵³pʰjə²⁴												
SKIN_5									pʰɹ⁴⁴										
SKY_1	tʰjɛn⁵⁵kʰuŋ⁵⁵	tʰjẽ³³kʰən³³	tʰjɛn⁴⁵saŋ²¹³	tʰjeŋ⁵⁵nøyŋ⁵⁵	tʰin⁵⁵hoŋ⁵³	tʰjã⁴²kʰɤn⁴²	tʰjan⁴⁴~tʰjan⁴⁴ʂaŋ⁰	tʰjæ̃²¹⁴kʰuŋ³¹		tʰjæ⁴⁴	tʰjen³³hoŋ⁵³	tʰjɛn⁴²kuŋ⁴²	tʰjen³¹kʰoŋ³¹	tʰjɐn⁵²kʰoŋ³³⁴	tʰjɪ⁴⁴	tʰje²¹sɒ̃⁴⁵		tʰjæ̃²¹kʰuŋ²¹	tʰjæ⁵⁵tiŋ⁵³
SKY_2									tʰẽ⁵⁵kʰwɑ̃⁵⁵										
SKY_3															tʰjɪ⁴¹læ²³¹ɦjɑ¹³				
SKY_4																	tʰi⁴⁴lei⁴⁴		
SLEEP_1	ʂwei⁵¹	ɕɥei¹¹	swei²¹³		søy²²	swei²¹	ʂwei⁵³	ʂwei³¹			soi⁵³		swei⁴⁴	ʂwei³³⁴		swei⁴⁵		fei⁴⁴	
SLEEP_2		kʰwən⁵⁵		kʰɔuŋ²¹²					kʰwɑ̃³⁵	kʰun³⁵		kʰun²¹³			kʰwən⁴¹²		kʰy⁵¹		kʰun²¹
SMALL_1	ɕjɑu²¹³	ɕjau⁴¹	ɕjau⁵³		sju³⁵		ɕjau²¹³	ɕjɔ⁴⁵	ɕje²¹³	ɕjɤ⁴²		ɕjɛu²¹³	ɕjɔ¹¹	sjau²¹⁴	sjæ⁵²	ɕjau⁵³		ɕjɑu⁵³	
SMALL_2		ɕi⁵⁵		sɑ²¹²		ɕi²⁴					se⁵³								swe²¹
SMALL_3				nɔuŋ²⁴²															
SMALL_4																	sai²⁴		
SMELL (PERCEIVE)_1	wən³⁵	wən¹³	wən²¹		mɐn²¹	wɤŋ²²	wən²⁴					un⁴⁵	wən¹³	wən⁵²	mən¹³	vəŋ²¹			
SMELL (PERCEIVE)_2				pɛi²⁴²					pʰɑ̃³⁵		pʰi⁵³								pʰi²²
SMELL (PERCEIVE)_3								vẽ⁵³										vẽ²⁴	
SMELL (PERCEIVE)_4										ɕjɤŋ³⁵		ɕjuŋ⁴⁵							
SMELL (PERCEIVE)_5																	hoŋ⁵¹		
SMOKE (EXHAUST)_1	jɛn⁵⁵	jẽ³³	jɛn⁴⁵jə⁵⁵~jɛn⁴⁵ʦɹ⁵³		in⁵⁵	jã⁴²	jan⁴⁴	jæ̃²¹⁴	jẽ⁵⁵		jan³³	jɛn⁴²	jen³¹	jɐn⁵²	jɪ⁴⁴	je²¹		jæ̃²¹	
SMOKE (EXHAUST)_2				houŋ⁵⁵															hun⁵⁵
SMOKE (EXHAUST)_3										njæ⁴⁴									
SMOKE (EXHAUST)_4																	i⁴⁴		
SMOOTH_1	pʰiŋ³⁵	pin¹³	pʰin²¹	paŋ⁵³	pʰɛŋ²¹	pei²²	pʰiŋ²⁴	pʰiŋ⁵³	pʰjɑ̃⁴⁴	pʰjɔ¹³	pʰjaŋ¹¹	pʰin²⁴	pʰin¹³	pʰiŋ³⁵	bin¹³	pʰiŋ²¹	beŋ³⁴¹	pʰiŋ²⁴	pjæ²⁴
SNAKE_1	ʂy³⁵	sə¹³	se²¹		sɛ²¹	sa²²	ʂy²⁴	ʂa⁵³	so⁴⁴		sa¹¹ko³³	sa⁴⁵	ʂə¹³		zo¹³	sɤ²¹	zei³⁴¹		ʦwa²⁴
SNAKE_2			so⁴⁵lau⁵³ə²¹³																
SNAKE_3				lau³²lje⁵³															
SNAKE_4							ʈ͡ʂʰaŋ²¹ʈ͡ʂʰuŋ²¹							ʈ͡ʂʰaŋ³⁵ʈ͡ʂʰoŋ⁰				ʈ͡ʂʰɑŋ²⁴p͡fʰəŋ⁰	
SNAKE_5										ʨʰjɔ¹³									
SNOW_1	ɕɥɛ²¹³	ɕje²⁴	ɕɥe²¹	swoʔ²⁴	syt³	ɕɥe⁵⁵	ɕɥɛ²¹³	ɕɥɤ²¹⁴	ɕjaʔ³²		sjet¹	ɕɥet⁵	ɕɥeʔ⁵	sjɛ²¹⁴	sjəʔ⁴	ɕɥəʔ²	ɕy⁴¹	ɕɥɛ²¹	seʔ³²
SNOW_2										swe¹³									
SPIT_1	tʰu⁵¹	tʰəu⁵⁵	tʰu⁵³		tʰou³³	tʰu²³	tʰu⁵³	tʰu³¹	tʰu²¹³	tʰɤu⁴²		tʰu²¹³	tʰu¹¹	tʰu²¹⁴	tʰəu⁵²	tʰu⁵³	tʰøy²⁴	tʰou⁵³	
SPIT_2				pʰwoi²¹²															
SPIT_3											tʰwi⁵³								pʰwi²¹
SPLIT_1	sɹ⁵⁵ljɛ⁵¹		sɹ⁴⁵kʰai⁴⁵				sɹ⁴⁴ljɛ⁵³	sɹ²¹⁴ljə³¹				sɹ⁴²	sɹ³¹~sɹ³¹ljeʔ⁵	sɹ⁵²ljɛ²¹⁴		sɹ²¹~sɹ²¹lje⁴⁵		sɹ²¹læ̃⁴⁴~sɹ²¹	
SPLIT_2		si³³			si⁵³lit²							si⁴²ljɛt⁵							
SPLIT_3		ʈ͡ʂʰə⁴¹															do²¹		
SPLIT_4				tʰje³²ljeʔ⁵															tʰjaʔ⁵³li²²
SPLIT_5						ʦʰa²³pʰwo²⁵				tʰjɔ⁴²bu³⁵									
SPLIT_6									ʨʰjɔ²¹³~ʨʰjɔ²¹³kʰa⁵⁵		ʦʰa³¹kʰoi³³								
SPLIT_7												ʦei⁴²							
SPLIT_8															hən⁴⁴				
SQUEEZE_1	ja⁵⁵	ja²⁴					ja⁴⁴	ja²¹⁴		ja¹³				ja²¹⁴		ja⁴⁵			
SQUEEZE_2			ʦa²¹³						ʦo³⁵										
SQUEEZE_3			ŋa⁴⁵		ŋat³	ŋa⁵⁵						ŋat⁵						ɲjɑ²¹	
SQUEEZE_4				taʔ²⁴									ʦɑʔ⁵~jɑʔ⁵		ɑʔ⁴				teʔ³²
SQUEEZE_5										ʦʰe⁴²tɤ⁰									
SQUEEZE_6											ap¹								
SQUEEZE_7												ʨi²¹³	ʨi¹¹			ʨi⁵³			
SQUEEZE_8																	a⁴¹		
STAB_1	ʦʰɹ⁵¹	ʦʰɹ⁵⁵				ʦʰɹ²⁵	ʦʰɹ⁵³	ʦʰɹ²¹		ʦɹ³⁵	ʦʰɹ⁵³	ʦʰɹ²¹³			ʦʰɹ⁴¹²	ʦʰɹ⁴⁵		ʦʰɹ⁴⁴	
STAB_2			ʨy⁴⁵																
STAB_3				ʦʰje²¹²	ʦʰi³³														ʦʰi²¹
STAB_4									ʦʰoʔ³²				ʦʰoʔ⁵		ʦʰoʔ⁴				
STAB_5														nɐn²¹⁴					
STAB_6																	taŋ⁵¹		
STAND_1	ʈ͡ʂan⁵¹	ʦan⁵⁵	ʦan²¹³		ʦam²²	ʦã²¹	ʈ͡ʂan⁵³			ʦã³⁵		ʦan⁴⁵	ʦɑ̃⁴⁴			ʦæ̃⁴⁵		ʦæ̃⁴⁴	
STAND_2		ti⁵⁵						ʈ͡ʂæ̃³¹											
STAND_3				kʰje²⁴²															kʰja²²
STAND_4									kʰa²¹³		kʰi³³						ɡe²⁴		
STAND_5														li²¹⁴ʈ͡ʂə⁰					
STAND_6															ljəʔ²³				
STAR_1	ɕiŋ⁵⁵ɕiŋ⁰	ɕin³³ɕin⁰	ɕin⁴⁵ɕjə⁵⁵~ɕin⁴⁵ɕjə²¹³	siŋ⁵⁵	sɛŋ⁵⁵sɛŋ⁵⁵		ɕiŋ⁴⁴ɕjə⁰	ɕiŋ²¹³ɕiŋ⁰	ɕjɑ̃⁵⁵ɕjɑ⁵⁵		sen³³ne⁰		ɕin³¹ɕin⁰	siŋ⁵²siŋ⁰	sin⁴⁴	ɕiŋ²¹ɕiŋ²¹	seŋ⁴⁴	ɕiŋ²¹ɕiŋ²⁴	
STAR_2						sei⁴²ʦe²³													
STAR_3										sjɔ̃⁴⁴ʦɹ⁰		ɕjaŋ⁴²ʦɹ⁰							
STAR_4																			ʦʰjæ⁵⁵
STICK_1	kwən⁵¹	kwən⁵⁵ʦɹ⁰			kwɐn³³	kwɤŋ⁴²ʦe²³	kwən⁵³ʦɹ⁰	kwẽ²¹ʦɹ⁰	kwɑ̃³⁵ʦɹ⁵³				kwən⁴⁴ʦɹ⁰	kwə³³⁴	kwən⁴¹²ʦɹ⁵²			kwən⁴⁴	
STICK_2			kwəm²¹³kwə⁵⁵																
STICK_3				kuŋ²¹²kouŋ²¹²						kun³⁵	kun⁵³ne⁰	kun⁴⁵				kuŋ⁴⁵~kuŋ⁴⁵ʦəʔ⁰			
STICK_4															bɑ̃²³¹		bwɔ²⁴ŋ⁰		
STICK_5																			ʦʰe⁵³ja⁵³
STONE_1	ʂɻ³⁵tʰou⁰	sɹ²⁴təu⁰	sjɹ²¹tʰəu²¹				ʂɻ²⁴tʰou⁰						ʂɻʔ⁵tʰəɯ¹³	ʂɹ³⁵tʰou⁰				ʂɻ²⁴tʰou⁰	
STONE_2				swoʔ⁵lau⁵³															
STONE_3					sɛk²tʰɐu²¹	sei²²tai²²		ʂi⁵³tʰou⁰	ɕjeʔ³²tʰi⁴⁴		sak⁵tʰeu¹¹	saʔ²tʰɛu⁰			zɑʔ²³dʏ¹³	səʔ⁵⁴tʰəu²¹			ʦjoʔ⁵tʰau²⁴
STONE_4										ɕjɔ³⁵djɤ¹³kwa⁰									
STONE_5																	zei²¹dɤu³⁴¹ʦɹ²⁴²ŋ⁰		
STRAIGHT_1	ʈ͡ʂɻ³⁵	ʦɹ²⁴	ʦɹ²¹			ʦɹ²²	ʈ͡ʂɻ²⁴	ʈ͡ʂɻ⁵³					ʈ͡ʂɻʔ⁵					ʈ͡ʂɻ²⁴	
STRAIGHT_2				tiʔ⁵											zɛʔ²³				
STRAIGHT_3					ʦek²				ʨʰjeʔ³²	ʨʰi³⁵	ʦʰət⁵	ʦʰɨt²¹		ʧi³⁵		ʦɛʔ²			tit⁵
STRAIGHT_4																	ʣei²¹		
STRIKE_1	ta²¹⁴	ta⁴¹	ta⁵³		ta³⁵	ta²³	ta²¹³	ta⁴⁵	tɔ²¹³	ta⁴²	ta³¹	ta²¹³	tɑ¹¹	ta²¹⁴	tã⁵²	ta⁵³	tjɛ²⁴	tɑ⁵³	
STRIKE_2				pʰaʔ²⁴															pʰaʔ³²
SUCK_1	ɕi⁵⁵																	ɕi²¹	
SUCK_2		ʨin³³								ʦin⁴⁴									
SUCK_3			ʨy²¹														ʨy⁴¹		
SUCK_4				soʔ²⁴					soʔ³²				soʔ⁵		soʔ⁴	ɕjəʔ²			suʔ⁵
SUCK_5					syn²³									çy²¹⁴					
SUCK_6					kʰɐp⁵						kʰip¹								
SUCK_7						swo⁵⁵		ʂwẽ⁵³											
SUCK_8							kwo²¹³												
SUCK_9												ʨit⁵							
SUCK_10															həu⁴⁴				
SUCK_11																	ɕjai⁴¹		
SUN_1	tʰai⁵¹jɑŋ³⁵	tʰai⁵⁵jan¹³	tʰai²¹³jaŋ²¹		tʰai³³jœŋ²¹		tʰai⁵³jaŋ⁰	tʰə³¹jɑŋ⁵³	tʰɔ³⁵jɔ⁴⁴	tʰa³⁵jɔŋ¹³		tʰai²¹³jɔŋ⁴⁵	tʰɛ⁴⁴jɑ̃⁰		tʰɑ⁴¹²ɦjã¹³	tʰai⁴⁵jɒ̃⁰	tʰa⁵¹ji³⁴¹	tʰɛ⁴⁴jɑŋ⁰	
SUN_2				niʔ⁵tʰau⁵³							ŋit¹tʰeu¹¹								
SUN_3						lje⁵⁵tai²²													
SUN_4							ʐɻ⁵³tʰou⁰												
SUN_5										ni³⁵djɤ¹³kʰu⁴⁴									
SUN_6														i²¹³tʰou⁰				ə²¹tʰou⁰~ə²¹tʰou⁰jɛ⁴⁴	
SUN_7																			lit⁵
SWELL_1	ʦuŋ²¹³	ʦən⁴¹	ʦoŋ⁵³	ʦɤn³²	ʦoŋ³⁵	ʦwɤŋ²³	ʦuŋ²¹³	ʈ͡ʂuŋ⁴⁵	ʦɑ̃²¹³	tɤn⁴²		ʦuŋ²¹³	ʦoŋ¹¹	ʈ͡ʂoŋ²¹⁴		ʦuŋ⁵³		p͡fəŋ⁵³	ʦiŋ⁵³
SWELL_2											kwa³³ʦuŋ³¹								
SWELL_3															hɛ⁴⁴				
SWELL_4																	ʨɥo²⁴²		
SWELL_5																	və³⁴¹		
SWIM_1	jou³⁵ʂwei²¹³	jəu¹³ɕɥei⁴¹			jɐu²¹søy³⁵	jou²²swei²³						ju⁴⁵swi²¹³						jou²⁴fei⁵³~jou²⁴	
SWIM_2		wan¹³ɕɥei⁴¹																	
SWIM_3			jəu²¹yn²¹³				jou²⁴yŋ²¹³	jou⁵³yŋ⁴⁵		jo¹³un¹¹		ju⁴⁵juŋ²¹³	jəɯ¹³joŋ¹¹			jəu²¹yŋ⁵³			
SWIM_4			ɕi⁵³ʦau⁵³											si²¹⁴ʦau²¹⁴					
SWIM_5				sjeu⁵³ʦwoi³²															sju²⁴ʦwi⁵³
SWIM_6									vo⁵⁵ɕy²¹³	jo¹³ɕy⁴²									
SWIM_7											se³¹sən³³ne⁰								
SWIM_8															hoʔ⁴lã²³ɦjoʔ²³				
SWIM_9																	jjeu³⁴¹vu³⁴¹ŋ⁰		
SWIM_10																		fu²⁴fei⁵³	
TAIL_1	wei²¹³		wei⁵³ʦɹ⁵³																
TAIL_2		wei⁴¹pa⁰	wei⁵³pa⁵⁵			wei²³pa⁴²	wei²¹³pa⁰	i⁴⁵pa⁰	vi²¹³po⁵⁵	wi⁴²pa⁰		wi²¹³pa⁰	wei¹¹pɑ⁰	wei²¹⁴pa³³⁴		vei⁵³pa⁰		i⁵³pɑ⁰	
TAIL_3				mwoi³²mwoi³²															
TAIL_4					mei²³						mi³³pa³³						mei²⁴po⁴⁴ŋ⁰		me⁵³pa⁵⁵~me⁵³
TAIL_5															ɲi²³¹po⁴⁴				
THAT_1	nɑ⁵¹		na²¹³		na³³	la²³	na⁵³	na³¹	na³¹					njɛ³³⁴				nɑ⁵³	
THAT_2		la⁵⁵								lo¹¹		la²¹³							
THAT_3				hy³²								he²¹³					he²⁴		
THAT_4				hwoi⁵³															hit³²
THAT_5											ke⁵³				kwe̞⁴⁴				
THAT_6													ləʔ⁵						
THAT_7																vai⁵³			
THERE_1	na⁵¹		nə²¹³				na⁵³	na³¹						njɛ³³⁴		na⁴⁵		nɑ⁵³	
THERE_2		la⁵⁵li⁴¹								lo¹¹li⁰		la²¹³li⁰							
THERE_3			na²¹³ko⁵⁵ti²¹³faŋ⁵⁵			la²³kwo⁰ti²⁴fɑŋ⁴²													
THERE_4				hu⁵⁵woi²¹²															
THERE_5					kɔ³³tou³³														
THERE_6									na³¹n⁰										
THERE_7											e⁵³je⁰								
THERE_8													leʔ⁵kʰwɛ⁴⁴						
THERE_9															we̞⁴⁴mjɪ²³¹				
THERE_10																	bwɔ³⁴¹ta⁴⁴		
THERE_11																			hit³²te²¹
THEY_1	tʰa⁵⁵mən³⁵	tʰa³³mən	tʰa⁴⁵mən²¹				tʰa⁴⁴mən⁰	tʰa⁴⁵mẽ⁰					tʰɑ³¹mən¹³	tʰa⁵²mən³³⁴		tʰa²¹məŋ⁰			
THEY_2				i⁵⁵nøyŋ⁵³~i⁵⁵koʔ²⁴nøyŋ⁵³															
THEY_3					kʰøy²³tei²²														
THEY_4						tʰa⁴²ti⁰kɤ²¹												tʰɑ²¹ti⁰	
THEY_5									ki⁴⁴jɑ̃⁰								ɡei³⁴¹ljɛ³⁴¹		
THEY_6										tʰɔ⁴⁴nã¹³									
THEY_7											ki¹¹ten³³ŋin¹¹								
THEY_8												ʨje²⁴mɨn⁰							
THEY_9															li⁴⁴toʔ⁰				
THEY_10																			in⁵⁵
THICK_1	xou⁵¹	xəi⁴¹	xəu²¹³		hɐu²³	xai²⁵ɕi²²	xou⁵³~xou⁵³ʂɻ⁰	xou³¹	xi²¹³	ɣɤ¹¹		hɛu²¹	xəɯ⁴⁴	xou³³⁴		xəu⁴⁵		xou⁴⁴	
THICK_2				kau²⁴²													ɡau²⁴		kau²²
THICK_3											pʰun³³								
THICK_4															ɦʏ²³¹				
THIN (OF LEAF AND CLOTH)_1	pɑu³⁵	po²⁴	po²¹	poʔ⁵	pɔk²	pɑu²²	pɤ²⁴	pɤ⁵³	pʰoʔ³²	pʰo¹¹	pʰok⁵	pʰɔʔ⁵	poʔ⁵	pɔ³⁵	boʔ²³	pəʔ⁵⁴	bo²³	po²⁴	poʔ⁵
THINK (REFLECT)_1	ɕjɑŋ²¹³	ɕjan⁴¹	ɕjaŋ⁵³	swoŋ³²	sœŋ³⁵	ɕjɑŋ²³	ɕjaŋ²¹³	ɕjɑŋ⁴⁵	ɕjõ²¹³	ɕjɔŋ⁴²	sjoŋ³¹	ɕjɔŋ²¹³	ɕjɑ̃¹¹	sjaŋ²¹³	sjã⁵²	ɕjɒ̃⁵³	ɕi²⁴	ɕjɑŋ⁵³	sjũ²²
THIS_1	ʈ͡ʂɤ⁵¹		ʦe²¹³				ʈ͡ʂɤ⁵³	ʈ͡ʂɤ³¹					ʈ͡ʂe⁴⁴	ʧɛ³³⁴				ʈ͡ʂɤ⁵³	
THIS_2		ko²⁴										ko²¹³			ke̞⁴⁴				
THIS_3				ʦi³²															ʦit³²
THIS_4				ʦja³²															
THIS_5					li⁵⁵														
THIS_6						i²⁵kwo⁵⁵													
THIS_7									nn²¹³										
THIS_8										ʦɹ³⁵									
THIS_9											e³¹								
THIS_10																ʦai⁵³			
THIS_11																	ki⁴¹kai⁴¹		
THOU_1	ni²¹⁴	li⁴¹	ɲi⁵³		nei²³		ni²¹³	ɲi⁴⁵	n²¹³	n⁴²		n²¹³	li¹¹	ni²¹⁴	ne̞²³¹	ni⁵³	ɲi²⁴	ni⁵³	
THOU_2				ny³²~ny³²nøyŋ⁵³							n¹¹								
THOU_3						lio²³													li⁵³
THREE_1	san⁵⁵	san³³	san⁴⁵	saŋ⁵⁵	sam⁵⁵	sã⁴²	san⁴⁴	sæ̃²¹⁴	sɔ⁵⁵	sã⁴⁴	sam³³	san⁴²	sɑ̃³¹	sɐn⁵²	se̞⁴⁴	sæ̃²¹	sa⁴⁴	sæ̃²¹	sã⁵⁵
THROW_1	ʐəŋ⁵⁵	ʐən¹³	zən⁴⁵				ʐəŋ⁴⁴	ləŋ²¹⁴				lɨn²¹				zəŋ⁵³			liŋ⁵⁵
THROW_2		ɕwai⁴¹	swai⁵³																
THROW_3				ljeu⁵⁵						ljɤ¹¹				ljau³³⁴				ljɑu⁴⁴	
THROW_4				kœʔ⁵											toʔ⁴				
THROW_5				kʰœ³²															
THROW_6					tju⁵⁵	tjou⁴²					tju³³	tju⁴²							
THROW_7									pʰɤ⁵⁵										
THROW_8										jɔ³⁵									
THROW_9													swə³¹						
THROW_10																	ɡa²²		
TIE_1	kʰwən²¹⁴	kʰwən⁴¹	kʰwɛn⁵³ʨʰi⁵³	kʰuŋ³²	kʰwɐn³⁵	kʰwɤŋ²²	kʰwən²¹³	kʰwẽ⁴⁵		kʰun⁴²	kʰun³¹	kʰun²¹³	kʰwən¹¹		kʰwən⁵²	kʰuŋ⁵³		kʰwẽ⁵³	kʰun⁵³
TIE_2			ʦa²¹	ʦaʔ²⁴						ʦa¹³		ʦat⁵			ʦaʔ⁴	ʦaʔ²		ʦɑ²¹	
TIE_3									põ²¹³					paŋ²¹⁴					
TIE_4										djɔ̃¹³		tʰjaʔ⁵							
TIE_5																	ɦo²¹		
TIE_6																			pak⁵
TONGUE_1	ʂɤ³⁵	sə²⁴təu⁰	se²¹tʰə²¹			ɕje²²tai²²	ʂɤ²⁴tʰou⁰	ʂɤ⁵³tʰou⁰				sət²¹tʰɛu⁰	seʔ⁵tʰəɯ¹³	ʃɛ³⁵tʰə⁰	zəʔ²³dʏ¹³	ʂəʔ⁵⁴~ʂəʔ⁵⁴tʰəu²¹		ʂɤ²⁴tʰou⁰	
TONGUE_2		sə²⁴ʦɹ⁰								ɕje³⁵ʦɹ⁰									
TONGUE_3				ʦʰwoi²¹²sjoʔ⁵															
TONGUE_4					sit²						sat⁵ma¹¹								
TONGUE_5									kʰi²¹³ʨʰɥaʔ³²										
TONGUE_6																	kʰau²⁴²ji²¹		
TONGUE_7																			ʦiʔ⁵ja⁵³
TOOTH_1	ja³⁵ʈ͡ʂʰɻ²¹³	ŋa¹³ʦʰɹ⁴¹	ja²¹ʦʰɹ⁰					ja⁵³ʈ͡ʂʰɻ⁴⁵	ŋo⁴⁴ʦɹ²¹³	ŋɔ¹³ʣɹ⁴²	ŋa¹¹ʦʰɹ³¹	ŋo⁴⁵ʦɹ⁰	jɑ¹³ʈ͡ʂʰɻ¹¹	ja⁵²ʈ͡ʂʰɻ²¹⁴	ŋɑ¹³ʦɹ⁵²	ja²¹ʦʰɹ⁵³	ŋo³⁴¹ʦʰɹ²⁴²	ɲjɑ²⁴ʦʰɹ⁰	
TOOTH_2				kʰi³²															
TOOTH_3					ŋa²¹ʦʰi³⁵	ŋa²²ʨʰi²³	ja²⁴												
TOOTH_4																			ʦʰwi²²kʰi⁵³
TREE_1	ʂu⁵¹	ɕy¹¹	su²¹³		sy²²	ɕy²¹	ʂu⁵³	ʂu³¹	ɕy³¹	ʑy¹¹		su²¹	su⁴⁴	ʃy³³⁴		su⁴⁵		fu⁴⁴	
TREE_2				ʦʰjeu²¹²															ʦʰju²²
TREE_3											su⁵⁵ve⁰								
TREE_4															zɻʷ²³¹		zɹ²²		
TURN AROUND_1	ʈ͡ʂwan²¹³	ʨwẽ⁵⁵	ʦwan²¹³	twoŋ³²		ʦwã²³	ʈ͡ʂwan²¹³	ʈ͡ʂwæ̃⁴⁵					ʦwɑ̃¹¹~ʦwɑ̃⁴⁴	ʈ͡ʂwɐn²¹⁴		ʦwæ̃⁴⁵			ʦwan⁵³
TURN AROUND_2		ʨɥẽ⁴¹							ʨɥẽ²¹³~ʨɥẽ³⁵	ʨɥĩ³⁵~ʨɥĩ⁴²									
TURN AROUND_3				pɛ³²lɛ³²															
TURN AROUND_4					ʦyn³³~ʦyn³⁵						ʦon³¹	ʦon²¹³~ʦon⁴⁵			ʦø⁴¹²~ʦø⁵²		ʨy²⁴		
TURN AROUND_5																		p͡fæ̃⁵³~p͡fæ̃⁴⁴	
