Language1,Phone1,Language2,Phone2,Surprisal,OOV_Smoothed
Belarusian,ɨ,Belarusian,ɨ,0.15845286864583358,9.098032082960527
Belarusian,ɨ,Belarusian,-,5.638600464323229,9.098032082960527
Belarusian,ʣʲ,Belarusian,ʣʲ,0.6601499971153756,7.0
Belarusian,ʂʲ,Belarusian,ʂʲ,2.398549376490275,5.857980995127572
Belarusian,v,Belarusian,v,0.29524298674412935,8.2667865406949
Belarusian,v,Belarusian,-,4.807354922057604,8.2667865406949
Belarusian,æ,Belarusian,æ,0.21150410519371157,8.707359132080883
Belarusian,æ,Belarusian,e,5.247927513443585,8.707359132080883
Belarusian,u,Belarusian,u,0.36741947904610395,8.219168520462162
Belarusian,u,Belarusian,-,3.8268510976834014,8.219168520462162
Belarusian,t,Belarusian,t,0.1765703150843245,8.672425341971495
Belarusian,ʦʲ,Belarusian,r,6.0081739314457,9.467605550082997
Belarusian,ʦʲ,Belarusian,ʁ,6.0081739314457,9.467605550082997
Belarusian,ʦʲ,Belarusian,ʦʲ,0.1434250034642565,9.467605550082997
Belarusian,nʲ,Belarusian,nʲ,0.600729816579473,7.10852445677817
Belarusian,z,Belarusian,z,0.509364881826997,7.303780748177103
Belarusian,xʲ,Belarusian,xʲ,2.398549376490275,5.857980995127572
Belarusian,ʂ,Belarusian,ʂ,0.667016716603642,7.700439718141093
Belarusian,ʂ,Belarusian,ʁ,4.241008099503795,7.700439718141093
Belarusian,ʂ,Belarusian,-,3.308122295362332,7.700439718141093
Belarusian,zʲ,Belarusian,zʲ,1.3312059084753733,6.285402218862249
Belarusian,d,Belarusian,sʲ,4.606657571820476,8.066089190457772
Belarusian,d,Belarusian,d,0.4150374992788438,8.066089190457772
Belarusian,d,Belarusian,-,4.606657571820476,8.066089190457772
Belarusian,s,Belarusian,s,0.2570356652123507,8.169925001442312
Belarusian,ɵ,Belarusian,a,3.2954558835261714,6.754887502163469
Belarusian,ɵ,Belarusian,ɵ,1.0824621601919733,6.754887502163469
Belarusian,kʲ,Belarusian,kʲ,0.4423104294289477,7.475733430966398
Belarusian,ʧ,Belarusian,ʧ,0.3695228400264751,7.700439718141093
Belarusian,a,Belarusian,a,0.07244726816810272,10.417852514885897
Belarusian,a,Belarusian,-,6.0255350921071384,10.417852514885897
Belarusian,p,Belarusian,r,4.606657571820476,8.066089190457772
Belarusian,p,Belarusian,p,0.4150374992788438,8.066089190457772
Belarusian,p,Belarusian,ʁ,4.606657571820476,8.066089190457772
Belarusian,ʁ,Belarusian,p,4.4947646917495785,7.954196310386876
Belarusian,ʁ,Belarusian,ʂ,4.4947646917495785,7.954196310386876
Belarusian,ʁ,Belarusian,ʁ,0.4543504233036698,7.954196310386876
Belarusian,m,Belarusian,m,0.3695228400264751,7.700439718141093
Belarusian,e,Belarusian,o,5.212993723334198,8.672425341971495
