Sample	prior	likelihood	posterior
0	-19.431928346546655	-6442.116225361416	-6461.548153707962
200	7.915291988143779	-4800.204188229911	-4792.288896241767
400	13.33141661758794	-4562.517274458124	-4549.185857840536
600	13.697303203343697	-4461.890070735179	-4448.192767531835
800	11.984108473390153	-4411.467022642529	-4399.482914169139
1000	9.25492112479678	-4313.112238394451	-4303.857317269654
1200	12.480586255711383	-4246.077945877447	-4233.597359621735
1400	12.846631061155783	-4223.5279027638335	-4210.681271702678
1600	41.563603490462626	-4196.278044976606	-4154.714441486143
1800	41.27184227620887	-4186.583150679619	-4145.31130840341
2000	40.64572408350827	-4191.062889502947	-4150.417165419439
2200	38.753043126085025	-4195.235876019462	-4156.482832893377
2400	42.14572567466838	-4196.202120672473	-4154.056394997805
2600	38.307421264347866	-4191.53714246823	-4153.229721203882
2800	40.445775370483865	-4195.34216959755	-4154.896394227067
3000	40.225767568786665	-4197.006176687888	-4156.780409119101
3200	45.90938711230847	-4189.526325015776	-4143.616937903467
3400	48.299117651396756	-4191.477136537258	-4143.178018885861
3600	47.00542747100388	-4187.637327106768	-4140.631899635764
3800	47.75914566816446	-4187.601150544758	-4139.842004876593
4000	46.52064151753149	-4186.790500384155	-4140.2698588666235
4200	44.50534007514102	-4191.874258865927	-4147.368918790786
4400	48.486965764648694	-4181.14999685033	-4132.663031085682
4600	48.42630416887271	-4180.3696347465775	-4131.943330577705
4800	49.483141315949204	-4178.317246761043	-4128.834105445094
5000	48.57676021348396	-4185.714793287116	-4137.138033073632
5200	46.22658466703574	-4186.606425932145	-4140.379841265109
5400	50.173357503797526	-4183.258978548911	-4133.085621045113
5600	50.04597480606489	-4178.5524436459145	-4128.50646883985
5800	49.10352680458045	-4181.443247092128	-4132.339720287548
6000	50.60401095428515	-4180.130355901436	-4129.52634494715
6200	50.26888606574037	-4173.661359391321	-4123.392473325581
6400	49.791419309690426	-4175.14433473591	-4125.35291542622
6600	48.46698131868806	-4179.31756186024	-4130.850580541552
6800	48.85697568273661	-4178.462646338637	-4129.6056706559
7000	43.84470874468025	-4175.755267475891	-4131.910558731211
7200	40.366556388335646	-4176.838067290617	-4136.471510902281
7400	41.57496719982693	-4173.964122936776	-4132.389155736949
7600	42.26998615770819	-4176.147651733745	-4133.877665576037
7800	39.64799796382909	-4176.090966366561	-4136.442968402732
8000	41.67511706292768	-4172.761183786569	-4131.086066723641
8200	44.67998749433229	-4171.480333430085	-4126.800345935752
8400	44.42021563927355	-4177.445287798223	-4133.025072158949
8600	49.022024071046616	-4173.549319531846	-4124.527295460799
8800	47.894418310502026	-4175.711886611483	-4127.817468300981
9000	50.7690246245379	-4174.595575980767	-4123.826551356229
9200	49.69898997345102	-4173.021034021313	-4123.322044047863
9400	50.683534874793594	-4172.990809068619	-4122.307274193825
9600	50.1030583695806	-4172.802843831078	-4122.6997854614965
9800	51.5082482455964	-4176.403821095923	-4124.895572850327
