Gloss	Belarusian	Bulgarian	Croatian	Czech	Latvian	Lithuanian	Polish	Russian	Slovak	Slovene	Ukrainian
THAW_9						tʲɪ̂rˑptʲɪ					
THAW_10					kust						
THEN_1		pɔslɛ									
THEN_2		tɔɡava									
THEN_3	pɔtɨm		zǎtiːm	potom			pɔtɛm	pɐtɔˑm	pɔtɔm		pɔtʲim
THEN_4									natɔ	natɔ˨ː	
THEN_5				pak							
THEN_6						potǒː					
THEN_7					tɑd						
THERE_1	tam	tam		tam			tam	taˑm	tam		tɑm
THERE_2			ɔ̌ːndjɛ								
THERE_3										ta˦m	
THERE_4						tɛ̂nˑ					
THERE_5						tɛnɐʲɪ̯ˑ					
THERE_6					tur						
THEY_1		tɛ									
THEY_2	janɨ		ɔ̌ni	oɲɪ			ɔni	ɐnʲiˑ	ɔni		wɔnɪ
THEY_3										o˦ːni	
THEY_4						jɪ̂					
THEY_5						jǒːs					
THEY_6					viɲi~viɲɑs						
THICK_1		dɛbɛɫ	dɛ̌bɛɔ								
THICK_2										de˦ːbɛl	
THICK_3	tɔwstɨ			tlustiː				tɔˑɫstɨj	tɫ̩stiː		tɔwstɪj
THICK_4							ɡɾubɨ				
THICK_5						stôːrɐs					
THICK_6					biɛ̯sː						
THIGH_1	bʲadrɔ	bɛdrɔ	bɛ̌drɔ					bʲɪdrɔˑ			
THIGH_2										ste˦ːɡnɔ	
THIGH_3	sʦʲaɣnɔ			stɛɦno					stɛɦnɔ		stɛɦnɔ
THIGH_4							udɔ				
THIGH_5						kʊ̂ɫʃʲɪs					
THIGH_6						ʃɫɒʊ̯ˑnʲɪ̂s					
THIGH_7					ʦiskɑ						
THIGH_8					au̯kʃːtilps						
THIN (OF SHAPE OF OBJECT)_1		tɤnɤk	tânak								
THIN (OF SHAPE OF OBJECT)_2										ta˨ːnɛk	
THIN (OF SHAPE OF OBJECT)_3	tɔnki			tɛŋkiː			ʨɛŋki	tɔˑnkij	tɛŋkiː		tɔnkɪj
THIN (OF SHAPE OF OBJECT)_4					blɑːns	pɫôːnɐs					
THING_1		vɛʃt		vjɛʦ				vʲeˑʃʲː	vɛʦ		
THING_2			pɔ̌saɔ								
THING_3										rɛ˨ːʧ	
THING_4										stʋa˨ːr	
THING_5	rɛʈ͡ʂ						ʐɛʈ͡ʂ				rʲiʈ͡ʂ
THING_6						dâˑʲɪ̯ktɐs					
THING_7					liɛ̯tɑ						
THINK_(REFLECT)_1		misʎa	mîsliti	mɪslɪt			mɨɕlɛʨ		misɫi̯ec		mɪslɪtɪ
THINK_(REFLECT)_2										mi˨ːsliti	
THINK_(REFLECT)_3	dumaʦʲ				duɔ̯mɑːt			duˑmətʲ			dumɑtɪ
THINK_(REFLECT)_4						ɡɐɫʋôːtʲɪ					
THIN_(SLIM)_1		tɤnɤk									
THIN_(SLIM)_2	strɔjnɨ	strɔɛn						strɔˑjnɨj			
THIN_(SLIM)_3			ʋîtak								
THIN_(SLIM)_4										ʋi˨ːtɛk	
THIN_(SLIM)_5				ʃciːɦliː			smukwɨ		ʃtiːɦɫi		
THIN_(SLIM)_6											tɔnkɪj~strunkɪj
THIN_(SLIM)_7						ɫâˑʲɪ̯bɐs					
THIN_(SLIM)_8						ɫiəknɐs					
THIN_(SLIM)_9					zlai̯ts						
THIRD_1	trɛʦi	trɛti	trɛ̂ʨiː	dr̝ɛciː			tʂɛʨi	trʲeˑtʲij	trɛtiː		trɛtʲij
THIRD_2										trɛ˨ːtji	
THIRD_3					drɛʃai̯s	trɛ̌ʧʲɛs					
THIRTY_1	trɨtʦaʦʲ	tridɛsɛt	trǐːdɛsɛːt	dr̝ɪʦɛt	driːzdɛzmit	trʲɪ̂sdɛʃʲɪmt		trʲiˑdʦətʲ	tritsac		trɪdʦʲɑtʲ
THIRTY_2										tri˨ːdɛsɛt	
THIRTY_3							tʂɨʥɛɕʨi				
THIS_1		tɔzi									
THIS_2			ɔ̌ʋɔː								
THIS_3				toto			tɔ		tɔ~taːtɔ	tɔ˨ː	
THIS_4				toɦlɛ							
THIS_5											ʦɛ
THIS_6	ɣɛta							ɛˑtə			
THIS_7					ʃis	ʃʲɪ̂s~ʃʲɪ̂tɐs					
THITHER_1		natam~natatɤk									
THITHER_2			ɔ̌namɔ								
THITHER_3										tja˦	
THITHER_4				tam			tam		ta~tam		
THITHER_5	tudɨ							tudaˑ			tudɪ
THITHER_6						tɛ̂nˑ~tɛ̂nˑlʲɪnk					
THITHER_7					turp						
THITHER_8					uzturiɛ̯ni						
THOU_1	tɨ	ti	tîː	tɪ	tu	tʊ̂	tɨ	tɨˑ	ti	ti˨ː	tɪ
THOUGHT_1		misɤɫ	mîːsaɔ	mɪʃlɛŋka			mɨɕl	mɨsl	miʃɫi̯eŋka		
THOUGHT_2										mi˨ːsɛl	
THOUGHT_3	dumka										dumkɑ
THOUGHT_4						mʲɪntʲɪ̂s					
THOUGHT_5					duɔ̯mɑ						
THOUSAND_1		xiʎada									
THOUSAND_2	tɨsʲaʈ͡ʂa		tîsuʨa	cɪsiːʦ			tɨɕɔnʦ	tɨˑsʲɪʧə	tisiːʦ		tɪsʲɑʈ͡ʂɑ
THOUSAND_3										ti˨ːsɔʧ	
THOUSAND_4					tuːkstuɔ̯ʃ	tûːkstɐntʲɪs					
THREAD_1		kɔnɛʦ	kɔ̌naʦ								
THREAD_2	nitka		nît	ɲɪt			niʨ~nitka	nʲiˑtkə	nic		nɪtkɑ
THREAD_3										ni˨ːt	
THREAD_4									vɫaːknɔ		
THREAD_5						ɡʲɪjɑ̂					
THREAD_6						sʲɪûːɫɐs					
THREAD_7					diɛ̯ks						
THREAD_8					pɑvɛdiɛ̯ns						
THREE_1	trɨ	tri	trîː	dr̝ɪ	driːs	trǐːs	tʂɨ	trʲiˑ	tri	tri˨ː	trɪ
THROAT_1	ɣɔrla	ɡɤrɫɔ	ɡr̩̂lɔ	ɦrdlo			ɡaɾdwɔ	ɡɔˑrɫə	ɦr̩dɫɔ		ɦɔrlɔ
THROAT_2										ɡə˨rlɔ	
THROAT_3					riːɡlɛ	ɡɛrkɫeː					
THROUGH_1	praz	prɛs					pʂɛs				
THROUGH_2			pɔ								
THROUGH_3			krɔ̂z	skrs							krʲizʲ
THROUGH_4										skɔ˨ːzi	
THROUGH_5									ʦɛs		
THROUGH_6								skvɔˑsʲ			
THROUGH_7						prǒː					
THROUGH_8						pɛ̂rˑ					
THROUGH_9					ʦau̯r~ʦau̯ri						
THROW_1		xvɤrʎa									
THROW_2			bǎʦati					brɐsaˑtʲ			
THROW_3										lu˨ːʧati	
THROW_4									ɦɔdic		
THROW_5									vr̩ɦnuːc		
THROW_6				ɦaːzɛt							
THROW_7							ʐuʦaʨ				
THROW_8	kidaʦʲ										kɪdɑtɪ
THROW_9					mɛst	mɛ̂stʲɪ					
THROW_10					zviɛ̯st	sʋîəstʲɪ					
THUNDER_1	ɣrɔm	ɡrɤm	ɡrɔ̂ːm	ɦrom				ɡrɔˑm	ɦrɔm		ɦrʲim
THUNDER_2			ɡř̩mʎaʋina								
THUNDER_3										ɡrɔ˦m	
THUNDER_4							ɡʐmɔt				
THUNDER_5					pæːrkuɔ̯ns	pɛrkûːnɐs					
THUNDER_6						ɡrʲɛʊ̯ˑstʲɪ̂nʲɪs					
THUNDER_(VERB)_1		ɡɤrmʲa								ɡrmɛ˨ːti	
THUNDER_(VERB)_2	ɣrɨmʲɛʦʲ		ɡř̩mjɛti	ɦr̝mɲɛt			ɡʐmiɛʨ	ɡrʲɪmʲeˑtʲ	ɦr̩mi̯ec		ɦrɪmitɪ
THUNDER_(VERB)_3						ɡrʲɪâˑʊ̯stʲɪ~ɡrʲɪâˑʊ̯deːtʲɪ					
THUNDER_(VERB)_4					dɑːrdeːt						
THURSDAY_1	ʈ͡ʂaʦvʲɛr	ʧɛtvɤrtɤk	ʧɛtʋř̩ːtak	ʤdvrtɛk			ʈ͡ʂfaɾtɛk	ʨɪtvʲeˑrk	ʒdvr̩tɔk		ʈ͡ʂɛtwɛr
THURSDAY_2										ʧɛtə˨rtɛk	
THURSDAY_3					ʦætːurddiɛ̯nɑ	kɛtʋʲɪrtǎdiənʲɪs					
TIE_1		vɤrʒa									
TIE_2	vʲazaʦʲ		ʋɛ̌ːzati	br̝ɪvaːzat			viɔ̃zaʨ	vʲɪzaˑtʲ	zavi̯azac~privi̯azac		wjɑzɑtɪ
TIE_3										ʋɛ˨ːzati	
TIE_4						rʲɪ̂ʃtʲɪ~sʊrʲɪ̂ʃtʲɪ					
TIE_5					siɛ̯t						
TIE_6					ɑptiːt						
TIE_UP_1		zavɤrʒa									
TIE_UP_2	prɨvʲazaʦʲ		priʋɛ̌ːzati	br̝ɪvaːzat			pʂɨviɔ̃zaʨ	prʲivʲɪzaˑtʲ	privi̯azac		prɪwjɑzɑtɪ
TIE_UP_3										priʋɛ˨ːzati	
TIE_UP_4						prʲɪrʲɪ̂ʃtʲɪ					
TIE_UP_5					piɛ̯siɛ̯t~piɛ̯sai̯stiːt						
TIME_1		vrɛmɛ	ʋrijɛ̌mɛ					vrʲeˑmʲɪ			
TIME_2			dɔ̂ba								
TIME_3										ʧa˦s	
TIME_4	ʈ͡ʂas			ʧas			ʈ͡ʂas		ʧas		ʈ͡ʂɑs
TIME_5					lai̯ks	ɫɐʲɪ̯ˑkɐs					
TINKLE_1		zvɤntʲa								ʒʋɛnkɛta˨ːti	
TINKLE_2		drɤŋkam									
TINKLE_3			zʋɛ̌ːʧati			ʒʋɐnɡêːtʲɪ		zvʲaˑkətʲ			ʣvɑkɑtɪ
TINKLE_4				r̝ɪnʧɛt			bʐɛnʈ͡ʂɛʨ		rinʧac		
TINKLE_5	brazɣaʦʲ										
TINKLE_6					tiŋkʃceːt~ʤiŋksteːt						
TIP_(OF_OBJECT)_1		vrɤx	ʋr̩̂ːx								
TIP_(OF_OBJECT)_2		ɔstriɛ					ɔstʂɛ				
TIP_(OF_OBJECT)_3			ʃǐːʎak								
TIP_(OF_OBJECT)_4										ɔ˨ːst	
TIP_(OF_OBJECT)_5				ɦrot					ɦrɔt		
TIP_(OF_OBJECT)_6				ʃpɪʧka					ʃpiʧka		
TIP_(OF_OBJECT)_7	kɔnʈ͡ʂɨk							kɔˑnʨik			kinʈ͡ʂɪk
TIP_(OF_OBJECT)_8						prîəkʲɪs~priəʃɐkǐːs					
TIP_(OF_OBJECT)_9					zmai̯lɛ						
TIP_(OF_OBJECT)_10					ɡɑluɔ̯dnɛ						
TODAY_1		dnɛs	dǎnas	dnɛs~dnɛska					dnɛs		
TODAY_2										da˨ːnɛs	
TODAY_3							ʥiɕ~ʥiɕaj				
TODAY_4								sʲɪvɔˑdnʲɪ			sʲɔɦɔdnʲi
TODAY_5	sʲɔnʲːa										
TODAY_6					ʃuɔ̯diɛ̯n	ʃʲɛ̂nˑdiən					
TOE_1		prɤstnakrak		prstunoɦɪ					pr̩stnanɔɦɛ		
TOE_2			nɔ̂ːzniːpr̩̂st								
TOE_3										pə˨rstnano˦ːɡi	
TOE_4	palʲɛʦ						palɛʦ	paˑlɪʦ			
TOE_5											pɑlɛʦʲnɑnɔzʲi
TOE_6					pirksts	pʲɪ̂rˑʃtɐs					
TOGETHER_1		zaɛdnɔ	zâjɛdnɔ								
TOGETHER_2			skûpa								
TOGETHER_3										sku˨ːpaj	
TOGETHER_4				spolu					spɔɫu~spɔɫɔʧnɛ		spʲilʲnɔ
TOGETHER_5				doɦromadɪ							
TOGETHER_6	razam						ɾazɛm				rɑzɔm
TOGETHER_7								vmʲeˑstʲɪ			
TOGETHER_8						kɐrtʊ̂					
TOGETHER_9						drɒʊ̯ˑɡɛ̂					
TOGETHER_10					kuɔ̯pɑː						
TOGETHER_11					viɛ̯nviɛ̯t						
TOMORROW_1		utrɛ					jutɾɔ				
TOMORROW_2	zawtra		sûtra	ziːtra				zaˑvtrə	zajtra		zɑwtrɑ
TOMORROW_3										ju˨ːtri	
TOMORROW_4					riːt	rʲiːtôːj					
TONE_(MUSIC)_1		tɔn	tɔ̂ːn	toːn			tɔn		tɔːn		tɔn
TONE_(MUSIC)_2										tɔ˨ːn	
TONE_(MUSIC)_3							ʥviɛŋk		zvuk		
TONE_(MUSIC)_4	ɣuʈ͡ʂanʲːɛ										
TONE_(MUSIC)_5								zvuʧaˑnʲijə			
TONE_(MUSIC)_6					tuɔ̯nis	tônɐs					
TONE_(MUSIC)_7						ɡɐ̂rˑsɐs					
TONGUE_1	jazɨk	ɛzik	jɛ̌zik	jazɪk			jɛ̃zɨk	jɐzɨˑk	jazik		jɑzɪk
TONGUE_2										je˦ːzik	
TONGUE_3						ɫiəʒʊ̂ʋʲɪs					
TONGUE_4					meːlɛ						
TOOTH_1	zub	zɤp	zûːb	zup			zɔmp	zuˑp	zup		zub
TOOTH_2										zɔ˨ːb	
TOOTH_3						dɐntʲɪ̂s					
TOOTH_4					zuɔ̯ps						
TOUCH_1		dɔkɔsna									
TOUCH_2			dɔ̌tiʦati	dotiːkatsɛ			dɔtɨkaʨ		dɔtikacsa		
TOUCH_3			dɔdirǐːʋati								
TOUCH_4										dɔti˨ːkatisɛ	
TOUCH_5	ʈ͡ʂapaʦʲ										ʈ͡ʂjipɑtɪ
TOUCH_6								trɔˑɡətʲ			
TOUCH_7						ɫiəstʲɪ~pɐɫiəstʲɪ					
TOUCH_8					skɑrt~ai̯sːkɑrt						
TOWEL_1		pɛʃkir									
TOWEL_2		kɤrpazaliʦɛ									
TOWEL_3	ruʈ͡ʂnik		rǔʧniːk	ruʧɲiːk			ɾɛnʈ͡ʂnik				ruʂnɪk
TOWEL_4										brisa˨ːʧa	
TOWEL_5									utɛraːk		
TOWEL_6								pəɫɐtʲeˑnʦə			
TOWEL_7						rɐ̂nˑkʃɫuəstʲɪs					
TOWEL_8					dviɛ̯lis						
TOWN_1	ɣɔrad	ɡrat	ɡrâːd					ɡɔˑrət			
TOWN_2			ʋǎːrɔʃ								
TOWN_3										mɛ˨ːstɔ	
TOWN_4				mɲɛsto		miəstɐs	miastɔ		mɛstɔ		mistɔ
TOWN_5					pilsæːtɑ						
TRACK_(OF_ANIMAL)_1		dirʲa	trâːɡ								
TRACK_(OF_ANIMAL)_2	slʲɛd	slɛda	slîjɛd				ɕlat	sleˑt			slʲid
TRACK_(OF_ANIMAL)_3										slɛ˨ːd	
TRACK_(OF_ANIMAL)_4				stopa					stɔpa		
TRACK_(OF_ANIMAL)_5						ʋeːʒěː					
TRACK_(OF_ANIMAL)_6					pæːdɑ	pêːdos					
TRACK_(OF_ANIMAL)_7						pêːdsɐkɐs					
TRANSLATE_1		prɛvɛda	prɛʋɛ̌sti					pʲɪrʲɪvʲɪstʲiˑ			
TRANSLATE_2										prɛʋe˦ːsti	
TRANSLATE_3	pʲɛraklasʦi			br̝ɛloʒɪt					prɛɫɔʒic		pɛrɛklɑstɪ
TRANSLATE_4							twumaʈ͡ʂɨʨ				
TRANSLATE_5						ʋɛ̂rˑstʲɪ~ɪʃʋɛ̂rˑstʲɪ					
TRANSLATE_6					tulkuɔ̯t~pɑːrtulkuɔ̯t						
TRAP_(PITFALL)_1		primka									
TRAP_(PITFALL)_2			zâːmka								
TRAP_(PITFALL)_3			klɔ̂pka						kɫɛpɛʦ		
TRAP_(PITFALL)_4										pa˨ːst	
TRAP_(PITFALL)_5	pastka			past					pasʦa		pɑstkɑ
TRAP_(PITFALL)_6				lɛːʧka				ɫɐvuˑʃkə			
TRAP_(PITFALL)_7						ʒɐbâˑnɡɐʲɪ̯ˑ	puwapka				
TRAP_(PITFALL)_8						pʲɪ̂nkɫeːs					
TRAP_(PITFALL)_9					zlɑzts						
TRAP_(PITFALL)_10					lɑmɑtːɑs						
TREE_1	drɛva	dɤrvɔ	dr̩̂ʋɔ				dʐɛvɔ	dʲeˑrʲɪvə		drɛʋɔ˨ː	dɛrɛwɔ
TREE_2			stǎːblɔ								
TREE_3				strom					strɔm		
TREE_4						mɛ̌dʲɪs					
TREE_5					kuɔ̯ks						
TREE_TRUNK_1		stɤbɫɔ	dɛ̌ːblɔ~stǎːblɔ								
TREE_TRUNK_2										de˦ːblɔ	
TREE_TRUNK_3				kmɛn					kmɛɲ		
TREE_TRUNK_4							piɛɲ				
TREE_TRUNK_5											stɔwbur
TREE_TRUNK_6	stvɔl							stvɔˑɫ			
TREE_TRUNK_7						kɐmîənɐs					
TREE_TRUNK_8					stumbrs						
TREMBLE_1		trɛpɛrʲa	trɛpɛ̌tati		drɛbeːt						
TREMBLE_2			dř̩xtati								
TREMBLE_3										drɡɛta˨ːti	
TREMBLE_4	drɨʐaʦʲ			dr̝aːstsɛ				drɐʒaˑtʲ	tri̯ascsa		
TREMBLE_5							dɾʐɛʨ				
TREMBLE_6											trɛmtʲitɪ
TREMBLE_7						ʋʲɪrpêːtʲɪ					
TROUSERS_1		pantaɫɔni									
TROUSERS_2			xlâʧɛ							xla˨ːʧɛ	
TROUSERS_3									nɔɦaviʦɛ		
TROUSERS_4				kalɦotɪ							
TROUSERS_5	ʂtanɨ						spɔdniɛ				
TROUSERS_6								brʲuˑki			brʲukɪ
TROUSERS_7						kêˑɫneːs					
TROUSERS_8					biksɛs						
TRUE_1		vɛrɛn									
TRUE_2		istinski	îstinit								
TRUE_3										rɛsni˨ːʧɛn	
TRUE_4	saprawdnɨ			pravdɪviː			pɾavʥivɨ		praviː~pravdiviː		sprɑwʐnʲij
TRUE_5								nəstɐjaˑʃʲːij			
TRUE_6						tʲɪ̂krɐs					
TRUE_7					iːsts						
TRUE_8					pɑtiɛ̯sː						
TRUTH_1	prawda	pravda		pravda			pɾavda	praˑvdə	pravda		prɑwdɑ
TRUTH_2			îstina								
TRUTH_3										rɛsni˨ːʦa	
TRUTH_4						tiəsɑ̂					
TRUTH_5					tai̯zniːbɑ~pɑtiɛ̯siːbɑ	tɛʲɪ̯ˑsîːbeː					
TRY_1		ɔpitam						pɨtaˑtʲsʲɪ			
TRY_2			pɔ̌kuʃati						pɔkuːsicsa		
TRY_3										pɔsku˨ːʃati	
TRY_4				skoʊ̯ʃɛt					skuːsic		
TRY_5	prabavaʦʲ						pɾubɔvaʨ				wɪprɔbɔwuwɑtɪ
TRY_6					meːɟinɑːt	meːɡʲɪ̂ntʲɪ					
TUBE_1		ʦɛf	ʦîjɛʋ								
TUBE_2	truba	trɤba		trupka				trubaˑ			trubɑ
TUBE_3										ʦɛ˨ːʋ	
TUBE_4							ɾuɾa		ruːra		
TUBE_5						ʋɐ̂mˑzdʲɪs					
TUBE_6					ʦau̯rulɛ						
TUESDAY_1	awtɔrak	vtɔrnik	ǔːtɔrak~ǔtɔːrnik				ftɔɾɛk	vtɔˑrnʲik	utɔrɔk		viwtɔrɔk
TUESDAY_2										to˦ːrɛk	
TUESDAY_3				uːtɛriː							
TUESDAY_4						ɐntrǎdiənʲɪs					
TUESDAY_5					uɔ̯drdiɛ̯nɑ						
TUMBLE_1		padna		upadnoʊ̯t					spadnuːc		
TUMBLE_2	upasʦi		pâsti				upaɕʨ	upaˑstʲ			upɑstɪ
TUMBLE_3										pa˨ːstido˦ːl	
TUMBLE_4					pɑɡrist	pɐrkrʲɪ̂stʲɪ~pɐrɡrʲɪûːtʲɪ					
TUMBLE_5					sɑbirt						
TURN_(SOMETHING)_1	vʲarʦʲɛʦʲ	vɤrtʲa	ʋř̩tjɛti					vʲɪrtʲeˑtʲ			wɛrtʲitɪ
TURN_(SOMETHING)_2										ʋrtɛ˨ːti	
TURN_(SOMETHING)_3				toʧɪt					tɔʧic		
TURN_(SOMETHING)_4									kruːtic		
TURN_(SOMETHING)_5							ɔbɾaʦaʨ				
TURN_(SOMETHING)_6						sʊ̂ktʲɪ					
TURN_(SOMETHING)_7					ɡriɛ̯st						
TURN_AROUND_(SOMETHING)_1		ɔbɤrna									
TURN_AROUND_(SOMETHING)_2			ɔkrɛ̌ːnuti								
TURN_AROUND_(SOMETHING)_3	pʲɛravʲarnuʦʲ		prɛʋřːnuti					pʲɪrʲɪvʲɪrnuˑtʲ			pɛrɛwɛrnutɪ
TURN_AROUND_(SOMETHING)_4										zasu˨ːkati	
TURN_AROUND_(SOMETHING)_5									ɔtɔʧic		
TURN_AROUND_(SOMETHING)_6				obraːcɪt			ɔbɾɔʨiʨ		ɔbraːtic		
TURN_AROUND_(SOMETHING)_7						sʊ̂ktʲɪ					
TURN_AROUND_(SOMETHING)_8						ɐpʋɛ̂rˑstʲɪ					
TURN_AROUND_(SOMETHING)_9					ɑbɡriɛ̯st						
TWELVE_1	dvanatʦaʦʲ	dvanajsɛt~dvanadɛsɛt	dʋǎːnaɛst	dvanaːʦt			dvanaɕʨɛ	dvʲɪnaˑdʦətʲ	dvanaːsc		dwɑnɑdʦʲɑtʲ
TWELVE_2										dʋa˨ːnajst	
TWELVE_3						dʋîːlʲɪkɐ					
TWELVE_4					difpɑtsmit						
TWENTY_1	dvatʦaʦʲ	dvajsɛt~dvadɛsɛt	dʋǎːdɛsɛːt	dvaʦɛt			dvaʥɛɕʨa	dvaˑdʦətʲ	dvatsac		dwɑdʦʲɑtʲ
TWENTY_2										dʋa˨ːjsɛt	
TWENTY_3					divdɛzmit	dʋʲɪ̂dɛʃʲɪmt					
TWIG_1		kɫɔn									
TWIG_2			ɡrǎːna								
TWIG_3										ʋɛ˨ːja	
TWIG_4				vjɛtɛf				vʲɪtfʲ	vɛdva		
TWIG_5							ɡawɔ̃ɕ				ɦɑluzʲ
TWIG_6	ɣalina										
TWIG_7						ʃɐkɛ̌ɫeː					
TWIG_8					nuɔ̯zɑrɛ						
TWINKLE_1		iskrʲa		jɪzɡr̝ɪtsɛ					iskricsa		
TWINKLE_2			sʋjɛtlǔʦati								
TWINKLE_3										i˨ːskritisɛ	
TWINKLE_4	bliskaʦʲ						zabwɨʂʈ͡ʂɛʨ				blɪskɑtɪ
TWINKLE_5								svʲɪrkaˑtʲ			
TWINKLE_6						ʒʲɪbêːtʲɪ					
TWINKLE_7					mirʣeːt						
TWINKLE_8					ʣirksteːt						
TWO_1	dva	dva	dʋâː	dva	divi		dva	dvaˑ	dva	dʋa˨ː	dwɑ
TWO_2						dʊ̂					
UNCLE_1		ʧiʧɔ	ʧǐːka								
UNCLE_2		vujʧɔ					vuj				
UNCLE_3			ûjaːk						ujɔ		
UNCLE_4										u˨ːjɛʦ	
UNCLE_5				striːʦ			stɾɨj		striːkɔ	stri˨ːʦ	
UNCLE_6											dʲɑdʲkɔ
UNCLE_7	dzʲadzʲka										
UNCLE_8						děːdeː		dʲaˑdʲɪ			
UNCLE_9					tæːvuɔ̯ʦis						
UNDERSTAND_1		sxvana	sxʋâtiti								
UNDERSTAND_2			pɔ̌ːjmiti								
UNDERSTAND_3										po˦ːjmiti	
UNDERSTAND_4				poxopɪt					pɔxɔpic		
UNDERSTAND_5							zɾɔzumiɛʨ		pɔrɔzumi̯ec		
UNDERSTAND_6	spasʦiɣnuʦʲ										ɔsʲɑɦnutɪ
UNDERSTAND_7								pɐnʲaˑtʲ			
UNDERSTAND_8								pɐstʲiˑʨ			
UNDERSTAND_9						sʊʋôːktʲɪ					
UNDERSTAND_10					jeːkt~ɑbjeːkt						
UNDERSTAND_(ACOUSTICALLY)_1		razbɛra	razǎbrati								
UNDERSTAND_(ACOUSTICALLY)_2				porozumɲɛt			ɾɔzumiɛʨ		rɔzumi̯ec	razumɛ˨ːti	
UNDERSTAND_(ACOUSTICALLY)_3							dɔswɨʂɛʨ	usɫɨˑʃətʲ			
UNDERSTAND_(ACOUSTICALLY)_4	paʈ͡ʂuʦʲ										pɔʈ͡ʂutɪ
UNDERSTAND_(ACOUSTICALLY)_5					sɑbrɑst	sʊprɑ̂stʲɪ					
UNTRUTH_1		ɫɤʒa	lâːʒ	lɛʃ				ɫɔˑʃ	ɫɔʃ		
UNTRUTH_2										la˨ːʒ	
UNTRUTH_3							kwamstfɔ				
UNTRUTH_4											brɛxnʲɑ
UNTRUTH_5	xlusnʲa										
UNTRUTH_6					mæli	mɛ̌ɫɐs					
UP_1	uɣaru	naɡɔrɛ		naɦoru			vɡuɾɛ̃~naɡuɾɛ̃		ɦɔrɛ		wɦɔru
UP_2			ûzbr̩dɔ								
UP_3										ɡo˦ːr	
UP_4								vvʲeˑrx	navr̩x		
UP_5						ɒʊ̯ˑkʃtǐːn					
UP_6						ʲiːʋʲɪ̂rˑʃuː					
UP_7					au̯kʃɑː~uzau̯kʃu						
URGE_(SOMEONE)_1		pɔdkarvam									
URGE_(SOMEONE)_2			natjɛrǎːʋati								
URGE_(SOMEONE)_3										ɡɔni˨ːti	
URGE_(SOMEONE)_4							pɔpɛnʥiʨ		pɔpudic		
URGE_(SOMEONE)_5				nucɪt							
URGE_(SOMEONE)_6	padɣanʲaʦʲ							pədɡɐnʲaˑtʲ			pʲidɦɑnʲɑtɪ
URGE_(SOMEONE)_7						ʊ̂ʲɪ̯tʲɪ					
URGE_(SOMEONE)_8						rǎɡʲɪntʲɪ~skʊ̂bʲɪntʲɪ					
URGE_(SOMEONE)_9					urdiːt						
URGE_(SOMEONE)_10					mudinɑːt						
VEIN_1	vʲɛna	vɛna						vʲeˑnə			wɛnɑ
VEIN_2		artɛrija									
VEIN_3			ʒîla				ʐɨwa		ʒiɫa		
VEIN_4										ʒi˨ːla	
VEIN_5				ʦɛːva							
VEIN_6	sasud							sɐsuˑt			
VEIN_7						krɒʊ̯ˑjǎɡʲiːsɫeː					
VEIN_8					ɑsːinzvɑts						
VERY_1		mnɔɡɔ									
VERY_2		tvɤrdɛ									
VERY_3			jâːkɔ								
VERY_4			ʋɛɔ̌ma								
VERY_5										zɛlɔ˨ː	
VERY_6	vʲɛlʲmi			vɛlmɪ					vɛʎmi		
VERY_7				vɛlɪʦɛ							
VERY_8							baɾʣɔ				
VERY_9											duʐɛ
VERY_10								ɔˑʨɪnʲ			
VERY_11						ɫɐbɐʲɪ̯ˑ					
VERY_12						bɐʲɪ̯ˑsʲɛʲɪ̯ˑ					
VERY_13					ʎuɔ̯ti						
VERY_14					ɡau̯ʒɑːm						
VILLAGE_1		sɛɫɔ	sɛ̌lɔ								sɛlɔ
VILLAGE_2										ʋa˨ːs	
VILLAGE_3									dɛdina		
VILLAGE_4				vɛsɲɪʦɛ							
VILLAGE_5	vʲɔska						viɛɕ				
VILLAGE_6								dʲɪrʲeˑvnʲɪ			
VILLAGE_7						kâˑʲɪ̯mɐs					
VILLAGE_8						sǒːdʒʲɪʊs					
VILLAGE_9					ʦiɛ̯ms						
VIOLENCE_1	nasilʲːɛ	siɫa~nasiliɛ	sîla~nǎːsiːʎɛ	naːsɪliː				nɐsʲiˑlijə	naːsiɫi̯e		
VIOLENCE_2										nasi˨ːlɛ	
VIOLENCE_3							vwaʣa				
VIOLENCE_4											nɑsɪlʲstwɔ
VIOLENCE_5						jeːɡɑ̂					
VIOLENCE_6						smʊ̂rtɐs					
VIOLENCE_7						prîəʋɐrtɐ					
VIOLENCE_8					vɑrɑ						
VIOLENCE_9					vɑrdɑrbiːbɑ						
VISIBLE_1		viʒdamsɛ									
VISIBLE_2			bîtiʋidʎiʋ								
VISIBLE_3										ʋi˨ːdɛtisɛ	
VISIBLE_4				moʦɪbiːtvɪɟɛn					bicvidi̯ec		
VISIBLE_5	vidnʲɛtʦa						vidniɛʨ	vʲidnʲeˑtʲsʲɪ			wɪdnʲitɪsʲɑ
VISIBLE_6					pɑrɑːdiːtiɛ̯s	pɐsʲɪrôːdʲiːtʲɪ					
VISIT_1		pɔsɛtʲa	pɔ̌sjɛtiti					pəsʲɪtʲiˑtʲ			
VISIT_2										ɔbiska˨ːti	
VISIT_3				naːfʃciːvɪt					nafʃtiːvic		
VISIT_4							ɔdviɛʥiʨ				
VISIT_5	navʲɛdaʦʲ										zɑvitɑtɪ~vidvidɑtɪ
