# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
3267	Nukuria	ABOVE	i a r u n a	7 7 5 7 4 7	XYBYBZ	IARYNA	15	15.I.V 15.A.V 15.R.C 15.Y.V 15.N.C 15.A.V	1.5 1.3 1.75 1.3 1.75 0.8	iaruna	0	2
3522	Penrhyn	ABOVE	r u ŋ a	5 7 4 7	AXBZ	RYNA	16	16.R.C 16.Y.V 16.N.C 16.A.V	2.0 1.5 1.75 0.8	ruŋa	0	2
3734	Pukapuka	ABOVE	l u ŋ a	5 7 4 7	AXBZ	LYNA	17	17.L.C 17.Y.V 17.N.C 17.A.V	2.0 1.5 1.75 0.8	luŋa	0	2
4032	RakahangaManihiki	ABOVE	r u ŋ a	5 7 4 7	AXBZ	RYNA	18	18.R.C 18.Y.V 18.N.C 18.A.V	2.0 1.5 1.75 0.8	ruŋa	0	2
4306	Rapanui	ABOVE	r u ɡ a	5 7 1 7	AXBZ	RYKA	19	19.R.C 19.Y.V 19.K.C 19.A.V	2.0 1.5 1.75 0.8	ruɡa	0	2
4560	Rarotongan	ABOVE	r u ŋ a	5 7 4 7	AXBZ	RYNA	20	20.R.C 20.Y.V 20.N.C 20.A.V	2.0 1.5 1.75 0.8	ruŋa	0	2
4856	RennellBellona	ABOVE	ɡ u ŋ a	1 7 4 7	AXBZ	KYNA	21	21.K.C 21.Y.V 21.N.C 21.A.V	2.0 1.5 1.75 0.8	ɡuŋa	0	2
5108	Samoan	ABOVE	i l u ŋ a	7 5 7 4 7	XBYBZ	ILYNA	22	22.I.V 22.L.C 22.Y.V 22.N.C 22.A.V	1.5 1.75 1.3 1.75 0.8	iluŋa	0	2
5619	Tahitian	ABOVE	n i ʔ a	4 7 1 7	AXBZ	NIHA	24	24.N.C 24.I.V 24.H.C 24.A.V	2.0 1.5 1.75 0.8	niʔa	0	3
5850	Tikopia	ABOVE	l u ɡ a r u ɡ a	5 7 1 7 5 7 1 7	AXBYBYBZ	LYKARYKA	25	25.L.C 25.Y.V 25.K.C 25.A.V 25.R.C 25.Y.V 25.K.C 25.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	luɡaruɡa	0	22
6094	Tongan	ABOVE	ʔ i ʔ o l u ŋ a	1 7 1 7 5 7 4 7	AXBYBYBZ	HIHULYNA	26	26.H.C 26.I.V 26.H.C 26.U.V 26.L.C 26.Y.V 26.N.C 26.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ʔiʔoluŋa	0	2
6315	Tuamotuan	ABOVE	r u ŋ a	5 7 4 7	AXBZ	RYNA	27	27.R.C 27.Y.V 27.N.C 27.A.V	2.0 1.5 1.75 0.8	ruŋa	0	2
6572	Tuvalu	ABOVE	l u ɡ a	5 7 1 7	AXBZ	LYKA	28	28.L.C 28.Y.V 28.K.C 28.A.V	2.0 1.5 1.75 0.8	luɡa	0	2
6829	Vaeakau-Taumako	ABOVE	l u ŋ a	5 7 4 7	AXBZ	LYNA	29	29.L.C 29.Y.V 29.N.C 29.A.V	2.0 1.5 1.75 0.8	luŋa	0	2
7069	Wallisian	ABOVE	l u ɡ a	5 7 1 7	AXBZ	LYKA	30	30.L.C 30.Y.V 30.K.C 30.A.V	2.0 1.5 1.75 0.8	luɡa	0	2
#
16	Anuta	ALL	k a t o a	1 7 1 7 7	AXBYZ	KATUA	1	1.K.C 1.A.V 1.T.C 1.U.V 1.A.V	2.0 1.5 1.75 1.3 0.8	katoa	0	24
240	Austral (Ra'ivavae)	ALL	ʔ a t o ʔ a	1 7 1 7 1 7	AXBYBZ	HATUHA	2	2.H.C 2.A.V 2.T.C 2.U.V 2.H.C 2.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʔatoʔa	0	24
441	Austral (Rurutuan)	ALL	p a a ʔ a aː ʔ a t o ʔ a	1 7 7 1 7 7 1 7 1 7 1 7	AXYBYYBYBYBZ	PAAHAAHATUHA	3	3.P.C 3.A.V 3.A.V 3.H.C 3.A.V 3.A.V 3.H.C 3.A.V 3.T.C 3.U.V 3.H.C 3.A.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 1.3 1.75 1.3 1.75 0.8	paaʔaaːʔatoʔa	0	25
702	East Futuna	ALL	k a a t o a	1 7 7 1 7 7	AXYBYZ	KAATUA	4	4.K.C 4.A.V 4.A.V 4.T.C 4.U.V 4.A.V	2.0 1.5 1.3 1.75 1.3 0.8	kaatoa	0	24
703	East Futuna	ALL	f u l i	3 7 5 7	AXBZ	BYLI	4	4.B.C 4.Y.V 4.L.C 4.I.V	2.0 1.5 1.75 0.8	fuli	0	53
976	Emae	ALL	p i n i	1 7 4 7	AXBZ	PINI	5	5.P.C 5.I.V 5.N.C 5.I.V	2.0 1.5 1.75 0.8	pini	0	27
1166	Futuna-Aniwa	ALL	o ʃ i	7 3 7	XBZ	USI	6	6.U.V 6.S.C 6.I.V	1.5 1.75 0.8	oʃi	0	28
1411	Hawaiian	ALL	a p a u	7 1 7 7	XBYZ	APAY	7	7.A.V 7.P.C 7.A.V 7.Y.V	1.5 1.75 1.3 0.8	apau	0	29
1642	Kapingamarangi	ALL	ɡ o d o o	1 7 1 7 7	AXBYZ	KUTUU	8	8.K.C 8.U.V 8.T.C 8.U.V 8.U.V	2.0 1.5 1.75 1.3 0.8	ɡodoo	0	24
1856	Luangiua	ALL	a a k o a	7 7 1 7 7	XYBYZ	AAKUA	9	9.A.V 9.A.V 9.K.C 9.U.V 9.A.V	1.5 1.3 1.75 1.3 0.8	aakoa	0	24
2075	Mangareva	ALL	k o u r o a	1 7 7 5 7 7	AXYBYZ	KUYRUA	10	10.K.C 10.U.V 10.Y.V 10.R.C 10.U.V 10.A.V	2.0 1.5 1.3 1.75 1.3 0.8	kouroa	0	32
2327	Maori	ALL	k a t o a	1 7 1 7 7	AXBYZ	KATUA	11	11.K.C 11.A.V 11.T.C 11.U.V 11.A.V	2.0 1.5 1.75 1.3 0.8	katoa	0	24
2548	Mele-Fila	ALL	e u t ʃ i	7 7 1 3 7	XYBCZ	EYTSI	12	12.E.V 12.Y.V 12.T.C 12.S.C 12.I.V	1.5 1.3 1.75 1.5 0.8	eutʃi	0	34
2743	Niuean	ALL	ɡ o t o a	1 7 1 7 7	AXBYZ	KUTUA	13	13.K.C 13.U.V 13.T.C 13.U.V 13.A.V	2.0 1.5 1.75 1.3 0.8	ɡotoa	0	24
2981	North Marquesan	ALL	t i a t o h u	1 7 7 1 7 3 7	AXYBYBZ	TIATUHY	14	14.T.C 14.I.V 14.A.V 14.T.C 14.U.V 14.H.C 14.Y.V	2.0 1.5 1.3 1.75 1.3 1.75 0.8	tiatohu	0	36
3268	Nukuria	ALL	k a t o o	1 7 1 7 7	AXBYZ	KATUU	15	15.K.C 15.A.V 15.T.C 15.U.V 15.U.V	2.0 1.5 1.75 1.3 0.8	katoo	0	24
3523	Penrhyn	ALL	k a t o a	1 7 1 7 7	AXBYZ	KATUA	16	16.K.C 16.A.V 16.T.C 16.U.V 16.A.V	2.0 1.5 1.75 1.3 0.8	katoa	0	24
3735	Pukapuka	ALL	p a u	1 7 7	AXZ	PAY	17	17.P.C 17.A.V 17.Y.V	2.0 1.5 0.8	pau	0	29
3736	Pukapuka	ALL	k a t o a	1 7 1 7 7	AXBYZ	KATUA	17	17.K.C 17.A.V 17.T.C 17.U.V 17.A.V	2.0 1.5 1.75 1.3 0.8	katoa	0	24
3737	Pukapuka	ALL	w u i	6 7 7	AXZ	WYI	17	17.W.C 17.Y.V 17.I.V	2.0 1.5 0.8	wui	0	53
4033	RakahangaManihiki	ALL	k a a t o a t o a	1 7 7 1 7 7 1 7 7	AXYBYYBYZ	KAATUATUA	18	18.K.C 18.A.V 18.A.V 18.T.C 18.U.V 18.A.V 18.T.C 18.U.V 18.A.V	2.0 1.5 1.3 1.75 1.3 1.3 1.75 1.3 0.8	kaatoatoa	0	24
4034	RakahangaManihiki	ALL	p a u r o a	1 7 7 5 7 7	AXYBYZ	PAYRUA	18	18.P.C 18.A.V 18.Y.V 18.R.C 18.U.V 18.A.V	2.0 1.5 1.3 1.75 1.3 0.8	pauroa	0	29
4307	Rapanui	ALL	t a h i	1 7 3 7	AXBZ	TAHI	19	19.T.C 19.A.V 19.H.C 19.I.V	2.0 1.5 1.75 0.8	tahi	1	41
4561	Rarotongan	ALL	k a t o a	1 7 1 7 7	AXBYZ	KATUA	20	20.K.C 20.A.V 20.T.C 20.U.V 20.A.V	2.0 1.5 1.75 1.3 0.8	katoa	0	24
4857	RennellBellona	ALL	k a a t o a	1 7 7 1 7 7	AXYBYZ	KAATUA	21	21.K.C 21.A.V 21.A.V 21.T.C 21.U.V 21.A.V	2.0 1.5 1.3 1.75 1.3 0.8	kaatoa	0	24
4858	RennellBellona	ALL	h u ɡ i	3 7 1 7	AXBZ	HYKI	21	21.H.C 21.Y.V 21.K.C 21.I.V	2.0 1.5 1.75 0.8	huɡi	0	53
5109	Samoan	ALL	ʔ a a t o a	1 7 7 1 7 7	AXYBYZ	HAATUA	22	22.H.C 22.A.V 22.A.V 22.T.C 22.U.V 22.A.V	2.0 1.5 1.3 1.75 1.3 0.8	ʔaatoa	0	24
5396	Sikaiana	ALL	k a t o a	1 7 1 7 7	AXBYZ	KATUA	23	23.K.C 23.A.V 23.T.C 23.U.V 23.A.V	2.0 1.5 1.75 1.3 0.8	katoa	0	24
5620	Tahitian	ALL	a t o ʔ a	7 1 7 1 7	XBYBZ	ATUHA	24	24.A.V 24.T.C 24.U.V 24.H.C 24.A.V	1.5 1.75 1.3 1.75 0.8	atoʔa	0	24
5851	Tikopia	ALL	k a t o a	1 7 1 7 7	AXBYZ	KATUA	25	25.K.C 25.A.V 25.T.C 25.U.V 25.A.V	2.0 1.5 1.75 1.3 0.8	katoa	0	24
6095	Tongan	ALL	k o t o a	1 7 1 7 7	AXBYZ	KUTUA	26	26.K.C 26.U.V 26.T.C 26.U.V 26.A.V	2.0 1.5 1.75 1.3 0.8	kotoa	0	24
6316	Tuamotuan	ALL	k a t o ŋ a	1 7 1 7 4 7	AXBYBZ	KATUNA	27	27.K.C 27.A.V 27.T.C 27.U.V 27.N.C 27.A.V	2.0 1.5 1.75 1.3 1.75 0.8	katoŋa	0	24
6573	Tuvalu	ALL	k a t o a	1 7 1 7 7	AXBYZ	KATUA	28	28.K.C 28.A.V 28.T.C 28.U.V 28.A.V	2.0 1.5 1.75 1.3 0.8	katoa	0	24
6830	Vaeakau-Taumako	ALL	k a t o a	1 7 1 7 7	AXBYZ	KATUA	29	29.K.C 29.A.V 29.T.C 29.U.V 29.A.V	2.0 1.5 1.75 1.3 0.8	katoa	1	24
7070	Wallisian	ALL	k a t o a	1 7 1 7 7	AXBYZ	KATUA	30	30.K.C 30.A.V 30.T.C 30.U.V 30.A.V	2.0 1.5 1.75 1.3 0.8	katoa	0	24
7071	Wallisian	ALL	f u l i f u l i	3 7 5 7 3 7 5 7	AXBYBYBZ	BYLIBYLI	30	30.B.C 30.Y.V 30.L.C 30.I.V 30.B.C 30.Y.V 30.L.C 30.I.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	fulifuli	0	57
#
17	Anuta	AND	m o	4 7	AX	MU	1	1.M.C 1.U.V	2.0 1.5	mo	0	58
18	Anuta	AND	m a a	4 7 7	AXZ	MAA	1	1.M.C 1.A.V 1.A.V	2.0 1.5 0.8	maa	0	62
241	Austral (Ra'ivavae)	AND	e	7	X	E	2	2.E.V	1.5	e	0	60
442	Austral (Rurutuan)	AND	ʔ e e	1 7 7	AXZ	HEE	3	3.H.C 3.E.V 3.E.V	2.0 1.5 0.8	ʔee	0	60
704	East Futuna	AND	m o	4 7	AX	MU	4	4.M.C 4.U.V	2.0 1.5	mo	0	58
977	Emae	AND	m a r e	4 7 5 7	AXBZ	MARE	5	5.M.C 5.A.V 5.R.C 5.E.V	2.0 1.5 1.75 0.8	mare	0	62
978	Emae	AND	m a	4 7	AX	MA	5	5.M.C 5.A.V	2.0 1.5	ma	0	62
1167	Futuna-Aniwa	AND	m a	4 7	AX	MA	6	6.M.C 6.A.V	2.0 1.5	ma	0	62
1412	Hawaiian	AND	a m e	7 4 7	XBZ	AME	7	7.A.V 7.M.C 7.E.V	1.5 1.75 0.8	ame	0	62
1643	Kapingamarangi	AND	m a a ŋ i	4 7 7 4 7	AXYBZ	MAANI	8	8.M.C 8.A.V 8.A.V 8.N.C 8.I.V	2.0 1.5 1.3 1.75 0.8	maaŋi	0	62
1857	Luangiua	AND	m a a	4 7 7	AXZ	MAA	9	9.M.C 9.A.V 9.A.V	2.0 1.5 0.8	maa	0	62
2076	Mangareva	AND	e	7	X	E	10	10.E.V	1.5	e	0	60
2328	Maori	AND	h o k i	3 7 1 7	AXBZ	HUKI	11	11.H.C 11.U.V 11.K.C 11.I.V	2.0 1.5 1.75 0.8	hoki	0	68
2329	Maori	AND	m e	4 7	AX	ME	11	11.M.C 11.E.V	2.0 1.5	me	0	62
2549	Mele-Fila	AND	ŋ o	4 7	AX	NU	12	12.N.C 12.U.V	2.0 1.5	ŋo	0	69
2744	Niuean	AND	m o	4 7	AX	MU	13	13.M.C 13.U.V	2.0 1.5	mo	0	58
2745	Niuean	AND	m a	4 7	AX	MA	13	13.M.C 13.A.V	2.0 1.5	ma	0	62
2982	North Marquesan	AND	m a a	4 7 7	AXZ	MAA	14	14.M.C 14.A.V 14.A.V	2.0 1.5 0.8	maa	0	62
3269	Nukuria	AND	r o o	5 7 7	AXZ	RUU	15	15.R.C 15.U.V 15.U.V	2.0 1.5 0.8	roo	0	72
3270	Nukuria	AND	n o o	4 7 7	AXZ	NUU	15	15.N.C 15.U.V 15.U.V	2.0 1.5 0.8	noo	0	69
3271	Nukuria	AND	m a	4 7	AX	MA	15	15.M.C 15.A.V	2.0 1.5	ma	0	62
3524	Penrhyn	AND	m a	4 7	AX	MA	16	16.M.C 16.A.V	2.0 1.5	ma	0	62
3738	Pukapuka	AND	m a	4 7	AX	MA	17	17.M.C 17.A.V	2.0 1.5	ma	0	62
4035	RakahangaManihiki	AND	e	7	X	E	18	18.E.V	1.5	e	0	60
4308	Rapanui	AND	p i r i	1 7 5 7	AXBZ	PIRI	19	19.P.C 19.I.V 19.R.C 19.I.V	2.0 1.5 1.75 0.8	piri	0	76
4309	Rapanui	AND	p e	1 7	AX	PE	19	19.P.C 19.E.V	2.0 1.5	pe	0	83
4310	Rapanui	AND	m a	4 7	AX	MA	19	19.M.C 19.A.V	2.0 1.5	ma	0	62
4311	Rapanui	AND	e	7	X	E	19	19.E.V	1.5	e	0	60
4562	Rarotongan	AND	m a a	4 7 7	AXZ	MAA	20	20.M.C 20.A.V 20.A.V	2.0 1.5 0.8	maa	0	62
4859	RennellBellona	AND	m a	4 7	AX	MA	21	21.M.C 21.A.V	2.0 1.5	ma	0	62
5110	Samoan	AND	m a	4 7	AX	MA	22	22.M.C 22.A.V	2.0 1.5	ma	0	62
5397	Sikaiana	AND	m a	4 7	AX	MA	23	23.M.C 23.A.V	2.0 1.5	ma	0	62
5621	Tahitian	AND	ʔ e e	1 7 7	AXZ	HEE	24	24.H.C 24.E.V 24.E.V	2.0 1.5 0.8	ʔee	0	60
5852	Tikopia	AND	m o	4 7	AX	MU	25	25.M.C 25.U.V	2.0 1.5	mo	0	58
5853	Tikopia	AND	m a	4 7	AX	MA	25	25.M.C 25.A.V	2.0 1.5	ma	0	62
6096	Tongan	AND	p e a	1 7 7	AXZ	PEA	26	26.P.C 26.E.V 26.A.V	2.0 1.5 0.8	pea	0	83
6097	Tongan	AND	m o	4 7	AX	MU	26	26.M.C 26.U.V	2.0 1.5	mo	0	58
6831	Vaeakau-Taumako	AND	i a	7 7	XZ	IA	29	29.I.V 29.A.V	1.5 0.8	ia	0	84
6832	Vaeakau-Taumako	AND	m a	4 7	AX	MA	29	29.M.C 29.A.V	2.0 1.5	ma	0	62
6833	Vaeakau-Taumako	AND	i o k o	7 7 1 7	XYBZ	IUKU	29	29.I.V 29.U.V 29.K.C 29.U.V	1.5 1.3 1.75 0.8	ioko	0	97
6834	Vaeakau-Taumako	AND	o	7	X	U	29	29.U.V	1.5	o	0	58
7072	Wallisian	AND	m o	4 7	AX	MU	30	30.M.C 30.U.V	2.0 1.5	mo	0	58
#
19	Anuta	ASH	r e p u	5 7 1 7	AXBZ	REPY	1	1.R.C 1.E.V 1.P.C 1.Y.V	2.0 1.5 1.75 0.8	repu	0	104
242	Austral (Ra'ivavae)	ASH	ɢ e h u a u a h i	1 7 3 7 7 7 7 3 7	AXBYYYYBZ	KEHYAYAHI	2	2.K.C 2.E.V 2.H.C 2.Y.V 2.A.V 2.Y.V 2.A.V 2.H.C 2.I.V	2.0 1.5 1.75 1.3 1.3 1.3 1.3 1.75 0.8	ɢehuauahi	0	99
443	Austral (Rurutuan)	ASH	r e ʔ u	5 7 1 7	AXBZ	REHY	3	3.R.C 3.E.V 3.H.C 3.Y.V	2.0 1.5 1.75 0.8	reʔu	0	104
705	East Futuna	ASH	l a f u	5 7 3 7	AXBZ	LABY	4	4.L.C 4.A.V 4.B.C 4.Y.V	2.0 1.5 1.75 0.8	lafu	0	101
706	East Futuna	ASH	m u ɡ a a l a f u	4 7 1 7 7 5 7 3 7	AXBYYBYBZ	MYKAALABY	4	4.M.C 4.Y.V 4.K.C 4.A.V 4.A.V 4.L.C 4.A.V 4.B.C 4.Y.V	2.0 1.5 1.75 1.3 1.3 1.75 1.3 1.75 0.8	muɡaalafu	0	101
979	Emae	ASH	r e f u	5 7 3 7	AXBZ	REBY	5	5.R.C 5.E.V 5.B.C 5.Y.V	2.0 1.5 1.75 0.8	refu	0	104
1168	Futuna-Aniwa	ASH	m a ɡ a r a f u	4 7 1 7 5 7 3 7	AXBYBYBZ	MAKARABY	6	6.M.C 6.A.V 6.K.C 6.A.V 6.R.C 6.A.V 6.B.C 6.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	maɡarafu	0	101
1169	Futuna-Aniwa	ASH	n a m u ʰl a ŋ a	4 7 4 7 5 7 4 7	AXBYBYBZ	NAMYLANA	6	6.N.C 6.A.V 6.M.C 6.Y.V 6.L.C 6.A.V 6.N.C 6.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	namuʰlaŋa	0	129
1413	Hawaiian	ASH	l e h u	5 7 3 7	AXBZ	LEHY	7	7.L.C 7.E.V 7.H.C 7.Y.V	2.0 1.5 1.75 0.8	lehu	0	104
1644	Kapingamarangi	ASH	l e h u	5 7 3 7	AXBZ	LEHY	8	8.L.C 8.E.V 8.H.C 8.Y.V	2.0 1.5 1.75 0.8	lehu	0	104
1858	Luangiua	ASH	l e h u	5 7 3 7	AXBZ	LEHY	9	9.L.C 9.E.V 9.H.C 9.Y.V	2.0 1.5 1.75 0.8	lehu	0	104
2077	Mangareva	ASH	ŋ a r a ʔ u	4 7 5 7 1 7	AXBYBZ	NARAHY	10	10.N.C 10.A.V 10.R.C 10.A.V 10.H.C 10.Y.V	2.0 1.5 1.75 1.3 1.75 0.8	ŋaraʔu	0	104
2078	Mangareva	ASH	ʔ e ʔ u	1 7 1 7	AXBZ	HEHY	10	10.H.C 10.E.V 10.H.C 10.Y.V	2.0 1.5 1.75 0.8	ʔeʔu	0	104
2330	Maori	ASH	p u ŋ a r e h u	1 7 4 7 5 7 3 7	AXBYBYBZ	PYNAREHY	11	11.P.C 11.Y.V 11.N.C 11.A.V 11.R.C 11.E.V 11.H.C 11.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	puŋarehu	0	104
2550	Mele-Fila	ASH	a r e f u	7 5 7 3 7	XBYBZ	AREBY	12	12.A.V 12.R.C 12.E.V 12.B.C 12.Y.V	1.5 1.75 1.3 1.75 0.8	arefu	0	104
2746	Niuean	ASH	e f u	7 3 7	XBZ	EBY	13	13.E.V 13.B.C 13.Y.V	1.5 1.75 0.8	efu	0	104
2983	North Marquesan	ASH	ʔ e h u	1 7 3 7	AXBZ	HEHY	14	14.H.C 14.E.V 14.H.C 14.Y.V	2.0 1.5 1.75 0.8	ʔehu	0	104
3272	Nukuria	ASH	r e h u	5 7 3 7	AXBZ	REHY	15	15.R.C 15.E.V 15.H.C 15.Y.V	2.0 1.5 1.75 0.8	rehu	0	104
3525	Penrhyn	ASH	r e h u	5 7 3 7	AXBZ	REHY	16	16.R.C 16.E.V 16.H.C 16.Y.V	2.0 1.5 1.75 0.8	rehu	0	104
3739	Pukapuka	ASH	m a l a m a l a	4 7 5 7 4 7 5 7	AXBYBYBZ	MALAMALA	17	17.M.C 17.A.V 17.L.C 17.A.V 17.M.C 17.A.V 17.L.C 17.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	malamala	0	114
3740	Pukapuka	ASH	l e w u l e w u	5 7 6 7 5 7 6 7	AXBYBYBZ	LEWYLEWY	17	17.L.C 17.E.V 17.W.C 17.Y.V 17.L.C 17.E.V 17.W.C 17.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	lewulewu	0	119
4036	RakahangaManihiki	ASH	r e h u	5 7 3 7	AXBZ	REHY	18	18.R.C 18.E.V 18.H.C 18.Y.V	2.0 1.5 1.75 0.8	rehu	0	104
4312	Rapanui	ASH	ʔ e o ʔ e o	1 7 7 1 7 7	AXYBYZ	HEUHEU	19	19.H.C 19.E.V 19.U.V 19.H.C 19.E.V 19.U.V	2.0 1.5 1.3 1.75 1.3 0.8	ʔeoʔeo	0	116
4563	Rarotongan	ASH	r e ʔ u	5 7 1 7	AXBZ	REHY	20	20.R.C 20.E.V 20.H.C 20.Y.V	2.0 1.5 1.75 0.8	reʔu	0	104
4860	RennellBellona	ASH	ɡ e h u	1 7 3 7	AXBZ	KEHY	21	21.K.C 21.E.V 21.H.C 21.Y.V	2.0 1.5 1.75 0.8	ɡehu	0	104
5111	Samoan	ASH	l e f u l e f u	5 7 3 7 5 7 3 7	AXBYBYBZ	LEBYLEBY	22	22.L.C 22.E.V 22.B.C 22.Y.V 22.L.C 22.E.V 22.B.C 22.Y.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	lefulefu	0	119
5398	Sikaiana	ASH	l e h u	5 7 3 7	AXBZ	LEHY	23	23.L.C 23.E.V 23.H.C 23.Y.V	2.0 1.5 1.75 0.8	lehu	0	104
5622	Tahitian	ASH	r e h u	5 7 3 7	AXBZ	REHY	24	24.R.C 24.E.V 24.H.C 24.Y.V	2.0 1.5 1.75 0.8	rehu	0	104
5854	Tikopia	ASH	r e f u	5 7 3 7	AXBZ	REBY	25	25.R.C 25.E.V 25.B.C 25.Y.V	2.0 1.5 1.75 0.8	refu	0	104
6098	Tongan	ASH	e f u e f u	7 3 7 7 3 7	XBYYBZ	EBYEBY	26	26.E.V 26.B.C 26.Y.V 26.E.V 26.B.C 26.Y.V	1.5 1.75 1.3 1.3 1.75 0.8	efuefu	0	119
6317	Tuamotuan	ASH	r e h u	5 7 3 7	AXBZ	REHY	27	27.R.C 27.E.V 27.H.C 27.Y.V	2.0 1.5 1.75 0.8	rehu	0	104
6574	Tuvalu	ASH	p e f u	1 7 3 7	AXBZ	PEBY	28	28.P.C 28.E.V 28.B.C 28.Y.V	2.0 1.5 1.75 0.8	pefu	0	104
6835	Vaeakau-Taumako	ASH	l e h u	5 7 3 7	AXBZ	LEHY	29	29.L.C 29.E.V 29.H.C 29.Y.V	2.0 1.5 1.75 0.8	lehu	0	104
7073	Wallisian	ASH	l e f u	5 7 3 7	AXBZ	LEBY	30	30.L.C 30.E.V 30.B.C 30.Y.V	2.0 1.5 1.75 0.8	lefu	0	104
#
20	Anuta	AT	i	7	X	I	1	1.I.V	1.5	i	0	135
243	Austral (Ra'ivavae)	AT	i	7	X	I	2	2.I.V	1.5	i	0	135
444	Austral (Rurutuan)	AT	i	7	X	I	3	3.I.V	1.5	i	0	135
707	East Futuna	AT	k i	1 7	AX	KI	4	4.K.C 4.I.V	2.0 1.5	ki	0	135
708	East Futuna	AT	i	7	X	I	4	4.I.V	1.5	i	0	135
709	East Futuna	AT	t e ʔ i	1 7 1 7	AXBZ	TEHI	4	4.T.C 4.E.V 4.H.C 4.I.V	2.0 1.5 1.75 0.8	teʔi	0	147
1170	Futuna-Aniwa	AT	i	7	X	I	6	6.I.V	1.5	i	0	135
1414	Hawaiian	AT	i	7	X	I	7	7.I.V	1.5	i	0	135
1415	Hawaiian	AT	m a	4 7	AX	MA	7	7.M.C 7.A.V	2.0 1.5	ma	0	159
1645	Kapingamarangi	AT	i	7	X	I	8	8.I.V	1.5	i	0	135
1859	Luangiua	AT	i	7	X	I	9	9.I.V	1.5	i	0	135
2079	Mangareva	AT	k i	1 7	AX	KI	10	10.K.C 10.I.V	2.0 1.5	ki	0	135
2331	Maori	AT	h e i	3 7 7	AXZ	HEI	11	11.H.C 11.E.V 11.I.V	2.0 1.5 0.8	hei	0	139
2332	Maori	AT	i	7	X	I	11	11.I.V	1.5	i	0	135
2747	Niuean	AT	i	7	X	I	13	13.I.V	1.5	i	0	135
