Language1,Phone1,Language2,Phone2,PMI
Azerbaijani,d,Azerbaijani,ɡ,-0.9712843080045618
Azerbaijani,d,Azerbaijani,d,2.9249903404554454
Azerbaijani,d,Azerbaijani,c,-0.772833369280723
Azerbaijani,ɡ,Azerbaijani,d,-0.9712843080045618
Azerbaijani,ɡ,Azerbaijani,ɡ,3.0717669598299886
Azerbaijani,c,Azerbaijani,d,-0.772833369280723
Azerbaijani,c,Azerbaijani,c,3.3755784142116534
Azerbaijani,h,Azerbaijani,h,5.8851776765900246
Azerbaijani,l,Azerbaijani,s,-0.3839186071162366
Azerbaijani,l,Azerbaijani,l,3.0786874026745616
Azerbaijani,l,Azerbaijani,ʃ,-0.3213982501349028
Azerbaijani,s,Azerbaijani,l,-0.3839186071162366
Azerbaijani,s,Azerbaijani,z,0.3517881878625047
Azerbaijani,s,Azerbaijani,s,3.4872824037916543
Azerbaijani,s,Azerbaijani,ʃ,0.086085022129499
Azerbaijani,ʃ,Azerbaijani,l,-0.3213982501349028
Azerbaijani,ʃ,Azerbaijani,s,0.086085022129499
Azerbaijani,ʃ,Azerbaijani,ʃ,3.5498027607729883
Azerbaijani,z,Azerbaijani,s,0.3517881878625047
Azerbaijani,z,Azerbaijani,z,3.805736134910189
Azerbaijani,ʧ,Azerbaijani,ʧ,3.518054062458408
Azerbaijani,j,Azerbaijani,j,3.0717669598299886
Azerbaijani,ʤ,Azerbaijani,ʤ,5.374352052824034
Azerbaijani,o,Azerbaijani,æ,-0.510640249773431
Azerbaijani,o,Azerbaijani,o,3.588323258304964
Azerbaijani,æ,Azerbaijani,o,-0.510640249773431
Azerbaijani,æ,Azerbaijani,e,-0.3213982501349026
Azerbaijani,æ,Azerbaijani,æ,3.002367391394437
Azerbaijani,æ,Azerbaijani,ɑ,-1.8533104459046208
Azerbaijani,e,Azerbaijani,æ,-0.3213982501349026
Azerbaijani,e,Azerbaijani,ɑ,-1.0995386435282404
Azerbaijani,e,Azerbaijani,ɯ,0.1948182222659647
Azerbaijani,e,Azerbaijani,e,3.687953099253805
Azerbaijani,ɑ,Azerbaijani,æ,-1.8533104459046208
Azerbaijani,ɑ,Azerbaijani,e,-1.0995386435282404
Azerbaijani,ɑ,Azerbaijani,ɑ,2.1090519106797867
Azerbaijani,ɯ,Azerbaijani,e,0.1948182222659647
Azerbaijani,ɯ,Azerbaijani,ɯ,3.4300304664538595
Azerbaijani,t,Azerbaijani,χ,0.6811709895132294
Azerbaijani,t,Azerbaijani,t,3.2726002701392334
Azerbaijani,t,Azerbaijani,r,-0.8694264228979379
Azerbaijani,χ,Azerbaijani,t,0.6811709895132294
Azerbaijani,χ,Azerbaijani,χ,4.344732635642876
Azerbaijani,r,Azerbaijani,t,-0.8694264228979379
Azerbaijani,r,Azerbaijani,r,2.825387766735813
Azerbaijani,m,Azerbaijani,m,4.585894692459764
Azerbaijani,ø,Azerbaijani,ø,3.939267527534712
Azerbaijani,ɟ,Azerbaijani,ɟ,4.418840607796597
Azerbaijani,p,Azerbaijani,p,4.904348423578298
Azerbaijani,v,Azerbaijani,v,4.786565387921915
Azerbaijani,ɣ,Azerbaijani,ɣ,4.09341820736197
Azerbaijani,u,Azerbaijani,u,2.906252521352415
Azerbaijani,b,Azerbaijani,b,3.5498027607729887
Azerbaijani,i,Azerbaijani,y,-0.9817556078718568
Azerbaijani,i,Azerbaijani,i,2.8114838615663222
Azerbaijani,y,Azerbaijani,i,-0.9817556078718568
Azerbaijani,y,Azerbaijani,y,3.3237309496796903
Azerbaijani,f,Azerbaijani,f,5.8851776765900246
Azerbaijani,n,Azerbaijani,n,2.906252521352415
Azerbaijani,d,Bashkir,l,-0.8817103982773754
Azerbaijani,d,Bashkir,t,2.278324926567892
Azerbaijani,d,Bashkir,ð,0.8612589067812475
Azerbaijani,d,Bashkir,d,3.212634163944725
Azerbaijani,ɡ,Bashkir,q,2.7731207014567767
Azerbaijani,ɡ,Bashkir,d,1.1844859166524395
Azerbaijani,h,Bashkir,q,2.7997889485389376
Azerbaijani,l,Bashkir,s,0.0627512105634752
Azerbaijani,l,Bashkir,n,0.2652754746749493
Azerbaijani,l,Bashkir,l,2.8035912344886764
Azerbaijani,l,Bashkir,ʃ,0.1317440820504266
Azerbaijani,o,Bashkir,u,3.4068783656955857
Azerbaijani,o,Bashkir,o,0.1702303710815872
Azerbaijani,o,Bashkir,ɯ,0.499412174440121
Azerbaijani,o,Bashkir,ɑ,-1.0506714953447966
Azerbaijani,o,Bashkir,y,0.9393634586194548
Azerbaijani,c,Bashkir,ɡ,1.706090674673257
Azerbaijani,c,Bashkir,k,3.109676532903208
Azerbaijani,c,Bashkir,b,0.8187874796723541
Azerbaijani,c,Bashkir,t,-0.7788159751147437
Azerbaijani,j,Bashkir,ɯ,-0.7959104084740438
Azerbaijani,j,Bashkir,ɑ,-0.9596997171390708
Azerbaijani,j,Bashkir,j,2.5884798548717307
Azerbaijani,j,Bashkir,l,-0.812717526790425
Azerbaijani,j,Bashkir,θ,1.3357168863763624
Azerbaijani,j,Bashkir,w,1.4098248585300843
Azerbaijani,j,Bashkir,m,0.062751210563475
Azerbaijani,j,Bashkir,k,-0.4795730802618866
Azerbaijani,ʤ,Bashkir,t,1.489867566203621
Azerbaijani,ʤ,Bashkir,s,2.5194869833847795
Azerbaijani,ʤ,Bashkir,q,1.701176659870828
Azerbaijani,t,Bashkir,b,0.2740603042306822
Azerbaijani,t,Bashkir,h,0.8559818496804031
Azerbaijani,t,Bashkir,t,2.5050982459326794
Azerbaijani,ʧ,Bashkir,k,0.8157495026522776
Azerbaijani,ʧ,Bashkir,s,3.42704403529018
Azerbaijani,ʧ,Bashkir,l,0.4826050561237393
Azerbaijani,m,Bashkir,j,0.4317466388902481
Azerbaijani,m,Bashkir,m,3.705110649042519
Azerbaijani,y,Bashkir,ø,3.637901899349069
Azerbaijani,y,Bashkir,ɛ,-0.0913994692637827
Azerbaijani,y,Bashkir,i,0.3039132673803636
Azerbaijani,y,Bashkir,u,0.4331249988603697
Azerbaijani,y,Bashkir,e,1.161363499231585
Azerbaijani,ʃ,Bashkir,θ,2.028864066936308
Azerbaijani,ʃ,Bashkir,r,-0.2593322886056383
Azerbaijani,ʃ,Bashkir,ʃ,3.587008684982857
Azerbaijani,e,Bashkir,ɑ,-0.6877660016554286
Azerbaijani,e,Bashkir,i,2.696110519064096
Azerbaijani,e,Bashkir,o,0.5331358647709553
Azerbaijani,e,Bashkir,e,1.6076506018600043
Azerbaijani,e,Bashkir,ø,1.250975657921272
Azerbaijani,e,Bashkir,ɛ,0.3548876333646364
Azerbaijani,z,Bashkir,r,0.9393634586194538
Azerbaijani,z,Bashkir,ð,3.7383854379273904
Azerbaijani,z,Bashkir,s,0.6736602928864484
Azerbaijani,ø,Bashkir,e,0.0627512105634758
Azerbaijani,ø,Bashkir,y,4.005864803061653
Azerbaijani,p,Bashkir,k,1.312186388966169
