Gloss	Azerbaijani	Bashkir	Chulym	Chuvash	Crimean Tatar	Cuman	Dolgan	Gagauz	Kara-Kalpak	Karachay-Balkar	Karaim	Kazakh	Khakas	Khalaj	Kumyk	Kyrgyz	Nogai	Northern Altai	Old Turkic	Salar	Shor	Siberian Tatar	Southern Altai	Tatar	Tofa	Turkish	Turkmen	Tuvan	Uyghur	Uzbek	West Yugur	Yakut
ROUND_5	jumru	jomoro	ʧumɑq			juɡɑlɑk		juvɑrlɑk	ʒumɑlɑq~ʒumɯrɯ		jumɑlɑk	ʒʊmɯr	nɯmɑlɑχ			ʤumuru								jomrɯ		juvɑrɫɑk			jumulɑq~ʒumulɑq	jumɑlɔq		
ROUND_6													terpek													deːirmi						
ROUND_7														ɡildir																		
RUN_1				ʧup	ʧɑp					ʧɑp	ʧɑp				ʧɑp		ʃɑp												ʧɑp	ʧɔp		
RUN_2		jyɡer	ʧyɡyr			juɡur	hyyr		ʒuwɯr		juvur	ʒyɡɘr	ʧyɡyr	jiːir		ʤyɡyr	juwɯr	cyɡyr	jyɡyr	ʒykyr~jykyr	ʧyɡyr	jøɡir	ɟyɡyr	jøɡer					ʒyɡrɛ			syːr
RUN_3	ɡɑʧ							kɑʧ																								
RUN_4																															qɑjlɑ	
RUN_5																									sun							
RUN_6																											ɯlɣɑ					
RUN_7																										koʃ						
RUN_8																												mɑŋnɑ				
SALT_1	duz	toð	tus	tøvɑr	tuz	tus	tyːs	tuz	duz	tuz	tuz	tʊz	tus	tuz	tuz	tuz	tuz	tus	tuz	duz~dyz~tyz	tus		tus	toz	tus	tuz	duð	dus	tuz	tuz	tuz	tuːs
SAND_1	ɡum	qom	qum		qum	kum~kun	kumɑk	kum	qum	qum	kum	qʊm	χum		χum	qum	qum	quvɑq~qum	qum	kum	qumɑq	qum		qom	hum	kum			qum	qum	qum~qom	kumɑχ
SAND_2				χɤ̆ʷjɤ̆ʷr											qɑjɯr		qɑjɯr															
SAND_3																											ʧɛɡe					
SAY_1		ɛjt	ɑjt		ɑjt	ɑjt			ɑjt	ɑjt	ɑjt	ɑjt		hɑːj		ɑjt	ɑjt	ɑjt		ejʃɑ	ɑjt	ɛjt	ɑjt	ɛjt			ɑjt		ejt	ɑjt	ɑj	
SAY_2	de	ti		te		de	die	de	de	de					de	de	de	de	teː	tɛ~ti		të	de	di	de	de	dij		dɛ	de	ti	die
SAY_3	søjlæ							søle																		søjlʲe						
SAY_4													ʧooχtɑ															ʧuɣɑːlɑ				
SCRATCH_1	ɡɑʃɯ			χɯɕ	qɑʃɯ			kɑʃɯ	qɑsɯ	qɑʃɯ	kɑʃɯ~kɑsɯ	qɑsu		qɑʃu	χɑʃɯ	qɑʃɯ	qɑsɯ							qɑʃu		kɑʃɯ	ɡɑʃɑ		qɑʃlɑ	qɑʃi~qɑʃlɑ		
SCRATCH_2			tərβəqtɑ										tɯrbɑ					tɯrbɑ~tɯrbɑqtɑ			tɯrbɑqtɑ		tɯrmɑ						tirmɑqlɑ			tɑrbɑː~tɑrbɑn
SCRATCH_3																		qɯʤɯ														
SCRATCH_4		tɯrnɑ																													tɯrnɑ	
SEA_1	dæniz	diŋɡeð			deŋiz	tenɡis		deniz	teŋiz	teŋiz	tenɡiz	teŋɘz			deŋiz	deŋiz	teŋiz	teŋis				tɛŋɡis	teŋis	diŋɡez		deniz	deŋið		deŋiz	deŋiz		
SEED_1		orloq		vørø	urluq	uru~ourluk				urluq	urluk	ʊrɯq			urluq	uruq	urlɯq		uruɣ	urluχ				orlɯq					uruq	uruɣ		
SEE_1	ɟør	kyr	korʲ	kur	kør	kor	kør	ɡør	kør	kør	kør~ker	kør	kør	ker	ɡør	kør	kør	kør	kør	kør	kør	kør	kør	kyr	kør	ɟør	ɡør	kør	kør	kor	kør~kyr	kør
SEW_1	tic	tek	tɘk		tik	tik	tik	dik	tik	tik	tik	tɘk	tɘk	tik	tik	tik	tik	tik		tiχ	tik	tik		tek		dic	tik		tik	tik	tek~tɯq	tik
SEW_2																		køktø					køktø									
SEW_3				ɕɘ̆ʷle																												
SEW_4																									dɑɑrɑ			dɑːrɑ				
SHADE_1	cølcæ	kylɛɡɛ	keːlɘɡ		kolʲɡe	kolɛɡe	kylyk	ɡølɡɛ	køleŋke	kølekke	køleɡe	køleŋke	kølek~køletkɘ		ɡølentɡi	køløkø	køletki	køløtkø	køliɡe		kølek		køløtki	kylɛɡɛ	høleɡe	ɟølʲɟe	køleɡe	χøleɡe	kølɛŋkɛ		kylehke~kelehki	kylyk
SHADE_2				ɘmɘlɡe																												
SHARP_1		ytker							øtkir			øtkɘr				øtkyr	øtkir	øtkyr					øtkyr~ødyr	ytken					øtkyr	otkir		
SHARP_2	iti		ʧɘdɘɣ	ɕivɘʧ		iti	hɯtɯː			ʤiti	iti		ʧɘtɘɡ	jitdi~jittiː	itti				jiti~jitti		ʧidiɡ				ʧiˤtɘ		jiti	ʧidiɡ			ɯʃtɯɣ	sɯtɯː
SHARP_3																qurʧ							qurʧ									
SHARP_4					keskin			keskin						kɛsɡili												cescin						
SHORT_1	ɡɯsɑ	qɯsqɑ	qəsqɑ	kɘske	qɯsqɑ	kiʃkɑ		kɯsɑ	qɯsqɑ	qɯsχɑ	kɯskɑ	qɯʃqɑ	χɯsχɑ		qɯsɣɑ	qɯsqɑ	qɯsqɑ	qɯsqɑ	qɯsɡɑ	χɯsχɑ	qɯsqɑ		qɯsχɑ	qɯsqɑ	qɯˤsqɑ	kɯsɑ	ɡɯθɡɑ	qɯsqɑ	qisqɑ		qɯsqɑ	
SHORT_2							kɯlɡɑs																									kɯlɡɑs
SHORT_3																						qɑrsɑq										
SHOULDER_1		iŋbɑʃ	ɛŋnɘ						ijin	imbɑʃ	iin	ijɘn	iŋnɘ		inbɑʃ	ijin	ijin		eɡin				ijin	iŋbɑʃ			eɡin	eɡin			iɡen	
SHOULDER_2																					øʃty				øˤhyn				høʃnɛ			
SHOULDER_3					omuz			omuz																		omuz			omuz			
SHOULDER_4		jɑwrɯn					hɑnnɯ											ɟɑrɯn~jɑrɯn		jɑɣrɯ~jɑrɡɯ		jɑwrɯn										sɑrɯn
SHOULDER_5	ʧijin																														ʤiɡin	
SHOULDER_6		qulbɑʃ		χulbuɕɕi																				qulbɑʃ								
SHOULDER_7		qulbɑʃ		χulbuɕɕi						imbɑʃ					inbɑʃ									qulbɑʃ								
SHOULDER_8																													jɛlkɛ	jelkɑ		
SING_1		jɯrlɑ			jɯrlɑ					ʤɯrlɑ					jɯrlɑ		jɯrlɑ		jɯrlɑ			jɯrlɑ		ʤɯrlɑ							jɯrlɑ	
SING_10								ʧɑl																								
SING_2											sɑrnɑ		sɑrnɑ					sɑrɯnɑ			sɑrnɑ											
SING_3			ərlɑ			yrlɑ	ɯllɑː						ɯrlɑ			ɯrdɑ									ɯrlɑ			ɯrlɑ				ɯllɑː
SING_4	oχu										ʃɯrɑ oχu			hoqu~hoqo																		
SING_5											ʃɯrɑ oχu																					
SING_6																							qoʒondo									
SING_7									ɑjt			ɑjt															ɑjt		nɑχʃɑ ejt	ɑʃulɑ ɑjt		
SING_8																										ʃɑrkɯ søjlʲe						
SING_9				jurlɑ																												
SIT_1	otur	ultɯr	oːlur	lɑr	otur	oltur	olor	otur	otɯr	oltur	oltur	otɯr	odɯr		oltur	otur	oltɯr	otur	olur	otɯr	odur	otɯr	otɯr	utɯr	olur~olɯr	otur	otur	olur	oltur	otir	oltur	olor
SIT_2														juor																		
SKIN_1	dæri	tire		tirɘ	teri		tiriː	deri	teri	teri	teri	terɘ	teːr	tɛri	teri	teri	teri	tere	teri	tir	tere	tɛri	tere	tire		deri	deri		terɛ	teri	ter~tere	tiriː
SKIN_2			ʧɑmɑɣ																													
SKIN_3																									keˤʃ			keʃ				
SKIN_4						bilɑu																										
SKY_1	ɟøj	kyk			kok	kok		ɡøk		køk	køk				køk	køk	køk	køk	køk			køk		kyk		ɟøc						
SKY_2													tiɡɘr					teɡri	teŋri		teɡri		teŋeri		deːre			deer			teŋir	
SKY_3							kɑllɑːn												qɑlɯq													χɑllɑːn
SKY_4				tybe																												
SKY_5			kunʲ																													
SLEEP_1			uzu			uju	utuj	uju					uzu						udɯ		uzu				udu	uju		udu			uzu	utuj
SLEEP_2		joqlɑ			juqlɑ				ujqɯlɑ	ʤuqlɑ	juklɑ	ʊjɯqtɑ			juχlɑ	uqtɑ	ujqlɑ	ujqtɑ~ujttɑ		uχlɑ		joqlɑ~juqlɑ	uχtɑ	joqlɑ			uqlɑ		uχlɑ	uχlɑ		
SLEEP_3	jɑt													jɑt													jɑt					
SLEEP_4				ɕɯvɤ̆ʷr																												
SMALL_1	ciʧic		kɘʧeeʧ			kyʧe~kiʧi	kyʧʧyɡyj	kyʧyʤyk	kiʃkene~kiʃkentɑj	ɡitʧe	kiʧi~kiʦi	kɘʃkene~kɘʃkentɑj	kɘʧiʤek		ɡiʧʧi	kiʧine	kiʃkej	kiʤiɡ~kiʧi~kiʧinek~kiʧeʧ~kiʧy	kiʧiɡ	kiʧi~kiʤi	kiʧiɡ	kiʧy	kiʧi	keʧkenɛ		cyʧyc	kiʧi		kiʧik	kiʧkinɑ	kiʧiɡ	kuʧːuɡuj
SMALL_2		bɛlɛkɛj~bɛlɛkɛs																														
SMALL_3					ufɑʧɯq																					ufɑk						
SMELL_1		hið		sis	sez				sez	sez	ses	sez	sizɘn		sez	sez	sez	ses			ses		sez	siz			θɯð		sɛz	sez		
SMELL_2	duj	toj		tuj	duj			duj									tuj							toj		duj	duj				tuj	
SMELL_3							bil		bil	bil		bɘl	pɘl		bil	bil										bilʲ				bil		bil
SMELL_4																												ʧɯdɯːrɣɑ~ʧɯt qɑq				
SMOKE (EXHAUST)_1	tysty	tøtøn	tydyn	tɘ̆ʷdɘ̆ʷm	tytyn	tutum~tutun		tytyn	tytin	tytyn	tytyn~tytsy	tytɘn	tydyn	tityn	tytyn	tytyn	tytin	tydøk	tytyn	ʦyʦyn~ʤyʤyn	tydyn	totin		tøten			tyθθe			tutun		
SMOKE (EXHAUST)_2							buruo																									buruo
SMOKE (EXHAUST)_3													ɯs										ɯʃ		ɯʃ			ɯʃ	is~ɛs		ɯs	
SMOKE (EXHAUST)_4																										dumɑn						
SMOOTH_1		tiɡeð			teɡiz				teɡis			teɡɘs			teɡiʃ	teɡiz	teɡis										tekið		teqis~teqir~tɑqir	tekis		
SMOOTH_2								dyz			tyz		tys					tys		tiz			tys			dyz			tyz		tys	
SMOOTH_3				jɑɡɑ																												
SMOOTH_4										sɯjdɑm																						
SMOOTH_5							teniɡir																									
SMOOTH_6																					sɯlɑɣɑj								siliq	silliq		
SMOOTH_7																									kileɡer			qɯlɑŋ				kɯlɑːkkɑj
SMOOTH_8																						tɑqɯr										
SNAKE_1	ilɑn	jɯlɑn		ɕɘlen	jɯlɑn	ilɑn~ɡillɑn~jlɑɡɑn		jɯlɑn	ʒɯlɑn	ʤɯlɑn	jɯlɑn~ilɑn	ʒɯlɑn	ʧɯlɑn	jilɑːn	jɯlɑn	ʤɯlɑn	jɯlɑn	cɯlɑn	jɯlɑn	jilɑn	ʧɯlɑn	jɯlɑn	ɟɯlɑn	jɯlɑn		jɯɫɑn	jɯlɑn	ʧɯlɑn	ilɑn~ʒilɑn	ilɔn	jɯlɑn	
SNAKE_2																																erien yøn
SNAKE_3																									ʧer bɑlɯː							
SNAKE_4			uzunɣurt																													
SNOW_1	ɡɑr	qɑr	qɑr	jur	qɑr	kɑr	kɑːr	kɑːr	qɑr	qɑr	kɑr	qɑr	χɑr	qɑːr	qɑr	qɑr	qɑr	qɑr	qɑr	qɑr	qɑr	qɑr	qɑr	qɑr	qɑr	kɑr	ɡɑr	χɑr	qɑr	qɔr	qɑr	χɑːr
SOFT_1	jumʃɑɡ	jomʃɑq	ʧəmʧɑq	ɕemʑe	jɯmʃɑq	jumsɑk		jɯmɯʃɑk	ʒumsɑq	ʤumuʃɑq	imʃɑχ	ʒʊmsɑq	nɯmzɑχ		jɯmɯʃɑq	ʤumʃɑq	jumsɑq		jumʃɑq	miʧeχ~miʃɯχ	ʧɯmʧɑq		ɟɯmʃɑχ	jomʃɑq	ʧɯmʤɑq	jumuʃɑk	jumʃɑq	ʧɯmʧɑq	jumʃɑq~ʒumʃɑq	jumʃɔq	jumsɑq	sɯmnɑɣɑs
SOFT_2							imiɡes																									
SOUR_1		ɛse	ɑʧəɣ	jyʑɘ			ɑhɯː						ɑʧɑɑn		ɑʧʧɯ		ɑʃʃɯ	ɑʤɯɣ~ɑʧqɯm			ɑʧɯɣ		ɑʧu	ɛʧe	ɑʤɯɣ			ɑʒɯɣ	ɑʧʧiq		ɑʧɯɣ	ɑhɯː
SOUR_2										mɯstɯ																						
SOUR_3					ekʃi			iːʃi~ijʃi																		ecʃi						
SOUR_4												qɯʃqɯl				qɯʧqɯl		qɯʧqɯlɑq														
SOUR_5											kuʤur																					
SPIN_1	æjir		ir	ɑrlɑ~ɑvɤ̆ʷrlɑ					ijir	ijir	iir	ijɘr	iir	hɛjir	ijir	ijr	ijir	ijir			iːr		iir	erlɛ	eːr	ejir	eɡir		eɡɛr~iɡɛr	ijɡir		
SPIN_2																																ør
SPIN_3		ilɛ						iplik iʃle									ijir															
SPIN_5		ilɛ						iplik iʃle																								
SPIN_6					ʧijrɑt																											
SPIT_1	typyr	tøkør	tykurʲ		tykyr			tykyr	tykir	tykyr	tikir	tykɘr	tykyr		tykyr	tykyr	tykir	tykyr		tyχor	tykkyr	tøkur	tykyr	tøker	tykkyr	tycyr	tyjkyr		tykyr	tupur~tuplɑ		
SPIT_2																																silleː
SPIT_3				sur															sod													
SPIT_4																															tydeste	
STAND_1	dur	tor	tur	tør	tur	tur	tur	dur	tur	tur	tur	tur	tur	tur	tur	tur	tur	tur	tur	dɯr	tur	tor~tur	tur	tor	tur	dur	dur	tur	tur	tur	tur	tur
STAR_1	ulduz	jondoð	ʧəltəs	ɕøldør	jɯldɯz	juldus	hulus	jɯldɯz	ʒuldɯz	ʤulduz	julduz~jolduz~jɯldɯz	ʒʊldɯz	ʧɯltɯs	julduz	julduz	ʤɯldɯz	juldɯz	jɯldɯs	jultuz	jultus~jiltis	ʧɯltɯs		ɟɯldɯs	joldɯz	sɯltɯs	jɯɫdɯz	jɯldɯð	sɯldɯs	jultuz~ʒultuz	julduz	jultɯs~jɯltɯs	sulus
STICK_1		tɑjɑq			tɑjɑq				tɑjɑq	tɑjɑq	tɑjɑk	tɑjɑq	tɑjɑχ		tɑjɑq	tɑjɑq	tɑjɑq	tɑjɑq			tɑjɑq	tɑyɑq	tɑjɑq	tɑjɑq	tɑjɑq		tɑjɑq	dɑjɑŋɣɯːʃ	tɑjɑq	tɑjɔq		
STICK_2	ɑɣɑʤ		ɑɑʧ				mɑs						ɑɣɑs	hɑɣɑʧ					ɯɣɑʧ			ɑɣɑʦ	ɑɣɑʃ					ɯjɑʃ				
STICK_3	ʧubuɡ					ʧibuk																									ʤomɑq	
STICK_4				pɑdɑk																												
STICK_5								sopɑ																		sopɑ						
STICK_6																									merhe			merɡe				
STICK_7																				peŋɡɑr												
STONE_1	dɑʃ	tɑʃ	tɑs~sɑjdɑːzə	ʧul	tɑʃ	tɑs~tɑʃ	tɑːs	tɑʃ	tɑs	tɑʃ	tɑʃ	tɑs	tɑs	tɑːɑʃ	tɑʃ	tɑʃ	tɑs	tɑʃ~tɑs	tɑʃ	tɑʃ	tɑʃ	tɑʃ	tɑʃ	tɑʃ	dɑʃ	tɑʃ	dɑʃ	dɑʃ	tɑʃ	tɔʃ	tɑs	tɑːs
STRAIGHT_1		turɑ			doɣru			doːru	tuwrɯ		doɣru						tuwrɑ					turɯ~torɯ		turɯ					toɣri	toɣri		
STRAIGHT_2	dyz	tøð		tyrɘ		tuʃ				tyz		tyzu			tyz	tyz		tys		tizer	tys		tys			dyz					toz~tys~tøz	
STRAIGHT_3			qɑβɑrtɑ																													
STRAIGHT_4						konu~koiuj	kønø						kønɘ												høny		ɡøni					kønø
STRAIGHT_5																												dort				
SUCK_1	sor	hur	sor						sor			sor	sor	suor	sor	sor	sor	sor	sor		sor		soor	suɯr	sor		θor	sor	ʃorɑ	sor		
SUCK_2	æm	im	ɛm	ɘ̆ʷm	em		em	em	em	em	em	em	em	ɛm	em	em	em	ep			em		em	im	em	em	em	em	ɛm	em	em	em
SUCK_3							obor																									obor
SUN_1	ɟynæʃ~ɟyn		kunʲɣɑrɑːɣə			kun	kyn	ɡyn	kyn	kyn		kyn	kyn	kyn~kin	ɡyn	kyn	kyn	kyn	kyn	kun	kyn		kyn		hyn		ɡyn	χyn	kyn		kyn	kyn
SUN_3	ɟynæʃ~ɟyn	qojɑʃ		χɘ̆ʷvel	kyneʃ			ɡyneʃ			kujɑʃ				ɡyn							qojɑʃ		qojɑʃ		ɟyneʃ				qujɔʃ		
SUN_4			kunʲɣɑrɑːɣə																													
SWALLOW_1	ud	jot		ɕøt	jut			jut	ʒut	ʤut	jut	ʒʊt		juːut	jut	ʤut	jut	jyt				jut~jyt	ɟut	jot		jut	juwut		ʒut	jut		
SWALLOW_2																					oːrtɑ											
SWALLOW_3							ɯɲɯr												siŋir													ɯj̃ɯhɯn
SWALLOW_4			ɑzɯr										ɑzɯr															ɑʒɯr				
SWALLOW_5																									bɑˤtɯr							
SWALLOW_6																				uχ												
SWEET_1		tɑtlɯ	tɑːdləɣ		tɑtlɯ	tɑtli		tɑtlɯ		tɑtlɯ	tɑtlɯ	tɛttɘ	tɑdɯlɯɣ		tɑtli	tɑttuu	tɛtli	tɑɑttu	tɑtɯɣlɯɣ	tɛlli		tɑtlɯ	tɑtu	tɑtlɯ	tɑdɯɣlɯɣ	tɑtɫɯ					tɑtɯɣ	
SWEET_2							miɲɲiɡes																									minɲiɡes
SWEET_3				pɯlɑk																												
SWEET_4																											θyjʤi					
SWELL_1	ʃiʃ	ʃeʃ		ʃɯɕ	ʃiʃ			ʃiʃ	is		sis	ɘs	sɘs	ʃɯʃ	ʃiʃ	ʃiʃ	sis		sɯʃ		ʃiʃ			ʃeʃ	ɯʃ	ʃiʃ	ʧiʃ	ɯʃ	iʃʃɛ	ʃiʃ	sɯz	is
SWELL_2																		tiʒi														
SWELL_3			kopʲ			kob				køb								køp														
SWIM_1					jɑldɑ												jɑldɑ															
SWIM_2	yz	jøð	ʧys			juz		yz	ʒyz	ʤyz	jyz	ʒyz	ʧys		jyz	syz	jyz	jys	jyz		ʧys	jys	ɟys	jøz		jyz	jyð		yz			
SWIM_3																									eˤhin			eʃt				
SWIM_4																															qɑj	
SWIM_5							køp																									
SWIM_6																														suz		
SWIM_7														kirun																		
SWIM_8																				ʧum												
TAIL_1	ɡujruɡ	qojroq	quzuruq	χyre	qujruq	kujruɡ	kuturuk	kujruk	qujrɯq	qujruq	kujruk	qʊjrɯq	χuzuruχ	qurduq	qujruq	qujruq	qujrɯq	qujruq~qujrɯq	qudruq	quruχ~kuruχ	quzuruq	qujrɯq	qujruq	qojrɯq	quduruq	kujruk	ɡujruq	quduruq	qujruq		quzruq	kuturuk
TAKE_1		ɑl	ɑl	il	ɑl	ɑl	ɯl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑɫ	ɑl	ɑl	ɑl	ɔl	ɑl	ɯl
TAKE_2	ɟøtyr																															
TALL_1		bejek	pøːzyk						bijik	mijik	bijik	bijɘk	pøzɘk		bijik	bijik	bijik		bedyk	piːχi	møzyk	bøjek	bijik	bijek	bedɘk		bejik	bedik				
TALL_2							yrdyk	yysek																							ɯrliɣ	yrdyk
TALL_3	jycsæc			ɕylɘ	jyksek																					jycsec						
TALL_4																		eːs											eɡiz			
TEAR (SHRED)_1	jɯrt	jɯrt			jɯrt			jɯrt	ʒɯrt	ʤɯrt	jɯrt~irt	ʒɯrt	ʧɯrt		jɯrt	ʤɯrt	jɯrt	ɟɯrt~cɯrt~jɯrt				jɯrt	ɟɯrt	jɯrt		jɯrt	jɯrt		ʒit	jirt		
TEAR (SHRED)_2			ys											hiz			yz		yz		ys										yz	
TEAR (SHRED)_3													tɑlɑ								tɑlɑ											
TEAR (SHRED)_4							kɑjɯt																									χɑjɯt
TEAR (SHRED)_5				ɕur																												
TEAR (SHRED)_6																									ɯr							
TEAR (SHRED)_7																												or				
TEAR (SHRED)_8														hur																		
THAT_1	o			leʃ	o	os ol	ol	o	ol	o	ol		ol	o	o		ol	ol	ol	u	ol	ul	ol		ol	o	ol		u	o	ol	ol
THAT_2		teɡe	tɛɣ													tiɡi								teɡe				døø				
THAT_3												ɑnɑ																				
THERE_1		undɑ	ɑndɑ	undɑ	ɑndɑ		onno		ɑnɑ kɛrɑdɑ	ɑndɑ	ɑndɑ	ondɑ	ɑndɑ		ondɑ	ɑndɑ	ondɑ	ɑndɑ	ɑntɑ	ɑntɑ	ɑndɑ	ɑndɑ	ɑndɑ	ɑndɑ	ɯndɑ			ɯndɑ	u jɛrdɛ		ɑndɑ	onno
THERE_2	orɑdɑ							orɑdɑ~orɑsɯ						uoːrɑ												orɑdɑ						
THERE_3																											ol jerde~o tɑjdɑ			o jerdɑ		
THEY_1	onlɑr	ulɑr	olɑr	vɘ̆ʷzem	olɑr	ɑlɑr		onnɑr	olɑr	ɑlɑ	ɑlɑr	olɑr	olɑr	ollɑr	olɑr	ɑlɑr	olɑr	ɯlɑr~lɑr	olɑr	vulɑr	ɯlɑr		olor	ɑlɑr	olɑrɯŋ	onɫɑr	olɑr	olɑr	ulɑr	ulɑr		
THEY_2							ɡiniler																									kiniler
THEY_3																															qolɑr	
THICK_1																	dombɑj															
THICK_2	ɡɑlɯn	qɑlɯn	qɑːləŋ	χulɤ̆ʷn	qɑlɯn			kɑlɯn	qɑlɯn	qɑlɯn	kɑlɯn	qɑlɯŋ	χɑlɯn		qɑlɯn	qɑlɯn	qɑlɯn		qɑlɯn		qɑlɯn		qɑlɯn	qɑlɯn	hɯlɯn	kɑɫɯn	ɡɑlɯŋ	qɯlɯn	qelin	qɑlin	qɑlɯn	χɑlɯŋ
THICK_3	joɣun	jɯwɑn							ʒuwɑn					joɣun					joɣun	joɣɑn		juwɑn	ɟoon	juwɑn	nøon		joɣɯn	ʧoon		joɣɔn	joɣɯn	suon
THICK_4										bɑzɯq	bɑzɯq																					
THINK_1		ujlɑ			ojlɑ				ojlɑ	ojlɑ		ojlɑ			ojlɑʃ	ojlɑ	ojlɑ					ojlɑ		ujlɑ					ojlɑ	ojlɑ		
THINK_2			pøːɡun																		pøɡyn											
THINK_3														sɑn				sɑnɑ			sɑnɑn		sɑnɑ									sɑnɑ
THINK_4	dyʃyn				tysyn			dyʃyn																		dyʃyn						
THINK_5			sɑːɣən	ʃuɣɤ̆ʷʃlɑ		sɑɡin					sɑɣɯn		sɑɣɯn					sɑɣɯn	sɑqɯn						sɑɣɯn						sɑqɯn	
THINK_6																												bodɑ				
THIN_1		joqɑ	ʧuɣɑʤɑːq	ɕuɣɑ	jufqɑ				ʒuqɑ	ʤuqɑ		ʒʊqɑ	ʧuɣɑ			ʤuqɑ	juqɑ		juqɑ	joχpɑ	ʧuɣɑ		ɟuqɑ	juqɑ	ʧuɣɑ		juqɑ	ʧuɣɑ	jupqɑ~juqqɑ~ʒupqɑ	jupqɑ	juqɑ	
THIN_2	inʤæ		ʧɘʧkæʤeːk	ɕinʑe	inʤe		hinnʲiɡes	inʤɛ	ʒiŋiʃke	iŋiʧke	inʧke	ʒɘŋɘʃke	nɘske			iʧke	jiŋiʃke	ʧiʧke	jinʧɡe	lɛʃki~neʃke				neʧkɛ	niŋɡe	inʤe	inʧe	ʧiŋɡe	inʧike~iŋiʧke	iŋiʧkɑ	ʃike	sinɲiɡes
THIS_1	bu	bɯl	pu		bu	bu	bu	bu	bul	bu	bu	bʊl	pu	bo	bu	bu	bu	po	bu	bu	po	bu	pu	bu	bo	bu	bu	bo	bu	bu	pu	bu
THIS_2				ku																												
THOU_1				ezɘ													siz													siz		
THOU_2	sæn	hin	sɛn		sen	sen	en	sɛn	sen	sen	sen	sen	sin	sɛn	sen	sen		sen	sen	sen	sen	sin	sen	sin	sen	sen	θen	sen	sɛn		sen	en
THREE_1	yʧ	øs	yʧ	viɕɕɘ~viʑɘ~viɕ	yʧ	uʧ	ys	yʧ	yʃ	yʧ	yʧ	yʃ	ys	yːʧ	yʧ	yʧ	yʃ	yʧ~yʃ	yʧ	uʃ	yʃ	øʧ	yʧ	øʧ	yʃ	yʧ	yʧ	yʃ	yʧ	uʧ	yʃ~uʃ	ys
THROAT_1		tɑmɑq	tɑmɑq			tɑmɑk			tɑmɑq	tɑmɑq	tɑmɑq	tɑmɑq	tɑmɑχ		tɑmɑq	tɑmɑq	tɑmɑq		tɑmɣɑq		tɑbɑq		tɑmɑq	tɑmɑq					tɑmɑq	tɔmɔq		tɑmɑχ
THROAT_2	boɣɑz	boɣɑð		pɯr	boɣɑz			buɑz						boɣɯz~boɣɑz					boɣɑz~boɣuz					buɣɑz	boos	boːɑz	boɣɑð	boostɑɑ	boɣɑz~boɣuz		poɣɯs	
THROAT_3																	boɣɯrdɑq	pɑkuːr		poɣtɑχ												
THROAT_4																		tɯn														
THROAT_5							kɑbɯrɡɑ																									χɑbɑrɣɑ
THROAT_6									ɑlqɯm																				ɑlqin			
THROW_1									ɯlɑqtɯr			lɑqtɯr					bɯlɑqtɯr															
THROW_10		bɛr		per																												
THROW_11																									qɑɣ							
THROW_12																												oqtɑ				
THROW_2		tɑʃlɑ	tɑstɑ						tɑslɑ			tɑstɑ	tɑstɑ		tɑʃlɑ	tɑʃtɑ	tɑslɑ				tɑʃtɑ	tɑʃlɑ	tɑʃtɑ	tɑʃlɑ			tɑʃlɑ	dɑʒɑ	tɑʃlɑ	tɑʃlɑ		
THROW_3				pɤ̆ʷrɑχ			bɯrɑk																									bɯrɑχ
THROW_4																		ʧel														
THROW_5							keːs												kemiʃ													kebis~keːs
THROW_6	ɑt			ɯvɤ̆ʷt	ɑt			ɑt	ɑt	ɑt	ɑt			hɑt					ɑt			ɑt		ɑt		ɑt			ɑt	ɔt		
THROW_7																															tɑrdɑ	
THROW_8										silde			sil																			
THROW_9		ɯrɣɯt														ɯrɡɯt																
TIE_1	bɑɣlɑ	bɛjlɛ	pɑɣlɑ		bɑɣlɑ		bɑːj	bɑːlɑ	bɑjlɑ	bɑjlɑ	bɑvlɑ~bɑjlɑ	bɑjlɑ~bu	pɑlɣɑ	vɑːɑ	bɑjlɑ	bɑjlɑ	bɑjlɑ	poɣ~pɑɣlɑ	bɑ	pɑɣlɑ	pɑɣlɑ	pɑwlɑ	bulɑ	bɛjlɛ	bɑɣlɑ	bɑːɫɑ	bɑɣlɑ	bɑɣlɑ	bɑɣlɑ	bɔɣlɑ	poɣ~poq~pɑɣlɑ~pɑlɣɑ	bɑːj
TIE_2				ɕɯχ																												
TIE_3																tɑŋ											dɑŋ					
TOMORROW_1		irtɛɡɛ							erteŋ			erteŋ				erteŋ	erten			eːtɛ		ɛrtɛn	erten	irtɛɡɛ			ertir	dɑɑrtɑ	ɛtɛ~ɛtiɡɛ~ɛrtɛ	ertɑ		
TOMORROW_2			tɑŋnɑ~tɑmnə			tɑndɑ				tɑmblɑ	tɑndɑ		tɑŋdɑ		tɑŋɑlɑ			tɑŋdɑ			tɑŋdɑ								tɑŋlɑ			
TOMORROW_3				ɯrɑn	jɑrɯn		hɑrsɯn	jɑrɯn											jɑrɯn							jɑrɯn						sɑrsɯn
TOMORROW_4																									turɑj							
TOMORROW_5																															tɑɣɯn	
