Language_ID,Feature_ID,IPA,Value
Hung_(Phong),WHITE,plɔːk,14
Hung_(Toum),WHITE,plɔk,14
Mương_(Hòa_Bình),WHITE,lɔːk⁵³,14
Mương_(Sơn_La),WHITE,lɔːk⁵³,14
Thavưng,WHITE,lɔːk³,14
Nguồn,WHITE,ʈăŋ³,15
Vietnamese,WHITE,ʈăŋ⁴⁵,15
Thổ,WHITE,pɐːk⁵³,16
Arem,LONG,lɤːŋ,17
Chứt_(Mày),LONG,ʑa̤l²,18
Chứt_(Rục),LONG,ʔjal,18
Chứt_(Sách),LONG,ʤal,18
Mương_(Hòa_Bình),LONG,zaːj²,18
Mương_(Sơn_La),LONG,zaːj²,18
Nguồn,LONG,jaj²,18
Vietnamese,LONG,jaːi̯²¹,18
Hung_(Liha),LONG,jaon,19
Hung_(Phong),LONG,joːn,19
Hung_(Toum),LONG,jɔːn,19
Maleng,LONG,zon³,19
Thavưng,LONG,joːn,19
Thổ,LONG,jɔːn¹,19
Arem,FLY (MOVE THROUGH AIR),păl,20
Chứt_(Mày),FLY (MOVE THROUGH AIR),pɤ̆l¹,20
Chứt_(Rục),FLY (MOVE THROUGH AIR),pəl,20
Chứt_(Sách),FLY (MOVE THROUGH AIR),pəl¹,20
Hung_(Liha),FLY (MOVE THROUGH AIR),pɔn,20
Hung_(Phong),FLY (MOVE THROUGH AIR),pil,20
Hung_(Toum),FLY (MOVE THROUGH AIR),pʌl,20
Maleng,FLY (MOVE THROUGH AIR),pɤ̆l⁴,20
Mương_(Hòa_Bình),FLY (MOVE THROUGH AIR),paə¹,20
Mương_(Sơn_La),FLY (MOVE THROUGH AIR),pal¹,20
Thổ,FLY (MOVE THROUGH AIR),pʌl¹,20
Vietnamese,FLY (MOVE THROUGH AIR),ɓai̯³³,20
Thavưng,FLY (MOVE THROUGH AIR),hul¹,21
Arem,RAIN (PRECIPITATION),mia,22
Chứt_(Mày),RAIN (PRECIPITATION),kuma̤²,22
Chứt_(Rục),RAIN (PRECIPITATION),kŭmʌa,22
Chứt_(Sách),RAIN (PRECIPITATION),kuməa²,22
Hung_(Liha),RAIN (PRECIPITATION),maː,22
Hung_(Phong),RAIN (PRECIPITATION),kʰmaː,22
Hung_(Toum),RAIN (PRECIPITATION),maː,22
Mương_(Hòa_Bình),RAIN (PRECIPITATION),mɨa¹,22
Mương_(Sơn_La),RAIN (PRECIPITATION),mɨa¹,22
Nguồn,RAIN (PRECIPITATION),mɨa¹,22
Thổ,RAIN (PRECIPITATION),mɐː²,22
Vietnamese,RAIN (PRECIPITATION),mɨə³³,22
Maleng,RAIN (PRECIPITATION),sɯŋ⁴,23
Thavưng,RAIN (PRECIPITATION),maloːj²,24
Arem,MOUNTAIN,ɗu,25
Chứt_(Mày),MOUNTAIN,kon²,26
Chứt_(Rục),MOUNTAIN,cɨt,27
Chứt_(Sách),MOUNTAIN,bluʔ,28
Hung_(Liha),MOUNTAIN,pʰlow,28
Hung_(Phong),MOUNTAIN,pʰluː,28
Hung_(Toum),MOUNTAIN,pʰlow,28
Thổ,MOUNTAIN,pʰraw³,28
Maleng,MOUNTAIN,pʰŏn³⁴³,29
Mương_(Hòa_Bình),MOUNTAIN,toːə²,30
Mương_(Sơn_La),MOUNTAIN,toːl²,30
Nguồn,MOUNTAIN,lɛn²ta³,31
Thavưng,MOUNTAIN,ʔaloːŋ⁴,32
Vietnamese,MOUNTAIN,nui̯⁴⁵,33
Arem,FLESH OR MEAT,tʰit,34
Chứt_(Mày),FLESH OR MEAT,ɕit⁴,34
Chứt_(Rục),FLESH OR MEAT,sit,34
Chứt_(Sách),FLESH OR MEAT,sit⁵³,34
Hung_(Liha),FLESH OR MEAT,siːt,34
Maleng,FLESH OR MEAT,sit⁴,34
Nguồn,FLESH OR MEAT,tit⁵³,34
Thổ,FLESH OR MEAT,siːt⁵³,34
Vietnamese,FLESH OR MEAT,tʰɨt²¹²,34
Mương_(Hòa_Bình),FLESH OR MEAT,ɲuk⁵²,35
Mương_(Sơn_La),FLESH OR MEAT,ɲuk⁵²,35
Thavưng,FLESH OR MEAT,mɛːŋ²,36
Arem,TREE,ʨirʌŋ,37
Chứt_(Mày),TREE,kɤ̤i̯²,38
Chứt_(Rục),TREE,kəʌj,38
Chứt_(Sách),TREE,kəj¹,38
Hung_(Liha),TREE,kɔn,38
Hung_(Phong),TREE,kaw,38
Hung_(Toum),TREE,kʌl,38
Maleng,TREE,kil³,38
Mương_(Hòa_Bình),TREE,kaə¹,38
Mương_(Sơn_La),TREE,kəl¹,38
Nguồn,TREE,kən¹,38
Thổ,TREE,kʌl²,38
Vietnamese,TREE,kəi̯³³,38
Thavưng,TREE,tʰaŋ²,39
Arem,TOOTH,atʰăŋ,40
Chứt_(Mày),TOOTH,kaɕăŋ¹,40
Chứt_(Rục),TOOTH,kasăŋ,40
Chứt_(Sách),TOOTH,kəsaŋ¹,40
Maleng,TOOTH,kasăŋ³,40
Mương_(Sơn_La),TOOTH,saŋ¹,40
Nguồn,TOOTH,tăŋ¹,40
Thavưng,TOOTH,ksaŋ¹,40
Vietnamese,TOOTH,ɹăŋ³³,40
Arem,NECK,ukin,41
Chứt_(Mày),NECK,nɔŋ⁴,42
Maleng,NECK,katăŋ³,42
Chứt_(Rục),NECK,tə̆ke,43
Chứt_(Sách),NECK,təkiː⁴,43
Hung_(Liha),NECK,kaw,44
Hung_(Phong),NECK,koː,44
Hung_(Toum),NECK,kaw,44
Nguồn,NECK,ko⁵,44
Vietnamese,NECK,koː²¹⁴,44
Mương_(Hòa_Bình),NECK,kɛːə¹,45
Mương_(Sơn_La),NECK,kɛːl¹,45
Thavưng,NECK,nəːt³,46
Arem,ARM OR HAND,tʰiː,47
Chứt_(Mày),ARM OR HAND,ɕi¹,47
Chứt_(Rục),ARM OR HAND,si,47
Chứt_(Sách),ARM OR HAND,siː¹,47
Hung_(Liha),ARM OR HAND,səi,47
Hung_(Phong),ARM OR HAND,siː,47
Hung_(Toum),ARM OR HAND,sei,47
Maleng,ARM OR HAND,sɪ³,47
Mương_(Hòa_Bình),ARM OR HAND,tʰaj¹,47
Mương_(Sơn_La),ARM OR HAND,saj¹,47
Nguồn,ARM OR HAND,tăj¹,47
Thavưng,ARM OR HAND,siː,47
Thổ,ARM OR HAND,siː¹,47
Vietnamese,ARM OR HAND,tai̯³³,47
Arem,BIG,katɛ̆h,48
Chứt_(Mày),BIG,mɤ̤̆m²,49
Chứt_(Rục),BIG,mə̯am,49
Hung_(Liha),BIG,neː,50
Hung_(Phong),BIG,neː,50
Hung_(Toum),BIG,niː,50
Nguồn,BIG,nə̆j⁴,50
Maleng,BIG,kḛ³⁴³,51
Thavưng,BIG,ʔih,52
Vietnamese,BIG,ləːŋ⁴⁵,53
Arem,HEART,laŋo,54
Chứt_(Mày),HEART,toŋ¹,55
Chứt_(Rục),HEART,toŋ,55
Chứt_(Sách),HEART,toːŋ¹,55
Maleng,HEART,tɒ̆ŋ³²⁴,55
Hung_(Liha),HEART,sɛːm,56
Hung_(Phong),HEART,seːm,56
Nguồn,HEART,tim¹,56
Thổ,HEART,tiːm¹,56
Vietnamese,HEART,tim³³,56
Thavưng,HEART,ɲiːm¹,57
Arem,WIDE,roŋˀ,58
Chứt_(Rục),WIDE,ʒuoŋ,58
Hung_(Liha),WIDE,ɣoːŋ,58
Hung_(Toum),WIDE,ʰloːŋ,58
Mương_(Hòa_Bình),WIDE,ʐoːŋ⁴,58
Mương_(Sơn_La),WIDE,tʰoːŋ⁴⁵,58
Thổ,WIDE,roːŋ⁴,58
Vietnamese,WIDE,ɹɔŋ͡m²¹²,58
Arem,STONE,atɛa̯ʔ,59
Chứt_(Mày),STONE,ta⁰ta³,59
Chứt_(Rục),STONE,lata,59
Chứt_(Sách),STONE,taː³,59
Hung_(Liha),STONE,taː,59
Hung_(Phong),STONE,taː,59
Hung_(Toum),STONE,taː,59
Nguồn,STONE,ta³,59
Thổ,STONE,taː³,59
Vietnamese,STONE,ɗaː⁴⁵,59
Maleng,STONE,kɔnkɤl³,60
Mương_(Hòa_Bình),STONE,kʰuː⁴,61
Mương_(Sơn_La),STONE,fuː⁴,61
Thavưng,STONE,kih³,62
Arem,FAR,ŋaːi̯,63
Chứt_(Mày),FAR,ɕiŋai̯³,63
Chứt_(Rục),FAR,cə̆ŋaj,63
Chứt_(Sách),FAR,təŋaːj³,63
Hung_(Liha),FAR,ŋaːj,63
Hung_(Phong),FAR,ŋaːj,63
Hung_(Toum),FAR,ŋaːj,63
Maleng,FAR,saŋa̤j³⁴³,63
Thavưng,FAR,sŋaːj²,63
Thổ,FAR,ŋaːj³,63
Nguồn,FAR,sa¹,64
Vietnamese,FAR,saː³³,64
Arem,DRY,kʰoː,65
Chứt_(Rục),DRY,kʰo,65
Chứt_(Sách),DRY,kʰo,65
Hung_(Liha),DRY,kʰaw,65
Nguồn,DRY,xo¹,65
Thổ,DRY,kʰɔː¹,65
Vietnamese,DRY,xoː³³,65
Chứt_(Mày),DRY,ɽɔh¹,66
Maleng,DRY,ɬɔh³,66
Arem,ONE,mui̯c,67
Chứt_(Mày),ONE,muc⁴,67
Chứt_(Rục),ONE,moi̯c,67
Chứt_(Sách),ONE,mʊːc⁵³,67
Hung_(Liha),ONE,moːc,67
Hung_(Phong),ONE,moːt,67
Hung_(Toum),ONE,muːc,67
Maleng,ONE,moc³⁴,67
Mương_(Hòa_Bình),ONE,moːt⁵³,67
Mương_(Sơn_La),ONE,moːc⁵³,67
Nguồn,ONE,mot⁵³,67
Thavưng,ONE,muːt¹,67
Thổ,ONE,moːt⁵³,67
Vietnamese,ONE,mok²¹²,67
Arem,BACK,roŋˀ,68
Chứt_(Mày),BACK,nul⁴,69
Chứt_(Rục),BACK,nuol,69
Chứt_(Sách),BACK,nuːl⁴,69
Hung_(Liha),BACK,lɔŋ,70
Hung_(Phong),BACK,kʰlɨŋ,70
Hung_(Toum),BACK,lʌŋ,70
Mương_(Hòa_Bình),BACK,lɨŋ¹,70
Mương_(Sơn_La),BACK,ləŋ¹,70
Nguồn,BACK,lɨŋ¹,70
Vietnamese,BACK,lɨŋ³³,70
Maleng,BACK,takɒŋ³,71
Thavưng,BACK,kɔːŋ¹,71
Arem,FISH,akɛa̯ʔ,72
Chứt_(Mày),FISH,ʔaka³,72
Chứt_(Rục),FISH,ka,72
Chứt_(Sách),FISH,akaː³,72
Hung_(Liha),FISH,kaː,72
Hung_(Phong),FISH,kaː,72
Hung_(Toum),FISH,kaː,72
Maleng,FISH,aka̰³⁴³,72
Mương_(Hòa_Bình),FISH,kaː³,72
Mương_(Sơn_La),FISH,kaː³,72
Nguồn,FISH,ka³,72
Thavưng,FISH,kaː¹,72
Thổ,FISH,kaː³,72
Vietnamese,FISH,kaː⁴⁵,72
Arem,THOU,mɯi̯,73
Chứt_(Mày),THOU,ʔami¹,73
Chứt_(Rục),THOU,mi,73
Chứt_(Sách),THOU,mi,73
Hung_(Liha),THOU,məi,73
Hung_(Phong),THOU,miː,73
Hung_(Toum),THOU,mei,73
Thổ,THOU,miː²,73
Vietnamese,THOU,mai̯²¹,73
Maleng,THOU,căk,74
Nguồn,THOU,jə̆w¹,75
Thavưng,THOU,tʰəw¹,76
Arem,BODY LOUSE,n̩rei̯ɲˀ,77
Chứt_(Mày),BODY LOUSE,ɓlĭŋ³,77
Chứt_(Rục),BODY LOUSE,briɲ,77
Chứt_(Sách),BODY LOUSE,briɲ³,77
Hung_(Liha),BODY LOUSE,pʰlʌɲ,77
Hung_(Phong),BODY LOUSE,pʰliŋ,77
Hung_(Toum),BODY LOUSE,pʰlɛɲ,77
Maleng,BODY LOUSE,ma³hriɳ³⁴³,77
Mương_(Hòa_Bình),BODY LOUSE,kʰiɲ³,77
Mương_(Sơn_La),BODY LOUSE,fəɲ⁴⁵,77
Nguồn,BODY LOUSE,reɲ⁴,77
Thavưng,BODY LOUSE,hahiŋ³,77
Thổ,BODY LOUSE,pʰriɲ³,77
Vietnamese,BODY LOUSE,ɹəŋ²¹²,77
Arem,CLOUD,ʑɯːl,78
Chứt_(Mày),CLOUD,mɤ̆l¹,79
Chứt_(Rục),CLOUD,mə̆l,79
Chứt_(Sách),CLOUD,məl¹,79
Hung_(Liha),CLOUD,mun,79
Hung_(Phong),CLOUD,kmil,79
Hung_(Toum),CLOUD,mʌl,79
Mương_(Hòa_Bình),CLOUD,maə¹,79
Mương_(Sơn_La),CLOUD,məl¹,79
Nguồn,CLOUD,mə̆n¹,79
Thổ,CLOUD,mʌl¹,79
Vietnamese,CLOUD,məi̯³³,79
Maleng,CLOUD,mek³,80
Thavưng,CLOUD,meːk,80
Arem,BITE,kămˀ,81
Chứt_(Mày),BITE,kɤ̤̆m⁴,81
Chứt_(Rục),BITE,kəʌm,81
Chứt_(Sách),BITE,kɐm⁴,81
Thổ,BITE,kam⁴,81
Hung_(Liha),BITE,kaːt,82
Hung_(Phong),BITE,kaːt,82
Hung_(Toum),BITE,kaːt,82
Maleng,BITE,kĭɳ³⁴³,83
Mương_(Hòa_Bình),BITE,kaɲ³,83
Mương_(Sơn_La),BITE,kaɲ³,83
Nguồn,BITE,kăn³,83
Vietnamese,BITE,kăŋ⁴⁵,83
Thavưng,BITE,tuh³,84
Arem,BREAST,nɒːi̯,85
Chứt_(Mày),BREAST,nɔi̯⁴,85
Chứt_(Rục),BREAST,nɔj,85
Chứt_(Sách),BREAST,nɔːj³,85
Hung_(Liha),BREAST,now,86
Hung_(Phong),BREAST,nuː,86
Hung_(Toum),BREAST,now,86
Maleng,BREAST,panṵ³⁴³,86
Mương_(Hòa_Bình),BREAST,puː³,86
Mương_(Sơn_La),BREAST,puː³,86
Thavưng,BREAST,panuː,86
Vietnamese,BREAST,vu⁴⁵,86
Nguồn,BREAST,ʔu³,87
Thổ,BREAST,ʔuː³,87
Arem,FIRE OR FIREWOOD,ku,88
Chứt_(Mày),FIRE OR FIREWOOD,kul̥³,88
Chứt_(Rục),FIRE OR FIREWOOD,kur,88
Chứt_(Sách),FIRE OR FIREWOOD,kuːlʰ¹,88
Hung_(Liha),FIRE OR FIREWOOD,kuːc,88
Hung_(Phong),FIRE OR FIREWOOD,kuːt,88
Hung_(Toum),FIRE OR FIREWOOD,kuːc,88
Maleng,FIRE OR FIREWOOD,kuih³,88
Mương_(Hòa_Bình),FIRE OR FIREWOOD,kuːj⁵,88
Mương_(Sơn_La),FIRE OR FIREWOOD,kuːj⁵,88
Nguồn,FIRE OR FIREWOOD,kun⁵,88
Thavưng,FIRE OR FIREWOOD,kuʤʰ²,88
Thổ,FIRE OR FIREWOOD,kuːl⁵¹,88
Vietnamese,FIRE OR FIREWOOD,lɨə²¹⁴,89
Arem,THIS,kɯ̆i̯,90
Chứt_(Mày),THIS,ʔini¹,91
Chứt_(Rục),THIS,ni,91
Chứt_(Sách),THIS,ni,91
Hung_(Liha),THIS,nəi,91
Hung_(Phong),THIS,niː,91
Hung_(Toum),THIS,nei,91
Maleng,THIS,tani³,91
Nguồn,THIS,năj¹,91
Thổ,THIS,naː³,91
Vietnamese,THIS,nai̯²¹,91
Thavưng,THIS,ʔaliː¹,92
Arem,MOON,n̩ra,93
Chứt_(Mày),MOON,pala̤n²,94
Chứt_(Rục),MOON,pŭləan,94
Chứt_(Sách),MOON,matʈaŋ,95
Hung_(Liha),MOON,plɔːŋ,96
Hung_(Phong),MOON,plɔːŋ,96
Hung_(Toum),MOON,plɔoŋ,96
Mương_(Hòa_Bình),MOON,klaŋ¹,96
Mương_(Sơn_La),MOON,plaŋ¹,96
Nguồn,MOON,măt⁵³ʈăŋ¹,96
Thavưng,MOON,paloːŋ¹,96
Thổ,MOON,plɔŋ²,96
Vietnamese,MOON,ʈăŋ³³,96
Maleng,MOON,tʰala³²⁴,97
Arem,LIE (REST),pi,98
Chứt_(Mày),LIE (REST),ɲap⁴,99
Chứt_(Rục),LIE (REST),nʌp,99
Chứt_(Sách),LIE (REST),təŋah¹,100
Hung_(Toum),LIE (REST),lam,101
Maleng,LIE (REST),năm³²⁴,101
Nguồn,LIE (REST),năm²,101
Thavưng,LIE (REST),nam¹,101
Vietnamese,LIE (REST),năm²¹,101
Arem,OLD (USED),ulɔː,102
Chứt_(Mày),OLD (USED),kɯɽa¹,103
Maleng,OLD (USED),tʰala³²⁴,103
Chứt_(Rục),OLD (USED),tɨjtɨj,104
Chứt_(Sách),OLD (USED),kamɐk⁵³,104
Hung_(Liha),OLD (USED),koː,105
Hung_(Phong),OLD (USED),koː,105
Hung_(Toum),OLD (USED),koː,105
Vietnamese,OLD (USED),ku²¹⁴,105
Thavưng,OLD (USED),tʰaw¹,106
Arem,HORN (ANATOMY),takaːi̯,107
Thavưng,HORN (ANATOMY),tkɔːj¹,107
Chứt_(Mày),HORN (ANATOMY),ʂɯ̆ŋ²,108
Chứt_(Rục),HORN (ANATOMY),krɨŋ,108
Chứt_(Sách),HORN (ANATOMY),ʈəŋ²,108
Hung_(Liha),HORN (ANATOMY),kʰlɔŋ,108
Hung_(Phong),HORN (ANATOMY),kʰrɨŋ,108
Hung_(Toum),HORN (ANATOMY),kʰlʌŋ,108
Mương_(Hòa_Bình),HORN (ANATOMY),kʰɨŋ²,108
Mương_(Sơn_La),HORN (ANATOMY),kʰəŋ²,108
Nguồn,HORN (ANATOMY),ʃɨŋ²djaj¹,108
Thổ,HORN (ANATOMY),kʰrɨŋ²,108
Vietnamese,HORN (ANATOMY),sɨŋ²¹,108
Arem,BURNING,ʨaːlˀ,109
Thavưng,BURNING,cal¹,109
Vietnamese,BURNING,cai̯⁴⁵,109
Hung_(Liha),BURNING,plaot,110
Hung_(Phong),BURNING,ploːk,110
Hung_(Toum),BURNING,plaot,110
Maleng,BURNING,kĭɳ³,111
Nguồn,BURNING,pɔŋ²,112
Arem,EAT,ʔăn,113
Chứt_(Mày),EAT,ʔăn¹,113
Chứt_(Rục),EAT,ʔăn,113
Chứt_(Sách),EAT,ʔan,113
Hung_(Liha),EAT,ʔan,113
Hung_(Phong),EAT,ʔan,113
Hung_(Toum),EAT,ʔan,113
Maleng,EAT,ʔan³,113
Nguồn,EAT,ăn¹,113
Thavưng,EAT,ʔan¹,113
Vietnamese,EAT,ʔăŋ³³,113
Arem,TAIL,tuoi̯,114
Chứt_(Mày),TAIL,tɔ̤i̯²,114
Chứt_(Rục),TAIL,tuoj,114
Chứt_(Sách),TAIL,twej²,114
Hung_(Liha),TAIL,tɔːj,114
Hung_(Phong),TAIL,tɔːj,114
Hung_(Toum),TAIL,toːj,114
Mương_(Hòa_Bình),TAIL,twoj¹,114
Mương_(Sơn_La),TAIL,twoj¹,114
Nguồn,TAIL,tuj¹,114
Thavưng,TAIL,toːj¹,114
Thổ,TAIL,tɔːj²,114
Vietnamese,TAIL,ɗuəi̯³³,114
Arem,BLACK,tʰiːu̯,115
Chứt_(Mày),BLACK,tɛn¹,116
Chứt_(Rục),BLACK,tɛntɛn,116
Chứt_(Sách),BLACK,tɛn,116
Nguồn,BLACK,tɛn¹,116
Vietnamese,BLACK,ɗɛːŋ³³,116
Maleng,BLACK,ɳɯ̆m³⁴,117
Thavưng,BLACK,ɲum²,117
Mương_(Hòa_Bình),BLACK,jəm¹,118
Mương_(Sơn_La),BLACK,jəm¹,118
Arem,TWO,hɛa̯l,119
Chứt_(Mày),TWO,hal¹,119
Chứt_(Rục),TWO,hal,119
Chứt_(Sách),TWO,haːl¹,119
Hung_(Liha),TWO,haːn,119
Hung_(Phong),TWO,haːl,119
Hung_(Toum),TWO,haːl,119
Maleng,TWO,hal³⁴,119
Mương_(Hòa_Bình),TWO,haːə¹,119
Mương_(Sơn_La),TWO,haːl¹,119
Nguồn,TWO,han¹,119
Thavưng,TWO,haːl¹,119
Thổ,TWO,haːl¹,119
Vietnamese,TWO,haːi̯³³,119
Arem,WHAT,amɯ̆h,120
Chứt_(Mày),WHAT,camɤ³,120
Chứt_(Rục),WHAT,cămə,120
Maleng,WHAT,mʌ,120
Chứt_(Sách),WHAT,kɛ,121
Vietnamese,WHAT,ji²¹,121
Hung_(Liha),WHAT,ciː,122
Hung_(Toum),WHAT,ciː,122
Nguồn,WHAT,si¹,122
Thavưng,WHAT,ʔahəː³,123
Arem,ROOT,ri,124
Chứt_(Mày),ROOT,lɛl̥³,124
Chứt_(Rục),ROOT,ljɛ,124
Chứt_(Sách),ROOT,ljɛlʰ¹,124
Maleng,ROOT,lɛl³⁴,124
Mương_(Hòa_Bình),ROOT,rac²,124
Mương_(Sơn_La),ROOT,tʰac²,124
Nguồn,ROOT,rɛt⁵³,124
Thavưng,ROOT,hɛh,124
Thổ,ROOT,lɛːl⁵¹,124
Vietnamese,ROOT,ɹeː²¹⁴,124
Arem,BELLY OR STOMACH,puŋ,125
Hung_(Liha),BELLY OR STOMACH,poŋ,125
Hung_(Toum),BELLY OR STOMACH,poŋ,125
Nguồn,BELLY OR STOMACH,puŋ⁴,125
Vietnamese,BELLY OR STOMACH,ɓuŋ͡m²¹²,125
Chứt_(Mày),BELLY OR STOMACH,kuɗɤ̆l¹,126
Chứt_(Rục),BELLY OR STOMACH,kdəl,126
Chứt_(Sách),BELLY OR STOMACH,kudəl¹,126
Thổ,BELLY OR STOMACH,duːl³,126
Hung_(Phong),BELLY OR STOMACH,kluŋ,127
Mương_(Hòa_Bình),BELLY OR STOMACH,kloːŋ⁴,127
Mương_(Sơn_La),BELLY OR STOMACH,ploːŋ⁴⁵,127
Maleng,BELLY OR STOMACH,ɬɔ̰c³⁴,128
Thavưng,BELLY OR STOMACH,kʰaʔal,129
Arem,GIVE,ʨɒː,130
Chứt_(Mày),GIVE,cɤ¹,130
Chứt_(Rục),GIVE,cʌə,130
Chứt_(Sách),GIVE,cɤ,130
Hung_(Liha),GIVE,caə,130
Hung_(Toum),GIVE,caə,130
Maleng,GIVE,cɤ³,130
Nguồn,GIVE,cɔ¹,130
Vietnamese,GIVE,cɔː³³,130
Arem,SMALL,kʌtkʌ̆t,131
Chứt_(Mày),SMALL,ɗɛ⁰ɗɛ³,132
Chứt_(Rục),SMALL,dɛdɛ,132
Chứt_(Sách),SMALL,dʔuoʔ,133
Hung_(Liha),SMALL,diːt,134
Hung_(Toum),SMALL,diːt,134
Maleng,SMALL,dɪt³⁴,134
Nguồn,SMALL,ɲɔ⁵,135
Vietnamese,SMALL,ɲɔː²¹⁴,135
Thavưng,SMALL,ʔiːt,136
Arem,FULL,paɲ,137
Maleng,FULL,pĭc³⁴,137
Chứt_(Mày),FULL,ɓlăm¹,138
Chứt_(Rục),FULL,blăm,138
Chứt_(Sách),FULL,blam,138
Hung_(Liha),FULL,blam,138
Hung_(Phong),FULL,blam,138
Hung_(Toum),FULL,blam,138
Nguồn,FULL,lăm¹,138
Thổ,FULL,pleː³,139
Vietnamese,FULL,ɗəi̯²¹,140
Arem,KILL,kaʨit,141
Chứt_(Mày),KILL,cit³,141
Chứt_(Rục),KILL,kacit,141
Chứt_(Sách),KILL,kəciːt⁵²,141
Hung_(Liha),KILL,ʄjɛth,141
Hung_(Phong),KILL,pceːt,141
Nguồn,KILL,jɨet⁵²,141
Thổ,KILL,jjɛt⁵²,141
Vietnamese,KILL,jiːk⁴⁵,141
Thavưng,KILL,pɔh¹,142
Arem,WATER,ɗɛa̯k,143
Chứt_(Mày),WATER,ɗak³,143
Chứt_(Rục),WATER,dak,143
Chứt_(Sách),WATER,daːk⁵²,143
Hung_(Liha),WATER,daːk,143
Hung_(Phong),WATER,daːk,143
Hung_(Toum),WATER,daːk,143
Maleng,WATER,dak⁴,143
Mương_(Hòa_Bình),WATER,raːk⁵²,143
Mương_(Sơn_La),WATER,daːk⁵²,143
Nguồn,WATER,djak⁵²,143
Thavưng,WATER,daːk¹,143
Thổ,WATER,daːk⁵²,143
Vietnamese,WATER,nɨːk⁴⁵,143
Arem,BONE,ɕie̯ŋ,144
Chứt_(Mày),BONE,ɕaŋ²,144
Chứt_(Rục),BONE,saŋ,144
Chứt_(Sách),BONE,saːŋ²,144
Maleng,BONE,sɤŋ³,144
Mương_(Hòa_Bình),BONE,sɨaŋ¹,144
Mương_(Sơn_La),BONE,sɨaŋ¹,144
Nguồn,BONE,sɨəŋ¹,144
Thổ,BONE,sɨəŋ¹,144
Vietnamese,BONE,sɨːŋ³³,144
Thavưng,BONE,tkoːk²,145
Arem,GOOD,ʔie̯m,146
Maleng,GOOD,di³,146
Thavưng,GOOD,diː,146
Chứt_(Mày),GOOD,hăi¹,147
Chứt_(Rục),GOOD,haj,147
Chứt_(Sách),GOOD,tʰot,148
Nguồn,GOOD,toːt⁵²,148
Vietnamese,GOOD,tok⁴⁵,148
Arem,KNOW (SOMETHING),hiː,149
Chứt_(Mày),KNOW (SOMETHING),hi¹,149
Chứt_(Rục),KNOW (SOMETHING),hi,149
Chứt_(Sách),KNOW (SOMETHING),hi,149
