Gloss	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
RAIN (PRECIPITATION)_17																														aqwakin				
RAIN (PRECIPITATION)_18																															horoy			
RAIN (PRECIPITATION)_19																																taŋ~andaŋ		
RED_1	selnekiʃ																																	
RED_2		serakame									sehtaname																							
RED_3			aŋkaka		eka								aɡa						anka					enka		aŋkæ							akːakatɨ	
RED_4				ʧiʧiːltik					ʧiːʧiːltik												ʧiltik							ʧiʧiltiːk						
RED_5						kʷati																												
RED_6							paʔu																											
RED_7								sikei̯							sikili					svɨɡ									swɨɡi					sikiʔi
RED_8								vasei̯̯																										
RED_9										pala																								
RED_10												reta															setːa~setai̯̯							
RED_11														qwajaqwjaʃ																				
RED_12																aqːapono																		
RED_13																	aʦːa																	
RED_14																		oamasmoe																
RED_15																							ʂɨriːriʔn											
RED_16																									bɨʔ									
RED_17																														kʷahoxa				
RED_18																															sawakar			
RED_19																																melʔmel		
ROOT_1	pukuʔu																																	
ROOT_2		nawa						nava			nawa				naːwa												nawa							nawa
ROOT_3			tɨtɨnapɨ		tɨrana											tɨtɨna	tɨna		tɨtɨna					tɨtɨna		tɨna							tɨnaapi	
ROOT_4				t͡ɬaneːlwat͡ɬ					naːlwat																			nelwajut͡ɬ~nelwat͡ɬ						
ROOT_5						wala																												
ROOT_6							naanaʔa					nana																						
ROOT_7										ŋaʔat																								
ROOT_8													tɨn																					
ROOT_9														kʷiinamuʃ																				
ROOT_10																		taca		tatka					tak				tatk					
ROOT_11																					inenɡwaho													
ROOT_12																							ŋaːqaw											
ROOT_13																														wiwin				
ROOT_14																															namusir			
ROOT_15																																wiːʃi		
ROPE_1	wanal																																	
ROPE_2		wiila																																wikia
ROPE_3			utumpɨ																															
ROPE_4				mekaːt͡ɬ					mekat												mekat							mekat͡ɬ						
ROPE_5					wia																													
ROPE_6						wiʧuʔɨt								wiiʧat																				
ROPE_7							kai̯̯hnari					kau̯̯nari																						
ROPE_8								teɡomi																										
ROPE_9										wikpaŋwa																								
ROPE_10											witari				witeri																			
ROPE_11													tuʔuru																					
ROPE_12													wʔivs																					
ROPE_13																tɨqapːo	tɨkapːu																	
ROPE_14																		turovini							tɨrbui̯̯ɲ									
ROPE_15																			tɨmukːu					tɨmukːu										
ROPE_16																				tahum						tɨʃa								
ROPE_17																				ɡui̯̯raʧa														
ROPE_18																							qai̯̯kʷt											
ROPE_19																							ʦikoːtiʔ											
ROPE_20																											bu							
ROPE_21																													wuːɖ					
ROPE_22																															mitaranbsɡ			
ROPE_23																																yuːwil		
ROPE_24																																	sapɨ	
ROUND_1	pumule					puvɨ																				potːo~poːtːø								
ROUND_2		ɡapo						ʦaporis			kahpola																ʦapːora~ʦapːori							
ROUND_3			munuŋki																															
ROUND_4				jawalli											lobːai̯̯~lobola																			lobola
ROUND_5					topːonitɨ				teolotik																									
ROUND_6							huʔura																											
ROUND_7								tacore~tacoris																	xikoːl̥ik									
ROUND_8								bola																										
ROUND_9										pølaŋpɨ																								
ROUND_10													muduʔnidɨ																					
ROUND_11														peeva																				
ROUND_12																atːɨppono	paʦːipːonoʔa~paʦːipːunuʔa																	
ROUND_13																		ʦabulica		kovolik														
ROUND_14																			munukantɨn					ponokantɨn										
ROUND_15																							pucupuʔq											
ROUND_16																												miːmiːltiʦ						
ROUND_17																													olas			muluŋwal~muluʔuŋa		
ROUND_18																														turaːrkiwiʔ				
ROUND_19																																	pootːɨkːwatɨ	
ROUND_20																																		robːoʔi
ROUND_21																																		kiiʧu
SALT_1	iŋily													eŋla																		oːnahl		
SALT_2		kona						onat		øŋa	wona	uːna			oona			onːe		on					on				on		onat			ona
SALT_3			asoʔna																															
SALT_4				istat͡ɬ					istat͡ɬ												istat͡ɬ	ostet						istat͡ɬ						
SALT_5					onːavi								owavi				onapi		omapin					onapin									oapi	
SALT_6						jɨwal																												
SALT_7							unah																							aŋor				
SALT_8																omːa										oa								
SALT_9																							ʦukaʔt											
SAND_1	ŋaʧiʃ																																	
SAND_2		sate					se	sa~sata			sete																							
SAND_3			otːapɨ																kuʦːapːɨh															
SAND_4				ʃaːlli					ʃaːl			ziakari~ziu̯kari									aʃal							ʃøliː						
SAND_5					pasiwapi											pasːiwa	pasiwapːɨ		pasiŋwampɨh					pasiampin										
SAND_6						haxal								exval																				
SAND_7										tɨi̯̯wa																								
SAND_8													ʃihʷabɨ																			ʃihpit	siwapːɨ	
SAND_9															seeʔe																			seeʔe
SAND_10																		ore~oːe																
SAND_11																				hia														
SAND_12																							oːqʈ͡ʂ											
SAND_13																									oi̯̯ja									
SAND_14																										patɨ				piri				
SAND_15																													oʔoɖ	uheːt				
SAND_16																														oːhit	sihat			
SAY_1	kutaʃ									kita																								
SAY_2		ʧani									ʦa~ʦe																							
SAY_3			mai̯̯										meː																				mai̯̯kːɨ~mai̯̯kːa	
SAY_4				iʔtoːa					kihtoːa																			htoa						
SAY_5					niːkʷi														jɨkʷi					niːkʷi								piŋɡɨ		
SAY_6						jaxɨ																												
SAY_7							ʃa																											
SAY_8								aɡu̯an																										
SAY_9								teen												tɨʔɨ														
SAY_10												hai̯̯																						
SAY_11												ite															tui̯̯~tʰui̯̯							
SAY_12														hihija																				
SAY_13															hiawa																			hiawa~hia
SAY_14																ine~ineː	ɨnakːwi~ɨnaʔwi																	
SAY_15																		aːɡi		aːɡa									aːɡ					
SAY_16																					inas													
SAY_17																							kɨi̯̯											
SAY_18																									tɨi̯̯jaʔ									
SAY_19																										naːnia								
SAY_20																											era							
SAY_21																														paːri				
SAY_22																															amwa~omwa			
SEE_1	teew													tow																	tema~temo			
SEE_2		naʧi																																
SEE_3		neʔ~eʔne~neʔne									neʔne																							
SEE_4			punːiː		puni								pɨni			puni	puni~punːi~puʔni		pui̯̯					pui̯̯~puni		pɨni							pɨnikːa	
SEE_5				itːa					ta												ita	ote						hta		hutaa~huːtu				
SEE_6						tɨwa								tiiwi																		taːwɨɡɨt		
SEE_7							sei̯hra					zei̯̯																						
SEE_8								vitzan																			vitza							
SEE_9										jori																								
SEE_10												ni̯ere																						
SEE_11													pikeː		biʧːa																			biʧa
SEE_12																		nunːide		nɨi̯̯d					nɨi̯̯ɲ				nɨi̯̯d					
SEE_13																		nianto																
SEE_14																							hihi											
SEED_1	puʧily					puʃ								puʃla		pusi							puːʦ							puːʈ͡ʂin		punʒil		
SEED_2		tali																																
SEED_3			puʔipi										puʔivi				pui̯̯									puʔiɨ̯̯							pɨʔiapi	
SEED_4				aʧt͡ɬi					ʃinaːʧ													aʧ						ʃiːnøʧt͡ɬi						
SEED_5					pehe														pehe					pehe										
SEED_6							aci				pahci	haci			baʧia																waciran			baʧia
SEED_7								suvatzi																										
SEED_8										poosi																								
SEED_9												imɨari																						
SEED_10																		usːoqui̯̯																
SEED_11																				kai̯̯					kai̯̯ʧuk				kai̯̯					
SEED_12																					ajuhwaʧ~aju													
SEED_13																											vuʧit							
SHARP_1	tama																																	
SHARP_2		ʧuta		tentia																														
SHARP_3			kɨwakai̯̯		kɨma								kuwaː			kɨwaː	kɨmaː		kɨma					kɨma		kɨŋʷaː							kuwaakatːɨ	
SHARP_4						ŋavɨ																												
SHARP_5							antamɨːmɨ																											
SHARP_6									teːneh												teni													
SHARP_7										qala	jolame																							
SHARP_8														ʂowai̯̯																				
SHARP_9															bwawite																			bwawɨte~bwawi
SHARP_10																		mucaɡo		mucada														
SHARP_11																							hacaːʔi											
SHARP_12																									muuk				muuk					
SHARP_13																											ɡui̯̯tzu							
SHARP_14																												t͡ɬatekiː						
SHORT_1	muti					mutɨqɨ																	mutipik											
SHORT_2		kuʔteli																			kutu													
SHORT_3			topici										tovʔepiːʧɨ			topːociʦːini			topːoʦːitɨ							topɨ~topːɨ								
SHORT_4				ʦicikicin					ʦikciːn																			ʦiciːkiːci						
SHORT_5					paʔitɨːci																													
SHORT_6							ʦapwatun																				sapːada~sapːata							
SHORT_7								ʧupica																										
SHORT_8										ʦaava																								
SHORT_9											eʔmeruma~aʔmerima									dumarica														
SHORT_10														kapakpamal																				
SHORT_11															pooʧi																			poʧilai̯̯
SHORT_12																	miʦːi																	
SHORT_13																		kavulika																
SHORT_14																							qapockaʔ											
SHORT_15																							ʦaːpuʔ									tabuːʔupil		
SHORT_16																								kɨpihtɨn										
SHORT_17																									dumaːl̥									
SHORT_18																													ʂopolk					
SHORT_19																														kamuhoʔ				
SHORT_20																																	kapaʔatːokowatːɨ	
SING_1	taxmu																																	
SING_2		nawahi																		nɨʔɨ									nɨʔɨ					
SING_3		wikara									wiɡata				bwiːka																			bwika
SING_4			hupitːu																hupiatɨkːwɨ															
SING_5				kʷiːka								kʷika									takʷika	kʷike					ɡui̯̯ʦ	kʷika						
SING_6					tɨnikʷɨ												tɨnikːwɨ																	
SING_7						hawɨ																												
SING_8							tjiʔiʧwiːka																											
SING_9								biken																										
SING_10									kantaːroːa																									
SING_11										taawma																								
SING_12													kaː													kaː							kaːi̯̯	
SING_13														heela																				
SING_14																hupiaru																		
SING_15																		aneːnnui̯̯																
SING_16																							ʦaːʈ͡ʂuʔ		kantaruʔ									
SING_17																								nitːoi̯̯							njai̯̯ta			
SING_18																														ʧeːa				
SING_19																																aːjaːn		
SIT DOWN_1	hiw																																	
SIT DOWN_2		asa																													nesa			jesa
SIT DOWN_3		i																																
SIT DOWN_4			katɨ		katːɨ		ka	ʦatzi		qatɨ	kahti		karɨ		katːek	qatːɨ	katɨ~katːɨ		katːɨ					katːɨ~katɨ		katɨ					kate		kati	kate
SIT DOWN_5				t͡ɬaːlliːa																	talia													
SIT DOWN_6						naʧɨ																												
SIT DOWN_7								dasi										dadai̯̯~daxani		daha							dasæ~da		daha					
SIT DOWN_8									tokocjeto																									
SIT DOWN_9												jerɨ~je~ja																		jaʧo				
SIT DOWN_10														tawa											dakaʔ									
SIT DOWN_11																							nɨːpq											
SIT DOWN_12																												jewatiːka						
SIT DOWN_13																																halʔɨt~aːhalʔ		
SIX_1	kʷansuple					nemakʷanaŋaxsuplewet																												
SIX_2		usani						vusani			pusani				busani												busːani				osani			vusani~busani
SIX_3			nava		naːbai̯̯tɨ					navai̯̯			navaha			naːbahii	naːpahi		naːpai̯̯~nahapai̯̯					naːhpai̯̯h								napaːi̯̯		
SIX_4				ʧikʷaseː					ʧikʷaseːn~ʧikʷasin												ʧikʷasiːn	ʧukose~ʧiɡon						ʧɪkʷasi̯e						
SIX_5							arahsebi~arahsei̯̯																		hiʃumːan									
SIX_6														pavaːhai̯̯									pæːvahiʔ											
SIX_7																tu																		
SIX_8																		naːdami																
SIX_9																				tutpo									ʦuːdp					
SIX_10																										navai̯̯								
SIX_11																																	navæuni	
SKIN_1	saval																																	
SKIN_2		wiʧi									wiʔci																				kvici			
SKIN_3			asipɨ							ʦiipɨ						sipːoʔi																		
SKIN_4			asiʔa																							asiaːʔ							siʔaːpi	
SKIN_5				eʔwaːt͡ɬ																														
SKIN_6				kwet͡ɬaʃt͡ɬi					kʷetaʃio												kʷetasti	kʷeteʃt						kʷiːt͡ɬaʃt͡ɬi						
SKIN_7					poʔoaʔ														poʔa					poʔanʔ										
SKIN_8						tukʔa																												
SKIN_9							navi					nawi~wi																						
SKIN_10								beɡu̯at																								poːnt		
SKIN_11													asiaviʔ																					
SKIN_12														taavaʃ																				
SKIN_13															beewa		pɨhɨ										bewa							bea
SKIN_14																		ulidaɡa		ɨlidaɡ									ɨldaɡ					
SKIN_15																							qoʦ								kucit			
SKIN_16																									joʔ									
SKIN_17																														axoxoʈ͡ʂ~axoːxoʦ				
SKY_1	tukvaʃ					tukvaʔaʃ																												
SKY_2		seʔpolɨtali																																
SKY_3		riwiɡaʧi						tevika			teweka				teeka~tewka																			teeka
SKY_4			tukumpa										tuɡu			tukupːa	tukupːaːtːɨ		tukumpana				tukumit~tuːkumit~tukumiʦ	tukumpin		tukun				tukupar			tukupːaja	
SKY_5				ilwikat͡ɬ					elwiak												ilwakak													
SKY_6					tomːoːpi																													
SKY_7							utʲe																											
SKY_8										tokpela																						toːkoːmbahl		
SKY_9												tahei̯̯ma																						
SKY_10														tuupaʃ																				
SKY_11																		tɨvaɡi																
SKY_12																				damacatuma														
SKY_13																									dʱam									
SKY_14																											teɡui̯̯kat				tamwakalit~temokalit			
SKY_15																												iːlfiːkak						
SKY_16																													daːmkahʧim					
SLEEP_1	kup					kupɨ																												
SLEEP_2		ɡoʧi		koʧi					koʧi		koci	kuci			koʧːe						kuʧi	koʧo						koʧiː						koʧe
SLEEP_3			ɨpːɨi̯̯		ɨːpɨi̯̯								ɨpiː						ɨpːɨi̯̯					ɨpːɨi̯̯		apːɨi̯̯								
SLEEP_4							kucu											ʦocose		koːʂ					koːs				koːʂ					
SLEEP_5								ʦotzon																			ʦotzi							
SLEEP_6										pɨːwi						ɨwi	ɨwi~ɨwi																	
SLEEP_7														kup																				
SLEEP_8																							kuːman											
SLEEP_9																														jetamku̯a		tahkin~atahkin		
SLEEP_10																															kos			
SLEEP_11																																ʦuluːm~uculuːm		
SLEEP_12																																	əpːɨi̯	
SMALL_1	iniʃily																						aɲiːʔi							anuysi				
SMALL_2		kuʔta						ʧupi																										
SMALL_3			miʔau̯̯nci										ɨːvʔepiːʧi																				miipːɨci	
SMALL_4				tepiton								pe																						
SMALL_5					tɨe														tɨai̯̯					tɨai̯̯										
SMALL_6						akulji																												
SMALL_7							kɨlen																											
SMALL_8									nohneːl		nuʔiti																							
SMALL_9										ʦaako																								
SMALL_10												eʧipɨe~eʧimpe				inociʦːiʔ																		
SMALL_11														aluʔmal																				
SMALL_12															iliiʧːi										ɨl̥iʔʦ									
SMALL_13																	tɨːci																	
SMALL_14																		alai̯̯~ali~arali		aritu														ili
SMALL_15																				sviːd														
SMALL_16																					ʧihʧin							ʦiciːkiːci						
SMALL_17																										miaʔ								
SMALL_18																											baʧuʧu		ʧumʧu					
SMALL_19																															ujir			
SMALL_20																															uli			
SMALL_21																																kuʔuzubil		
SMOKE (EXHAUST)_1	miʔat					miʔat																	moaːʔt							maːt				
SMOKE (EXHAUST)_2		mori						moraɡu̯a			morewa																							
SMOKE (EXHAUST)_3			kʷihipː																															
SMOKE (EXHAUST)_4				poːst͡ɬi					poːkti												pukti							pukt͡ɬi						
SMOKE (EXHAUST)_5					kukːwiː														kukːwiː					kukkʷiː										
SMOKE (EXHAUST)_6							kɨci					kɨ~kɨci					kʷiː							kʷiː		kʷiɨ̯							kʷiipɨ	
SMOKE (EXHAUST)_7										kʷiiciŋwɨ																								
SMOKE (EXHAUST)_8												kʷau̯̯ni																						
SMOKE (EXHAUST)_9													kʷuhidɨ																					
SMOKE (EXHAUST)_10														kuumit																		uːi̯̯ja		
SMOKE (EXHAUST)_11															bwiciria												piʧire							bwiʧia
SMOKE (EXHAUST)_12																kukkuhi																		
SMOKE (EXHAUST)_13																		ʦubusci							kubʱɨx				kuːbs		kupicit			
SMOKE (EXHAUST)_14																				kuːbdaɡ														
SMOKE (EXHAUST)_15																											moh							
SMOKE (EXHAUST)_16																														ʈ͡ʂiaːn				
SNAKE_1	sewet					sɨwɨt																	hɨːŋt							ʃot				
SNAKE_2		sinoi̯									sinoi̯̯									vinoi̯̯							sinot							
SNAKE_3			kʷiːjaːci																															
SNAKE_4				koːwaːt͡ɬ					kowaːt												kʷat	kuet						kowat͡ɬ			koot			
SNAKE_5					kʷasinaboː																													
SNAKE_6							kuʔukuʔu																											
SNAKE_7								vacotz							baːkot																			baakot
SNAKE_8										løloŋw																								
SNAKE_9												ku						ʦoːi̯̯							koʔ				koʔowi					
SNAKE_10													toɡowa			toqoqːwa	toko		tokoa					tokoa		tokoa							tokoapi	
SNAKE_11														piɨ̯̯qwala																				
SNAKE_12																	pasːinuʔju																	
SNAKE_13																																tuhat		
SNOW_1	jui̯̯at					ajui̯̯ʔa								juːjit									ju̯at											
SNOW_2		ɡepa~kipari									kepa																				kewat			
SNOW_3			nɨːpaːpi~nɨpaɨ̯wa							nɨva			nɨvaci			nɨpa										nɨpa						nɨbaʔɨt~ɨnɨbaʔ~nupahl	nɨpɨapi	
SNOW_4				sepajawi				sutewa																										
SNOW_5					takːavi												tɨːkːwa							takːa										
SNOW_6							seeri	sutehri																										
SNOW_7									sekti																									
SNOW_8												ɨwi~ɨwija																	ɡɨv					
SNOW_9															sapːam																			sapa
SNOW_10																	pɨpapi																	
SNOW_11																		ɡucobejacupai̯̯																
SNOW_12																			taha															
SNOW_13																				kɨv					kɨb									
SNOW_14																											viracæiasojai̯							
SNOW_15																												tesiːbiːt͡ɬ						
SNOW_16																														navakit				
STAND UP_1	wewen		wɨnɨ		wɨnːɨ	hiwɨnɨ				wɨnɨ			wɨnɨ			wɨnɨ	wɨnɨ~wɨnːɨ		wɨnːɨ					wɨnɨ~wɨnːɨ		wɨnɨ						ɨi̯̯wɨn~ɨːʔɨwɨn	wɨni	
STAND UP_2		wili									weri	we																			were			
STAND UP_3				iʔkaːʦ					ihkatok												ihkatuk							ihkatiːka						
STAND UP_4							ahʧesi																											
STAND UP_5								hueri																			ɡuera							
STAND UP_6														wiita																				
STAND UP_7															kiktek																			kikte
STAND UP_8																		ʦuke		kɨːk					kɨkːaʔ				kɨːk					
STAND UP_9																		ʦu̯anta																
STAND UP_10																		ʦucani																
STAND UP_11																							ʦɨnuʔq											
STAND UP_12																														karuːk				
STAR_1	suʔwet																						huːʔʈ͡ʂ											
STAR_2		seʔpoli						sibora			soʔpori																							
STAR_3			puːcipɨ										puːciːvɨ													puːci							puuciːpi	
STAR_4				sit͡ɬalin					siːtaliːn												sital							sit͡ɬaliː						
STAR_5					tacinupi											tacinu			taʦːiu̯mpi					tacɨɨmpin										
STAR_6						suʔul								ʂuʔla						huhuɡa									huʔu			ʃuːl		
STAR_7							ʃuʔuraʔave					zurawe																						
STAR_8								sarin																										
STAR_9										soohɨ																					soo			
STAR_10															ʧokːi																			ʧoki
STAR_11																	paːtːusːupaʔa																	
STAR_12																		jujupa																
STAR_13																				siɨ̯̯ovaɡ														
STAR_14																				siavuɡui̯̯														
STAR_15																				uhapa														
STAR_16																									ʧɨtʔ									
STAR_17																											dærirai̯̯							
STAR_18																														ʃuʃjot				
STONE_1	qawiʃ					kawiʃ																												
STONE_2		ree																																
STONE_3			tɨmpi		tɨpi								tɨbiʧɨ			tɨpːi	tɨpːi		tɨmpin					tɨmpin		tɨmpɨ							tɨpɨpːɨ	
STONE_4				tet͡ɬ			tjetʲe	tet	tet		tehte	tete		toota	tetːa						tet	tot	tɨmɨt			tɨn	tet			tuːta~tota	tetat~terat	tɨnt		teta
STONE_5										ou̯̯a																								
STONE_6																		jodːe		hod					joːdai̯̯				hodai̯̯					
STONE_7																												ti̯etetu						
SUN_1	tamit					tamit								timet									taːmiat							tamit				
SUN_2		rai̯̯enali									tahenari							tonːeli																
SUN_3			tapapːɨci		tave			tavi					tavi			tape	tapa		tapai̯̯					tape		tapa~tapi							tapaci	
SUN_4				toːnatiu̯					toːnal												tunal	tunel						tunaliː						
SUN_5							ʃɨka																											
SUN_6										taawa																								
SUN_7												tau̯̯			taːʔa																tata	taːl		taaʔa
SUN_8																		tasːe		taʂ									taʂ		tasalit			
SUN_9																									ʧat		tæt							
SWIM_1		ɑʔke̠		aːkʷi							kaʔkena																							
SWIM_2			nɑpːɑkːɯ																														nɑpɑkːi	
SWIM_3					pɑhɑpitːɯ											pɑhɑpi	pɑhɑpi							pɑhɑpi										
SWIM_4						wɑj																												
SWIM_5							ɑhɑu̯̯βe					hɑu̯̯~hɑu̯̯rikɑ																						
SWIM_6										momortimɑ																								
SWIM_7													pɑːkenukʷːi																					
SWIM_8														wɑ̠jɑ																				
SWIM_9															βɑhume																			βɑhume
SWIM_10																			nokoi̯̯ʦoi̯̯h															
SWIM_11																				komli̠miah														
SWIM_12																												mɑːwilɑːnɑ						
SWIM_13																													wɑʧːui̯̯					
SWIM_14																															on			
SWIM_15																															onɑ			
SWIM_16																																aːpɑi̯̯ʔiʧ		
SWIM_17																																	ɑpipoti	
TAIL_1	kʷas		kʷasi		kʷasi	qwaʃ	kʷasa					kʷari	kʷasi~koʃivi			qwaci	kʷasːi		kʷasi					kʷesi		kʷasi							kʷasici	
TAIL_2		wasi									wahsi				bwasia																	wiʃiː		bwasia
TAIL_3				kʷit͡ɬapilli					kʷitapiːl												kʷitapil							kʷiːt͡ɬapiːl						
TAIL_4								basit																							bakusir			
TAIL_5										sɨri																								
TAIL_6														piqwsiv																				
TAIL_7																		bai̯̯di		bahi					bʱai̯̯				bahi					
TAIL_8																							wað											
THAT_1	evat~et					əβət~ət																									iki̠t			
THAT_2		mu~mi̠	mɑ~mɑkːɑ~mɑtɯ																				ama										mɑ~mɑtɯ	
THAT_3			ukːɑ														okɑ																	
THAT_4			utɯ		uti~oti								utɯ											utɯn									utu	
THAT_5			u													u										u							u	u
THAT_6				inoːn					nɑ																			inoː						
THAT_7						ɑxwə̠ʃ																												
THAT_8							mɯmɯ																											
THAT_9								ar																										
THAT_10										pɑm																								
THAT_11											puː																							
THAT_12												iwɑ																				wɑʔ		wɑ~wɑi̯̯
THAT_13													sɑmɑnɑ~sɑmɑtɯ																					
THAT_14													suʔunɑ~unɑ								uni													
THAT_15													suʔutɯ													uʔu								
THAT_16														oːnu																				
THAT_17															huri~hu																			hu
THAT_18																	osu																	
THAT_19																		ɯɡɑi̯̯		ɯɡi									hɯɡʔɑi̯̯~hɯɡi~hɯɡʔi~hɯɡ~hɯɡɑʔi					
THAT_20																			sɑtɯ~sɑ															
THAT_21																							pat							peːʔe				
THAT_22																									ɡwiʔ									
THAT_23																											ve							
THAT_24																												neːkɑ~inoːneːkɑ~neːkɑhoː						
THAT_25																																wɑnʦil		
THAT_26																																untuːkɑl		
THIS_1	iʔ					i̠ʔi	iːʔi				ihi̠				iʔi																			
THIS_2		e̠ʧi	iʦɯ																															
THIS_3		je̠nɑ~jepunɑ̠																																
THIS_4			ikːɑ									ikɯ					ikiɑ																	
THIS_5			i																							i								i
THIS_6				iniːn				eni	inɑ				inɑ~siʔinɑ								ini							iːniː		mine				
THIS_7					itːɯ								siʔitɯ~itɯ						sitɯ	idi̠				sitɯn			iti		iːdɑ~iːdɑʔɑ					
THIS_8					isɯ														si															
THIS_9									nɑmel																									
THIS_10										iʔ																								
THIS_11														iβi̠ʔ									iβiʔ											
THIS_12																ihu	isu																	
THIS_13																		iji																
THIS_14																									djiʔ									
THIS_15																												iːniːnɑːnkɑ~nɑːnkɑ						
THIS_16																													iːdʔɑ~id				iʧ	
THIS_17																															irɑ̠			
THIS_18																																ij		
THIS_19																																	in	
THOU_1	ʔet																																	
THOU_2		muhe̠					mu̠ʔeː				mu̠ː																ma							
THOU_3			ɯmːi					eme		ɯm			mumi~imi						ɯmːi				ɯmiʔ			imːi				oːmɑʔ			ɯmɯ	
THOU_4				teh																	tɑhɑ							tɑhɑ						
THOU_5					ɯnɯ																			ɯnːɯ										
THOU_6						əʔ																												
THOU_7												iɑku																						
THOU_8														om																				
THOU_9															empo																			empo
THOU_10																ɯh																		
THOU_11																	ɯ		ɯ															
THOU_12																		ɑːpi		aːpi									aːpi~aːpiʔi		ipu̠			
THOU_13																																impi		
THREE_1	paha		pahi		pahihtɨ	pah							pehe~peheju	paːhai̯̯	bahi	pahii	pahiju		pahi~pai̯̯				paːhiʔ	pai̯̯h		pai̯̯				paheʔ		paːi̯̯	pai̯̯ni	bahi
THREE_2		bikija																																
THREE_3				eːi̯̯					eːji												jeːi̯̯							jei̯̯ɪ						
THREE_4							wai̯̯hka																											
THREE_5								vei̯̯dum		paːjom												ejom												
THREE_6											pai̯̯ka	hai̯̯ka						vai̯̯ka		vai̯̯ko					vai̯̯k				wai̯̯k					
THREE_7																tu																		
THREE_8																											vai̯̯de							
THREE_9																															vajir			
THROW_1	ʔamin														himːa																			hima
THROW_2		oʔta																																
THROW_3		i																																
THROW_4			tɨtapi							tɨːva			tavi													tɨtapo								
THROW_5				t͡ɬaːsa																														
THROW_6				moːt͡ɬa					tatamoːta~mota					mati							muːta	mote						multa~mut͡ɬa						
THROW_7					tɨtawɨː														taŋwi					tawi										
THROW_8						wiʧaxɨ																												
THROW_9							rai̯̯																											
THROW_10								toran																										
THROW_11								hiserani																										
THROW_12											ʦewa~ʦewa																							
THROW_13												hɨa~hɨwa																						
THROW_14																wɨnaʔi	wɨnai̯̯																winai̯̯	
THROW_15																		vupe																
THROW_16																		bu̯anta																
THROW_17																		bu̯ani					pukai̯̯											
THROW_18																				daʔitud									daʔiʧud					
THROW_19																				vanicuna														
THROW_20																					wetctuk													
THROW_21																									mai̯̯bu̯aʔ									
THROW_22																											qui̯̯ʦ							
THROW_23																														piʔ				
THROW_24																															okoa~wokoa			
THROW_25																																apalak~palak		
TONGUE_1	naŋily						njanuri	nenet							ninːi					nɨːn					nɨn		nene		nɨːni	noŋin	ninir			nini
TONGUE_2		ʧamekoala~ʧameroala																																
TONGUE_3			akompi		eko								eɡubɨ			eqo	iko		ai̯̯ko					eko		akon							akopːɨ	
TONGUE_4				nenepiːlli					nenepiːl												nepil							nenepiːl						
TONGUE_5						nɨŋʔa																												
TONGUE_6										leŋi	jeni	teni																						
TONGUE_7														weeji																				
TONGUE_8																		nun																
TONGUE_9																							naŋaʦ									lalant		
TOOTH_1	tamal	rame			tama	tamʔa	tame	tamit		tama	tame	tame		tamat	tamːi		tama		tama				taːm	taman						taːmin	tamor~tamanr	tamant		tami
TOOTH_2			tawampi										tawabi			tawa										taŋwan							tawapːɨ	
TOOTH_3				t͡ɬant͡ɬi					taːn												tan							t͡ɬankoʧ						
TOOTH_4																		tatam		taːtam					tatam				taːtami					
TOOTH_5																														tatam				
TREE_1	kelawat			kʷawit͡ɬ		kɨlawat			kʷowit					kulawut							kʷawit							kʷabiːt͡ɬ						
TREE_2		kusi									kuʔu									usi														
TREE_3			mahapɨ																							maʔapɨ								
TREE_4					huːppi																			huːppin										
TREE_5							kɨje					kɨje																						
TREE_6								ʦut																			ʦuht				kot			
TREE_7										ʦoki																								
TREE_8													wovi			wɨnɨppɨ																		
TREE_9															kuta										tu̯a						uːta~uta			kuta
TREE_10																	sɨŋːapi		sɨŋapi															
TREE_11																		ost																
TREE_12																				ʂaʔi														
TREE_13																						kʷaɡut										uːʔut		
TREE_14																							wamat											
TREE_15																													uːs					
TREE_16																														tuvaːr				
TREE_17																																	ipici	
TWO_1	wih		waha		waha								waha			waha	waha		waha					waha		waː				wehe				
TWO_2		okʷa									woka							ɡoca		ɡoːk									ɡoːk					
TWO_3				oːme					oːme												ume	omem			jumai̯̯			ume						
TWO_4						wih																												
TWO_5							waʔapwa																											
TWO_6								ɡodum		løːyøm																								
TWO_7								ɡoʦ																										
TWO_8												huta															ɡode							
TWO_9														we	wooji								wo									woː		woi̯
TWO_10																												unte						
TWO_11																															nyor			
TWO_12																															njohor			
TWO_13																																	wai̯̯ni	
VOMIT_1	pipivis																						piːʂ											
VOMIT_2		oʔyo									joʔa																							
VOMIT_3			pipːitːana										pitahni~pipitahni													pipːitːaʔni								
VOMIT_4				maːjau̯nit͡ɬa										mijai̯̯																				
VOMIT_5					oːʔi											oːʔi	oaʔi~oaʔi																	
VOMIT_6						ŋina																					hinːua							
VOMIT_7							haraʔari																											
VOMIT_8								dodan																			dodoa							
VOMIT_9									takepa																							wajuːb~awajuːp		
VOMIT_10										nai̯̯øʔ																								
