Language1,Phone1,Language2,Phone2,PMI
Central Pomo,ʔ,Central Pomo,ʔ,3.379757050424286
Central Pomo,ʔ,Central Pomo,t̪,2.281144761756176
Central Pomo,t̪,Central Pomo,ʔ,2.0887728691087197
Central Pomo,t̪,Central Pomo,t̪,4.391357962102766
Central Pomo,o,Central Pomo,o,3.0696021221204464
Central Pomo,a,Central Pomo,a,1.9709898334523364
Central Pomo,ʦʼ,Central Pomo,ʦʼ,5.084505142662712
Central Pomo,ʃ,Central Pomo,ʃ,3.292745673434656
Central Pomo,kʼ,Central Pomo,kʼ,3.698210781542821
Central Pomo,k,Central Pomo,k,3.985892853994601
Central Pomo,ʧʰ,Central Pomo,ʧʰ,4.679040034554546
Central Pomo,b,Central Pomo,b,3.3797570504242866
Central Pomo,t̪ʰ,Central Pomo,t̪ʰ,5.084505142662712
Central Pomo,pʼ,Central Pomo,pʼ,5.777652323222657
Central Pomo,ʧ,Central Pomo,ʧ,3.8317421741673434
Central Pomo,tʰ,Central Pomo,tʰ,5.777652323222657
Central Pomo,ʦ,Central Pomo,ʦ,5.777652323222657
Central Pomo,aː,Central Pomo,oː,0.6717068493220764
Central Pomo,aː,Central Pomo,aː,2.2811447617561766
Central Pomo,pʰ,Central Pomo,pʰ,4.679040034554546
Central Pomo,h,Central Pomo,h,3.698210781542821
Central Pomo,i,Central Pomo,i,3.292745673434656
Central Pomo,t,Central Pomo,t,5.084505142662712
Central Pomo,uː,Central Pomo,uː,5.777652323222657
Central Pomo,d,Central Pomo,d,3.475067230228611
Central Pomo,n,Central Pomo,n,3.985892853994601
Central Pomo,l,Central Pomo,l,2.944438979166441
Central Pomo,m,Central Pomo,m,2.8872805653264915
Central Pomo,w,Central Pomo,w,3.2127029657611192
Central Pomo,t̪ʼ,Central Pomo,t̪ʼ,5.777652323222657
Central Pomo,u,Central Pomo,u,3.8317421741673434
Central Pomo,eː,Central Pomo,eː,5.084505142662712
Central Pomo,e,Central Pomo,e,3.2127029657611192
Central Pomo,kʰ,Central Pomo,kʰ,3.292745673434656
Central Pomo,ʧʼ,Central Pomo,ʧʼ,4.3913579621027665
Central Pomo,s,Central Pomo,s,3.8317421741673434
Central Pomo,oː,Central Pomo,oː,3.985892853994602
Central Pomo,oː,Central Pomo,aː,0.5201569511948752
Central Pomo,ə,Central Pomo,ə,5.084505142662712
Central Pomo,tʼ,Central Pomo,tʼ,3.8317421741673434
Central Pomo,j,Central Pomo,j,3.2127029657611192
Central Pomo,qʼ,Central Pomo,qʼ,5.777652323222657
Central Pomo,w,Central Yana,m,2.775085602438368
Central Pomo,w,Central Yana,h,2.592764045644413
Central Pomo,w,Central Yana,iː,2.0819384218784225
Central Pomo,k,Central Yana,tʼ,3.509054777518569
Central Pomo,k,Central Yana,ʦ,3.308384082056418
Central Pomo,t̪,Central Yana,r,4.6076670661866785
Central Pomo,a,Central Yana,u,-0.7346671857781323
Central Pomo,a,Central Yana,uː,1.804306685280144
Central Pomo,a,Central Yana,a,1.0783696818972075
Central Pomo,a,Central Yana,i,0.8487952402527073
Central Pomo,t̪ʼ,Central Yana,m,3.285911226204359
Central Pomo,n,Central Yana,l,2.735864889285087
Central Pomo,e,Central Yana,a,1.2790403773593582
Central Pomo,e,Central Yana,eː,2.815907596958623
Central Pomo,oː,Central Yana,aː,4.384523514872469
Central Pomo,t̪ʰ,Central Yana,t,3.429012069845032
Central Pomo,l,Central Yana,e,3.691376334312524
Central Pomo,l,Central Yana,l,2.2250392655190967
Central Pomo,l,Central Yana,ʦʰ,2.998229153752579
Central Pomo,ʦʼ,Central Yana,m,3.285911226204359
Central Pomo,kʼ,Central Yana,ʦʰ,3.221372705066788
Central Pomo,kʼ,Central Yana,ʔ,1.5631446284632555
Central Pomo,kʼ,Central Yana,ʦʼ,3.509054777518569
Central Pomo,kʼ,Central Yana,t,2.042717708725142
Central Pomo,d,Central Yana,ʦ,1.8043066852801444
Central Pomo,d,Central Yana,t,1.6372526006169783
Central Pomo,d,Central Yana,w,1.8043066852801444
Central Pomo,d,Central Yana,p,1.494151756976305
Central Pomo,d,Central Yana,h,3.1035896694104057
Central Pomo,o,Central Yana,a,-0.7358626431829061
Central Pomo,o,Central Yana,u,0.8522978708039094
Central Pomo,o,Central Yana,iː,1.494151756976304
Central Pomo,o,Central Yana,eː,2.410442488850459
Central Pomo,o,Central Yana,l,0.5386403119488679
Central Pomo,o,Central Yana,i,0.8263223844006488
Central Pomo,o,Central Yana,uː,2.69812456130224
Central Pomo,ʧʼ,Central Yana,kʰ,3.9145198856267336
Central Pomo,ʧʼ,Central Yana,n,2.209771793388308
Central Pomo,ʔ,Central Yana,kʼ,4.048051278251257
Central Pomo,uː,Central Yana,i,2.330399781176923
Central Pomo,tʰ,Central Yana,ʦ,3.5960661545081987
Central Pomo,b,Central Yana,n,1.2934810615141537
Central Pomo,b,Central Yana,h,2.5927640456444143
Central Pomo,b,Central Yana,s,1.986628242074099
Central Pomo,b,Central Yana,p,2.3696204943302046
Central Pomo,ʃ,Central Yana,tʼ,3.509054777518569
Central Pomo,ʃ,Central Yana,x,2.9982291537525785
Central Pomo,ʃ,Central Yana,k,2.9029189739482537
Central Pomo,tʼ,Central Yana,k,2.497453865840089
Central Pomo,tʼ,Central Yana,p,2.8804461180961947
Central Pomo,ʧ,Central Yana,t,2.3303997811769226
Central Pomo,ʧ,Central Yana,j,2.8159075969586236
Central Pomo,ʧ,Central Yana,w,2.497453865840089
Central Pomo,aː,Central Yana,aː,2.512721337970877
Central Pomo,aː,Central Yana,a,0.9758541183716123
Central Pomo,aː,Central Yana,i,0.45859760427533136
Central Pomo,aː,Central Yana,u,-0.2085740898813534
Central Pomo,pʰ,Central Yana,x,3.691376334312524
Central Pomo,pʰ,Central Yana,p,2.592764045644414
Central Pomo,t,Central Yana,r,3.9145198856267336
Central Pomo,t,Central Yana,kʼ,3.3549040976913105
Central Pomo,i,Central Yana,iː,2.305081973192633
Central Pomo,i,Central Yana,u,1.6632280870202383
Central Pomo,i,Central Yana,ʔ,1.5631446284632557
Central Pomo,m,Central Yana,ʦ,1.804306685280144
Central Pomo,m,Central Yana,m,2.592764045644414
Central Pomo,m,Central Yana,ʦʼ,3.103589669410405
Central Pomo,m,Central Yana,tʰ,4.202201958078514
Central Pomo,h,Central Yana,n,1.8043066852801435
Central Pomo,h,Central Yana,ʦʰ,3.509054777518569
Central Pomo,h,Central Yana,ʔ,1.8508267009150363
Central Pomo,ʧʰ,Central Yana,r,3.509054777518569
Central Pomo,ʧʰ,Central Yana,kʰ,3.509054777518569
Central Pomo,ʧʰ,Central Yana,w,2.497453865840089
Central Pomo,u,Central Yana,e,4.202201958078514
Central Pomo,u,Central Yana,j,2.8159075969586236
Central Pomo,u,Central Yana,ʔ,1.8508267009150365
Central Pomo,kʰ,Central Yana,pʰ,3.2859112262043593
Central Pomo,kʰ,Central Yana,x,3.468232782998314
Central Pomo,kʰ,Central Yana,kʼ,2.438613365817156
Central Pomo,kʰ,Central Yana,k,1.9866282420740986
Central Pomo,ə,Central Yana,u,2.3563752675801832
Central Pomo,j,Central Yana,u,1.6632280870202376
Central Pomo,j,Central Yana,s,2.902918973948253
Central Pomo,eː,Central Yana,j,3.9145198856267336
Central Pomo,s,Central Yana,t,2.3303997811769226
Central Pomo,s,Central Yana,s,2.497453865840089
Central Pomo,s,Central Yana,kʼ,2.9494389895831463
Central Pomo,k,Chimariko,h,0.9980413818928481
Central Pomo,k,Chimariko,t,2.278975227354912
Central Pomo,k,Chimariko,ʦʰʲ,3.377587516023022
Central Pomo,t̪,Chimariko,ʔ,1.9912931549031314
Central Pomo,t̪,Chimariko,ʦ,3.600731067337232
Central Pomo,t̪,Chimariko,s,2.9721224079148576
Central Pomo,o,Chimariko,n,0.9796922432246505
Central Pomo,o,Chimariko,o,0.8399303008494919
Central Pomo,o,Chimariko,u,1.8753636878960702
Central Pomo,o,Chimariko,a,0.44906399216248
Central Pomo,a,Chimariko,a,0.6497346876246316
Central Pomo,a,Chimariko,e,0.39190557832253214
Central Pomo,a,Chimariko,uː,2.183665047550587
Central Pomo,a,Chimariko,o,-0.25868198781861723
Central Pomo,a,Chimariko,aː,2.4713471200023682
Central Pomo,a,Chimariko,w,1.5775292439802715
Central Pomo,a,Chimariko,r,1.0850527588824774
Central Pomo,a,Chimariko,i,1.1570262585075668
Central Pomo,ʦʼ,Chimariko,m,3.041115279401809
Central Pomo,kʼ,Chimariko,pʰ,2.5666572998066925
Central Pomo,kʼ,Chimariko,ʧʰ,3.4829480316808477
Central Pomo,kʼ,Chimariko,qʼ,3.4829480316808477
Central Pomo,kʼ,Chimariko,p,1.9788706349045737
Central Pomo,kʼ,Chimariko,lː,3.4829480316808477
Central Pomo,kʼ,Chimariko,s,2.1611921916985284
Central Pomo,kʼ,Chimariko,kʰ,2.5666572998066925
Central Pomo,kʼ,Chimariko,l,1.6111458547792563
Central Pomo,ʧʰ,Chimariko,x,4.581560320348958
Central Pomo,oː,Chimariko,o,1.8515312125279724
Central Pomo,oː,Chimariko,u,2.1938174190146054
Central Pomo,tʼ,Chimariko,l,1.8624602830601613
Central Pomo,tʼ,Chimariko,n,1.4316773669677072
Central Pomo,tʼ,Chimariko,pʼ,4.427409640521698
Central Pomo,tʼ,Chimariko,j,3.9165840167557073
Central Pomo,tʼ,Chimariko,ʦʼʲ,3.0411152794018075
Central Pomo,ʧ,Chimariko,ʦʼʲ,3.3775875160230204
Central Pomo,ʧ,Chimariko,tʼʲ,3.665269588474801
Central Pomo,ʧ,Chimariko,k,4.070734696582965
Central Pomo,ʧ,Chimariko,ʔ,1.7681496035889201
Central Pomo,ʧ,Chimariko,h,0.7748978305786365
Central Pomo,b,Chimariko,k,3.4829480316808477
Central Pomo,b,Chimariko,s,1.468045011138583
Central Pomo,b,Chimariko,qʰ,2.923332243745425
Central Pomo,b,Chimariko,ʔ,1.1803629386868022
Central Pomo,b,Chimariko,kʰ,2.5666572998066925
Central Pomo,b,Chimariko,ʧ,2.384335743012738
Central Pomo,b,Chimariko,pʰ,2.5666572998066925
Central Pomo,b,Chimariko,n,1.1803629386868022
Central Pomo,t̪ʰ,Chimariko,h,2.384335743012738
Central Pomo,uː,Chimariko,o,3.237825573647863
Central Pomo,pʼ,Chimariko,ʔ,3.3775875160230218
Central Pomo,tʰ,Chimariko,wː,6.373319789577012
Central Pomo,e,Chimariko,a,1.1422111727224267
Central Pomo,e,Chimariko,e,0.7973706864306973
Central Pomo,e,Chimariko,u,0.08360421866801634
Central Pomo,e,Chimariko,i,0.8693441860557864
Central Pomo,ʃ,Chimariko,l,2.892079700241321
Central Pomo,ʃ,Chimariko,h,1.4680450111385837
Central Pomo,ʃ,Chimariko,χ,2.198932519681376
Central Pomo,ʦ,Chimariko,m,3.041115279401809
Central Pomo,m,Chimariko,kʼ,2.8768122281105324
Central Pomo,m,Chimariko,pʰ,2.365986604344542
Central Pomo,m,Chimariko,i,-0.22926810261232408
Central Pomo,m,Chimariko,p,2.8768122281105324
Central Pomo,m,Chimariko,ʧ,2.183665047550587
Central Pomo,m,Chimariko,a,-0.6495482965056293
Central Pomo,m,Chimariko,pʰː,3.975424516778642
Central Pomo,m,Chimariko,mː,2.365986604344542
Central Pomo,m,Chimariko,ʔ,0.9796922432246511
Central Pomo,pʰ,Chimariko,pʰ,4.763881877142913
Central Pomo,i,Chimariko,eː,3.4829480316808485
Central Pomo,i,Chimariko,o,2.1392132849797534
Central Pomo,i,Chimariko,a,-0.4488776010434776
Central Pomo,i,Chimariko,uː,3.4829480316808485
Central Pomo,i,Chimariko,e,0.9980413818928479
Central Pomo,i,Chimariko,u,0.9774220946901123
Central Pomo,h,Chimariko,p,2.7898008511209027
Central Pomo,h,Chimariko,h,2.0966536705609573
Central Pomo,t,Chimariko,tː,4.987025428457122
Central Pomo,t,Chimariko,ʧ,3.8884131397890123
Central Pomo,d,Chimariko,tʼ,3.734262459961754
Central Pomo,d,Chimariko,w,2.029514367723329
Central Pomo,d,Chimariko,kʰ,2.817971728087599
Central Pomo,d,Chimariko,t,1.0262122588595444
Central Pomo,d,Chimariko,sː,4.4274096405217
Central Pomo,n,Chimariko,w,2.5891301556587516
Central Pomo,n,Chimariko,tʲ,3.8884131397890127
Central Pomo,n,Chimariko,ʦʲ,4.293878247897177
Central Pomo,n,Chimariko,p,2.789800851120903
Central Pomo,kʰ,Chimariko,x,2.1836650475505874
Central Pomo,kʰ,Chimariko,ʦʲː,3.975424516778643
Central Pomo,kʰ,Chimariko,u,0.08360421866801594
Central Pomo,kʰ,Chimariko,ʦʲ,3.2822773362186974
Central Pomo,kʰ,Chimariko,pː,3.975424516778643
