Language1,Phone1,Language2,Phone2,PMI
Cocopa,u,Cocopa,u,2.9888907417372743
Cocopa,l,Cocopa,l,4.1340230460402765
Cocopa,kʷ,Cocopa,kʷ,4.693638833975699
Cocopa,x,Cocopa,x,2.9444389791664403
Cocopa,x,Cocopa,ʧ,1.0205077368299027
Cocopa,ʧ,Cocopa,x,1.0205077368299027
Cocopa,ʧ,Cocopa,ʧ,3.37188299399338
Cocopa,qʷ,Cocopa,qʷ,6.07993319509559
Cocopa,iː,Cocopa,iː,3.514983837634053
Cocopa,s,Cocopa,s,4.288173725867535
Cocopa,ʎ̥,Cocopa,ʎ̥,3.13549421592915
Cocopa,ʎ̥,Cocopa,ɬ,1.580123524765325
Cocopa,ɬ,Cocopa,ʎ̥,1.580123524765325
Cocopa,ɬ,Cocopa,ɬ,4.470495282661489
Cocopa,m,Cocopa,m,2.784096329091261
Cocopa,aː,Cocopa,aː,3.084200921541599
Cocopa,ʎ,Cocopa,ʎ,5.3867860145356445
Cocopa,a,Cocopa,a,1.860425489919483
Cocopa,i,Cocopa,i,2.9888907417372743
Cocopa,ʔ,Cocopa,ʔ,2.416371548965944
Cocopa,ɾ,Cocopa,ɾ,3.3073444728558083
Cocopa,ɲ,Cocopa,ɲ,3.4408758654803315
Cocopa,j,Cocopa,j,2.9444389791664407
Cocopa,k,Cocopa,k,3.37188299399338
Cocopa,xʷ,Cocopa,xʷ,4.288173725867535
Cocopa,w,Cocopa,w,3.59502654530759
Cocopa,t̪,Cocopa,t̪,6.07993319509559
Cocopa,ʃ,Cocopa,ʃ,3.68203792229722
Cocopa,p,Cocopa,p,3.035410757372168
Cocopa,t,Cocopa,t,3.8827086177593713
Cocopa,n,Cocopa,n,4.981320906427481
Cocopa,ʂ,Cocopa,ʂ,3.59502654530759
Cocopa,uː,Cocopa,uː,4.1340230460402765
Cocopa,u,Ipai,i,0.1556773976810582
Cocopa,u,Ipai,uː,1.1971312725092194
Cocopa,u,Ipai,u,2.5834256336291097
Cocopa,u,Ipai,iː,1.379452829303174
Cocopa,u,Ipai,ə,0.4631620974290191
Cocopa,l,Ipai,ɬ,3.035410757372167
Cocopa,l,Ipai,ʔ,1.8314379530462312
Cocopa,l,Ipai,m,1.0895006083168537
Cocopa,x,Ipai,iː,0.7328256643781218
Cocopa,x,Ipai,m,-0.0091116803512562
Cocopa,x,Ipai,ʔ,1.8314379530462317
Cocopa,x,Ipai,x,2.342263576812222
Cocopa,x,Ipai,n̪,0.7328256643781218
Cocopa,i,Ipai,a,-0.3069461242670548
Cocopa,i,Ipai,iː,1.379452829303174
Cocopa,i,Ipai,ə,1.967239494205293
Cocopa,i,Ipai,i,1.7651153101151589
Cocopa,qʷ,Ipai,kʷ,4.000491653415755
Cocopa,n,Ipai,m,1.9367984687040567
Cocopa,n,Ipai,n̪,3.3718829939933803
Cocopa,n,Ipai,p,2.090949148531316
Cocopa,s,Ipai,s,1.98558863287349
Cocopa,s,Ipai,nʲ,2.342263576812222
Cocopa,s,Ipai,ʧ,2.9018793647476446
Cocopa,s,Ipai,ʂ,3.1895614371994254
Cocopa,ʎ̥,Ipai,a,0.5868717517550417
Cocopa,ʎ̥,Ipai,ɬʲ,2.4964142566394805
Cocopa,ʎ̥,Ipai,n̪,1.3939572338654591
Cocopa,ʎ̥,Ipai,ɬ,2.3786312209830967
Cocopa,ʎ̥,Ipai,ə,1.0692979009993344
Cocopa,ʎ̥,Ipai,ʂ,2.090949148531316
Cocopa,aː,Ipai,ə,0.5584722772333439
Cocopa,aː,Ipai,aː,1.697906560421709
Cocopa,aː,Ipai,u,1.0692979009993344
Cocopa,aː,Ipai,iː,1.4747630091074988
Cocopa,aː,Ipai,a,0.8869763442053799
Cocopa,ʔ,Ipai,x,-0.6746709043923719
Cocopa,ʔ,Ipai,m,-0.6281508887574797
Cocopa,ʔ,Ipai,kʷ,1.4355422959542177
Cocopa,ʔ,Ipai,ɹ,1.1555462104204617
Cocopa,ʔ,Ipai,w,0.9122941521896696
Cocopa,ʔ,Ipai,p,0.6246120797378885
Cocopa,ʔ,Ipai,ʔ,0.1137864559718982
Cocopa,ʔ,Ipai,ɬʲ,0.6246120797378889
Cocopa,ɬ,Ipai,ɬ,2.49641425663948
Cocopa,ɬ,Ipai,s,2.391053740981654
Cocopa,ɬ,Ipai,ɬʲ,3.59502654530759
Cocopa,a,Ipai,u,-0.1544775306227812
Cocopa,a,Ipai,ə,0.0278440261711733
Cocopa,a,Ipai,aː,1.5037505459807512
Cocopa,a,Ipai,iː,0.250987577485383
Cocopa,a,Ipai,i,0.4135065069831579
Cocopa,a,Ipai,a,1.609111061638577
Cocopa,a,Ipai,uː,0.4741311287995928
Cocopa,ɾ,Ipai,x,0.2163020194974932
Cocopa,ɾ,Ipai,l,2.901879364747644
Cocopa,ɾ,Ipai,ɹ,3.1531937930285507
Cocopa,ɾ,Ipai,j,0.3629054936893685
Cocopa,ɾ,Ipai,lʲ,2.796518849089818
Cocopa,ɲ,Ipai,j,0.4964368863138913
Cocopa,ɲ,Ipai,u,0.7328256643781216
Cocopa,ɲ,Ipai,ʧ,1.3614343238004958
Cocopa,ɲ,Ipai,ə,0.2220000406121307
Cocopa,ɲ,Ipai,nʲ,3.1044036288591186
Cocopa,ɲ,Ipai,n̪,2.524585133606177
Cocopa,ɲ,Ipai,p,0.5505041075841666
Cocopa,ɲ,Ipai,ʔ,1.138290772486286
Cocopa,ʧ,Ipai,k,1.56907368857874
Cocopa,ʧ,Ipai,ʧ,2.821836657074108
Cocopa,ʧ,Ipai,ʔ,1.212398744640008
Cocopa,ʧ,Ipai,t̪,2.821836657074108
Cocopa,kʷ,Ipai,kʷ,4.000491653415755
Cocopa,j,Ipai,j,2.5649493574615367
Cocopa,j,Ipai,lʲ,1.7616820139907765
Cocopa,j,Ipai,n̪,0.6418538861723949
Cocopa,j,Ipai,uː,1.1526795099383853
Cocopa,k,Ipai,k,2.812267206057957
Cocopa,k,Ipai,q,3.37188299399338
Cocopa,k,Ipai,lʲ,2.4555922621192248
Cocopa,k,Ipai,nʲ,1.4259728449380666
Cocopa,k,Ipai,t̪,1.5801235247653251
Cocopa,k,Ipai,ʧ,1.2924414523135443
Cocopa,xʷ,Ipai,x,1.8902784530691648
Cocopa,xʷ,Ipai,xʷ,4.288173725867535
Cocopa,w,Ipai,j,0.9833770250905244
Cocopa,w,Ipai,uː,1.1101198955195897
Cocopa,w,Ipai,w,3.1895614371994254
Cocopa,w,Ipai,ə,0.3761507204393893
Cocopa,p,Ipai,ɬ,0.8381861800359477
Cocopa,p,Ipai,ʔ,1.8314379530462317
Cocopa,p,Ipai,m,-0.0091116803512562
Cocopa,p,Ipai,p,2.6299456492640028
Cocopa,t,Ipai,n̪,1.5801235247653251
Cocopa,t,Ipai,t,3.882708617759371
