Language1,Phone1,Language2,Phone2,PMI
Northern Yana,pʼ,Central Yana,pʼ,4.895349138638459
Northern Yana,h,Central Yana,h,4.202201958078514
Northern Yana,t,Central Yana,n,0.33796961648671625
Northern Yana,t,Central Yana,t,3.261957985181866
Northern Yana,t,Central Yana,p,0.7209618687428221
Northern Yana,iː,Central Yana,iː,3.6913763343125234
Northern Yana,ʦʼ,Central Yana,ʦʼ,4.895349138638459
Northern Yana,u,Central Yana,u,2.3563752675801832
Northern Yana,s,Central Yana,s,3.478283118851815
Northern Yana,s,Central Yana,k,1.3988415771719789
Northern Yana,r,Central Yana,r,4.6076670661866785
Northern Yana,tʰ,Central Yana,tʰ,5.993961427306569
Northern Yana,x,Central Yana,x,4.384523514872469
Northern Yana,kʰ,Central Yana,kʰ,4.6076670661866785
Northern Yana,n,Central Yana,n,2.9029189739482533
Northern Yana,k,Central Yana,k,3.5960661545081987
Northern Yana,tʼ,Central Yana,t,2.3303997811769226
Northern Yana,tʼ,Central Yana,tʼ,4.489884030530295
Northern Yana,pʰ,Central Yana,pʰ,4.895349138638459
Northern Yana,m,Central Yana,m,3.285911226204359
Northern Yana,ʦ,Central Yana,ʦ,3.5960661545081987
Northern Yana,kʼ,Central Yana,kʼ,3.914519885626733
Northern Yana,kʼ,Central Yana,k,1.5166246128283623
Northern Yana,p,Central Yana,m,1.6764733137702588
Northern Yana,p,Central Yana,p,3.0627676748901496
Northern Yana,j,Central Yana,j,3.914519885626733
Northern Yana,ʦʰ,Central Yana,ʦʰ,4.6076670661866785
Northern Yana,i,Central Yana,eː,0.9967491535424539
Northern Yana,i,Central Yana,i,2.303000806988808
Northern Yana,ʔ,Central Yana,ʔ,2.949438989583146
Northern Yana,e,Central Yana,e,5.300814246746624
Northern Yana,w,Central Yana,w,3.5960661545081987
Northern Yana,l,Central Yana,l,2.7358648892850868
Northern Yana,aː,Central Yana,aː,4.384523514872469
Northern Yana,uː,Central Yana,uː,4.895349138638459
Northern Yana,a,Central Yana,a,1.461361934153313
Northern Yana,eː,Central Yana,eː,4.6076670661866785
Northern Yana,pʼ,Yahi,n,2.7609471472242957
Northern Yana,h,Yahi,h,3.309513098973133
Northern Yana,h,Yahi,pʰ,3.16641225533246
Northern Yana,t,Yahi,n,0.19599778976275872
Northern Yana,t,Yahi,t,3.204152583315307
Northern Yana,iː,Yahi,iː,3.754198920234579
Northern Yana,iː,Yahi,uː,2.1447610078004784
Northern Yana,ʦʼ,Yahi,ʦʼ,4.670489652108734
Northern Yana,s,Yahi,s,3.309513098973133
Northern Yana,s,Yahi,ʦ,1.7000751865390324
Northern Yana,r,Yahi,ʔ,1.1892495627730422
Northern Yana,r,Yahi,r,4.447346100794524
Northern Yana,tʰ,Yahi,tʰ,6.056784013228625
Northern Yana,x,Yahi,x,3.754198920234579
Northern Yana,x,Yahi,s,1.8823967433329876
Northern Yana,kʰ,Yahi,kʰ,4.670489652108734
Northern Yana,n,Yahi,x,1.7260506729422933
Northern Yana,n,Yahi,w,0.6274383842741839
Northern Yana,n,Yahi,n,2.5890968902976366
Northern Yana,k,Yahi,kʼ,1.4616641630940346
Northern Yana,k,Yahi,k,3.563578560625929
Northern Yana,tʼ,Yahi,tʼ,4.958171724560515
Northern Yana,pʰ,Yahi,pʰ,4.958171724560515
Northern Yana,m,Yahi,m,3.330715306623736
Northern Yana,m,Yahi,ʦʼ,2.185583002320733
Northern Yana,ʦ,Yahi,ʦ,3.491834655767088
Northern Yana,kʼ,Yahi,kʼ,3.8595594358924052
Northern Yana,p,Yahi,m,1.6259672143853108
Northern Yana,p,Yahi,p,3.0412491123784537
Northern Yana,j,Yahi,j,4.265024544000569
Northern Yana,ʦʰ,Yahi,ʦʰ,6.056784013228625
Northern Yana,i,Yahi,i,2.1447610078004784
Northern Yana,ʔ,Yahi,ʔ,2.7986874752071427
Northern Yana,e,Yahi,i,2.1447610078004784
Northern Yana,w,Yahi,t,0.886300018190473
Northern Yana,w,Yahi,w,3.4765671836362997
Northern Yana,l,Yahi,l,2.4892654161189562
Northern Yana,l,Yahi,n,1.272870091794463
Northern Yana,l,Yahi,k,0.22490153594510864
Northern Yana,l,Yahi,t,-0.1497919134963022
Northern Yana,l,Yahi,x,0.5433552670636431
Northern Yana,aː,Yahi,aː,4.447346100794524
Northern Yana,uː,Yahi,uː,4.447346100794524
Northern Yana,a,Yahi,i,-0.540816337449673
Northern Yana,a,Yahi,a,1.4218182545468352
Northern Yana,eː,Yahi,eː,5.363636832668679
Northern Yana,u,Yahi,u,2.622796808743478
Northern Yana,pʼ,Mohave,ʎ,3.4192158871648335
Northern Yana,h,Mohave,ð,3.044522437723423
Northern Yana,h,Mohave,ʔ,1.0464265354975395
Northern Yana,h,Mohave,v,2.0794415416798357
Northern Yana,h,Mohave,t,2.179525000236818
Northern Yana,t,Mohave,s,2.266536377226448
Northern Yana,t,Mohave,hʷ,2.7260687066048885
Northern Yana,t,Mohave,ʔ,0.727972804379005
Northern Yana,t,Mohave,m,0.22054276961415253
Northern Yana,t,Mohave,ɲ,1.4733057381095207
Northern Yana,t,Mohave,θ,2.7260687066048885
Northern Yana,iː,Mohave,iː,1.9740810260220096
Northern Yana,iː,Mohave,u,1.8658674413817768
Northern Yana,iː,Mohave,m,1.2321436812926323
Northern Yana,iː,Mohave,a,-0.40546510810816444
