Language1,Phone1,Language2,Phone2,Surprisal,OOV_Smoothed
Central Pomo,aː,Central Pomo,aː,0.16141054670074814,8.487840033823051
Central Pomo,a,Central Pomo,a,0.12190005342627831,8.873444112515376
Central Pomo,ʧʰ,Central Pomo,ʧʰ,1.154328146391294,6.10852445677817
Central Pomo,t̪ʰ,Central Pomo,t̪ʰ,1.490325626583081,5.882643049361842
Central Pomo,eː,Central Pomo,eː,1.490325626583081,5.882643049361842
Central Pomo,s,Central Pomo,s,0.6986192825167234,6.6293566200796095
Central Pomo,kʰ,Central Pomo,kʰ,0.394019718009761,7.312882955284356
Central Pomo,t̪,Central Pomo,t̪,1.349584437790228,6.303780748177103
Central Pomo,t̪,Central Pomo,ʔ,2.844349129539806,6.303780748177103
Central Pomo,ʦʼ,Central Pomo,ʦʼ,1.490325626583081,5.882643049361842
Central Pomo,k,Central Pomo,k,0.6986192825167234,6.6293566200796095
Central Pomo,ʧ,Central Pomo,ʧ,0.6184372052722444,6.768184324776926
Central Pomo,ə,Central Pomo,ə,1.490325626583081,5.882643049361842
Central Pomo,tʼ,Central Pomo,tʼ,0.6184372052722444,6.768184324776926
Central Pomo,o,Central Pomo,o,0.32383768489599374,7.562242424221073
Central Pomo,i,Central Pomo,i,0.42475265411205576,7.219168520462162
Central Pomo,n,Central Pomo,n,0.6986192825167234,6.6293566200796095
Central Pomo,e,Central Pomo,e,0.394019718009761,7.312882955284356
Central Pomo,ʃ,Central Pomo,ʃ,0.394019718009761,7.312882955284356
Central Pomo,oː,Central Pomo,aː,3.169925001442312,6.6293566200796095
Central Pomo,oː,Central Pomo,oː,0.9569312781081141,6.6293566200796095
Central Pomo,w,Central Pomo,w,0.36745643474473394,7.400879436282184
Central Pomo,h,Central Pomo,h,0.6184372052722444,6.768184324776926
Central Pomo,ʧʼ,Central Pomo,ʧʼ,0.9462287435590195,6.303780748177103
Central Pomo,uː,Central Pomo,uː,2.155278225477911,5.614709844115209
Central Pomo,m,Central Pomo,m,0.2895066171949846,7.7073591320808825
Central Pomo,tʰ,Central Pomo,tʰ,2.155278225477911,5.614709844115209
Central Pomo,d,Central Pomo,d,0.46072958997171287,7.118941072723508
