	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
LIE_4				fɛksik																			
LIE_5																			jusʲeːdɑsʲ				
LIE_6														toɲdʲiɑjʧisɯ									
LIE_7															ve̯ælːaːh								
LIE_8											mɑˀɡːə												
LIE_9	mɑdʲeʑɑʃtʲems																						
LIVER_1								vuːjvas							vʊɛjvːɑs		vuəivɐs						
LIVER_2	mɑkso	mɑks	mɑksɑ	maːj	mɑksɑ	mɑksɑ	muɣəl		mus	mus	mɑksɑː	mɑːjt	mokʃ	mitə		mɯːtə		mʉɛksiɛ	mɨd	mus	mɑks	mɑhs	mɑsː
LIVER_3																						peʧoŋk	
LONG_1																ʨumpu			jɑmb				
LONG_2	kuvɑkɑ	pikː		hosːuː			koχ	kukʲesʲ	kuʑ	kuʑ		χosɑ	kuʒu		kʊhkːi		kuc͡çːɘ	kʉhkiɛs		kuʑ			pˑikː
LONG_3			pitkæ		pitki	pitkæ					pitkɑː			kuntɡu							pitʲk	pitʧ	
LOUSE_1	eʎi															unʧu							
LOUSE_2							tøɣtəm					tɑːkəm											
LOUSE_3		tæi	tæi	tɛtyː	tæi	tæi		tɨhkʲ	toj	toj	tɛi		tij		tihkːi		tɛc͡çːɘ	tihkiɛ		tej	tæi	tæi	tˑæi
LOUSE_4																			pənzʲeːʔæ				
MAN_1																				piosmurt			
MAN_2																				vorɡoron			
MAN_3							ku					χum											
MAN_4							kɑ̆sɯ							kuədʲumu					xɑsɑwɑ				
MAN_5				feːrfi												tipi							
MAN_6	ɑʎɑ			ɛmbɛr											ɔlmːaːj		ɔːlmɐ	ɔlma					
MAN_7									muʒik	muʒɯk													
MAN_8	ʨorɑ	meːs	mies		meːz	miɛs				mort	miːɛz										mɛzʲ	meːz	miːsʲˑ
MAN_9													mɑrij										
MAN_10													pørjeŋ										
MAN_11														ŋɑnɑʔsɑ									
MAN_12								ɒːlmolma															
MANY_1		pɑljut																					pˑɑllʲo
MANY_2														ŋuŋkəɡə		koʨːə							
MANY_3				ʃok								sɑːw	ʃuko							tros			
MANY_4			moni		moni																	mɤni	
MANY_5	lɑmo	mitːu	useɑ						unɑ	unɑ													
MANY_6							ær																
MANY_7													jɑtə̠r										
MANY_8								jeːnːe															
MEAT_1								vuenːʧ															
MEAT_2																	vuaʤʲːɘ						
MEAT_3							ɲoɣɯ				vʊzɑː												
MEAT_4												ɲowəʎ							ŋəmzɑ				
MEAT_5									jɑj	jɑi													
MEAT_6													jør										
MEAT_7	siveʎ												ʃə̠l							siʎ			
MEAT_8		lihɑ	liɦɑ		lihɑ	lihɑ															lihɑ	lihɑ	lihɑ
MEAT_9														ɕɑhɯ									
MEAT_10																uə̠ʨə							
MEAT_11				huːʃ																			
MEAT_12																		peærkuʌ					
MOON_1								maːnː							maːnːʊ		maːnɐ						
MOON_2																iræ			jirɨ				
MOON_3														kiʧəðəː									
MOON_4	kov	kuː	kuː		kuː	kuː	iki				kuː											kuː	kˑuː
MOON_5				hold																			
MOON_6																		askɛ					
MOON_7									tɤliɕ	tɤlɯɕ			tə̠lze							toleʑ			
MOON_8												eːtpos											
MOUNTAIN_1		mæki			mæki						mæɡ										mæɡi	mæʧi	mæki
MOUNTAIN_2							jŏɣ									qɤː			xoːj				
MOUNTAIN_3									kerɤs				kurə̠k							ɡureʑ			
MOUNTAIN_4			ʋuori	hɛɟ		vʊɑrɑ				ʨoj		ur~ɲoːr		bəru	vaːrːi		vaːrʲːɘ						
MOUNTAIN_5							pelæ																
MOUNTAIN_6																		pɨɛrjɛ					
MOUNTAIN_7	pɑndo																						
MOUNTAIN_8								paːhkʲ															
MOUTH_1								ɲaːlʲːm							ɲaːlɛbmi		ɲalʲmʲːɘ	ɲæːlmiɛ					
MOUTH_2									ɤm	vom				ŋɑŋ		ɑːŋ			ɲɑʔ	ɯm			
MOUTH_3		suː	suː		suː	suː	lul				suː	suːp~tuːs	umʃɑ								sʊ	suː	sˑuː
MOUTH_4				saːj																			
MOUTH_5	kurɡo																						
NAME_1														ɲim		ɲim			ɲumʔ				
NAME_2	ʎem	nimi	nimi	neːv	imi	nimi	nem	neːmː	ɲim	ɲim	niˀm	nɑm	lym		nɑmːɑ		nəmːɐ	numːɛ		ɲim	nimi	nimi	nimi
NEAR_1				køzɛl																			
NEAR_2																		kiɛʦkiɛs					
NEAR_3	mɑlɑso													kɑdʲɑ									
NEAR_4									mɑtɯn	mɑtɯn										mɑtɯn			
NEAR_5		liki			liɡ̊i			alʲːt				ʎɑpɑt							xɑxəjɑdɑ			liʧi	
NEAR_6																ʧɑʧæ							
NEAR_7		læhetɑl	læɦelːæ								lɛˀʒɡɨli										læhɛlinɛ		læhikˑsˑel
NEAR_8													liʃne										
NEAR_9							wæɳ					wɑːtʲi											
NEAR_10																						tyven	
NEAR_11																	ɐldːləs						
NEAR_12																						juːrɤz	
NEAR_13														noɡɑʔʎuky									
NECK_1	kirʲɡɑ																						
NECK_2																			jik				
NECK_3		kɑel	kɑwlɑ		kɑɡ̊lɑ	kɑklɑ					kɑˀɡːɨl										kɑɡl	kɑɡl	kˑɑːl
NECK_4												sip		bɑkəðə						ʨɯrtɯ			
NECK_5							tur																
NECK_6													ʃyj			soːʎ							
NECK_7				ɲɒk			sæwəl		ɡoʎɑ	ɡoʎɑ					ʧe̯æpeh								
NECK_8								ʧaːpex		ɕilɯ							ʧɛapːɒt						
NECK_9																		ʧeæpuhkɛ					
NEW_1	od	uːs	uːsi	uːj	uːz	uːsi		oːdː			uːʒ		u		ɔðɑs		oːðɐs	urːɛ			ʊzʲ	uːsi	
NEW_2							jələw		viʎ	vɯʎ		jiʎpi								vɯʎ			
NEW_3																			jeːdæj				
NEW_4																ɕentə							
NEW_5														meɲdʲɑdʲe									
NEW_6																							vɑhʦɤnɤ
NIGHT_1	ve	øː	yø̯	eːj	øː	yœ	əj	ɨjː	oj	voj		eːt	jyt	hiː	icːɑ	pi	inːɐ	jɨjːɛ	pʲi	uj	œ	yː	yː
NOSE_1		ninɑ	nenæ	orː	nenæ	nɛnæ	ɲŏl	ɲunʲː	nɯr	nɯr	nɑnɑː	ɲol	ner		ɲʊnːi	puʨə	ɲuːnʲːɘ	ɲʉɛniɛ	pɨjɑ	nɯr	nɛnɑ	nenæ	nɤnɑ
NOSE_2	sudo																						
NOSE_3														ŋyŋkə									
NOT_1	ɑ							e															
NOT_2		ei	ej	nɛm	ei	ɛi	ənt		ɑbu~ɲe	oz	æˀb	ɑt	oɣə̠ʃ		ij	ɑsə	iʝɐ	ij		uz	ɛi	ei	ei
NOT_3														ɲisɯ									
OLD_1								vuːras															
OLD_2																		βuʌrɛs					
OLD_3								puerʲesʲ							pɔ̯ɑris		puarʲɛs	poæriɛs					
OLD_4																	vuamʲɛs						
OLD_5												mɑtəm		mɑnuədʲəː		meːntæʎ							
OLD_6																			ɲeːwxɨ				
OLD_7				ørɛɡ~reːɡi																			
OLD_8	sirʲe																						
OLD_9							əs		vɑʒ	vɑʒ		jis								vuʒ			
OLD_10		vɑnɑ	ʋɑnxɑ		vɑnhɑ	vɑnhɑ					vɑnɑː			bəjkuɑ							vɑnh	vɑnɑ	vɑnɑ
OLD_11													ʃoŋɣo										
OLD_12													toʃto										
OLD_13							pɯrəs		pɤriɕ	pɤrɯɕ										pereɕ			
OLD_14	kezerʲeɲ																						
ONE_1														ŋuʔəiʔ		okːər			ŋoːbʔ				
ONE_2	vejke						əjəl																
ONE_3									ɤtʲik	ɤtʲik		ɑkʷɑ								odiɡ			
ONE_4		ykːs	yksi	ɛɟː	yks	yksi		eːxːt			ikʃ		ikte		ɔktɑ		əxtːɐ	aktɛ			ʏksʲ	yhs	yʦʲ
PATH OR ROAD_1								keajːn															
PATH OR ROAD_2															kæjdnʊ								
PATH OR ROAD_3													korno										
PATH OR ROAD_4																uə̠tːə							
PATH OR ROAD_5																		juʌnɛ					
PATH OR ROAD_6														sərəː									
PATH OR ROAD_7																			sʲeːxærɨ				
PATH OR ROAD_8							ɭœk					ʎoːχ											
PATH OR ROAD_9		teː	tie	uːt	teː	tiɛ			tuj	tuj				ŋutɑ							tɛ	teː	tˑiː
PATH OR ROAD_10	ki																						
PATH OR ROAD_11																				ɕures			
PERSON_1					elˑæːjæ														ɲeːnæʦʲ				
PERSON_2														ŋɑnɑʔsɑ									
PERSON_3		isik									riʃtiːŋɡ										ristit		
PERSON_4			heŋkilø		henki																	enʧi	
PERSON_5												χum				qum							
PERSON_6				sɛmeːj																			
PERSON_7													jeŋ										
PERSON_8									mort	mort										murt			
PERSON_9	lomɑɲ												ɑjðeme										
PERSON_10		inimene	içminen		inmiːn	ixmini														ɑdʲɑmi		inimin	inemine
PERSON_11				ɛmbɛr											ɔlmːɔʃ								
PERSON_12								olma										almɛʧɛ					
PERSON_13																	oːumɐʒ						
PERSON_14							kɑ̆sɯ																
PERSON_15												eːləmχoːlɑs											
RAIN_1		sɑtɑtɑ	sɑde		sɑe						sɑˀd												
RAIN_2		vihm		ɛʃøː	vihmɑ	vixmɑ					viːˀmə	rɑkʷ									vixm	vihm	vihm
RAIN_3							ɭɑ̆wətʲ																
RAIN_4								aːbʲːr									ɐbʲrʲːɘ	ɛbriɛ					
RAIN_5									zer	zer			jyr							zor			
RAIN_6														soruɑ					sɑrʲoː				
RAIN_7															ɑrɛvi								
RAIN_8																sorənʧæ							
RAIN_9	piʑems																						
RED_1		punɑne	punɑinen		punˑɑin																	punɑ	
RED_2																			ɲɑrjɑnɑ				
RED_3																						kɑuniz	
RED_4							wertə					wiɣər											verːev
RED_5				piroʃ					ɡɤrd	ɡɤrd	punːi									ɡord			
RED_6				vørøʃ										dʲɑbɑʔkuo		ɲɑːrqə							
RED_7	jɑkstʲerʲe												joʃkɑr										
RED_8												neːrp											
RED_9						rʊskiɛ															rʊskɛd		
RED_10								ruːpːse							rʊ̯ɔksɑh		ruəpsːɐd						
RED_11																		røːpsɛs					
ROOT_1															rʊ̯ɔhtɑs			ruʌhʦɛ					
ROOT_2								vuenʲtesʲ									vuɛdʲːɛs						
ROOT_3														bəntu		konʧə			wɑnoː				
ROOT_4	jur	juːr	juːri	ɟøkeːr	juːri	juːri	ler		vuʒ	vuʒ	juːrʲ	tɑːr	βoʒ							vɯʒɯ	jʊrʲ	juːri	juːrʲ
ROOT_5	korʲon																						
ROOT_6	undoks																						
ROPE_1													kerem										
ROPE_2																ʧeːmʧə							
ROPE_3							ʧoɳʧəɣ																
ROPE_4		køis	køysi		køyz																	ʧøysi	kˑøyʦʲˑ
ROPE_5				køteːl																			
ROPE_6												kʷɑːliɣ		bɯnɯ									
ROPE_7	piks								ɡez	ɡez										ɡozɯ			
ROPE_8								nurʲː															
ROPE_9							irkæn																
ROPE_10																						trosːi	
ROUND_1				ɡømbøjyː										mɑndɑjku									
ROUND_2														lɑlujkuə									
ROUND_3		ymːɑrkune																				ymːerkɤin	ymærikˑ
ROUND_4					ymb̥ærikːoi̯																		
ROUND_5									ɡɤɡrɤsɑ	ɡɤɡrɤs													
ROUND_6			pyøreæ			pyœriɛ																	
ROUND_7					pøːræhæin																		
ROUND_8													ʧumə̠rɑʃ										
ROUND_9																			sʲurtʲɑw				
ROUND_10				kɛrɛk			pøŋɭək~kørək									pyrəʎ				kotɯres~pitɯres	kɛxkɛr		
ROUND_11	keverʲ																						
ROUND_12																koʎɑʎ							
ROUND_13								jorʲːpesʲ							jɔrbpɑs		ʝoːrbɐs	jurpɛ					
ROUND_14												mɑrɑwi	tə̠rtə̠ʃ~jə̠rɣeʃke										
ROUND_15	kruɡlovoj																						
ROUND_16											imːɨrɡoutlimi												
SALT_1														sɯr					seːrʔ				
SALT_2															saːlti		salʲtʲːɘ	sæːlhtiɛ					
SALT_3				ʃoː																			
SALT_4							sɑ̆lnə					solwɑl											
SALT_5	sɑl	soːl	suolɑ		soːlɑ	sʊɔlɑ		suːlʲː	sov	sov	suːoʎ									sɯlɑl	sɔl	soːl	sˑuːl
SALT_6																ɕɑːq							
SALT_7													ʃiɲʧɑl										
SAND_1															saːtːʊ			sæːtːiɛ					
SAND_2								vuːntas								koːrɑ	vuədːɐs						
SAND_3	pesok								pesɤk														
SAND_4				homok																			
SAND_5		liːv			liːvɑ					lɯɑ		χis	oʃmɑ	dʲuː						luo	lɛtɛ	liːv	liːv
SAND_6												seːj											
SAND_7																			təb				
SAND_8			hie̯kːɑ								jɨuɡə												
SAND_9							sɑ̆ŋkɯ																
SAY_1											kiːtə					kɤt							
SAY_2		ytːeltɑ							viɕtɑvnɯ	viɕtɑvnɯ													ytˑlemæ
SAY_3	jovtɑms																	jiɛhtɛdh				jutːɤˑmɑ	
SAY_4																				verɑnɯ			
SAY_5							tŏɭəɣ	ʦiel̥ʲːke				lɑːwi			tɑcːɑh								
SAY_6			sɑnoɑ		sɑnˑoːɑ	sɑnʊɔ															sɑnʊdɑ		
SAY_7																	ʦɛalʲc͡çːɛd						
SAY_8							ɑt		ʃunɯ	ʃunɯ										ʃuɯnɯ			
SAY_9	merʲems												mɑnɑm										
SAY_10				mond										munsɑ					mɑnzʲ				
SAY_11													ojlem										
SAY_12					verkːɑː																		
SEE_1																	vuɛinʲːɛd	βʉɛjnɛdh					
SEE_2								ujːne															
SEE_3															ɔ̯ɑidniːh								
SEE_4				laːt			wu					wɑːɣ											
SEE_5		næhɑ	næçdæ		næhːæ	næhæ					næːdə										næxtɑ	næʧemæ	nækemæ
SEE_6	ɲejems								ɑʥːɯnɯ	ɑʥːɯnɯ			uʒɑm							ɑʥːɯnɯ			
SEE_7														ŋəðyɕɑ									
SEE_8																mɑnʧə							
SEE_9																			mɑɲijeːsʲ				
SEE_10									viʥɤtnɯ														
SEE_11														ɕejmɯʔsɯ									
SEED_1			jyʋæ																			jyvæ	
SEED_2									kɤʥɯs	kɤidɯs										kidɯs			
SEED_3									tuɕ	tuɕ										tɯɕ			
SEED_4												uːrlɑχ											
SEED_5															siɛpmɑn		siəmɐ						
SEED_6								siem															
SEED_7		seːme	siemen		seːmen	siɛmɛn							tom								sɛmnɛd	seːmen	sˑeːmeʔ
SEED_8							sem																
SEED_9	vidʲme			mɒɡ																			
SEED_10																mumːol							
SEED_11													nøʃmø										
SEED_12							lænsem																
SEED_13																			sæwkoː				
SEED_14											siːɛmɡɨz												
SEW_1														soʧədʲɑ					sædəsʲ				
SEW_2	stɑms																						
SEW_3		ɤmːeltɑ	omːelːɑ		omːelːɑ	ɔmːɛlːɑ					umblə										ɔmbɛltɑ	ɤmːɤlːɑ	umplɤmɑ
SEW_4								kuarːe							kɔ̯ɑrːʊh		kuarːɒd	koɒrudh					
SEW_5				vɒrː			jɑnt~jɯn		vurnɯ	vurnɯ		juːnti	urɣem			ɕyːtːə				vurɯnɯ			
SEW_6														sonsɯdʲi									
SHARP_1	kerʲi			hɛɟɛʃ						joɕ													
SHARP_2									leʨɯt	leʨɯd										leʨɯt			
SHARP_3		terɑv	teræʋæ		terˑæːvæ	tɛrævæ															tɛrɑv	terævʲ	tˑerːæv
SHARP_4				eːlɛʃ																			
SHARP_5												peːlpɑ	pysø										
SHARP_6	pʃtʲi							pasʲːtlesʲ							pɑstilih		pɐsʲtʲːɛl	pɛstɛlɛs					
SHARP_7																ɑːŋtəʎ							
SHARP_8					suiɡ̊u						vɑˀimi												
SHARP_9														ɲomsɑjkuə									
SHARP_10														homɯntɯə									
SHORT_1		lyhikːe																					lyhkˑene
SHORT_2			lyɦyt		lyhyd̥	lyhyt					liːti										lʏhʏd	lyhyd̥	
SHORT_3					mɑd̥ɑlɑin																		
SHORT_4							ɲɑɣəlt																
SHORT_5				røvid			wæɳ					wɑːtʲi											
SHORT_6																qɑːmə			xæmʔ				
SHORT_7								ɒːnʲxesʲ	ʤeɲɯt	ʤeɲɯd								oænɛhks					
SHORT_8															ɔ̯ɑnehɑʃ								
SHORT_9	nurʲkɑ																						
SHORT_10																	vuanʲic͡ç						
SHORT_11																				vɑkʨi			
SHORT_12													kyʧə̠k										
SHORT_13														kəːʎyky									
SIT_1	ɑʃtʲemsozɑdo																						
SIT_2																	iʃtːɐdɔːrːɒd						
SIT_3				yl								uːnli											
SIT_4		istutɑ	istuɑ		istuɑ	istʊɔ		ɨʃːte			istə										iʃtːɑ	isːumɑ	isˑtˑmɑ
SIT_5															ʧɔhkːaːh	ɑːmti			ŋɑmdʲoːsʲ				
SIT_6							ɑməs																
SIT_7														ŋomtyɕɑ									
SIT_8									pukɑvnɯ	pukɑvnɯ										pukɯnɯ			
SIT_9																		ʧahkaʃidh					
SIT_10													ʃiɲʧem										
SKIN_1		nɑhk									noːɡə												nɑhkˑ
SKIN_2	kiɕke														lijki		lɛʃʲc͡çːɘ						
SKIN_3					hibjæ																		
SKIN_4				bøːr	teːlɑ																		
SKIN_5	kedʲ		iɦo		iho		sŏɣ	tuːʎː		ku		sow							ŋɑjɑ	ku		iho	iho
SKIN_6														kuhuo		qopə							
SKIN_7									kuʨik														
SKIN_8													koβɑʃte										
SKIN_9																		ɲalʧa					
SKY_1		tɑevɑs	tɑiʋɑs		tɑivɑz	tɑivɑs					toːvɑz										tɑivɑz	tɑivɤz	tˑɑivɑsˑ
SKY_2													kɑβɑ										
SKY_3									jenɤʒ	jeneʒ													
SKY_4								alʲːm							ɑlɛbmi		ɐlʲmʲːɘ	ɛlmiɛ					
SKY_5																				in			
SKY_6	meɲeʎ																						
SKY_7														ŋuə									
SKY_8							torəm					toːrəm											
SKY_9																nom			numʔ				
SKY_10				eːɡ																			
SKY_11												kors											
SLEEP_1		mɑkɑtɑ			mɑmːɑd̥ɑ	mʊɑtɑ							mɑlem								mɑɡɑtɑ	mɑkːɑmɑ	mɑkɑmɑ
SLEEP_2											mɑˀɡːə												
SLEEP_3				ɒlsik			ɑ̆lɑ																
SLEEP_4														kunsuɑsɑ		qonti			xoːɲoːsʲ				
SLEEP_5			nukːuɑ		nukːuɑ																		
SLEEP_6	udoms							vuedʲːe	uʑnɯ	uʑnɯ		χoji			ɔ̯ɑðːih		vuɐðʲːɛd	oærɛdh		iʑɯnɯ			
SMALL_1		væikːe																					væikˑu
SMALL_2												ɑj						smɑːβɛ					
SMALL_3										posɲɯd				hiɲiə									
SMALL_4											piʃki									piʨi			
SMALL_5	viʃkɑ						økəm									kɯpɑ							
SMALL_6							æj		uʨɤt	iʨɤt		mɑːɲ	izi		ʊhʦːi~ʊnːi		uʦʲːɘ	unːɛ	ɲudʲɑ				
SMALL_7			pieni	kiʃ	peːn	piɛni		udʦʲ													pɛnʲ	peːn	
SMALL_8													tə̠ɣə̠ðe										
SMALL_9														ɕeəlɑku									
SMOKE_1								suːvː							sʊ̯ɔvːɑ		suəvːɐ	suʌβɛ					
SMOKE_2												posim	ʃikʃ										
SMOKE_3	kɑʧɑmo	suiʦ	sɑʋu		sɑvːu	sɑvʊ			ʧɯn	ʧɯn	soˀv			dʲɑkɑɡə						ʧɯn	sɑvʊ	sɑvːu	sˑɑvː
SMOKE_4																			jɑkæ				
SMOKE_5							pŏrkɯ																
SMOKE_6																purqə							
SNAKE_1			kæːrme			kiærmis																	
SNAKE_2																		kɨɛrmɛʃɛ					
SNAKE_3									zmej														
SNAKE_4															ke̯ærhpmɑʃ								
SNAKE_5					mɑd̥o																mɑdɔ	mɑto	
SNAKE_6				kiːɟoː				kuːvʲːt					kiʃke				kuvʲdʲːɘ						
SNAKE_7												ɲoːliɣ				ɕyː							
SNAKE_8	kuj	usː								kɯj										kɯj			ʦusʲː
SNAKE_9											uːʃkɑ												
SNAKE_10	jozne																						sˑiuk
SNAKE_11							møŋkæm																
SNAKE_12					mɑːhiːn																		
STAND_1																nɯŋki			nusʲ				
STAND_2														nənsɯdʲi									
STAND_3									sulɑvnɯ	sulɑvnɯ	piːˀlə									sɯlɯnɯ			
STAND_4												ʎuːʎi	ʃoɣem		ʧʊ̯ɔʤːʊh		ʧuɐʤːɒd						
STAND_5																		ʧoɒʧːudh					
STAND_6		seistɑ	sejstæ		seisːæ	sɛisʊɔ															sɛiʃtɑ	seisomɑ	sˑɑisˑmɑ
STAND_7							lɑʎ																
STAND_8								ʧuenːʧe															
STAND_9	ɑʃtʲemsɕtʲɑdo																						
STAR_1									kɤʥɯv	koʥuv		sow											
STAR_2				ʧilːɒɡ																			
STAR_3																				kiʑiʎi			
STAR_4																qɯɕəŋqɑ							
STAR_5	tʲeʃtʲe	tæht	tæçti		tæhti	tæxti		taːsʲːt			tɛːɟ				naːsti		tasʲnʲːɘ	tɑːsta			tæxtɑz	tæhti	tˑæhtʲˑ
STAR_6							kɔs							hotədʲiə									
STAR_7																			numɡɨ				
STAR_8													ʃyðə̠r										
STONE_1								kiedʲːk							ke̯æðɛki		c͡çɛadʲɟ͡ʝːɘ	kiɛrkiɛ					
STONE_2																pyː			pæ				
STONE_3	cæv	kivi	kiʋi	køː	kivi	kivi	køχ		iz	iz	kiv	ɑːχwtɑs	ky							iz	kivi	ʧivi	kˑivi
STONE_4														huɑlə									
SUCK_1	potʲɑms			sopik~siːv								sipɣi	ʃupʃɑm										
SUCK_2									ɲimɑvnɯ	ɲoɲɑvnɯ													
SUCK_3		imetɑ	imeæ		imˑiːæ		em	ɲumːe								ɲim				nonɯnɯ		imemæ	imemæ
SUN_1									ʃondi	ʃondi										ʃundɯ			
SUN_2												χoːtɑl											
SUN_3							syŋk																
SUN_4																			xɑjeːrdʔ				
SUN_5	ʧi													kou									
SUN_6													keʧe			ʨeːlə	pɛivʲːɘ						
SUN_7		pæikːe		nɒp	pæivyd̥	pæivæ		piejːv			pæːvɑ							piɛjːiɛ				pæivʲ	pˑæiv
SUN_8																					pæivæinɛ		
SUN_9															pæjvːaːʃ								
SUN_10			ɑwriŋko																				
SWIM_1								vuːjːe							vʊ̯ɔcːɑh		vuəʝːɐd	βuʌjɛdh					
SWIM_2							ɲorəɣ				vʊiɡə												
SWIM_3	ujems	ujutɑ	uidɑ		ujˑuːɑ	ʊijɑ	otʲ		ujɑvnɯ	ujɑvnɯ		uji	ijɑm							ujɑnɯ	ʊjʊdɑ	ujumɑ	ujomɑ
SWIM_4				uːsik																			
SWIM_5																uː							
SWIM_6														hoðɯrsɯ									
SWIM_7										vɑrtʲʨɯnɯ													
SWIM_8																			ŋoːxoːləsʲ				
TAIL_1			hæntæ		hænd̥æ	hæntæ															hænd		hɑnt
TAIL_2								siejːp							sæjpi		sɛibʲːɘ	siɛjpiɛ					
TAIL_3							ləɣ					leːɣ		təjbu									
TAIL_4																tɑlʨu							
TAIL_5		sɑpɑ																				sɑpɑ	
TAIL_6				fɒrok					bɤʒ	bɤʒ			poʧ							bɯʒ			
TAIL_7											tɑbɑːr												
TAIL_8	pulo																						
TAIL_9																meʨɑ							
TAKE_1								vaːlʲːte							vaːltih		valʲdʲːɛd	βæːltɛdh					
TAKE_2	sɑjems																						
TAKE_3													nɑlɑm										
TAKE_4									boɕtnɯ	boɕtnɯ										bɑɕtɯnɯ			
TAKE_5														ŋohyləsɑ									
TAKE_6				vɛs			wə					wiɣ				iː			meːsʲ				
TAKE_7		vɤtːɑ	otːɑː		otːɑː	ɔtːʊɑ					vɨtːə										ɔtːɑ	vɤtːɤmɑ	vɤtˑmɑ
TAKE_8				foɡ																			
THAT_1														tɑkəː									
THAT_2																			tʲikɨ				
THAT_3									sijɑ	sijɤ													
THAT_4	tonɑ~ɕe	toː~seː	tuo	ɒz	toː		tom	tudː		tɯ	sɛ	tɑ	tu	tɑːniə~təti	tɑh	toː	tətɐ	tuhtɛ		so		to~seː	tˑuː
THAT_5								ʃto															
THAT_6													sɑðe										
THEY_1		nemɑt																				næmæ	nimæʔ
THEY_2	siɲ		he		høː	hyœ		sɨjː			nɛ	tɑːn			sij		siʝɐ				hœ		
THEY_3				øːk			jəɣ		nijɑ	nɑjɤ				sɯtɯŋ		tɤpət				soːs			
THEY_4													nuno										
THEY_5																			pɨdoːʔ				
THICK_1																ɲɑŋtu			ɲɑŋoːtɑ				
THICK_2				vɒʃtɒɡ																			
THICK_3		pɑks	pɑksu		pɑksu	pɑksʊ																pɑksu	pˑɑkˑsˑ
THICK_4							kø̆l	keːsː	kɯz	kɯz			kyʒɣø				kəsːɐd	kɨsːɛ					
THICK_5															ɑsːaːj					zɤk			
THICK_6	eʧke						eɳəki																
THICK_7																		jasːijɛs					
THICK_8												osəŋ											
THICK_9											jɑˀmdi											jæmiæ	
THICK_10																						kruːtoi	
THIN_1		ɤhukːene	oɦut																				ohukˑɤnɤ
THIN_2																		jisːɛhʦ					
THIN_3																ʨoːptə			jɑbtɑ				
THIN_4														dʲobtəɡəː									
THIN_5				veːkoɲ							vʊiti												
THIN_6													βiʧkə̠ʒ										
THIN_7								sieŋʲkesʲ														nɤdrɑ	
THIN_8	ʧovɑ				hoikːɑ	hɔikːɑ	ætəm~woɣəʎ					oɕːɑ			ɑsehɑʃ						hɔik	hoik	
THIN_9																						lɑih	
THIN_10					heːno																		
THIN_11									vɤsɲit	vesɲɯd													
THIN_12																				vekʨi			
THIN_13																	ɐːzʲːtʲɛmʲɘ						
THIN_14														ɲeu									
THINK_1	ɑrʲɕems																			mɑlpɑnɯ			
THINK_2		mɤeltɑ									mɨtlə												mɤtˑlɤmɑ
THINK_3					meinɑd̥ɑ					mɤvnɑvnɯ											mɛlɛtɑdɑ		
THINK_4									dumɑjtnɯ	dumɑjtnɯ													
THINK_5	dumɑms												ʃonem					ʉsːjɛdidh				duːmɑmɑ	
THINK_6							noməɣsətə					nomsi					ʝuːrdʧɛd						
THINK_7			ɑjɑtelːɑ					jurʲːte															
THINK_8														sɯɲəruədʲi									
THINK_9				ɡondol																			
THINK_10																			jiʔʲɑdærʦʲ				
THINK_11																tenirpi							
THINK_12															jʊrdtɑʃih								
THIS_1																			tʲikɨ		nɛʦɛ		
THIS_2	tʲe	seː	tæmæ		tæmæ	tæmæ	tim	tadː	etɑ	tɑ~etɑjɤ	tɑ	ti	tə̠	əmə	taːh	tɑm	tatɐ			tɑ		seː~to	sˑeo
THOU_1	ton	sɑ	sinæ	tɛ	siæ	siɛ	nø̆ŋ	toːnː	te	te	sinɑː	nɑŋ	tə̠j	tənə	tɔn	tɑn	tonɐ	tatnɛ		ton	sinæ	siæ	sˑɑk
THOU_2																			pɨdər				
THREE_1														nɑɡyr		nɑːkur			ɲɑxɑrʔ				
THREE_2	kolmo	kolm	kolme	haːrom	kolmed̥	kɔlmɛ	koləm	koːlːm	kujim	kujim	kuolm	χuːrəm	kum		kɔlɔbmɑ		koumːɐ	kulmɛ		kuiɲ	kɔʊmɛ	kɤlmi	kˑolm
THROW_1		heitːɑ	heitːæː		heitːæː						ɛitə											heitːemæ	hiːtˑmæ
THROW_2							tɑ̆ɣɑ														tɑʦtæ		
THROW_3													ʃuem	bɑjbudʲɑ					moːsʲ				
THROW_4	kɑjɑms			hɒjiːt						kojnɯ										kujɑnɯ			
THROW_5									ʃupkɑvnɯ~ʨɑpkɑvnɯ														
THROW_6	jortoms													sətəməsɑ								porotːɤmɑ	
THROW_7																						virɑutːɤmɑ	
THROW_8												reːpi			sʊhpːeh								
THROW_9		visɑtːɑ		dob		visɑtɑ	ʎæk	ʧaʦʲːke		ʨɤvtnɯ	viskə		kə̠ʃkem			ʨɑʧːə							visˑkˑɑmɑ
THROW_10																				serpɑʎːɑnɯ			
TONGUE_1				ɲɛlv			ɲæləm					ɲeːlm	jə̠lme										
TONGUE_2								ɲuxʧemʲ							ɲʊ̯ɔvʧːɑ		ɲuxʧːɐm	ɲuʌkʧɛmɛ					
TONGUE_3																ɕeː			ɲɑmʲu				
