	Anuta	Austral (Ra'ivavae)	Austral (Rurutuan)	East Futuna	Emae	Futuna-Aniwa	Hawaiian	Kapingamarangi	Luangiua	Mangareva	Maori	Mele-Fila	Niuean	North Marquesan	Nukuria	Penrhyn	Pukapuka	RakahangaManihiki	Rapanui	Rarotongan	RennellBellona	Samoan	Sikaiana	Tahitian	Tikopia	Tongan	Tuamotuan	Tuvalu	Vaeakau-Taumako	Wallisian
OLD_2	maatua			matuʔa	tuai			tuai	makua~mua~ukuai			tuai	tuai		matua		matua		tuai		matuʔa	tuai~matua	matua~mua		maatua	motuʔa		matua	matʰua	matua
OLD_3														koua					korohua								korou			
OLD_4			ruuʔau															ruuhau						ruuʔau						
OLD_5														kakiu							tauiku									
OLD_6						takausore																								
OLD_7																					bebe~poepoe									
OLD_8											pakeke																			
OLD_9																	poovioːvi													
ONE_1		hoʔe																						hoʔe						
ONE_2	tasi		taʔi	tasi	tasi	tasi	ʔekahi	dahi	kahi	taʔi	tahi	etasi	taha	tahi	hokotahi	tahi	taji	tetahi	tahi	taʔi	tahi	etasi	tasi	tahi	tasi	taha	tahi	tahi	kotahi	tahi
PATH OR ROAD_1		puɢumu	puruumu															puruumu						puruumu						
PATH OR ROAD_2	ara		araʔaraʔa	ala	ara		ala	ala	ala	ara	ara	ara	hala	vaʔa	haarena	ara	ŋutuala	ara	ara	ara	aɡa	ala	ala	ara	ara	hala	ara	auala	ala	ala
PATH OR ROAD_3						retu																								
PATH OR ROAD_4																								ʔeeʔa						
PERSON_1	taŋata	taʔata	taʔata	taɡata	taŋata	tafata	kanaka	daŋada	kaŋaka	taŋata	taŋata	taŋata	taŋata	kenana~ʔenata	tama	taŋata	tama~taŋata	taŋata	taɡata	taŋata	taŋata	taŋata	tama~tanata	taʔata	taŋata	taŋata	taŋata	taɡata	tai	taɡata
PERSON_2																	kovi													
RAIN (PRECIPITATION)_1																						timu						timu		
RAIN (PRECIPITATION)_2	ua	ua	ua	ʔuaina	ua	ua	ua	ua	ʔua	ua	ua	ua	uha	ua	ua	ua	ua	ua	ʔuua	ua	ʔua	ua	ua	ua	ua	ʔuha	ua	ua	ua	ʔua
RED_1			ʔuraʔura	kula			ʔula			kura			kula	kuwa		kura	kula	kura~muramura		kura	kuɡa	ʔula				kulokula	kura	kula		kula
RED_2	oata			soata																										
RED_3					loa																									
RED_4		ʔuteʔute																		ʔute				ʔuteʔute						
RED_5				mea		mea		mmee	mea			mea			mmea				mea		mea	mea	mea		mea		mea		mea	
RED_6	mero										fero						melo		herohero			melomelo			mero					
RED_7														pukiki																
ROOT_1	tapito											kasikoa																		
ROOT_2		aʔa	aʔa	aka	kairakau	akai	aʔa	aɡa	paʔiaʔa	aka	pakiaka		aka	aka	patiaka	aka	aka	aka	aka	pakiaka	paʔiaʔa	aʔa	patiaka	aʔa	vaiaka	aka	aka		aka	aka
ROOT_3																												poɡai		
ROPE_1			taura	taula		taura	kaula	taura		toura	taura		toua	touʔa	uka	taura	taula	taula	taura	taura	tauɡa			taura			taura		hau	taula
ROPE_2	maea			maea				moea	maea			mea			maea							maea	maea		maea	maea		maea		maea
ROPE_3					faβa	vava				kaka		wawa			kaha~haha		kawa													
ROPE_4		nape													kaavei															
ROPE_5																											patoko			
ROPE_6																												lopu		
SALT_1						sol									horo															
SALT_2											tote																			
SALT_3												mara	matima									maasima				maasima		maasima		
SALT_4			miti							miti							miti		miti	miti		miti		miti			miti			
SALT_5				paʔatai	tai		paʔakai							paʔatai~kanatai							tai									tai
SALT_6		ʔavaʔava																												
SALT_7														puhinaʔu																
SAND_1	kere								ʔele						kerekere		kelekele													
SAND_2												waraune																		
SAND_3																												fuu		
SAND_4		one	one	ʔone	one	one	one	one		one	one		one	one		one	one	one	one	one	ʔone	oneone	one	one	one	ʔoneʔone	one		one	one
SAND_5																	tini													
SAY_1							ʔoolelo				koorero									koorero										
SAY_2													kepehe													pehee				
SAY_3																					heŋɡeu									
SAY_4										ki								ki	kii											
SAY_5				pati											hai													faipati		
SAY_6															hua															
SAY_7					muna																				muna					
SAY_8									meaʔe								mea													
SAY_9								tapa						tekao																
SAY_10						tuku						tokua								tuatua								taku	tukua	
SAY_11	karaŋa																			karaŋa										
SAY_12		paɢaupaɢau	parau						kakala					peʔau								tautala	taatala	parau			parau			
SEE_1			naanaaːna							nana																				
SEE_2	mamata			matamata				mada					mata								mata	matamata								
SEE_3				tio														tititiro								sio		kilo		sio
SEE_4		ʔite		kite	kutea		ʔike		ʔike		kite			ʔite	kite		kitea			kite	kite	ʔite	kite	ʔite	kite		kite		kutea	
SEE_5																			tikea											
SEE_6																						vaʔai								
SEE_7						safea						sereia																		
SEE_8																												pula		
SEW_1		niɢa	nira																					nira						
SEW_2	titina		tiiʔai																											
SEW_3				tui	tuitui	tui~sukia		dui	kui	tue	tui	tuia	tui	tui	ttui	tui	tui	tuitui	tui	tui	tui	suʔi	tui		tui	tuitui	tui			tui
SEW_4																													tohia	
SEW_5			au																					au						
SEW_6																		ruru												
SEW_7							humuhumu																							
SHARP_1																	niniva													
SHARP_2																											popo			
SHARP_3																						masele							mfasele	
SHARP_4		ʔoi	ʔoi				ʔoi			koikoi	koi			koi		koi	kokoi	koi		koi				ʔoi			koi			
SHARP_5						matakai						matʃikai	matila												mata	maasila		matakai		maasila
SHARP_6	kakai			fakakaa~kakai	makakai			ɡaa	ʔaa						kaa				kaʔi		hakakaa~kakai	maʔai	kaa						mdakhaa	
SHORT_1				leka																	leka									
SHORT_2						saka					hakahaka					sakasaka						saʔasaʔa								
SHORT_3													puku								puku	puʔupuʔu			pukupuku					pukupuku
SHORT_4																	puunekeneke													
SHORT_5		poto	poto			poto	pookole	bodo	poko	poto	poto			poto	potopoto	poto	puupoto		poto	poto		poto	poto	poto			poto	toetoe	popoto	
SHORT_6	nounou													nohinohi												nounou				
SIT_1						buku																								
SIT_2																										taŋutu				
SIT_3			araʔi																					paarahi						
SIT_4	nopo	nohotu	noʔo	nofo	nofoiraro	nofo	noho	noho	ŋoho	noʔo	noho	nofo	nofo	noho	noho	noho	noonooːno	noho	noho	noʔo	noho	nofo	noho		nofo	nofo	noho	noho	noho	nofo
SKIN_1																						paʔu						pau	paku	
SKIN_2	kiri	ʔiɢi	ʔiri	kili	kiri	kiri	ʔili	ɡili	ʔili	kiri	kiri	kiri	kili	kiʔi	kiri	kiri	kili	kiri	kiri	kiri	kiɡi	ʔiliola	kili	ʔiri	kiri	kili	kiri	kili	kilihino	kili
SKY_1	raŋi	ɢaʔi	tuaraʔi	laɡi	raŋi	raɡi	lani	laŋi	laŋi	raŋi	raŋi	raŋi		ʔaŋi	kaniva	raŋi	laŋi	laŋi	raɡi	raŋi	ɡaŋi	laŋi	lani	raʔi	raɡi	laŋi	raŋi	laɡi	velaŋi	laɡi
SKY_2												maloa																		
SLEEP_1								khi									lowi													
SLEEP_2	moe	moe	moe	moe	moe		moe		moe	moe	moe	moe	mohe	hiamoe	moe	moe	momoe	moe	moe	moe	moe	moe	moe		moe	mohe	moe	moe	moe	moe
SLEEP_3					ŋoro	moeroa																								
SLEEP_4																								taʔoto						
SMALL_1				ʔikiʔiki											punarikiriki														likiliki	
SMALL_2														kaiu															kiko	
SMALL_3																										siʔi				siʔi
SMALL_4		iti	maaitiiti		titi	sisi					iti			iti		iti		meeiti	iti	iti		itiiti					iti			
SMALL_5	riki						liʔi						liki	ʔiki			liliki				ɡiki		liki				riki	fonini~foliki		
SMALL_6																								naʔinaʔi						
SMALL_7									suli																					
SMALL_8																	lewu													
SMALL_9										niŋore																				
SMALL_10								bodo						poto		poto			poto	poto										
SMALL_11													puku												pukupuku					pukupuku
SMALL_12												kekela																		
SMOKE (EXHAUST)_1									ʔohu						kohu										kofu				kohu	
SMOKE (EXHAUST)_2	autiapi	auauahi	auauaʔi	aausia	asuafi	au	uahi	seahi		ahi	auahi		ahu	auahi	au	auahi	au	au	auahi	auaʔi	ʔauahi	asu	au	auauahi	ausiafi	ʔahu	auahi	au		ʔahu
SMOKE (EXHAUST)_3												silaŋo																		
SNAKE_1			ooʔioːʔi														oovioːvi							ʔoofioːfi						
SNAKE_2																				ʔoouioːui										
SNAKE_3											naakahi																			
SNAKE_4																							sineki							
SNAKE_5				ɡata	ŋata	ŋata	naheka		ʔaka			ŋatasai	ɡata		kata						ŋata	ŋata				ŋata			ŋata	
SNAKE_6																									ŋau					
SNAKE_7														puhihenua																
STAND_1	tuu	tuu	tuu	tuʔu		tu	ku	duu	uu		tuu		tuu	tuu	tuu	tuu	wetuu	tuu	tuʔu	tuu	tuʔu	tuu	tuu		tuu	tuʔu	tuu	tuu	tʰuː	tuʔu
STAND_2		tia			tuiruŋa																			tiʔa						
STAND_3										ʔakaatuaːtu																				
STAND_4												telao																		
STAR_1												masoi																		
STAR_2																		vairaŋakaveiŋa												
STAR_3	petuu	hetiʔa	fetiʔa	fetuʔu	fetu	fatuu	hookuoːku	heduu	heku	ʔetu	fetuu		fetuu	fetoe	hetuu	hetuu	wetuu	feetueːtu	hetuʔu	ʔeetueːtu	hetuʔu	fetuu	hetuu	fetiʔa	fetuu	fetuʔu	hetuu	fetuu	hetuu	fetuʔu
STAR_4																	mata													
STONE_1				maka	maka								maka	keʔa					maʔea			maʔa				maka				maka
STONE_2																		toka												
STONE_3		ʔohai	ʔooʔaʔi																					ʔoofaʔi						
STONE_4	patu		poʔatu	fatu		faatu	poohaku	hadu	haku	poʔatu	koofatu	fatu	patu	hatukeʔaa	hatu	poohatu	watu	fatu~poohatu		pooʔatu	balu	fatu	hatu		fatu		poofatu~hatu	fatu	hatu	
SUCK_1					mumu										uu							susu				huhu				
SUCK_2								u																						
SUCK_3																									puku					
SUCK_4	miti			momi		umi			miki	miti		tomia	miti		umiumi		miti	miti		miti	umi~miti		umiumi~mmiti		miti		momi~miti	mimiti		momi~mihi
SUCK_5																													mihikia	
SUCK_6		ʔote	ʔote								ŋote					ŋote	ŋote	ŋote		ŋotea				ʔote						
SUCK_7				komo			omo			omo				omo	homohomo				omo								ŋoŋo			
SUCK_8																		fakaroroma												
SUCK_9																				ʔia										
SWIM_1					kaokao																		koukou							
SWIM_2	kau	ʔau	ʔau	kau		kau	ʔau	kau	ʔau	kau	kauhoe	kaukau	kou	kau	kkau	kau		kaukau	kau	kau	kakau	ʔaʔau		ʔau	kau	kakau	kau	kakau	kau	kau
SWIM_3																		hopuvai												
SWIM_4																	taakele													
TAIL_1									mosuʔi						moihuku								muisuki							
TAIL_2	tiku		ʔuʔu	siku	siku	siku		huku		ʔiku			hiku	hiku		siku	jiku	hiku	hiku	ʔiku	siku	siʔusiʔu		hiʔu	sikusiku	iku	hiku	hiku		hiku
TAIL_3											fiore																		pole	
TAIL_4			vero				huelo			ave~vero				veʔo										ʔaero			vaero			
TAIL_5																								ʔitere						
TAIL_6												rapue																		
THAT_1																taua		taua		aua							aua			
THAT_2			teeraeːra								teeraeːra~teenaeːna						teelaeːla							teeraeːra				teelaeːla~teenaeːna		
THAT_3					ira								ia				teia	teeia			ia									
THAT_4	ena					tena	na~la	tera				nera		teʔaa	raa~naa				era			lela~lena			na	koena			tena	
THAT_5																														kohee
THEY_1	naaua	ɢaatou~ɢaaua	raatou~raaua	lotou~laa	raua~ratou	kiraua	laakou~laaua		laaua~laakou	raatou~raaua	raatou~raaua	raua~ratou	maua	ʔatou	laaua~laatou		laatou~laaua	raaua~raatou	raʔua	raaua~raatou	kiŋɡatou~kiŋɡaaua	laaʔua~laatou	laaua~laatou	raatou~raaua	ratou~raua			laatou	lʰatou~lʰaua	naaua
THEY_2								tikaula																		kinautolu				
THICK_1		meʔumeʔu																						meʔumeʔu						
THICK_2	maatoru			maatotolu	matorutoru	matoru	maakolukolu	maadolu	makolu	maatoru	matotoru	matoru	matolu	motoʔu	maatoru		maatolu	maateru	matoru	maatoru	maatoɡu	matolutolu	maatoru		maatoru	matolu		maatolu		maatolu
THICK_3															hamataku															
THICK_4			tuetue																			tuatua					tuʔatuʔa	tuatua		
THICK_5																						mafia						tuaefa	eha	
THIN_1										rikiriki					tuarikiriki								tualiki					tuaniki		
THIN_2		ɢaiɢai	rairai				lahi	rahirahi			rahirahi			piʔahiʔahi~ʔakiaki~kahikahi	rrahi		lalawi	rahirahi~aŋiaŋi	raʔi	rairai~aŋiaŋi				rairai			rahi			
THIN_3	manipi			manifi	manifinifi				maŋihi			manfinifi									maanihi	manifi			nifi	manifi			manihi	manifi
THIN_4						mafinfini																								
THIN_5													aleale																	
THIN_6																	tutule													
THINK_1		heɢuɢi																												
THINK_2																							hakateletele							
THINK_3				masalo						makara			mahala				majala	mahara		maʔara							mahara			mahalo
THINK_4	maanatu		manaʔo	manatu		manatu	manaʔo					mantua	manatu		maanatu	manako	manako~manatu	hakamanako	manaʔu		maanatu	manatu		manaʔo	maanatu			manatu	mnatua	manatu
THINK_5					fakaturia			hakapau			fakaaro			maʔakau								maafaufau				fakakaukau		maafaufau		
THINK_6									hakaoko																					
THINK_7																													hiŋa	
THINK_8																												laɡona		
THIS_1	ieni		teie	leinei	reni	tenei	nei~keeia	tenei	keŋei	tenei	teenei	kenei		tenei	nei	teeia	eenei~teenei	nei	nei	teeia		lenei	tenei	teie	nei	koeni	te	nei~teenei	tene~ne	eni
THIS_2																					ia									
THIS_3																		taua												
THOU_1	koe~ke	ʔoe	ʔoe	koe~kee	akue	koe	ʔoe	ɡoe	ʔoe	koe	koe	akoe	koe	ʔoe	koe	koe	koe	koe	kou	koe	koe	ʔoe	koe	ʔoe	koe~kee	koe	koe	ke	koe	koe~kee
THOU_2																	ou													
THREE_1	toru	toɢu	toru	tolu	toru	toru	kolu	dolu	kolu	toru	toru	etoru	tolu	toʔu	toru	toru	tolu	toru	toru	toru	toɡu	etolu	tolu	toru	toru	tolu	toru	tolu	tolu	tolu
THROW_1										kero			velo						vero											
THROW_2				tii		ʦiri		dili		tiri				tiʔi	ttiri~riaki		uti~tili			tiri						lii	tiri		sili	
THROW_3		taaoɢa	taaora									woro		tioʔa										taaora		tolo	toro			
THROW_4																						toŋi								
THROW_5																														ʔatu
THROW_6								maka			paŋa									maka							maka	apa		
THROW_7																		fakamui												
THROW_8					pepe																tupe							tupe		
THROW_9	peiia			peʔesi	pesia				pesi			pesia				peehua				peeʔia			pehi							peʔehi
THROW_10																				ʔia										
THROW_11							hoʔolei																							
TONGUE_1	arero	aɢeɢo	arero	ʔalelo	arero	rero	alelo		alelo	arero	arero		alelo	aʔeʔo	arero	arero	alelo	alelo	arero	arero	ʔaɡeɡo	alelo	alelo	arero	alelo	ʔelelo	arero	alelo	alelo	ʔalelo
TONGUE_2								horore																						
TONGUE_3												limena																		
TOOTH_1	nipo	niho	niʔo	nifo	nifo	nifo	niho	niha	ŋiho	niʔo	niho	nifo	nifo	niho	niho	niho	nio	niho	niho	niʔo	niho	nifo	niho	niho	nifo	nifo	niho	nifo	niho	nifo
TWO_1		piti	piti																					piti						
TWO_2	rua		rua	lua	rua	rua	lua	lua	lua	rua	rua	rua	ua	ʔua		rua	lua	lua	rua	rua	ɡua	elua	lua		rua	ua	rua		lua	lua
TWO_3															hiaoa													aoa		
VOMIT_1		pihaʔe																						pihaʔe						
VOMIT_2	rua		ruʔaʔi	lua~lua	rua	lua	luaʔi	luai~rua	lua	ruaki	ruaki	rua	puhaki~lua	ʔua	rua	rua	luaki~lua	ruaki	rua	puaki	ɡua	luaʔi~puaʔi	lua		rua	lua	ruua	lua	lua	puʔaki~lua
WALK_1												saria												ori						
WALK_2	aere	haeɢe		saʔele	saere		hele	haele	haele	ʔere			haele	heʔe	haare	saere		haere	haere	ʔaere	saʔeɡe	saele	saele	haere	saere		haere	haele		haaere
WALK_3											haereawaewae						jaaeleaːelele													
WALK_4			ʔanorimoʔaere																											
WALK_5								heeheeːhe																						
WALK_6																										ʔalu			kau	
WALK_7			ʔano	ano				taahao																	tahao					
WALK_8			rimorimo																											
WARM_1	mapanapana		maaʔanaʔana	maafana	mafanafana	mafana	hahana	mahana	mahaŋa	maʔana	mahana		mafana	haʔamaahanahana	mahana	mahana	maajana	mahana	mahana~hana	maʔana	mahana		maahana	maahanahana	mafana	mafana	mahana	mafana	mahana	mafana
WARM_2		veʔaveʔa	veravera				wela					wera					vela					vela						mavelavela		
WATER_1		papemaaʔaɢo																												
WATER_2																								pape						
WATER_3	vai		vai	vai	βai	vai	wai	wai	vai	vai	wai	wai	vai	vai	vai	vai		vai	vai	vai	bai	vai	vai		vai	vai	vai	vai	vai	vai
WATER_4																	jua													
WE_1								ɡida~ɡida													kita									
WE_2	tou	maatou~maaua~taatou~taaua	maatou~maaua~taatou~taaua	tou~maa	maua~taua~matou~tatou	kimaua	maakou~maaua~kaakou~kaaua		kaaua~maakou~kaakou~maaua	taaua	maatou~maaua~taatou~taaua	maua~taua~matou~tatou	mautolu~maua~tautolu~taua	taua~maua~matou~tatou	maatou~taatou		ataaua~amaaua~maatou~taatou	taatou~maatou	tatou~matou	taatou~maatou	kimaa	maatou~taatou	taaua~maatou~taatou~maaua	maatou~maaua~taatou~taaua	tou	kimautolu~kitautolu	tatou		tʰatou~tʰaua~mhatou~mhaua	tou~maa
WET_1				taitaia														tavai												
WET_2			rari							rari						rari			lali	taarari				rari			rari			
WET_3	parapara														para													pala		palapala
WET_4					roro																									
WET_5										raŋa																				
WET_6		maʔu	maʔu	maatuʔu						maku	maakuaːku							maahuaːhu										maalu		
WET_7				fakasasau										ʔautau																
WET_8						ʰnupu	pulu																							
WET_9						su		tʰiu	suu								jujuu				suuʔia	susuu	siu		suu	viku		hihiu	siu	
WET_10												lousa																		
WET_11				vikuviku																										
WET_12																			hehe											
WET_13																				maaʔuaːʔuʔuaːʔuːʔu										
WHAT_1	aa	aha	aʔa	aa		aha	aha	aha		aʔa	aha	afa	haa	aha	heaa	aha	wea	eaha	aha	aʔa	aa		aa	eaha	aa	haa	aha	aa	aa	aa
WHAT_2					rea				kea													ʔoleaa								
WHERE_1	pea	hea	ʔia	fea	ife		aiaihea	hee	hea	ʔea	fea	ifia	fee	hea	ihea	hea	iwea	hea	he	ʔea	hea	ʔofea	hea	hea	fea	ʔifee	hea		ihea	fea
WHERE_2																												teehea		
WHERE_3						ua																								
WHITE_1														tavaiʔe																
WHITE_2																						paʔepaʔe								
WHITE_3	tea		teatea	tea	tea	tea	keʔokeʔo~kea			tea	maa	tetea	tea	teko~tea	maatea	tea		tea~maakita	teatea	tea	tea	tea	tea		tea		tea	tea	tʰea	tea
WHITE_4	kena							kene									kena								kena					
WHITE_5																						sina				hinehina				
WHITE_6		ʔuoʔuo				kʰeŋo																		ʔuoʔuo						
WHITE_7																	mumuka													
WHITE_8									maʔiŋi																					
WHO_1	ai	vai	vai	ai	koi	akai	wai	ai	ai	ai	wai	kuai	hai	ai	koai	ai	ai	koai	aai	ʔai	ai	ʔoai	ai	ʔovai	ai	hai	ai	ai	ai	ai
WIDE_1			ʔaʔano								faanui									ʔaʔano				ʔaʔano						
WIDE_2																			kau											
WIDE_3							aakea			ʔataʔata				fatea				patapata~atea		aatea		aateatea								
WIDE_4		ɢaɢahi		laulasi		ʰlafa		balaha	laha				laulahi		raharaha	raharaha	lapalapa						llaha			laulahi	raha	lauefa	laueha	laulahi
WIDE_5																						lautele								
WIDE_6																									lafalafa					
WIND_1	mataŋi	mataʔi	mataʔi	mataɡi	mataŋi	mataɡi	makani	madaŋi	makaŋi	mataŋi		mataŋi	mataŋi	metani	matani	mataŋi	mataŋi	mataŋi	mataɡi	mataŋi	mataŋi	mataŋi	matani	mataʔi	mataɡi	mataŋi	mataŋi		mataŋi	mataɡi
WIND_2				savili									havili									savili								havili
WIND_3						sau				hau	hau					sau			hahau											
WIND_4																			tokerau											
WING_1	kapakau			kapakau	pakakau	pakau		bakaumanu	apaʔau				tapakau		kapakau		pakajau~kapakapa		karʔa		kapakau	ʔapaʔau	kapakau		kapakau	kapakau		kapakau	kapakau	kapakau
WING_2			pererau							pererau~pehau	parirau	pekau	peehau	pekeu		pererau		paehau		peeʔau				pererau			pererau			
WING_3							ʔeeheu																							
WING_4		maiti																												
WORM_1																	veli				suɡati									
WORM_2								patupatu																						
WORM_3																													peipe	
WORM_4		toʔeɢepo	toʔe				koʔe			iritoke	noke			toke		toke		toke		toke		toʔe		toʔe			toke			
WORM_5																						ʔanufe								
WORM_6				kelemutu									kelemutu									ʔelemutu				kelemutu		kalemuta		
WORM_7						nufekere																								ʔulukele
WORM_8																			koreha											
WORM_9															tamakerekere															
YEAR_1		matahiti	mataʔiti				makahiki									matahiti	matawiti	matahiti	matahiti	mataʔiti				matahiti						
YEAR_2															kirimahi															
YEAR_3																	taakaloŋa					tausaŋa						tauhaŋa		
YEAR_4														huaʔa																
YEAR_5	tau			taʔu	tau	tau		tau	kau	tau	tau	tau	tau	tau					taʔu	tau	taʔu		tau		tau	taʔu	tau			taʔu
YEAR_6																													ŋatae	
YEAR_7										ano																				
YELLOW_1											koofai																			
YELLOW_2												maloloa																		
YELLOW_3						rauneaʰleu		laupuke																						
YELLOW_4				felo	ferofero	fero			helo												heɡoheɡo		felo		fero			fefelo	helo	
YELLOW_5	teteŋa	ɢeʔaɢeʔa	reʔareʔa				lena			reŋareŋa						reŋareŋa	jeŋajeŋa	reŋa		reŋareŋa		leɡa		reʔareʔa	seŋa	eŋeeŋa	reŋareŋa	heɡaheɡa		leɡaleɡa
YELLOW_6													aɡo		vaiano															
YELLOW_7														tokatoka								saamasama								
YELLOW_8																			para									sama		
