	Badga	Betta Kurumba	Brahui	Gondi	Kannada	Kodava	Kolami	Kota	Koya	Kurukh	Kuwi	Malayalam	Malto	Ollari Gadba	Parji	Tamil	Telugu	Toda	Tulu	Yeruva
RAIN (PRECIPITATION)_3													ʤaɖaː							
RAIN (PRECIPITATION)_4	me	maɭi			maɭe	maɭe		mai				maɻa				maɻai				maɭe
RAIN (PRECIPITATION)_5			peɾ	piɾ						ʧeːp	bela									
RAIN (PRECIPITATION)_6																		meɖutti		
RED_1											ɡaɖɡa				key					
RED_2						ʧoːpə										cem				ʧoːpə
RED_3												ʧumappə				seʋappə~seɡappə				
RED_4	keppə				kempu													keppə	kempu	
RED_5							jeɾuɖi				netuɾi						eɾupu			
RED_6				eɾɾaɡ~jeɾɾaɡ					eɾɾa											
RED_7										kheso			eːso							
RED_8								netiɾ												
RED_9			xiːsun																	
RED_10		tissəɡaɳɖaːnɡi																		
ROAD_1					maːɾɡa												maːɾɡamu			
ROAD_2						baːte											baːʈa			
ROAD_3					ɾaste	ɾaste								ɾasta						ɾaste
ROAD_4																			paɾvata	
ROAD_5							taːʋu						paːodu		paːv					
ROAD_6																		aːlaɾ		
ROAD_7							daaɾ			ɖahaɾe										
ROAD_8	taːɾi							taːɾi									daːɾi			
ROAD_9		baʈʈi		haɾɾi					aɾɾi			ʋaɻi				vaɻi				
ROAD_10			saɖak																	
ROOT_1	peːɾə	bjaːɾə		hiːɾ	beːɾu	beːɾə			ʋeːɾ		ʋeɾ	ʋeːɾə			vaːɾ	ʋeːɾə	ʋeːɾu	ʋeɾ	beːɾu	beːɾə
ROOT_2							ʋeːɾkam													
ROOT_3										paːda				kuɾe						
ROOT_4													bandaː							
ROOT_5			ɾoːte																	
ROUND_1					baʈʈa							vaʈʈa				ʋaʈʈam				
ROUND_2								ʋaʈam												
ROUND_3												uɾunɖa				uɾunɖai				
ROUND_4						uɾuʈa													uɾuʈə	uɾuʈu
ROUND_5																		uʈʈi		
ROUND_6				ɡuɳɖɾal					ɡuɳɖɾaːn								ɡuɳɖɾani			
ROUND_7					duɳɖane															
ROUND_8													ɡuɖme~ɡuɖijo							
ROUND_9							bubbaɾi													
ROUND_10										ɡuʈiɳɖa										
ROUND_11		bəjnsakɾanɡuːdə																		
ROUND_12			ɡoːl peɾi																	
SAND_1				uske	usubu		usuka		isike								isuka			
SAND_2	pakke																			
SAND_3		maɳalə			maɾaɭu	maɳa					bali	maɳal		maːn	man	maɳal		manal		maɳə
SAND_4													baːli							
SAND_5			ɾeːk																	
SAND_6										ʧalkuɾu										
SAND_7																			pojja	
SAY_1																ʧollə~sollə				
SAY_2									kella											
SAY_3																	ʧeppu			
SAY_4													hauɖpo							
SAY_5																		aːʋaɖə		
SAY_6		pəːɭ			heɭu			paidu												
SAY_7																				paɾe
SAY_8			paːninɡ																	
SAY_9				in		annə									en					
SAY_10										bakʰna									paɳaɾa	
SAY_11	eɡəʋə																			
SAY_12												paɾajuɡa								
SEE_1		najɾ														paːɾə				
SEE_2																			tuʋaːɾa	
SEE_3							taːna			jeːɾna										
SEE_4			unninɡ																	
SEE_5	noːɖə	noːɖ			noːɖu	noːʈə		noːʈə										nuːʈ		noːku
SEE_6				huɖa					uːɖa			kaːɳuka				kaːɳ	ʧuːɖu			
SEE_7														ʧu						
SEE_8													ʈunɖpo							
SEED_1				peɖe																
SEED_2									peːɳɖku											
SEED_3						kuɾu														kuɾu
SEED_4							ʋittanam										ʋittanam			
SEED_5				viʤʤa													ɡinʤa			
SEED_6					biːʤa					ɡoʈa		vita					biːʤam		biːʤa	
SEED_7					bede			ʋitu							vittid	ʋedə				
SEED_8	pittə	bissə~biʧʧə	beʤʤ															pittə		
SEED_9										biː										
SEED_10												paɾippə								
SIT_1												iɾikkuɡa								
SIT_2																				iɾaiku
SIT_3																ukkaːɾə				
SIT_4																		eɾakkaɾ		
SIT_5							udə							undu						
SIT_6				udda					kuddaː											
SIT_7																			kullaɾa	
SIT_8		kuːtnu iːɾ																		
SIT_9			tuːlinɡ																	
SIT_10		kuːɾsu															kuːɾʧo			
SIT_11					kuːtuko															
SIT_12					kuɭitiko															
SIT_13										okʰna			hokpo							
SIT_14	kuɭəʋə																			
SIT_15			zunɖinɡ																	
SIT_16						aɭe														
SKIN_1					ʧaɾma							ʧeɾmam					ʧaɾmamu		ʧeɾma	
SKIN_2										ʧapʈa			ʧaːna							
SKIN_3	toːlə	toːlə	sil	toːl		toːlə	toːl	toːlu	toːl			toli		tal	tõl	toːlə	toːlu	tuːɾs		toːlu
SKIN_4					toɡalu															
SLEEP_1										khandaɾna										
SLEEP_2																			ʤippaɾa	
SLEEP_3							iːmanɡsati													
SLEEP_4					malaɡu										maɖ					
SLEEP_5				miːɳɖa																
SLEEP_6			xaʧinɡ																	
SLEEP_7									unʤaʈam											
SLEEP_8													anəa							
SLEEP_9																tuːnɡə				
SLEEP_10	oɾəɡədə	aɾɡu~eɾɡu						oɾəɡə										oɾkʰə		
SLEEP_11						oɾa														oɾa
SLEEP_12												uɾanɡuɡa				uraŋku				
SLEEP_13					nidɾiso															
SLEEP_14																	nidɾapoʋu			
SLEEP_15													andaɾpo koːɖa							
SMALL_1						ʧeɾijadə						ʧeɾija				ciriya				ʧeɾija
SMALL_2													saɾʋe	kandeːk						
SMALL_3					ʧikkadu								ɾikʋaːdi							
SMALL_4		kiɾi																	kiɲa	
SMALL_5				ʧinna			sinna	ɡuntə	ʧinnad	sanni					cin	ʧinna	ʧinna			
SMALL_6	kunnadə																			
SMALL_7			ʧunak																	
SMALL_8																		keːɾuːɖə		
SMALL_9	kiʈʈiːʈ																			
SMOKE (EXHAUST)_1	hoɡe	pəɡɡi		poja	hoɡe	poɡe	poɡ	peɡu				puka				pukai~puɡai	poɡa		poɡa	poɡe
SMOKE (EXHAUST)_2														poaːɡ						
SMOKE (EXHAUST)_3																		pukuɖti		
SMOKE (EXHAUST)_4			moːʃ										moːha							
SMOKE (EXHAUST)_5										mosaɡa										
SMOKE (EXHAUST)_6									kumpoːɖ											
STAND_1					nintiko															
STAND_2								ninnatukə												
STAND_3		əːɭ					niːmaːn													
STAND_4										iʤʤna									untaɾa	
STAND_5	nippə			nil		nində			nilla				hilpo		nilp	nil				ninʤo
STAND_6												nilkuɡa								
STAND_7																	nilʧonu			
STAND_8									nilliman											
STAND_9																	nilabaɖu			
STAND_10			salinɡ~ʤeːk salinɡ																	
STAND_11		əddənu iːɾ																		
STAND_12																		mukkaɖuɾil		
STAR_1				sukku			sukka		ukka		huka				cukka		ʧukka			
STAR_2										biːnko			biːnka							
STAR_3		miːnu												puʈ		mĩn				
STAR_4	paːndmiːnə																			
STAR_5					nakʂatɾ	nakʂatɾa		nakʂaʈiɾam				nakʂatɾam					nakʂatɾamu		nakʂatɾe	
STAR_6	naʧʧatɾa															naʧʧatiɾam				naʧʧatiɾa
STAR_7																		naʈʧatiɾam		
STAR_8			isʈaːɾ																	
STONE_1									ɾaːj								ɾaːji			
STONE_2										pakʰna										
STONE_3	kallə	kallə	xal		kallu	kallə		kal				kallə		kanɖ	kel	kallə		kaɾs	kallu	kallu
STONE_4											ʋali		ɡuɡa							
STONE_5				baɳɖa			ɡunɖə													
SUN_1										biːɖi										
SUN_2														ʋele						
SUN_3	ottə	pottə					poddu										poddu			
SUN_4								poɖutə												
SUN_5									poɖudu											
SUN_6											ʋeda		beːɾdu							
SUN_7				poɾə																
SUN_8			de																	
SUN_9					suːɾja	suːɾja						suːɾjan				suːɾjan			suːɾje	ʧuːɾja
SUN_10								suːɾijan												
SUN_11																		suːɾijan		
SUN_12							suɾija													
SUN_13																	suːɾjuɖu			
SWIM_1												neentuɡa				neentə				
SWIM_2								niːʧal										niːʧal		
SWIM_3					iːʤo				iːta	oːɡna			hoːɡpo							
SWIM_4	niːndə	niːnɖʒu																		
SWIM_5																	iːdu			
SWIM_6				pohem			poːnim													
SWIM_7																			miːndaɾa	
SWIM_8						miːɾodu														
SWIM_9																				maɳa
SWIM_10				naɾi																
SWIM_11			beʂolinɡ																	
TAIL_1				tokoɾ			toːka		tokaːɾ						tõka		toːka			
TAIL_2										kʰola			oli							
TAIL_3	paːlə	baːlə			baːla	baːlə		ʋaːlə				ʋaːlə				ʋaːlə			biːla	baːlu
TAIL_4																	vaːlamu	poːɾsam		
TAIL_5			liʈʈik																	
TAIL_6														kindiɾ						
THAT_1											et					anta				
THAT_2	adə	adə		adu	adhu	adə	ad	adhə	addu	huː		adə	aːdu	adə		adhə	adi	adə	aʋu	aʋeː
THAT_3			ae		aː							aː	haːd		aː		aː			
THIS_1										iːd		iː	iːdu		ĩ		ĩ			
THIS_2	idə	idə	daː	id	idhu	idə	id	idhə	iddu		idu	idə		idə		inta~idhə	idi	idə	undu	iʋeː
THOU_1				nimme					nimma											
THOU_2			niː																i	
THOU_3	ni											ni				ni		ni		ni
THOU_4		niːjə			niːnu	niːnə	niːnu	niːja		niːn	ninu		niːn~niːnu	in	ĩn		niːʋu~nuʋʋu			
TONGUE_1						naːʋu						naːkə		naːnɡ		naːkkə		noːf		naːʋu
TONGUE_2							naːlka		naːlike								naːluka			
TONGUE_3	naːlanɡe	nelɡi			naːliɡe			naːlɡə												
TONGUE_4																			naːlaːji	
TONGUE_5			duʋiː																	
TONGUE_6				ʋenʤeɾ																
TONGUE_7											ʋenɖaːɾu									
TONGUE_8										takkha			taɖta							
TONGUE_9															nevãɖ					
TOOTH_1			dandaːn~dantaːn																	
TOOTH_2	hallə	pallə		pal	hallu	pallə	palku	pal	palk	pall	palu	pallə	paːldu		pel	pallə		paɾse		pallu
TOOTH_3																	pannu			
TOOTH_4														paːlkill						
TOOTH_5																			kuːli	
TREE_1										mann								meːn		
TREE_2	moɾa	meɾi		maɾa	maɾa	maɾa		maɾam	maːɾa		paʈa	maɾam			meɾi	maɾam			maɾa	maɾa
TREE_3							maːk													
TREE_4												vɾukʂam								
TREE_5			dɾahkʰt																	
TREE_6																	ʧeʈʈu			
TWO_1							duɖə													
TWO_2										iːɾəb										
TWO_3													maksa~ʤoːɖsa							
TWO_4						daɳɖə					ɾinɖa		paːnɖa						ɾaɖɖu	
TWO_5	eɾaɖə			ɾeɳɖu	jeɾaɖu				ɾeɳɖ			ɾendə				ɾenɖə	ɾeɳɖu			iɾandə
TWO_6								eɖu							iɾ			eːɖə		
TWO_7			iɾat											iɾuɖu						
TWO_8		əddu																		
WALK_1				taka						eːkʰna										
WALK_2													heːkpo							
WALK_3		naɖi			naɖə	naɖa	naɖus	naɖʋu	naɖam							naɖə	naɖuʧu			naɖa
WALK_4	naɖəʋadə																	naɖaɾɾə~naɖandə	naɖapaɾa	
WALK_5												naɖakkuɡa								
WALK_6			ʧeɾɾinɡ																	
WARM_1										udum				ʋeʈal						
WARM_2				kaːsta																
WARM_3										oːɾʧka										
WARM_4		suːɖə														suːɖə				
WARM_5									ʋeːɖ			uʂɳa								
WARM_6			baːsun																	
WARM_7													kuɖni							
WARM_8	uppekke~uppe																			
WARM_9						bekke	ʋekka										ʋeʧʧa		beʧʧa	bekki
WARM_10					beʧʧaɡe															
WARM_11												ʧeɾəʧuːɖə								
WARM_12																		koɾtilije		
WARM_13																ʋedəʋedəppə				
WATER_1	niːɾə	niːɾə	diːɾ	jeɾ	niːɾu	niːɾə	iːɾ	niːɾ	eːɾu					niːɾ	nĩɾ	niːɾə	niːɾu	niːɾ	niːɾə	niːɾu
WATER_2																	niːɭɭu			
WATER_3										amm			hamdu							
WATER_4											eju									
WATER_5												ʋellam								
WATER_6												jalam								
WATER_7																taɳɳi				
WE_1									manaːɖu								manamu			
WE_2	nanɡa					nanɡa										naːnɡa				nanɡa
WE_3				mammoʈ					mamma		mambu									
WE_4					naːʋu					naːm		naːm	naːmu	aːm	aːm	naːm	meːmu	oːm		
WE_5		naɳɡə~jaɳɡə					amdə	amme				nammal								
WE_6			nan																	
WE_7																			jankulu	
WHAT_1						jentə			baːta											
WHAT_2															naːto					
WHAT_3			antə									endə								
WHAT_4										jeːndɾa			indɾaːn							
WHAT_5		ajindi															eːɳʈi~eːmiʈi			
WHAT_6								etaːnə												
WHAT_7													indiɾdu							
WHAT_8	eːnə				jeːnu		em				ena						ẽmi			
WHAT_9														ennaːʈ		enne		inno	enʧina	entai
WHAT_10				baʈʈal																
WHITE_1			piːun																	
WHITE_2											kumnɖi									
WHITE_3						boltadə														boltaji
WHITE_4											pandi		sadaː							
WHITE_5									telup								telupu			
WHITE_6				tellaɡ			telluɖi													
WHITE_7	ʋeɭɭe															veɭɭə	vella			
WHITE_8					biɭi										vil			pelti		
WHITE_9		bəɭɭu						ʋellə			dumda								boldu	
WHITE_10													ʤinpɾo							
WHITE_11												ʋeɭuppə								
WHITE_12										paɳɖɾu										
WHO_1										ne			neːdu		ed					
WHO_2	taːɾa	daːɾə		boɾ	jaːɾu	daːɾə		daːɾə				aːɾə				jaaɾə		oɾi	jeːɾu	jaːɾu
WHO_3			deːɾ																	
WHO_4																	evaɾu			
WHO_5											daat									
WHO_6									beːnonɖu											
WOMAN_1					stɾĩ							stɾiː					stɾiː			
WOMAN_2			njaaɽi																	
WOMAN_3					henɡasu															paniʧi
WOMAN_4											aːnʋanli									
WOMAN_5												peɳɳə				poɳɳə				
WOMAN_6								pemaɡu								peɳ			ponʤa	
WOMAN_7						ponnaːɭə														
WOMAN_8		pəɳakkən																		
WOMAN_9							baːji				ɖoli						aːɖadi			
WOMAN_10													teldu							
WOMAN_11									piːkiːɖ											
WOMAN_12										aːli										
WOMAN_13				muɾtad						mukka										
WOMAN_14	emmaːti																			
WOMAN_15																	mahiɭa			
WOMAN_16									naːtaʋaːd											
WOMAN_17																		tusmoːɡə		
WOMAN_18											kodoɡi pada									
YELLOW_1				pivaːʰd																
YELLOW_2											hinɡeɾi									
YELLOW_3							pijuda		pasap								pasupu			
YELLOW_4																		aɾʤin		
YELLOW_5										baːlka			balke							
YELLOW_6											toɡoɾi									
YELLOW_7	manʤe					manʤa		manʤə				maɲa				manʤaɭ			manʤalu	manʤe
YELLOW_8				kampal																
YELLOW_9			puːʃkun																	
YELLOW_10					haladi															
YELLOW_11		manʤəlaːnɡi																		
