	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
BLOOD_4		la		est͡ɬi		ɨw		erat	esti	ɨŋwa	ela							iːrai̯̯			ehti	est	ɨːʈ͡ʂʈ͡ʂ				herat	jest͡ɬiː			arat~ava	ɨkʷa		
BLOOD_5																		vure		ɨːʔɨr					ɨɨr				ɨːʔɨɖ				paapːɨ	
BLOOD_6	eu̯̯ily																																	
BLOOD_7							ʃuureʔe																											
BLOOD_8												zurija																						
BONE_1																											ramohudura~ramoɡui̯̯tzura							
BONE_2	teʔily					tiʔil																												
BONE_3							kari																											
BONE_4																														ʔeːʔin				
BONE_5																												miːmiːtet͡ɬ						
BONE_6																															hotarak			
BONE_7					ʦuhni														ʦuhmi					ʦuhni										
BONE_8								hoɡu̯a																			oɡu̯a							
BONE_9		oʔʧi	ohopi	omit͡ɬ					oːmit	øːqa	oʔa	ume	ohovɨ		otːa	oho	oho	oo		oːʔo	umit	ot	oːʦ		aoː	oho			oːʔo		ola~o	on	oopɨ	ota
BONE_10														kulaawut																				
BREAST_1				ʧiʧiwalli					ʧiʧiwaːl												ʧiʧihwal							ʧiʧiːwal						
BREAST_2	pily																																	
BREAST_3																									tor									
BREAST_4						pi		viːt						pit									piʔ							pin	wimur	piːl		
BREAST_5			pihi		pici					piihɨ	piʔwa	ʦicu	pihivɨ		pipːim	piciʔ	piciʔi~pica	vipːi	pici	vipi				pici	βipiː	piːci			wipi				piipɨ	pipːim
BREAST_6							ʦiʔime																											
BREAST_7		kaso																																
BURN (SOMETHING)_1			kucikːi																															
BURN (SOMETHING)_2																										kuʦːɨa								
BURN (SOMETHING)_3															beete																			beete
BURN (SOMETHING)_4																														vireːk				
BURN (SOMETHING)_5																		mui̯̯		mɨhɨ					mɨi̯̯m				mɨhi					
BURN (SOMETHING)_6									toːneːwi																									
BURN (SOMETHING)_7										ɨwi																								
BURN (SOMETHING)_8														ʧujai̯									huʔai̯̯											
BURN (SOMETHING)_9					weha														wai̯̯ja					wai̯̯hja										
BURN (SOMETHING)_10	kina					kiʔni																						ʃut͡ɬa				ʦama~anʒama		
BURN (SOMETHING)_11	naʔ		naʔi										neʔe	naʔ			nai̯̯~naʔi									naʔai̯̯n							naʔai̯̯	
BURN (SOMETHING)_12		raha		t͡ɬat͡ɬa			taː	tahan			tahai̯̯	ta~tai̯̯				pita					tati~tatia	tati					tʰa	bt͡ɬatɪa			taha~tasa			
BURN (SOMETHING)_13		i																																
CLAW_1																							waʈ͡ʂ											
CLAW_2																																	wəkːuci	
CLAW_3					sito											situ	sasito		masitu					sitoːn		ʃɨcu								
CLAW_4	salul	sutu		isteːt͡ɬ		ʂulʔa	sɨtʲe	sutut	sti	soki	suhtu	zate~zɨte		ʂulat				jutud		hutː~huht	istit				jut		xutu~sutu	ste	huːʧ	ʧur		ʃulunt		sutu
CLAW_5																															alapor			
CLAW_6																														esʧut				
CLAW_7			tasicoʔo																															
CLAW_8													taʃtoʔobi																					
CLAW_9															sutukoʧoʔo																			
CLOUD_1							ai̯̯tɨri					hai̯̯witɨri																						
CLOUD_2																																paːʃuːmist		
CLOUD_3			pakɨnapɨ										kɨnavi						pakɨnapːɨh					pakɨnapːɨh		pakɨnapɨ								
CLOUD_4																				tɨvaːɡ					tɨbaːʔ				ʧɨwaɡi					
CLOUD_5																														akʷaːkin				
CLOUD_6														tuviiʃ																				
CLOUD_7	wewniʃ																																	
CLOUD_8																							woːŋt											
CLOUD_9																toø												meʃt͡ɬ						
CLOUD_10				miʃt͡ɬi				mosit	miʃti												mistil										mosit			
CLOUD_11		nori																																
CLOUD_12															naːmu																			naamu~naamuːk
CLOUD_13																	kumi	jicome																
CLOUD_14						temin					tomoari																							
CLOUD_15										oomawɨ																								
CLOUD_16																																	uwatːipːɨ	
CLOUD_17																											ryruɡæi							
CLOUD_18					tomːoakatːɨ																													
COLD_1		rula									tula																							
COLD_2	jui̯̯ma					jui̯̯																												
COLD_3								uteen															ɨcɨ				utːe							
COLD_4					ɨi̯̯cɨʔi											ɨcɨʔɨ	ɨcɨʦːɨ		ɨi̯̯cɨi̯̯					ɨi̯̯cɨʔi								ɨʃɨi̯̯p		
COLD_5																		jupidi		shɨːp					xɨp				shɨːpid					
COLD_6																										ʃɨppɨta						ʃɨːbt		
COLD_7			sɨjaʔi~sɨtːuʔi																														sijaʔi	
COLD_8									seseːk						sebːe						sesek									ʂuvoʔ	seve			sebe~seebe
COLD_9										sɨːsɨŋwa																								
COLD_10				ictik																								ictiːk						
COLD_11												haɨ̯̯tɨze																						
COLD_12													situʔwidɨ																					
COLD_13														pituptuʃ																				
COLD_14							kɨmwahraraʔa																											
COME_1									wiːcawiʦ																									
COME_2															aʔabowei̯je																			
COME_3										peewiʔ																								
COME_4																															komu			
COME_5	nek					nɨqɨ																									heko			
COME_6			pipːicɨ										pidɨ													piʧɨ							pici	
COME_7		nolina									ena	nu̯a															vena							
COME_8				waːllau̯̯~waːlːaː					waːlaː												waːlaːh	wala						wøla						
COME_9																				dada									dada		hase			kaate
COME_10																		duduvia		divia									jiwia					
COME_11				wiːʧ	kimːa		nʲe		wiːʧa							kimːa	kimːa		kimːa		wiʦ~wiːʧ	wiʧ	kimai̯̯	kimːa				ibiʦ~biʧ		kimaː		kim		
COME_12																				abhim					bʱajim				abhim					
COME_13																																iŋɡim		
COME_14														haqwaaʧi																				
COME_15								hueren																										
DIE_1			jaʔikːwaʔi																															
DIE_2													ʔanaːʔikʷeː																					
DIE_3													tupakikʷeː																					
DIE_4	muk	muku		miki			mɨʔɨ	mucuni	miki	mook	muɡui̯	mɨ			muːke					muːk	miki				mukiaʔ		myʦ	miːkiː	muːk			muːɡ		muuke~muke
DIE_5																		mumuke					mɨmɨʔq											
DIE_6														mokan																mojoːk				
DIE_7					tɨjai̯̯														tiai̯̯					tiai̯̯										
DIE_8																	jai̯~jaʔi									jaʔai̯̯					hoː~huː		jaʔai̯̯	
DIE_9						qaawɨ																												
DIE_10																etaː																		
DIE_11																		mu̯anta																
DIE_12													juweʔekʷeː																					
DIRTY_1																			tuːʦːaːpːɨh					tuːʦːaːpːɨh										
DIRTY_2																																tuɡuːbiʃɨt~utuɡuːbiʃ		
DIRTY_3																														tyhovit				
DIRTY_4				kacaːwak																														
DIRTY_5													tocaːɡadɨ																					
DIRTY_6							ʧu̯aːmwa																			ti̯eːra								
DIRTY_7			tuca		tuːcaː~tuʦːai̯̯												tuʦːaː		tuʦːai̯̯															
DIRTY_8																toʦabi																		
DIRTY_9																									ikoraʔ									
DIRTY_10																											usa						paasana	
DIRTY_11														kʷilali	ʧiʔiʧa						ʦil													
DIRTY_12																							coːqav			barːo								oʧoko
DIRTY_13																										polvo								
DIRTY_14		suɡu																								sucio								
DIRTY_15																											sutepora~surevura							
DIRTY_16																		duburi																
DIRTY_17						silyɲinɨ																												
DIRTY_18								isnariteri																										
DIRTY_19																				sivaɡui̯̯di														
DIRTY_20																													sbiːtaɡim					
DIRTY_21	seljaxama																																	
DIRTY_22										iceheʔe																								
DIRTY_23											ohcorewae̯me																							
DOG_1																	sokopukːu~sokopːukːu																	
DOG_2			waʔacuku																isapunku															
DOG_3		koʧi											puɡuzɨ																					
DOG_4			punkuːci																															
DOG_5	awal					awal								awaal				ɡoɡosci		ɡoɡs									ɡoɡs					
DOG_6					sariː												satɨʔɨ							satiː		satiː							satici	
DOG_7																									ɡaɡoːx									
DOG_8																			isa								ʧitːa							
DOG_9												ʦɨka											kuciʔ							wuʃi				
DOG_10				ʧiːʧiː																								ʧiːʧiːtu						
DOG_11									iʧwiːnti																									
DOG_12										pooko						pukːu																punku		
DOG_13							ʦɨʔɨ								ʧuːʔu																ʦucu			ʧuuʔu
DOG_14											ʦuhcuri																							
DOG_15																					pelu													
DOG_16								ʧutzi																										
DRINK_1	pa	bahi				paʔ						hare~hari		paaʔi									paːʔ						wasib	paa				
DRINK_2							jeʔe								heʔeje																			heʔe
DRINK_3							ʔi					i						iu̯t			kit													
DRINK_4								hi~hian		hiiko		je															hi				he~ihe			
DRINK_5			hipi	aːt͡ɬiː	hivi			hiahi	aːtiː		ihi		hivi			hipi	hipi~hipːi	iːbi	hipi	iʔi				hipi	ija	ipi		øt͡ɬi				iːʔɨː~iːʔɨt	ipi	
DRINK_6																												koni						
DRINK_7																		janta																
DRY_1			tapasɨ										tavasteːd													tapaʃu							tapasɨpːɨ	
DRY_2					pasa												pasːa		pasa					pasa										
DRY_3																pasahkɨʔ																		
DRY_4	wax	waki				waxɨ	waʧi		waːjik	laaqu	waɡi	waki		awaxve	wakia					sɡak	waki	wak	awaːkiʔ		ɡak			wahkiː	sɡaki			waːɡɨt~awak		wakia
DRY_5				iːʃwaːkki																														
DRY_6								hu̯aqui̯̯																										
DRY_7																		ɡaqui̯̯dade																
DRY_8																														ahoːkin				
DRY_9																															moronir			
EAR_1													naɡavivi													naŋkapa								
EAR_2	naqal	naka	naŋka	nakaːst͡ɬi	naki	naqʔa	naʃai̯̯	nakat	nakas	naqvɨ	nahka	naka		naqla	nakːam	naqːa	nakːa	naːka	naŋki	naːk	nakas	nekest		nenkih	nak		naca	nakas	naːk	nanax	nakar	naŋhal	nɨkːapɨ	naka
EAR_3																							qavaʦ											
EAR_4																		tucai̯̯daraɡa																
EAR_5								quei̯siven																										
EARTH (SOIL)_1					sokovi														sokopi					sokopːɨh										
EARTH (SOIL)_2				t͡ɬaːlli					taːl												tal	tal						t͡ɬøliː						
EARTH (SOIL)_3														exla																øxar~oːxar		ʃuwaːl		
EARTH (SOIL)_4															bwija																			bwia
EARTH (SOIL)_5		wee					ʧwe				weʔe	kʷi̯e																						
EARTH (SOIL)_6																															kvirat			
EARTH (SOIL)_7																		dubure		dɨvɨi̯̯r					dɨbɨr				jɨwɨɖ					
EARTH (SOIL)_8										tɨckʷa			tɨbiʧɨ																					
EARTH (SOIL)_9	temal					tɨmal		tevat																						tuvar				
EARTH (SOIL)_10			tɨpipːi													tɨpi	tɨi̯̯pːɨ~tiːpɨ									tɨpɨ	tevet						tɨpɨpːɨ	
EARTH (SOIL)_11																							tiɨ̯̯vaʈ͡ʂ											
EAT_1										sowa										huɡ					juɡiaʔ									
EAT_2												kɨme																						
EAT_3																											ɡuæ							
EAT_4															bwaʔaje																			bwaʔa
EAT_5			tɨkːa		tɨkːa											tɨkːa	tɨkːa~tɨka		tɨkːa				raːkʷ	tɨkːa		tɨkːa						tɨk~ɨtɨk	tɨkːa	
EAT_6		ɡoʔa									koʔa									koʔa									koʔa		koa			
EAT_7	kʷaʔ			kʷa		kʷa	kʷaʔa	ba	takʷaː			kʷa	kaʔa								kʷa	kʷa	kʷaʔi					kʷa		ikʷaa				
EAT_8								hibaːn																										
EAT_9																		aneancoai̯̯																
EAT_10														naaʧuxun																				
EGG_1														paanil									pan											
EGG_2																																pompt		
EGG_3																									nanoː					xaːxen~xaːxin				
EGG_4									piotet																			tutoltet͡ɬ						
EGG_5				tet͡ɬ																														
EGG_6					nojo					nøhɨ						nojo	noho	nono	nojo	nonːo				nojo		noːʔ~nupːu								
EGG_7																													nonha					
EGG_8																					tesis													
EGG_9							taʔu																											
EGG_10		kaʔwa									kaʔwa				kabːa																			kaba
EGG_11												tawari																						
EGG_12			nopːapi										nopavi																				napːaapi	
EGG_13						paɲiʔat		acavora																										
EGG_14	weevuʔ																																	
EGG_15																															netelur			
EYE_1				iːʃtelolot͡ɬ					iːʃtoːloːlo																			ʃtelolo						
EYE_2																															telar~tilur			
EYE_3																														coːcon				
EYE_4																														ʦotron				
EYE_5	puʧily													puʃla																				
EYE_6		busila						vusit		poosi	pusi	hɨzi			puːsim					vuhi	iʃ						busi		wuhi					puusi
EYE_7							hɨʔɨ																				vubu							
EYE_8							hɨʔɨsi																											
EYE_9					pui̯̯	puʃ											pui̯̯	bui̯̯	pui̯̯h					pui̯̯h	bui̯̯									
EYE_10			puʔipi										puʔivi			pusi										puʔi						punʒil	pɨʔipɨ	
EYE_11																							huvaːʈ͡ʂ											
FAT (ORGANIC SUBSTANCE)_1															manteːka																			manteːka
FAT (ORGANIC SUBSTANCE)_2									ʧaːwak																			ʧijøwa						
FAT (ORGANIC SUBSTANCE)_3			wiːwapi																						ɡiodaʔ									
FAT (ORGANIC SUBSTANCE)_4	wily					wily						wija														juː								
FAT (ORGANIC SUBSTANCE)_5																							wipt							witaː		wipt		
FAT (ORGANIC SUBSTANCE)_6		wiʔi								wihɨ	wiʔi			wiʔ															ɡiːɡi					
FAT (ORGANIC SUBSTANCE)_7																		ɡui̯̯		ɡui̯̯														
FAT (ORGANIC SUBSTANCE)_8																											ɡui̯̯da							
FAT (ORGANIC SUBSTANCE)_9			juhi		juhu								juhuvɨ			juhu	juhu		juhu					juhu										
FAT (ORGANIC SUBSTANCE)_10				sejot͡ɬ																	ʃepo													
FAT (ORGANIC SUBSTANCE)_11							asei̯ːti																										jɨu̯̯pi	
FAT (ORGANIC SUBSTANCE)_12								tuspeɡu̯a																										
FEATHER_1	wikily					wikily																												
FEATHER_2				iʔwit͡ɬ					ihwit																			tohmiːt͡ɬ						
FEATHER_3																					iu̯hmiju													
FEATHER_4																	pɨhɨ																pɨtːɨpɨ	
FEATHER_5			wisiapi		sia							aːnːa	wiʃiʔaːvi											siapi		wɨsia								
FEATHER_6		maʔsa					ana	hunsa		nakʷa	maʔsa	ana~anɨː			masa	qasa	kasːa	aːne	kasa	aʔanaɡ			mahaːt		anaʔ		usat		aʔan	maːsan	masat	aŋaː		masa
FEATHER_7														humsat																				
FIRE_1										ɨːwiŋwɨ																								
FIRE_2																												t͡ɬecint͡ɬi						
FIRE_3																															tahamet		naʔai̯̯tːɨ	
FIRE_4		naʔi		t͡ɬet͡ɬ			tai̯̯h	te	tit		naʔi	tai̯̯			tahːi			tai̯̯~tai̯		tai̯̯	tit	tet			tai̯̯		tʰai̯̯		naːda					tahi
FIRE_5																qoso	kosːo																	
FIRE_6	kut		kuna			kut							kuna	kut					kuna				kut	kuna		kunæ						kut		
FIRE_7																														ʈ͡ʂaːvut				
FIRE_8					kotːoːpːɨh																													
FISH_1		roʔci									soʔci																							
FISH_2							weʔi																											
FISH_3																		vatːosa~vatːopa		vatoːp					batop				watopi					
FISH_4										paakiw				anaamal																				
FISH_5			pakɨci		pekʷi								paɡɨːvɨ			pakːwi	pakːwi		paŋwi					penkʷi		pakɨu̯̯							pakɨ	
FISH_6				miʧin					miʧi												miʧin	miʧom						miːʧiː						
FISH_7	kijul					qɨjul		ʦuʧut				kecɨ			kuʧːu								kihuːʦ				ʦũʧu			kui̯̯r	kicut	kujuːl		kuʧu
FIVE_1				maːkʷiːlliʧiko																														
FIVE_2																																maːhai̯̯jija		
FIVE_3																		taːma		utaspo									hɨtasp					
FIVE_4						nemakʷa																												
FIVE_5				ʧkʷa																														
FIVE_6									maːkʷil					mahaːr							makʷil	makʷil	mahæt							mahar				
FIVE_7																												mɔkʷilːɪ						
FIVE_8															mamni																mamunir			mamni
FIVE_9		mari	manɨɡ		manekihtʲʔ	nanɡ		marki			mariki		manɨɡi			maniɡii	maniɡiju		manɨki~manaki					nanai̯̯kːih		manːiki	mariki						manɨɡiini	
FIVE_10							ansɨbi~ansɨʔ																											
FIVE_11										ʦivot																								
FIVE_12					moʔobeʔ																													
FIVE_13																									hiʃʧamaːm									
FIVE_14	axnamekʷanaŋnemakʷanaŋ																																	
FIVE_15																tu																		
FLY (MOVE THROUGH AIR)_1								meen				wi̯e																						
FLY (MOVE THROUGH AIR)_2					jɨcɨ	jalɨ									neʔeje				jɨcɨ					jɨcɨ								oːlɨt		neʔe
FLY (MOVE THROUGH AIR)_3		iʔni									niʔni																ni							niʔi
FLY (MOVE THROUGH AIR)_4																							hiːɲʔk~hiːɲiʔk											
FLY (MOVE THROUGH AIR)_5	hiŋ		wici										jozi			joʦːi	joʦːi~joʦːi									nonci					hanʲa		jɨci	
FLY (MOVE THROUGH AIR)_6				pat͡ɬaːni					pataːni	masai̯̯											patani	patan						pat͡ɬøniː						
FLY (MOVE THROUGH AIR)_7																		daːi̯̯~daːnta		daʔa					dai̯̯jaʔ				daʔa					
FLY (MOVE THROUGH AIR)_8							raʔa																											
FLY (MOVE THROUGH AIR)_9														wiila																				
FLY (MOVE THROUGH AIR)_10										pɨːjalti																								
FOOT_1															wokːim																			wooki
FOOT_2																															njokir			
FOOT_3								tari										tara		tar							tara		taɖ					
FOOT_4			nampa		nape								nabivi						nampe					nampe		nampa							napːa	
FOOT_5						xuʧi				kɨkɨ						kɨkːɨ	kɨkɨ																	
FOOT_6							ɨːka					keta~ɨka																						
FOOT_7																																ɨŋɡɨl		
FOOT_8		rono									tono														ton									
FOOT_9	ʔi			ikʃit͡ɬ																	ikʃi	ʃo						kʃiː						
FOOT_10									meʦ					et																nev				
FOOT_11																							navɨːʦ											
FOUR_1																	wacɨɡːwiju							waʦːɨwih		wacɨŋwi								
FOUR_2																																	wəcuwini	
FOUR_3																		maːkova		makoba					maːkov									
FOUR_4												nai̯̯ka			nai̯̯ki																narikir			nai̯̯ki
FOUR_5		nawosa~naɡo		naːwi				navoi̯̯	naːwi		nao										naːwi	najom					naɡo	nɔbl				naːnaːu̯̯		
FOUR_6	wiʧiw					wiʧiw														ɡiko									ɡiik					
FOUR_7			waciu̯̯										wacuː	wasaʔ		wacikʷii			waʦːɨ				waʧah							waʧaʔ				
FOUR_8							mu̯aːku̯a																											
FOUR_9					hajarokʷe																													
FOUR_10										naːløyøm																								
FOUR_11																tu																		
FULL_1																					tentuk							ti̯entiːka						
FULL_2				peʃoːnaltia					peʃoːntok																									
FULL_3						jutaxiʃ																												
FULL_4																									sunɡɨm									
FULL_5																														puːi̯̯n				
FULL_6																																pɨi̯̯mit		
FULL_7																							pitɨʔq											
FULL_8								bode									kano~kanːo			koːvoɡ									skowoɡ					
FULL_9		boʧiwi						bodahri~bodavi					ponoʔi													ponoʔaː~ponoʔi								
FULL_10										oopokiwta																								
FULL_11							avaʔɨsti																											
FULL_12														muujai̯																				
FULL_13	maʧama																																	
FULL_14																		sudːajamue																
FULL_15																																ɨmbɨm		
FULL_16					tɨpːetɨ								tɨbetɨ						tɨpːekɨa					tɨpːe										
FULL_17															tapuni																			tapuna
FULL_18																tujuha																		
FULL_19																																	kuwikːatːɨ	
FULL_20											ohcorewae̯me																							
GIVE_1												pitɨa~kʷei̯̯tɨa																						
GIVE_2	max	ja	maka	maka		maxa		macan	maka	maqa	kiʔa~kiʔa				maaka	kija	kiʔa~kia	maxe~maxani		maːk	ma~maka	meke	maqai̯̯		mak	maka	maʦ	maka	maːk	u̯a	maka~mika	maha~amha		maka
GIVE_3					utːu								roː~doː						utːu					utːu										
GIVE_4														ovi																				
GIVE_5																															hiliwa			
GIVE_6																																	nutuɡai̯̯	
GIVE_7							tatɨste																											
GOOD_1																									jirjixkɨː									
GOOD_2																														tihøvkui̯̯				
GOOD_3															tuʔuri																			tuʔi
GOOD_4										hopi				loovi																				
GOOD_5					ʦaːtɨ														ʦau̯̯ntɨn					ʦaːntɨn										
GOOD_6																				seu̯̯ɡatu														
GOOD_7		ɡaʔra				aʧiʔa																									kimwa~kiwar			
GOOD_8													piʃaː				pisːa~pisa	bei̯̯ɡa																
GOOD_9												ai̯̯rɨa											aʔai̯̯											
GOOD_10	aʧae̯		haɨ̯̯						kʷali			ijari				ʦawu										aju		kʷaliː	sap					
GOOD_11				kʷaltik																														
GOOD_12																											nana					tɨwɨ		
GOOD_13								deni													jek													
GOOD_14							reʔen																											
GOOD_15																											nai̯̯den							
GOOD_16																					ahwijak													
GOOD_17																																	atːɨ	
GOOD_18							ʃaʔapɨʔɨn																											
GOOD_19											kaweruma																							
GREEN_1																																hulʔhulʔ~uːhulʔhulʔ		
GREEN_2														kunoknuʃ																				
GREEN_3																		tudːoɡui̯̯		stɨːdoɡ									sʧɨːdaɡi					
GREEN_4												ciu̯̯raɨ̯̯je																						
GREEN_5																							rou̯̯ʔn											
GREEN_6							ruʔara																											
GREEN_7													puhiɡidɨ																					
