	Bemba	Bulu	Fang	Ganda	Gogo	Haya	Kalanga	Kamba	Kikuyu	Kimbundu	Koongo	Lingala	Lozi	Luba-Katanga	Luba-Lulua	Makhuwa	Meru	Ndonga	Ndzwani Comorian	Ngazidja Comorian	North Ndebele	Nyanja	Nyankole	Rundi	Shona	Songe	Sukuma	Swahili	Tonga	Tsonga	Tswa	Tswana	Umbundu	Venda	Xhosa	Yaka	Zulu
ROOT_9				mulandila								mokánɡá																	imujanda								
ROOT_10																																			inɡǀambu		
ROOT_11																																	ólúmbómbò				
SALT_1																	ʃimbi																				
SALT_2																			ʃíŋɡo																		
SALT_3	ʧele														mukèlèà							ʧére															
SALT_4																					iʧwʔaji																iʦwaji
SALT_5																																ʦwáí					
SALT_6																																			itjuwa		
SALT_7				munɲo		mwoɲu		moɲo	moóɲo											mɲo			omwoɲo	umwuɲu	muɲu		mun̤u	muɲu		múɲú							
SALT_8					mwíino																																
SALT_9																maakʰa																		mataβa			
SALT_10		nku	ŋ̍ku																																	kúá	
SALT_11											munɡwa	monɡwa														munɡwa							omonɡwa				
SAND_1				museɲu		omuʃeɲe																	omuʃeeɲi	umuseɲi													
SAND_2													muʃabati								isiɬabatʰi																ísíɬàbâtʰì
SAND_3								keðaŋɡaðe																													
SAND_4																ʔnhááva																					
SAND_5							seʧe			senɡe	senɡi																				seke					kɛ́nzɛ́	
SAND_6																		evi															évè				
SAND_7																																			isanti		
SAND_8		nselek	n̩sələʔ																																		
SAND_9																						ʧenɡa			jéʧà					sává		ʃàwà					
SAND_10	ùmusènɡa													musenɡa	lúséŋá														musenɡa								
SAND_11					mhaáŋka				moθâŋɡa								nsanɡa		mʦàŋɡa	mʦaŋɡa								mʧanɡa									
SAND_12												zɛlɔ																									
SAND_13																										mafjènkjeɲì											
SEE_1		jen	jen																																		
SEE_2				laba																			reeba														
SEE_3																																				tá	
SEE_4	mona				wona	bona		ɔna	ɔ́na	mona	mona	móna	bona	mona	moná	oóna		mona	óna	ona	bona	ona		bona	óna	mòna	bona	ona	bona	vóná	wóná	bɔ́ná	mólá	βona	bona		bónà
SEE_5																	lolija																				
SKIN_1																																t͡ɬàpɪ̀					
SKIN_2																																			ijwambu		
SKIN_3													litalo																								
SKIN_4																nrápála																					
SKIN_5																											iɡula										
SKIN_6	nkàndà						ɡanda				nkanda						ikanda								ɡanda				ícíkanda					lukanda		kátá	
SKIN_7										kiba								oʃipa																			
SKIN_8				nkuta																																	
SKIN_9														lukoba	díkoba											ekòba							éko̍vá				
SKIN_10																																					ísíkʰùmbà
SKIN_11																					isiɡoɡo		ekiʃuʃu														
SKIN_12												lopóso												uruhu													
SKIN_13		ékôp	ekop																			nɡuo															
SKIN_14																			ŋɡózi	ŋɡòzi								nɡozi									
SKIN_15								kekɔndɛ	ɣekɔndɛ́																												
SKIN_16																														nɬonɡé	ɬónɡé						
SKIN_17					ɲciíŋɡo																																
SKIN_18						omubilihomme																															
SMOKE (EXHAUST)_1		ôtita	oʦira																																		
SMOKE (EXHAUST)_2									ndɔ̀ːɣɔ̀																												
SMOKE (EXHAUST)_3					ljóosi																						ljoʧi										
SMOKE (EXHAUST)_4				mukka		omwiika						mólinɡa											omwika														
SMOKE (EXHAUST)_5																					tʰunǃa																
SMOKE (EXHAUST)_6										diʃi	mwisi			mwîʃi	mwînʃí	mwiíʃi		olwiθi						umwoʦi		mîʃi							ówísí				
SMOKE (EXHAUST)_7	iʧùnsi																												íbúsi								
SMOKE (EXHAUST)_8							si						musi				musu		mósi	ʤosi		ʦí			ùʦí			moʃi		músí	músí	sí		muʦi	uḿsi	múè	úmúsì
SMOKE (EXHAUST)_9								sjoki																													
SNAKE_1	iʧilamba																																				
SNAKE_2																						nʣiira															
SNAKE_3				musota																																	
SNAKE_4											mboma																										
SNAKE_5					nzôka	enjoka	ɲoka	nzoka				njóka	noha		nnjòka		ʃoka		ɲóha	ɲóha	injoka		enjoka	inɡoka	ɲoka	nioka	nzoka	ɲoka		ɲókʼá	ɲoka	nɔ́χá	onjoha	nʰowa	iɲoka		iɲoka
SNAKE_6		njo	ɲo													inwáa																				nzɔ	
SNAKE_7									ɲamojaðe																												
STONE_1				ejjinja				eβia	ihíɣa																												
STONE_2																		emanja				alá										t͡ɬàpá					
STONE_3												libánɡá																									
STONE_4		akok	akɔʔ																																		
STONE_5																																		muʣiβo			
STONE_6	ìlibwe				íbwe		bɡe						liʧwe	diːbwe	díbwé		iwe		bwé	bwè	iliʧʔe			ibuje	bwe	ebwà	iwe	ʄiwe	ibbwe	ribje	ʃwa		éwe̍		ilitje	bùè	íʧè
STONE_7						eibale				tadi	tadi												eibaare														
STONE_8																ʔnlùku																					
SUN_1						eizoba									dîbá								eizooba														
SUN_2		jôp		njuba	ízuva		ʒuba	sjoa	rióa	muaɲa				djuba		́nʧúwa	saa		ʒúa	ʤua		ʣúwa		izuba	zuʋa	ńɡùba		ʄua	zuba					dʰuβa			
SUN_3	akàsuba																																				
SUN_4																					ilanɡa														ilanɡa		ìlànɡà
SUN_5											ntanɡu							etanɡo																			
SUN_6																														djambu	ɡambu						
SUN_7													lizazazi																								
SUN_8																																ʦàʦí					
SUN_9																											limi									ísé	
SUN_10																																	éku̍mbí				
SUN_11			n̩loʣop																																		
SUN_12												mói																									
TAIL_1													muhata																			χàt͡ɬá					
TAIL_2	umùkila			mukira	múcila	omukila				mukila	nkila	mokilá		kila	múkilá	mwila	njija	omuʃila	mʃía	mʃía		ʧíra	omukira		muʧira	mukìla	nkila	mkia	mucila	nʧílá	ʧílá			muʧila	umsila		umsila
TAIL_3																					isisila																
TAIL_4																								umurizo													
TAIL_5		njem	ŋɡjem																																		
TAIL_6							ŋwise	mweðɛ																													
TAIL_7																																	úkɪ̠̍l̠á̠				
TAIL_8																																				mbànɡú	
TAIL_9									mutiːŋɡɔ́ɛ																												
TONGUE_1																		elaka											mulaka								
TONGUE_2		ôjem	ojəm																																		
TONGUE_3	ulùlimi			lulimi	ilimi	olurimi	limi	oemɛ	roréme	dimi	ludimi	lolému	lulimi	ludìmi	lúdimí	nlumi	ulumi		ulími	ulíme	ulimi	líme	orurimi	ururimi	rìmì	edìmi	lulimi	ulimi		rirímí	lirímí	lɪ́mɪ́	élímí	lulimi	ulwimi	lémè	ulimi
TOOTH_1		ason̂	asoŋ																																		
TOOTH_2								eɛɔ	ìɣɛ̀ɣɔ̀									ejeɡo																			
TOOTH_3	ilìːno			elinɲo	líino	eliino	ʒino			diju	dinu	líno	liino	dîno	dînú	niino			ʣíɲo	ʣíɲo	iziɲo	ʣíno	eriino	iriɲo	zínó	eìno	lino	ʄino	ílíɲo	tínó	tínó	ínɔ́	éijò	lʰinʰo	iziɲo	ínò	ízîɲò
TOOTH_4																	mwiini																				
TREE_1																					isiɬaɬa								cisamu								
TREE_2													kota																								
TREE_3																															siɲa						
TREE_4																																				lé	
TREE_5		élé	ele									nzeté																									
TREE_6	ìʧimùti																							iɡiti			linti										
TREE_7				muti	múti	omuti	ti	mote	moté	muʃi	nti			muʧì	múʧi	mwíri	nri	omuti	mwirí	mdrí			omuti		mutí	muʦʰi		mti		murʱe			útì	muri	umtʰi		umutʰi
TREE_8																																t͡ɬʰàrɪ̀					
TREE_9																						nténɡo															
TWO_1		baé	bɛɲ																																		
TWO_2	bili			bili		bili		ile	iɣere	iadi		míbalé	beli	bìdì	bidi	ili	fivili	jaali	ilí	ilí	bili	iwíri	biri	biri	ʋìrí	bàbìdì	ibili	wili	bi̋le	mbírʱí	mbirí	bèdí	váːlì	βili	bini	báé	bili
TWO_3											ole																										
TWO_4					ɲejete																																
WALK_1	enda				jeenda					enda	enda				éndá	eétta		eenda		enda		jenda	ɡjenda						eenda				éndà	enda			
WALK_2		wulu	wulu																																		
WALK_3									ʃɛ̀ːra										dàɡa																		
WALK_4				tambula		tambuka		tɛmbɛa				támbolá	zamaja	nânɡà							hamba			tambuka	fámba	tàmbuka		tembea		fámbá	fámbá				hamba	támbol	hamba
WALK_5																											siminza										
WALK_6																	irajaaro																				
WALK_7							nanɡajila																														
WATER_1													nezi																			mèʦí					
WATER_2		mendim	mənʣim																								minzi										
WATER_3															mâjímáají														ímáanzi								
WATER_4	amènsi			mazzi		emaizi			máːe		masa	mái				maaʃi			máʒi	máʤi	amanzi		amaizi	amazi				maʄi		mátí	mátí			mád̪í	amanzi	máì	ámànzì
WATER_5																						ʣí															
WATER_6										meɲa				mêma				omeja								mêma											
WATER_7							vula										mura								mʋura												
WATER_8																																	óvává				
WATER_9					maleéŋɡa																																
WATER_10								keɣwo																													
WIND_1								okoŋɡi																												vúnɡá	
WIND_2	ela																																ofela				
WIND_3																					umoja									mójá				muja	umoja		umoja
WIND_4						omujaɡa																	omujaɡa	umujaɡa			ɲaɡa										
WIND_5			m̩fuã													ipʰéjo																					
WIND_6				mpewo	mbého		pʰepo		ròhùːhɔ̀										mpévo	upépo		pʰépo			m̤epo			upepo				pʰɪ́fɔ́					
WIND_7												mopɛpɛ																									
WIND_8											kitembo																										
WIND_9																	mburato																				
WIND_10		évun̂ulu																																			
WOMAN_1																		omukiintu											mukaintu								
WOMAN_2											nkento																										
WOMAN_3	umwànakaʃi													mwanamukàzi														mwanamke									
WOMAN_4				omukazi		omukazi	kaʣi			mukaji		mwási	musali		múkazi							kázi	omukazi		káʣí					wánsátí	wásátí	sádí	úkajì	musaʣi	umfazi		úḿfâzì
WOMAN_5																										mukàʃiba											
WOMAN_6																								umuɡore													
WOMAN_7																	nka				inina						nkima										
WOMAN_8																ntʰíjàna																					
WOMAN_9		minɡa	minŋɡa																																	moétò	
WOMAN_10								mondomoka											mnʈumamá	mnɖumamá																	
WOMAN_11									motuma																												
WOMAN_12					mcéekulu																																
