	Bemba	Bulu	Fang	Ganda	Gogo	Haya	Kalanga	Kamba	Kikuyu	Kimbundu	Koongo	Lingala	Lozi	Luba-Katanga	Luba-Lulua	Makhuwa	Meru	Ndonga	Ndzwani Comorian	Ngazidja Comorian	North Ndebele	Nyanja	Nyankole	Rundi	Shona	Songe	Sukuma	Swahili	Tonga	Tsonga	Tswa	Tswana	Umbundu	Venda	Xhosa	Yaka	Zulu
BIG_10																				kúu	kʰulu	kulu			ɡuru					kúlú		ɡóló			kʰulu		kʰúlù
BIG_11							kulukulu																														
BIG_12		anen	nən	nene				nɛ́nɛ̏	nɛ́nɛ	nene	nene	monene			nené		nini	omunene						nini									ne̍nè				
BIG_13													tuna																								
BIRD_1																														ɲaɲana	ʧiɲaɲani						
BIRD_2																						mbálame															
BIRD_3		ônon	onwan																																		
BIRD_4																mwaánùni																					
BIRD_5	ìʧoːni			enɲoɲi		ekiɲoɲi	ɲuni	esone	ɲɔni		nuni			koni	ɲúúɲí				ɲúɲi	nùni	injoni		eɲoɲi	iɲoni	ʃìrì	kôni	noni							ʧinoni		ɲɔ̀dí	íɲònì
BIRD_6													ɲuɲuni																			nɔ̀ɲánɪ́					
BIRD_7																													imujuni								
BIRD_8					ndêje							ndeke					ndeje											ndeɡe									
BIRD_9										njila																							ónji̍lá				
BIRD_10																		okaʤila																			
BIRD_11																																			intaka		
BITE_1																			remamáɲo	kazamáɲo																	
BITE_2																						womola														bònz	
BITE_3											ta	swá																									
BITE_4		lóp	lop																																		
BITE_5	suma			luma	luma	ruma	luma	ómȁ~óma	róma	lumata			luma	sùma	sumá	lúma	imara	lumata			luma		ruma	ruma	rúma	sùma	luma	uma	luma	lúma	luma	lʊ́má	lu̍mánà	luma	luma		lúmà
BLOOD_1																									ròmbè												
BLOOD_2																																	ósóndè				
BLOOD_3																		ombinzi																			
BLOOD_4						obwamba																															
BLOOD_5	ùmulopa						lopa																						bulowa					maloɸa			
BLOOD_6		metʧi	məki																																		
BLOOD_7											menɡa																									àndá	
BLOOD_8										maɲinɡa		makilá															mininɡa										
BLOOD_9														ʃi																		dí					
BLOOD_10				musaaji													usao																				
BLOOD_11													mali		máʃí						iɡazi	ɡazi				masè				nɡátí	kʰata				iɡazi		íɡàzí
BLOOD_12					sakámi			nðakamɛ	θàkàmɛ̀							nikʰami			dámu	damu			eʃaɡama					damu									
BLOOD_13																								amaraso													
BONE_1													lisapo								itʰambo									rʱámbó	rámbú	rápɔ́		lirapʰo	itʰambo		îtʰâmbò
BONE_2								eβende	ihéndé																												
BONE_3		eves	eves								visi																										
BONE_4												mokua							múbwa																	kúà	
BONE_5	ifùpa				ífupa	eiɡufa	fupa			fuba				mukùpa	múfubá	nikʰúva	ifuwa	esipa		ʃíba		p͡fúpa	eiɡufa	iɡufa	fúfá	mufùfwa	iɡuha	mfupa	ícífuwa				éke̍pá				
BONE_6				ɡɡumba																																	
BREAST_1		abé	abɛɲ																																		
BREAST_2							ʒamu																		zámú									d̪ámú			
BREAST_3																												ziwa									
BREAST_4						omabele											mawele										mbele										
BREAST_5	ibe̍ːlè			bbeele						diele		libéle		bele	díbeelé	ipéle			béle	béle	ibele		eibeere	ibere		ebèːle				vélé	vélé	bɛ́lɛ́	éve̍lé		ibele	bɛlɛ́	ibele
BREAST_6													lizwele																								
BREAST_7																						jére															
BREAST_8											beno																										
BREAST_9								nɔndɔ	ɲɔ̀ndɔ̀																				nkolo								
BREAST_10					itóombo																																
BREAST_11																		eɡundji																			
BURN (SOMETHING)_1												etumba																									
BURN (SOMETHING)_2													tumbuka																								
BURN (SOMETHING)_3		dik	ʣiʔi																																		
BURN (SOMETHING)_4				ɡɡja				βeːβja	heːhia																												
BURN (SOMETHING)_5	pja				aka	aka	ʦʰwa			uika	joka			teːma		vja	aka	pja	vùʣa	βa	ʧa	psa	aka	hiʃa	ʦʋá	fjà	baka	waka	pja	p͡furʱa		ʂwã	támà	huʂa	ʧa		ʃa
BURN (SOMETHING)_6																																				sél	
BURN (SOMETHING)_7															kóóʃákúóʃá																						
CLOUD_1																		oʃikoɡo																			
CLOUD_2																						tambo															
CLOUD_3																	irumbe										ilunde						éléndè				
CLOUD_4					mavunde																																
CLOUD_5																nihútte																					
CLOUD_6	ìkumbi													diːkumbi															ikkumbi								
CLOUD_7										dituta		lipáta			dívúbá																						
CLOUD_8		nkut	ŋ̍kut																											papa						kùtú	
CLOUD_9				kile			ɡole																		ɡòré									ɡole			
CLOUD_10																			vìŋɡu	biŋɡu								winɡu									
CLOUD_11						ekiʧwi																	ekiʧu														
CLOUD_12																					ilifu			iɡicu		elevu					refu						
CLOUD_13									ìtù				lilu																			rù			ifu		ífù
CLOUD_14											tuti																										
CLOUD_15								eðwɛɔ																													
COME_1	isa	zu	zu	jja	úza	ija	ʒa	oka	óka	iza	uisa	jà	taha	ija	vwá	wa		ja	ʒá	ʤa	za	ʣa	ija	za	buda	fìkà	iza	ʄa		ta	ta	t͡ɬà	íjà	da	za	jè	zà
COME_2																	oriʃo																				
COME_3																													boola								
DIE_1	fwa	wu	wu	fwa	fwa	fa	fa	̈a		fa	fwa	fa	ʃwa	fwà	fwa	kʰwa	fwa	sa	fa	fa	fa	fa	fa	p͡fa	fá	fwǎ	ʧa	fa	fwa	fá	fá	swá	fà	fa	fa	wá	fá
DIE_2									â																												
DOG_1									kuro																												
DOG_2																	ikite																				
DOG_3																						ɡaru															
DOG_4																					inja														inja		ínjà
DOG_5																														mbjáná	mbzáná						
DOG_6	imbwà	mvu	mvu	embwa	ḿbwa	embwa	bɡa			mbua	mbwa	mbwá	nja	mbwà	mbwá			ombwa	mbwá	mbwá			embwa	imbwa	imbwá	ḿbwà	mva	mbwa	mubwa			ɲ̀ʧá	ómbwà	mmbwa			
DOG_7																mwalápwa																					
DOG_8																																				mbóándé	
DOG_9								ŋɡiteːsolo																													
DRINK_1												mela																							sela		
DRINK_2	nwa	nju	ɲu	ɲra	ŋwa	ɲwa		ɲẅa	ɲuâ	nua	nwa		nwa	tòma	nwa		nwa	nwa	nwa	nwa	natʰa	mwa	ɲwa	ɲwa	mwá	tòma	ŋwa	ɲwa	ɲwa	nwá	nwá	nwá	njwà	nwa		nú	pʰuza
DRINK_3																wúrja																					
EAR_1													zebe								inɮebe									nd͡levé	nd͡levé	ʦɛ̀bɛ́		ndeβe	ind͡ɮebe		índ͡ɮʱèbé
EAR_2																			kío	ʃiʃíjo								sikio									
EAR_3										kiiadi						niɲáru																					
EAR_4	ukùtwi	alo	alɔ	kutu	íkutu	okutwi		koto	ɣoto		kutu			kutwì			kuri	okuʦi				kʰutu	okutu	uɡutwi			ɡutu		kutwi								
EAR_5												litoi			díʧí										itwí	etwì							étwɪ				
EAR_6																																				lóè	
EARTH (SOIL)_1														lobà	búlóbá																						
EARTH (SOIL)_2					iloóŋɡo														doŋɡó	doŋɡó							bulonɡo	udonɡo									
EARTH (SOIL)_3																						dotʰe															
EARTH (SOIL)_4									téːri		ntoto																										
EARTH (SOIL)_5																	uteri																				
EARTH (SOIL)_6	ùmusilì																																				
EARTH (SOIL)_7				ttaka		eitaka										ittʰája							eitaka														
EARTH (SOIL)_8								moðaŋɡa													umɬabatʰi									misává	misává				umɬaba		úḿɬâbà
EARTH (SOIL)_9							vu			iʃi														isi	iv̤u												
EARTH (SOIL)_10																		pevi															pósì				
EARTH (SOIL)_11		si	si									nansé	fafasi													paʃi								mavu		vàsé	
EAT_1	lja	di	ʣi		lja	lʲa	ja	ja̋	reâ		dia	lía	ʧa	djà	dja	lja	la	lja	la	la	ɮa	dia	rʲa	rʲa	djá	djǎ		la	lja	djá	ɡá	ʤá	ljà	la	tja	dì	ɮʱá
EAT_2										zuela																											
EGG_1						eihuli																	eihuri														
EGG_2				ɡɡi									lii	dì	díjí			eji						iɡi		ejì	iɡi		iji			ɪ́					
EGG_3							ɡai				diakì						ijai		ʒwaí	ʤwaí					zàí			jai									
EGG_4		atji	aki									likɛi																								kɛ́í	
EGG_5	ilìni																																				
EGG_6								etumbe	itúmbé																									ɡumba			
EGG_7					iɡáaŋka																iǃanda									tanʣá	tanʣá		ésa̍là		iǃanda		íǃàndá
EGG_8																						ʣira															
EGG_9																nijóʧe																					
EGG_10										ba																											
EYE_1	ilìnso	dis	ʣis	luso	líiso	eliiʃo	eʃo	iːðɔ	ríːθɔ		disu	líso	liito	dîːso	dîsú		iriso	eho	ʣíʦo	ʣíʦo	iliɬo	díso	eriiʃo	ijiʃo	zísó	eìso	liso	ʄiʧo	lisi	tíɬó	tíɬó	ít͡ɬʰɔ́	ísò	lito		ísɔ̀	îsó
EYE_2																usu																					
EYE_3																																			iliɬoameɬo		
EYE_4										meɲa																											
FEATHER_1																	mafuli																				
FEATHER_2																															limbáví						
FEATHER_3																						ntʰenɡa			mun̤ènɡá									mutʰenɡa			
FEATHER_4								eβwea								ǹtɛ́nka																					
FEATHER_5			endəŋ																																		
FEATHER_6				kjooja		ebjoja			ruɔjá														ebjoja	ubwoja			boja	uɲoja									
FEATHER_7																		olwenja																			
FEATHER_8	ìlisako																																				
FEATHER_9																										lusǒ											
FEATHER_10							siba																										éɲa̍				
FEATHER_11					maweha																																
FEATHER_12											nsala	lonsálá		sala	lúsala																	fàfá				sálá	
FEATHER_13																					upʰapʰe								ipepe						upʰapʰe		upape
FEATHER_14																			púzi	uβuzi																	
FEATHER_15		asaé								kisiba			lifufa																	risívá							
FINGERNAIL_1																					uzipʰo														uzipʰo		uzipo
FINGERNAIL_2																			kófu																	tùkù	
FINGERNAIL_3		jaé	ʣɛɲ																																		
FINGERNAIL_4																				fuu																	
FINGERNAIL_5						mpambo																kʰádabo															
FINGERNAIL_6																ɛkátʰa												ukuʧa									
FINGERNAIL_7												linzaka						olunjala															ólúudjálà				
FINGERNAIL_8	iljàla			lwala			ɲala	waa	roára	kiala	luzala		linala		lúzadí		uʃaa						ekjara	urwara	nzara	lwâla	njala		lwala	ŋwálá		nálá		lwala			
FINGERNAIL_9														djàːlà																							
FINGERNAIL_10					ŋkombazala																																
FIRE_1															kápja											kâlo											
FIRE_2					móoto		moto					mɔ́tɔ				mɔ́ːrɔ	muro		móro	ḿdro		óto			mwòtó		moto	moto						mwoto			
FIRE_3	ùmulilo			mulilo		omulilo							mulilo	mudilo				omulilo			umlilo		omuriro	umuriro					mulilo			lɪ̀lɔ̀			umlilo		umlilo
FIRE_4																														nʣilo	nʣilu		óndálu̍				
FIRE_5		nduan	nduan																																		
FIRE_6								mwaki	mwàːkì																												
FIRE_7										tubia																										muíá	
FIRE_8											tija																										
FISH_1										mbiji	mbisi	mbísi																					ómbi̍sí				
FISH_2						emfuru																															
FISH_3																		ohi	fí	nfí				ifi			ʃi										
FISH_4																							inswi						nswi							súè	
FISH_5																					inɬanzi														intlanzi		ínɬànzì
FISH_6	isabì												tapi															samaki		nɬamp͡fi	ɬaβi	t͡ɬʰàpì					
FISH_7								ekojo									ikunɡa																				
FISH_8		kos	kwas						tɛ́ɣa					ʃipa	múʃípá											muʃìpà											
FISH_9							hobe																		hóʋé									kʰoβe			
FISH_10					sóomba											ihópa						sómba															
FISH_11				ekjeɲanja																																	
FLY (MOVE THROUGH AIR)_1																			nʣí	nʣì	ndiza																ndiza
FLY (MOVE THROUGH AIR)_2		jele	jele																																		
FLY (MOVE THROUGH AIR)_3						halala										váva										pàlàlà	lala			haha	haha				bʱabʱa		
FLY (MOVE THROUGH AIR)_4																																	pãlãlã			pùmb	
FLY (MOVE THROUGH AIR)_5												pumbwa																									
FLY (MOVE THROUGH AIR)_6							pʰururuka																		bʱururuka												
FLY (MOVE THROUGH AIR)_7	pupuka			buuka	luka			oloka	ómboka	vumuka	tilumuka		fufa		bùùka		rumbuka	tuka				uluká	ɡuruka	ɡuruka				ruka	uluka			fʊ̀fà		ɸuɸa			
GIVE_1	peːla	ve	və	wa	peela	ha	pa		hâ	bana	ɡana	pesa	fa	pà	pa	váha		pa	va	níka	pʰa	paʦa	ha	ha	pá	fà	in̤a	pa	íkúpa	há	ɲíká	fá	ɪhà	ɸa	pʰa		pʰá
GIVE_2																	niinjia																				
GIVE_3																																				kì	
GIVE_4																						peleka															
GIVE_5								nɛŋɡanɛ																													
HAIR (HEAD)_1						eiʃoke																	eiʃokje														
HAIR (HEAD)_2				luvule				osue			lusuki				lúsúki											luɲèːne	lujwili										
HAIR (HEAD)_3	ùmusisi																							umuʃaʦi													
HAIR (HEAD)_4													milili			ikʰarári																					
HAIR (HEAD)_5					mvwiíli																																
HAIR (HEAD)_6												nswéi																								sùèí	
HAIR (HEAD)_7		ésil	esii																																		
HAIR (HEAD)_8																		efufu				síʦi			v̤uʣi				isusu	nsísí	sísí	rírí		βuliʤi			
HAIR (HEAD)_9																	ifuli																				
HAIR (HEAD)_10																			ɲéle	uɲíle								ɲwele									
HAIR (HEAD)_11																					unwele														inwele		ulunwele
HAIR (HEAD)_12														njwěle																							
HAIR (HEAD)_13									ɲjuére																												
HAIR (HEAD)_14																																	ésínɡà				
HAIR (HEAD)_15										ndemba																											
HEAD_1							ʃolo						toho								inɬoko				musóró					nɬókó	ɬókó	t͡ɬʰɔ́χɔ́		tʰhoho	intloko	sókò	ínɬókò
HEAD_2									keɔŋɡɔ́																												
HEAD_3																			ʃiʦwá	hiʦwá								kiʧwa									
HEAD_4		nlô	n̩lo								ntu											tú															
HEAD_5	umùtwe			mutwe	itwe	omutwe		motwɛ̋		mutue		motú			mútwe	múru	nrwe	omuʦe					omutwe	umutwe		mutwě	ntwe		mutwe				útwe̍				
HEAR_1					hulika	hulila																	hurira														
HEAR_2		wôk	woʔ									jóka														pùʃa											
HEAR_3	mfwa													ùmvwa	mvwá							mvera		umva					mvwa								
HEAR_4							hwa	eɣwa	íɣwa	ivua	wa		twa			iíwa	ita	uva	kía	iʃia	zwa				hwá		iɡwa	sikia		twá	zwá	út͡ɬwá	jévá	p͡fa	va	ká	izwa
HEART_1														mukuːnka																							
HEART_2																								umuʃaha													
HEART_3	umùtima	nlem	n̩nəm	mutima						muʃima		motéma				nrìma		omutima				tíma	omutima										útímá			lémà	
HEART_4																										eʃìmbà											
HEART_5					ntumbúla																																
HEART_6														mi					mó																		
HEART_7								ŋɡɔɔ	ŋɡɔ́rɔ								nɡoo										ŋ̤olo										
HEART_8						omwojo	mojo								móójó										mwojo			mojo	mojo					mwojo			
HEART_9																					inɬizijo														inhizijo		ínɬìzíjò
HEART_10													pilu																	mbilú	mbilú	pɪ̀lʊ́					
HEART_11											mbundu									mbumbu																	
HORN (ANATOMY)_1																	mbembe																			sébá	
HORN (ANATOMY)_2					ihéembe	eihembe																	eihembe	ihembe			ipembe	pembe									
HORN (ANATOMY)_3				ŋŋombi																																	
HORN (ANATOMY)_4												liséké																									
HORN (ANATOMY)_5								oβja	roheá									ooluniɡa											luja								
HORN (ANATOMY)_6		nlak	n̩laʔ								mpaka					ɲɲáka																					
HORN (ANATOMY)_7							ɲanɡa						lunaka						ɲoŋɡá	ɲoŋɡa		ɲaŋɡá			ɲanɡa							nàká		lunʰanɡa			
HORN (ANATOMY)_8																					upʰondo									rìm̤ònʣò	lim̤onʣo				ipʰondo		úpʰòndò
HORN (ANATOMY)_9										kimbunɡu																											
HORN (ANATOMY)_10	ulùsenɡo													lusèːnɡò	lúseŋú																						
HORN (ANATOMY)_11																										lusùnɡwa											
HORN (ANATOMY)_12																																	ómbínɡà				
KILL_1										bonda	ɡonda																										
KILL_2																				sòŋɡa																	
KILL_3				tta		ita										iíva						pʰa	ita	ica												lá	
KILL_4		wôé										boma							ua									ua									
KILL_5					wulaɡa			oaa	óraɣa				balaja								bulala				úrájá		bulaɡa					bʊ́lájá		βulaja	bulala		bùlálà
KILL_6	ipaja		wiɲ											ipaja	ʃípá			ʤipaɡa											jaja	d͡lájá	dájá		ípájà				
KILL_7							zwibulaja																			lwìfà											
KILL_8																	nutuja																				
KNEE_1											kikulu							onɡolo			idolo									ʦolo	ʣolo	ŋɔ́lɛ́	ònɡòlò		idolo		ídolo
KNEE_2																						bóndo							íɡondo								
KNEE_3												libɔ́lɔ́nɡɔ́																								bɔ́nɡɔ́	
KNEE_4					ifuɡámilo																																
KNEE_5															ʧínú		nri																				
KNEE_6							dwi	elu	iru															ivi	bʋi		izwi										
KNEE_7		abon̂	abɔŋ																																		
KNEE_8	ikùfi																											ɡoti									
KNEE_9																nikútʰa																					
KNEE_10																			ɡuŋɡúni	ɡuŋɡúno																	
KNEE_11																										ekùnunɡù											
KNEE_12				vvuvi						pumuna																											
KNEE_13						okujwi								kunwi									okuju														
KNEE_14													liŋwele																								
KNOW (SOMETHING)_1																ʧúwèla																					
KNOW (SOMETHING)_2																																	kúlíhà				
KNOW (SOMETHING)_3																					azi											íʦɪ́			azi		âzì
KNOW (SOMETHING)_4				maɲa	maɲa	maɲa		maɲȁ	mɛ̀ɲa		zaba				máɲá		maɲa						maɲa	meɲa			mana										
KNOW (SOMETHING)_5		jem	jəm																																	pí	
KNOW (SOMETHING)_6	ìsiba						ziba			ijia		jéba	ziba	juka				ʦeja	ʒua	ʤua		ʣiwa			zíʋá	ǔka		ʄua	zʲiba	tívá	tívá			dʰiβa			
LEAF_1	ìlibuːla																																				
LEAF_2				kikoola																																	
LEAF_3																														tlula	tluka						
LEAF_4																																	émélá				
LEAF_5											lukaja	lokásá																									
LEAF_6																niwámba						ʦamba															
LEAF_7										difu							iru										idutu		itu								
LEAF_8		kaé																							ʃiʒ̤a												
LEAF_9						ekibabi	ʒani						litali	mani					uwáni	wani			eibabi	ibabi		esàki		ʄani				t͡ɬʰàrɪ̀		tari	iǃ̬ʱabi		ikʰasi
LEAF_10																		efo																		ánɡɔ̀	
LEAF_11								eðaŋɡo	iθaŋɡo												iɬamvu																
LEAF_12					ihaánze																																
LEAF_13															djâɲé																						
LEAF_14			okjɛɲ																																		
LIVER_1										nzundu																											
LIVER_2											nsoko																										
LIVER_3		osaɲ																ehuli																			
LIVER_4			esəʔ																																		
LIVER_5													sibiti								isibindi			iɡitiɡu						ʃivínʣí	ʧivínʣí			ʧiβindi	isibindi		isibindi
LIVER_6				kibumba																																	
LIVER_7												libale																								bàè	
LIVER_8																			ɲé	ɲe			ekine														
LIVER_9									ini													windí						ini				bɪ́tɪ́					
LIVER_10	ilìbu																																				
LIVER_11					ítoɡa		lopa																		rópá												
LIVER_12								etɛma							múʧimá	hápa	irima										itima										
LIVER_13						omwiilima																															
LIVER_14																																	ómu̍má				
LIVER_15																													muni								
LIVER_16																										eʃimbadifite											
LOUSE_1		njin	ɲin							ina	sina															ńkìsa			njina								
LOUSE_2	indà					endai		ndaa	ndáːa				nda				nda	ona	nɖá	nda			enda	inda	inda		nda					ǹtá	ónà	nnda			
LOUSE_3																					intwala									n̤wálá	n̤wálá				intwala		íntwálà
LOUSE_4																						sabwe						ʧawa									
LOUSE_5														kuso	nkusu	iʈʰúpo																					
LOUSE_6												sili																								sìdì	
LOUSE_7					mpani																																
MAN_1																					indoda														indodaama		índòdà
MAN_2																								inɡabo													
MAN_3																	nndumi										nɡoʃi										
MAN_4														mwânamulùme														mwanamume									
MAN_5	umwàːume				múlume		lume	omɛ							mulume					mume					murúmé	mulùme							úlúmé				
MAN_6																		omulumentu																			
MAN_7																nlópwàna																					
MAN_8																													mulombwana								
MAN_9																			mnʈubabá																		
MAN_10		fam	fam							diala																										tò	
MAN_11									ɲjámba																												
MAN_12						ʃaija					jakala												ʃaija														
MAN_13				musajja																																	
MAN_14																						aḿna								wánúná	wánúná			muluna			
MAN_15												mobáli																									
MOON_1												sánzá									injanɡa														injanɡa		íɲànɡá
MOON_2		nɡon	ŋɡwan																																		
MOON_3											nɡonda																										
MOON_4																																				sónɡé	
MOON_5	umwèsi			mwezi	mwéezi	omwezi	ŋweʣi	mwɛi	mwɛ́ri	mbeji			kweli	kwêzi	mwenzí	mweéri	mwiiri	omweʤi	mwézi	mwézi		ezí	okwezi	ukwezi	mwèʣí	mwêʃi	ŋweji	mwezi	mwezi	n̍hwétí	hwétí	ǃʰwèdí		mweʣi			
MOON_6																																	ésájì				
MOUTH_1						omunwa					nwa													umunwa									omena			nùà	
MOUTH_2		anju	aɲu							dikanu																											
MOUTH_3	àkanwa			kamwa				kaɲẅa	kanua					kjàkanwa	múkáná		kana	okana		haɲwa		kamwa	akanwa			kukànwà		kiɲwa	kanwa								
MOUTH_4																			háɲo																		
MOUTH_5					ḿlomo		lomo						mulomo								umlomo				ròmò		nomo			nomo	nomo	lòmʊ̀		mulomo	umlomo		úmlòmò
MOUTH_6																maláku																					
MOUTH_7												monɔkɔ																									
NAME_1												nkómbó																					óndúkò				
NAME_2													libizo								ibizo									vító	vítú						
NAME_3			ejola																																		
NAME_4						eibala																													iɡama		îkâmà
NAME_5					ítaɡwa																																
NAME_6								esjetwa	ritwa																												
NAME_7	isìːna			linɲa			zina			dijina	zina			diːzìna	dîná	ʔnʧína	irina	eʤina	ʣína	ʣína		ʣína	eiziina	izina	zítá	eʃìna	lina	ʄina	zina			íná		ʣina		ínà	
NAME_8		jôé																																			
NECK_1	ùmukoʃi																					kʰosi															
NECK_2																								izosi													
NECK_3				bulaɡo									mulala																			làlà					
NECK_4																					intamo									n̤amu	n̤amu				intamo		intamu
NECK_5								ŋɡiŋɡɔ	ŋɡíŋɡɔ́																												
NECK_6							ʦʰibʱa																ebiʦja		muʦìpà												
NECK_7																																		muʦinɡa			
NECK_8		tjin̂	kiŋ									nkinɡó																								kínɡó	
NECK_9					síiŋɡo					ʃinɡu	nsinɡu			nʃinɡo	nʃiŋu	isíko	sunɡo	oθinɡo	nʦíŋɡo	nʦiŋɡo						nʃìnɡo	n̤inɡo	ʃinɡo	nsinɡo				ósínɡó				
NECK_10						enɡoto																															
NIGHT_1		alu	alu									butú							ukú																	bùtú	
NIGHT_2																				masihu												síχʊ́					
NIGHT_3	ubùsiku						siku	otuko	otúko	usuku			busihu	bufuku	bútukú	uhíju		uusiku			ubusuku	síku			usíkú	bufùku	bujiku	usiku	busiku	vusíkú	wusíkú		úte̍ké	βusiku	ubusuku		ubusuku
NIGHT_4				kiro	cílo	ekilo											jijo						ekiro														
NIGHT_5																								ijoro													
NIGHT_6											mpimpa																										
NOSE_1											mbombo															mpèmbe											
NOSE_2																													ímpemo								
NOSE_3															djûlúdíulú																						
NOSE_4																					impumulo																
NOSE_5																noroo																					
NOSE_6		jôé	ʤwiɲ																																		
NOSE_7					mpûla												mbua		mpúa	mbùa								pua									
NOSE_8	ùmoːna																																				
NOSE_9																														n̤ómp͡fú	n̤óvú						
NOSE_10								eɲoo	inoro			nzólo						ejulu						izuru			ljulu						éɲulu				
NOSE_11																																					íkʰàlà
NOSE_12				nɲindo		eɲindo																	eɲindo											ninɡo			
NOSE_13							milo			zunu			ŋɡo	muːlù								funo			m̤ùnò							ŋ̀kɔ́			pumlo	míɔ̀	
ONE_1		fok																			ɲe														ɲe		ɲe
ONE_2	mo			mu										mo													imo										
ONE_3								mwɛ̋	emwɛ				ŋwi		mwé		jimwi	mwe					mwe	mwe	mwé	mone			mwe	n̍we	n̍we	ŋwɪ̀					
ONE_4			bɔʔɔ									mɔ́kɔ́																									
ONE_5					moŋɡa	emoi				moʃi	mosi					moka			moʒá	monʦi		móʣi						moʄa					mósì				
ONE_6																																				émɔ̀tí	
ONE_7																																		tʰihi			
ONE_8							nʔompela																														
PERSON_1		môt	mbot																																		
PERSON_2	ùmuntu			omuntu	muúntu	omuntu	tʰu	mōːn̏dȍ	mòndò	mutu	muntu	moto	mutu	muntu	muntu		ndu	omuntu	múnʈu	m̀nɖu	umuntu	ntʰu	omuntu	umuntu	mun̤u	mûntu	mun̤u	mtu	muntu	mun̤u	mun̤u	tʰʊ̀	ómúnù	mutʰu	umntu	tò	umuntu
PERSON_3																ʔnttʰu																					
RAIN (PRECIPITATION)_1							na													ɲa	na																
RAIN (PRECIPITATION)_2		mven̂	mvəŋ																																		
RAIN (PRECIPITATION)_3	ḿfùlà				mvûla	enjula		mbua	mbúra	nvula	mvula	mbúla	pula	mvula	mvulá	ipúla	fua	omvula	vúa			bvúla	enjura	imvura	mʋura		mbula	mvua	mvula	mp͡fúlá	vúlá	púlá	ómbe̍la	mvula	imvula	mbúá	ímvûlà
RAIN (PRECIPITATION)_4				nkuba																																	
RAIN (PRECIPITATION)_5																										mpèʃi											
ROAD_1						omuhanda																	omuhanda														
ROAD_2																					umɡwaǃo																
ROAD_3																			paré	paré																	
ROAD_4														diːʃìndà												eʃìnda											
ROAD_5		zen	zən																																		
ROAD_6	ǹsila				nzîla		zila	nzea	ɲjerá	njila	nzila	nzelá	nzila		nzílá		ʃija	ondjila				jira		inzira	nzìrà		nzila	nʄia	inzila	nd͡lela	nd͡lela	ʦɪ̀là	óudjílà	ndʰila	ind͡ɮela	ndíá	índ͡ɮʱèlà
ROAD_7																nttála																					
ROAD_8				kkubo																																	
ROOT_1																														riminʦu	liminʦu						
ROOT_2																nritaatʰi	nrari																				
ROOT_3																											nzwi										
ROOT_4	ùmusila				ḿdela																																
ROOT_5		nkaɲ	ŋ̍kaŋ																			zu															
ROOT_6						omuzi	ʣi	moi	mòrì					ji	múzí			omuʤi		mzi			omuzi	umuzi	muʣì	muʃì						dì		muʣi			
ROOT_7													mubisi						mwízi									mzizi								nɡìlì	
ROOT_8										ndanji	mwansi										impande																ímpàndè
