	Central Pomo	Central Yana	Chimariko	Cocopa	Eastern Pomo	Highland Chontal	Ipai	Karok	Kashaya	Mohave	Northeastern Pomo	Northern Pomo	Northern Yana	Seri	Shasta	Southeastern Pomo	Southern Pomo	Tipai	Yahi	Yavapai
FLY (MOVE THROUGH AIR)_2											hˈeːwit̪in									
FLY (MOVE THROUGH AIR)_3	pʰde				pʰuːdˈiːl							pʰidˈe								
FLY (MOVE THROUGH AIR)_4				man			wəman̪~uman̪													βjˈaˑri
FLY (MOVE THROUGH AIR)_5								ikxip						kkap						
FLY (MOVE THROUGH AIR)_6		pa							ʧa				pa			ʦal			pa	
FLY (MOVE THROUGH AIR)_7																	haʧːa			
FLY (MOVE THROUGH AIR)_8			tu																	
FLY (MOVE THROUGH AIR)_9						dijˈuʔma														
FLY (MOVE THROUGH AIR)_10															rúːhukaʔ					
FOOT_1				ʔimˈiː		lˈaʔmis	əmilʲ			iːme								miː		mˈi
FOOT_2			hˈupʰːo											itˈoaː	ʔákʼːus					
FOOT_3		lalla											lalla						lalla	
FOOT_4	kʰma				xaːmˈaː				qʰama		kʰˈama	kʰamˈa				χman	kʰˈaːma			
FOOT_5								fíθih												
FULL_1								axjaɾ									ʔˈahjakʼ			
FULL_2		panʔiː											paʔniː						paʔniː	
FULL_3						nˈamma						haʧʼa								
FULL_4																χˈat̪emat̪				
FULL_5				ʧpuɾ			t̪əmuɹ											t̪əmʔˈur		tmpˈiri
FULL_6										tapeːsm										
FULL_7	ʃtʼutʼ				pʼˈit̪ʼ									kpokt						
FULL_8									ʧutʼaːq											
FULL_9			hiʦʼʲˈolam																	
FULL_10															kʼahutíknaʔ					
GIVE_1		halʦawau											halʦawau							
GIVE_2	daːkˈa				diːqˈaː				dihqa			dikˈa				ʔaqa	dˈihka			
GIVE_3				iː			winʲ	êːh		ajm~aajm				ˈiːkɛ				iɲ		ʔˈéˑ
GIVE_4															táwiːk					
GIVE_5			hˈawut																	
GIVE_6											hˈoːn									
GIVE_7						debˈiʔiʔma														
GOOD_1				pxʷaj				jaβ						kˈiːpɛ	kʼárisːáʔ					
GOOD_2						ʔˈakʼa	ʔəxan̪			ʔahotk~ʔahoːtk								ʔiːxˈan~xan		ʔhˈáni
GOOD_3																ʦʼimˈa				
GOOD_4		ʦʼupʔ											ʦʼupʔ						ʦʼupʔ	
GOOD_5	kʼdi				qʼoːdˈij				qʼoʔdi		kʼˈudi	kʼidˈi					kʼˈoʔdi			
GOOD_6			hisˈiʔtʼa																	
GREEN_1					ʦʼaːbˈaʦʼaːbˌakʰ															
GREEN_2																ʦʼijaʦʼija				
GREEN_3			hˈimamsuʔ																	
GREEN_4				xpsiw			xəpəʂiw			havasuːk								xəpʃˈiw		hˌaβsˈuˑwi
GREEN_5	ʦʼaːkʰˈil								ʦʼaqʰaːla			ʦʼakʰˈatʼ					ʦʼˈahkʰil			
GREEN_6													taʦʼkaisa						taʦʼkaisa	
GREEN_7											ʧamˈoron									
GREEN_8						ʔaʃwˈajɡa														
GREEN_9														kˈoːiɬ						
GREEN_10															ʔéːriʧúmpaxiʔ					
GREEN_11								θúkinkuniʃ												
HAIR_1										iʔe~ɲiʔe										
HAIR_2								ífunih												
HAIR_3			hˈimːi		muːsˈu															
HAIR_4				mxʷaɬ		ɬˈaʍak								iɬˈit						
HAIR_5	ʔeː								heʔe		hˈele	ʔe				ʔej	hˈeʔːe			
HAIR_6		kʼujulla											kʼujul						kʼuʔjulla	qwˈawa
HAIR_7							xəɬʲt̪aː											ʎ̥t̪a		
HAIR_8															ʔíːnax					
HAND_1									ʧohʃo		t̪ˈohʃo									
HAND_2		talla											talla						talla	
HAND_3	t̪ʰna		hˈitʲa~hˈiʦʲa	ʔiʃˈaːʎ̥	biːj̥ˈa		əsaɬʲ			iːsaʎ		t̪ʰanˈa		ˈinoɬ	ʔápka	at̪ˈan	t̪ʰˈaːna	ʃaʎ̥		sˈal
HAND_4						lamˈane														
HAND_5								tíːk												
HEAD_1									hoʔt̪ʼo									ʎ̥mu		
HEAD_2		tʼalʔaina											tʼalʔaina							
HEAD_3				mkuɾ																
HEAD_4	ʃnaː				kʰaːjˈa					ʧuksa~ʧuska	t̪ˈinaː	ʃˈinaː			ʧaːráw	xijˈa	ʃinːa			hˈúː
HEAD_5						ɬˈaʍak	xəɬʲt̪aː							iɬˈit						
HEAD_6								axβâːh												
HEAD_7			hˈimaʔ																	
HEAR_1			χˈukejat																	
HEAR_2								θitiβ												
HEAR_3				ʔiːʔˈiːp			jip			aʔavk										ʔˈêˑβi
HEAR_4	ʃoːʧ	kaː			ʃoːkʰ				ʃoːʧ			ʃoːʧi	kaː	kiː		xkʼo	ʃoːʧi	ʔip	kaː	
HEAR_5											ʃˈimit̪									
HEAR_6															kwíkhjawik					
HEAR_7						diɡjˈehʔma														
HEART_1			husaʔanʧeːi																	
HEART_2											kʰamʃeme									
HEART_3		ʦukuʦʼi											ʦukʼutʦʼi							
HEART_4									ʦʼuhkul							ʦʼukut̪	ʦʼˈuhkun			
HEART_5							iːʧix							ˈimoʃ				iːʧˈaʃ		
HEART_6	kʰam				saːmˈaːj							kʰam								
HEART_7				ʔijˈaːj						iːwa										iˑwˈáˑja
HEART_8								iθβaːj												
HEART_9															ʔíwaːsúrʔ					
HEART_10						ɬonʃˈahmaʔ														
HEAVY_1															ʔiʧkákʼ					nˈoˑ
HEAVY_2				ɲix			wən̪ix~wən̪ax	máːθ		ineːh~ineːθ			miʦa					nix		
HEAVY_3																			ʦʼaʔwiʦa	
HEAVY_4			himita																	
HEAVY_5					xaːlˈikʰ															
HEAVY_6														kmˈotɛt						
HEAVY_7						ʔaɡˈundaʔ														
HEAVY_8																ʔtʼˈeʔkit̪				
HORN (ANATOMY)_1								βêːhʃuɾ~βêːʃuɾ												
HORN (ANATOMY)_2			hˈuwesʲ																	
HORN (ANATOMY)_3						lˈeɡaɬ									wáːpaʔ					
HORN (ANATOMY)_4	ʔa	weːju		kʷa	ʔa		əkʷaː		haʔa	iːkʷe	ʔa	ʔa	weːju			ʔa	hˈaʔːa		weːju	kʷˈá
HORN (ANATOMY)_5														itˈaːmaɬka						
I_1		aiʔniʦa											aiʔniʦa						aiʔniʦi	
I_2				ɲaːʧ			ʔənʲaːʧ			ʔiɲeʧ								ɲaːʧ		ʔɲˈaʧi
I_3	ʔaː~t̪oː				haː~wi			náː	ʔa~t̪o		ʔaː~ʔˈaht̪o	ʔaː~t̪oː		ʔɛ	jaːʔa	ʔa~wit̪	ʔˈaːʔa~ʔat̪ːo			
I_4						ʔijˈaʔ														
I_5			nˈoʔot																	
KILL_1																mudˈoqa				
KILL_2																	mihjˈana			
KILL_3		ʔamʔʦi					aːmuːʧ						ʔapʔʦi					aːmˈuːʧ	ʔapʔʦi	
KILL_4	haːkʼˈuːm								pʰakʼuːm											
KILL_5			hˈakʰo								kʼˈamanan	ʧaban								
KILL_6				nak	ʃaːkʼ			ijkaɾ						kikʷ						
KILL_7																				nˈéhi
KILL_8						dimˈaʔaʔma														
KILL_9										tapujm										
KILL_10															kʼwíʧkaxáwiːk					
KNEE_1												jaːsˈis								
KNEE_2																			pʰuːtikʼi	
KNEE_3										iːmemipuk								miːnəpˈuk		mipˈúk
KNEE_4											ʃˈiʔkʼˈono									
KNEE_5																	sinːˈot̪ːa			
KNEE_6								páθak							ʔíʧʼːipka	qʼadˈa				
KNEE_7	snoː				qʼuːt̪ˈul		məxət̪un̪~xəmət̪un̪							iɸɬk						
KNEE_8									moqʰoː											
KNEE_9													hiːwakinna							
KNEE_10			hitxanimaxa																	
KNEE_11						ɬeŋˈone														
KNEE_12				ʔimˈiːtaːkˈaːɲ																
KNOW (SOMETHING)_1	jaqʼ			ʔuːjˈaː														uːjˈaːw		
KNOW (SOMETHING)_2																fdˈiqa				
KNOW (SOMETHING)_3			hˈiʦʼahu										tiʦipa							
KNOW (SOMETHING)_4										suːpawm				kˈija						spˈo
KNOW (SOMETHING)_5						ʔiʃˈinaʔ														
KNOW (SOMETHING)_6												ʃaː								
KNOW (SOMETHING)_7									ʔduːʧiʧʼ											
KNOW (SOMETHING)_8							n̪uɹ													
KNOW (SOMETHING)_9								áːpunma												
KNOW (SOMETHING)_10															tiːwáːjkʼahaːʔ					
KNOW (SOMETHING)_11					meːʔˈel															
KNOW (SOMETHING)_12																	hiʔduʧːˈed			
LEAF_1			hitaxai									ʃapʰˈa				kˈiqt̪a				θˈéqa
LEAF_2													tʼaːpʰalla							
LEAF_3											t̪ˈuʔt̪ʼa									
LEAF_4				wal			ʔəjaɬ	sáːn		hamaʎ					xanːár					
LEAF_5	stʼal				siːtʼˈal				ʃihpʰa					istx			ʃiːma			
LEAF_6						libˈela														
LIE (REST)_1			haʧˈuːtat																	
LIE (REST)_2														koːm						
LIE (REST)_3						ɡunˈowja														
LIE (REST)_4	mti	murul							miti		mˈeːre	mitˈi	murul				miːti		murul	
LIE (REST)_5				jak			jaq			iðikk						mat		jak		jˈâki
LIE (REST)_6					mer										ríʦaːʔ					
LIE (REST)_7								ijɾúːhɾiβ												
LIVER_1				ʧpuʂˈu			ʧəpəsiː			ʧavuθiː								t̪əpsˈi		ʧβθˈiˑ
LIVER_2	ʃaːlˈaː				kʰaːl̥ˈal			βáfiʃ	ʧahlaː		ʧʰˈalaː	ʃˈalaː		ˈijas		ʃlal~ʃlala	ʧˈalha			
LIVER_3		ima											ima						ima	
LIVER_4			hˈusi			ɬˈada														
LIVER_5															ʔéːpsi					
LONG_1		ʦul											ʦul						ʦul	
LONG_2					baːkˈil											biʦˈil				
LONG_3	kol			kuʎ̥			ʔəquɬ		ʔahqol	ʔakʲuːʎm	kˈolon	kol					ʔˈahkon			kʲˈuˑli
LONG_4			hˈiʦʰʲut																	
LONG_5								βâːɾam												
LONG_6														kˈakʷsχax						
LONG_7						ʔidˈoɡi														
LONG_8															ʔúkːaxáwhiʔ					
LOUSE_1				ʔiʔˈiʎ̥						ɲiʔiːʎ										hʔˈel
LOUSE_2	ʧi				kiː			aʧiːʧ	ʔahʧi			ʧi					ʔˈahʧi			
LOUSE_3							əmiɬʲ				t̪ˈikaː				ʧʼiːtákʼ	ʦin				
LOUSE_4														iː						
LOUSE_5													ʦina							
LOUSE_6						ɬˈajɡwi														
MAN_1						ɡˈalʃans~ɡalʃˈans														
MAN_2		hisi											hisi						hihsi	
MAN_3			ˈitʼʲi~ˈiʦʼʲi	ʔapˈa	kaːkʰ			áβansa		ʔiːpa	bˈiki	baː		ktam			ʔˈaʧːaj	ʔiːpˈa		
MAN_4	bˈaja								hiʔbaja											
MAN_5																ʦˈawi				pˌaˑhmˈija
MAN_6							ʔiːkʷiʧ													
MAN_7															ʔawatíkhwaː					
MANY_1			hˈitat~hˈitʼam																	
MANY_2						ʔaʃpˈeʔ														
MANY_3							xəmiːj~ʔəxmiːj	táːj		ʔapaʎm										
MANY_4														kˈatχo						
MANY_5															ukːarí					
MANY_6		tatʔ											tatʔ						tatʔ	ʔtˈe
MANY_7				ʎ̥aj														ʎ̥aw		
MANY_8									batʰeː		bˈahtʰe	batʰˈe					bˈahtʰe			
MANY_9	t̪ʰˈedu																			
MANY_10																bitˈeqa				
MEAT_1													pasi						pahsi	
MEAT_2			ˈaʔa					íːʃ												
MEAT_3	pʼʃe				biːʃˈe				bihʃe	kʷiːkʷaj~kiːkʷaj	bˈehʃe	biʃˈe			ʔaráwʔ	bxe	behʃe	kʷak		
MEAT_4														ipχˈasi						
MEAT_5						liʃˈikʼ														
MEAT_6																				kʷˌeˑθˈoβa
MEAT_7							kukʷaːjp													
MEAT_8				ʔimˈaːʧ																
MOON_1					duːwˈelˌaː											ʔeweda				
MOON_2											dˈuwedakaː									
MOON_3	lˈaːʃa								qʼalaːʃa				wakʼaːra				ʔalːˈaːʃa		wakʼaːra	
MOON_4						ɡalmˈut͡ɬʼa														
MOON_5														ˈiːʃaχ	ʧʼúːwar					
MOON_6			ˈala~alla	xʎ̥ʔa			xəɬʲaː			haʎʔa		da								hlˈa
MOON_7								kúːsɾah												
MOUNTAIN_1							mat̪ət̪aj											matkʷat̪ˈaj		
MOUNTAIN_2		ʦiːkalla											ʦiːkalla						ʦiːkalxi	
MOUNTAIN_3						ɬiʍˈala					wˈiʃaː			ʔast						
MOUNTAIN_4			ˈawu	wiː						ʔaviː										ʔwˈíˑ
MOUNTAIN_5	daːnˈo				daːnˈo				dono			danˈo				kno	dˈoːno			
MOUNTAIN_6															wákːwe					
MOUNTAIN_7								túːjʃip												
MOUTH_1								apmaːn								χˈast̪o				
MOUTH_2					xˈaʦʼiːda															
MOUTH_3		palla																	palla	
MOUTH_4											hˈamo									
MOUTH_5														itˈɛːn						
MOUTH_6							aː											aː		
MOUTH_7	ha		hˈawa	ʔijˈa		lˈaɡo			ʔaha	iːja		ha			ʔáw		ʔˈahːa			jˈa
NAME_1		ʦeːjauna											ʦeːjauna						ʦeːjauna	
NAME_2															kʼeːkwájik					
NAME_3																	ʔahʃiːjaw			
NAME_4									ʃihʧimaːʧʼ											
NAME_5	ʃi				ʃi		ʧəxiʧ				ahʃˈin	ʃi				xi				
NAME_6				muʎ̥						imuːʎ										mˈul~mˈol
NAME_7								iθβuj												
NAME_8														itˈaːsi						
NAME_9						laftˈine														
NEAR_1										ipanm										ipˈé
NEAR_2								ûːmukiʧ												
NEAR_3				xɾpaj			xəlʲəpaj											xəʎpˈaj		
NEAR_4					t̪ʰiːbˈal															
NEAR_5		kʼaʔnai											kʼaʔnai						kʼaʔnai	
NEAR_6														ʔantˈaχɬ	ʔamːáx					
NEAR_7						ʔasˈerka														
NECK_1													tulla						tulla	
NECK_2					qʼoj											qʼoj				
NECK_3	mja								mihja								mˈihja			
NECK_4			hˈikːi							maʎaqe		kʰu			ʔíkʼːuk					mlqˈí
NECK_5				mpuk			iːpuk~əjəpuk											iːpˈuk		
NECK_6						ɬˈahokʼ		βúːp						jaːp						
NECK_7											hˈuʔkʼa									
NEW_1	ʃwej				ʃiːwˈej				ʃiwej		ʃˈewej	ʃiwˈej					ʃˈeːwej			
NEW_2				xaɲ			wəxaj													
NEW_3								píːt												
NEW_4						ʔaʦʼˈe										qe				
NEW_5			ˈamani~ˈamanit							mapiːθ										
NEW_6																				iβmˈû
NEW_7														kmaːkiːʔ						
NIGHT_1															ʔapxáː				pahsi	
NIGHT_2	ʔaːwˈe				duːwˈe				duwe		dˈuwe	diwˈe				ʔewˈe	dˈuːwe			
NIGHT_3			hˈimːi~hˈimːe	ʧɲam						tiːɲam								t̪iːɲˈam		hiˑpˈaˑ
NIGHT_4														iʔˈamok						
NIGHT_5							kuxun													
NIGHT_6						libˈuɡiʔ														
NIGHT_7		pasiːjauna											pasiːjauna							
NIGHT_8								ikxáɾam												
