# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
2312	Čakavian (Istria)	ALL	s a	3 7	AX	SA	15	15.S.C 15.A.V	2.0 1.5	sa	0	8
2573	Štokavian	ALL	s a ʋ	3 7 6	AXN	SAW	16	16.S.C 16.A.V 16.W.c	2.0 1.5 0.8	saʋ	0	8
#
145	Belarusian	AND	i	7	X	I	1	1.I.V	1.5	i	0	12
340	Bulgarian	AND	i	7	X	I	2	2.I.V	1.5	i	0	12
659	Czech	AND	a	7	X	A	4	4.A.V	1.5	a	0	14
1346	Polish	AND	i	7	X	I	9	9.I.V	1.5	i	0	12
1539	Russian	AND	i	7	X	I	10	10.I.V	1.5	i	0	12
1735	Slovak	AND	i	7	X	I	11	11.I.V	1.5	i	0	12
1937	Slovenian	AND	i n	7 4	XN	IN	12	12.I.V 12.N.c	1.5 0.8	in	0	18
2131	Ukrainian	AND	i	7	X	I	13	13.I.V	1.5	i	0	12
2595	Štokavian	AND	i	7	X	I	16	16.I.V	1.5	i	0	12
#
55	Belarusian	ANIMAL	ʐ ɨ vʲ ɵ ɫ a	3 7 3 7 5 7	AXBYBZ	SIBULA	1	1.S.C 1.I.V 1.B.C 1.U.V 1.L.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʐɨvʲɵɫa	0	19
247	Bulgarian	ANIMAL	ʒ i v ɔ t n o	3 7 3 7 1 4 7	AXBYBCZ	SIBUTNU	2	2.S.C 2.I.V 2.B.C 2.U.V 2.T.C 2.N.C 2.U.V	2.0 1.5 1.75 1.3 1.75 1.5 0.8	ʒivɔtno	0	19
567	Czech	ANIMAL	z v iː r̝ ɛ	3 3 7 5 7	ACYBZ	SBIRE	4	4.S.C 4.B.C 4.I.V 4.R.C 4.E.V	2.0 1.5 1.3 1.75 0.8	zviːr̝ɛ	0	21
1254	Polish	ANIMAL	z vʲ j ɛ ʐ ɛ	3 3 6 7 3 7	ACCYBZ	SBJESE	9	9.S.C 9.B.C 9.J.C 9.E.V 9.S.C 9.E.V	2.0 1.5 1.5 1.3 1.75 0.8	zvʲjɛʐɛ	0	21
1449	Russian	ANIMAL	ʐ ɨ v o t n ə j ə	3 7 3 7 1 4 7 6 7	AXBYBCYBZ	SIBUTNEJE	10	10.S.C 10.I.V 10.B.C 10.U.V 10.T.C 10.N.C 10.E.V 10.J.C 10.E.V	2.0 1.5 1.75 1.3 1.75 1.5 1.3 1.75 0.8	ʐɨvotnəjə	0	19
1640	Slovak	ANIMAL	z ʋ ɪ̯ ɛ r a	3 6 7 7 5 7	ACXYBZ	SWIERA	11	11.S.C 11.W.C 11.I.V 11.E.V 11.R.C 11.A.V	2.0 1.5 1.5 1.3 1.75 0.8	zʋɪ̯ɛra	0	21
1841	Slovenian	ANIMAL	ʒ i ʋ aː u̯	3 7 6 7 7	AXBYZ	SIWAY	12	12.S.C 12.I.V 12.W.C 12.A.V 12.Y.V	2.0 1.5 1.75 1.3 0.8	ʒiʋaːu̯	0	19
2038	Ukrainian	ANIMAL	t ʋ ɐ r ɪ n ɐ	1 6 7 5 7 4 7	ACXBYBZ	TWERINE	13	13.T.C 13.W.C 13.E.V 13.R.C 13.I.V 13.N.C 13.E.V	2.0 1.5 1.5 1.75 1.3 1.75 0.8	tʋɐrɪnɐ	0	26
2495	Štokavian	ANIMAL	ʒ i ʋ o t i ɲ a	3 7 6 7 1 7 4 7	AXBYBYBZ	SIWUTINA	16	16.S.C 16.I.V 16.W.C 16.U.V 16.T.C 16.I.V 16.N.C 16.A.V	2.0 1.5 1.75 1.3 1.75 1.3 1.75 0.8	ʒiʋotiɲa	0	19
#
65	Belarusian	ASH	p o pʲ e ɫ	1 7 1 7 5	AXBYN	PUPEL	1	1.P.C 1.U.V 1.P.C 1.E.V 1.L.c	2.0 1.5 1.75 1.3 0.8	popʲeɫ	0	38
256	Bulgarian	ASH	p ɛ p ɛ ɫ	1 7 1 7 5	AXBYN	PEPEL	2	2.P.C 2.E.V 2.P.C 2.E.V 2.L.c	2.0 1.5 1.75 1.3 0.8	pɛpɛɫ	0	38
389	Burgenland Čakavian	ASH	p j e p ɛ l	1 6 7 1 7 5	ACXBYN	PJEPEL	3	3.P.C 3.J.C 3.E.V 3.P.C 3.E.V 3.L.c	2.0 1.5 1.5 1.75 1.3 0.8	pjepɛl	0	38
576	Czech	ASH	p o p ɛ l	1 7 1 7 5	AXBYN	PUPEL	4	4.P.C 4.U.V 4.P.C 4.E.V 4.L.c	2.0 1.5 1.75 1.3 0.8	popɛl	0	38
705	Kajkavian	ASH	p æ p æ l	1 7 1 7 5	AXBYN	PEPEL	5	5.P.C 5.E.V 5.P.C 5.E.V 5.L.c	2.0 1.5 1.75 1.3 0.8	pæpæl	0	38
842	Latvian	ASH	p æ l n i	1 7 5 4 7	AXMBZ	PELNI	6	6.P.C 6.E.V 6.L.c 6.N.C 6.I.V	2.0 1.5 1.1 1.75 0.8	pælni	0	32
960	Lithuanian	ASH	pʲ ɛ lʲ ɛ n ɐ j	1 7 5 7 4 7 6	AXBYBYN	PELENEJ	7	7.P.C 7.E.V 7.L.C 7.E.V 7.N.C 7.E.V 7.J.c	2.0 1.5 1.75 1.3 1.75 1.3 0.8	pʲɛlʲɛnɐj	0	32
1073	Macedonian	ASH	p e p e l	1 7 1 7 5	AXBYN	PEPEL	8	8.P.C 8.E.V 8.P.C 8.E.V 8.L.c	2.0 1.5 1.75 1.3 0.8	pepel	0	38
1264	Polish	ASH	p ɔ pʲ j u w	1 7 1 6 7 6	AXBCYN	PUPJYW	9	9.P.C 9.U.V 9.P.C 9.J.C 9.Y.V 9.W.c	2.0 1.5 1.75 1.5 1.3 0.8	pɔpʲjuw	0	38
1458	Russian	ASH	z ɐ ɫ a	3 7 5 7	AXBZ	SELA	10	10.S.C 10.E.V 10.L.C 10.A.V	2.0 1.5 1.75 0.8	zɐɫa	0	36
1459	Russian	ASH	pʲ e pʲ ɪ ɫ	1 7 1 7 5	AXBYN	PEPIL	10	10.P.C 10.E.V 10.P.C 10.I.V 10.L.c	2.0 1.5 1.75 1.3 0.8	pʲepʲɪɫ	0	38
1649	Slovak	ASH	p ɔ p ɔ ɫ	1 7 1 7 5	AXBYN	PUPUL	11	11.P.C 11.U.V 11.P.C 11.U.V 11.L.c	2.0 1.5 1.75 1.3 0.8	pɔpɔɫ	0	38
1852	Slovenian	ASH	p ɛ p ɛː u̯	1 7 1 7 7	AXBYZ	PEPEY	12	12.P.C 12.E.V 12.P.C 12.E.V 12.Y.V	2.0 1.5 1.75 1.3 0.8	pɛpɛːu̯	0	38
2047	Ukrainian	ASH	z ɔ ɫ ɑ	3 7 5 7	AXBZ	SULA	13	13.S.C 13.U.V 13.L.C 13.A.V	2.0 1.5 1.75 0.8	zɔɫɑ	0	36
2048	Ukrainian	ASH	p ɔ pʲ i ɫ	1 7 1 7 5	AXBYN	PUPIL	13	13.P.C 13.U.V 13.P.C 13.I.V 13.L.c	2.0 1.5 1.75 1.3 0.8	pɔpʲiɫ	0	38
2181	Čakavian (Cres)	ASH	p ɔː p ɛ l	1 7 1 7 5	AXBYN	PUPEL	14	14.P.C 14.U.V 14.P.C 14.E.V 14.L.c	2.0 1.5 1.75 1.3 0.8	pɔːpɛl	0	38
2313	Čakavian (Istria)	ASH	p ɔ p ɛ l	1 7 1 7 5	AXBYN	PUPEL	15	15.P.C 15.U.V 15.P.C 15.E.V 15.L.c	2.0 1.5 1.75 1.3 0.8	pɔpɛl	0	38
2505	Štokavian	ASH	p e p e o	1 7 1 7 7	AXBYZ	PEPEU	16	16.P.C 16.E.V 16.P.C 16.E.V 16.U.V	2.0 1.5 1.75 1.3 0.8	pepeo	0	38
#
10	Belarusian	BACK	sʲ pʲ i n a	3 1 7 4 7	ACYBZ	SPINA	1	1.S.C 1.P.C 1.I.V 1.N.C 1.A.V	2.0 1.5 1.3 1.75 0.8	sʲpʲina	0	39
201	Bulgarian	BACK	ɡ r ɤ p	1 5 7 1	ACXN	KREP	2	2.K.C 2.R.C 2.E.V 2.P.c	2.0 1.5 1.5 0.8	ɡrɤp	0	40
519	Czech	BACK	z aː d a	3 7 1 7	AXBZ	SATA	4	4.S.C 4.A.V 4.T.C 4.A.V	2.0 1.5 1.75 0.8	zaːda	0	41
520	Czech	BACK	ɦ r̝ b ɛ t	3 5 1 7 1	AXBYN	HRPET	4	4.H.C 4.R.V 4.P.C 4.E.V 4.T.c	2.0 1.5 1.75 1.3 0.8	ɦr̝bɛt	0	44
1206	Polish	BACK	p l ɛ ʦ ɨ	1 5 7 2 7	ACXBZ	PLECI	9	9.P.C 9.L.C 9.E.V 9.C.C 9.I.V	2.0 1.5 1.5 1.75 0.8	plɛʦɨ	0	42
1207	Polish	BACK	ɡ ʐ bʲ j ɛ t	1 3 1 6 7 1	AXBCYN	KSPJET	9	9.K.C 9.S.V 9.P.C 9.J.C 9.E.V 9.T.c	2.0 1.5 1.75 1.5 1.3 0.8	ɡʐbʲjɛt	0	49
1404	Russian	BACK	s pʲ ɪ n a	3 1 7 4 7	ACYBZ	SPINA	10	10.S.C 10.P.C 10.I.V 10.N.C 10.A.V	2.0 1.5 1.3 1.75 0.8	spʲɪna	0	39
1595	Slovak	BACK	x r b aː t	3 5 1 7 1	AXBYN	GRPAT	11	11.G.C 11.R.V 11.P.C 11.A.V 11.T.c	2.0 1.5 1.75 1.3 0.8	xrbaːt	0	44
1792	Slovenian	BACK	x r b ɛ t	3 5 1 7 1	AXBYN	GRPET	12	12.G.C 12.R.V 12.P.C 12.E.V 12.T.c	2.0 1.5 1.75 1.3 0.8	xrbɛt	0	44
1993	Ukrainian	BACK	s p ɪ n ɐ	3 1 7 4 7	ACYBZ	SPINE	13	13.S.C 13.P.C 13.I.V 13.N.C 13.E.V	2.0 1.5 1.3 1.75 0.8	spɪnɐ	0	39
2445	Štokavian	BACK	l eː ʥ a	5 7 2 7	AXBZ	LECA	16	16.L.C 16.E.V 16.C.C 16.A.V	2.0 1.5 1.75 0.8	leːʥa	0	42
2446	Štokavian	BACK	x r b a t	3 5 1 7 1	AXBYN	GRPAT	16	16.G.C 16.R.V 16.P.C 16.A.V 16.T.c	2.0 1.5 1.75 1.3 0.8	xrbat	0	44
#
111	Belarusian	BAD	kʲ e pʲ sʲ kʲ i	1 7 1 3 1 7	AXBYBZ	KEPSKI	1	1.K.C 1.E.V 1.P.C 1.S.V 1.K.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	kʲepʲsʲkʲi	0	50
304	Bulgarian	BAD	ɫ ɔ ʃ	5 7 3	AXN	LUS	2	2.L.C 2.U.V 2.S.c	2.0 1.5 0.8	ɫɔʃ	0	51
625	Czech	BAD	ʃ p a t n iː	3 1 7 1 4 7	ACYBCZ	SPATNI	4	4.S.C 4.P.C 4.A.V 4.T.C 4.N.C 4.I.V	2.0 1.5 1.3 1.75 1.5 0.8	ʃpatniː	0	52
1312	Polish	BAD	z w ɨ	3 6 7	ACX	SWI	9	9.S.C 9.W.C 9.I.V	2.0 1.5 1.5	zwɨ	0	53
1506	Russian	BAD	p ɫ ɐ x o ɪ̯	1 5 7 3 7 7	ACXBYZ	PLEGUI	10	10.P.C 10.L.C 10.E.V 10.G.C 10.U.V 10.I.V	2.0 1.5 1.5 1.75 1.3 0.8	pɫɐxoɪ̯	0	54
1700	Slovak	BAD	z ɫ iː	3 5 7	ACX	SLI	11	11.S.C 11.L.C 11.I.V	2.0 1.5 1.5	zɫiː	0	53
1903	Slovenian	BAD	m a l ɔ p r iː d ɛ n	4 7 5 7 1 5 7 1 7 4	AXBYBCYBYN	MALUPRITEN	12	12.M.C 12.A.V 12.L.C 12.U.V 12.P.C 12.R.C 12.I.V 12.T.C 12.E.V 12.N.c	2.0 1.5 1.75 1.3 1.75 1.5 1.3 1.75 1.3 0.8	malɔpriːdɛn	0	56
2097	Ukrainian	BAD	p ɔ ɦ ɑ n ɪ i̯	1 7 3 7 4 7 7	AXBYBYZ	PUHANII	13	13.P.C 13.U.V 13.H.C 13.A.V 13.N.C 13.I.V 13.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	pɔɦɑnɪi̯	0	52
2098	Ukrainian	BAD	k ɛ p sʲ k ɪ i̯	1 7 1 3 1 7 7	AXBYBYZ	KEPSKII	13	13.K.C 13.E.V 13.P.C 13.S.V 13.K.C 13.I.V 13.I.V	2.0 1.5 1.75 1.3 1.75 1.3 0.8	kɛpsʲkɪi̯	0	50
2558	Štokavian	BAD	l o ʃ	5 7 3	AXN	LUS	16	16.L.C 16.U.V 16.S.c	2.0 1.5 0.8	loʃ	0	51
2559	Štokavian	BAD	r ʥ a ʋ	5 2 7 6	ACYN	RCAW	16	16.R.C 16.C.C 16.A.V 16.W.c	2.0 1.5 1.3 0.8	rʥaʋ	0	60
#
48	Belarusian	BARK	k a r a	1 7 5 7	AXBZ	KARA	1	1.K.C 1.A.V 1.R.C 1.A.V	2.0 1.5 1.75 0.8	kara	0	61
240	Bulgarian	BARK	k o r a	1 7 5 7	AXBZ	KURA	2	2.K.C 2.U.V 2.R.C 2.A.V	2.0 1.5 1.75 0.8	kora	0	61
390	Burgenland Čakavian	BARK	k u̯ ɔ r a	1 7 7 5 7	AXYBZ	KYURA	3	3.K.C 3.Y.V 3.U.V 3.R.C 3.A.V	2.0 1.5 1.3 1.75 0.8	ku̯ɔra	0	61
560	Czech	BARK	k uː r a	1 7 5 7	AXBZ	KYRA	4	4.K.C 4.Y.V 4.R.C 4.A.V	2.0 1.5 1.75 0.8	kuːra	0	61
706	Kajkavian	BARK	k u̯ o r ɒ	1 7 7 5 7	AXYBZ	KYURO	5	5.K.C 5.Y.V 5.U.V 5.R.C 5.O.V	2.0 1.5 1.3 1.75 0.8	ku̯orɒ	0	61
843	Latvian	BARK	m i z a	4 7 3 7	AXBZ	MISA	6	6.M.C 6.I.V 6.S.C 6.A.V	2.0 1.5 1.75 0.8	miza	0	66
961	Lithuanian	BARK	ʒʲ j ɛ vʲ eː	3 6 7 3 7	ACXBZ	SJEBE	7	7.S.C 7.J.C 7.E.V 7.B.C 7.E.V	2.0 1.5 1.5 1.75 0.8	ʒʲjɛvʲeː	0	67
1074	Macedonian	BARK	k o r a	1 7 5 7	AXBZ	KURA	8	8.K.C 8.U.V 8.R.C 8.A.V	2.0 1.5 1.75 0.8	kora	0	61
1247	Polish	BARK	k ɔ ɾ a	1 7 5 7	AXBZ	KURA	9	9.K.C 9.U.V 9.R.C 9.A.V	2.0 1.5 1.75 0.8	kɔɾa	0	61
1442	Russian	BARK	k ɐ r a	1 7 5 7	AXBZ	KERA	10	10.K.C 10.E.V 10.R.C 10.A.V	2.0 1.5 1.75 0.8	kɐra	0	61
1633	Slovak	BARK	k ʊ̯ ɔ r a	1 7 7 5 7	AXYBZ	KYURA	11	11.K.C 11.Y.V 11.U.V 11.R.C 11.A.V	2.0 1.5 1.3 1.75 0.8	kʊ̯ɔra	0	61
1833	Slovenian	BARK	l uː b j ɛ	5 7 1 6 7	AXBCZ	LYPJE	12	12.L.C 12.Y.V 12.P.C 12.J.C 12.E.V	2.0 1.5 1.75 1.5 0.8	luːbjɛ	0	72
1834	Slovenian	BARK	s k ɔː r a	3 1 7 5 7	ACYBZ	SKURA	12	12.S.C 12.K.C 12.U.V 12.R.C 12.A.V	2.0 1.5 1.3 1.75 0.8	skɔːra	0	61
2031	Ukrainian	BARK	k ɔ r ɑ	1 7 5 7	AXBZ	KURA	13	13.K.C 13.U.V 13.R.C 13.A.V	2.0 1.5 1.75 0.8	kɔrɑ	0	61
2182	Čakavian (Cres)	BARK	k ɔː r a	1 7 5 7	AXBZ	KURA	14	14.K.C 14.U.V 14.R.C 14.A.V	2.0 1.5 1.75 0.8	kɔːra	0	61
2314	Čakavian (Istria)	BARK	k ɔ r a	1 7 5 7	AXBZ	KURA	15	15.K.C 15.U.V 15.R.C 15.A.V	2.0 1.5 1.75 0.8	kɔra	0	61
2488	Štokavian	BARK	k o r a	1 7 5 7	AXBZ	KURA	16	16.K.C 16.U.V 16.R.C 16.A.V	2.0 1.5 1.75 0.8	kora	0	61
#
11	Belarusian	BELLY	ʐ ɨ v o t	3 7 3 7 1	AXBYN	SIBUT	1	1.S.C 1.I.V 1.B.C 1.U.V 1.T.c	2.0 1.5 1.75 1.3 0.8	ʐɨvot	0	73
202	Bulgarian	BELLY	t ɐ r b u x	1 7 5 1 7 3	AXMBYN	TERPYG	2	2.T.C 2.E.V 2.R.c 2.P.C 2.Y.V 2.G.c	2.0 1.5 1.1 1.75 1.3 0.8	tɐrbux	0	74
391	Burgenland Čakavian	BELLY	t r b uː ɦ	1 5 1 7 3	AXBYN	TRPYH	3	3.T.C 3.R.V 3.P.C 3.Y.V 3.H.c	2.0 1.5 1.75 1.3 0.8	trbuːɦ	0	74
521	Czech	BELLY	b r̝ ɪ x o	1 5 7 3 7	ACXBZ	PRIGU	4	4.P.C 4.R.C 4.I.V 4.G.C 4.U.V	2.0 1.5 1.5 1.75 0.8	br̝ɪxo	0	76
707	Kajkavian	BELLY	d r o w b	1 5 7 6 1	ACXLN	TRUWP	5	5.T.C 5.R.C 5.U.V 5.W.c 5.P.c	2.0 1.5 1.5 1.1 0.8	drowb	0	77
708	Kajkavian	BELLY	t ɛ r b u h	1 7 5 1 7 3	AXMBYN	TERPYH	5	5.T.C 5.E.V 5.R.c 5.P.C 5.Y.V 5.H.c	2.0 1.5 1.1 1.75 1.3 0.8	tɛrbuh	0	74
844	Latvian	BELLY	v æː d æ r s	3 7 1 7 5 3	AXBYLN	BETERS	6	6.B.C 6.E.V 6.T.C 6.E.V 6.R.c 6.S.c	2.0 1.5 1.75 1.3 1.1 0.8	væːdærs	0	78
962	Lithuanian	BELLY	pʲ i ɫ v ɐ s	1 7 5 3 7 3	AXMBYN	PILBES	7	7.P.C 7.I.V 7.L.c 7.B.C 7.E.V 7.S.c	2.0 1.5 1.1 1.75 1.3 0.8	pʲiɫvɐs	0	79
1075	Macedonian	BELLY	m e f	4 7 3	AXN	MEB	8	8.M.C 8.E.V 8.B.c	2.0 1.5 0.8	mef	0	80
1208	Polish	BELLY	b ʐ u x	1 3 7 3	ACXN	PSYG	9	9.P.C 9.S.C 9.Y.V 9.G.c	2.0 1.5 1.5 0.8	bʐux	0	81
1405	Russian	BELLY	ʐ ɨ v o t	3 7 3 7 1	AXBYN	SIBUT	10	10.S.C 10.I.V 10.B.C 10.U.V 10.T.c	2.0 1.5 1.75 1.3 0.8	ʐɨvot	0	73
1596	Slovak	BELLY	b r u x ɔ	1 5 7 3 7	ACXBZ	PRYGU	11	11.P.C 11.R.C 11.Y.V 11.G.C 11.U.V	2.0 1.5 1.5 1.75 0.8	bruxɔ	0	76
1793	Slovenian	BELLY	t r ɛː b u x	1 5 7 1 7 3	ACXBYN	TREPYG	12	12.T.C 12.R.C 12.E.V 12.P.C 12.Y.V 12.G.c	2.0 1.5 1.5 1.75 1.3 0.8	trɛːbux	0	74
1994	Ukrainian	BELLY	ʒ ɪ ʋʲ i t	3 7 6 7 1	AXBYN	SIWIT	13	13.S.C 13.I.V 13.W.C 13.I.V 13.T.c	2.0 1.5 1.75 1.3 0.8	ʒɪʋʲit	0	73
2183	Čakavian (Cres)	BELLY	t ɛ r b u x	1 7 5 1 7 3	AXMBYN	TERPYG	14	14.T.C 14.E.V 14.R.c 14.P.C 14.Y.V 14.G.c	2.0 1.5 1.1 1.75 1.3 0.8	tɛrbux	0	74
2315	Čakavian (Istria)	BELLY	t r b u x	1 5 1 7 3	AXBYN	TRPYG	15	15.T.C 15.R.V 15.P.C 15.Y.V 15.G.c	2.0 1.5 1.75 1.3 0.8	trbux	0	74
2447	Štokavian	BELLY	t r b u x	1 5 1 7 3	AXBYN	TRPYG	16	16.T.C 16.R.V 16.P.C 16.Y.V 16.G.c	2.0 1.5 1.75 1.3 0.8	trbux	0	74
#
63	Belarusian	BERRY	j æ ʁ a d a	6 7 5 7 1 7	AXBYBZ	JERATA	1	1.J.C 1.E.V 1.R.C 1.A.V 1.T.C 1.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jæʁada	0	82
254	Bulgarian	BERRY	z r ɤ n ʦ ɛ	3 5 7 4 2 7	ACXMBZ	SRENCE	2	2.S.C 2.R.C 2.E.V 2.N.c 2.C.C 2.E.V	2.0 1.5 1.5 1.1 1.75 0.8	zrɤnʦɛ	0	83
574	Czech	BERRY	b o b u l ɛ	1 7 1 7 5 7	AXBYBZ	PUPYLE	4	4.P.C 4.U.V 4.P.C 4.Y.V 4.L.C 4.E.V	2.0 1.5 1.75 1.3 1.75 0.8	bobulɛ	0	84
1262	Polish	BERRY	j a ɡ ɔ d a	6 7 1 7 1 7	AXBYBZ	JAKUTA	9	9.J.C 9.A.V 9.K.C 9.U.V 9.T.C 9.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jaɡɔda	0	82
1456	Russian	BERRY	j a ɡ ə d ə	6 7 1 7 1 7	AXBYBZ	JAKETE	10	10.J.C 10.A.V 10.K.C 10.E.V 10.T.C 10.E.V	2.0 1.5 1.75 1.3 1.75 0.8	jaɡədə	0	82
1647	Slovak	BERRY	b ɔ b u ʎ a	1 7 1 7 5 7	AXBYBZ	PUPYLA	11	11.P.C 11.U.V 11.P.C 11.Y.V 11.L.C 11.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bɔbuʎa	0	84
1850	Slovenian	BERRY	j aː ɡ ɔ d a	6 7 1 7 1 7	AXBYBZ	JAKUTA	12	12.J.C 12.A.V 12.K.C 12.U.V 12.T.C 12.A.V	2.0 1.5 1.75 1.3 1.75 0.8	jaːɡɔda	0	82
2045	Ukrainian	BERRY	j ɑ ɦ ɔ d ɐ	6 7 3 7 1 7	AXBYBZ	JAHUTE	13	13.J.C 13.A.V 13.H.C 13.U.V 13.T.C 13.E.V	2.0 1.5 1.75 1.3 1.75 0.8	jɑɦɔdɐ	0	82
2502	Štokavian	BERRY	b oː b a	1 7 1 7	AXBZ	PUPA	16	16.P.C 16.U.V 16.P.C 16.A.V	2.0 1.5 1.75 0.8	boːba	0	84
2503	Štokavian	BERRY	b o b i ʦ a	1 7 1 7 2 7	AXBYBZ	PUPICA	16	16.P.C 16.U.V 16.P.C 16.I.V 16.C.C 16.A.V	2.0 1.5 1.75 1.3 1.75 0.8	bobiʦa	0	84
#
85	Belarusian	BIG	vʲ æ lʲ i kʲ i	3 7 5 7 1 7	AXBYBZ	BELIKI	1	1.B.C 1.E.V 1.L.C 1.I.V 1.K.C 1.I.V	2.0 1.5 1.75 1.3 1.75 0.8	vʲælʲikʲi	0	85
276	Bulgarian	BIG	ɛ d ɐ r	7 1 7 5	XBYN	ETER	2	2.E.V 2.T.C 2.E.V 2.R.c	1.5 1.75 1.3 0.8	ɛdɐr	0	86
277	Bulgarian	BIG	ɡ o lʲ a m	1 7 5 7 4	AXBYN	KULAM	2	2.K.C 2.U.V 2.L.C 2.A.V 2.M.c	2.0 1.5 1.75 1.3 0.8	ɡolʲam	0	92
392	Burgenland Čakavian	BIG	v ɛ l iː k	3 7 5 7 1	AXBYN	BELIK	3	3.B.C 3.E.V 3.L.C 3.I.V 3.K.c	2.0 1.5 1.75 1.3 0.8	vɛliːk	0	85
393	Burgenland Čakavian	BIG	v j e l i k	3 6 7 5 7 1	ACXBYN	BJELIK	3	3.B.C 3.J.C 3.E.V 3.L.C 3.I.V 3.K.c	2.0 1.5 1.5 1.75 1.3 0.8	vjelik	0	85
598	Czech	BIG	v ɛ l k iː	3 7 5 1 7	AXMBZ	BELKI	4	4.B.C 4.E.V 4.L.c 4.K.C 4.I.V	2.0 1.5 1.1 1.75 0.8	vɛlkiː	0	85
709	Kajkavian	BIG	v æ l i	3 7 5 7	AXBZ	BELI	5	5.B.C 5.E.V 5.L.C 5.I.V	2.0 1.5 1.75 0.8	væli	0	85
710	Kajkavian	BIG	v æ lː i	3 7 5 7	AXBZ	BELI	5	5.B.C 5.E.V 5.L.C 5.I.V	2.0 1.5 1.75 0.8	vælːi	0	85
711	Kajkavian	BIG	v æ l i k	3 7 5 7 1	AXBYN	BELIK	5	5.B.C 5.E.V 5.L.C 5.I.V 5.K.c	2.0 1.5 1.75 1.3 0.8	vælik	0	85
845	Latvian	BIG	l j ɛ l s	5 6 7 5 3	ACXLN	LJELS	6	6.L.C 6.J.C 6.E.V 6.L.c 6.S.c	2.0 1.5 1.5 1.1 0.8	ljɛls	0	90
