Sample	prior	likelihood	posterior
0	-27.09917891478127	-10758.614449253728	-10785.713628168509
200	-21.435289087310537	-8778.478492390685	-8799.913781477995
400	-5.795264848002946	-8069.432601003169	-8075.227865851172
600	27.56760481988175	-7335.445880557616	-7307.878275737734
800	25.35410512198908	-6873.5024737618005	-6848.148368639811
1000	69.0130933266405	-6626.930029726876	-6557.9169364002355
1200	74.75772779151131	-6536.711401046111	-6461.953673254599
1400	79.6912474683012	-6476.809910681352	-6397.118663213051
1600	93.15032907323078	-6446.028507515252	-6352.878178442022
1800	92.17331258062937	-6299.033240506702	-6206.8599279260725
2000	91.48947715148769	-6265.416508694295	-6173.9270315428075
2200	81.03945111255081	-6228.691965602377	-6147.652514489827
2400	83.32389747709901	-6217.385391008944	-6134.0614935318445
2600	79.84251091936636	-6213.6335380728815	-6133.791027153515
2800	75.34533094523313	-6197.483739885759	-6122.138408940526
3000	75.71979331920933	-6167.81687565565	-6092.0970823364405
3200	77.12204579815597	-6152.042084898979	-6074.920039100823
3400	75.33744086840689	-6147.610400101603	-6072.272959233196
3600	78.87682812288567	-6139.123700758069	-6060.2468726351835
3800	80.95581135840794	-6131.35535350708	-6050.399542148672
4000	81.40465939528804	-6099.149203970156	-6017.744544574868
4200	79.15310275590251	-6065.386968751589	-5986.233865995687
4400	77.86554095648408	-6067.048503769912	-5989.182962813427
4600	82.33444277088975	-6001.694287849661	-5919.359845078771
4800	82.55072060386388	-5994.919384139061	-5912.368663535197
5000	83.3848042169596	-5998.807761567337	-5915.422957350378
5200	82.0058117695258	-5999.148657665498	-5917.142845895972
5400	81.06560773793186	-5995.5298587810785	-5914.464251043147
5600	82.11200649106985	-5996.209050994006	-5914.097044502936
5800	80.69250168193513	-5992.80699138024	-5912.114489698305
6000	76.99799890175474	-5985.380183462303	-5908.382184560548
6200	78.18802186407895	-5985.838521089224	-5907.650499225145
6400	77.56414028727384	-5983.320694502868	-5905.756554215594
6600	77.13637826160215	-5976.492714975576	-5899.356336713974
6800	77.27141628391725	-5961.8061267924195	-5884.534710508502
7000	76.80788643026722	-5963.204659101254	-5886.396772670987
7200	76.64773999974868	-5967.690738185098	-5891.0429981853495
7400	79.49915620235546	-5961.582199604395	-5882.08304340204
7600	83.27798428663593	-5967.466016741723	-5884.1880324550875
7800	80.3775730869092	-5963.036384134199	-5882.658811047289
8000	83.46151392853086	-5962.753326403464	-5879.291812474933
8200	80.75320375753756	-5954.661924537547	-5873.908720780009
8400	83.00050398715683	-5953.826759432305	-5870.8262554451485
8600	84.21083496839427	-5955.711686480079	-5871.500851511685
8800	81.90570416491778	-5956.821327876686	-5874.915623711769
9000	77.9525443225638	-5958.284644568131	-5880.332100245567
9200	75.98325966651454	-5953.088411153691	-5877.105151487176
9400	82.44384318261281	-5952.150241893048	-5869.706398710435
9600	83.46331556803291	-5950.108906313201	-5866.645590745168
9800	81.75693461098058	-5945.365542836358	-5863.608608225378
10000	86.73551117756564	-5941.250267010667	-5854.514755833101
10200	87.14816402828346	-5941.6946690317645	-5854.546505003481
10400	87.12232052213996	-5940.538694270879	-5853.416373748739
10600	88.64362012712422	-5945.89338812175	-5857.2497679946255
10800	90.10194865845301	-5945.030847016189	-5854.928898357736
11000	88.88257469089324	-5943.351804923161	-5854.469230232267
11200	86.73080143516985	-5946.2027719936505	-5859.47197055848
11400	83.59226923727998	-5949.15995904974	-5865.56768981246
11600	82.92888511077199	-5946.56526648787	-5863.636381377098
11800	84.9813257510135	-5949.054357782684	-5864.073032031671
12000	84.18943059027343	-5948.578196645995	-5864.388766055722
12200	84.62455402898239	-5944.767105720348	-5860.142551691366
12400	84.41340116382251	-5945.373622491152	-5860.960221327329
12600	85.44531317965782	-5939.671266120822	-5854.225952941164
12800	81.0196976232359	-5938.886659710398	-5857.866962087162
13000	83.9780948179554	-5938.836454411368	-5854.858359593413
13200	84.1389332827021	-5936.264750494024	-5852.125817211322
13400	83.96328182086748	-5940.048256339145	-5856.084974518278
13600	83.88007792614988	-5940.738526226929	-5856.858448300779
13800	83.65176870607543	-5940.3421867430525	-5856.6904180369775
14000	81.37187318178263	-5940.654214576325	-5859.2823413945425
14200	83.27698335774943	-5939.245488500299	-5855.9685051425495
14400	83.76664962718614	-5939.154891007401	-5855.388241380215
14600	85.74928814739296	-5939.714401602479	-5853.965113455086
14800	85.11389550660255	-5936.124251053533	-5851.01035554693
15000	88.02129447661879	-5939.027530608827	-5851.006236132208
15200	86.78193754326651	-5937.277422385431	-5850.495484842165
15400	85.44327995879178	-5937.393294997092	-5851.9500150383
15600	85.94001751978179	-5933.469390287768	-5847.529372767986
15800	85.46705912174623	-5939.213866051402	-5853.746806929656
16000	85.15097753169871	-5938.583366244101	-5853.432388712402
16200	83.19830286004392	-5941.214577221036	-5858.016274360992
16400	82.66834827601835	-5934.958013297486	-5852.289665021468
16600	83.29559448255475	-5932.43194291655	-5849.136348433995
16800	84.0188696045555	-5932.057918130168	-5848.039048525613
17000	84.17670779764416	-5939.806145941637	-5855.629438143993
17200	82.73370244663451	-5932.219517659643	-5849.485815213009
17400	83.198344020659	-5930.57653722226	-5847.378193201602
17600	82.62778190925393	-5936.635957112028	-5854.0081752027745
17800	80.83800348117157	-5936.688822641604	-5855.850819160432
18000	83.31464913608141	-5936.827854038144	-5853.513204902063
18200	85.07021448879989	-5932.069523764472	-5846.999309275672
18400	85.21278320769774	-5938.9148329791515	-5853.702049771454
18600	83.98362600528242	-5934.242293905148	-5850.258667899865
18800	88.30348594098528	-5929.825912552807	-5841.522426611821
19000	84.10628951512491	-5927.41664281047	-5843.310353295345
19200	83.5630402486964	-5924.921220936214	-5841.358180687517
19400	83.66620723921021	-5931.114043105078	-5847.447835865868
19600	86.71965418954456	-5933.109493978478	-5846.389839788933
19800	85.39235962421253	-5933.683273245152	-5848.29091362094
20000	84.72480813307521	-5931.732277095627	-5847.007468962552
20200	83.18142421880903	-5932.7967568636805	-5849.615332644871
20400	83.1890326535885	-5932.440232503577	-5849.251199849989
20600	84.91541788966163	-5939.037908077967	-5854.122490188305
20800	84.64664571975469	-5935.639900733546	-5850.993255013791
21000	86.50104948173565	-5935.29620949042	-5848.795160008684
21200	86.5774100454143	-5934.135310527878	-5847.557900482463
21400	82.65361663407336	-5938.820568181492	-5856.166951547419
21600	82.85833136456726	-5940.583870506058	-5857.72553914149
21800	84.49138513094864	-5937.599869475945	-5853.108484344996
22000	84.13034521853712	-5938.187237444291	-5854.0568922257535
22200	84.12118839054926	-5933.687472742481	-5849.566284351932
22400	81.94535511304665	-5933.685255998881	-5851.739900885835
22600	84.86113300813506	-5929.6530338662005	-5844.791900858066
22800	84.33484632992378	-5926.35562771305	-5842.020781383127
23000	80.67928746781598	-5928.368267928512	-5847.688980460696
23200	85.90057657148965	-5931.5798037022	-5845.6792271307095
23400	82.17511590401024	-5923.983767657793	-5841.808651753782
23600	85.51478951514774	-5929.5037381158245	-5843.988948600677
23800	85.36683004016967	-5928.52189787836	-5843.15506783819
24000	85.84767799851284	-5928.205769437582	-5842.358091439069
24200	84.51057635878725	-5925.214726421595	-5840.7041500628075
24400	85.81421741447733	-5924.685545682483	-5838.8713282680055
24600	83.43347215199483	-5925.220484544503	-5841.787012392509
24800	82.02315509249419	-5922.300672119319	-5840.277517026824
25000	82.24351646471165	-5925.134742210767	-5842.891225746056
25200	81.21781190203568	-5928.394453258397	-5847.176641356362
25400	81.00552247670221	-5929.335317422853	-5848.329794946151
25600	81.44125695935044	-5931.003197507368	-5849.561940548017
25800	92.70136672453782	-5931.297834164928	-5838.5964674403895
26000	90.58689866144671	-5927.61172330478	-5837.024824643333
26200	90.22066440423886	-5928.578490456607	-5838.357826052368
26400	94.0851991829895	-5927.2744011953055	-5833.189202012316
26600	94.13938240241383	-5929.3543052786	-5835.214922876186
26800	91.5825433573287	-5927.392834692885	-5835.810291335556
27000	94.16334073915125	-5931.160771518441	-5836.99743077929
27200	92.20825687736695	-5929.437228069162	-5837.228971191796
27400	86.62729776664828	-5936.709259203415	-5850.0819614367665
27600	97.58643790980318	-5930.110591071188	-5832.524153161385
27800	97.25505123324076	-5928.586993118787	-5831.331941885546
28000	93.74399346636389	-5929.944684610546	-5836.200691144182
28200	94.279367743439	-5936.234653490121	-5841.9552857466815
28400	93.50448149650936	-5935.023250703108	-5841.518769206598
28600	92.48808692830887	-5929.153357083765	-5836.665270155456
28800	93.6288219434422	-5924.306226154484	-5830.677404211042
29000	95.70608513916565	-5928.275564023181	-5832.569478884016
29200	96.10148037595289	-5929.8746407899625	-5833.77316041401
29400	96.16756735098133	-5925.099163608886	-5828.931596257904
29600	97.0346275690301	-5932.221730260222	-5835.187102691192
29800	96.02422071166654	-5929.201107106675	-5833.176886395009
30000	95.46497640800428	-5928.348666467802	-5832.883690059798
30200	98.40859605991443	-5937.186029936643	-5838.7774338767285
30400	98.05878296233105	-5932.111040217457	-5834.052257255126
30600	97.75789144407123	-5937.096857408728	-5839.338965964657
30800	94.96082553913666	-5934.1853459573	-5839.224520418164
31000	96.68693079388125	-5934.580658028047	-5837.893727234165
31200	98.02520912928011	-5935.109193905004	-5837.083984775723
31400	96.40243283325643	-5934.532461877049	-5838.130029043793
31600	96.84257540854372	-5932.454921828682	-5835.612346420138
31800	96.42139750307858	-5933.403632061326	-5836.982234558247
32000	96.84064979256407	-5938.240033664959	-5841.3993838723945
32200	93.02109445781085	-5932.496599251642	-5839.475504793831
32400	95.10842957820738	-5932.19526289636	-5837.0868333181525
32600	95.65241540866508	-5926.990732181999	-5831.338316773335
32800	95.84235199813851	-5933.375543912317	-5837.533191914178
33000	94.38064143064655	-5933.404189043014	-5839.023547612368
33200	92.81524224966266	-5948.4216814112615	-5855.606439161599
33400	93.15703084138788	-5938.517774999058	-5845.3607441576705
33600	94.57835823245539	-5935.584739225641	-5841.006380993185
33800	92.50713300438822	-5932.461852278769	-5839.95471927438
34000	95.2869979267377	-5924.369666809953	-5829.082668883215
34200	91.77360316003316	-5929.008261874196	-5837.234658714163
34400	96.07546058219737	-5934.007649045773	-5837.932188463576
34600	94.62460174506539	-5935.743384237919	-5841.118782492853
34800	95.55109641640315	-5935.127684474507	-5839.576588058104
35000	96.39346124887602	-5933.847164005214	-5837.453702756338
35200	93.56037246944463	-5931.820343838231	-5838.259971368786
35400	94.44986514619518	-5927.430029937751	-5832.980164791556
35600	93.93876743358018	-5927.286170972805	-5833.347403539225
35800	92.84371686627615	-5928.188442817232	-5835.344725950956
36000	92.31985422671993	-5924.503277568562	-5832.183423341842
36200	91.6975845656256	-5927.958677879711	-5836.261093314086
36400	91.93607904457757	-5925.6410581632335	-5833.704979118656
36600	93.89933392561221	-5930.902055058415	-5837.002721132802
36800	92.01851400974908	-5932.616055587338	-5840.597541577589
37000	90.74946088882385	-5929.717999081389	-5838.968538192566
37200	93.74477947894772	-5932.679611491035	-5838.934832012087
37400	94.71048031641848	-5929.130729259618	-5834.4202489432
37600	95.00933248748179	-5931.481685929267	-5836.472353441785
37800	88.60339003029524	-5924.12333556956	-5835.519945539265
38000	91.71696835399702	-5930.882935309009	-5839.165966955012
38200	94.17519907702038	-5931.007712523389	-5836.8325134463685
38400	91.5660321817144	-5936.725837424764	-5845.15980524305
38600	88.19792365745609	-5929.755787648915	-5841.557863991459
38800	88.18468990397135	-5927.383437238888	-5839.198747334917
39000	88.42163523476839	-5924.316074883199	-5835.89443964843
39200	89.71565747000285	-5921.909091100089	-5832.1934336300865
39400	90.2309528122842	-5923.15438269367	-5832.923429881386
39600	87.94795944955143	-5918.367971164426	-5830.420011714875
39800	89.36027071645954	-5926.202061136237	-5836.841790419778
40000	86.92664666213452	-5926.008094519606	-5839.081447857471
40200	84.96090199217466	-5926.398688483931	-5841.437786491757
40400	83.89860724147744	-5922.446177964538	-5838.547570723061
40600	84.1432722629638	-5923.109889127917	-5838.966616864954
40800	85.06984209314366	-5932.254288297354	-5847.18444620421
41000	83.78221981620176	-5933.8319160827505	-5850.049696266548
41200	83.67908842957459	-5939.409745276613	-5855.7306568470385
41400	84.1473891003712	-5930.1440559825	-5845.996666882128
41600	84.27061298527725	-5932.816843874204	-5848.546230888926
41800	83.01247135267336	-5929.884039567803	-5846.87156821513
42000	78.08113261093065	-5934.299765875399	-5856.218633264469
42200	78.54922740639026	-5929.653257214884	-5851.1040298084945
42400	79.73228742581964	-5919.8141642474675	-5840.081876821648
42600	80.41673565433668	-5925.39738407228	-5844.9806484179435
42800	76.29527415189017	-5922.388214124417	-5846.092939972526
43000	77.41654199114961	-5919.83934830997	-5842.42280631882
43200	73.20503889589821	-5916.519450774796	-5843.314411878898
43400	76.58790865881844	-5925.647890117526	-5849.059981458708
43600	75.35375615432228	-5917.583670439514	-5842.229914285192
43800	75.61021188970636	-5919.405640475783	-5843.795428586077
44000	75.74200414535281	-5923.9518381676335	-5848.209834022281
44200	74.79999287007163	-5920.8247463865455	-5846.0247535164735
44400	75.9025958847108	-5922.241369439417	-5846.338773554707
44600	76.19016768731433	-5917.404276852651	-5841.214109165337
44800	72.85534251185555	-5916.812415718588	-5843.957073206733
45000	74.09902736436041	-5921.2350615523965	-5847.136034188036
45200	76.9697363890347	-5920.965487120733	-5843.9957507316985
45400	76.47588291519646	-5920.625795009176	-5844.14991209398
45600	76.19296782277883	-5917.91884983732	-5841.725882014541
45800	77.39958367742734	-5922.647088971245	-5845.247505293817
46000	78.19691746175029	-5924.8036025782385	-5846.606685116488
46200	76.14789951771151	-5927.025969467317	-5850.878069949606
46400	76.03838623098756	-5936.956593654438	-5860.91820742345
46600	78.86286940091571	-5930.808222803426	-5851.945353402511
46800	79.19745633658192	-5928.410237898978	-5849.212781562396
47000	82.50947978390677	-5929.6997761883	-5847.190296404394
47200	81.19485529668431	-5935.365978151666	-5854.171122854982
47400	84.22118995988669	-5930.163612448827	-5845.94242248894
47600	83.39934725813795	-5927.3939311533195	-5843.994583895182
47800	82.90735898215223	-5927.4179395139	-5844.510580531748
48000	82.47753212807571	-5924.904976280955	-5842.42744415288
48200	82.02101286497316	-5924.32720180084	-5842.306188935867
48400	82.67437227803242	-5928.335962485914	-5845.661590207882
48600	82.62579309052228	-5930.207574658718	-5847.581781568196
48800	83.70434280599049	-5927.567897219061	-5843.86355441307
49000	82.30489938699303	-5922.938400137371	-5840.633500750378
49200	84.01793546971207	-5928.923903936162	-5844.90596846645
49400	85.02736437947864	-5937.183569935372	-5852.156205555893
49600	81.01596987199589	-5931.163515914545	-5850.147546042549
49800	81.04553064265238	-5934.454029676419	-5853.408499033767
50000	81.32902799982527	-5935.822561010169	-5854.4935330103435
50200	81.76383687402334	-5939.764751969614	-5858.00091509559
50400	79.3625401507379	-5946.529663262597	-5867.167123111859
50600	82.08246909638565	-5940.323100598499	-5858.2406315021135
50800	76.9104051235854	-5929.2237603139465	-5852.313355190361
51000	78.58086061951667	-5927.3259240312145	-5848.745063411698
51200	79.3522922048194	-5936.793542746296	-5857.441250541477
51400	77.99854635608924	-5934.515803393057	-5856.517257036968
51600	79.38657093765514	-5941.503546149396	-5862.116975211741
51800	76.97007787651222	-5934.037071522627	-5857.066993646115
52000	78.73057663066523	-5932.286442177775	-5853.5558655471095
52200	73.19104429146326	-5944.2564025089005	-5871.065358217437
52400	76.91918730494442	-5935.763723972964	-5858.84453666802
52600	76.59571167061978	-5933.746311785279	-5857.15060011466
52800	76.48156186126894	-5944.058863643189	-5867.57730178192
53000	76.66233808250264	-5934.871204866725	-5858.208866784222
53200	77.07875062381972	-5936.750373932158	-5859.671623308339
53400	76.9838383344981	-5937.611503439184	-5860.6276651046865
53600	76.25178025311659	-5931.231631101982	-5854.979850848866
53800	75.8844050714461	-5929.608138484128	-5853.723733412682
54000	77.99070158640002	-5935.554169858311	-5857.563468271911
54200	78.90291059443499	-5929.599038157655	-5850.69612756322
54400	78.49921119373701	-5930.376926773614	-5851.877715579877
54600	75.87505596718348	-5943.282619088028	-5867.407563120844
54800	73.62523577105749	-5939.491775491377	-5865.866539720319
55000	69.1095611757953	-5942.101972967541	-5872.992411791745
55200	70.00862478556343	-5935.151610437979	-5865.1429856524155
55400	66.34155790873454	-5940.7889645645355	-5874.447406655801
55600	60.0975048777715	-5937.998175017246	-5877.900670139474
55800	62.66140839105444	-5940.722173107233	-5878.060764716179
56000	69.2578059223821	-5940.902485691815	-5871.6446797694325
56200	67.30131712774339	-5940.038332625334	-5872.737015497591
56400	69.19029968679972	-5936.663804373178	-5867.473504686379
56600	68.887560332334	-5938.468608620551	-5869.581048288217
56800	68.77925609812162	-5937.632633621078	-5868.853377522956
57000	69.10742675828413	-5932.115307839449	-5863.007881081165
57200	69.94361611440323	-5937.807305888808	-5867.8636897744045
57400	67.56925634718142	-5928.52256507445	-5860.953308727268
57600	71.25534341457208	-5941.206013536566	-5869.950670121994
57800	70.11573105009155	-5930.930041428884	-5860.8143103787925
58000	70.75060879328696	-5927.918999370038	-5857.168390576751
58200	68.93344957875397	-5929.113515116994	-5860.180065538239
58400	66.42634087287453	-5926.411219245392	-5859.984878372517
58600	71.38419932300121	-5925.293909445505	-5853.909710122503
58800	70.9857266276643	-5925.6095208267325	-5854.6237941990685
59000	72.1537782427191	-5923.353985848421	-5851.2002076057015
59200	73.87308169131987	-5921.517259437973	-5847.6441777466525
59400	74.82857382687743	-5923.890606308539	-5849.062032481661
59600	75.67361866234691	-5925.0758577712495	-5849.402239108903
59800	74.40592567807685	-5927.470190857656	-5853.06426517958
60000	73.3949423755723	-5928.698725985034	-5855.303783609462
60200	71.68318288024393	-5928.260886713837	-5856.577703833593
60400	74.66538932963758	-5923.591778652553	-5848.926389322915
60600	74.42259391337308	-5932.560695298058	-5858.138101384685
60800	77.95064546960111	-5931.996613816874	-5854.045968347273
61000	78.03143708485126	-5933.308182037797	-5855.2767449529465
61200	75.63398928339836	-5926.149248014217	-5850.5152587308185
