Gloss	Azerbaijani	Bashkir	Chulym	Chuvash	Crimean Tatar	Cuman	Dolgan	Gagauz	Kara-Kalpak	Karachay-Balkar	Karaim	Kazakh	Khakas	Khalaj	Kumyk	Kyrgyz	Nogai	Northern Altai	Old Turkic	Salar	Shor	Siberian Tatar	Southern Altai	Tatar	Tofa	Turkish	Turkmen	Tuvan	Uyghur	Uzbek	West Yugur	Yakut
ROTTEN_2			sɑs																										sesɛ	sɑs		
ROTTEN_3							hɯtɯj						ʧɯzɯ												ʧɯdɯ			ʧɯdɯ				sɯtɯj
ROTTEN_4														jɯdkøtyr																		
ROTTEN_5																		irikte			irikte											
ROTTEN_6																															jiz	
ROUND_1	døvreli																															
ROUND_2	jumru	jomoro							ʒumɯrɯ			ʒʊmɯr				ʤumuru								jomrɯ								
ROUND_3		tumɑlɑq	ʧumɑq		tomɑlɑq	juɡɑlɑk		juvɑrlɑk	domɑlɑq~dumɑlɑq~ʒumɑlɑq		jumɑlɑk	domɑlɑq	nɯmɑlɑχ			toɣoloq	tɯmɑlɑq									juvɑrɫɑk			domulɑq~jumulɑq~ʒumulɑq	dumɑlɔq~jumɑlɔq		
ROUND_4				ɕɑvrɑɡɑ																												
ROUND_5						teɡirmɑ							terpek						teɣirmi							deːirmi						
ROUND_6						ʧourɑ																										
ROUND_7							tøɡyryk									teɡerek							teɣerik									tøɡyryk
ROUND_8														ɡildir																		
ROUND_9																									tøørej							
RUN_1	ɡɑʧ							kɑʧ																								
RUN_2		jyɡer	ʧyɡyr			juɡur	hyyr		ʒuwɯr		juvur	ʒyɡɘr	ʧyɡyr	jiːir		ʤyɡyr	juwɯr	cyɡyr	jyɡyr	ʒykyr~jykyr	ʧyɡyr	jøɡir	ɟyɡyr	jøɡer					ʒyɡrɛ			syːr
RUN_3				ʧup	ʧɑp					ʧɑp	ʧɑp				ʧɑp		ʃɑp												ʧɑp	ʧɔp		
RUN_4																									sun							
RUN_5																										koʃ						
RUN_6																											ɯlɣɑ					
RUN_7																												mɑŋnɑ				
RUN_8																															qɑjlɑ	
SALT_1	duz	toð	tus		tuz	tus	tyːs	tuz	duz	tuz	tuz	tʊz	tus	tuz	tuz	tuz	tuz	tus	tuz	duz~dyz~tyz	tus		tus	toz	tus	tuz	duð	dus	tuz	tuz	tuz	tuːs
SALT_2				tøvɑr																												
SAND_1	ɡum	qom	qum		qum	kum		kum	qum	qum	kum	qʊm	χum		χum	qum	qum	qum	qum	kum		qum		qom	hum	kum			qum	qum	qum~qom	
SAND_2				χɤʷjɤʷr											qɑjɯr		qɑjɯr															
SAND_3						kun																										
SAND_4							kumɑk											quvɑq			qumɑq											kumɑχ
SAND_5																											ʧɛɡe					
SAY_1	de	ti		te		de	die	de	de	de					de	de	de	de	teː	tɛ~ti		të	de	di	de	de	dij		dɛ	de	ti	die
SAY_2	søjlæ							søle																		søjlʲe						
SAY_3		ɛjt	ɑjt		ɑjt	ɑjt			ɑjt	ɑjt	ɑjt	ɑjt		hɑːj		ɑjt	ɑjt	ɑjt		ejʃɑ	ɑjt	ɛjt	ɑjt	ɛjt			ɑjt		ejt	ɑjt	ɑj	
SAY_4													ʧooχtɑ																			
SAY_5																												ʧuɣɑːlɑ				
SCRATCH_1	ɡɑʃɯ				qɑʃɯ			kɑʃɯ	qɑsɯ	qɑʃɯ	kɑʃɯ~kɑsɯ	qɑsu		qɑʃu	χɑʃɯ	qɑʃɯ	qɑsɯ	qɯʤɯ						qɑʃu		kɑʃɯ	ɡɑʃɑ		qɑʃlɑ	qɑʃi~qɑʃlɑ		
SCRATCH_2		tɯrnɑ	tərβəqtɑ										tɯrbɑ					tɯrbɑ~tɯrbɑqtɑ			tɯrbɑqtɑ		tɯrmɑ						tirmɑqlɑ		tɯrnɑ	tɑrbɑː~tɑrbɑn
SCRATCH_3				χɯɕ																												
SEA_1	dæniz	diŋɡeð			deŋiz	tenɡis		deniz	teŋiz	teŋiz	tenɡiz	teŋɘz			deŋiz	deŋiz	teŋiz	teŋis				tɛŋɡis	teŋis	diŋɡez		deniz	deŋið		deŋiz	deŋiz		
SEE_1	ɟør	kyr	korʲ	kur	kør	kor	kør	ɡør	kør	kør	kør~ker	kør	kør	ker	ɡør	kør	kør	kør	kør	kør	kør	kør	kør	kyr	kør	ɟør	ɡør	kør	kør	kor	kør~kyr	kør
SEED_1		orloq		vørø	urluq	uru~ourluk				urluq	urluk	ʊrɯq			urluq	uruq	urlɯq		uruɣ	urluχ				orlɯq					uruq	uruɣ		
SEW_1	tic	tek	tɘk		tik	tik	tik	dik	tik	tik	tik	tɘk	tɘk	tik	tik	tik	tik	tik		tiχ	tik	tik		tek		dic	tik		tik	tik	tek~tɯq	tik
SEW_2				ɕɘʷle																												
SEW_3																		køktø					køktø									
SEW_4																									dɑɑrɑ			dɑːrɑ				
SHADE_1	cølcæ	kylɛɡɛ	keːlɘɡ		kolʲɡe	kolɛɡe	kylyk	ɡølɡɛ	køleŋke	kølekke	køleɡe	køleŋke	kølek~køletkɘ		ɡølentɡi	køløkø	køletki	køløtkø	køliɡe		kølek		køløtki	kylɛɡɛ	høleɡe	ɟølʲɟe	køleɡe	χøleɡe	kølɛŋkɛ		kylehke~kelehki	kylyk
SHADE_2				ɘmɘlɡe																												
SHARP_1	iti		ʧɘdɘɣ			iti	hɯtɯː			ʤiti	iti		ʧɘtɘɡ	jitdi~jittiː	itti				jiti~jitti		ʧidiɡ				ʧiˤtɘ		jiti	ʧidiɡ			ɯʃtɯɣ	sɯtɯː
SHARP_2		ytker							øtkir			øtkɘr				øtkyr	øtkir	øtkyr					øtkyr~ødyr	ytken					øtkyr	otkir		
SHARP_3				ɕivɘʧ																												
SHARP_4					keskin			keskin						kɛsɡili												cescin						
SHARP_5																qurʧ							qurʧ									
SHORT_1	ɡɯsɑ	qɯsqɑ	qəsqɑ	kɘske	qɯsqɑ	kiʃkɑ		kɯsɑ	qɯsqɑ	qɯsχɑ	kɯskɑ	qɯʃqɑ	χɯsχɑ		qɯsɣɑ	qɯsqɑ	qɯsqɑ	qɯsqɑ	qɯsɡɑ	χɯsχɑ	qɯsqɑ		qɯsχɑ	qɯsqɑ	qɯˤsqɑ	kɯsɑ	ɡɯθɡɑ	qɯsqɑ	qisqɑ		qɯsqɑ	
SHORT_2							kɯlɡɑs																									kɯlɡɑs
SHORT_3																						qɑrsɑq										
SHOULDER_1	ʧijin								ijin		iin	ijɘn				ijin	ijin		eɡin				ijin				eɡin	eɡin			iɡen~ʤiɡin	
SHOULDER_2		iŋbɑʃ								imbɑʃ					inbɑʃ									iŋbɑʃ								
SHOULDER_3		jɑwrɯn																ɟɑrɯn~jɑrɯn		jɑɣrɯ		jɑwrɯn										sɑrɯn
SHOULDER_4		qulbɑʃ		χulbuɕɕi																				qulbɑʃ								
SHOULDER_5			ɛŋnɘ				hɑnnɯ						iŋnɘ																			
SHOULDER_6					omuz			omuz																		omuz			omuz			
SHOULDER_7																				jɑrɡɯ									jɛlkɛ	jelkɑ		
SHOULDER_8																					øʃty											
SHOULDER_9																									øˤhyn							
SHOULDER_10																													høʃnɛ			
SING_1	oχu										ʃɯrɑoχu			hoqu~hoqo																		
SING_2		jɯrlɑ	ərlɑ	jurlɑ	jɯrlɑ	yrlɑ	ɯllɑː			ʤɯrlɑ			ɯrlɑ		jɯrlɑ	ɯrdɑ	jɯrlɑ		jɯrlɑ			jɯrlɑ		ʤɯrlɑ	ɯrlɑ			ɯrlɑ			jɯrlɑ	ɯllɑː
SING_3								ʧɑl																								
SING_4									ɑjt			ɑjt															ɑjt			ɑʃulɑɑjt		
SING_5											sɑrnɑ		sɑrnɑ					sɑrɯnɑ			sɑrnɑ											
SING_6																							qoʒondo									
SING_7																										ʃɑrkɯsøjlʲe						
SING_8																													nɑχʃɑejt			
SIT_1	otur	ultɯr	oːlur	lɑr	otur	oltur	olor	otur	otɯr	oltur	oltur	otɯr	odɯr		oltur	otur	oltɯr	otur	olur	otɯr	odur	otɯr	otɯr	utɯr	olur~olɯr	otur	otur	olur	oltur	otir	oltur	olor
SIT_2														juor																		
SKIN_1	dæri	tire		tirɘ	teri		tiriː	deri	teri	teri	teri	terɘ	teːr	tɛri	teri	teri	teri	tere	teri	tir	tere	tɛri	tere	tire		deri	deri		terɛ	teri	ter~tere	tiriː
SKIN_2			ʧɑmɑɣ																													
SKIN_3						bilɑu																										
SKIN_4																									keˤʃ			keʃ				
SKY_1	ɟøj																															
SKY_2		kyk			kok	kok		ɡøk		køk	køk				køk	køk	køk	køk	køk			køk		kyk		ɟøc						
SKY_3			kunʲ																													
SKY_4				tybe																												
SKY_5							kɑllɑːn																									χɑllɑːn
SKY_6													tiɡɘr					teɡri	teŋri		teɡri		teŋeri		deːre			deer			teŋir	
SKY_7																			qɑlɯq													
SLEEP_1	jɑt													jɑt													jɑt					
SLEEP_2		joqlɑ			juqlɑ				ujqɯlɑ	ʤuqlɑ	juklɑ				juχlɑ		ujqlɑ			uχlɑ		joqlɑ~juqlɑ		joqlɑ			uqlɑ		uχlɑ	uχlɑ		
SLEEP_3			uzu			uju		uju					uzu								uzu					uju					uzu	
SLEEP_4				ɕɯvɤʷr																												
SLEEP_5							utuj												udɯ						udu			udu				utuj
SLEEP_6												ʊjɯqtɑ				uqtɑ		ujqtɑ~ujttɑ					uχtɑ									
SMALL_1	ciʧic		kɘʧeeʧ			kyʧe~kiʧi		kyʧyʤyk		ɡitʧe	kiʧi~kiʦi		kɘʧiʤek		ɡiʧʧi	kiʧine		kiʤiɡ~kiʧi~kiʧinek~kiʧeʧ~kiʧy	kiʧiɡ	kiʧi~kiʤi	kiʧiɡ	kiʧy	kiʧi			cyʧyc	kiʧi		kiʧik		kiʧiɡ	
SMALL_2		bɛlɛkɛj~bɛlɛkɛs					kyʧʧyɡyj																									kuʧːuɡuj
SMALL_3					ufɑʧɯq																					ufɑk						
SMALL_4									kiʃkene~kiʃkentɑj			kɘʃkene~kɘʃkentɑj					kiʃkej							keʧkenɛ						kiʧkinɑ		
SMELL_1	duj	toj		tuj	duj			duj									tuj							toj		duj	duj				tuj	
SMELL_2		hið		sis	sez				sez	sez	ses	sez			sez	sez	sez	ses			ses		sez	siz			θɯð		sɛz	sez		
SMELL_3							bil		bil	bil		bɘl	pɘl		bil	bil										bilʲ				bil		bil
SMELL_4													sizɘn																			
SMELL_5																												ʧɯdɯːrɣɑ				
SMELL_6																												ʧɯtqɑq				
SMOKE (EXHAUST)_1	tysty	tøtøn	tydyn	tɘʷdɘʷm	tytyn	tutum~tutun		tytyn	tytin	tytyn	tytyn~tytsy	tytɘn	tydyn	tityn	tytyn	tytyn	tytin	tydøk	tytyn	ʦyʦyn~ʤyʤyn	tydyn	totin		tøten		dumɑn				tutun		
SMOKE (EXHAUST)_2							buruo																									buruo
SMOKE (EXHAUST)_3													ɯs										ɯʃ		ɯʃ			ɯʃ	is~ɛs		ɯs	
SMOKE (EXHAUST)_4																											tyθθe					
SMOOTH_1		tiɡeð			teɡiz		teniɡir		teɡis			teɡɘs			teɡiʃ	teɡiz	teɡis					tɑqɯr					tekið		teqis~teqir~tɑqir	tekis		
SMOOTH_2				jɑɡɑ																												
SMOOTH_3								dyz			tyz		tys					tys		tiz			tys			dyz			tyz		tys	
SMOOTH_4										sɯjdɑm																						
SMOOTH_5																					sɯlɑɣɑj											kɯlɑːkkɑj
SMOOTH_6																									kileɡer			qɯlɑŋ				
SMOOTH_7																													siliq	silliq		
SNAKE_1	ilɑn	jɯlɑn		ɕɘlen	jɯlɑn	ilɑn~ɡillɑn~jlɑɡɑn		jɯlɑn	ʒɯlɑn	ʤɯlɑn	jɯlɑn~ilɑn	ʒɯlɑn	ʧɯlɑn	jilɑːn	jɯlɑn	ʤɯlɑn	jɯlɑn	cɯlɑn	jɯlɑn	jilɑn	ʧɯlɑn	jɯlɑn	ɟɯlɑn	jɯlɑn		jɯɫɑn	jɯlɑn	ʧɯlɑn	ilɑn~ʒilɑn	ilɔn	jɯlɑn	
SNAKE_2			uzunɣurt																													
SNAKE_3																									ʧerbɑlɯː							
SNAKE_4																																erienyøn
SNOW_1	ɡɑr	qɑr	qɑr	jur	qɑr	kɑr~kɑr	kɑːr	kɑːr	qɑr	qɑr	kɑr	qɑr	χɑr	qɑːr	qɑr	qɑr	qɑr	qɑr	qɑr	qɑr	qɑr	qɑr	qɑr	qɑr	qɑr	kɑr	ɡɑr	χɑr	qɑr	qɔr	qɑr	χɑːr
SOFT_1	jumʃɑɡ	jomʃɑq	ʧəmʧɑq	ɕemʑe	jɯmʃɑq	jumsɑk		jɯmɯʃɑk	ʒumsɑq	ʤumuʃɑq	imʃɑχ	ʒʊmsɑq	nɯmzɑχ		jɯmɯʃɑq	ʤumʃɑq	jumsɑq		jumʃɑq	miʃɯχ	ʧɯmʧɑq		ɟɯmʃɑχ	jomʃɑq	ʧɯmʤɑq	jumuʃɑk	jumʃɑq	ʧɯmʧɑq	jumʃɑq~ʒumʃɑq	jumʃɔq	jumsɑq	
SOFT_2							imiɡes													miʧeχ												
SOFT_3																																sɯmnɑɣɑs
SOUR_1		ɛse			ekʃi			iːʃi~ijʃi																ɛʧe		ecʃi						
SOUR_2			ɑʧəɣ				ɑhɯː											ɑʤɯɣ			ɑʧɯɣ				ɑʤɯɣ			ɑʒɯɣ			ɑʧɯɣ	ɑhɯː
SOUR_3				jyʑɘ																												
SOUR_4										mɯstɯ																						
SOUR_5											kuʤur																					
SOUR_6												qɯʃqɯl				qɯʧqɯl		qɯʧqɯlɑq														
SOUR_7													ɑʧɑɑn																			
SOUR_8															ɑʧʧɯ		ɑʃʃɯ	ɑʧqɯm					ɑʧu						ɑʧʧiq			
SPIN_1	æjir		ir						ijir	ijir	iir	ijɘr	iir	hɛjir	ijir	ijr	ijir	ijir			iːr		iir		eːr	ejir	eɡir		eɡɛr~iɡɛr	ijɡir		
SPIN_2		ilɛ																														
SPIN_3				ɑrlɑ~ɑvɤʷrlɑ																				erlɛ								
SPIN_4					ʧijrɑt																											
SPIN_5								iplikiʃle																								
SPIN_6																																ør
SPIT_1	typyr	tøkør	tykurʲ		tykyr			tykyr	tykir	tykyr	tikir	tykɘr	tykyr		tykyr	tykyr	tykir	tykyr		tyχor	tykkyr	tøkur	tykyr	tøker	tykkyr	tycyr	tyjkyr		tykyr	tupur		
SPIT_2				sur																												
SPIT_3																			sod													
SPIT_4																														tuplɑ		
SPIT_5																															tydeste	
SPIT_6																																silleː
STAND_1	dur	tor	tur	tør	tur	tur	tur	dur	tur	tur	tur	tur	tur	tur	tur	tur	tur	tur	tur	dɯr	tur	tor~tur	tur	tor	tur	dur	dur	tur	tur	tur	tur	tur
STAR_1	ulduz	jondoð	ʧəltəs	ɕøldør	jɯldɯz	juldus	hulus	jɯldɯz	ʒuldɯz	ʤulduz	julduz~jolduz~jɯldɯz	ʒʊldɯz	ʧɯltɯs	julduz	julduz	ʤɯldɯz	juldɯz	jɯldɯs	jultuz	jultus~jiltis	ʧɯltɯs		ɟɯldɯs	joldɯz	sɯltɯs	jɯɫdɯz	jɯldɯð	sɯldɯs	jultuz~ʒultuz	julduz	jultɯs~jɯltɯs	sulus
STICK_1	ɑɣɑʤ		ɑɑʧ										ɑɣɑs	hɑɣɑʧ					ɯɣɑʧ			ɑɣɑʦ	ɑɣɑʃ									
STICK_2	ʧubuɡ					ʧibuk																										
STICK_3		tɑjɑq			tɑjɑq				tɑjɑq	tɑjɑq	tɑjɑk	tɑjɑq	tɑjɑχ		tɑjɑq	tɑjɑq	tɑjɑq	tɑjɑq			tɑjɑq	tɑyɑq	tɑjɑq	tɑjɑq	tɑjɑq		tɑjɑq	dɑjɑŋɣɯːʃ	tɑjɑq	tɑjɔq		
STICK_4				pɑdɑk																												
STICK_5							mɑs																					ɯjɑʃ				
STICK_6								sopɑ																		sopɑ					ʤomɑq	
STICK_7																				peŋɡɑr												
STICK_8																									merhe			merɡe				
STONE_1	dɑʃ	tɑʃ	tɑs		tɑʃ	tɑs~tɑʃ	tɑːs	tɑʃ	tɑs	tɑʃ	tɑʃ	tɑs	tɑs	tɑːɑʃ	tɑʃ	tɑʃ	tɑs	tɑʃ~tɑs	tɑʃ	tɑʃ	tɑʃ	tɑʃ	tɑʃ	tɑʃ	dɑʃ	tɑʃ	dɑʃ	dɑʃ	tɑʃ	tɔʃ	tɑs	tɑːs
STONE_2			sɑjdɑːzə																													
STONE_3				ʧul																												
STRAIGHT_1	dyz	tøð				tuʃ				tyz		tyzu			tyz	tyz		tys			tys		tys			dyz					toz~tys~tøz	
STRAIGHT_2		turɑ		tyrɘ	doɣru			doːru	tuwrɯ		doɣru						tuwrɑ					turɯ~torɯ		turɯ				dort	toɣri	toɣri		
STRAIGHT_3			qɑβɑrtɑ																													
STRAIGHT_4						konu	kønø						kønɘ												høny		ɡøni					kønø
STRAIGHT_5						koiuj																										
STRAIGHT_6																				tizer												
SUCK_1	sor	hur	sor						sor			sor	sor	suor	sor	sor	sor	sor	sor		sor		soor	suɯr	sor		θor	sor	ʃorɑ	sor		
SUCK_2	æm	im	ɛm	ɘʷm	em		em	em	em	em	em	em	em	ɛm	em	em	em				em		em	im	em	em	em	em	ɛm	em	em	em
SUCK_3							obor																									obor
SUCK_4																		ep														
SUN_1	ɟynæʃ	qojɑʃ			kyneʃ			ɡyneʃ			kujɑʃ											qojɑʃ		qojɑʃ		ɟyneʃ				qujɔʃ		
SUN_2	ɟyn		kunʲɣɑrɑːɣə			kun	kyn	ɡyn	kyn	kyn		kyn	kyn	kyn~kin	ɡyn	kyn	kyn	kyn	kyn	kun	kyn		kyn		hyn		ɡyn	χyn	kyn		kyn	kyn
SUN_3				χɘʷvel																												
SWALLOW_1	ud	jot		ɕøt	jut			jut	ʒut	ʤut	jut	ʒʊt		juːut	jut	ʤut	jut	jyt				jut~jyt	ɟut	jot		jut	juwut		ʒut	jut		
SWALLOW_2			ɑzɯr				ɯɲɯr						ɑzɯr						siŋir						bɑˤtɯr			ɑʒɯr				
SWALLOW_3																				uχ												
SWALLOW_4																					oːrtɑ											
SWALLOW_5																																ɯj̃ɯhɯn
SWEET_1		tɑtlɯ	tɑːdləɣ		tɑtlɯ	tɑtli		tɑtlɯ		tɑtlɯ	tɑtlɯ	tɛttɘ	tɑdɯlɯɣ		tɑtli	tɑttuu	tɛtli	tɑɑttu	tɑtɯɣlɯɣ			tɑtlɯ	tɑtu	tɑtlɯ	tɑdɯɣlɯɣ	tɑtɫɯ					tɑtɯɣ	
SWEET_2				pɯlɑk																												
SWEET_3							miɲɲiɡes																									minɲiɡes
SWEET_4																				tɛlli												
SWEET_5																											θyjʤi					
SWELL_1	ʃiʃ	ʃeʃ		ʃɯɕ	ʃiʃ			ʃiʃ	is		sis	ɘs	sɘs	ʃɯʃ	ʃiʃ	ʃiʃ	sis		sɯʃ		ʃiʃ			ʃeʃ	ɯʃ	ʃiʃ	ʧiʃ	ɯʃ	iʃʃɛ	ʃiʃ	sɯz	is
SWELL_2			kopʲ			kob				køb								køp														
SWELL_3																		tiʒi														
SWIM_1	yz	jøð	ʧys			juz		yz	ʒyz	ʤyz	jyz	ʒyz	ʧys		jyz	syz	jyz	jys	jyz		ʧys	jys	ɟys	jøz		jyz	jyð		yz	suz		
SWIM_2					jɑldɑ												jɑldɑ															
SWIM_3							køp																									
SWIM_4														kirun																		
SWIM_5																				ʧum												
SWIM_6																									eˤhin							
SWIM_7																												eʃt				
SWIM_8																															qɑj	
TAIL_1	ɡujruɡ	qojroq	quzuruq		qujruq	kujruɡ	kuturuk	kujruk	qujrɯq	qujruq	kujruk	qʊjrɯq	χuzuruχ	qurduq	qujruq	qujruq	qujrɯq	qujruq~qujrɯq	qudruq	quruχ~kuruχ	quzuruq	qujrɯq	qujruq	qojrɯq	quduruq	kujruk	ɡujruq	quduruq	qujruq		quzruq	kuturuk
TAIL_2				χyre																												
TAKE_1	ɟøtyr																															
TAKE_2		ɑl	ɑl	il	ɑl	ɑl	ɯl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑl	ɑɫ	ɑl	ɑl	ɑl	ɔl	ɑl	ɯl
TALL_1	jycsæc				jyksek			yysek																		jycsec						
TALL_2		bejek							bijik	mijik	bijik	bijɘk			bijik	bijik	bijik		bedyk			bøjek	bijik	bijek	bedɘk		bejik	bedik				
TALL_3			pøːzyk										pøzɘk								møzyk											
TALL_4				ɕylɘ																												
TALL_5							yrdyk																									yrdyk
TALL_6																		eːs											eɡiz			
TALL_7																				piːχi												
TALL_8																															ɯrliɣ	
TEAR (SHRED)_1	jɯrt	jɯrt			jɯrt			jɯrt	ʒɯrt	ʤɯrt	jɯrt~irt	ʒɯrt	ʧɯrt		jɯrt	ʤɯrt	jɯrt	ɟɯrt~cɯrt~jɯrt				jɯrt	ɟɯrt	jɯrt		jɯrt	jɯrt		ʒit	jirt		
TEAR (SHRED)_2			ys											hiz			yz		yz		ys										yz	
TEAR (SHRED)_3				ɕur										hur											ɯr			or				
TEAR (SHRED)_4							kɑjɯt																									χɑjɯt
TEAR (SHRED)_5													tɑlɑ								tɑlɑ											
THAT_1	o				o	osol	ol	o	ol	o	ol		ol	o	o		ol	ol	ol		ol	ul	ol		ol	o	ol			o	ol	ol
THAT_2		teɡe	tɛɣ													tiɡi								teɡe								
THAT_3				leʃ																												
THAT_4												ɑnɑ																				
THAT_5																				u									u			
THAT_6																												døø				
THERE_1	orɑdɑ							orɑdɑ	ɑnɑkɛrɑdɑ																	orɑdɑ	otɑjdɑ					
THERE_2		undɑ	ɑndɑ	undɑ	ɑndɑ					ɑndɑ	ɑndɑ	ondɑ	ɑndɑ		ondɑ	ɑndɑ	ondɑ	ɑndɑ	ɑntɑ	ɑntɑ	ɑndɑ	ɑndɑ	ɑndɑ	ɑndɑ	ɯndɑ			ɯndɑ			ɑndɑ	
THERE_3							onno																									onno
THERE_4								orɑsɯ						uoːrɑ																		
THERE_5																											oljerde		ujɛrdɛ	ojerdɑ		
THEY_1	onlɑr	ulɑr	olɑr		olɑr	ɑlɑr		onnɑr	olɑr	ɑlɑ	ɑlɑr	olɑr	olɑr	ollɑr	olɑr	ɑlɑr	olɑr	ɯlɑr~lɑr	olɑr	vulɑr	ɯlɑr		olor	ɑlɑr	olɑrɯŋ	onɫɑr	olɑr	olɑr	ulɑr	ulɑr	qolɑr	
THEY_2				vɘʷzem																												
THEY_3							ɡiniler																									kiniler
THICK_1	ɡɑlɯn	qɑlɯn	qɑːləŋ	χulɤʷn	qɑlɯn			kɑlɯn	qɑlɯn	qɑlɯn	kɑlɯn	qɑlɯŋ	χɑlɯn		qɑlɯn	qɑlɯn	qɑlɯn		qɑlɯn		qɑlɯn		qɑlɯn	qɑlɯn	hɯlɯn	kɑɫɯn	ɡɑlɯŋ	qɯlɯn	qelin	qɑlin	qɑlɯn	χɑlɯŋ
THICK_2	joɣun	jɯwɑn							ʒuwɑn					joɣun					joɣun	joɣɑn		juwɑn	ɟoon	juwɑn	nøon		joɣɯn	ʧoon		joɣɔn	joɣɯn	suon
THICK_3										bɑzɯq	bɑzɯq																					
THICK_4																	dombɑj															
THIN_1	inʤæ			ɕinʑe	inʤe		hinnʲiɡes	inʤɛ																	niŋɡe	inʤe	inʧe	ʧiŋɡe	inʧike			sinɲiɡes
THIN_2		joqɑ		ɕuɣɑ	jufqɑ				ʒuqɑ	ʤuqɑ		ʒʊqɑ	ʧuɣɑ			ʤuqɑ	juqɑ		juqɑ		ʧuɣɑ		ɟuqɑ	juqɑ	ʧuɣɑ		juqɑ	ʧuɣɑ	jupqɑ~juqqɑ~ʒupqɑ	jupqɑ	juqɑ	
THIN_3			ʧuɣɑʤɑːq																													
THIN_4			ʧɘʧkæʤeːk						ʒiŋiʃke	iŋiʧke	inʧke	ʒɘŋɘʃke	nɘske			iʧke	jiŋiʃke	ʧiʧke	jinʧɡe	neʃke				neʧkɛ					iŋiʧke	iŋiʧkɑ		
THIN_5																				joχpɑ												
THIN_6																				lɛʃki												
THIN_7																															ʃike	
THINK_1	dyʃyn				tysyn			dyʃyn																		dyʃyn						
THINK_2		ujlɑ			ojlɑ				ojlɑ	ojlɑ		ojlɑ			ojlɑʃ	ojlɑ	ojlɑ					ojlɑ		ujlɑ					ojlɑ	ojlɑ		
THINK_3			pøːɡun																		pøɡyn											
THINK_4			sɑːɣən			sɑɡin					sɑɣɯn		sɑɣɯn	sɑn				sɑɣɯn	sɑqɯn						sɑɣɯn						sɑqɯn	
THINK_5				ʃuɣɤʷʃlɑ																												
THINK_6																		sɑnɑ			sɑnɑn		sɑnɑ									sɑnɑ
THINK_7																												bodɑ				
THIS_1	bu	bɯl	pu		bu	bu	bu	bu	bul	bu	bu	bʊl	pu	bo	bu	bu	bu	po	bu	bu	po	bu	pu	bu	bo	bu	bu	bo	bu	bu	pu	bu
THIS_2				ku																												
THOU_1	sæn	hin	sɛn		sen	sen	en	sɛn	sen	sen	sen	sen	sin	sɛn	sen	sen		sen	sen	sen	sen	sin	sen	sin	sen	sen	θen	sen	sɛn		sen	en
THOU_2				ezɘ																												
THOU_3																	siz													siz		
THREE_1	yʧ	øs	yʧ		yʧ	uʧ	ys	yʧ	yʃ	yʧ	yʧ	yʃ	ys	yːʧ	yʧ	yʧ	yʃ	yʧ~yʃ	yʧ	uʃ	yʃ	øʧ	yʧ	øʧ	yʃ	yʧ	yʧ	yʃ	yʧ	uʧ	yʃ~uʃ	ys
THREE_2				viɕɕɘ~viʑɘ~viɕ																												
THROAT_1	boɣɑz	boɣɑð			boɣɑz			buɑz						boɣɯz~boɣɑz			boɣɯrdɑq		boɣɑz~boɣuz	poɣtɑχ				buɣɑz	boos	boːɑz	boɣɑð	boostɑɑ	boɣɑz~boɣuz		poɣɯs	
THROAT_2		tɑmɑq	tɑmɑq			tɑmɑk			tɑmɑq	tɑmɑq	tɑmɑq	tɑmɑq	tɑmɑχ		tɑmɑq	tɑmɑq	tɑmɑq		tɑmɣɑq		tɑbɑq		tɑmɑq	tɑmɑq					tɑmɑq	tɔmɔq		tɑmɑχ
THROAT_3				pɯr														pɑkuːr														
THROAT_4							kɑbɯrɡɑ																									χɑbɑrɣɑ
THROAT_5									ɑlqɯm																				ɑlqin			
THROAT_6																		tɯn														
THROW_1	ɑt				ɑt			ɑt	ɑt	ɑt	ɑt			hɑt					ɑt			ɑt		ɑt		ɑt			ɑt	ɔt		
THROW_2		tɑʃlɑ	tɑstɑ						tɑslɑ			tɑstɑ	tɑstɑ		tɑʃlɑ	tɑʃtɑ	tɑslɑ				tɑʃtɑ	tɑʃlɑ	tɑʃtɑ	tɑʃlɑ			tɑʃlɑ	dɑʒɑ	tɑʃlɑ	tɑʃlɑ	tɑrdɑ	
THROW_3		ɯrɣɯt		ɯvɤʷt												ɯrɡɯt																
THROW_4		bɛr		pɤʷrɑχ~per			bɯrɑk																									bɯrɑχ
THROW_5							keːs												kemiʃ													kebis~keːs
THROW_6									ɯlɑqtɯr			lɑqtɯr					bɯlɑqtɯr															
THROW_7										silde			sil					ʧel														
THROW_8																									qɑɣ							
THROW_9																												oqtɑ				
TIE_1	bɑɣlɑ	bɛjlɛ	pɑɣlɑ		bɑɣlɑ		bɑːj	bɑːlɑ	bɑjlɑ	bɑjlɑ	bɑvlɑ~bɑjlɑ	bɑjlɑ	pɑlɣɑ	vɑːɑ	bɑjlɑ	bɑjlɑ	bɑjlɑ	pɑɣlɑ	bɑ	pɑɣlɑ	pɑɣlɑ	pɑwlɑ	bulɑ	bɛjlɛ	bɑɣlɑ	bɑːɫɑ	bɑɣlɑ	bɑɣlɑ	bɑɣlɑ	bɔɣlɑ	pɑɣlɑ~pɑlɣɑ	bɑːj
