# Wordlist

# DATA
ID	DOCULECT	CONCEPT	TOKENS	SONARS	PROSTRINGS	CLASSES	LANGID	NUMBERS	WEIGHTS	IPA	DUPLICATES	LEXSTATID
2303	Kara-Kalpak	ABOVE	y s t i n d e	7 3 1 7 4 1 7	XMBYMBZ	YSTINTE	9	9.Y.V 9.S.c 9.T.C 9.I.V 9.N.c 9.T.C 9.E.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	ystinde	0	1
2570	Karachay-Balkar	ABOVE	b ɑ ʃ ɯ n d ɑ	1 7 3 7 4 1 7	AXBYMBZ	PASINTA	10	10.P.C 10.A.V 10.S.C 10.I.V 10.N.c 10.T.C 10.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	bɑʃɯndɑ	0	9
2932	Karaim	ABOVE	y s t	7 3 1	XLN	YST	11	11.Y.V 11.S.c 11.T.c	1.5 1.1 0.8	yst	0	4
2933	Karaim	ABOVE	ɑ ʃ ɯ r ɑ	7 3 7 5 7	XBYBZ	ASIRA	11	11.A.V 11.S.C 11.I.V 11.R.C 11.A.V	1.5 1.75 1.3 1.75 0.8	ɑʃɯrɑ	0	35
3207	Kazakh	ABOVE	y s t ɘ n e n	7 3 1 7 4 7 4	XMBYBYN	YSTENEN	12	12.Y.V 12.S.c 12.T.C 12.E.V 12.N.C 12.E.V 12.N.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	ystɘnen	0	1
3208	Kazakh	ABOVE	ɘ n d e	7 4 1 7	XMBZ	ENTE	12	12.E.V 12.N.c 12.T.C 12.E.V	1.5 1.1 1.75 0.8	ɘnde	0	1
3477	Khakas	ABOVE	y s t y n ʤ e	7 3 1 7 4 2 7	XMBYMBZ	YSTYNCE	13	13.Y.V 13.S.c 13.T.C 13.Y.V 13.N.c 13.C.C 13.E.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	ystynʤe	0	1
3478	Khakas	ABOVE	y n d e	7 4 1 7	XMBZ	YNTE	13	13.Y.V 13.N.c 13.T.C 13.E.V	1.5 1.1 1.75 0.8	ynde	0	1
3963	Kumyk	ABOVE	y s t y n d e	7 3 1 7 4 1 7	XMBYMBZ	YSTYNTE	15	15.Y.V 15.S.c 15.T.C 15.Y.V 15.N.c 15.T.C 15.E.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	ystynde	0	1
4234	Kyrgyz	ABOVE	y s t y n d ø	7 3 1 7 4 1 7	XMBYMBZ	YSTYNTU	16	16.Y.V 16.S.c 16.T.C 16.Y.V 16.N.c 16.T.C 16.U.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	ystyndø	0	1
4526	Nogai	ABOVE	y s t i n d e	7 3 1 7 4 1 7	XMBYMBZ	YSTINTE	17	17.Y.V 17.S.c 17.T.C 17.I.V 17.N.c 17.T.C 17.E.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	ystinde	0	1
4866	Northern Altai	ABOVE	y s t	7 3 1	XLN	YST	18	18.Y.V 18.S.c 18.T.c	1.5 1.1 0.8	yst	0	4
5152	Old Turkic	ABOVE	y z	7 3	XN	YS	19	19.Y.V 19.S.c	1.5 0.8	yz	1	4
5153	Old Turkic	ABOVE	y s t	7 3 1	XLN	YST	19	19.Y.V 19.S.c 19.T.c	1.5 1.1 0.8	yst	0	4
5446	Salar	ABOVE	i ʃ t	7 3 1	XLN	IST	20	20.I.V 20.S.c 20.T.c	1.5 1.1 0.8	iʃt	1	4
5447	Salar	ABOVE	b ɑ ʃ	1 7 3	AXN	PAS	20	20.P.C 20.A.V 20.S.c	2.0 1.5 0.8	bɑʃ	1	39
5698	Shor	ABOVE	y s t y n d e	7 3 1 7 4 1 7	XMBYMBZ	YSTYNTE	21	21.Y.V 21.S.c 21.T.C 21.Y.V 21.N.c 21.T.C 21.E.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	ystynde	0	1
5976	Siberian Tatar	ABOVE	y s t	7 3 1	XLN	YST	22	22.Y.V 22.S.c 22.T.c	1.5 1.1 0.8	yst	0	4
6237	Southern Altai	ABOVE	y s t y l e	7 3 1 7 5 7	XMBYBZ	YSTYLE	23	23.Y.V 23.S.c 23.T.C 23.Y.V 23.L.C 23.E.V	1.5 1.1 1.75 1.3 1.75 0.8	ystyle	0	1
6238	Southern Altai	ABOVE	y s t y n d e	7 3 1 7 4 1 7	XMBYMBZ	YSTYNTE	23	23.Y.V 23.S.c 23.T.C 23.Y.V 23.N.c 23.T.C 23.E.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	ystynde	0	1
6512	Tatar	ABOVE	ø s t e n n ɛ n	7 3 1 7 4 4 7 4	XMBYMBYN	USTENNEN	24	24.U.V 24.S.c 24.T.C 24.E.V 24.N.c 24.N.C 24.E.V 24.N.c	1.5 1.1 1.75 1.3 1.1 1.75 1.3 0.8	østennɛn	0	1
6783	Tofa	ABOVE	yˤ s t y n d e	7 3 1 7 4 1 7	XMBYMBZ	YSTYNTE	25	25.Y.V 25.S.c 25.T.C 25.Y.V 25.N.c 25.T.C 25.E.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	yˤstynde	0	1
6784	Tofa	ABOVE	ɑ ʤ ɯ r ɯ	7 2 7 5 7	XBYBZ	ACIRI	25	25.A.V 25.C.C 25.I.V 25.R.C 25.I.V	1.5 1.75 1.3 1.75 0.8	ɑʤɯrɯ	0	35
7044	Turkish	ABOVE	y z e r i n d e	7 3 7 5 7 4 1 7	XBYBYMBZ	YSERINTE	26	26.Y.V 26.S.C 26.E.V 26.R.C 26.I.V 26.N.c 26.T.C 26.E.V	1.5 1.75 1.3 1.75 1.3 1.1 1.75 0.8	yzerinde	0	9
7045	Turkish	ABOVE	y s t y n d e	7 3 1 7 4 1 7	XMBYMBZ	YSTYNTE	26	26.Y.V 26.S.c 26.T.C 26.Y.V 26.N.c 26.T.C 26.E.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	ystynde	0	1
7315	Turkmen	ABOVE	y ʃ t y n d e	7 3 1 7 4 1 7	XMBYMBZ	YSTYNTE	27	27.Y.V 27.S.c 27.T.C 27.Y.V 27.N.c 27.T.C 27.E.V	1.5 1.1 1.75 1.3 1.1 1.75 0.8	yʃtynde	0	1
7316	Turkmen	ABOVE	b ɑ ʃ ɯ n d ɑ	1 7 3 7 4 1 7	AXBYMBZ	PASINTA	27	27.P.C 27.A.V 27.S.C 27.I.V 27.N.c 27.T.C 27.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	bɑʃɯndɑ	0	9
7571	Tuvan	ABOVE	y ʃ t	7 3 1	XLN	YST	28	28.Y.V 28.S.c 28.T.c	1.5 1.1 0.8	yʃt	0	4
7572	Tuvan	ABOVE	q ɯ r ɯ	1 7 5 7	AXBZ	KIRI	28	28.K.C 28.I.V 28.R.C 28.I.V	2.0 1.5 1.75 0.8	qɯrɯ	0	35
7870	Uyghur	ABOVE	y s t i d ɛ	7 3 1 7 1 7	XMBYBZ	YSTITE	29	29.Y.V 29.S.c 29.T.C 29.I.V 29.T.C 29.E.V	1.5 1.1 1.75 1.3 1.75 0.8	ystidɛ	0	1
7871	Uyghur	ABOVE	y z r ɛ	7 3 5 7	XBCZ	YSRE	29	29.Y.V 29.S.C 29.R.C 29.E.V	1.5 1.75 1.5 0.8	yzrɛ	0	5
8148	Uzbek	ABOVE	u s t i d ɑ	7 3 1 7 1 7	XMBYBZ	YSTITA	30	30.Y.V 30.S.c 30.T.C 30.I.V 30.T.C 30.A.V	1.5 1.1 1.75 1.3 1.75 0.8	ustidɑ	0	1
8479	West Yugur	ABOVE	j y z e	6 7 3 7	AXBZ	JYSE	31	31.J.C 31.Y.V 31.S.C 31.E.V	2.0 1.5 1.75 0.8	jyze	0	5
8755	Yakut	ABOVE	y r d y n e n	7 5 1 7 4 7 4	XMBYBYN	YRTYNEN	32	32.Y.V 32.R.c 32.T.C 32.Y.V 32.N.C 32.E.V 32.N.c	1.5 1.1 1.75 1.3 1.75 1.3 0.8	yrdynen	0	1
#
75	Azerbaijani	ANT	ɡ ɑ r ɯ ʃ ɡ ɑ	1 7 5 7 3 1 7	AXBYMBZ	KARISKA	1	1.K.C 1.A.V 1.R.C 1.I.V 1.S.c 1.K.C 1.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	ɡɑrɯʃɡɑ	0	40
351	Bashkir	ANT	q ɯ r m ɯ θ q ɑ	1 7 5 4 7 3 1 7	AXMBYMBZ	KIRMIDKA	2	2.K.C 2.I.V 2.R.c 2.M.C 2.I.V 2.D.c 2.K.C 2.A.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	qɯrmɯθqɑ	0	41
632	Chulym	ANT	q u m u r s q ɑ	1 7 4 7 5 3 1 7	AXBYLMBZ	KYMYRSKA	3	3.K.C 3.Y.V 3.M.C 3.Y.V 3.R.c 3.S.c 3.K.C 3.A.V	2.0 1.5 1.75 1.3 1.1 1.1 1.75 0.8	qumursqɑ	0	41
1135	Crimean Tatar	ANT	q ɯ m ɯ r s q ɑ	1 7 4 7 5 3 1 7	AXBYLMBZ	KIMIRSKA	5	5.K.C 5.I.V 5.M.C 5.I.V 5.R.c 5.S.c 5.K.C 5.A.V	2.0 1.5 1.75 1.3 1.1 1.1 1.75 0.8	qɯmɯrsqɑ	0	41
1136	Crimean Tatar	ANT	q ɑ r ɯ n ʤ ɑ	1 7 5 7 4 2 7	AXBYMBZ	KARINCA	5	5.K.C 5.A.V 5.R.C 5.I.V 5.N.c 5.C.C 5.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	qɑrɯnʤɑ	0	40
1917	Gagauz	ANT	k ɑ r ɯ m ʤ ɑ	1 7 5 7 4 2 7	AXBYMBZ	KARIMCA	8	8.K.C 8.A.V 8.R.C 8.I.V 8.M.c 8.C.C 8.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	kɑrɯmʤɑ	0	40
2186	Kara-Kalpak	ANT	q u m ɯ r s q ɑ	1 7 4 7 5 3 1 7	AXBYLMBZ	KYMIRSKA	9	9.K.C 9.Y.V 9.M.C 9.I.V 9.R.c 9.S.c 9.K.C 9.A.V	2.0 1.5 1.75 1.3 1.1 1.1 1.75 0.8	qumɯrsqɑ	0	41
2459	Karachay-Balkar	ANT	q u m u r s χ ɑ	1 7 4 7 5 3 3 7	AXBYLMBZ	KYMYRSGA	10	10.K.C 10.Y.V 10.M.C 10.Y.V 10.R.c 10.S.c 10.G.C 10.A.V	2.0 1.5 1.75 1.3 1.1 1.1 1.75 0.8	qumursχɑ	0	41
2774	Karaim	ANT	k u m u r s k ɑ	1 7 4 7 5 3 1 7	AXBYLMBZ	KYMYRSKA	11	11.K.C 11.Y.V 11.M.C 11.Y.V 11.R.c 11.S.c 11.K.C 11.A.V	2.0 1.5 1.75 1.3 1.1 1.1 1.75 0.8	kumurskɑ	0	41
3091	Kazakh	ANT	q ʊ m ɯ r s q ɑ	1 7 4 7 5 3 1 7	AXBYLMBZ	KYMIRSKA	12	12.K.C 12.Y.V 12.M.C 12.I.V 12.R.c 12.S.c 12.K.C 12.A.V	2.0 1.5 1.75 1.3 1.1 1.1 1.75 0.8	qʊmɯrsqɑ	0	41
3359	Khakas	ANT	χ ɯ m ɯ s χ ɑ	3 7 4 7 3 3 7	AXBYMBZ	GIMISGA	13	13.G.C 13.I.V 13.M.C 13.I.V 13.S.c 13.G.C 13.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	χɯmɯsχɑ	0	41
3626	Khalaj	ANT	ɡ u m u r ɣ ɑː ʧ	1 7 4 7 5 3 7 2	AXBYMBYN	KYMYRGAC	14	14.K.C 14.Y.V 14.M.C 14.Y.V 14.R.c 14.G.C 14.A.V 14.C.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	ɡumurɣɑːʧ	0	41
3850	Kumyk	ANT	χ o m u r s ɣ ɑ	3 7 4 7 5 3 3 7	AXBYLMBZ	GUMYRSGA	15	15.G.C 15.U.V 15.M.C 15.Y.V 15.R.c 15.S.c 15.G.C 15.A.V	2.0 1.5 1.75 1.3 1.1 1.1 1.75 0.8	χomursɣɑ	0	41
4116	Kyrgyz	ANT	q u m u r s q ɑ	1 7 4 7 5 3 1 7	AXBYLMBZ	KYMYRSKA	16	16.K.C 16.Y.V 16.M.C 16.Y.V 16.R.c 16.S.c 16.K.C 16.A.V	2.0 1.5 1.75 1.3 1.1 1.1 1.75 0.8	qumursqɑ	0	41
4396	Nogai	ANT	q u m ɯ r s q ɑ	1 7 4 7 5 3 1 7	AXBYLMBZ	KYMIRSKA	17	17.K.C 17.Y.V 17.M.C 17.I.V 17.R.c 17.S.c 17.K.C 17.A.V	2.0 1.5 1.75 1.3 1.1 1.1 1.75 0.8	qumɯrsqɑ	0	41
4712	Northern Altai	ANT	ʧ u b ɑ l ɑ	2 7 1 7 5 7	AXBYBZ	CYPALA	18	18.C.C 18.Y.V 18.P.C 18.A.V 18.L.C 18.A.V	2.0 1.5 1.75 1.3 1.75 0.8	ʧubɑlɑ	0	54
5038	Old Turkic	ANT	q u m u r s ɣ ɑ	1 7 4 7 5 3 3 7	AXBYLMBZ	KYMYRSGA	19	19.K.C 19.Y.V 19.M.C 19.Y.V 19.R.c 19.S.c 19.G.C 19.A.V	2.0 1.5 1.75 1.3 1.1 1.1 1.75 0.8	qumursɣɑ	0	41
5039	Old Turkic	ANT	ʧ y m e l i	2 7 4 7 5 7	AXBYBZ	CYMELI	19	19.C.C 19.Y.V 19.M.C 19.E.V 19.L.C 19.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ʧymeli	0	54
5316	Salar	ANT	q u m u s q ɑ	1 7 4 7 3 1 7	AXBYMBZ	KYMYSKA	20	20.K.C 20.Y.V 20.M.C 20.Y.V 20.S.c 20.K.C 20.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	qumusqɑ	0	41
5582	Shor	ANT	q ɯ m ɯ s q ɑ ʃ	1 7 4 7 3 1 7 3	AXBYMBYN	KIMISKAS	21	21.K.C 21.I.V 21.M.C 21.I.V 21.S.c 21.K.C 21.A.V 21.S.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 0.8	qɯmɯsqɑʃ	0	41
6121	Southern Altai	ANT	ʧ ɯ m ɑ l ɯ	2 7 4 7 5 7	AXBYBZ	CIMALI	23	23.C.C 23.I.V 23.M.C 23.A.V 23.L.C 23.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ʧɯmɑlɯ	0	54
6393	Tatar	ANT	q ɯ r m ɯ s q ɑ	1 7 5 4 7 3 1 7	AXMBYMBZ	KIRMISKA	24	24.K.C 24.I.V 24.R.c 24.M.C 24.I.V 24.S.c 24.K.C 24.A.V	2.0 1.5 1.1 1.75 1.3 1.1 1.75 0.8	qɯrmɯsqɑ	0	41
6670	Tofa	ANT	h ɯ m ɯ s q ɑ	3 7 4 7 3 1 7	AXBYMBZ	HIMISKA	25	25.H.C 25.I.V 25.M.C 25.I.V 25.S.c 25.K.C 25.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	hɯmɯsqɑ	0	41
6929	Turkish	ANT	k ɑ r ɯ n ʤ ɑ	1 7 5 7 4 2 7	AXBYMBZ	KARINCA	26	26.K.C 26.A.V 26.R.C 26.I.V 26.N.c 26.C.C 26.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	kɑrɯnʤɑ	0	40
7201	Turkmen	ANT	ɡ ɑ r ɯ n ʤ ɑ	1 7 5 7 4 2 7	AXBYMBZ	KARINCA	27	27.K.C 27.A.V 27.R.C 27.I.V 27.N.c 27.C.C 27.A.V	2.0 1.5 1.75 1.3 1.1 1.75 0.8	ɡɑrɯnʤɑ	0	40
7456	Tuvan	ANT	q ɯ m ɯ s q ɑ j ɑ q	1 7 4 7 3 1 7 6 7 1	AXBYMBYBYN	KIMISKAJAK	28	28.K.C 28.I.V 28.M.C 28.I.V 28.S.c 28.K.C 28.A.V 28.J.C 28.A.V 28.K.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 0.8	qɯmɯsqɑjɑq	0	41
7726	Uyghur	ANT	ʧ ø m y l i	2 7 4 7 5 7	AXBYBZ	CUMYLI	29	29.C.C 29.U.V 29.M.C 29.Y.V 29.L.C 29.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ʧømyli	0	54
8034	Uzbek	ANT	ʧ u m ɔ l i	2 7 4 7 5 7	AXBYBZ	CYMULI	30	30.C.C 30.Y.V 30.M.C 30.U.V 30.L.C 30.I.V	2.0 1.5 1.75 1.3 1.75 0.8	ʧumɔli	0	54
8638	Yakut	ANT	k ɯ m ɯ r d ɑ ɣ ɑ s	1 7 4 7 5 1 7 3 7 3	AXBYMBYBYN	KIMIRTAGAS	32	32.K.C 32.I.V 32.M.C 32.I.V 32.R.c 32.T.C 32.A.V 32.G.C 32.A.V 32.S.c	2.0 1.5 1.75 1.3 1.1 1.75 1.3 1.75 1.3 0.8	kɯmɯrdɑɣɑs	0	41
#
20	Azerbaijani	ARM OR HAND	ɡ o l	1 7 5	AXN	KUL	1	1.K.C 1.U.V 1.L.c	2.0 1.5 0.8	ɡol	0	60
21	Azerbaijani	ARM OR HAND	æ l	7 5	XN	EL	1	1.E.V 1.L.c	1.5 0.8	æl	0	60
292	Bashkir	ARM OR HAND	q u l	1 7 5	AXN	KYL	2	2.K.C 2.Y.V 2.L.c	2.0 1.5 0.8	qul	0	60
575	Chulym	ARM OR HAND	q o l	1 7 5	AXN	KUL	3	3.K.C 3.U.V 3.L.c	2.0 1.5 0.8	qol	0	60
822	Chuvash	ARM OR HAND	χ u l	3 7 5	AXN	GYL	4	4.G.C 4.Y.V 4.L.c	2.0 1.5 0.8	χul	0	60
823	Chuvash	ARM OR HAND	ɑ l ɤʷ	7 5 7	XBZ	ALE	4	4.A.V 4.L.C 4.E.V	1.5 1.75 0.8	ɑlɤʷ	0	61
1081	Crimean Tatar	ARM OR HAND	q o l	1 7 5	AXN	KUL	5	5.K.C 5.U.V 5.L.c	2.0 1.5 0.8	qol	0	60
1082	Crimean Tatar	ARM OR HAND	e l	7 5	XN	EL	5	5.E.V 5.L.c	1.5 0.8	el	0	60
1361	Cuman	ARM OR HAND	e l	7 5	XN	EL	6	6.E.V 6.L.c	1.5 0.8	el	0	60
1624	Dolgan	ARM OR HAND	i l iː	7 5 7	XBZ	ILI	7	7.I.V 7.L.C 7.I.V	1.5 1.75 0.8	iliː	0	61
1862	Gagauz	ARM OR HAND	k o l	1 7 5	AXN	KUL	8	8.K.C 8.U.V 8.L.c	2.0 1.5 0.8	kol	0	60
1863	Gagauz	ARM OR HAND	e l	7 5	XN	EL	8	8.E.V 8.L.c	1.5 0.8	el	0	60
2126	Kara-Kalpak	ARM OR HAND	q o l	1 7 5	AXN	KUL	9	9.K.C 9.U.V 9.L.c	2.0 1.5 0.8	qol	0	60
2401	Karachay-Balkar	ARM OR HAND	q o l	1 7 5	AXN	KUL	10	10.K.C 10.U.V 10.L.c	2.0 1.5 0.8	qol	0	60
2402	Karachay-Balkar	ARM OR HAND	b i l e k	1 7 5 7 1	AXBYN	PILEK	10	10.P.C 10.I.V 10.L.C 10.E.V 10.K.c	2.0 1.5 1.75 1.3 0.8	bilek	0	61
2674	Karaim	ARM OR HAND	k o l	1 7 5	AXN	KUL	11	11.K.C 11.U.V 11.L.c	2.0 1.5 0.8	kol	0	60
2675	Karaim	ARM OR HAND	b i l e k	1 7 5 7 1	AXBYN	PILEK	11	11.P.C 11.I.V 11.L.C 11.E.V 11.K.c	2.0 1.5 1.75 1.3 0.8	bilek	0	61
2676	Karaim	ARM OR HAND	b i l ɛ k	1 7 5 7 1	AXBYN	PILEK	11	11.P.C 11.I.V 11.L.C 11.E.V 11.K.c	2.0 1.5 1.75 1.3 0.8	bilɛk	0	61
3033	Kazakh	ARM OR HAND	q o l	1 7 5	AXN	KUL	12	12.K.C 12.U.V 12.L.c	2.0 1.5 0.8	qol	0	60
3299	Khakas	ARM OR HAND	χ o l	3 7 5	AXN	GUL	13	13.G.C 13.U.V 13.L.c	2.0 1.5 0.8	χol	0	60
3578	Khalaj	ARM OR HAND	q o l	1 7 5	AXN	KUL	14	14.K.C 14.U.V 14.L.c	2.0 1.5 0.8	qol	0	60
3579	Khalaj	ARM OR HAND	ɛ l	7 5	XN	EL	14	14.E.V 14.L.c	1.5 0.8	ɛl	0	60
3791	Kumyk	ARM OR HAND	q o l	1 7 5	AXN	KUL	15	15.K.C 15.U.V 15.L.c	2.0 1.5 0.8	qol	0	60
4057	Kyrgyz	ARM OR HAND	q o ɫ	1 7 5	AXN	KUL	16	16.K.C 16.U.V 16.L.c	2.0 1.5 0.8	qoɫ	0	60
4334	Nogai	ARM OR HAND	q o l	1 7 5	AXN	KUL	17	17.K.C 17.U.V 17.L.c	2.0 1.5 0.8	qol	0	60
4630	Northern Altai	ARM OR HAND	q o l	1 7 5	AXN	KUL	18	18.K.C 18.U.V 18.L.c	2.0 1.5 0.8	qol	0	60
4981	Old Turkic	ARM OR HAND	q o l	1 7 5	AXN	KUL	19	19.K.C 19.U.V 19.L.c	2.0 1.5 0.8	qol	0	60
4982	Old Turkic	ARM OR HAND	e l i ɡ	7 5 7 1	XBYN	ELIK	19	19.E.V 19.L.C 19.I.V 19.K.c	1.5 1.75 1.3 0.8	eliɡ	0	61
5249	Salar	ARM OR HAND	q o l	1 7 5	AXN	KUL	20	20.K.C 20.U.V 20.L.c	2.0 1.5 0.8	qol	0	60
5250	Salar	ARM OR HAND	e l	7 5	XN	EL	20	20.E.V 20.L.c	1.5 0.8	el	0	60
5251	Salar	ARM OR HAND	i l	7 5	XN	IL	20	20.I.V 20.L.c	1.5 0.8	il	0	60
5527	Shor	ARM OR HAND	q o l	1 7 5	AXN	KUL	21	21.K.C 21.U.V 21.L.c	2.0 1.5 0.8	qol	0	60
5798	Siberian Tatar	ARM OR HAND	q o l	1 7 5	AXN	KUL	22	22.K.C 22.U.V 22.L.c	2.0 1.5 0.8	qol	0	60
6066	Southern Altai	ARM OR HAND	q o l	1 7 5	AXN	KUL	23	23.K.C 23.U.V 23.L.c	2.0 1.5 0.8	qol	0	60
6334	Tatar	ARM OR HAND	q u l	1 7 5	AXN	KYL	24	24.K.C 24.Y.V 24.L.c	2.0 1.5 0.8	qul	0	60
6611	Tofa	ARM OR HAND	q o l	1 7 5	AXN	KUL	25	25.K.C 25.U.V 25.L.c	2.0 1.5 0.8	qol	0	60
6875	Turkish	ARM OR HAND	k o ɫ	1 7 5	AXN	KUL	26	26.K.C 26.U.V 26.L.c	2.0 1.5 0.8	koɫ	0	60
6876	Turkish	ARM OR HAND	e lʲ	7 5	XN	EL	26	26.E.V 26.L.c	1.5 0.8	elʲ	0	60
7146	Turkmen	ARM OR HAND	ɡ o l	1 7 5	AXN	KUL	27	27.K.C 27.U.V 27.L.c	2.0 1.5 0.8	ɡol	0	60
7147	Turkmen	ARM OR HAND	e l	7 5	XN	EL	27	27.E.V 27.L.c	1.5 0.8	el	0	60
7404	Tuvan	ARM OR HAND	χ o l	3 7 5	AXN	GUL	28	28.G.C 28.U.V 28.L.c	2.0 1.5 0.8	χol	0	60
7670	Uyghur	ARM OR HAND	q o l	1 7 5	AXN	KUL	29	29.K.C 29.U.V 29.L.c	2.0 1.5 0.8	qol	0	60
7986	Uzbek	ARM OR HAND	q o l	1 7 5	AXN	KUL	30	30.K.C 30.U.V 30.L.c	2.0 1.5 0.8	qol	0	60
8245	West Yugur	ARM OR HAND	q o l	1 7 5	AXN	KUL	31	31.K.C 31.U.V 31.L.c	2.0 1.5 0.8	qol	0	60
8246	West Yugur	ARM OR HAND	e l ɯ ɣ	7 5 7 3	XBYN	ELIG	31	31.E.V 31.L.C 31.I.V 31.G.c	1.5 1.75 1.3 0.8	elɯɣ	0	61
8247	West Yugur	ARM OR HAND	e l i ɡ	7 5 7 1	XBYN	ELIK	31	31.E.V 31.L.C 31.I.V 31.K.c	1.5 1.75 1.3 0.8	eliɡ	0	61
8581	Yakut	ARM OR HAND	i l iː	7 5 7	XBZ	ILI	32	32.I.V 32.L.C 32.I.V	1.5 1.75 0.8	iliː	0	61
#
89	Azerbaijani	ASH	c y l	1 7 5	AXN	CYL	1	1.C.C 1.Y.V 1.L.c	2.0 1.5 0.8	cyl	0	65
366	Bashkir	ASH	k ø l	1 7 5	AXN	KUL	2	2.K.C 2.U.V 2.L.c	2.0 1.5 0.8	køl	1	65
646	Chulym	ASH	k u lʲ	1 7 5	AXN	KYL	3	3.K.C 3.Y.V 3.L.c	2.0 1.5 0.8	kulʲ	1	65
888	Chuvash	ASH	k ɘʷ l	1 7 5	AXN	KEL	4	4.K.C 4.E.V 4.L.c	2.0 1.5 0.8	kɘʷl	0	65
1151	Crimean Tatar	ASH	k y l	1 7 5	AXN	KYL	5	5.K.C 5.Y.V 5.L.c	2.0 1.5 0.8	kyl	0	65
