	Aichi	Akita	Aomori	Chiba	Ehime	Fukui	Fukuoka	Fukushima	Gifu	Gunma	Hachijō	Hateruma	Hirara	Hiroshima	Hokkaidō	Hyōgo	Ibaraki	Ikema	Irafu	Ishigaki	Ishikawa	Iwate	Kagawa	Kagoshima	Kanagawa	Kumamoto	Kyōtō	Kōchi	Mie	Miyagi	Miyazaki	Nagano	Nagasaki	Nara	Naze	Niigata	Okayama	Okinawa	Old Japanese	Saga	Saitama	Shiga	Shimane	Shizuoka	Taketomi	Tarama	Tochigi	Tokushima	Tottori	Toyama	Tōkyō	Wakayama	Yamagata	Yamaguchi	Yamanashi	Yonaguni	Ōita	Ōsaka
WHO_3		donoβutp	donoβuto	doɴçito	donoʃito	donoçito		donoʃito		donoʃito					donoçito	donoʃito	donoçito				donoçito	donoçito		doɴʃi	donoçito	donoçito	donoçito	ɴdonoçito	donoçito	donoçito	doɴʃito	donoʃito	donoçito	donoçito		donoʃito				donoçito	donoʃito	donoçito	donofuto	donoçito				donoçito	donomoɴ	donoçito	donoçito	donoçito	doeʤi	donoçito	donoçito			donoçito
WHO_4							dai				dai																																															
WHO_5	døːʦu								døːʦu														doiʦu												duɴʦʔu		deːʦu																				doitu	
WHO_6														dore																																												
WIND_1	kaʣe	kaɴje	kaɴʣe	kade	kaʣe	kaje	kaje	kaʣe	kaʣe	kaʣe	kaʣe	kaʤi	kaʤi	kade	kaʣe	kaʣe	kaʣe	kadi	kaʤi	kaʤi	kaʣe	kaɴʣe	kaʣe	kaʣe	kaʣe	kaje	kaʣe	kaʣe	kaʣe	kaɴje	kaje	kaʣe	kaje	kaʣe	kaʤə	kaʣe	kaʣe	haʤi	kaʣe	kaje	kaʣe	kaʣe	kaʣe	kaʣe	kaʤi	kadi	kaʣe	kaʣe	kaʣe	kaʣe	kaʣe	kaʣe	kaɴʣe	kaje	kaʣe	kadi	kaje	kaʣe
YEAR_1	toʃi	toʃi	tosu	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	tusɨ	tusɨ	toʃi	toʃi	toʃi	toʃi	tusɨ	tusɨ	tusɨ	toʃi	tosu	toʃi	toʃi̥	toʃi	toʃi	toʃi	toʃi	toʃi	tosu	toʃi	toʃi	toʃi	toʃi	tuʃi	toʃi	toʃi	tuʃiː	tøʃi	toʃi	toʃi	toʃi	toʃi	toʃi	tuʃi	tusɨ	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	toʃi	tuʧi	toʃi	toʃi
YELLOW_1												ksɨɴksɨʃahaɴ								ksɨɴksɨɴ																																						
YELLOW_2						ukoɴ																ukoɴero																												okoɴiro			ukoɴ					
YELLOW_3													ksɨːru					ʦɨːru																																								
YELLOW_4	kiː	kiːro	kiːro	kiːro	kiːro		kina	kjuːro	kiːro	kiːro	kiːro			kiː	kiːro	kiː	kiːro		kiːru		kiːro		kiː	kinairo	kiːro	kina	kiːro	kiː	kiːro	kiːro	kiːro	kiːro	kiːro	kiːro	kʔiʔiro	kiero	kiːro	kiːru	ki	kiɴnaka	kiːro	kiːro	kiːro	kiːro	kiːru	kiːru	kiːro	kiːro	kiːro		kiːro	kiːro		kiː	kiːro	kirui	kina	kiː
