	Aromanian	Asturian	Catalan (Castelló de la Plana)	Catalan (Central)	Catalan (Manises)	Catalan (Minorcan)	Catalan (Northwestern)	Catalan (Valencia)	Dalmatian	Emiliano (Carpigiano)	Emiliano (Ferrarese)	Emiliano (Reggiano)	Franco-Provençal	French	Friulian	Galician	Istro-Romanian	Italian	Ladin (Fassano)	Ladin (Gardenese)	Latin (Archaic)	Latin (Late Classical)	Ligurian (Genoa)	Ligurian (Rapallo)	Ligurian (Stella)	Lombard (Bergamo)	Lombard (Plesio)	Megleno-Romanian	Neapolitan	Occitan	Old French	Old Italian	Picard	Piedmontese (Barbania)	Piedmontese (Carmagnola)	Piedmontese (Lanzo Torinese)	Piedmontese (Turinese)	Piedmontese (Vercellese)	Portuguese	Romagnol	Romanian	Romansh (Grischun)	Romansh (Surmiran)	Romansh (Sursilvan)	Romansh (Vallader)	Sardinian (Campidanese)	Sardinian (Logudorese)	Sicilian (Catanian)	Sicilian (Messinese)	Sicilian (Palermitan)	Sicilian (Southeastern)	Spanish	Tuscan	Umbrian	Venetian (Bellunese)	Venetian (Primiero)	Venetian (Venice)	Walloon
COME_1																										ɛɲ																	nɛkr													vˈɛɲer		
COME_2										ɲiːr	ɲir	ɲiːr	mɲi			biɾ																						ɲiː	viɾ						ɲir													
COME_3			vˈindɾe		bˈindɾe		bˈindɾe	bˈindɾe																																						bɛnnˈi	bˈennere											
COME_4	ʑˈinŭ																																																									
COME_5		benˈiɾ		bənˈi		vənˈi			venˈar					vəniʁ	viɲˈiː		verˈi	venˈire	veɲˈir	unˈi	wɛnˈiːrɛ	vɛnˈiːrɛ	veɲˈiː	veɲˈi	veːɲˈi		veɲˈi	vin	vənˈi	venˈi	vənˈir	venˈire	vniʁ	vni	vni	vni				vni~avnˈi	avenˈi	vəɲˈir		vəɲˈir				vˈɛniɾi	vˈɛnɨɾɨ	vjˈɛniɾi	vˈɛniɾi	benˈiɾ	venˈire	vinˈi	venjˈar		venˈir	vyny~vny
COME_6																																					vˈeŋe																					
DIE_1	mˈorŭ	morˈeɾ	moɾˈiɾ	muɾˈi	moɾˈiɾ	muɾˈi	moɾˈi	moɾˈiɾ	morˈar	murˈiːr	murˈir	murˈiːr	morˈi	muʁiʁ	murˈiː	morˈeɾ	murˈi	morˈire	morˈir	murˈi	mˈɔriː	mˈɔriː	muˈiː	muˈi	miˈi	mør	murˈi	mor	muɾˈi	muɾˈi	morˈir	morˈire	mweʁiʁ	mˈøjre	mˈøjre	mˈøjre	mˈøjre	mˈøri	muʁˈeɾ	murˈi	amurˈi	murˈir	murˈɛkr	murˈir	murˈir	mɔrrˈi	mˈorrere	mˈɔɾiɾi	mˈɔɾɨɾɨ	mwˈɔɾiɾi	mˈɔʐi	moɾˈiɾ	morˈire	murˈi	morˈir	morˈir	morˈir	mɔʀy
DOG_1		pˈero																																																		pˈero						
DOG_2			ɡos	ɡos	ɡos		ɡos	ɡos																																																		
DOG_3													θɛ̃	ʃjɛ̃																	ʧjẽn		kjɛ̃																									ʧɛ̃
DOG_4	kˈɨne																											kˈɔjni													kˈɨjne																	
DOG_5						ka			kwoŋ	kaŋ	kan	kaːn			caŋ	kaŋ		kˈane	ɕaŋ	ɕaŋ	kˈanɪs	kˈanɪs	kaŋ	kaŋ	kaŋ	ka	kaŋ		kˈanə			kˈane		kaŋ	kaŋ	kaŋ	kaŋ	kaŋ	kɐ̃w̃	kãn		ɕawn	caŋ	ɕawn	ɕan	kˈai	kˈane	kˈani	kˈanɨ	kˈani	kˈani		kˈane	kˈane	kaŋ	kaŋ	kaŋ	
DOG_6																														ʧiŋ																												
DOG_7																	brek																																									
DRINK_1																					bˈɪbɛrɛ	bˈɪbɛrɛ							vˈɛβəɾə~vˈeβəɾə																			vˈiviɾi~bˈiviɾi	bˈivɨɾɨ	vˈiviɾi	vˈiviɾi~bˈiviɾi							
DRINK_2																																														buffˈaj	buffˈare											
DRINK_3		bebˈeɾ	bˈewɾe	bˈɛwɾə	bˈewɾe	bˈɛwɾə	bˈewɾe	bˈewɾe	bar	bˈɛver	bˈɛar	bˈɛver	bˈajre	bwaʁ	bˈɛvi	beβˈeɾ		bˈere	bˈejver	bˈevər			bˈɛjve	bˈeje	bˈɛjve					bˈewɾe	bˈojvrə	bˈere	bweʁ	bˈɛjve	bˈɛjve	bˈɛjve	bˈejve	bˈeːvi	bɨβˈeɾ			bˈajvər	bˈevər	bˈɛjbər	bˈajvər							beβˈeɾ			bˈere	bˈever	bˈɛver~bˈever~bˈevar	bwaːʀ
DRINK_4	be̯aw																bæ									bif	beːf	be̯aw												beː	abˈe̯a												bɛ	beː				
DRY_1		sˈeko	sek	sɛk	sek	sɛk	sek	sek		sɛk			sɛ	sɛk		sˈeko		sˈekko	sek	sək	sˈɪkkʊs	sˈɪkkʊs	sˈekku	sˈekku	sˈekku	sɛk			sˈikkə	se	sɛk	sˈekko	se	sɛk	sɛk	sɛk	sɛk	søk	sˈeku	sɛk						sikkˈaw	sˈikku	sˈikku	sˈikku	sˈikku	sˈikku	sˈeko	sˈekko	sˈikku	sek		sˈeko	sɛʧ
DRY_2	uskˈatŭ								swat~sot	sut	sut	sot			sut		uskˈɒt		sut	sut~sjəwt							syʧʧ	uskˈat								syjt					uskˈat	siɕ	sic		syt											sut		
DRY_3																																												ʃeɕ														
EAR_1													ˈɔrʎo	ɔʁɛj	orˈɛle											orˈɛʤa							ɔʁɛl																									ɔʀɛj
EAR_2	urˈe̯akʎe	oɾˈeja	oɾˈeʎa	uɾˈɛʎə	oɾˈeʎa	uɾˈɛə		oɾˈeʎa		urˈɛʧa	urˈɛʧa	urˈɛʧa				oɾˈeʎa	urˈækʎe		urˈeja								urˈeʤa	urˈe̯akʎə			orˈɛʎə			urˈija	urˈija	urˈija	urˈija	urˈøʤa	oɾˈeʎɐ	urˈɛʧa	urˈeke	urˈeʎə	urˈejə	urˈeʎə	urˈaʎə	orˈiɣa						oɾˈexa			rˈeʧa	rˈeʧa	rˈɛʧa~rˈeʧa	
EAR_3									orˈakla~rˈakla									orˈekkjo~orˈekkja		urˈədla									rˈekkjə			orˈekkja															orˈikkra	aɾˈikkju	ɾˈikkɨ	aɾˈikkju~aɾˈikkja			orˈekkjo	rˈekkja				
EAR_4																							wˈɛʤa		wˈɛʤʤa																																	
EAR_5							awɾˈeʎɛ														ˈawrɪs	ˈawrɪs		awˈeʤe						awɾˈio																					awɾˈiʧʧa							
EARTH (SOIL)_1																	pemˈint																								pəmˈɨnt																	
EARTH (SOIL)_2	ʦˈarə																											ʦˈarə																														
EARTH (SOIL)_3		tjˈera	tˈɛra	tˈɛrə	tˈɛra	tˈɛrə	tˈɛrɛ	tˈɛra	tˈara~tjˈara	tˈɛra	tˈɛra	tˈɛra	tˈɛra	tɛʁ	tjˈɛre~tjˈare	tˈɛra		tˈɛrra	tˈera	tjˈəra	tˈɛrra	tˈɛrra	tˈɛra	tˈɛːra	tˈɛːra	tˈɛra	tˈɛra		tˈɛrrə	tˈɛʀo	tˈɛrə	tˈɛrra	tjɛʁ	tˈɛra	tˈɛra	tˈɛra	tˈera	tˈɛra	tˈɛʁɐ	tˈɛə̯ra		tˈɛrə	tˈerə	tjˈarə	tˈɛrə	tˈɛrra	tˈerra	tˈɛrra	tˈɛrra	tjˈɛʐa	tˈɛʐa	tjˈera	tˈɛrra	tˈɛrra	tˈɛra	tˈɛra	tˈɛra	tɛʀ
EAT_1																					ˈeːdɛrɛ	ˈeːdɛrɛ																																				
EAT_2		komˈeɾ														komˈeɾ																							kumˈeɾ													komˈeɾ						
EAT_3														mɑ̃ʒe																			mɛ̃ʒe																									muɲe
EAT_4	mˈɨkŭ																məŋkˈɒ																								amɨŋkˈa		məʎˈer	məʎˈar														
EAT_5			meɲʤˈaɾ	məɲʒˈa	meɲʧˈaɾ	məɲʒˈa	meɲʤˈa	meɲʧˈaɾ	manˈajko	maɲˈɛːr	maɲˈar	maɲˈɛːr			manɟˈaː			manʤˈare	maɲˈɛr	majˈə			maŋʤˈa	maŋʤˈa	maŋʤˈɛ	maŋʤˈa	maŋʤˈa	mənˈank	maɲɲˈa	manʤˈa	mãnʤjˈer	manʤˈare		maŋʤˈe	maŋʤˈe	maŋʤˈe	manʤˈe	maŋʤˈɛ		maɲˈeə̯		mənʤˈar			mənʤˈar		mandiɡˈare	manʧˈaɾi	manʧˈaɾɨ	manʧˈaɾi	manʧˈaɾi		manʤˈare	maɲɲˈa	maɲˈar	maɲˈar	maɲˈar	
EAT_6																																														pappˈaj												
EAT_7													bʤiː																																													
EGG_1	ow		ɔw	ɔw	ɔw	ɔw	ɔw	ɔw													ˈoːwũ							wow		jɔw					øw						ow					ow										ow		
EGG_2										oːv	ɔv	oːv				ˈɔβo	ov	wˈɔvo				ˈoːvũ	ˈøvu	ˈøvu	ˈøːvu				wˈovə			wˈɔvo		øv		øv	øv		ˈovu	ɔə̯v							ˈovu	ˈɔvu	ˈɔvu	wˈɔvu	wˈɔvu		ˈɔvo	ˈɔu	ˈovo	ˈovo	vˈɔvo~vˈovo	
EGG_3		ɡwˈebo																																																		wˈeβo						
EGG_4													wa																																													
EGG_5														œf	uːf				ef	wef						of	øːf				wœf							øf				of	of		øf													
EGG_6									juv																								ɥe											jef														
EGG_7																																																										yː
EYE_1													ʒy~ʒyː																																													
EYE_2																														ˈiwe~iw																												
EYE_3			uʎ	uʎ	uʎ		uʎ	uʎ																																		eʎ	iʎ	eʎ	øʎ													
EYE_4														œj																ɥɛj	wœʎ		œl																									
EYE_5						uj													ˈeje															øj	øj	øj	øj																					uːj
EYE_6		ɡwˈejo																		wedl																																						
EYE_7																							ˈøʤʤu	ˈøʤʤu	ˈøːʤʤu																																	
EYE_8									vˈaklo						vˈoːli																																											
EYE_9	ˈokʎu																ˈokʎu	ˈɔkkjo			ˈɔkʊɫʊs	ˈɔkʊɫʊs						wˈokʎu	wˈokkjə			ˈɔkkjo							ˈoʎu		okʲ					ˈoɣu	ˈokkru	ˈɔkkju	ˈɔkkju	wˈɔkkju	wˈɔʧʧu		ˈɔkkjo	ˈokkju				
EYE_10																										øʧ	øʧʧ											øʧ																				
EYE_11										ɔːʧ	oʧ	ɔːʧ				ˈɔʎo																								ɔʧ												ˈoxo			ˈɔʧo	ˈɔʧo	ˈɔʧo	
FAR_1	dipˈarte																								distˈaːŋte			dipˈarti													depˈarte														distˈaŋte		distˈaŋte	
FAR_2	lˈarɡu																																														alˈarɡu											
FAR_3																																														atˈezu												
FAR_4									lontwˈoŋ	luntˈan	luntˈan	luntˈaːn			lontˈaŋ			lontˈano					luŋtˈan	luŋtˈan	luŋtˈan	luntˈa	luntˈaŋ		luntˈanə			lontˈano		luŋtˈaŋ	luŋtˈaŋ		luŋtˈaŋ	luŋtˈaŋ		luntˈãn								luntˈanu	luntˈanu	luntˈanu	luntˈanu		lontˈano	lontˈanu	loŋtˈaŋ	loŋtˈaŋ	loŋtˈaŋ~ɰoŋtˈaŋ	
FAR_5													lwɛ̃~lwɛ	lwɛ̃																			lwɛ̃																									
FAR_6																														ljewˈeŋ~lɥeŋ~ljuŋ																												
FAR_7		ʎˈonʃe														lˈonʃe	lˈɒrɡo				ɫˈɔŋɡeː	ɫˈɔŋɡeː																	lˈõʒɨ																			lɔ̃
FAR_8																															lojɲ					løɲ																						
FAR_9																																																				lˈexos						
FAR_10																			dalˈonʧ	lonʧ~dalˈonʧ																						dəlˈunʃ			dəlˈœnʧ~dəlˈœnʃ													
FAR_11		ʎˈoɲe	ʎuɲ	ʎuɲ	ʎunt		ʎuɲ	ʎunt																																			ʎˈunʃ	lunʃ														
FAR_12						ənfˈɔɾə																																																				
FAT (ORGANIC SUBSTANCE)_1						sɛw																																																				
FAT (ORGANIC SUBSTANCE)_2																					pˈɪŋɡʷɛ																																					
