	Beijing	Changsha	Chengdu	Fuzhou	Guangzhou	Guilin	Ha'erbin	Jinan	Jixi	Loudi	Meixian	Nanchang	Nanjing	Rongcheng	Suzhou	Taiyuan	Wenzhou	Xi'an	Xiamen
LEAF_2			su²¹³ʦɹ̩⁵³je²¹je²¹			lje⁵⁵te²³													
LEAF_3	jɛ⁵¹													jə²¹⁴		je⁴⁵	ji²¹	jɛ²¹	
LEAF_4		je²⁴ʦɹ̩⁰					jɛ⁵³ʦɹ̩⁰	jə³¹ʦɹ̩⁰		je³⁵ʦɹ̩⁰		jɛt⁵ʦɹ̩⁰	jeʔ⁵ʦɹ̩⁰		ɦjəʔ²³ʦɹ̩⁵²	je⁴⁵ʦəʔ⁰			
LEAF_5											jap⁵pe⁰								
LEAF_6					ip²														
LEG_1						ʨjɑu⁵⁵tu²¹ʦe²³													
LEG_2																	ʨja⁴¹ʨja⁴¹		
LEG_3				kʰa⁵⁵løy³²															kʰa⁵⁵kut³²
LEG_4	tʰwei²¹³	tʰei⁴¹~tʰei⁴¹pa⁵⁵ʦɹ̩⁰	tʰwei⁵³		tʰøy³⁵		tʰwei²¹³	tʰwei⁴⁵	tʰa²¹³	tʰwe⁴²	tʰwi³¹	tʰwi²¹³	tʰwei¹¹	tʰei²¹⁴		tʰwei⁵³		tʰwei⁵³	
LEG_5															pʰɑ̃⁵²				
LIE (REST)_1	tʰɑŋ²¹³	tʰan⁴¹		to³²	tʰɔŋ³⁵	tʰɑŋ²³	tʰaŋ²¹³	tʰɑŋ⁴⁵	kʰwɑ̃³⁵~tʰõ²¹³	kʰun³⁵	tʰoŋ¹¹	tʰɔŋ²¹³	tʰɑ̃¹¹	tʰaŋ²¹³	tʰɑ̃⁵²	tʰɒ̃⁴⁵			to⁵³
LIE (REST)_2			tʰaŋ⁵³tau⁵³ʨʰi⁵³																
LIE (REST)_3		ɕɥei¹¹	swei²¹³tau⁵³~swei²¹³ʨʰi⁵³										swei⁴⁴					fei⁴⁴	
LIE (REST)_4																	fa⁴⁴		
LIE (REST)_5											min¹¹								
LIVER_1	kan⁵⁵	kan³³	tan⁵³	kaŋ⁵⁵	kɔn⁵³		kan⁴⁴				lon³³	kon⁴²		kɐn⁵²					
LIVER_2								kæ̃²¹³		kwẽ⁴⁴			kɑ̃³¹			kæ̃²¹		tæ̃⁵³	kwã⁵⁵
LIVER_3						kwɑ⁴²			kɔ⁵⁵						kø⁴⁴		ky⁴⁴		
LONG_1		ʦan¹³													zã¹³				
LONG_2	ʈ͡ʂʰɑŋ³⁵		ʦʰaŋ²¹	twoŋ⁵³	ʦʰœŋ²¹	ʦɑŋ²²	ʈ͡ʂʰaŋ²⁴	ʦʰɑŋ⁵³	ʨʰjõ⁴⁴	ʥɔŋ¹³	ʦʰoŋ¹¹	ʦʰɔŋ²⁴	ʦʰɑ̃¹³	ʈ͡ʂʰaŋ³⁵		ʦʰɒ̃²¹		ʈ͡ʂʰɑŋ²⁴	
LONG_3																			tŋ̍²⁴
LONG_4																	ʥi³⁴¹		
LOUSE_1	ʂɻ̩⁵⁵	sɹ̩²⁴po¹³ʦɹ̩⁰	se²¹ʦɹ̩⁵³				ʂɻ̩⁴⁴ʦɹ̩⁰	ʂɻ̩²¹⁴ʦɹ̩⁰	ɕjeʔ³²ʦɹ̩⁰	ɕe¹³bu¹³sɹ̩⁰			seʔ⁵ʦɹ̩⁰	ʂɻ̩⁵²					
LOUSE_2															djæ¹³səʔ⁴	səʔ²ʦəʔ⁰			
LOUSE_3				sɛiʔ²⁴mo³²							set¹ma¹¹								
LOUSE_4		sɹ̩²⁴			sɐt⁵	sɤ⁵⁵						sət⁵				səʔ²	sai⁴¹	sei²¹	
LOUSE_5																			ka⁵⁵ʦau⁵³
MAN_1							ta⁵³lau²¹³ɛ²⁴mə⁰~lau²¹³jɛ²⁴mə⁰												
MAN_2						lã²²liŋ²²													ta²²pɔ⁵⁵laŋ²⁴
MAN_3								næ̃⁵³ʐẽ⁰								næ̃²¹zəŋ²¹		næ̃²⁴ʐẽ⁰	
MAN_4	nan³⁵ʐən³⁵	lan¹³ʐən¹³~lan¹³ti⁰~lan¹³ʐən⁰ka⁰	nan²¹zən²¹~nan²¹ni⁵⁵							nã¹³nin¹³ka⁴⁴		lan⁴⁵lɨn⁰	lɑ̃¹³ʐən¹³	nɐn³⁵in⁰					
MAN_5				naŋ⁵³ŋai²¹²	nam²¹ljɐn²¹						nam¹¹me³³ŋin¹¹				nø¹³ɲin¹³				
MAN_6									nɔ⁴⁴nɤ⁰										
MAN_7				touŋ²¹²mwo³²nøyŋ⁵³															
MAN_8																	nø³⁴¹ʦɹ̩²⁴²kʰa⁴¹		
MOON_1					yt²kwɔŋ⁵⁵					we³⁵kɔŋ⁴⁴	ŋjat⁵kwoŋ³³						ɲy²¹kwɔ⁴⁴		
MOON_2				ŋwoʔ⁵															
MOON_3	ɥɛ⁵¹ljɑŋ⁰	ɥe²⁴ljan¹¹	ɥe²¹ljaŋ⁰			lɥe⁵⁵ljɑŋ²¹	ɥɛ⁵³ljaŋ⁰	ɥɤ²¹ljɑŋ³¹	ɥaʔ³²ɲjɑ̃³¹			ɲɥot⁵ljɔŋ⁰	ɥeʔ⁵ljɑ̃⁰	ɥɛ³⁴ljaŋ³³⁴	ŋəʔ²³ljã²³¹	ɥəʔ²ljɒ̃⁴⁵		ɥɛ²¹ljɑŋ⁰	ɡeʔ⁵njũ²⁴
MOON_4		ɥe²⁴ljan¹¹pa³³pa⁰																	
MOON_5																ɥəʔmi⁰			
MOUNTAIN_1	ʂan⁵⁵	san³³	san⁴⁵	saŋ⁵⁵	san⁵³	sã⁴²	ʂan⁴⁴			sã⁴⁴	san³³	san⁴²		ʂɐn⁵²			sa⁴⁴		swã⁵⁵
MOUNTAIN_2								ʂæ̃²¹³	sɔ⁴⁴				sɑ̃³¹		se̞⁴⁴	sæ̃²¹		sæ̃²¹	
MOUTH_1									ʨy²¹³	ʨy⁴²									
MOUTH_2															ʦɻ̩ʷ⁵²		ʦɹ̩²⁴		
MOUTH_3	ʦwei²¹³	ʦei⁴¹	ʦwei⁵³pa⁵⁵	ʦʰwoi²¹²	ʦøy³⁵	ʦwei²³	ʦwei²¹³~ʦwei²¹³pa⁰	ʦwei⁴⁵			ʦoi⁵³	ʦwi²¹³	ʦwei¹¹~ʦwei¹¹pɑ³¹	ʦei²¹⁴		ʦwei⁵³		ʦwei⁵³	ʦʰwi²¹
MOUTH_4			ja²¹pa⁵⁵																
NAME_1	miŋ³⁵ʦɹ̩⁰	min¹³ʦɹ̩⁰	min²¹ʦɹ̩²¹³	mjaŋ⁵³ʒɛi²⁴²	mɛŋ²¹ʦi²²	mei²²ʦɹ̩²¹	miŋ²⁴ʦɹ̩⁰	miŋ⁵³ʦɹ̩⁰	mjɑ̃⁴⁴ʦʰɹ̩³¹	mjɔ̃¹³ʣɹ̩¹¹	mjaŋ¹¹sɹ̩⁵³	mjaŋ⁴⁵ʦɹ̩⁰	min¹³sɹ̩⁰	miŋ⁵²ʦɹ̩⁰	min¹³zɹ̩²³¹	miŋ²¹ʦɹ̩⁴⁵	meŋ³⁴¹zɹ̩²²	miŋ²⁴ʦɹ̩⁰	mjã²⁴li²²
NECK_1	po³⁵ʦɹ̩⁰	po¹³ʦɹ̩⁰					pɤ²⁴ʦɹ̩⁰	pɤ⁵³ʦɹ̩⁰				pɔʔ⁵ʦɹ̩⁰	poʔ⁵ʦɹ̩⁰	pɔ³⁵kəŋ²¹⁴ʦɹ̩⁰		paʔ⁵⁴ʦəʔ⁰		po²⁴ʦɹ̩⁰	
NECK_2				tau²⁴²ɔuʔ²⁴															
NECK_3											kjaŋ³¹kin³³								am²²kun⁵³
NECK_4					kɛŋ³⁵	kei²³													
NECK_5		ʨin⁴¹kən³³	ʨin⁵³xaŋ⁵³~ʨin⁵³ʦɹ̩⁵³																
NECK_6												ʨjaŋ²¹³					dɤu³⁴¹ʨjaŋ²⁴²		
NECK_7									kʰi³⁵ʨjɑ̃²¹³										
NECK_8															dʏ¹³ʨin⁵²				
NECK_9										ʨjɔ̃⁴²ku⁰									
NEW_1								ɕjẽ²¹⁴	ɕjɑ̃⁵⁵									ɕjẽ²¹	
NEW_2					sɐn⁵³												saŋ⁴⁴		
NEW_3	ɕin⁵⁵	ɕin³³	ɕin⁴⁵	siŋ⁵⁵		ɕiŋ⁴²	ɕin⁴⁴			ɕin⁴⁴	sin³³	ɕin⁴²	ɕin³¹	sin⁵²	sin⁴⁴	ɕiŋ²¹			sin⁵⁵
NIGHT_1			xe²¹ləu²¹															xei²¹ljɛ⁰	
NIGHT_2																			e²²hŋ̍⁵⁵
NIGHT_3		ja¹¹ka⁰ʦɹ̩⁰				ja²¹xa²²	ɕja⁵³xə⁴⁴~ɕja⁵³wa²¹³xei⁴⁴					ja²¹wan²¹³							
NIGHT_4	wan²¹³ʂɑŋ⁵¹	wan⁴¹san¹¹	wan⁵³saŋ²¹³		man²³sœŋ²²		wan²¹³ʂaŋ⁰												
NIGHT_5				maŋ⁵³mwo⁵⁵							am⁵³pu³³								
NIGHT_6								væ̃⁴⁵ʂɑŋ⁰					wɑ̃¹¹sɑ̃⁴⁴			væ̃⁵³sɒ̃⁴⁵			
NIGHT_7									io³¹xo⁰										
NIGHT_8										jɔ¹¹li⁰					jɑ⁴¹²li⁰ɕjã⁴¹²				
NIGHT_9														xou³³⁴ʂɻ̩⁰					
NIGHT_10																	ɦ³⁴¹ɕy⁴⁴		
NOSE_1															bəʔ²³dʏ¹³		bei²¹dɤu³⁴¹		
NOSE_2																pjəʔ⁵⁴~pjəʔ⁵⁴ʦəʔ⁰			
NOSE_3																			pʰjæ²²jã⁵³~pʰjæ²²
NOSE_4					pei²²kɔ⁵⁵	pi²²kʰɤn²³			pʰɹ̩³⁵kʰɑ̃²¹³	pʰi¹¹djɤ¹³	pʰi⁵³kuŋ³³								
NOSE_5	pi³⁵ʦɹ̩⁰	pi²⁴~pi²⁴ʦɹ̩⁰	pi²¹ʦɹ̩⁵³	pʰɛi²¹²			pi²⁴ʦɹ̩⁰	pi⁵³ʦɹ̩⁰				pʰit²¹ʦɹ̩⁰	piʔ⁵ʦɹ̩⁰	pi³⁵ʦɹ̩⁰				pi²⁴ʦɹ̩⁰	
NOT_1				iŋ⁵⁵~ŋ̍²⁴²															
NOT_2					pɐt⁵							pʰɨt⁵							
NOT_3	pu⁵¹	pu²⁴	pu²¹			pu²²	pu⁵³	pu²¹⁴		pʰu¹³				pu²¹⁴			fu²⁴	pu²¹	
NOT_4									pɤʔ³²				puʔ⁵		fəʔ⁴	pəʔ²			
NOT_5				mo⁵³							mm̩¹¹								
NOT_6																			bo²⁴
ONE_1	i⁵⁵	i²⁴	i²¹	ɛiʔ²⁴		i⁵⁵	i⁴⁴	i²¹⁴		i¹³	it¹	it⁵	iʔ⁵	i²¹⁴				i²¹	ʦit⁵
ONE_2					jɐt⁵												jai⁴¹		
ONE_3				soʔ⁵					jeʔ³²						jəʔ⁴	jəʔ²			
PATH_1				two²⁴²			tau⁵³							tɔ³³⁴					
PATH_2	lu⁵¹	ləu¹¹	nu²¹³		lou²²	lu²¹	lu⁵³	lu³¹	nu³¹	lɤu¹¹	lu⁵³	lu²¹	lu⁴⁴		ləu²³¹	lu⁴⁵		lou⁴⁴	lɔ²²
PATH_3																	løy²²		
PERSON_1				nøyŋ⁵³		liŋ²²										zəŋ²¹	naŋ³⁴¹		laŋ²⁴
PERSON_2								ʐẽ⁵³										ʐẽ²⁴	
PERSON_3					jɐn²¹				jɑ̃⁴⁴										
PERSON_4	ʐən³⁵	ʐən¹³	zən²¹				in²⁴			nin¹³	ŋin¹¹	lɨn⁴⁵	ʐɛn¹³	in⁵²	ɲin¹³				
RAIN (PRECIPITATION)_1	y²¹³	y⁴¹	y⁵³	y³²	y²³	y²³	y²¹³	y⁴⁵	y²¹³	y⁴²	i³¹	y²¹³	y¹¹	y²¹⁴	ɦy²³¹	y⁵³		y⁵³	
RAIN (PRECIPITATION)_2																			hɔ²²
RAIN (PRECIPITATION)_3																	v²⁴		
RED_1		xən¹³				xɤn²²				ɣɤn¹³									
RED_2	xuŋ³⁵		xoŋ²¹	øyŋ⁵³	hoŋ²¹		xuŋ²⁴	xuŋ⁵³			fuŋ¹¹	fuŋ⁴⁵	xoŋ¹³	xoŋ³⁵	ɦoŋ¹³	xuŋ²¹	ɦoŋ³⁴¹	xuŋ²⁴	aŋ²¹
RED_3									fɑ̃⁴⁴										
ROOT_1	kə⁵⁵	kən³³	kən⁴⁵	kyŋ⁵⁵	kɐn⁵⁵	kɤn⁴²	kən⁴⁴	kẽ²¹⁴	kɑ̃⁵⁵	kẽ⁴⁴	kin³³	kjɛn⁴²	kən³¹	kən⁵²	kən⁴⁴	kəŋ²¹	ky⁴⁴	kẽ²¹	kun⁵⁵
ROOT_2		təu³³ʦɹ̩⁰																	
ROOT_3																	ʥɥɔ³⁴¹		
SALT_1										njæ¹³					ɦjɪ¹³		ji³⁴¹		
SALT_2	jɛn³⁵	jẽ¹³	jɛn²¹pa⁵⁵			jã²²	jan²⁴	jæ̃⁵³	jẽ⁴⁴		jam¹¹	jɛn⁴⁵	jen¹³	jɐn⁵²				jæ̃²⁴	jam²⁴
SALT_3				sjeŋ⁵³												ɕje²¹je²¹			
SALT_4					im²¹														
SAND_1	ʂa⁵⁵		sa⁴⁵~sa⁴⁵sa⁵⁵	sai⁵⁵	sa⁵³						sa³³ve⁰			ʂa⁵²		sa²¹			swa⁵⁵
SAND_2		sa³³ʦɹ̩⁰~sa³³po¹³ʦɹ̩⁰	sa⁴⁵ʦɹ̩⁰			sɑ⁴²ʦe²³	ʂa⁴⁴ʦɹ̩⁰	ʂa²¹⁴ʦɹ̩⁰	so⁵⁵ʦɹ̩⁰	sɔ⁴⁴ʦɹ̩⁰		sa⁴²ʦɹ̩⁰	sɑ³¹ʦɹ̩⁰		so⁴⁴		so⁴⁴	sɑ²¹ʦɹ̩⁰	
SAY_1		ʨjan⁴¹							ɕɥaʔ³²				ʨjɑ̃¹¹						
SAY_2			pai⁵³				pai⁴⁴~lau⁴⁴					wa²¹							
SAY_3				kouŋ³²		kɑŋ²³			kõ²¹³	kɔŋ⁴²	koŋ³¹								kɔŋ⁵³
SAY_4		so²⁴	so²¹										soʔ⁵		səʔ⁴	swəʔ²			
SAY_5	ʂwo⁵⁵						ʂwo⁴⁴	ʂwɤ²¹						ʃwɛ²¹⁴			kwɔ²⁴²		
SAY_6					syt³													ʂy²¹	
SEE_1	kʰan⁵¹ʨjɛn⁵¹	kʰan⁵⁵ʨjan⁵⁵	kʰan²¹³tau⁵³	kʰaŋ²¹²ŋjeŋ²¹²		kʰwã⁴²ʨjã⁴²	kʰan⁵³ʨjan⁰~ʈ͡ʂʰou²¹³ʨjan⁰	kʰæ̃³¹ʨjæ̃⁰	kʰɔ³⁵ʨje³⁵	kʰẽ³⁵ʨjæ³⁵	kʰon⁵³kjan⁵³	kʰon²¹³ʨjɛn⁴⁵~kʰon²¹³tau⁴²	kʰɑ̃⁴⁴ʨjen⁴⁴	kʰɐn³³⁴cjɐn³³⁴	kʰø⁵²ʨjɪ⁴¹²	kʰæ̃⁴⁵ʨje⁴⁵		kʰæ̃⁴⁴ʨjæ̃⁰	kʰwã²¹tjo⁰
SEE_2																	ʦʰɹ̩⁴⁴ʥja⁰		
SEE_3					tʰɐi³⁵kin³³														
SEE_4																			ki²²
SIT_1	ʦwo⁵¹	ʦo¹¹	ʦo²¹³		ʦʰɔ²²	ʦwo²³	ʦwo⁵³	ʦwɤ³¹		ʦʰo¹¹	ʦʰo³³	ʦʰo²¹	ʦo⁴⁴	ʦwɔ³³⁴		ʦwɤ⁴⁵	zo²⁴	ʦwo⁴⁴	ʦe²²
SIT_2				sɔy²⁴²															
SIT_3									kʰwi²¹³										
SIT_4															zəu²³¹				
SKIN_1	pʰi³⁵fu⁰	pi¹³fu³³	pʰi²¹pʰi²¹~pʰi²¹ʦɹ̩⁵³	pʰwoi⁵³u⁵⁵~pʰwoi⁵³	pʰei²¹fu⁵³	pi²²fu⁴²		pʰi⁵³fu²¹⁴	pʰɹ̩⁴⁴	pʰi¹³	pʰi¹¹	pʰi²⁴fu⁰	pʰi¹³fu³¹	pʰi³⁵fu⁵²	bi¹³fu⁴⁴	pʰi²¹fu²¹	bei³⁴¹fu⁴⁴	pʰi²⁴	pʰe²¹
SKIN_2							ʐou⁵³pʰjə²⁴												
SLEEP_1		kʰwən⁵⁵		kʰɔuŋ²¹²					kʰwɑ̃³⁵	kʰun³⁵		kʰun²¹³			kʰwən⁴¹²		kʰy⁵¹		kʰun²¹
SLEEP_2	ʂwei⁵¹	ɕɥei¹¹	swei²¹³		søy²²	swei²¹	ʂwei⁵³	ʂwei³¹			soi⁵³		swei⁴⁴	ʂwei³³⁴		swei⁴⁵		fei⁴⁴	
SMALL_1				sɑ²¹²							se⁵³						sai²⁴		swe²¹
SMALL_2		ɕi⁵⁵				ɕi²⁴													
SMALL_3	ɕjɑu²¹³	ɕjau⁴¹	ɕjau⁵³		sju³⁵		ɕjau²¹³	ɕjɔ⁴⁵	ɕje²¹³	ɕjɤ⁴²		ɕjɛu²¹³	ɕjɔ¹¹	sjau²¹⁴	sjæ⁵²	ɕjau⁵³		ɕjɑu⁵³	
SMALL_4				nɔuŋ²⁴²															
SMOKE (EXHAUST)_1				houŋ⁵⁵															hun⁵⁵
SMOKE (EXHAUST)_2					in⁵⁵												i⁴⁴		
SMOKE (EXHAUST)_3	jɛn⁵⁵	jẽ³³	jɛn⁴⁵jə⁵⁵~jɛn⁴⁵ʦɹ̩⁵³			jã⁴²	jan⁴⁴	jæ̃²¹⁴	jẽ⁵⁵		jan³³	jɛn⁴²	jen³¹	jɐn⁵²	jɪ⁴⁴	je²¹		jæ̃²¹	
SMOKE (EXHAUST)_4										njæ⁴⁴									
SNAKE_1	ʂy³⁵						ʂy²⁴	ʂa⁵³					ʂə¹³						
SNAKE_2																			ʦwa²⁴
SNAKE_3							ʈ͡ʂʰaŋ²¹ʈ͡ʂʰuŋ²¹							ʈ͡ʂʰaŋ³⁵ʈ͡ʂʰoŋ⁰				ʈ͡ʂʰɑŋ²⁴p͡fʰəŋ⁰	
SNAKE_4				lau³²lje⁵³															
SNAKE_5										ʨʰjɔ¹³									
SNAKE_6															zo¹³		zei³⁴¹		
SNAKE_7		sə¹³	se²¹		sɛ²¹	sa²²			so⁴⁴		sa¹¹ko³³	sa⁴⁵				sɤ²¹			
SNAKE_8			so⁴⁵lau⁵³ə²¹³																
STAND_1				kʰje²⁴²					kʰa²¹³		kʰi³³								kʰja²²
STAND_2																	ɡe²⁴		
STAND_3	ʈ͡ʂan⁵¹	ʦan⁵⁵	ʦan²¹³		ʦam²²	ʦã²¹	ʈ͡ʂan⁵³	ʈ͡ʂæ̃³¹		ʦã³⁵		ʦan⁴⁵	ʦɑ̃⁴⁴			ʦæ̃⁴⁵		ʦæ̃⁴⁴	
STAND_4		ti⁵⁵																	
STAND_5														li²¹⁴ʈ͡ʂə⁰					
STAND_6															ljəʔ²³				
STAR_1									ɕjɑ̃⁵⁵ɕjɑ⁵⁵	sjɔ̃⁴⁴ʦɹ̩⁰		ɕjaŋ⁴²ʦɹ̩⁰							
STAR_2				siŋ⁵⁵		sei⁴²ʦe²³					sen³³ne⁰				sin⁴⁴		seŋ⁴⁴		
STAR_3					sɛŋ⁵⁵sɛŋ⁵⁵									siŋ⁵²siŋ⁰					
STAR_4	ɕiŋ⁵⁵ɕiŋ⁰	ɕin³³ɕin⁰	ɕin⁴⁵ɕjə⁵⁵~ɕin⁴⁵ɕjə²¹³				ɕiŋ⁴⁴ɕjə⁰	ɕiŋ²¹³ɕiŋ⁰					ɕin³¹ɕin⁰			ɕiŋ²¹ɕiŋ²¹		ɕiŋ²¹ɕiŋ²⁴	
STAR_5																			ʦʰjæ⁵⁵
STONE_1															zɑʔ²³dʏ¹³				
STONE_2																	zei²¹dɤu³⁴¹ʦɹ̩²⁴²ŋ̍⁰		
STONE_3						sei²²tai²²			ɕjeʔ³²tʰi⁴⁴										
STONE_4	ʂɻ̩³⁵tʰou⁰	sɹ̩²⁴təu⁰	sjɹ̩²¹tʰəu²¹	swoʔ⁵lau⁵³	sɛk²tʰɐu²¹		ʂɻ̩²⁴tʰou⁰	ʂi⁵³tʰou⁰			sak⁵tʰeu¹¹	saʔ²tʰɛu⁰	ʂɻ̩ʔ⁵tʰəɯ¹³	ʂɹ̩³⁵tʰou⁰		səʔ⁵⁴tʰəu²¹		ʂɻ̩²⁴tʰou⁰	ʦjoʔ⁵tʰau²⁴
STONE_5										ɕjɔ³⁵djɤ¹³kwa⁰									
SUN_1						lje⁵⁵tai²²													lit⁵
SUN_2	tʰai⁵¹jɑŋ³⁵	tʰai⁵⁵jan¹³	tʰai²¹³jaŋ²¹		tʰai³³jœŋ²¹		tʰai⁵³jaŋ⁰	tʰə³¹jɑŋ⁵³	tʰɔ³⁵jɔ⁴⁴	tʰa³⁵jɔŋ¹³		tʰai²¹³jɔŋ⁴⁵	tʰɛ⁴⁴jɑ̃⁰		tʰɑ⁴¹²ɦjã¹³	tʰai⁴⁵jɒ̃⁰	tʰa⁵¹ji³⁴¹	tʰɛ⁴⁴jɑŋ⁰	
SUN_3				niʔ⁵tʰau⁵³			ʐɻ̩⁵³tʰou⁰				ŋit¹tʰeu¹¹			i²¹³tʰou⁰				ə²¹tʰou⁰~ə²¹tʰou⁰jɛ⁴⁴	
SUN_4										ni³⁵djɤ¹³kʰu⁴⁴									
SWIM_1			jəu²¹yn²¹³				jou²⁴yŋ²¹³	jou⁵³yŋ⁴⁵		jo¹³un¹¹		ju⁴⁵juŋ²¹³	jəɯ¹³joŋ¹¹			jəu²¹yŋ⁵³	jjeu³⁴¹vu³⁴¹ŋ̍⁰	jou²⁴	
SWIM_2	jou³⁵ʂwei²¹³	jəu¹³ɕɥei⁴¹~wan¹³ɕɥei⁴¹		sjeu⁵³ʦwoi³²	jɐu²¹søy³⁵	jou²²swei²³			vo⁵⁵ɕy²¹³	jo¹³ɕy⁴²		ju⁴⁵swi²¹³						jou²⁴fei⁵³~fu²⁴fei⁵³	sju²⁴ʦwi⁵³
SWIM_3			ɕi⁵³ʦau⁵³											si²¹⁴ʦau²¹⁴					
SWIM_4															hoʔ⁴lã²³ɦjoʔ²³				
SWIM_5											se³¹sən³³ne⁰								
TAIL_1		wei⁴¹pa⁰	wei⁵³pa⁵⁵			wei²³pa⁴²	wei²¹³pa⁰	i⁴⁵pa⁰	vi²¹³po⁵⁵	wi⁴²pa⁰	mi³³pa³³	wi²¹³pa⁰	wei¹¹pɑ⁰	wei²¹⁴pa³³⁴	ɲi²³¹po⁴⁴	vei⁵³pa⁰	mei²⁴po⁴⁴ŋ̍⁰	i⁵³pɑ⁰	me⁵³pa⁵⁵
TAIL_2	wei²¹³		wei⁵³ʦɹ̩⁵³		mei²³														me⁵³
TAIL_3				mwoi³²mwoi³²															
THAT_1											ke⁵³				kwe̞⁴⁴				
THAT_2				hy³²~hwoi⁵³								he²¹³					he²⁴		hit³²
THAT_3	nɑ⁵¹									lo¹¹								nɑ⁵³	
THAT_4		la⁵⁵	na²¹³		na³³	la²³	na⁵³	na³¹	na³¹			la²¹³				vai⁵³			
THAT_5														njɛ³³⁴					
THAT_6													ləʔ⁵						
THIS_1			ʦe²¹³	ʦi³²~ʦja³²						ʦɹ̩³⁵						ʦai⁵³			ʦit³²
THIS_2					li⁵⁵														
THIS_3																	ki⁴¹kai⁴¹		
THIS_4											e³¹				ke̞⁴⁴				
THIS_5	ʈ͡ʂɤ⁵¹	ko²⁴				i²⁵kwo⁵⁵	ʈ͡ʂɤ⁵³	ʈ͡ʂɤ³¹				ko²¹³	ʈ͡ʂe⁴⁴					ʈ͡ʂɤ⁵³	
THIS_6									nn̩²¹³										
THIS_7														ʧɛ³³⁴					
THOU_1		li⁴¹	ɲi⁵³			lio²³		ɲi⁴⁵					li¹¹				ɲi²⁴		li⁵³
THOU_2	ni²¹⁴			ny³²	nei²³		ni²¹³		n̩²¹³	n̩⁴²	n̩¹¹	n̩²¹³		ni²¹⁴	ne̞²³¹	ni⁵³		ni⁵³	
THOU_3				ny³²nøyŋ⁵³															
TONGUE_1									kʰi²¹³ʨʰɥaʔ³²								kʰau²⁴²ji²¹		
TONGUE_2				ʦʰwoi²¹²sjoʔ⁵															ʦiʔ⁵ja⁵³
TONGUE_3		sə²⁴təu⁰	se²¹tʰə²¹				ʂɤ²⁴tʰou⁰	ʂɤ⁵³tʰou⁰				sət²¹tʰɛu⁰	seʔ⁵tʰəɯ¹³	ʃɛ³⁵tʰə⁰		ʂəʔ⁵⁴tʰəu²¹		ʂɤ²⁴tʰou⁰	
TONGUE_4					sit²						sat⁵ma¹¹								
TONGUE_5															zəʔ²³dʏ¹³	ʂəʔ⁵⁴			
TONGUE_6		sə²⁴ʦɹ̩⁰																	
TONGUE_7						ɕje²²tai²²				ɕje³⁵ʦɹ̩⁰									
TONGUE_8	ʂɤ³⁵																		
TOOTH_1				kʰi³²															ʦʰwi²²kʰi⁵³
TOOTH_2	ja³⁵ʈ͡ʂʰɻ̩²¹³	ŋa¹³ʦʰɹ̩⁴¹	ja²¹ʦʰɹ̩⁰		ŋa²¹ʦʰi³⁵	ŋa²²ʨʰi²³		ja⁵³ʈ͡ʂʰɻ̩⁴⁵	ŋo⁴⁴ʦɹ̩²¹³	ŋɔ¹³ʣɹ̩⁴²	ŋa¹¹ʦʰɹ̩³¹	ŋo⁴⁵ʦɹ̩⁰	jɑ¹³ʈ͡ʂʰɻ̩¹¹	ja⁵²ʈ͡ʂʰɻ̩²¹⁴	ŋɑ¹³ʦɹ̩⁵²	ja²¹ʦʰɹ̩⁵³	ŋo³⁴¹ʦʰɹ̩²⁴²	ɲjɑ²⁴ʦʰɹ̩⁰	
TOOTH_3							ja²⁴												
TREE_1															zɻ̩ʷ²³¹		zɹ̩²²		
TREE_2					sy²²					ʑy¹¹									
TREE_3	ʂu⁵¹	ɕy¹¹				ɕy²¹	ʂu⁵³	ʂu³¹	ɕy³¹					ʃy³³⁴					
TREE_4				ʦʰjeu²¹²															ʦʰju²²
TREE_5			su²¹³								su⁵⁵ve⁰	su²¹	su⁴⁴			su⁴⁵		fu⁴⁴	
TWO_1	ə⁵¹	ə¹¹	ə²¹³				ə⁵³	ə³¹				ɵ²¹	ə⁴⁴	ə³³⁴	əl²³¹	ə⁴⁵		ə⁴⁴	
TWO_2				nɛi²⁴²	i²²	i²¹					ŋi⁵³				ɲi²³¹				
TWO_3	ljɑŋ²¹⁴	ljan⁴¹	ljaŋ⁵³	laŋ²⁴²	lœŋ³⁵			ljɑŋ⁴⁵	ɲjõ²¹³	njɔŋ⁴²	ljoŋ³¹	ljɔŋ²¹³	ɲjɑ̃¹¹		ljã²³¹	lja⁵³	ljə²¹	ljɑŋ⁵³	lŋ̍²²
TWO_4																	ŋ̍²²		
TWO_5										ɤ¹¹									
TWO_6									ẽ³¹										
WALK_1										ʨio⁴²	hin¹¹								
WALK_2				kjaŋ⁵³															kjã²⁴
WALK_3						xei²²			xẽ⁴⁴										
WALK_4	ʦou²¹³	ʦəu⁴¹	ʦəu⁵³		ʦɐu³⁵		ʦou²¹³	ʦou⁴⁵				ʦɛu²¹³	ʦəɯ¹¹	ʦou²¹⁴		ʦəu⁵³	ʦau²⁴	ʦou⁵³	
WALK_5															bæ¹³				
WATER_1															sɻ̩ʷ⁵²		sɹ̩²⁴		
