	Chadian Arabic	Cypriot Arabic	Dhofari Arabic	Egyptian Arabic	Gulf Arabic	Hassaniya Arabic	Iraqi Arabic	Levantine Arabic	Maltese	Modern Standard Arabic	Moroccan Arabic	Najdi Arabic	North Mesopotamian Arabic	Sanaani Arabic	Sudanese Arabic	Tunisian Arabic
SWIM_1			sbaːħ				sɛbaʜ	sɛbɛħ		sabaħa		sɛbɛħ	sibiħ	sabaħ		
SWIM_2			ʕaːm	ʕ̞aːm	ʕaːm	ʕaːm			ɐːm	ʕaːm	ʕam			ʕaːm	ʕaːm	ʕaːm
SWIM_3		kalimpa														
SWIM_4		tʌʕassɛl														
SWIM_5	ʔarrad fi lalmɛ															
TAIL_1		tumpjɛ							dɛmp							
TAIL_2			ðɛːl	dɛːl	ðɛːl		ðɪe̯l			ðajl			ðɛl	ðajl		
TAIL_3						nəwwaːʃa					ʃwwal					
TAIL_4						aːɡilaːl										
TAIL_5	danab							danɛb		ðanab		ðanab			danab	
TAIL_6						sbiːb										
TAIL_7											zɑntˤitˤ					
TAIL_8																baʕbuːsˤ
THAT_1				dawwat~dajjat~dawwan~dawwak~dawwa												
THAT_2										ðaːlika~tilka~tiːka						
THAT_3														ðˤɑjjik~tajjik		
THAT_4	daːk~diːk	aðak~aðik	haːðaːk~haːðiːk		haðɑːk~haːðiːʧ	ðaːk~ðiːk	ðɑːkɑ	hajdiːk~hiːdɛːk			hadak~dak~hadik~dik	ðaːk~ðiːk	hʌðɛːk~hʌðiːk		daːk~dɛːk	haːðaːka~haːðiːka
THAT_5							ðɪe̯ʧɛ									
THIS_1														ðˤɑjjɑːh~tajjih		
THIS_2	daː~diː			da~di					dɐːn~diːn						da~dɛ	
THIS_3						ðɑ~ði						ða~ði				
THIS_4		aða~aðiː	haːðiː		hɑːða~hɑːði		hɑːðɑ~hiːaːtaː	hajdɑ~hajdɛ		haːðaː~haːðihiː	hada~hadi		haːðaː~haːðiː			haːða~haːði
THOU_1						ntijja					ntajɑ~ntijɑ					
THOU_2	inta~intɛ~inti	int~inti	intɑ~inti	ɛnta~ɛnti	ɛntɑ~ɛnti	nta	ɛntɛ~ɛnti	ɛntɑ~ɛntɛ	ɪnt~ɪntɪ	ʔanta~ʔant	ntɑ~nti	ənta~ənti	ʌntɑ~ʌntɛː	ant~anti	intɑ~inti	inti
TONGUE_1	lisaːn	san	lisaːn	lɛsaːn	lɛsɑːn	lsaːn	əlsɑːn	lsaːn	lsɪːn	lisaːn	lsan	lsaːn	əlsuːn	lisaːn	lisɑːn	lsaːn
TOOTH_1	sɛnn	sinn		sɛnna	sɛnn	sʌnn	sɛnn	sɛnn	sɪnnɐ	sinna	sənnɑ	sinn	sin	sɛnnih	sɛnn	sinna
TOOTH_2			ðars		ðˤɛrs	dˤars				dˤirs	dərsɑ	ðˤirs		ðˤirs		
TREE_1						sˤadrˤɑːja		siʒrɛ	sɪʤrɐ		ʃəʒrˤa					ʃuʒra~suʒra
TREE_2		ðɛntra														
TREE_3	ʃɑdɑrɑːj		ʃaɡara	ʃɑɡɑrɑ	ʃjɑrˤɑ		ʃaʤarɑ~ʃɛʤrɑ			ʃaʤarɑ		ʃɛʤarɑ		ʃɛɡʲarih	ʃɛɡʲɑrɑ	
TREE_4													siʤʌɣɑ			
TWO_1	tinɛːn~tittɛːn	xnajn	θnɛːn~θantɛːn	ɛtnɛːn	θnɛːn~θəntɛːn	iθ̬najn~θ̬intajn	θnɪe̯n~θəntɪe̯n	tnɛjn~tnɛːn~tintɛːn	tnɛjn	ʔiθnaːn~ʔiθnataːn~ʔiθnajn~ʔiθnatajn	tnin	əθnɛːn~θəntɪe̯n	θniːn~θintiːɛn	θnajn~θintajn	ɛtnɛːn	θniːn
TWO_2											ʒuʒ					zuːz
TWO_3									zɛwʧ							
WALK_1	saːr				sˤɑːr						sˤɑr					
WALK_2						twaːtˤa~ɡɔwtˤarˤ										
WALK_3	maʃa	miʃɛ	mʃaː	mɛʃi	mɛʃɑ		mɛʃa	mɛʃi	mɛʃɐ	maʃaː	tməʃʃɑ	mɛʃa	məʃi		maʃa	mʃaː
WALK_4														χɛtˤi		
WARM_1		sxun						sɔxn	sħʊːn							sxuːn
WARM_2	haːmi			daːfi	dɑːfi	ħaːmi~daːfi	ʜɑːmi~dɑːfi			daːfiʔ	dafi	daːfi	diːfi	daːfi~ħaːmi	daːfi	daːfi
WARM_3								dɛfjɛːn								
WATER_1	almɛ		miː			ʌlma			ɪlmɐ						ɛlmiː	
WATER_2	mɔːja	mɔɛ	maːj	mɑjjɑ	mɑːj		mˤɑːj	mɑjj		maːʔ~mijaːh	ma	maː~mɔːja	mɑːj	mɛːʔ	mɔːja	maː
WE_1	ʔaniːna	naxni	naħana	ɛħna		ʌħna~ʌħnaːti	ɛʜnɛ	nɑħnɑː	ɐħnɐ	naħnu~ʔinnaː	ħnɑ~ħnajɑ	əħna~ənnaː	niħnɑː	əħnə	ɛħna	ħənaː
WE_2					nɛħɛn											
WHAT_1	ʃunu				ʃuː~ʃɛnu	ʃənhu	ʃɛnu	ʃu	ʃɪnʊ		aʃnu		ʌʃuː		ʃinu	ʃnuwwa~ʃnuːma
WHAT_2		aʃ	ɛːʃ		ɛːʃ	aːʃ		ʔɛːʃ			aʃ	wɛʃ				
WHAT_3						ʃ	ʃə		ʃ~ʃɪːʃ							
WHAT_4										maː~maːða						
WHAT_5				ʔɛː										mɛh	ʔɛː	
WHITE_1	ʔabjɛt		bjɑːðˤ	ɑbjɑd	ɑbjɑðˤ	ʌbjɑðˤ	ʔɑbjɑðˤ	ʔɑbjɑdˤ	ɐbjɐt	ʔabjɑdˤ	bjədˤ	ɑbjɑðˤ	ʌbjɑðˤ	ʔabjɑðˤ	ɑbjɑdˤ	abjidˤ
WHITE_2		apkjað														
WHO_1											ʃkun					ʃkuːn
WHO_2		mɛn	miːn	miːn	mɛn	mən~mənhu	manuː	miːn		man		mən	mənu	man	minu	
WHO_3	jaːtu															
WIND_1	riːh				riːħ	riːħ~arjaːħ			rɪːħ	riːħ	riħ	riːħ	ɣiːħ	riːħ	riːħ	riːħ
WIND_2			habu		hbuːb											
WIND_3		xava		hawa			hɑwɑ	hɑwɑ		hawaːʔ				hawa		
WOMAN_1				wlɛjja			mrajja						mɑɣijji			
WOMAN_2					ħurma							ħɔrma		ħurma		
WOMAN_3	mara	mɑrɑ	mɑrɑ			mrˤɑ	mɑrɑ	mɑrɑ	mɐrɐ	imrɑʔa~almɑrʔa	mrˤɑ	mɑrɛ	mɑɣɑ	mɑrih	mɑrɑ	mra
WOMAN_4				sɛtt												
YEAR_1			ʕaːm			ʕaːm				ʕaːm	ʕam				ʕaːm	ʕaːm
YEAR_2	sana	sinɛ	sana	sana	sana	sna	sana	sɛnɛ	sɛnɐ	sana		sanah	sani	sanah	sana	
YELLOW_1	ʔasfar	asfar	sˤfɑːr	ɑsfɑr	ɑsˤfɑr	ʌsˤvɑr	ʔɑsˤfɑr	ʔɑsˤfɑr	ɪsfɐr	ʔasˤfar	sˤfər	ɑsˤfɑr	ʌsˤfɑɣ	ʔasˤfɑr	asfɑr	asˤfir
