	Central Pomo	Central Yana	Chimariko	Cocopa	Eastern Pomo	Highland Chontal	Ipai	Karok	Kashaya	Mohave	Northeastern Pomo	Northern Pomo	Northern Yana	Seri	Shasta	Southeastern Pomo	Southern Pomo	Tipai	Yahi	Yavapai
COLD_1																		ʃuːkˈat		
COLD_2																				mˈúni
COLD_3												mˈadoː					moʔdotʼ			
COLD_4											ʃˈoʔt̪ʼon									
COLD_5			ˈeso																	
COLD_6				xsuːɾ			xəʧuːɹ			haʧuːrk										
COLD_7						ʔaʃˈida														
COLD_8															ʔisːíkʼ					
COLD_9									ʔihjuːm											
COLD_10	kʼiw																			
COLD_11														kaːpɬ						
COLD_12					qaːʦʰˈil															
COLD_13								áθiːk												
COLD_14																qsˈilit̪				
COME_1											kˈoːn									
COME_2														mˈoka						
COME_3																χolo				
COME_4		ha						naː					ha						ha	
COME_5	waːd		ˈuwakʰ						waːd			waːdˈe					hwˈaːd			
COME_6						diɡwˈajwo														
COME_7					qˈoːjuhu															
COME_8															kʼúːhujikːa					
COME_9		ni											ni						ni	
COME_10				jiː			wəjiw											jiw		jˈûwi
COME_11										iðiːk										
DIE_1		tilau											tilau							
DIE_2						dimˈaʔma														
DIE_3	kʼla										muʔkʼˈaːwan	kʼˈalaː				qʼalˈal				
DIE_4				mʂpa	muːdˈal		məlaj											məspˈa		
DIE_5			qʼˈe																	
DIE_6									hʧʰojiːʧʼ								ʔahʧʰˈoʧi			
DIE_7										ipujk										
DIE_8															kwírikik					
DIE_9																				pˈi
DIE_10								iβ												
DIE_11														ʔakχkmiːʔ						
DOG_1			sˈiʧʼela																	
DOG_2								ʧiʃiːh												
DOG_3		suːsu											suːsu		ʔáːpsu				suːsu	
DOG_4	hˈaju				hˈaju				haju			hajˈu				hˈaju	hˈajːu			
DOG_5										hatʧoq										
DOG_6						ɡalʦˈiki														
DOG_7											boʔlˈaukaː									
DOG_8				xat			ʔəxat											xat		
DOG_9														ʔaχʃ						
DOG_10																				kθˈar
DRINK_1	kʼoʧ										kʼˈot̪on	kʼoʧˈi								
DRINK_2					qʼˈoː				ʔqʼo								hˈoʔkʼoj			
DRINK_3							wəsiː							kˈisi	kwíʦːik					
DRINK_4				ʂi									siː					si	ʦiː	θˈiˑ
DRINK_5										iθiːm										
DRINK_6			luʔi																	
DRINK_7						diʃnˈaʔma														
DRINK_8								iʃ												
DRINK_9																biʦʼˈak				
DRY_1		kʰulsi											kʰulsi						kʰulsi	
DRY_2																				rˈuβi
DRY_3			ˈaʧxunmi																	
DRY_4														kʷkˈoːtix						
DRY_5						ʔihˈuɬ														
DRY_6															kʼiʦːúr					
DRY_7											muʔkʼilin									
DRY_8																	mˈukʰːatʼ			
DRY_9				ʂʔaɾ			saːj											sʔaːj		
DRY_10								iβáxɾah												
DRY_11	ʧʼaːlˈol				kʼaːlˈol							tʼabˈoʔ				qʼobo				
DRY_12									ʦʼuwaʧ											
DRY_13										iroːvk										
EAR_1		malku								ismaʎk			malʔku						manʔku	smˈalka
EAR_2																xmˈanʦa				
EAR_3			hˈisama											ˈisɬa	ʔísaːkʼ					
EAR_4	ʃma			ʃmaːl	ʃiːmˈaː	lˈaʃʔmas	xəmaɬ		ʃima		ʃˈima	ʃimˈa					ʃiːmˈomo	ʃəmˈaʎ̥		
EAR_5								tíːβ												
EARTH (SOIL)_1		piːwi											piːwi						piːwi	
EARTH (SOIL)_2	maː		ˈamːa	mat		ɬˈamaʦʼ	ʔəmat̪		ʔamaː	ʔamat	ˈamaː	maː		ʔant			ʔˈamːa	mat		mˈât
EARTH (SOIL)_3															tʼárak					
EARTH (SOIL)_4					kaːj															
EARTH (SOIL)_5								iθíβθaːneːn												
EARTH (SOIL)_6																χqo				
EAT_1					kuːhˈuː												ʧˈuhːu			
EAT_2															kwíʧkuk					
EAT_3						didˈeʔma														
EAT_4														kˈiʔit						
EAT_5										ʔiʧamam~ʔiʧamaːm										
EAT_6	kaːwˈa	ma	hˈamːa	ma					maʔa		mˈaʔaːn	maʔˈa	ma						ma	mˈáˑ
EAT_7							wəsaːw											saːw		
EAT_8								aβ												
EAT_9																qwal				
EGG_1	ʧʼoː				kʼˈo				hiʧʼoː		ʧʼˈo	ʧʼoː				qʼo	hˈiʧʼːo			
EGG_2			ˈanuqʰa																	
EGG_3								úɾuh												
EGG_4							ʔuɹ													
EGG_5															sumpítʼirir					
EGG_6										iθʔaw										
EGG_7														iːpχ						
EGG_8				xmˌaʂuʔˈap																
EGG_9						ɬabˈiʔe														
EGG_10																		ʃəjˈaʧ		
EGG_11																				sqˈáwa
EYE_1										iːðo				ˈito						
EYE_2							əjiːw											jiːw		
EYE_3											ui									
EYE_4		ʦʰuna											ʦʰuna						ʦʰuna	
EYE_5								júːp												jˈuˑ
EYE_6	ʔuj			ʔijˈu	ʔuj				huʔuj			ʔuj			ʔúj	ʔuj				
EYE_7			hˈusot~hˈusu																	
EYE_8																	huʔːˈukʰbe			
EYE_9						lˈaʔu														
FAR_1		pʰau											pʰau							
FAR_2																				twˈaji~twˈaˑji
FAR_3														toːχ						
FAR_4				kuɾ			ʔəkuɹ											kur		
FAR_5															ʔukːáx					
FAR_6										ʔamiːʧk										
FAR_7												ʧadil								
FAR_8						ʔaɡulˈiʔ														
FAR_9					lˈila															
FAR_10								jiːβ												
FAT (FROM ANIMALS)_1								aθkúɾit												
FAT (FROM ANIMALS)_2											fˈijin									
FAT (FROM ANIMALS)_3			pʰˈiʔa											iʔˈaχ						
FAT (FROM ANIMALS)_4															ʔíːnaʔ					
FAT (FROM ANIMALS)_5	pʰuj				pʰuj				ʔihpʰuj			pʰuj				fuj	ʔihpʰuj			
FAT (FROM ANIMALS)_6		xaujau		ʃaj						ʔamusaj			xaujau						xaujau	sˈaja
FAT (FROM ANIMALS)_7						ʔalmantˈeka														
FEATHER_1	ʔi				jiːʔˈi				hiʔi							ʔi	hiʔːi			
FEATHER_2										siviːʎ										
FEATHER_3													puːni						puːni	
FEATHER_4			hˈuto~hˈutːu~hˈutu																	
FEATHER_5											tʰˈa	tʰe								
FEATHER_6								iːθka						ˈina						
FEATHER_7				ʃawˈal		laʃˈaɬ									ʔápːaʔ					wˈala
FIRE_1	ho				xo				ʔoho		ˈoho	ho				χo	ʔˈohːo			ʔʔˈó
FIRE_2			ˈapu																	
FIRE_3								áːh												
FIRE_4		ʔauna		ʔaʔˈaː			ʔaːw			ʔaʔaw			ʔauna	ʔamˈak	ʔimːá				ʔauna	
FIRE_5						ɬˈuŋa														
FISH_1				siʔˈiʎ̥																
FISH_2								fiʃ												
FISH_3										ʔaʧiː										ʔʧˈiˑ
FISH_4		kalaː											kalaː						kalaːxi	
FISH_5	ʃa				ʃa				ʔahʃa		ʃˈakaː	ʃa				xa	ʔˈahʃa			
FISH_6														ʃiχkˈam						
FISH_7						ɬˈadu														
FLY (MOVE THROUGH AIR)_1			tu																	
FLY (MOVE THROUGH AIR)_2											hˈeːwit̪in									
FLY (MOVE THROUGH AIR)_3										ijerk										βjˈaˑri
FLY (MOVE THROUGH AIR)_4						dijˈuʔma														
FLY (MOVE THROUGH AIR)_5								ikxip						kkap						
FLY (MOVE THROUGH AIR)_6				man			wəman̪~uman̪													
FLY (MOVE THROUGH AIR)_7		pa							ʧa				pa				haʧːa		pa	
FLY (MOVE THROUGH AIR)_8																ʦal				
FLY (MOVE THROUGH AIR)_9	pʰde				pʰuːdˈiːl							pʰidˈe								
FLY (MOVE THROUGH AIR)_10															rúːhukaʔ					
FOOT_1				ʔimˈiː						iːme								miː		mˈi
FOOT_2							əmilʲ													
FOOT_3								fíθih												
FOOT_4		lalla											lalla						lalla	
FOOT_5						lˈaʔmis														
FOOT_6															ʔákʼːus					
FOOT_7	kʰma				xaːmˈaː				qʰama		kʰˈama	kʰamˈa					kʰˈaːma			
FOOT_8														itˈoaː						
FOOT_9																χman				
FOOT_10			hˈupʰːo																	
FULL_1	ʃtʼutʼ				pʼˈit̪ʼ															
FULL_2														kpokt						
FULL_3				ʧpuɾ			t̪əmuɹ											t̪əmʔˈur		
FULL_4										tapeːsm										
FULL_5																				tmpˈiri
FULL_6		panʔiː											paʔniː						paʔniː	
FULL_7								axjaɾ									ʔˈahjakʼ			
FULL_8						nˈamma						haʧʼa				χˈat̪emat̪				
FULL_9									ʧutʼaːq											
FULL_10															kʼahutíknaʔ					
FULL_11			hiʦʼʲˈolam																	
GIVE_1										ajm~aajm										
GIVE_2		halʦawau											halʦawau							
GIVE_3			hˈawut												táwiːk					
GIVE_4							winʲ													
GIVE_5											hˈoːn									
GIVE_6				iː														iɲ		
GIVE_7														ˈiːkɛ						
GIVE_8	daːkˈa				diːqˈaː				dihqa			dikˈa				ʔaqa	dˈihka			
GIVE_9						debˈiʔiʔma														
GIVE_10								êːh												
GIVE_11																				ʔˈéˑ
GOOD_1										ʔahotk~ʔahoːtk										
GOOD_2						ʔˈakʼa														
GOOD_3							ʔəxan̪											ʔiːxˈan~xan		
GOOD_4																				ʔhˈáni
GOOD_5								jaβ												
GOOD_6				pxʷaj																
GOOD_7		ʦʼupʔ											ʦʼupʔ			ʦʼimˈa			ʦʼupʔ	
GOOD_8	kʼdi				qʼoːdˈij				qʼoʔdi		kʼˈudi	kʼidˈi					kʼˈoʔdi			
GOOD_9															kʼárisːáʔ					
GOOD_10														kˈiːpɛ						
GOOD_11			hisˈiʔtʼa																	
GREEN_1				xpsiw			xəpəʂiw											xəpʃˈiw		
GREEN_2								θúkinkuniʃ												
GREEN_3														kˈoːiɬ						
GREEN_4													taʦʼkaisa						taʦʼkaisa	
GREEN_5						ʔaʃwˈajɡa														
GREEN_6	ʦʼaːkʰˈil								ʦʼaqʰaːla			ʦʼakʰˈatʼ					ʦʼˈahkʰil			
GREEN_7					ʦʼaːbˈaʦʼaːbˌakʰ											ʦʼijaʦʼija				
GREEN_8			hˈimamsuʔ							havasuːk										hˌaβsˈuˑwi
GREEN_9											ʧamˈoron									
GREEN_10															ʔéːriʧúmpaxiʔ					
HAIR_1	ʔeː								heʔe	iʔe~ɲiʔe	hˈele	ʔe				ʔej	hˈeʔːe			
HAIR_2								ífunih												
HAIR_3														iɬˈit						
HAIR_4			hˈimːi																	
HAIR_5															ʔíːnax					
HAIR_6		kʼujulla											kʼujul						kʼuʔjulla	
HAIR_7					muːsˈu															
HAIR_8							xəɬʲt̪aː											ʎ̥t̪a		
HAIR_9				mxʷaɬ		ɬˈaʍak														
HAIR_10																				qwˈawa
HAND_1									ʧohʃo		t̪ˈohʃo									
HAND_2							əsaɬʲ													sˈal
HAND_3				ʔiʃˈaːʎ̥						iːsaʎ				ˈinoɬ				ʃaʎ̥		
HAND_4						lamˈane										at̪ˈan				
HAND_5	t̪ʰna	talla										t̪ʰanˈa	talla				t̪ʰˈaːna		talla	
HAND_6															ʔápka					
HAND_7			hˈitʲa~hˈiʦʲa		biːj̥ˈa															
HAND_8								tíːk												
HEAD_1										ʧuksa~ʧuska										
HEAD_2					kʰaːjˈa		xəɬʲt̪aː									xijˈa				
HEAD_3		tʼalʔaina											tʼalʔaina							
HEAD_4	ʃnaː		hˈimaʔ								t̪ˈinaː	ʃˈinaː					ʃinːa			
HEAD_5						ɬˈaʍak									ʧaːráw					
HEAD_6								axβâːh												
HEAD_7																		ʎ̥mu		
HEAD_8																				hˈúː
HEAD_9				mkuɾ																
HEAD_10									hoʔt̪ʼo											
HEAD_11														iɬˈit						
HEAR_1			χˈukejat																	
HEAR_2															kwíkhjawik					
HEAR_3		kaː											kaː	kiː					kaː	
HEAR_4																xkʼo				
HEAR_5										aʔavk										
HEAR_6	ʃoːʧ				ʃoːkʰ				ʃoːʧ			ʃoːʧi					ʃoːʧi			
HEAR_7				ʔiːʔˈiːp			jip											ʔip		
HEAR_8								θitiβ			ʃˈimit̪									
HEAR_9																				ʔˈêˑβi
HEAR_10						diɡjˈehʔma														
HEART_1		ʦukuʦʼi							ʦʼuhkul				ʦukʼutʦʼi			ʦʼukut̪	ʦʼˈuhkun			
HEART_2							iːʧix							ˈimoʃ				iːʧˈaʃ		
HEART_3				ʔijˈaːj	saːmˈaːj			iθβaːj												
HEART_4										iːwa					ʔíwaːsúrʔ					iˑwˈáˑja
HEART_5	kʰam										kʰamʃeme	kʰam								
HEART_6						ɬonʃˈahmaʔ														
HEART_7			husaʔanʧeːi																	
HEAVY_1										ineːh~ineːθ										
HEAVY_2																				nˈoˑ
HEAVY_3							wən̪ix~wən̪ax													
HEAVY_4				ɲix														nix		
HEAVY_5			himita										miʦa							
HEAVY_6																			ʦʼaʔwiʦa	
HEAVY_7					xaːlˈikʰ															
HEAVY_8								máːθ												
HEAVY_9															ʔiʧkákʼ					
HEAVY_10																ʔtʼˈeʔkit̪				
HEAVY_11						ʔaɡˈundaʔ														
HEAVY_12														kmˈotɛt						
HORN (ANATOMY)_1		weːju						βêːhʃuɾ~βêːʃuɾ					weːju						weːju	
HORN (ANATOMY)_2			hˈuwesʲ																	
HORN (ANATOMY)_3						lˈeɡaɬ														
HORN (ANATOMY)_4														itˈaːmaɬka						
HORN (ANATOMY)_5				kʷa			əkʷaː			iːkʷe										kʷˈá
HORN (ANATOMY)_6	ʔa				ʔa				haʔa		ʔa	ʔa				ʔa	hˈaʔːa			
HORN (ANATOMY)_7															wáːpaʔ					
I_1					wi											wit̪				
I_2		aiʔniʦa											aiʔniʦa						aiʔniʦi	
I_3				ɲaːʧ						ʔiɲeʧ								ɲaːʧ		ʔɲˈaʧi
I_4						ʔijˈaʔ	ʔənʲaːʧ													
I_5	ʔaː				haː			náː	ʔa		ʔaː	ʔaː		ʔɛ	jaːʔa	ʔa	ʔˈaːʔa			
I_6	t̪oː								t̪o		ʔˈaht̪o	t̪oː					ʔat̪ːo			
I_7			nˈoʔot																	
KILL_1											kʼˈamanan						mihjˈana			
KILL_2												ʧaban								
KILL_3						dimˈaʔaʔma														
KILL_4														kikʷ						
KILL_5															kʼwíʧkaxáwiːk					
KILL_6								ijkaɾ												
KILL_7	haːkʼˈuːm		hˈakʰo	nak	ʃaːkʼ				pʰakʼuːm											
KILL_8		ʔamʔʦi											ʔapʔʦi						ʔapʔʦi	
KILL_9							aːmuːʧ											aːmˈuːʧ		
KILL_10										tapujm										
KILL_11																				nˈéhi
KILL_12																mudˈoqa				
KNEE_1					qʼuːt̪ˈul															
KNEE_2																qʼadˈa				
KNEE_3							məxət̪un̪~xəmət̪un̪													
KNEE_4										iːmemipuk				iɸɬk				miːnəpˈuk		mipˈúk
KNEE_5				ʔimˈiːtaːkˈaːɲ											ʔíʧʼːipka					
KNEE_6								páθak												
KNEE_7																			pʰuːtikʼi	
KNEE_8			hitxanimaxa										hiːwakinna							
KNEE_9												jaːsˈis								
KNEE_10	snoː																sinːˈot̪ːa			
KNEE_11						ɬeŋˈone														
KNEE_12											ʃˈiʔkʼˈono									
KNEE_13									moqʰoː											
KNOW (SOMETHING)_1	jaqʼ																			
KNOW (SOMETHING)_2												ʃaː								
KNOW (SOMETHING)_3				ʔuːjˈaː										kˈija						
KNOW (SOMETHING)_4										suːpawm								uːjˈaːw		
KNOW (SOMETHING)_5								áːpunma												
KNOW (SOMETHING)_6			hˈiʦʼahu												tiːwáːjkʼahaːʔ					
KNOW (SOMETHING)_7						ʔiʃˈinaʔ							tiʦipa							
KNOW (SOMETHING)_8																fdˈiqa				
KNOW (SOMETHING)_9									ʔduːʧiʧʼ								hiʔduʧːˈed			
KNOW (SOMETHING)_10							n̪uɹ													
KNOW (SOMETHING)_11																				spˈo
KNOW (SOMETHING)_12					meːʔˈel															
LEAF_1								sáːn							xanːár					
LEAF_2	stʼal			wal	siːtʼˈal															
LEAF_3			hitaxai							hamaʎ										
LEAF_4							ʔəjaɬ													
LEAF_5														istx		kˈiqt̪a				
LEAF_6											t̪ˈuʔt̪ʼa									
LEAF_7						libˈela														
LEAF_8																				θˈéqa
LEAF_9									ʃihpʰa			ʃapʰˈa					ʃiːma			
LEAF_10													tʼaːpʰalla							
LIE (REST)_1						ɡunˈowja														
LIE (REST)_2														koːm						
LIE (REST)_3	mti								miti			mitˈi				mat	miːti			
LIE (REST)_4		murul			mer						mˈeːre		murul						murul	
LIE (REST)_5				jak			jaq											jak		jˈâki
LIE (REST)_6								ijɾúːhɾiβ												
LIE (REST)_7															ríʦaːʔ					
LIE (REST)_8			haʧˈuːtat																	
LIE (REST)_9										iðikk										
LIVER_1			hˈusi				ʧəpəsiː								ʔéːpsi			t̪əpsˈi		
LIVER_2										ʧavuθiː										ʧβθˈiˑ
LIVER_3				ʧpuʂˈu																
LIVER_4		ima											ima	ˈijas					ima	
LIVER_5	ʃaːlˈaː				kʰaːl̥ˈal	ɬˈada			ʧahlaː		ʧʰˈalaː	ʃˈalaː				ʃlal~ʃlala	ʧˈalha			
LIVER_6								βáfiʃ												
LONG_1						ʔidˈoɡi														
LONG_2															ʔúkːaxáwhiʔ					
LONG_3									ʔahqol								ʔˈahkon			
LONG_4	kol										kˈolon	kol								
LONG_5		ʦul											ʦul						ʦul	
LONG_6				kuʎ̥						ʔakʲuːʎm										kʲˈuˑli
LONG_7							ʔəquɬ													
LONG_8					baːkˈil											biʦˈil				
LONG_9								βâːɾam												
LONG_10														kˈakʷsχax						
LONG_11			hˈiʦʰʲut																	
LOUSE_1	ʧi				kiː							ʧi		iː						
LOUSE_2								aʧiːʧ	ʔahʧi								ʔˈahʧi			
LOUSE_3						ɬˈajɡwi														
LOUSE_4											t̪ˈikaː		ʦina			ʦin				
LOUSE_5															ʧʼiːtákʼ					
LOUSE_6				ʔiʔˈiʎ̥						ɲiʔiːʎ										
LOUSE_7							əmiɬʲ													
LOUSE_8																				hʔˈel
MAN_1		hisi					ʔiːkʷiʧ				bˈiki		hisi						hihsi	
MAN_2			ˈitʼʲi~ˈiʦʼʲi																	
MAN_3																ʦˈawi				
MAN_4					kaːkʰ															
MAN_5															ʔawatíkhwaː					
MAN_6						ɡˈalʃans~ɡalʃˈans		áβansa												
MAN_7				ʔapˈa						ʔiːpa							ʔˈaʧːaj	ʔiːpˈa		
MAN_8	bˈaja								hiʔbaja			baː								
MAN_9																				pˌaˑhmˈija
MAN_10														ktam						
MANY_1							xəmiːj~ʔəxmiːj													
MANY_2			hˈitat~hˈitʼam																	
MANY_3																bitˈeqa				
MANY_4				ʎ̥aj				táːj										ʎ̥aw		
MANY_5		tatʔ							batʰeː		bˈahtʰe	batʰˈe	tatʔ	kˈatχo			bˈahtʰe		tatʔ	ʔtˈe
MANY_6						ʔaʃpˈeʔ														
MANY_7										ʔapaʎm										
MANY_8	t̪ʰˈedu																			
MANY_9															ukːarí					
MEAT_1	pʼʃe				biːʃˈe				bihʃe		bˈehʃe	biʃˈe				bxe	behʃe			
MEAT_2						liʃˈikʼ														
MEAT_3								íːʃ												
MEAT_4													pasi	ipχˈasi					pahsi	
MEAT_5			ˈaʔa																	
MEAT_6															ʔaráwʔ					
MEAT_7				ʔimˈaːʧ																
MEAT_8							kukʷaːjp			kʷiːkʷaj~kiːkʷaj								kʷak		
MEAT_9																				kʷˌeˑθˈoβa
MOON_1					duːwˈelˌaː						dˈuwedakaː					ʔeweda				
MOON_2												da								
MOON_3													wakʼaːra						wakʼaːra	
MOON_4								kúːsɾah												
MOON_5															ʧʼúːwar					
MOON_6				xʎ̥ʔa			xəɬʲaː			haʎʔa										
MOON_7	lˈaːʃa		ˈala~alla						qʼalaːʃa								ʔalːˈaːʃa			hlˈa
MOON_8						ɡalmˈut͡ɬʼa														
MOON_9														ˈiːʃaχ						
MOUNTAIN_1	daːnˈo				daːnˈo				dono			danˈo				kno	dˈoːno			
MOUNTAIN_2							mat̪ət̪aj											matkʷat̪ˈaj		
MOUNTAIN_3										ʔaviː				ʔast						
MOUNTAIN_4			ˈawu												wákːwe					
MOUNTAIN_5		ʦiːkalla				ɬiʍˈala							ʦiːkalla						ʦiːkalxi	
MOUNTAIN_6				wiː							wˈiʃaː									ʔwˈíˑ
MOUNTAIN_7								túːjʃip												
MOUTH_1						lˈaɡo										χˈast̪o				
MOUTH_2	ha		hˈawa						ʔaha		hˈamo	ha			ʔáw		ʔˈahːa			
MOUTH_3				ʔijˈa			aː			iːja								aː		jˈa
MOUTH_4		palla																	palla	
MOUTH_5					xˈaʦʼiːda															
MOUTH_6								apmaːn												
MOUTH_7														itˈɛːn						
