	Anuta	Austral (Ra'ivavae)	Austral (Rurutuan)	East Futuna	Emae	Futuna-Aniwa	Hawaiian	Kapingamarangi	Luangiua	Mangareva	Maori	Mele-Fila	Niuean	North Marquesan	Nukuria	Penrhyn	Pukapuka	RakahangaManihiki	Rapanui	Rarotongan	RennellBellona	Samoan	Sikaiana	Tahitian	Tikopia	Tongan	Tuamotuan	Tuvalu	Vaeakau-Taumako	Wallisian
OLD_7			ruuʔau															ruuhau						ruuʔau						
OLD_8	maatua			matuʔa	tuai			tuai	makua~mua~ukuai			tuai	tuai		matua		matua		tuai		matuʔa	tuai~matua	matua~mua		maatua	motuʔa		matua	matʰua	matua
ONE_1		hoʔe																						hoʔe						
ONE_2	tasi		taʔi	tasi	tasi	tasi	ʔekahi	dahi	kahi	taʔi	tahi	etasi	taha	tahi	hokotahi	tahi	taji	tetahi	tahi	taʔi	tahi	etasi	tasi	tahi	tasi	taha	tahi	tahi	kotahi	tahi
PATH OR ROAD_1		puɢumu	puruumu															puruumu						puruumu						
PATH OR ROAD_2						retu																								
PATH OR ROAD_3			araʔaraʔa												haarena															
PATH OR ROAD_4	ara			ala	ara		ala	ala	ala	ara	ara	ara	hala	vaʔa		ara	ŋutuala	ara	ara	ara	aɡa	ala	ala	ara	ara	hala	ara	auala	ala	ala
PATH OR ROAD_5																								ʔeeʔa						
PERSON_1	taŋata	taʔata	taʔata	taɡata	taŋata	tafata	kanaka	daŋada	kaŋaka	taŋata	taŋata	taŋata	taŋata	kenana~ʔenata	tama	taŋata	tama~taŋata	taŋata	taɡata	taŋata	taŋata	taŋata	tama~tanata	taʔata	taŋata	taŋata	taŋata	taɡata	tai	taɡata
PERSON_2																	kovi													
RAIN (PRECIPITATION)_1																						timu						timu		
RAIN (PRECIPITATION)_2	ua	ua	ua	ʔuaina	ua	ua	ua	ua	ʔua	ua	ua	ua	uha	ua	ua	ua	ua	ua	ʔuua	ua	ʔua	ua	ua	ua	ua	ʔuha	ua	ua	ua	ʔua
RED_1																			herohero			melomelo								
RED_2	mero			mea		mea		mmee	mea		fero	mea			mmea		melo		mea		mea	mea	mea		mero~mea		mea		mea	
RED_3	oata			soata																										
RED_4					loa																									
RED_5				kula			ʔula			kura			kula	kuwa		kura	kula	kura		kura	kuɡa	ʔula				kulokula	kura	kula		kula
RED_6			ʔuraʔura															muramura												
RED_7		ʔuteʔute																		ʔute				ʔuteʔute						
RED_8														pukiki																
ROOT_1	tapito											kasikoa																		
ROOT_2		aʔa	aʔa	aka	kairakau	akai	aʔa	aɡa	paʔiaʔa	aka	pakiaka		aka	aka	patiaka	aka	aka	aka	aka	pakiaka	paʔiaʔa	aʔa	patiaka	aʔa	vaiaka	aka	aka		aka	aka
ROOT_3																												poɡai		
ROPE_1		nape																												
ROPE_2															kaavei															
ROPE_3	maea		taura	taula~maea	faβa	taura~vava	kaula	taura~moea	maea	kaka~toura	taura	wawa~mea	toua	touʔa	uka~maea~kaha~haha	taura	kawa~taula	taula	taura	taura	tauɡa	maea	maea	taura	maea	maea	taura	maea		taula~maea
ROPE_4																													hau	
ROPE_5																											patoko			
ROPE_6																												lopu		
SALT_1						sol																								
SALT_2											tote																			
SALT_3															horo															
SALT_4				paʔatai	tai		paʔakai							paʔatai~kanatai							tai									tai
SALT_5			miti							miti							miti		miti	miti		miti		miti			miti			
SALT_6												mara	matima									maasima				maasima		maasima		
SALT_7		ʔavaʔava																												
SALT_8														puhinaʔu																
SAND_1	kere								ʔele						kerekere		kelekele													
SAND_2		one	one	ʔone	one	one	one	one		one	one		one	one		one	one	one	one	one	ʔone	oneone	one	one	one	ʔoneʔone	one		one	one
SAND_3												waraune																		
SAND_4																	tini													
SAND_5																												fuu		
SAY_1							ʔoolelo				koorero									koorero										
SAY_2													kepehe													pehee				
SAY_3																					heŋɡeu									
SAY_4										ki								ki	kii											
SAY_5				pati											hai													faipati		
SAY_6									meaʔe								mea													
SAY_7					muna										hua										muna					
SAY_8						tuku		tapa				tokua		tekao						tuatua								taku	tukua	
SAY_9	karaŋa								kakala											karaŋa		tautala	taatala							
SAY_10		paɢaupaɢau	parau											peʔau										parau			parau			
SEE_1		ʔite		kite	kutea		ʔike		ʔike		kite			ʔite	kite		kitea		tikea	kite	kite	ʔite	kite	ʔite	kite		kite		kutea	
SEE_2				tio																						sio		kilo		sio
SEE_3																		tititiro												
SEE_4						safea						sereia																		
SEE_5	mamata		naanaaːna	matamata				mada		nana			mata								mata	matamata								
SEE_6																						vaʔai								
SEE_7																												pula		
SEW_1		niɢa	nira																					nira						
SEW_2			au																					au						
SEW_3	titina		tiiʔai																										tohia	
SEW_4				tui	tuitui	tui~sukia		dui	kui	tue	tui	tuia	tui	tui	ttui	tui	tui	tuitui	tui	tui	tui	suʔi	tui		tui	tuitui	tui			tui
SEW_5							humuhumu																							
SEW_6																		ruru												
SHARP_1													matila									masele				maasila			mfasele	maasila
SHARP_2	kakai			fakakaa~kakai	makakai	matakai		ɡaa	ʔaa			matʃikai			kaa				kaʔi		hakakaa~kakai	maʔai	kaa		mata			matakai	mdakhaa	
SHARP_3		ʔoi	ʔoi				ʔoi			koikoi	koi			koi		koi	kokoi	koi		koi				ʔoi			koi			
SHARP_4																											popo			
SHARP_5																	niniva													
SHORT_1											hakahaka					sakasaka						saʔasaʔa								
SHORT_2				leka		saka															leka									
SHORT_3	nounou													nohinohi												nounou				
SHORT_4		poto	poto			poto	pookole	bodo	poko	poto	poto			poto	potopoto	poto	puupoto		poto	poto		poto	poto	poto			poto	toetoe	popoto	
SHORT_5													puku								puku	puʔupuʔu			pukupuku					pukupuku
SHORT_6																	puunekeneke													
SIT_1	nopo	nohotu	noʔo	nofo	nofoiraro	nofo	noho	noho	ŋoho	noʔo	noho	nofo	nofo	noho	noho	noho	noonooːno	noho	noho	noʔo	noho	nofo	noho		nofo	nofo	noho	noho	noho	nofo
SIT_2			araʔi																					paarahi						
SIT_3						buku																								
SIT_4																										taŋutu				
SKIN_1																						paʔu						pau	paku	
SKIN_2	kiri	ʔiɢi	ʔiri	kili	kiri	kiri	ʔili	ɡili	ʔili	kiri	kiri	kiri	kili	kiʔi	kiri	kiri	kili	kiri	kiri	kiri	kiɡi	ʔiliola	kili	ʔiri	kiri	kili	kiri	kili	kilihino	kili
SKY_1	raŋi	ɢaʔi	tuaraʔi	laɡi	raŋi	raɡi	lani	laŋi	laŋi	raŋi	raŋi	raŋi		ʔaŋi		raŋi	laŋi	laŋi	raɡi	raŋi	ɡaŋi	laŋi	lani	raʔi	raɡi	laŋi	raŋi	laɡi	velaŋi	laɡi
SKY_2												maloa																		
SKY_3															kaniva															
SLEEP_1								khi																						
SLEEP_2																	lowi													
SLEEP_3	moe	moe	moe	moe	moe~ŋoro	moeroa	moe		moe	moe	moe	moe	mohe	hiamoe	moe	moe	momoe	moe	moe	moe	moe	moe	moe		moe	mohe	moe	moe	moe	moe
SLEEP_4																								taʔoto						
SMALL_1													puku												pukupuku					pukupuku
SMALL_2														kaiu																
SMALL_3																	lewu													
SMALL_4												kekela																		
SMALL_5								bodo						poto		poto			poto	poto										
SMALL_6										niŋore																				
SMALL_7																													kiko	
SMALL_8																								naʔinaʔi				fonini		
SMALL_9	riki	iti			titi	sisi	liʔi		suli		iti		liki	ʔiki~iti		iti	liliki	meeiti	iti	iti	ɡiki		liki			siʔi	riki~iti	foliki		siʔi
SMALL_10			maaitiiti	ʔikiʔiki											punarikiriki							itiiti							likiliki	
SMOKE (EXHAUST)_1									ʔohu						kohu										kofu				kohu	
SMOKE (EXHAUST)_2						au							ahu		au		au	au				asu	au			ʔahu		au		ʔahu
SMOKE (EXHAUST)_3	autiapi	auauahi	auauaʔi	aausia	asuafi		uahi	seahi		ahi	auahi			auahi		auahi			auahi	auaʔi	ʔauahi			auauahi	ausiafi		auahi			
SMOKE (EXHAUST)_4												silaŋo																		
SNAKE_1				ɡata	ŋata	ŋata	naheka		ʔaka		naakahi	ŋatasai	ɡata		kata						ŋata	ŋata			ŋau	ŋata			ŋata	
SNAKE_2			ooʔioːʔi														oovioːvi			ʔoouioːui				ʔoofioːfi						
SNAKE_3														puhihenua																
SNAKE_4																							sineki							
STAND_1		tia			tuiruŋa																			tiʔa						
STAND_2												telao																		
STAND_3	tuu	tuu	tuu	tuʔu		tu		duu	uu		tuu		tuu	tuu	tuu	tuu	wetuu	tuu	tuʔu	tuu	tuʔu	tuu	tuu		tuu	tuʔu	tuu	tuu	tʰuː	tuʔu
STAND_4							ku																							
STAND_5										ʔakaatuaːtu																				
STAR_1	petuu	hetiʔa	fetiʔa	fetuʔu	fetu	fatuu		heduu	heku	ʔetu	fetuu		fetuu	fetoe	hetuu	hetuu	wetuu	feetueːtu	hetuʔu	ʔeetueːtu	hetuʔu	fetuu	hetuu	fetiʔa	fetuu	fetuʔu	hetuu	fetuu	hetuu	fetuʔu
STAR_2							hookuoːku																							
STAR_3												masoi					mata													
STAR_4																		vairaŋakaveiŋa												
STONE_1														keʔa~hatukeʔaa																
STONE_2				maka	maka								maka					toka	maʔea			maʔa				maka				maka
STONE_3		ʔohai	ʔooʔaʔi																					ʔoofaʔi						
STONE_4	patu		poʔatu	fatu		faatu	poohaku	hadu	haku	poʔatu	koofatu	fatu	patu		hatu	poohatu	watu	fatu~poohatu		pooʔatu	balu	fatu	hatu		fatu		poofatu~hatu	fatu	hatu	
SUCK_1					mumu										uu							susu			puku	huhu				
SUCK_2								u																						
SUCK_3	miti			momi		umi			miki	miti		tomia	miti		umiumi		miti	miti		miti	umi~miti		umiumi~mmiti		miti		momi~miti	mimiti	mihikia	momi~mihi
SUCK_4																				ʔia										
SUCK_5		ʔote	ʔote								ŋote					ŋote	ŋote	ŋote		ŋotea				ʔote						
SUCK_6				komo			omo			omo				omo	homohomo				omo								ŋoŋo			
SUCK_7																		fakaroroma												
SWIM_1	kau	ʔau	ʔau	kau	kaokao	kau	ʔau	kau	ʔau	kau	kauhoe	kaukau	kou	kau	kkau	kau		kaukau	kau	kau	kakau	ʔaʔau	koukou	ʔau	kau	kakau	kau	kakau	kau	kau
SWIM_2																	taakele													
SWIM_3																		hopuvai												
TAIL_1									mosuʔi						moihuku								muisuki							
TAIL_2	tiku			siku	siku	siku		huku		ʔiku			hiku	hiku		siku	jiku	hiku	hiku	ʔiku	siku			hiʔu		iku	hiku	hiku		hiku
TAIL_3			ʔuʔu																			siʔusiʔu			sikusiku					
TAIL_4			vero				huelo			vero				veʔo										ʔaero			vaero			
TAIL_5										ave		rapue																		
TAIL_6											fiore													ʔitere						
TAIL_7																													pole	
THAT_1	ena		teeraeːra			tena		tera			teeraeːra~teenaeːna	nera		teʔaa			teia~teelaeːla	teeia	era			lela~lena		teeraeːra		koena		teelaeːla~teenaeːna	tena	
THAT_2																taua		taua		aua							aua			
THAT_3					ira		na~la						ia		raa~naa						ia				na					
THAT_4																														kohee
THEY_1		ɢaatou	raatou	lotou	ratou		laakou		laakou	raatou	raatou	ratou		ʔatou	laatou		laatou	raatou		raatou	kiŋɡatou	laatou	laatou	raatou	ratou	kinautolu		laatou	lʰatou	
THEY_2	naaua	ɢaaua	raaua	laa	raua	kiraua	laaua	tikaula	laaua	raaua	raaua	raua	maua		laaua		laaua	raaua	raʔua	raaua	kiŋɡaaua	laaʔua	laaua	raaua	raua				lʰaua	naaua
THICK_1		meʔumeʔu																						meʔumeʔu						
THICK_2	maatoru			maatotolu	matorutoru	matoru	maakolukolu	maadolu	makolu	maatoru	matotoru	matoru	matolu	motoʔu	hamataku~maatoru		maatolu	maateru	matoru	maatoru	maatoɡu	matolutolu	maatoru		maatoru	matolu		maatolu		maatolu
THICK_3																						mafia								
THICK_4			tuetue																			tuatua					tuʔatuʔa	tuatua~tuaefa		
THICK_5																													eha	
THIN_1													aleale																	
THIN_2																	tutule													
THIN_3		ɢaiɢai	rairai				lahi	rahirahi			rahirahi			piʔahiʔahi~ʔakiaki~kahikahi	rrahi		lalawi	rahirahi~aŋiaŋi	raʔi	rairai~aŋiaŋi				rairai			rahi			
THIN_4	manipi			manifi	manifinifi	mafinfini			maŋihi	rikiriki		manfinifi			tuarikiriki						maanihi	manifi	tualiki		nifi	manifi		tuaniki	manihi	manifi
THINK_1	maanatu		manaʔo	manatu~masalo	fakaturia	manatu	manaʔo	hakapau	hakaoko	makara	fakaaro	mantua	manatu~mahala	maʔakau	maanatu	manako	manako~majala~manatu	mahara~hakamanako	manaʔu	maʔara	maanatu	manatu~maafaufau		manaʔo	maanatu	fakakaukau	mahara	maafaufau~manatu	mnatua	manatu~mahalo
THINK_2																												laɡona		
THINK_3																							hakateletele							
THINK_4																													hiŋa	
THINK_5		heɢuɢi																												
THIS_1	ieni		teie	leinei	reni	tenei	nei~keeia	tenei	keŋei	tenei	teenei	kenei		tenei	nei	teeia	eenei~teenei	nei	nei	teeia		lenei	tenei	teie	nei	koeni		nei~teenei	tene~ne	eni
THIS_2																											te			
THIS_3																		taua												
THIS_4																					ia									
THOU_1	koe~ke	ʔoe	ʔoe	koe~kee	akue	koe	ʔoe	ɡoe	ʔoe	koe	koe	akoe	koe	ʔoe	koe	koe	ou~koe	koe	kou	koe	koe	ʔoe	koe	ʔoe	koe~kee	koe	koe	ke	koe	koe~kee
THREE_1	toru	toɢu	toru	tolu	toru	toru	kolu	dolu	kolu	toru	toru	etoru	tolu	toʔu	toru	toru	tolu	toru	toru	toru	toɡu	etolu	tolu	toru	toru	tolu	toru	tolu	tolu	tolu
THROW_1								maka			paŋa							fakamui		maka							maka	apa		
THROW_2																														ʔatu
THROW_3					pepe																tupe							tupe		
THROW_4										kero			velo						vero											
THROW_5		taaoɢa	taaora									woro		tioʔa								toŋi		taaora		tolo	toro			
THROW_6							hoʔolei																							
THROW_7	peiia			peʔesi	pesia				pesi			pesia				peehua				peeʔia			pehi							peʔehi
THROW_8				tii		ʦiri		dili		tiri				tiʔi	ttiri		tili			tiri						lii	tiri		sili	
THROW_9															riaki					ʔia										
THROW_10																	uti													
TONGUE_1	arero	aɢeɢo	arero	ʔalelo	arero	rero	alelo		alelo	arero	arero		alelo	aʔeʔo	arero	arero	alelo	alelo	arero	arero	ʔaɡeɡo	alelo	alelo	arero	alelo	ʔelelo	arero	alelo	alelo	ʔalelo
TONGUE_2												limena																		
TONGUE_3								horore																						
TOOTH_1	nipo	niho	niʔo	nifo	nifo	nifo	niho	niha	ŋiho	niʔo	niho	nifo	nifo	niho	niho	niho	nio	niho	niho	niʔo	niho	nifo	niho	niho	nifo	nifo	niho	nifo	niho	nifo
TWO_1		piti	piti																					piti						
TWO_2	rua		rua	lua	rua	rua	lua	lua	lua	rua	rua	rua	ua	ʔua		rua	lua	lua	rua	rua	ɡua	elua	lua		rua	ua	rua		lua	lua
TWO_3															hiaoa													aoa		
VOMIT_1		pihaʔe																						pihaʔe						
VOMIT_2	rua		ruʔaʔi	lua~lua	rua	lua	luaʔi	luai~rua	lua	ruaki	ruaki	rua	puhaki~lua	ʔua	rua	rua	luaki~lua	ruaki	rua	puaki	ɡua	luaʔi~puaʔi	lua		rua	lua	ruua	lua	lua	puʔaki~lua
WALK_1												saria												ori						
WALK_2			ʔanorimoʔaere~rimorimo																											
WALK_3	aere	haeɢe		saʔele	saere		hele	haele	haele	ʔere			haele	heʔe	haare	saere		haere	haere	ʔaere	saʔeɡe	saele	saele	haere	saere		haere	haele		haaere
WALK_4								heeheeːhe			haereawaewae						jaaeleaːelele													
WALK_5																										ʔalu			kau	
WALK_6			ʔano	ano				taahao																	tahao					
WARM_1	mapanapana		maaʔanaʔana	maafana	mafanafana	mafana	hahana	mahana	mahaŋa	maʔana	mahana		mafana	haʔamaahanahana	mahana	mahana	maajana	mahana	mahana~hana	maʔana	mahana		maahana	maahanahana	mafana	mafana	mahana	mafana	mahana	mafana
WARM_2							wela					wera					vela					vela								
WARM_3		veʔaveʔa	veravera																									mavelavela		
WATER_1	vai		vai	vai	βai	vai	wai	wai	vai	vai	wai	wai	vai	vai	vai	vai		vai	vai	vai	bai	vai	vai		vai	vai	vai	vai	vai	vai
WATER_2		papemaaʔaɢo																						pape						
WATER_3																	jua													
WE_1						kimaua		ɡida~ɡida													kimaa~kita									
WE_2		maaua~taaua	maaua~taaua	maa	maua~taua		maaua~kaaua		kaaua~maaua	taaua	maaua~taaua	maua~taua	maua~taua	taua~maua			ataaua~amaaua						taaua~maaua	maaua~taaua					tʰaua~mhaua	maa
WE_3	tou	maatou~taatou	maatou~taatou	tou	matou~tatou		maakou~kaakou		maakou~kaakou		maatou~taatou	matou~tatou	mautolu~tautolu	matou~tatou	maatou~taatou		maatou~taatou	taatou~maatou	tatou~matou	taatou~maatou		maatou~taatou	maatou~taatou	maatou~taatou	tou	kimautolu~kitautolu	tatou		tʰatou~mhatou	tou
WET_1		maʔu	maʔu	maatuʔu						maku	maakuaːku							maahuaːhu										maalu		
WET_2																				maaʔuaːʔuʔuaːʔuːʔu										
WET_3			rari		roro					raŋa~rari					para	rari			lali	taarari				rari			rari	pala		
WET_4	parapara			fakasasau																										palapala
WET_5				taitaia										ʔautau				tavai												
WET_6								tʰiu																				hihiu		
WET_7				vikuviku																						viku				
WET_8						ʰnupu	pulu																							
WET_9						su			suu								jujuu				suuʔia	susuu	siu		suu				siu	
WET_10												lousa																		
WET_11																			hehe											
WHAT_1	aa	aha	aʔa	aa		aha	aha	aha		aʔa	aha	afa	haa	aha	heaa	aha		eaha	aha	aʔa	aa		aa	eaha	aa	haa	aha	aa	aa	aa
WHAT_2					rea				kea								wea													
WHAT_3																						ʔoleaa								
WHERE_1	pea	hea		fea			aiaihea	hee	hea	ʔea	fea		fee	hea	ihea	hea	iwea	hea	he	ʔea	hea		hea	hea	fea		hea	teehea	ihea	fea
WHERE_2			ʔia		ife							ifia										ʔofea				ʔifee				
WHERE_3						ua																								
WHITE_1		ʔuoʔuo																						ʔuoʔuo						
WHITE_2						kʰeŋo	keʔokeʔo																							
WHITE_3									maʔiŋi		maa							maakita												
WHITE_4																	mumuka													
WHITE_5														tavaiʔe								paʔepaʔe								
WHITE_6	tea~kena		teatea	tea	tea	tea	kea	kene		tea		tetea	tea	teko~tea	maatea	tea	kena	tea	teatea	tea	tea	tea	tea		tea~kena		tea	tea	tʰea	tea
WHITE_7																						sina				hinehina				
WHO_1	ai	vai	vai	ai	koi	akai	wai	ai	ai	ai	wai	kuai	hai	ai	koai	ai	ai	koai	aai	ʔai	ai	ʔoai	ai	ʔovai	ai	hai	ai	ai	ai	ai
WIDE_1							aakea							fatea				atea		aatea		aateatea~lautele						lauefa	laueha	
WIDE_2		ɢaɢahi		laulasi		ʰlafa		balaha	laha	ʔataʔata			laulahi		raharaha	raharaha	lapalapa	patapata					llaha		lafalafa	laulahi	raha			laulahi
WIDE_3			ʔaʔano																	ʔaʔano				ʔaʔano						
WIDE_4											faanui																			
WIDE_5																			kau											
WIND_1				savili									havili									savili								havili
WIND_2	mataŋi	mataʔi	mataʔi	mataɡi	mataŋi	mataɡi	makani	madaŋi	makaŋi	mataŋi		mataŋi	mataŋi	metani	matani	mataŋi	mataŋi	mataŋi	mataɡi	mataŋi	mataŋi	mataŋi	matani	mataʔi	mataɡi	mataŋi	mataŋi		mataŋi	mataɡi
WIND_3						sau				hau	hau					sau			hahau											
WIND_4																			tokerau											
WING_1	kapakau		pererau	kapakau	pakakau	pakau	ʔeeheu	bakaumanu	apaʔau	pererau~pehau	parirau	pekau	peehau~tapakau	pekeu	kapakau	pererau	pakajau~kapakapa	paehau		peeʔau	kapakau	ʔapaʔau	kapakau	pererau	kapakau	kapakau	pererau	kapakau	kapakau	kapakau
WING_2																			karʔa											
WING_3		maiti																												
WORM_1						nufekere																								ʔulukele
WORM_2															tamakerekere															
WORM_3																						ʔanufe								
WORM_4		toʔeɢepo	toʔe				koʔe			iritoke	noke			toke		toke		toke		toke		toʔe		toʔe			toke			
WORM_5																			koreha											
WORM_6																													peipe	
WORM_7								patupatu													suɡati									
WORM_8				kelemutu									kelemutu									ʔelemutu				kelemutu		kalemuta		
WORM_9																	veli													
YEAR_1		matahiti	mataʔiti				makahiki									matahiti	matawiti	matahiti	matahiti	mataʔiti				matahiti					ŋatae	
YEAR_2	tau			taʔu	tau	tau		tau	kau	tau	tau	tau	tau	tau					taʔu	tau	taʔu		tau		tau	taʔu	tau			taʔu
YEAR_3														huaʔa			taakaloŋa					tausaŋa						tauhaŋa		
YEAR_4										ano																				
YEAR_5															kirimahi															
YELLOW_1						rauneaʰleu																								
YELLOW_2								laupuke																						
YELLOW_3				felo	ferofero	fero			helo														felo		fero			fefelo	helo	
YELLOW_4	teteŋa						lena											reŋa				leɡa			seŋa					
YELLOW_5		ɢeʔaɢeʔa	reʔareʔa							reŋareŋa						reŋareŋa	jeŋajeŋa			reŋareŋa	heɡoheɡo			reʔareʔa		eŋeeŋa	reŋareŋa	heɡaheɡa		leɡaleɡa
YELLOW_6																			para									sama		
YELLOW_7																						saamasama								
YELLOW_8													aɡo																	
YELLOW_9															vaiano															
YELLOW_10												maloloa																		
YELLOW_11											koofai																			
YELLOW_12														tokatoka																
