	Erzya	Estonian	Finnish	Hungarian	Ingrian	Karelian	Khanty	Kildin Saami	Komi-Permyak	Komi-Zyrian	Livonian	Mansi	Meadow Mari	Nganasan	North Saami	Selkup	Skolt Saami	South Saami	Tundra Nenets	Udmurt	Veps	Votic	Võro
BIRD_7																				tɯloburdo			
BIRD_8														təibəː									
BIRD_9							wɑjəɣ		kɑj				kɑjə̠k										
BIRD_10				mɒdaːr				lɒːnʲːt							lɔdti		lɔdʲːɘ						
BIRD_11	nɑrmuɲ																						
BIRD_12												towəluːj											
BIRD_13																			tʲirtʲɑsɑrmʲik				
BITE_1								kaːʦʲːke									kaʦʲc͡çːɛd						
BITE_2															kaːskih								
BITE_3									kurʨːɑvnɯ	kurtʲʨɯnɯ										kurtʨɯnɯ			
BITE_4			purːɑ		purːɑ	pʊrːɑ	pŏr					puri	purɑm								pʊrdɑ	purɤmɑ	pˑurɤmɑ
BITE_5														sɑkələsɑ		sɑːʧə							
BITE_6	rumʃtɑms~suskoms																						
BITE_7		hɑmːustɑtɑ									jɑmstə											ɑmːɤsːɤmɑ	
BLACK_1		must	mustɑ		mustɑ	mʊstɑ					mustɑː										mʊst	mus	musˑtˑ
BLACK_2														tusɑjkɑʔɑ									
BLACK_3	rɑuʒo																						
BLACK_4							pəɣtə																
BLACK_5																			pərʲidʲeːɲɑ				
BLACK_6												seːməl				sæːqə							
BLACK_7													ʃeme										
BLACK_8								ʧɒːhpe							ʧaːhpːes			ʧeːhpɛs					
BLACK_9									ɕɤd	ɕɤd							ʧɒpːɐd			ɕɤd			
BLOOD_1														kɑm		kɤm							
BLOOD_2												keːlp											
BLOOD_3	verʲ	veri	ʋeri	veːr	veri	vɛri		veːrː	vir	vir	vɛr		βyr		vɑrːɑ		vərːɐ			vir	vɛri	veri	veri
BLOOD_4							wər					wiɣər						βɨrːɛ					
BLOOD_5																			weːjɑ				
BONE_1							lŏχ							lɑtəː									
BONE_2		luː	luː		luː	luː			lɯ	lɯ	luː	luw	lu			lɯː			lɨ	lɯ	lʊ	luː	luː
BONE_3								taːxʲːt							taːkti		taxʲtʲːɘ						
BONE_4		kont		ʧont																			
BONE_5	lovɑʒɑ~pɑkɑrʲ								koskɑ									moɒruʌ					
BREAST_1		rint	rintɑ		rind̥ɑ	rintɑ		ranʲːt~ninːʧ			riːndɑ			ɕinɕə								rint	rint
BREAST_2	meʃtʲe~potʲe																						
BREAST_3																				ɡɑdʲ			
BREAST_4									moros	morɤs													
BREAST_5				mɛl			møɣəl					mɑːɣl											
BREAST_6													oŋ										
BREAST_7																kɯːlə							
BREAST_8													ʧə̠ze										
BURN_1				eːɡ								teːɣ											
BURN_2									soʨːɯnɯ	lomɑvnɯ~sotʲʨɯnɯ										ʤuɑnɯ			
BURN_3																ɑm							
BURN_4	pɑloms	pɤletɑ	pɑlɑː		pɑlˑɑː	pɑlʊɑ		puːlʲːe			pɑlːə				pʊ̯ɔlːih		pualʲdʲːɛd	pʉɛlɛdh	pərɑdɑsʲ		pɑlːɑdɑ	pɤlɤmɑ	pˑɑlɑmɑ
BURN_5													jylem										
BURN_6							li																
CLOUD_1	kovol								kɯmɤr	kɯmɤr													
CLOUD_2					tuːtˑsɑ							tul				tiːtːə						tuːʧ	
CLOUD_3																			tʲir				
CLOUD_4	peʎ							peːvːl															
CLOUD_5		pilv	pilʋi		pilvi	pilvi	pələŋ				piːlɑ		pə̠l		pɑlɑvɑ		pəlvːɐ	palβɛ		piʎem	pilʲv	pilvi	pˑilvʲ
CLOUD_6				fɛlɦøː																			
CLOUD_7														ʧiəðu									
COLD_1				hidɛɡ																			
COLD_2													jyʃtø										
COLD_3									kɤʥɯt	kɤʥɯd						tɑɕːu				keʑɯt		kɑhu	
COLD_4																					vilʊ	ʧyl	
COLD_5	keʎme	kylm	kylmæ		kylmæ~kuːmɑ	kylmæ		kelmas			kiːlmɑ				kɑlmːɑs		kəːlmɐs	kalmɛ					kˑylm
COLD_6												ɑɕərmɑ											
COLD_7							jøɣli																
COLD_8																			tʲeːʦʲdɑ				
COLD_9							ətʲəɣ																
COLD_10														ʧəɕiɕi									
COME_1				jøn			jø̆					jiw											
COME_2									loknɯ	vonɯ~loknɯ										vuɯnɯ~lɯktɯnɯ			
COME_3	sɑms																						
COME_4							jŏχət																
COME_5																	puɛtʲːɛd	poætɛdh					
COME_6															pɔ̯ɑhtih								
COME_7								puedʲːe															
COME_8		tulːɑ	tulːɑ		tulːɑ	tʊlːɑ					tuːldɑ		tolɑm	tujɕɑ							tʊldɑ	tulɤmɑ	tˑulɤmɑ
COME_9																			toːsʲ				
COME_10																tyː							
COUNT_1				saːmol																			
COUNT_2																toːr							
COUNT_3									lɯdʲːɯnɯ	lɯdʲːɯnɯ										lɯʥːɯnɯ			
COUNT_4	lovoms	luketɑ									luˀɡːə		luðɑm								lʊɡɛdɑ	lukɤmɑ	lukɤmɑ
COUNT_5														tuəbtusɑ									
COUNT_6			lɑskeɑ		lɑskiɑ	lɑskiɛ	lŏŋət	loːɡːe				lowiɲti			lɔhkɑh		lɒsʲc͡çːeːd						
COUNT_7													ʧotlem										
COUNT_8																		ryœknɛhtidh					
DIE_1								jɒːmʲːe											xɑsʲ				
DIE_2														dʲɑŋɡumsɑ									
DIE_3															jaːpmih			jæːmɛdh					
DIE_4																	ʝaːmʲːɛd						
DIE_5									kuvnɯ	kuvnɯ										kulɯnɯ			
DIE_6	kuloms		kuolːɑ		koːlːɑ	kʊɔlːɑ	kɑ̆lɑ				kuːolə	χoːli	kolem	kuədʲɑ							kɔldɑ	koːlɤmɑ	kˑuːlmɑ
DIE_7		surːɑ					sur															surɤmɑ	
DIE_8																quː							
DIE_9				mɛkhɒl																			
DIRTY_1								saːkʲːs									saxsːɒi						
DIRTY_2				sɛɲːɛʃ																			
DIRTY_3											ræpːi												
DIRTY_4	rudɑzov				reuɡ̊ɑz																rɛdʊkɑz		
DIRTY_5		must			mustɑ																		musˑtˑ
DIRTY_6							kulɯŋ													kɯrɕ			
DIRTY_7														ɲeɡɯku									
DIRTY_8			likɑinen			likɑni																	
DIRTY_9				piskoʃ								pɑːŋkən											
DIRTY_10										ɕɤd						ʧɑm				ɕɤd			
DIRTY_11									ɲɑtʲɤɕ	ɲɑtʲ												roːjɤtːu	
DIRTY_12	kɑrɡoʨ			kosoʃ																			
DIRTY_13													lɑβə̠rɑn										
DIRTY_14															tʊ̯ɔlvːɑs								
DIRTY_15							pəɣtə																
DIRTY_16																			wərʦɑwæj				
DOG_1							æmp					ɑːmp											
DOG_2															pe̯ænɑ			pɨɛɲɛ					
DOG_3	piɲe							pienːe	pon	pon	piɲ		pij				piɐnːɒi			punɯ			pˑini
DOG_4	kiskɑ	koer	kojrɑ	kucɒ	koirɑ	kɔirɑ										kɤnɑŋ					kɔir	koir	
DOG_5														bɑŋ									
DOG_6																			wæɲeːkoː				
DRINK_1							li					ɑji											
DRINK_2														bɯtɯdʲi									
DRINK_3	ɕimems												jyɑm										
DRINK_4																ytə							
DRINK_5		juːɑ	juo̯dɑ		joːvːɑ	juːvːɑ		juɡːe	junɯ	junɯ	juːodə									juɯnɯ	jɔdɑ	juːmɑ	juːmɑ
DRINK_6															jʊhkɑh		ʝuːkːɐd	juβkɛdh					
DRINK_7							jæɲtʲ																
DRY_1		kuiv	kuiʋɑ		kuivɑ	kʊivɑ					kuːjɑ		kukʃo								kʊiv	kuiv	kˑuiv
DRY_2	koɕke							kɒːʃʲkesʲ	kɤs	kos				koɕyə	kɔjkːis		kɔːʃc͡çɛs	kɛjhkiɛ		kɤs			
DRY_3							sɑrəm~sosəm					toːsɑm				ʧɤkə							
DRY_4																			xɑsuj				
DRY_5				saːrɒz																			
EAR_1																qoː			xɑ				
EAR_2		kɤrv	korʋɑ		korvɑ	kɔrvɑ					kuːorɑ			kou							kɔrv	kɤrv	kˑɤrv
EAR_3	piʎe							pieʎː	peʎ	peʎ		pɑʎ			pe̯æʎːi		pɛʎːɘ			peʎ			
EAR_4							pəl						pə̠lə̠ʃ										
EAR_5				fyl																			
EAR_6																		piɛljiɛ					
EARTH_1															e̯ænɑ		ʝɐnːɒm						
EARTH_2	modɑ	mɑː	mɑː		mɑː	mʊɑ			mu	mu	mɔː	mɑː	mlɑnde	mou					jɑ	mu	mɑ	mɑː	mɑː
EARTH_3							məɣ																
EARTH_4																		joɒrta					
EARTH_5																ʧuə̠ʧːə							
EARTH_6								lavʲːn															
EARTH_7				føld																			
EAT_1									ɕojnɯ	ɕojnɯ										ɕiɯnɯ			
EAT_2								poːrːe							pɔrːɑh		poːrːɐd						
EAT_3	jɑrsɑms												koʧkɑm										
EAT_4																ɑm							
EAT_5														ŋəmsɑ					ŋəmzʲ				
EAT_6	sevems		syødæ		søːvˑæ	syːvːæ					siːɛdə										sœdɑ	syːmæ	sˑyːmæ
EAT_7		syːɑ		ɛsik																			
EAT_8							li																
EAT_9												teːɣ											
EGG_1									koʎtʲ	koʎk													
EGG_2	ɑl																						
EGG_3																			sɑrʔɲu				
EGG_4		munɑ	munɑ		munɑ	mʊnɑ		manʲː			munɑːd	muːŋi	muno	mənu	mɔnːi		mɐːnʲːɘ	mʉnːiɛ			mʊnɑ	munɑ	munɑ
EGG_5							məɣ																
EGG_6																				puz			
EGG_7																eŋ							
EYE_1		silm	silmæ	sɛm	silmæ	silmæ	sem				siːlmɑ	sɑm							sæw		silʲm	silmʲ	sˑilm
EYE_2								ʧalʲːm							ʧɑlɛbmi		ʧɐlʲmʲːɘ	ʧɛlmiɛ					
EYE_3																sɑji							
EYE_4	ɕeʎme													ɕejmɯ									
EYE_5									ɕin	ɕin			ʃiɲʧɑ							ɕin			
FALL_1									uɕnɯ	uɕnɯ										uɕɯnɯ			
FALL_2				ɛʃik																			
FALL_3		kukːutɑ	pudotɑ																				kˑukˑɤrtumɑ
FALL_4					tokːuɑ	lɑŋkɛtɑ					lɑŋɡə										lɑŋːɛtɑ	lɑŋkɤːmɑ	
FALL_5	prɑms											rɑɣi											
FALL_6													βozɑm										
FALL_7														ʧəlhdʲi									
FALL_8														sohədʲɑ									
FALL_9								keːhʧe							kɑhʧːɑh		kəʧːɐd	kahʧɛdh					
FALL_10							kørəɣ																
FALL_11																ɑːlʨə							
FAR_1					etːæːl																		
FAR_2												eːlɑʎ											
FAR_3						ɛtæhælːini															ɛdɑhɑinɛ		
FAR_4	vɑsolo			taːvol																			
FAR_5													torɑʃte										
FAR_6				mɛsːɛ													kuc͡çɛs	kahkɛsɛ					
FAR_7									ɯlɯn	ɯlɯn													
FAR_8														kuntəɡunu		kuntok				kɯdʲokɯn			
FAR_9		kɑukel	kɑwkɑnɑ								kouɡi											kɑukɑlː	kˑɑvːɤn
FAR_10								kuhkʲenʲ															
FAR_11													myndə̠rnø										
FEATHER_1			høyɦen		høyhen																		
FEATHER_2							pun	poːnːʦ	ɡɤn	ɡɤn		pun	pun										
FEATHER_3																		paʦːɛ					
FEATHER_4		sulk	sulkɑ		sulɡ̊ɑ	sʊlkɑ										tuː				tɯlɯ		sulk	sˑulkʲ
FEATHER_5	tolɡɑ			tolː			tŏɣəl					towəl		totə		tɑr							
FEATHER_6																			tərʔ				
FEATHER_7													pə̠stə̠l										
FEATHER_8									bordtɯv														
FINGERNAIL_1									ɡɯʒ	ɡɯʒ										ɡiʒɯ			
FINGERNAIL_2	kenʒe	kyːs	kynsi		kynz	kynsi	kø̆ɳʧ	keːnːʦ			kiːɲtʃ	kos	kyʧ								kʏnzʲ	ʧyːni	kˑyːʦʲˑ
FINGERNAIL_3				kɒrom											kɑʣːɑ								
FINGERNAIL_4														kətu			kəʣːɐ	kaʦːɛ					
FINGERNAIL_5																		kʉɛhpɛrɛ					
FINGERNAIL_6																qɑtə							
FINGERNAIL_7																			xədɑ				
FIRE_1												uʎɑ											
FIRE_2																					læmɔi		
FIRE_3	tol	tuli	tuli		tuli	tʊli		toːlː			tuˀʎ		tul	tuj	tɔlːɑ		tolːɐ	tɔlːɛ	tu	tɯl		tuli	tˑuli
FIRE_4				tyːz					bi	bi						tyː							
FIRE_5							tø̆ɣət																
FIRE_6												nɑːj											
FISH_1									ʨeri	ʨeri										ʨorɯɡ			
FISH_2												χuːl				quə̠lə							
FISH_3	kɑl	kɑlɑ	kɑlɑ		kɑlɑ	kɑlɑ	kul	kuːlʲː			kɑlɑː		kol	kolɯ	kʊ̯ɔlːi		kuɛlʲːɘ	kʉɛliɛ			kɑlɑ	kɑlɑ	kˑɑlɑ
FISH_4																			xɑʎɑ				
FIVE_1														səŋhəʎɑŋkə		sompəlæŋqə			səmʎɑŋɡ				
FIVE_2																		βɨjhtɛ					
FIVE_3	vetʲe			øt			wet					ɑt											
FIVE_4		viːs	ʋiːsi		viːz	viːsi			vit	vit	viːʒ				vihtːɑ		vitːɐ			vitʲ	viʒ	viːs	viːsʲˑ
FIVE_5								vɨdː															
FIVE_6													βiʧ										
FLOWER_1								raːsʲː							raːsːi								
FLOWER_2																		rɨɛsɛɡɛ					
FLOWER_3				viraːɡ																			
FLOWER_4																	xɛarʲvʲːrʲaːsʲːɘ						
FLOWER_5									ʥoriʥ	ʥoriʥ		ɕoːri											
FLOWER_6																					ænik		
FLOWER_7																			ŋɑmdædʔŋæwɑ				
FLOWER_8	ʨeʨɑ~ʦvetkɑ																						
FLOWER_9			kukːɑ		kukːɑ	kʊkːɑ					pucːkɨz~pusk					sɯrkə				ɕɑɕkɑ		kukː	
FLOWER_10							lɯjwə																
FLOWER_11														lukuðiɑj									
FLOWER_12		lilː																					lillʲ
FLOWER_13													peleðə̠ʃ										
FLY_1								kɨrʲːte															
FLY_2													ʧoŋeʃtem										
FLY_3																	c͡çɛrʲdʲːɛd						
FLY_4															kirtih			hæːliɛhtidh					
FLY_5												tiɣli		təirɕi		tiː			tʲirʦʲ				
FLY_6				rɛpyl																			
FLY_7							ləɣəl																
FLY_8									lebɑvnɯ	lebɑvnɯ										lobɯnɯ			
FLY_9		lenːɑtːɑ	lentæː		lentæː	lɛntyæ					lində										lɛtɑ	lentæmæ	lintɑmɑ
FLY_10	ʎivtʲɑms																						
FOOT_1														ŋoj					ŋæ				
FOOT_2									kokpɯdɤs											pɯd			
FOOT_3							kø̆r			kok										kuk			
FOOT_4												lɑːɣəl				topə							
FOOT_5		jɑlk	jɑlkɑ		jɑlɡ̊ɑ	jɑlkɑ		juːlʲːk			jɑːlɡɑ		jol		jʊ̯ɔlɛki			jʉɛlkiɛ			jɑʊɡ	jɑlk	jɑlk
FOOT_6																	ʝuɛlʲɟ͡ʝːɘ						
FOOT_7	piʎɡe																						
FOUR_1														ʧətə		teːtːə							
FOUR_2																			tʲeːt				
FOUR_3		neli	neljæ	neːɟ	neljæ	nɛlːæ	ɲələ						nə̠l								nɛlʲː		neli
FOUR_4								ɲieʎː				ɲilɑ						ɲiɛljiɛ					
FOUR_5	ɲiʎe								ɲoʎ	ɲoʎ	nɛːʎɑ				ɲe̯æʎːe		nɛʎːɐ			ɲɯʎ		neʎːe	
FULL_1														myntyɕɑ					pɑntɑ				
FULL_2	peʃkɕe												temʃe										
FULL_3							tel					tɑːɣəl											
FULL_4		tæis	tæysi	tɛlɛ	tæyz	tæysi					tæuʒ							tɨɛβɛ			tæʊzʲ	tæynø	tˑæysʲˑ
FULL_5									tɯr	tɯr										tɯr			
FULL_6								tievːt					tiʧ		tiɛvːɑ	tiːrəʎ	tiːudɒs						
FULL_7														dʲulsɯə									
GIVE_1							mə					miɣ		miɕi		mi							
GIVE_2		ɑntɑ	ɑntɑː		ɑntɑː	ɑntʊɑ					ɑndə				ɑdtih						ɑntːɑ	ɑntɤmɑ	ɑntmɑ
GIVE_3								anʲːte															
GIVE_4	mɑksoms																						
GIVE_5									ɕetnɯ	ɕetnɯ										ɕotɯnɯ			
GIVE_6																		βɛtːɛdh					
GIVE_7													puem										
GOOD_1		heɑ																		ʥeʨ		heːkː	
GOOD_2			hyʋæ		hyvæ	hyvæ															hʏvæ	yvæ	hæː
GOOD_3								ʃiɡ									ʃiəɣːɐ						
GOOD_4	pɑro							puːrʲː	bur	bur			poro		pʊ̯ɔrːe		puɛrʲːɘ	pʉɛriɛ					
GOOD_5				joː			jəm				jɨvɑː	jomɑs				somɑ			səwɑ				
GOOD_6													sɑj							umoj			
GOOD_7										ʃɑɲ													
GOOD_8														ɲɑɡəː									
GRASS_1				fyː																			
GRASS_2																							hɑin
GRASS_3									turun	turun										turɯn			
GRASS_4	tʲikʃe																						
GRASS_5								raːsʲː							raːsːi		raːsʲːɘ	kʰræːsiɛ					
GRASS_6		rohi	ruoɦo		roho																	roho	moro~ruːh
GRASS_7													ʃuðo										
GRASS_8														ɲotə		ɲuːʧə							
GRASS_9							pɑm					pum											
GRASS_10																			ŋɑmdæʔ				
GREEN_1				zøld																			
GREEN_2									zeʎonɤj														
GREEN_3							kullø̆j																
GREEN_4											mɨltsi												
GREEN_5										veʒ										voʒ			
GREEN_6	piʒe		ʋiçreæ																			viher	
GREEN_7						vihɑntɑ																	
GREEN_8		roheline			rohˑoin																	rohoin	rohilinɤ
GREEN_9								ruenː							rʊ̯ɔnaː		ruɐnːɐ	kʰrɵana					
GREEN_10												ɲɑːr	uʒɑr										
GREEN_11																noræʎ							
GREEN_12														ɲotərəku									
GREEN_13											oːʎɑz												
GREEN_14														ŋindiɑʔsɯə									
HAIR_1	ʧerʲ			søːr				sefs															
HAIR_2			hius		hiuz	hivʊs															hibʊz	ivuz	hiusˑ
HAIR_3											ibuːkst												
HAIR_4													yp										
HAIR_5										ɕi										ɕi			
HAIR_6		juːs							jurɕi														
HAIR_7								vuːpːt							vʊ̯ɔktɑ		vuəptɐ	βuʌptɛ					
HAIR_8							ɑwət					ɑːt		ŋɑbtə		oːptə							
HAIR_9																			ŋæbt				
HAIR_10	ponɑ						pun		ɡɤn	ɡɤn		pun	pun							ɡon			
HAIR_11		kɑrv	kɑrʋɑ		kɑrvɑ											tɑr							kˑɑrv
HAIR_12				hɒj																			
HAND_1																utə							
HAND_2																			ŋudɑ				
HAND_3	kedʲ			keːz			køt	kiːdː	ki	ki		kɑːt	kit							ki			
HAND_4		kæsi	kæsi		kæzi	kæsi					kɛˀʒ				kiɛhtɑ			kɨɛtɛ			kæzitɛrɑ	ʧæsi	kˑæsˑi
HAND_5														dʲyty									
HAND_6																	c͡çiətːɐ						
HEAD_1							oɣ									olə							
HEAD_2														ŋojbu									
HEAD_3															ɔ̯ɑivi								
HEAD_4				fɛj														oæjːiɛ					
HEAD_5			pæː		pæː	piæ					pæː										pæ	pæː	pˑæː
HEAD_6	prʲɑ	peɑ																					
HEAD_7																			ŋæwɑ				
HEAD_8								vuejːv					βuj				vuɛivʲːɘ						
HEAD_9									jur	jur										jɯr			
HEAD_10												puŋk											
HEAR_1														dʲinsiɕi									
HEAR_2																yntə							
HEAR_3				hɒlː			kɔl																
HEAR_4	kuʎems	kuːltɑ	kuːlːɑ		kuːlːɑ	kuːlːɑ		kulːe	kɯvnɯ	kɯvnɯ	kuːloː	χuːli	kolɑm		kʊlːɑh		kuːlːɐd	kuβlɛdh		kɯlɯnɯ	kʊldɑ	kuːlɤmɑ	kˑuːltmɑ
HEAR_5	mɑrʲɑms																						
HEAR_6																			nɑmdəsʲ				
HEART_1									ɕɤlɤm	ɕɤlɤm			ʃym							ɕulem			
HEART_2															vaːjbmʊ			βɑːjmuʌ					
HEART_3							səm							səː									
HEART_4		sydɑ	sydæn	siːv	syæn						sidɑːm	sim				siːʨə					sʏdæin	syæ	sˑyæ
HEART_5	ɕedʲej																		sʲeːj				
HEART_6								saːrʲːt									ʧɐːðʲɘ						
HEART_7								kuːtʲːk															
HEAVY_1						jykiɛ															jʏɡɛd		
HEAVY_2											læːlɑm		lele					leːβlɛs					
HEAVY_3							læɣərt																
HEAVY_4				nɛɦeːz																			
HEAVY_5												tɑːrwitəŋ											
HEAVY_6																sɤʧːəm							
HEAVY_7			pɑinɑʋɑ																			pɑinukɤz	
HEAVY_8		rɑske	rɑskɑs		rɑskɑz~rɑŋkːɑ			loːsʲːesʲ							lɔsːɑh		losːɐd					rɑskɑˑ	rɑsːɤ~kˑɑːlsˑɑ
HEAVY_9									ɕɤkɯt	ɕɤkɯd										ɕekɯt			
HEAVY_10	stɑkɑ													səŋkutuo					səŋɡoːwoːtɑ				
HEAVY_11				ʃuːjoʃ																			
HOLD_1										kutnɯ			kuʧem										
HOLD_2							kætl																
HOLD_3								ɒːnʲːe															
HOLD_4																	tuɛrʲʝːeːd						
HOLD_5	kirʲdʲems																						
HOLD_6														kəmiɑsɑ					ɲɑʔəmbəsʲ				
HOLD_7		hoitɑ		tɒrt								tɑkti											hoitˑmɑ
HOLD_8															tɔ̯ɑlːɑh	orɑlpi							
HOLD_9				foɡ																			
HOLD_10									viʥnɯ	viʥnɯ										voʑɯnɯ			
HOLD_11																		ʉtniɛdidh~steːrɛdh					
HOLD_12			pitæː		pitˑæː	pityæ					piˀdːə										pidɑdɑ	pitæmæ	
HORN_1							ɑ̆ŋət					ɑːɲt		ŋɑmtə		ɑːmtə							
HORN_2																			ɲɑmd				
HORN_3		sɑrv	sɑrʋi		sɑrvi	sɑrvi					sɔːrɑ				ʧɔ̯ɑrɛvi			ʧoærβiɛ			sɑrʲv	sɑrvi	sˑɑrvʲ
HORN_4	ɕuro								ɕur	ɕur			ʃur							ɕur			
HORN_5								ʧuerʲːv									ʧuarʲvʲːɘ						
HORN_6													tykø										
I_1	mon	mɑ	minæ		miæ	miɛ	mæ	munː	me	me	minɑː		mə̠j	mənə	mʊn	mɑn	monɐ	manːɛ	mɑɲ	mon	minæ	miæ	mɑʔ
I_2				eːn																			
I_3												ɑm											
KILL_1				øl			wel																
KILL_2					surmɑd̥ɑ																	surmɑmɑ	
KILL_3																					riktɑ		
KILL_4		tɑpːɑ	tɑpːɑː			tɑpːʊɑ					tɑpːə											tɑpːɤmɑ	tˑɑpˑmɑ
KILL_5	mɑʃtoms~ʧɑvoms												puʃtɑm										
KILL_6								kɒːnʲːte						kotudʲɑ	kɔdtih		kɔdʲːɛd						
KILL_7																			xɑdɑsʲ				
KILL_8												ɑli											
KILL_9									vijnɯ	vijnɯ										viɯnɯ			
KILL_10										kulɤdnɯ													
KILL_11																quə̠t							
KILL_12																		pʉβːɛdh					
KNEE_1		pɤlv	polʋi		polvi	pɔlvi		puːvːl			puːolɑ		pulβuj			puːlə	puəlvːɐ	puʌlβɛ	pulɨ		pɔlʲv	pɤlvi	pˑɤlvʲ
KNEE_2									piʥɤs	piʥɤs										pɯdʲes			
KNEE_3	kumɑʒɑ																						
KNEE_4														həɑɡɑj									
KNEE_5							ʧæɳʧ																
KNEE_6												sɑːns											
KNEE_7															ʧibpi								
KNEE_8				teːrd																			
KNOW_1												χɑːsi											
KNOW_2												wɑːɣ											
KNOW_3																			tʲeːɲeːwɑsʲ				
KNOW_4				tud				tiːdːe			tiːɛdə												
KNOW_5		teɑtɑ	tie̯tæː		tiːtæː	tiɛtyæ									tiɛhtih	tynəmə	tiɛtʲːɛd	tiɛtɛdh			tɛtɑ	tæːtemæ~tuntɤmɑ	tˑiːtmæ
KNOW_6	sodɑms												pɑlem										
KNOW_7							tŏŋəmt	tomːte															
KNOW_8									tɤdnɯ	tɤdnɯ~kuʒnɯ										tosɯnɯ			
KNOW_9							onəl																
KNOW_10													ʃiɲʧem										
KNOW_11														ʧənɯdʲi									
LAUGH_1								siːjːne															
LAUGH_2														hidʲiɕi									
LAUGH_3	pejdʲems																						
LAUGH_4									serɑvnɯ	ɕerɑvnɯ										ɕerekjɑnɯ			
LAUGH_5																		føːrhkɛdidh					
LAUGH_6												muwɑli											
LAUGH_7															pɔ̯ɑkʊstih		pɔɣstɛd						
LAUGH_8							ɭɯsəɣ									pisəj			pʲisʲənzʲ				
LAUGH_9	rɑkɑms																						
LAUGH_10															ʧɑjbmɑh								
LAUGH_11		nɑertɑ	nɑwrɑː		nɑɡrɑː	nɑkrʊɑ					nɑˀɡrə										nɑɡrdɑ	nɑɡrɤmɑ	nɑːrtmɑ
LAUGH_12													βoʃtə̠lɑm										
LAUGH_13				nɛvɛt																			
LEAF_1				lɛveːl							lɛːɟ												
