	Bemba	Bulu	Fang	Ganda	Gogo	Haya	Kalanga	Kamba	Kikuyu	Kimbundu	Koongo	Lingala	Lozi	Luba-Katanga	Luba-Lulua	Makhuwa	Meru	Ndonga	Ndzwani Comorian	Ngazidja Comorian	North Ndebele	Nyanja	Nyankole	Rundi	Shona	Songe	Sukuma	Swahili	Tonga	Tsonga	Tswa	Tswana	Umbundu	Venda	Xhosa	Yaka	Zulu
DIE_2	fwa			fwa	fwa	fa	fa	̈a	â	fa	fwa	fa	ʃwa	fwà	fwa	kʰwa	fwa	sa	fa	fa	fa	fa	fa	p͡fa	fá	fwǎ	ʧa	fa	fwa	fá	fá	swá	fà	fa	fa	wá	fá
DOG_1		mvu	mvu																								mva										
DOG_2	imbwà			embwa	ḿbwa	embwa	bɡa			mbua	mbwa	mbwá		mbwà	mbwá	mwalápwa		ombwa	mbwá	mbwá			embwa	imbwa	imbwá	ḿbwà		mbwa	mubwa	mbjáná	mbzáná		ómbwà	mmbwa		mbóándé	
DOG_3													nja								inja														inja		ínjà
DOG_4																																ɲ̀ʧá					
DOG_5								ŋɡiteːsolo									ikite																				
DOG_6									kuro																												
DOG_7																						ɡaru															
DRINK_1														tòma												tòma											
DRINK_2												mela																							sela		
DRINK_3	nwa			ɲra	ŋwa	ɲwa		ɲẅa		nua	nwa		nwa		nwa		nwa	nwa	nwa	nwa	natʰa	mwa	ɲwa	ɲwa	mwá		ŋwa	ɲwa	ɲwa	nwá	nwá	nwá	njwà	nwa			
DRINK_4		nju																																		nú	
DRINK_5			ɲu						ɲuâ																												
DRINK_6																wúrja																					
DRINK_7																																					pʰuza
EAR_1													zebe								inɮebe									nd͡levé	nd͡levé			ndeβe	ind͡ɮebe		índ͡ɮʱèbé
EAR_2																																ʦɛ̀bɛ́					
EAR_3	ukùtwi					okutwi						litoi		kutwì										uɡutwi	itwí	etwì			kutwi				étwɪ				
EAR_4				kutu	íkutu						kutu						kuri	okuʦi				kʰutu	okutu				ɡutu										
EAR_5								koto	ɣoto																												
EAR_6		alo	alɔ																																	lóè	
EAR_7																			kío	ʃiʃíjo								sikio									
EAR_8										kiiadi					díʧí																						
EAR_9																niɲáru																					
EARTH (SOIL)_1					iloóŋɡo														doŋɡó	doŋɡó							bulonɡo	udonɡo									
EARTH (SOIL)_2																						dotʰe															
EARTH (SOIL)_3											ntoto																										
EARTH (SOIL)_4												nansé	fafasi																							vàsé	
EARTH (SOIL)_5									téːri								uteri	pevi																			
EARTH (SOIL)_6		si	si							iʃi														isi		paʃi							pósì				
EARTH (SOIL)_7							vu																		iv̤u												
EARTH (SOIL)_8				ttaka		eitaka										ittʰája							eitaka														
EARTH (SOIL)_9								moðaŋɡa																						misává	misává			mavu			
EARTH (SOIL)_10														lobà	búlóbá																						
EARTH (SOIL)_11																					umɬabatʰi														umɬaba		úḿɬâbà
EARTH (SOIL)_12	ùmusilì																																				
EAT_1		di	ʣi								dia											dia														dì	
EAT_2	lja				lja	lʲa	ja	ja̋	reâ			lía	ʧa	djà	dja	lja	la	lja	la	la	ɮa		rʲa	rʲa	djá	djǎ		la	lja	djá	ɡá	ʤá	ljà	la	tja		ɮʱá
EAT_3										zuela																											
EGG_1								etumbe	itúmbé																									ɡumba			
EGG_2					iɡáaŋka																iǃanda									tanʣá	tanʣá				iǃanda		íǃàndá
EGG_3																																	ésa̍là				
EGG_4										ba																											
EGG_5																						ʣira															
EGG_6		atji	aki	ɡɡi			ɡai				diakì			dì	díjí		ijai	eji	ʒwaí	ʤwaí				iɡi	zàí	ejì	iɡi	jai	iji			ɪ́					
EGG_7						eihuli																	eihuri														
EGG_8	ilìni											likɛi	lii																							kɛ́í	
EGG_9																nijóʧe																					
EYE_1							eʃo											eho														ít͡ɬʰɔ́					
EYE_2				luso												usu																					
EYE_3	ilìnso	dis	ʣis		líiso	eliiʃo		iːðɔ	ríːθɔ		disu	líso	liito	dîːso	dîsú		iriso		ʣíʦo	ʣíʦo	iliɬo	díso	eriiʃo	ijiʃo	zísó	eìso	liso	ʄiʧo	lisi	tíɬó	tíɬó		ísò	lito		ísɔ̀	îsó
EYE_4																																			iliɬoameɬo		
EYE_5										meɲa																											
FEATHER_1				kjooja		ebjoja			ruɔjá														ebjoja	ubwoja			boja	uɲoja									
FEATHER_2																ǹtɛ́nka						ntʰenɡa			mun̤ènɡá									mutʰenɡa			
FEATHER_3					maweha			eβwea										olwenja															éɲa̍				
FEATHER_4	ìlisako																									lusǒ											
FEATHER_5													lifufa				mafuli															fàfá					
FEATHER_6							siba			kisiba	nsala	lonsálá		sala	lúsala															risívá						sálá	
FEATHER_7																															limbáví						
FEATHER_8																			púzi	uβuzi																	
FEATHER_9																					upʰapʰe								ipepe						upʰapʰe		upape
FEATHER_10		asaé																																			
FEATHER_11			endəŋ																																		
FINGERNAIL_1																				fuu																tùkù	
FINGERNAIL_2																			kófu																		
FINGERNAIL_3																					uzipʰo														uzipʰo		uzipo
FINGERNAIL_4						mpambo																kʰádabo															
FINGERNAIL_5																ɛkátʰa												ukuʧa									
FINGERNAIL_6	iljàla			lwala			ɲala	waa	roára	kiala	luzala	linzaka	linala	djàːlà	lúzadí		uʃaa	olunjala					ekjara	urwara	nzara	lwâla	njala		lwala	ŋwálá		nálá	ólúudjálà	lwala			
FINGERNAIL_7					ŋkombazala																																
FINGERNAIL_8		jaé																																			
FINGERNAIL_9			ʣɛɲ																																		
FIRE_1								mwaki	mwàːkì																												
FIRE_2																										kâlo				nʣilo	nʣilu		óndálu̍				
FIRE_3					móoto		moto					mɔ́tɔ				mɔ́ːrɔ	muro		móro	ḿdro		óto			mwòtó		moto	moto						mwoto			
FIRE_4	ùmulilo			mulilo		omulilo				tubia			mulilo	mudilo				omulilo			umlilo		omuriro	umuriro					mulilo			lɪ̀lɔ̀			umlilo	muíá	umlilo
FIRE_5		nduan	nduan																																		
FIRE_6											tija				kápja																						
FIREWOOD_1				luku																			enku														
FIREWOOD_2	mukoso							oko	rokô																												
FIREWOOD_3																																χʊ́ŋ́					
FIREWOOD_4																																				múíá	
FIREWOOD_5						enkwi											nɡwi							inkwi			ŋ̤wi										
FIREWOOD_6							huni				nkuni	kóni				ikʰúni			ŋkúni	uhúni	inkuni	kʰúni			huni			kuni		tʼiɦúɲí				kʰuni	iiŋkʼuni		iziŋkʼúni
FIREWOOD_7		njaʔa	nʣaʔa																																		
FIREWOOD_8																										ntete											
FIREWOOD_9					ŋɡwaáɡu																																
FISH_1										mbiji	mbisi	mbísi																					ómbi̍sí				
FISH_2														ʃipa	múʃípá											muʃìpà											
FISH_3	isabì												tapi								inɬanzi							samaki		nɬamp͡fi	ɬaβi	t͡ɬʰàpì			intlanzi		ínɬànzì
FISH_4																							inswi						nswi								
FISH_5																		ohi	fí	nfí				ifi			ʃi										
FISH_6		kos	kwas																																		
FISH_7				ekjeɲanja				ekojo																													
FISH_8																	ikunɡa																				
FISH_9					sóomba																	sómba															
FISH_10							hobe									ihópa									hóʋé									kʰoβe			
FISH_11																																				súè	
FISH_12									tɛ́ɣa																												
FISH_13						emfuru																															
FLY (MOVE THROUGH AIR)_1		jele	jele																																		
FLY (MOVE THROUGH AIR)_2																			nʣí	nʣì	ndiza																ndiza
FLY (MOVE THROUGH AIR)_3						halala										váva										pàlàlà	lala			haha	haha		pãlãlã		bʱabʱa		
FLY (MOVE THROUGH AIR)_4												pumbwa																								pùmb	
FLY (MOVE THROUGH AIR)_5	pupuka			buuka	luka		pʰururuka	oloka	ómboka	vumuka	tilumuka		fufa		bùùka		rumbuka	tuka				uluká	ɡuruka	ɡuruka	bʱururuka			ruka	uluka			fʊ̀fà		ɸuɸa			
GIVE_1		ve	və																va																		
GIVE_2																	niinjia			níka							in̤a		íkúpa		ɲíká						
GIVE_3										bana	ɡana					váha						paʦa															
GIVE_4	peːla			wa	peela	ha	pa		hâ			pesa	fa	pà	pa			pa			pʰa	peleka	ha	ha	pá	fà		pa		há		fá	ɪhà	ɸa	pʰa		pʰá
GIVE_5								nɛŋɡanɛ																													
GIVE_6																																				kì	
HAIR (HEAD)_1									ɲjuére					njwěle					ɲéle	uɲíle	unwele					luɲèːne		ɲwele							inwele		ulunwele
HAIR (HEAD)_2																ikʰarári																rírí					
HAIR (HEAD)_3		ésil	esii																														ésínɡà				
HAIR (HEAD)_4				luvule							lusuki				lúsúki		ifuli								v̤uʣi												
HAIR (HEAD)_5					mvwiíli								milili														lujwili							βuliʤi			
HAIR (HEAD)_6	ùmusisi											nswéi										síʦi		umuʃaʦi						nsísí	sísí					sùèí	
HAIR (HEAD)_7						eiʃoke																	eiʃokje														
HAIR (HEAD)_8								osue																					isusu								
HAIR (HEAD)_9																		efufu																			
HAIR (HEAD)_10										ndemba																											
HEAD_1		nlô	n̩lo				ʃolo						toho								inɬoko									nɬókó	ɬókó	t͡ɬʰɔ́χɔ́		tʰhoho	intloko	sókò	ínɬókò
HEAD_2									keɔŋɡɔ́																												
HEAD_3																			ʃiʦwá	hiʦwá								kiʧwa									
HEAD_4											ntu											tú															
HEAD_5																múru									musóró												
HEAD_6	umùtwe			mutwe	itwe	omutwe		motwɛ̋		mutue		motú			mútwe		nrwe	omuʦe					omutwe	umutwe		mutwě	ntwe		mutwe				útwe̍				
HEAR_1		wôk	woʔ																																		
HEAR_2					hulika	hulila																	hurira														
HEAR_3												jóka																					jévá				
HEAR_4																										pùʃa								p͡fa			
HEAR_5	mfwa						hwa	eɣwa	íɣwa		wa		twa	ùmvwa	mvwá	iíwa		uva			zwa	mvera		umva	hwá		iɡwa		mvwa	twá	zwá	út͡ɬwá			va		izwa
HEAR_6										ivua							ita		kía	iʃia								sikia								ká	
HEART_1																					inɬizijo														inhizijo		ínɬìzíjò
HEART_2														mi					mó																		
HEART_3						omwojo	mojo	ŋɡɔɔ	ŋɡɔ́rɔ						móójó		nɡoo								mwojo		ŋ̤olo	mojo	mojo					mwojo			
HEART_4		nlem	n̩nəm																																		
HEART_5	umùtima			mutima						muʃima		motéma				nrìma		omutima				tíma	omutima	umuʃaha		eʃìmbà							útímá			lémà	
HEART_6													pilu																	mbilú	mbilú	pɪ̀lʊ́					
HEART_7					ntumbúla						mbundu			mukuːnka						mbumbu																	
HORN (ANATOMY)_1					ihéembe	eihembe											mbembe						eihembe	ihembe			ipembe	pembe								sébá	
HORN (ANATOMY)_2				ŋŋombi																																	
HORN (ANATOMY)_3																					upʰondo									rìm̤ònʣò	lim̤onʣo				ipʰondo		úpʰòndò
HORN (ANATOMY)_4	ulùsenɡo											liséké		lusèːnɡò	lúseŋú											lusùnɡwa								lunʰanɡa			
HORN (ANATOMY)_5		nlak	n̩laʔ																																		
HORN (ANATOMY)_6											mpaka		lunaka			ɲɲáka																nàká					
HORN (ANATOMY)_7								oβja																					luja								
HORN (ANATOMY)_8									roheá																												
HORN (ANATOMY)_9							ɲanɡa												ɲoŋɡá	ɲoŋɡa		ɲaŋɡá			ɲanɡa												
HORN (ANATOMY)_10										kimbunɡu								ooluniɡa															ómbínɡà				
KILL_1			wiɲ																							lwìfà											
KILL_2		wôé																																			
KILL_3										bonda	ɡonda	boma								sòŋɡa																	
KILL_4	ipaja				wulaɡa		zwibulaja	oaa	óraɣa				balaja	ipaja			nutuja	ʤipaɡa			bulala				úrájá		bulaɡa		jaja	d͡lájá	dájá	bʊ́lájá	ípájà	βulaja	bulala		bùlálà
KILL_5				tta		ita									ʃípá	iíva							ita	ica													
KILL_6																			ua			pʰa						ua								lá	
KNEE_1		abon̂	abɔŋ																																		
KNEE_2												libɔ́lɔ́nɡɔ́						onɡolo			idolo	bóndo							íɡondo	ʦolo	ʣolo	ŋɔ́lɛ́	ònɡòlò		idolo	bɔ́nɡɔ́	ídolo
KNEE_3					ifuɡámilo																																
KNEE_4																												ɡoti									
KNEE_5													liŋwele																								
KNEE_6						okujwi	dwi							kunwi													izwi										
KNEE_7				vvuvi																				ivi	bʋi												
KNEE_8																	nri																				
KNEE_9										pumuna									ɡuŋɡúni	ɡuŋɡúno																	
KNEE_10																										ekùnunɡù											
KNEE_11	ikùfi										kikulu					nikútʰa							okuju														
KNEE_12									iru						ʧínú																						
KNEE_13								elu																													
KNOW (SOMETHING)_1		jem	jəm																																		
KNOW (SOMETHING)_2																					azi														azi	pí	âzì
KNOW (SOMETHING)_3				maɲa	maɲa	maɲa		maɲȁ	mɛ̀ɲa						máɲá		maɲa						maɲa	meɲa			mana										
KNOW (SOMETHING)_4	ìsiba						ziba			ijia	zaba		ziba									ʣiwa			zíʋá				zʲiba	tívá	tívá	íʦɪ́		dʰiβa			
KNOW (SOMETHING)_5												jéba				ʧúwèla		ʦeja																			
KNOW (SOMETHING)_6														juka					ʒua	ʤua						ǔka		ʄua					kúlíhà				
LEAF_1								eðaŋɡo	iθaŋɡo																											ánɡɔ̀	
LEAF_2																		efo																			
LEAF_3																niwámba					iɬamvu	ʦamba															
LEAF_4						ekibabi	ʒani						litali	mani					uwáni	wani			eibabi	ibabi		esàki		ʄani				t͡ɬʰàrɪ̀		tari	iǃ̬ʱabi		ikʰasi
LEAF_5		kaé													djâɲé																						
LEAF_6					ihaánze																																
LEAF_7										difu							iru										idutu		itu								
LEAF_8				kikoola																																	
LEAF_9																									ʃiʒ̤a												
LEAF_10	ìlibuːla										lukaja	lokásá																		tlula	tluka						
LEAF_11																																	émélá				
LEAF_12			okjɛɲ																																		
LEG_1																			munɖú	mndú		endo															
LEG_2																	urende				umlenze									nenɡe	nenɡe			mulenʒe	umlenze		umlenze
LEG_3																mwétto																					
LEG_4										kinama																											
LEG_5																																t͡ɬʊ̀χà					
LEG_6	ùkuːlu			kuɡulu	ḿɡulu	okuɡulu					malu							okuɡulu					okuɡuru	ukuɡuru			ɡuɡulu	mɡuu	kuulu				ókúlú				
LEG_7													lihutu																								
LEG_8								koo	kòɣòrò			lokolo			múkolo											mukǒlò										kò	
LEG_9		abo	abɔ				ɡumbo																		ɡumbo												
LIVER_1		osaɲ																																			
LIVER_2			esəʔ																																		
LIVER_3											nsoko																										
LIVER_4																			ɲé	ɲe																	
LIVER_5												libale																								bàè	
LIVER_6																										eʃimbadifite											
LIVER_7							lopa									hápa									rópá												
LIVER_8				kibumba	ítoɡa	omwiilima		etɛma							múʧimá		irima										itima						ómu̍má				
LIVER_9	ilìbu																							iɡitiɡu													
LIVER_10									ini				sibiti								isibindi	windí						ini	muni	ʃivínʣí	ʧivínʣí	bɪ́tɪ́		ʧiβindi	isibindi		isibindi
LIVER_11																							ekine														
LIVER_12										nzundu																											
LIVER_13																		ehuli																			
LOUSE_1														kuso	nkusu											ńkìsa											
LOUSE_2																iʈʰúpo																					
LOUSE_3												sili																								sìdì	
LOUSE_4					mpani																																
LOUSE_5																						sabwe						ʧawa									
LOUSE_6		njin	ɲin																										njina								
LOUSE_7	indà					endai		ndaa	ndáːa	ina	sina		nda				nda	ona	nɖá	nda	intwala		enda	inda	inda		nda			n̤wálá	n̤wálá	ǹtá	ónà	nnda	intwala		íntwálà
MAN_1												mobáli				nlópwàna			mnʈubabá										mulombwana								
MAN_2																	nndumi										nɡoʃi										
MAN_3																					indoda			inɡabo											indodaama		índòdà
MAN_4								omɛ																													
MAN_5																														wánúná	wánúná			muluna			
MAN_6	umwàːume				múlume		lume							mwânamulùme	mulume			omulumentu		mume					murúmé	mulùme		mwanamume					úlúmé				
MAN_7		fam	fam																																		
MAN_8										diala	jakala																										
MAN_9				musajja		ʃaija			ɲjámba													aḿna	ʃaija														
MAN_10																																				tò	
MOON_1												sánzá									injanɡa														injanɡa	sónɡé	íɲànɡá
MOON_2		nɡon									nɡonda																										
MOON_3			ŋɡwan																																		
MOON_4	umwèsi			mwezi	mwéezi	omwezi	ŋweʣi	mwɛi	mwɛ́ri	mbeji			kweli	kwêzi	mwenzí	mweéri	mwiiri	omweʤi	mwézi	mwézi		ezí	okwezi	ukwezi	mwèʣí	mwêʃi	ŋweji	mwezi	mwezi	n̍hwétí	hwétí	ǃʰwèdí		mweʣi			
MOON_5																																	ésájì				
MOUTH_1					ḿlomo		lomo					monɔkɔ	mulomo								umlomo				ròmò		nomo			nomo	nomo	lòmʊ̀		mulomo	umlomo		úmlòmò
MOUTH_2	àkanwa			kamwa		omunwa		kaɲẅa	kanua		nwa			kjàkanwa	múkáná		kana	okana		haɲwa		kamwa	akanwa	umunwa		kukànwà		kiɲwa	kanwa				omena			nùà	
MOUTH_3		anju	aɲu							dikanu						maláku																					
MOUTH_4																			háɲo																		
NAME_1													libizo								ibizo																
NAME_2	isìːna			linɲa			zina		ritwa	dijina	zina			diːzìna	dîná	ʔnʧína	irina	eʤina	ʣína	ʣína		ʣína	eiziina	izina	zítá	eʃìna	lina	ʄina	zina	vító	vítú	íná		ʣina		ínà	
NAME_3					ítaɡwa																														iɡama		îkâmà
NAME_4			ejola			eibala		esjetwa																													
NAME_5		jôé																																			
NAME_6												nkómbó																									
NAME_7																																	óndúkò				
NECK_1																						kʰosi		izosi													
NECK_2	ùmukoʃi																																				
NECK_3																					intamo									n̤amu	n̤amu				intamo		intamu
NECK_4						enɡoto																															
NECK_5			kiŋ												nʃiŋu																						
NECK_6					síiŋɡo			ŋɡiŋɡɔ	ŋɡíŋɡɔ́	ʃinɡu	nsinɡu	nkinɡó		nʃinɡo			sunɡo	oθinɡo	nʦíŋɡo	nʦiŋɡo						nʃìnɡo	n̤inɡo	ʃinɡo	nsinɡo				ósínɡó			kínɡó	
NECK_7																isíko																					
NECK_8		tjin̂																																			
NECK_9							ʦʰibʱa																ebiʦja														
NECK_10																									muʦìpà									muʦinɡa			
NECK_11				bulaɡo									mulala																			làlà					
NIGHT_1		alu	alu																																		
NIGHT_2	ubùsiku						siku			usuku		butú	busihu	bufuku	bútukú	uhíju		uusiku	ukú	masihu	ubusuku	síku			usíkú	bufùku	bujiku	usiku	busiku	vusíkú	wusíkú	síχʊ́		βusiku	ubusuku	bùtú	ubusuku
NIGHT_3								otuko	otúko																								úte̍ké				
NIGHT_4				kiro	cílo	ekilo											jijo						ekiro	ijoro													
NIGHT_5											mpimpa																										
NOSE_1													ŋɡo																			ŋ̀kɔ́					
NOSE_2								eɲoo	inoro			nzólo				noroo																					
NOSE_3				nɲindo		eɲindo	milo															funo	eɲindo		m̤ùnò									ninɡo		míɔ̀	
NOSE_4																														n̤ómp͡fú	n̤óvú						
NOSE_5		jôé																																			
NOSE_6										zunu				muːlù				ejulu						izuru			ljulu						éɲulu				
NOSE_7															djûlúdíulú																						
NOSE_8											mbombo										impumulo					mpèmbe			ímpemo						pumlo		
NOSE_9	ùmoːna				mpûla												mbua		mpúa	mbùa								pua									
NOSE_10																																					íkʰàlà
NOSE_11			ʤwiɲ																																		
ONE_1	mo			mu	moŋɡa	emoi				moʃi	mosi	mɔ́kɔ́		mo		moka			moʒá	monʦi		móʣi				mone	imo	moʄa					mósì			émɔ̀tí	
ONE_2		fok																																			
ONE_3			bɔʔɔ																																		
ONE_4																					ɲe														ɲe		ɲe
ONE_5								mwɛ̋	emwɛ				ŋwi		mwé		jimwi	mwe					mwe	mwe	mwé				mwe	n̍we	n̍we	ŋwɪ̀					
ONE_6							nʔompela																														
ONE_7																																		tʰihi			
ORGANIC FAT OR OIL_1		avon̂	avɔŋ																																		
ORGANIC FAT OR OIL_2										maji				mani																						bòàdí	
ORGANIC FAT OR OIL_3	amàfuta			mafuta	máfuta	amajuta	futa	maútȁ	maɣúta		mafuta	mafúta	mafula		mafúta	makʰúra	mafura		maʈá	mafúra	amafutʰa	fúta	amajuta	amavuta	mafútá		maɡuta	mafuta	máfuta	mafúrʱá	mafúrá	fúrá		map͡fura	amafutʰa		ámáfùtʰà
ORGANIC FAT OR OIL_4																		omakaɡaʤi																			
ORGANIC FAT OR OIL_5																																	úlélà				
ORGANIC FAT OR OIL_6																										mwîmù											
PERSON_1							tʰu									ʔnttʰu						ntʰu										tʰʊ̀					
PERSON_2	ùmuntu			omuntu	muúntu	omuntu		mōːn̏dȍ	mòndò	mutu	muntu		mutu	muntu	muntu		ndu	omuntu	múnʈu	m̀nɖu	umuntu		omuntu	umuntu	mun̤u	mûntu	mun̤u	mtu	muntu	mun̤u	mun̤u		ómúnù	mutʰu	umntu		umuntu
PERSON_3		môt	mbot									moto																								tò	
RAIN (PRECIPITATION)_1		mven̂	mvəŋ																																		
