Language1,Phone1,Language2,Phone2,PMI
Apolobamba,l,Apolobamba,n,1.1726035406582906
Apolobamba,l,Apolobamba,l,4.698964065274452
Apolobamba,ʧ,Apolobamba,ʧ,3.546284555336067
Apolobamba,kʼ,Apolobamba,kʼ,5.392111245834397
Apolobamba,x,Apolobamba,x,4.698964065274452
Apolobamba,t,Apolobamba,t,3.718134812262726
Apolobamba,ɲ,Apolobamba,ɲ,4.0928282617041365
Apolobamba,tʼ,Apolobamba,tʼ,5.104429173382616
Apolobamba,s,Apolobamba,s,2.9072045960463977
Apolobamba,kʰ,Apolobamba,kʰ,5.392111245834397
Apolobamba,m,Apolobamba,m,3.4949912609485163
Apolobamba,a,Apolobamba,a,1.5139897920819323
Apolobamba,tʰ,Apolobamba,tʰ,5.392111245834397
Apolobamba,pʰ,Apolobamba,pʰ,4.881285622068407
Apolobamba,pʼ,Apolobamba,pʼ,5.797576353942562
Apolobamba,u̯,Apolobamba,u̯,5.104429173382616
Apolobamba,k,Apolobamba,k,3.3126697041545614
Apolobamba,χ,Apolobamba,χ,4.188138441508461
Apolobamba,b,Apolobamba,b,6.490723534502507
Apolobamba,u,Apolobamba,u,1.9909138641722426
Apolobamba,h,Apolobamba,h,4.698964065274452
Apolobamba,i,Apolobamba,i,2.2712158293264
Apolobamba,qʼ,Apolobamba,qʼ,5.104429173382616
Apolobamba,p,Apolobamba,p,3.718134812262726
Apolobamba,w,Apolobamba,w,3.546284555336067
Apolobamba,i̯,Apolobamba,i̯,4.544813385447194
Apolobamba,n,Apolobamba,n,2.936964035698231
Apolobamba,n,Apolobamba,l,1.270367709424182
Apolobamba,ʧʼ,Apolobamba,ʧʼ,4.698964065274452
Apolobamba,j,Apolobamba,j,4.005816884714507
Apolobamba,r,Apolobamba,r,2.9072045960463977
Apolobamba,q,Apolobamba,q,3.1948866684981785
Apolobamba,ɾ,Apolobamba,ɾ,5.797576353942562
Apolobamba,ʎ,Apolobamba,ʎ,3.8516662048872488
Apolobamba,qʰ,Apolobamba,qʰ,6.490723534502507
Apolobamba,l,Apurí-Madean-Viñac,w,2.0047062825217496
Apolobamba,l,Apurí-Madean-Viñac,ɾ,2.22242976636662
Apolobamba,l,Apurí-Madean-Viñac,ʎ,2.6552938486628994
Apolobamba,ʧ,Apurí-Madean-Viñac,ʧ,3.048336436772506
Apolobamba,ʧ,Apurí-Madean-Viñac,ʈ͡ʂ,3.636123101674625
Apolobamba,ʧ,Apurí-Madean-Viñac,ʈ,3.184137977931568
Apolobamba,kʼ,Apurí-Madean-Viñac,k,2.9429759211146798
Apolobamba,x,Apurí-Madean-Viñac,k,2.9429759211146798
Apolobamba,ɲ,Apurí-Madean-Viñac,t,1.11039445736637
Apolobamba,ɲ,Apurí-Madean-Viñac,n,1.0711737442130886
Apolobamba,ɲ,Apurí-Madean-Viñac,ɲ,4.329270282234571
Apolobamba,tʼ,Apurí-Madean-Viñac,s,1.9213246735826988
Apolobamba,tʼ,Apurí-Madean-Viñac,w,2.0047062825217496
Apolobamba,tʼ,Apurí-Madean-Viñac,t,2.614471854142644
Apolobamba,ʎ,Apurí-Madean-Viñac,ɾ,0.6129918539325201
Apolobamba,ʎ,Apurí-Madean-Viñac,j,1.4513210443369633
Apolobamba,ʎ,Apurí-Madean-Viñac,ʎ,3.81844465846858
Apolobamba,kʰ,Apurí-Madean-Viñac,k,2.9429759211146798
Apolobamba,pʰ,Apurí-Madean-Viñac,p,3.268398321549308
Apolobamba,pʼ,Apurí-Madean-Viñac,p,3.268398321549308
Apolobamba,r,Apurí-Madean-Viñac,ʎ,0.6403908281206343
Apolobamba,r,Apurí-Madean-Viñac,r,3.1252974779086347
Apolobamba,r,Apurí-Madean-Viñac,w,-0.01019673802051498
Apolobamba,r,Apurí-Madean-Viñac,ɾ,2.8102164312687394
Apolobamba,u,Apurí-Madean-Viñac,u,2.0002519321723695
Apolobamba,u,Apurí-Madean-Viñac,e,0.41724727680642454
Apolobamba,u,Apurí-Madean-Viñac,o,2.054856066207221
Apolobamba,k,Apurí-Madean-Viñac,s,0.21657658134427318
Apolobamba,k,Apurí-Madean-Viñac,k,2.847665741310355
Apolobamba,k,Apurí-Madean-Viñac,t,0.21657658134427318
Apolobamba,u̯,Apurí-Madean-Viñac,u̯,4.511591839028525
Apolobamba,u̯,Apurí-Madean-Viñac,o,1.8725345094132668
Apolobamba,u̯,Apurí-Madean-Viñac,l,3.81844465846858
Apolobamba,u̯,Apurí-Madean-Viñac,u,0.6829504425394305
Apolobamba,t,Apurí-Madean-Viñac,n,0.5603481204470978
Apolobamba,t,Apurí-Madean-Viñac,t,3.238626163215638
Apolobamba,i,Apurí-Madean-Viñac,k,-1.1513686411074207
Apolobamba,i,Apurí-Madean-Viñac,i̯,0.8227123849145889
Apolobamba,i,Apurí-Madean-Viñac,e,1.739003116788744
Apolobamba,i,Apurí-Madean-Viñac,i,2.3102604797396524
Apolobamba,s,Apurí-Madean-Viñac,k,-0.389228589060524
Apolobamba,s,Apurí-Madean-Viñac,s,2.919853503693826
Apolobamba,s,Apurí-Madean-Viñac,ʃ,2.8758366182770514
Apolobamba,qʼ,Apurí-Madean-Viñac,h,4.734735390342735
Apolobamba,p,Apurí-Madean-Viñac,p,3.268398321549308
Apolobamba,w,Apurí-Madean-Viñac,w,3.3910006436416404
Apolobamba,ʧʼ,Apurí-Madean-Viñac,ʃ,2.7423052256525287
Apolobamba,ʧʼ,Apurí-Madean-Viñac,ʧ,3.348441029222844
Apolobamba,tʰ,Apurí-Madean-Viñac,t,3.3076190347025887
Apolobamba,j,Apurí-Madean-Viñac,j,3.7539061373310085
Apolobamba,q,Apurí-Madean-Viñac,q,2.618926204492024
Apolobamba,q,Apurí-Madean-Viñac,m,0.19855807584159468
Apolobamba,χ,Apurí-Madean-Viñac,i̯,2.71983236980047
Apolobamba,χ,Apurí-Madean-Viñac,q,2.403979420381993
Apolobamba,ɾ,Apurí-Madean-Viñac,ɾ,2.9155769469265658
Apolobamba,a,Apurí-Madean-Viñac,a,1.4255879262643851
Apolobamba,a,Apurí-Madean-Viñac,i,-1.3299538023930022
Apolobamba,a,Apurí-Madean-Viñac,u,-2.5517987314850603
Apolobamba,n,Apurí-Madean-Viñac,n,3.0860767647553535
Apolobamba,n,Apurí-Madean-Viñac,ɾ,-0.4856204347355897
Apolobamba,n,Apurí-Madean-Viñac,m,0.12956520435464358
Apolobamba,n,Apurí-Madean-Viñac,ʈ,0.7274022051102642
Apolobamba,n,Apurí-Madean-Viñac,ŋ,3.1252974779086347
Apolobamba,qʰ,Apurí-Madean-Viñac,q,2.655293848662899
Apolobamba,h,Apurí-Madean-Viñac,w,1.7815627312075395
Apolobamba,h,Apurí-Madean-Viñac,h,4.223909766576743
Apolobamba,h,Apurí-Madean-Viñac,p,1.658960409115207
Apolobamba,i̯,Apurí-Madean-Viñac,i̯,4.0007662152625345
Apolobamba,i̯,Apurí-Madean-Viñac,u̯,3.81844465846858
Apolobamba,m,Apurí-Madean-Viñac,m,3.530762586016799
Apolobamba,l,Ayacucho,w,2.111655161663491
Apolobamba,l,Ayacucho,ɾ,2.2658058414907494
Apolobamba,l,Ayacucho,ʎ,2.448127398284704
Apolobamba,ʧ,Ayacucho,ʧ,3.2843754224853225
Apolobamba,kʼ,Ayacucho,k,2.9589530220506948
Apolobamba,x,Ayacucho,p,1.3495151096165943
Apolobamba,x,Ayacucho,j,1.917499147222534
Apolobamba,x,Ayacucho,ɾ,1.1671935528226398
Apolobamba,x,Ayacucho,k,2.26580584149075
Apolobamba,ɲ,Ayacucho,n,1.1953644297893355
Apolobamba,ɲ,Ayacucho,ɲ,4.039216172050607
Apolobamba,tʼ,Ayacucho,w,2.3993372341152717
Apolobamba,tʼ,Ayacucho,t,2.841169986394311
Apolobamba,qʰ,Ayacucho,χ,2.7358094707364846
Apolobamba,ʎ,Ayacucho,ʧ,0.7994687726973224
Apolobamba,ʎ,Ayacucho,j,1.9174991472225336
Apolobamba,ʎ,Ayacucho,ʎ,3.5467396869528134
Apolobamba,kʰ,Ayacucho,k,2.9589530220506948
Apolobamba,k,Ayacucho,k,2.9124330064158017
Apolobamba,k,Ayacucho,t,0.1555926411441597
Apolobamba,pʰ,Ayacucho,p,2.735809470736485
Apolobamba,pʰ,Ayacucho,t,1.4548756252744206
Apolobamba,pʰ,Ayacucho,χ,0.9440500015084299
Apolobamba,pʼ,Ayacucho,p,3.141274578844649
Apolobamba,b,Ayacucho,d,6.542471960506805
Apolobamba,u,Ayacucho,u,1.971566368492809
Apolobamba,u,Ayacucho,o,1.993872126007107
Apolobamba,s,Ayacucho,n,-0.028411001832779552
Apolobamba,s,Ayacucho,k,-0.5674075025654666
Apolobamba,s,Ayacucho,s,2.89832840023426
Apolobamba,u̯,Ayacucho,u̯,4.868495526935133
Apolobamba,u̯,Ayacucho,o,1.82397308921171
Apolobamba,t,Ayacucho,ɲ,1.3719879654686526
Apolobamba,t,Ayacucho,t,3.182096573364904
Apolobamba,i,Ayacucho,i̯,1.1308259086517647
Apolobamba,i,Ayacucho,e,2.160445325832923
Apolobamba,i,Ayacucho,u,-1.835918828028974
Apolobamba,i,Ayacucho,i,2.2835054185901504
Apolobamba,p,Ayacucho,ʎ,1.1263715583023841
Apolobamba,p,Ayacucho,p,3.0722817073576976
Apolobamba,w,Ayacucho,w,3.443882301513106
Apolobamba,w,Ayacucho,h,1.8062735121123088
Apolobamba,ʧʼ,Ayacucho,ʧ,2.9966933500335418
Apolobamba,ʧʼ,Ayacucho,k,1.5726586609308042
Apolobamba,m,Ayacucho,m,3.364418130158859
Apolobamba,i̯,Ayacucho,i̯,4.3734182601372815
Apolobamba,i̯,Ayacucho,u̯,3.546739686952814
Apolobamba,r,Ayacucho,m,-0.13208943130762105
Apolobamba,r,Ayacucho,j,0.21275105498410854
Apolobamba,r,Ayacucho,ʎ,0.33791419793811445
Apolobamba,r,Ayacucho,ɽ,3.0459643990403245
Apolobamba,r,Ayacucho,ɾ,2.8297412905706887
Apolobamba,j,Ayacucho,j,3.7092586164505885
Apolobamba,χ,Ayacucho,χ,2.7358094707364846
Apolobamba,qʼ,Ayacucho,χ,2.7358094707364846
Apolobamba,ɾ,Ayacucho,ɾ,2.9589530220506943
Apolobamba,tʰ,Ayacucho,t,3.2466350945024756
Apolobamba,q,Ayacucho,χ,2.622480785429482
Apolobamba,q,Ayacucho,t,-0.08556941567272822
Apolobamba,q,Ayacucho,m,0.032213619983655274
Apolobamba,q,Ayacucho,ʎ,0.5022172492293907
Apolobamba,a,Ayacucho,a,1.485180974769749
Apolobamba,a,Ayacucho,u,-2.582310523107732
