ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
VaeakauTaumako_EIGHT_1	Vaeakau-Taumako	pile1238	piv	EIGHT	valu	valu	v a l u	valu	EIGHT_1	FALSE		Hovdhaugen-375-2009
Wallisian_EIGHT_1	Wallisian	wall1257	wls	EIGHT	valu	valu	v a l u	valu	EIGHT_1	FALSE	Pollex 06: Valu. :Eight.	POLLEX
Maori_EIGHT_1	Maori	maor1246	mri	EIGHT	waru	waru	w a r u	waru	EIGHT_1	FALSE		Biggs-85-2005
Kapingamarangi_EIGHT_1	Kapingamarangi	kapi1249	kpg	EIGHT	walu	walu	w a l u	walu	EIGHT_1	FALSE	Pollex 06: Walu. :Eight (Lbr).	POLLEX
Tahitian_EIGHT_1	Tahitian	tahi1242	tah	EIGHT	va'u	vaʔu	v a ʔ u	vaʔu	EIGHT_1	FALSE		Clark-173-2005
Emae_EIGHT_1	Emae	emae1237	mmw	EIGHT	βaru	βaru	β a r u	βaru	EIGHT_1	FALSE		52375
Rapanui_EIGHT_1	Rapanui	rapa1244	rap	EIGHT	va'u	vaʔu	v a ʔ u	vaʔu	EIGHT_1	FALSE		POLLEX
Mangareva_EIGHT_1	Mangareva	mang1401	mrv	EIGHT	varu	varu	v a r u	varu	EIGHT_1	FALSE		POLLEX
Luangiua_EIGHT_1	Luangiua	onto1237	ojv	EIGHT	valu	valu	v a l u	valu	EIGHT_1	FALSE	Pollex 06: Valu. :Eight.	POLLEX
TongatongaIslands_EIGHT_1	Tongan	tong1325	ton	EIGHT	valu	valu	v a l u	valu	EIGHT_1	FALSE	Pollex 06: Valu. :Eight.	117207
Tikopia_EIGHT_1	Tikopia	tiko1237	tkp	EIGHT	varu	varu	v a r u	varu	EIGHT_1	FALSE	Pollex 06: Varu. :Eight (Fth).	POLLEX
Sikaiana_EIGHT_1	Sikaiana	sika1261	sky	EIGHT	valu	valu	v a l u	valu	EIGHT_1	FALSE	Pollex 06: Valu. :Eight.	POLLEX
NorthMarquesan_EIGHT_1	North Marquesan	nort2845	mrq	EIGHT	va'u	vaʔu	v a ʔ u	vaʔu	EIGHT_1	FALSE	used on Nuku Hiva currently	POLLEX
EastFutuna_EIGHT_1	East Futuna	east2447	fud	EIGHT	valu	valu	v a l u	valu	EIGHT_1	FALSE		POLLEX
Pukapuka_EIGHT_1	Pukapuka	puka1242	pkp	EIGHT	valu	valu	v a l u	valu	EIGHT_1	FALSE		Salisbury-152-2005
MeleFila_EIGHT_1	Mele-Fila	mele1250	mxe	EIGHT	eβaru	βaru	β a r u	βaru	EIGHT_1	FALSE		52375
AustralA_EIGHT_1	Austral A	aust1304	aut	EIGHT	vaGu	vaɢu	v a ɢ u	vaɢu	EIGHT_1	FALSE		Tamaititahio-1213-2015
Tuamotuan_EIGHT_1	Tuamotuan	tuam1242	pmt	EIGHT	varu	varu	v a r u	varu	EIGHT_1	FALSE	Pollex 06: Varu. :Eight.	POLLEX
Niuean_EIGHT_1	Niuean	niue1239	niu	EIGHT	valu	valu	v a l u	valu	EIGHT_1	FALSE	Pollex 06: Valu. :Eight.	POLLEX
AustralB_EIGHT_1	Austral B	aust1304	aut	EIGHT	vaʔu	vaʔu	v a ʔ u	vaʔu	EIGHT_1	FALSE		Meyer-128-2005
FutunaAniwa_EIGHT_1	Futuna-Aniwa	futu1245	fut	EIGHT	varu	varu	v a r u	varu	EIGHT_1	FALSE	Pollex 06: Varu. :Eight.	POLLEX
Hawaiian_EIGHT_1	Hawaiian	hawa1245	haw	EIGHT	walu	walu	w a l u	walu	EIGHT_1	FALSE	Pollex 06: Walu. :Eight.	71458
Rarotongan_EIGHT_1	Rarotongan	raro1241	rar	EIGHT	varu	varu	v a r u	varu	EIGHT_1	FALSE	Pollex 06: Varu. :Eight.	POLLEX
Penrhyn_EIGHT_1	Penrhyn	penr1237	pnh	EIGHT	varu	varu	v a r u	varu	EIGHT_1	FALSE	Pollex 06: Varu. :Eight	POLLEX
Nukuria_EIGHT_1	Nukuria	nuku1259	nur	EIGHT	varu	varu	v a r u	varu	EIGHT_1	FALSE		Davletshin-1212-2015
Samoan_EIGHT_1	Samoan	samo1305	smo	EIGHT	valu	valu	v a l u	valu	EIGHT_1	FALSE	POllex 06: Valu. :Eight.	Blust-118-2005
RennellBellona_EIGHT_1	RennellBellona	renn1242	mnv	EIGHT	baŋgu	baŋɡu	b a ⁿɡ u	baŋgu	EIGHT_1	FALSE	eight	POLLEX
Tuvalu_EIGHT_1	Tuvalu	tuva1244	tvl	EIGHT	valu	valu	v a l u	valu	EIGHT_1	FALSE		29903
Anuta_EIGHT_1	Anuta	anut1237	aud	EIGHT	varu	varu	v a r u	varu	EIGHT_1	FALSE	eight	POLLEX
VaeakauTaumako_FIFTY_3	Vaeakau-Taumako	pile1238	piv	FIFTY	gatoaelima	ɡatoaelima	ɡ a  t o a  e  l i m a	ga+toa+e+lima	FIFTY_3	FALSE		Hovdhaugen-375-2009
Maori_FIFTY_8	Maori	maor1246	mri	FIFTY	rima tekau	rimatekau	r i m a  t e  k a u	rima_te+kau	FIFTY_8	FALSE		Biggs-85-2005
Mangareva_FIFTY_1	Mangareva	mang1401	mrv	FIFTY	rima rongo'uru	rimaroŋoʔuru	r i m a  r o ŋ o  ʔ u r u	rima_roŋo+ʔuru	FIFTY_1	FALSE		POLLEX
TongatongaIslands_FIFTY_1	Tongan	tong1325	ton	FIFTY	nimangofulu	nimaŋofulu	n i m a  ŋ o  f u l u	nima_ŋo+fulu	FIFTY_1	FALSE		117207
EastFutuna_FIFTY_2	East Futuna	east2447	fud	FIFTY	kaulima	kaulima	k a u  l i m a	kau+lima	FIFTY_2	FALSE		POLLEX
Pukapuka_FIFTY_4	Pukapuka	puka1242	pkp	FIFTY	tinolima	tinolima	t i n o  l i m a	tino_lima	FIFTY_4	FALSE	50 people	Salisbury-152-2005
Pukapuka_FIFTY_2	Pukapuka	puka1242	pkp	FIFTY	laulima	laulima	l a u  l i m a	lau+lima	FIFTY_2	FALSE	traditional	Salisbury-152-2005
Pukapuka_FIFTY_1	Pukapuka	puka1242	pkp	FIFTY	limangaulu	limaŋaulu	l i m a  ŋ a  u l u	lima_ŋa+ulu	FIFTY_1	TRUE	(Raro.)	Salisbury-152-2005
AustralA_FIFTY_9	Austral A	aust1304	aut	FIFTY	pae ʔahuGu	paeʔahuɢu	p a e  ʔ a  h u ɢ u	pae_ʔa+huɢu	FIFTY_9	TRUE	Likely a Tahitian borrowing	Tamaititahio-1213-2015
Niuean_FIFTY_5	Niuean	niue1239	niu	FIFTY	lima fiha	limafiha	l i m a  f i h a	lima_fiha	FIFTY_5	FALSE		POLLEX
AustralB_FIFTY_9	Austral B	aust1304	aut	FIFTY	pae ʔaʔuru	paeʔaʔuru	p a e  ʔ a  ʔ u r u	pae_ʔa+ʔuru	FIFTY_9	TRUE	Tahitian loan with hyper-nativization	Meyer-128-2005
Hawaiian_FIFTY_6	Hawaiian	hawa1245	haw	FIFTY	kanalima	kanalima	k a n a  l i m a	kana+lima	FIFTY_6	FALSE		71458
Rarotongan_FIFTY_1	Rarotongan	raro1241	rar	FIFTY	rima ngauru	rimaŋauru	r i m a  ŋ a  u r u	rima_ŋa+uru	FIFTY_1	FALSE		POLLEX
Nukuria_FIFTY_7	Nukuria	nuku1259	nur	FIFTY	tipu rima	tipurima	t i p u  r i m a	tipu_rima	FIFTY_7	FALSE		Davletshin-1212-2015
Samoan_FIFTY_1	Samoan	samo1305	smo	FIFTY	limagafulu	limaɡafulu	l i m a  ɡ a  f u l u	lima_ga+fulu	FIFTY_1	FALSE		Blust-118-2005
Samoan_FIFTY_1	Samoan	samo1305	smo	FIFTY	limasefulu	limasefulu	l i m a  s e  f u l u	lima_se+fulu	FIFTY_1	FALSE		Blust-118-2005
VaeakauTaumako_FIVE_1	Vaeakau-Taumako	pile1238	piv	FIVE	lima	lima	l i m a	lima	FIVE_1	FALSE		Hovdhaugen-375-2009
Wallisian_FIVE_1	Wallisian	wall1257	wls	FIVE	nima	nima	n i m a	nima	FIVE_1	TRUE	Main, bras, cinq (Rch)[>].(Source: Pollex), Loan (Pawley 2010)	POLLEX
Polynesian_FIVE_1	Proto-Polynesian	poly1242	nan	FIVE	*lima	lima	l i m a	lima	FIVE_1	FALSE		PawleyOC
