Language1,Phone1,Language2,Phone2,Surprisal,OOV_Smoothed
Anuta,i,Anuta,i,0.028890978804988657,9.656424863277781
Anuta,ŋ,Anuta,m,4.234055338862028,7.693486957499325
Anuta,ŋ,Anuta,ŋ,0.1936410704161197,7.693486957499325
Anuta,a,Anuta,a,0.022890308957516828,11.159240650411672
Anuta,a,Anuta,u,7.699809031774374,11.159240650411672
Anuta,a,Anuta,-,7.699809031774374,11.159240650411672
Anuta,e,Anuta,e,0.035569013703588725,9.35974956032233
Anuta,o,Anuta,r,6.160788206870189,9.620219825507487
Anuta,o,Anuta,o,0.08689009320165272,9.620219825507487
Anuta,o,Anuta,-,5.227902402728726,9.620219825507487
Anuta,v,Anuta,v,0.21215323683160972,6.870364719583405
Anuta,m,Anuta,m,0.04447967069959333,9.041659151637216
Anuta,f,Anuta,f,0.6003925412907624,5.554588851677638
Anuta,-,Anuta,a,1.8421203402182809,7.199672344836364
Anuta,-,Anuta,r,3.7402407261990667,7.199672344836364
Anuta,-,Anuta,u,3.7402407261990667,7.199672344836364
Anuta,-,Anuta,n,2.807354922057604,7.199672344836364
Anuta,-,Anuta,i,3.7402407261990667,7.199672344836364
Anuta,-,Anuta,k,3.7402407261990667,7.199672344836364
Anuta,-,Anuta,t,2.807354922057604,7.199672344836364
Anuta,-,Anuta,o,3.7402407261990667,7.199672344836364
Anuta,t,Anuta,p,6.300456564584537,9.759888183221834
Anuta,t,Anuta,k,6.300456564584537,9.759888183221834
Anuta,t,Anuta,t,0.0963300790045621,9.759888183221834
Anuta,t,Anuta,o,6.300456564584537,9.759888183221834
Anuta,t,Anuta,-,6.300456564584537,9.759888183221834
Anuta,l,Anuta,l,1.2954558835261711,4.754887502163469
Anuta,n,Anuta,n,0.08849488581891551,8.7714894695006
Anuta,n,Anuta,-,5.312057850863302,8.7714894695006
Anuta,u,Anuta,a,5.693818802248549,10.08613622502731
Anuta,u,Anuta,u,0.04858927106513087,10.08613622502731
Anuta,s,Anuta,s,1.2954558835261711,4.754887502163469
Anuta,p,Anuta,p,0.0642401859019623,9.221587121264806
Anuta,p,Anuta,t,5.762155502627508,9.221587121264806
Anuta,k,Anuta,k,0.05565982731040869,9.4241662888181
Anuta,k,Anuta,t,5.964734670180802,9.4241662888181
Anuta,r,Anuta,a,6.08553281415194,9.544964432789238
Anuta,r,Anuta,r,0.07125868316982206,9.544964432789238
Anuta,r,Anuta,o,6.08553281415194,9.544964432789238
Anuta,i,Austral (Ra'ivavae),a,4.893715206860786,8.353146825498083
Anuta,i,Austral (Ra'ivavae),u,4.893715206860786,8.353146825498083
Anuta,i,Austral (Ra'ivavae),i,0.3252408289281981,8.353146825498083
Anuta,i,Austral (Ra'ivavae),aː,4.893715206860786,8.353146825498083
Anuta,i,Austral (Ra'ivavae),-,3.9608294027193223,8.353146825498083
