Language1,Phone1,Language2,Phone2,PMI
Anuta,o,Anuta,o,2.525897051179654
Anuta,o,Anuta,a,-2.88551401066138
Anuta,v,Anuta,v,4.305104054336589
Anuta,e,Anuta,e,2.775708849576025
Anuta,ŋ,Anuta,ŋ,3.979681653901961
Anuta,a,Anuta,o,-2.8451749912772946
Anuta,a,Anuta,a,1.4273763936263006
Anuta,l,Anuta,l,6.870053411798126
Anuta,m,Anuta,m,2.8810693652338513
Anuta,f,Anuta,f,5.771441123130016
Anuta,n,Anuta,n,3.0841606835141913
Anuta,n,Anuta,r,-1.1061985319474978
Anuta,r,Anuta,n,-1.167812822911492
Anuta,r,Anuta,r,2.579202657790114
Anuta,r,Anuta,t,-1.8133319544821827
Anuta,u,Anuta,u,2.225662512656753
Anuta,u,Anuta,i,-2.240245605997831
Anuta,s,Anuta,s,6.870053411798126
Anuta,p,Anuta,p,2.8096104012517062
Anuta,k,Anuta,k,2.726918685406593
Anuta,i,Anuta,i,2.391566510936682
Anuta,i,Anuta,u,-2.1467022111053917
Anuta,t,Anuta,r,-1.7620743177102114
Anuta,t,Anuta,t,2.450595138756443
Anuta,e,Austral (Ra'ivavae),e,2.6308866078082085
Anuta,ŋ,Austral (Ra'ivavae),ʔ,2.435986268807394
Anuta,a,Austral (Ra'ivavae),u,-1.9576909830864626
Anuta,a,Austral (Ra'ivavae),a,1.3695852666429857
Anuta,a,Austral (Ra'ivavae),i,-1.1799864144984542
Anuta,o,Austral (Ra'ivavae),o,2.442954938123487
Anuta,o,Austral (Ra'ivavae),u,-1.3727573871667504
Anuta,o,Austral (Ra'ivavae),a,-1.4794683419224481
Anuta,f,Austral (Ra'ivavae),h,2.8894605961019195
Anuta,n,Austral (Ra'ivavae),ɢ,-0.21490551845486727
Anuta,n,Austral (Ra'ivavae),n,2.959234412571942
Anuta,n,Austral (Ra'ivavae),p,0.44355610411718793
Anuta,n,Austral (Ra'ivavae),t,-0.1417021144315724
Anuta,n,Austral (Ra'ivavae),v,1.2320134644814582
Anuta,n,Austral (Ra'ivavae),ʔ,0.7620098352357226
Anuta,r,Austral (Ra'ivavae),ɢ,2.5576832037849138
Anuta,u,Austral (Ra'ivavae),a,-1.5771068114863644
Anuta,u,Austral (Ra'ivavae),u,2.1671903029957194
Anuta,u,Austral (Ra'ivavae),i,-1.3858384687026035
Anuta,u,Austral (Ra'ivavae),o,-0.5450552893365938
Anuta,p,Austral (Ra'ivavae),p,1.223714661666763
Anuta,p,Austral (Ra'ivavae),h,2.506468343845813
Anuta,p,Austral (Ra'ivavae),v,2.299854094482814
