Language1,Phone1,Language2,Phone2,Surprisal,OOV_Smoothed
Vaeakau-Taumako,v,Wallisian,v,1.0098477859563473,5.614709844115208
Vaeakau-Taumako,v,Wallisian,-,2.6761103887793514,5.614709844115208
Vaeakau-Taumako,a,Wallisian,a,0.4381491986940651,9.109395386500296
Vaeakau-Taumako,a,Wallisian,o,5.649963767862999,9.109395386500296
Vaeakau-Taumako,a,Wallisian,-,2.2308335139502717,9.109395386500296
Vaeakau-Taumako,l,Wallisian,l,0.27945995374690524,7.312882955284356
Vaeakau-Taumako,l,Wallisian,f,5.197405737864419,7.312882955284356
Vaeakau-Taumako,l,Wallisian,-,5.197405737864419,7.312882955284356
Vaeakau-Taumako,l,Wallisian,t,5.197405737864419,7.312882955284356
Vaeakau-Taumako,u,Wallisian,u,0.25083160686127937,8.016808287686555
Vaeakau-Taumako,u,Wallisian,-,3.411946229527693,8.016808287686555
Vaeakau-Taumako,h,Wallisian,f,0.9399448765290376,7.219168520462162
Vaeakau-Taumako,h,Wallisian,h,5.1036913030422255,7.219168520462162
Vaeakau-Taumako,h,Wallisian,-,1.861616515844078,7.219168520462162
Vaeakau-Taumako,h,Wallisian,s,5.1036913030422255,7.219168520462162
Vaeakau-Taumako,h,Wallisian,l,4.280569065126305,7.219168520462162
Vaeakau-Taumako,-,Wallisian,k,4.081043720356062,8.224001674198107
Vaeakau-Taumako,-,Wallisian,o,4.382699420217164,8.224001674198107
Vaeakau-Taumako,-,Wallisian,m,3.26980536381123,8.224001674198107
Vaeakau-Taumako,-,Wallisian,ʔ,1.944778030264981,8.224001674198107
Vaeakau-Taumako,-,Wallisian,a,2.1436282577340853,8.224001674198107
Vaeakau-Taumako,-,Wallisian,t,4.764570055560808,8.224001674198107
Vaeakau-Taumako,-,Wallisian,u,4.382699420217164,8.224001674198107
Vaeakau-Taumako,-,Wallisian,e,4.764570055560808,8.224001674198107
Vaeakau-Taumako,-,Wallisian,h,3.4339247435723363,8.224001674198107
Vaeakau-Taumako,-,Wallisian,l,6.10852445677817,8.224001674198107
Vaeakau-Taumako,-,Wallisian,i,4.382699420217164,8.224001674198107
Vaeakau-Taumako,k,Wallisian,-,3.5886010777845043,7.048032696421802
Vaeakau-Taumako,k,Wallisian,k,0.5940762078506555,7.048032696421802
Vaeakau-Taumako,k,Wallisian,m,4.109433241085946,7.048032696421802
Vaeakau-Taumako,k,Wallisian,l,3.5886010777845043,7.048032696421802
Vaeakau-Taumako,o,Wallisian,-,2.6080461138341975,7.562242424221073
Vaeakau-Taumako,o,Wallisian,o,0.566004343017272,7.562242424221073
Vaeakau-Taumako,o,Wallisian,e,5.446765206801137,7.562242424221073
Vaeakau-Taumako,o,Wallisian,u,5.446765206801137,7.562242424221073
Vaeakau-Taumako,o,Wallisian,a,5.446765206801137,7.562242424221073
Vaeakau-Taumako,o,Wallisian,l,5.446765206801137,7.562242424221073
Vaeakau-Taumako,t,Wallisian,t,0.4360991148066738,7.186526968779443
Vaeakau-Taumako,t,Wallisian,-,3.345224714798501,7.186526968779443
Vaeakau-Taumako,t,Wallisian,p,4.247927513443586,7.186526968779443
Vaeakau-Taumako,i,Wallisian,i,0.5114147188963779,7.90086680798075
Vaeakau-Taumako,i,Wallisian,-,2.543314803362665,7.90086680798075
Vaeakau-Taumako,i,Wallisian,u,5.785389590560813,7.90086680798075
Vaeakau-Taumako,i,Wallisian,m,5.785389590560813,7.90086680798075
Vaeakau-Taumako,i,Wallisian,o,4.962267352644893,7.90086680798075
Vaeakau-Taumako,n,Wallisian,n,0.6791139384124637,6.528779665328032
Vaeakau-Taumako,n,Wallisian,-,2.385821711485989,6.528779665328032
Vaeakau-Taumako,e,Wallisian,e,0.699173270328188,7.153129758899334
Vaeakau-Taumako,e,Wallisian,i,3.311827504918393,7.153129758899334
Vaeakau-Taumako,e,Wallisian,a,3.311827504918393,7.153129758899334
Vaeakau-Taumako,e,Wallisian,-,4.214530303563478,7.153129758899334
Vaeakau-Taumako,e,Wallisian,u,5.037652541479398,7.153129758899334
Vaeakau-Taumako,ŋ,Wallisian,ʔ,3.1699250014423126,6.10852445677817
Vaeakau-Taumako,ŋ,Wallisian,l,3.1699250014423126,6.10852445677817
Vaeakau-Taumako,ŋ,Wallisian,h,3.9930472393582335,6.10852445677817
Vaeakau-Taumako,ŋ,Wallisian,ɡ,1.5036623986193078,6.10852445677817
Vaeakau-Taumako,ŋ,Wallisian,m,3.9930472393582335,6.10852445677817
Vaeakau-Taumako,ŋ,Wallisian,-,3.1699250014423126,6.10852445677817
Vaeakau-Taumako,p,Wallisian,-,2.8601423364170393,5.798741791752896
Vaeakau-Taumako,p,Wallisian,p,1.193879733594035,5.798741791752896
Vaeakau-Taumako,p,Wallisian,ʔ,3.68326457433296,5.798741791752896
Vaeakau-Taumako,p,Wallisian,l,3.68326457433296,5.798741791752896
Vaeakau-Taumako,m,Wallisian,m,0.3245252063734016,7.118941072723508
Vaeakau-Taumako,m,Wallisian,-,3.6595094540862103,7.118941072723508
Vaeakau-Taumako,tʰ,Wallisian,l,2.944043594025985,5.882643049361842
Vaeakau-Taumako,tʰ,Wallisian,t,1.2777809912029803,5.882643049361842
Vaeakau-Taumako,tʰ,Wallisian,h,3.7671658319419055,5.882643049361842
Vaeakau-Taumako,tʰ,Wallisian,-,3.7671658319419055,5.882643049361842
Vaeakau-Taumako,tʰ,Wallisian,m,3.7671658319419055,5.882643049361842
Vaeakau-Taumako,b,Wallisian,h,2.3656494723166803,4.481126689736617
Vaeakau-Taumako,uː,Wallisian,o,2.5663468225538093,4.681824039973745
Vaeakau-Taumako,uː,Wallisian,a,2.5663468225538093,4.681824039973745
Vaeakau-Taumako,f,Wallisian,a,2.3656494723166803,4.481126689736617
Vaeakau-Taumako,s,Wallisian,s,2.5663468225538093,4.681824039973745
Vaeakau-Taumako,s,Wallisian,ʔ,2.5663468225538093,4.681824039973745
Vaeakau-Taumako,v,Maori,w,1.6398244357556742,5.481126689736616
Vaeakau-Taumako,v,Maori,-,2.5425272344007595,5.481126689736616
Vaeakau-Taumako,v,Maori,h,2.5425272344007595,5.481126689736616
Vaeakau-Taumako,a,Maori,a,0.35882533293798685,9.053473413269316
Vaeakau-Taumako,a,Maori,-,2.5456787730706196,9.053473413269316
Vaeakau-Taumako,a,Maori,u,6.937996195849379,9.053473413269316
Vaeakau-Taumako,a,Maori,e,6.937996195849379,9.053473413269316
Vaeakau-Taumako,a,Maori,i,6.937996195849379,9.053473413269316
Vaeakau-Taumako,l,Maori,r,0.5225906404336473,7.273018494406416
Vaeakau-Taumako,l,Maori,-,2.8807010716276555,7.273018494406416
Vaeakau-Taumako,l,Maori,a,5.15754127698648,7.273018494406416
Vaeakau-Taumako,l,Maori,p,5.15754127698648,7.273018494406416
Vaeakau-Taumako,l,Maori,o,5.15754127698648,7.273018494406416
Vaeakau-Taumako,u,Maori,u,0.22974578594071707,7.973458212547508
Vaeakau-Taumako,u,Maori,-,4.132155958566567,7.973458212547508
Vaeakau-Taumako,u,Maori,o,5.034858757211652,7.973458212547508
Vaeakau-Taumako,ɡ,Maori,r,1.685891409571937,4.624490864907794
Vaeakau-Taumako,-,Maori,i,2.974554983442537,8.54946381949977
Vaeakau-Taumako,-,Maori,m,6.433986602079835,8.54946381949977
Vaeakau-Taumako,-,Maori,u,4.708161565518829,8.54946381949977
Vaeakau-Taumako,-,Maori,k,3.447925793037708,8.54946381949977
Vaeakau-Taumako,-,Maori,r,4.708161565518829,8.54946381949977
Vaeakau-Taumako,-,Maori,a,1.51604081796232,8.54946381949977
Vaeakau-Taumako,-,Maori,t,2.7856981659898485,8.54946381949977
Vaeakau-Taumako,-,Maori,o,3.447925793037708,8.54946381949977
Vaeakau-Taumako,-,Maori,h,4.406505865657727,8.54946381949977
Vaeakau-Taumako,-,Maori,p,6.433986602079835,8.54946381949977
Vaeakau-Taumako,-,Maori,f,6.433986602079835,8.54946381949977
Vaeakau-Taumako,-,Maori,e,5.6108643641639135,8.54946381949977
Vaeakau-Taumako,t,Maori,t,0.4150374992788438,7.3339007365534385
Vaeakau-Taumako,t,Maori,n,5.218423519133503,7.3339007365534385
Vaeakau-Taumako,t,Maori,-,2.9415833137746783,7.3339007365534385
Vaeakau-Taumako,o,Maori,-,2.575594318186961,7.677132344649024
Vaeakau-Taumako,o,Maori,o,0.6074588168422121,7.677132344649024
Vaeakau-Taumako,o,Maori,a,3.5341743908069803,7.677132344649024
Vaeakau-Taumako,o,Maori,u,5.561655127229087,7.677132344649024
Vaeakau-Taumako,e,Maori,e,0.7068947402783914,6.922832139477539
Vaeakau-Taumako,e,Maori,-,2.317970081318679,6.922832139477539
Vaeakau-Taumako,e,Maori,u,3.9842326841416833,6.922832139477539
Vaeakau-Taumako,i,Maori,-,2.1484676933610176,7.7233765294182515
Vaeakau-Taumako,i,Maori,i,0.65370300161144,7.7233765294182515
Vaeakau-Taumako,i,Maori,o,4.7847770740823945,7.7233765294182515
Vaeakau-Taumako,i,Maori,e,5.607899311998315,7.7233765294182515
Vaeakau-Taumako,i,Maori,ŋ,5.607899311998315,7.7233765294182515
Vaeakau-Taumako,m,Maori,k,3.9842326841416833,6.922832139477539
Vaeakau-Taumako,m,Maori,m,1.0731664125619715,6.922832139477539
Vaeakau-Taumako,m,Maori,-,3.0815298854965985,6.922832139477539
Vaeakau-Taumako,m,Maori,t,2.779874185635497,6.922832139477539
Vaeakau-Taumako,m,Maori,ŋ,4.807354922057604,6.922832139477539
Vaeakau-Taumako,m,Maori,f,4.807354922057604,6.922832139477539
Vaeakau-Taumako,m,Maori,h,4.807354922057604,6.922832139477539
Vaeakau-Taumako,h,Maori,f,2.0414199273799807,7.142957953842043
Vaeakau-Taumako,h,Maori,h,1.6726380190620096,7.142957953842043
Vaeakau-Taumako,h,Maori,a,2.1887616434551678,7.142957953842043
Vaeakau-Taumako,h,Maori,-,3.3016556998611013,7.142957953842043
Vaeakau-Taumako,h,Maori,w,5.027480736422107,7.142957953842043
Vaeakau-Taumako,k,Maori,-,3.339310173115599,6.798741791752897
Vaeakau-Taumako,k,Maori,k,0.5828043925537473,6.798741791752897
Vaeakau-Taumako,k,Maori,r,3.339310173115599,6.798741791752897
Vaeakau-Taumako,n,Maori,n,0.8754549020616964,6.345774836841731
Vaeakau-Taumako,n,Maori,-,2.5044725828607888,6.345774836841731
Vaeakau-Taumako,n,Maori,k,4.230297619421794,6.345774836841731
Vaeakau-Taumako,n,Maori,w,4.230297619421794,6.345774836841731
Vaeakau-Taumako,ŋ,Maori,ŋ,1.6951454184715793,6.08746284125034
Vaeakau-Taumako,ŋ,Maori,a,3.971985623830403,6.08746284125034
Vaeakau-Taumako,ŋ,Maori,-,1.6951454184715793,6.08746284125034
Vaeakau-Taumako,ŋ,Maori,k,3.148863385914483,6.08746284125034
Vaeakau-Taumako,p,Maori,p,1.4826007830914785,6.08746284125034
Vaeakau-Taumako,p,Maori,-,2.2461605872693977,6.08746284125034
Vaeakau-Taumako,p,Maori,n,3.971985623830403,6.08746284125034
Vaeakau-Taumako,p,Maori,f,3.148863385914483,6.08746284125034
Vaeakau-Taumako,p,Maori,t,3.971985623830403,6.08746284125034
Vaeakau-Taumako,tʰ,Maori,t,1.253118936968711,5.857980995127572
Vaeakau-Taumako,tʰ,Maori,m,1.7150230412855292,5.857980995127572
Vaeakau-Taumako,eː,Maori,i,2.299560281858908,4.415037499278844
Vaeakau-Taumako,lʰ,Maori,r,1.1283240969755393,4.9696263509564815
Vaeakau-Taumako,s,Maori,t,2.299560281858908,4.415037499278844
Vaeakau-Taumako,v,Kapingamarangi,w,1.0955776599822311,5.700439718141092
Vaeakau-Taumako,v,Kapingamarangi,-,2.7618402628052356,5.700439718141092
Vaeakau-Taumako,a,Kapingamarangi,a,0.3906347613597351,8.912889336229961
Vaeakau-Taumako,a,Kapingamarangi,o,4.122812405604193,8.912889336229961
