	Badga	Betta Kurumba	Brahui	Gondi	Kannada	Kodava	Kolami	Kota	Koya	Kurukh	Kuwi	Malayalam	Malto	Ollari Gadba	Parji	Tamil	Telugu	Toda	Tulu	Yeruva
DIE_1	saːʋadə							taːʋə												
DIE_2				haː											cay					
DIE_3					saːji	ʧːɭa										ʧaː				ʧaːɭa
DIE_4			kahinɡ																	
DIE_5																			sajjaɾa	
DIE_6							tiɡteːn													
DIE_7									ɖollatam											
DIE_8										kʰena										
DIE_9																sattə po				
DIE_10																	ʧaʧʧipoːʋu			
DIE_11		maɾdoːɡ																		
DIE_12												maɾikkuɡa								
DIE_13													keəaːnaːkeəidaːh							
DIE_14																		keɖuoisi		
DOG_1	ne	naːjə		nej	naːji	naːji		naːji	nej			naːja		ne		naːji		noi	naːji	naːji
DOG_2			kuʧak				aːte													
DOG_3															netta					
DOG_4													kuʧʧo				kukka			
DOG_5										alla										
DOG_6												paʈʈi								
DRINK_1			kuninɡ																	
DRINK_2																	taːɡu			
DRINK_3																			paɾijaɾa	
DRINK_4					kudijoːdu															
DRINK_5							aniɾusaːt													
DRINK_6	kuɖapə	kuɖi~kujɾi			kuɖi	kuɖipa						kuʈi				kuɖi				kuɖipə
DRINK_7												kudikkuɡa								
DRINK_8				un					unnu	onna			hoːnaː	un	un					
DRINK_9								unatukə												
DRINK_10																		uʈʈudi		
DRY_1									poɖi								poɖi			
DRY_2			baːɾun																	
DRY_3										kʰajka			aːikaː							
DRY_4																kaːnʤə				
DRY_5																				unaku
DRY_6																	eɳɖu			
DRY_7								kanʈiko												
DRY_8									aɾtaːd											
DRY_9																kaindadə				
DRY_10				ʋaʈʈa	battida							vaɾaɳʈa								
DRY_11																ulaɾnta				
DRY_12						oɳanɡina						uɳanɡija								
DRY_13	oɳikiladə				oɳaɡidu													oɳikisi		
DRY_14		ajnɡənu ipədə																		
DRY_15																			nunɡuduna	
DRY_16							aːtiɾ													
EAR_1														kekal	kekol					
EAR_2												kaːtu				kaːdə				
EAR_3										kʰebda										
EAR_4		kiʋija									kiɾiju									
EAR_5	kiʋi		xaf	keʋu	kiʋi	kemi	keʋ	keʋə	keʋ~keʋk			ʧeʋi					ʧeʋi	kili	kebi	kemi
EAR_6													daɾtiː							
EARTH (SOIL)_1										kʰekʰel				tukud	tũk					
EARTH (SOIL)_2											iɾaː									
EARTH (SOIL)_3																		koɖə		
EARTH (SOIL)_4				mannə	maɳɳu	mannə			maʈʈi			mannə				mannə	mannu~maʈʈi		mannə	
EARTH (SOIL)_5		buːmi					bʰuːmi				bʰumi		bʰumi							
EARTH (SOIL)_6			ɖaɡaːɾ																	
EARTH (SOIL)_7								bʰuloːɡam												
EAT_1	timbə	tinn			tinnu	tinə			tinnu		tinu	tinnuɡa		tin	tin		tinu			tinnoː
EAT_2								tin atej												
EAT_3																		toɾtin		
EAT_4							aːntisatun													
EAT_5				ʤeʋi															uɳaːɾa	
EAT_6													lapah							
EAT_7										mokʰna										
EAT_8																saːpədə				
EAT_9			kuninɡ																	
EAT_10													ʤaːɡoːlpah							
EGG_1			baede																	
EGG_2										biː										
EGG_3									ɡaɾbam											
EGG_4																	ɡuɖɖu			
EGG_5	moʈʈe	mujɾɡi			moʈʈe	muʈʈe		mooʈə				muʈʈa				muʈʈe		muʈʈe		muʈʈe
EGG_6				miːnʤ																
EGG_7					tatti														ketti	
EGG_8							sanku				tala									
EGG_9			xuahae																	
EGG_10														kaɾbə						
EGG_11													ɾaɾapaːndu							
EYE_1	kaɳɳə	kaɳɳu	xan	kəɖə	kaɳɳə	kaɳɳə	kan	kaɳɳə		kʰann	kanu	kaɳɳə		kaɳul	kan	kaɳɳə	kannu	kaɳ	kaɳɳu	kaɳɳə
EYE_2									koɳɖ											
EYE_3													aːndu							
EYE_4												neːtɾam								
FAT (FROM ANIMALS)_1					kobbu												koʋʋu			
FAT (FROM ANIMALS)_2								koɭupu							koɽukuɖ					
FAT (FROM ANIMALS)_3	koɭəppə											koɻuppə				koɻuppə		koɻəppə		
FAT (FROM ANIMALS)_4				koɾonʤ																
FAT (FROM ANIMALS)_5									kodoʋoːs											
FAT (FROM ANIMALS)_6										neʈa			neʤʤa							
FAT (FROM ANIMALS)_7			ʧaɾpiː			ʧeɾabi													ʧeɾabi	ʧiɾabi
FAT (FROM ANIMALS)_8		teɾija												meːn						
FAT (FROM ANIMALS)_9									laːʋ								laːʋu			
FAT (FROM ANIMALS)_10		tanniʋi																		
FEATHER_1	ɾakke							ɾeːkə	ɡeɾk							ɾekke		iɾakke		
FEATHER_2				buɾa			bull													
FEATHER_3					ɡaɾi								pakiː							
FEATHER_4			paɾɾe																	
FEATHER_5																			huʋi	
FEATHER_6										penʧo										
FEATHER_7					tupaʈa	topaʈa						tuːʋalə								
FEATHER_8																				toːpəʈaː
FEATHER_9		tiʋija																		
FEATHER_10																	iːka			
FIRE_1												teː				teː			tuʋu	tiː
FIRE_2						titta				ʧiʧʧ			ʧiʧadu					tiːttə		
FIRE_3							kiss		kis						kic					
FIRE_4	kiʧʧə	tissə~tiʧʧa																		
FIRE_5			xaːxaɾ																	
FIRE_6								nippu								neɾuppu	nippu			
FIRE_7									neɡɡaɖ											
FIRE_8												aɡni					aɡɡi			
FIRE_9					benki															
FIRE_10											dankeɾe									
FIRE_11				taɖmi																
FIRE_12																	maɳʈa			
FISH_1							ɡuɖɖi													
FISH_2																	ʧeːpa			
FISH_3															key					
FISH_4									kiːke											
FISH_5										inʤo										
FISH_6	miːnə	miːnu		miːn	miːnə	miːnə		miːnə				miːn	miːndu	miːn		miːnə		miːn	miːnə	miːnə
FISH_7					maʦya							malsjam								
FISH_8			maʧʧiː																	
FLY (MOVE THROUGH AIR)_1	paɾappə																			
FLY (MOVE THROUGH AIR)_2												paɾakkuɡa								
FLY (MOVE THROUGH AIR)_3		paːɾ~peːɾ		paɾi	haːɾu	paːɾa		paːɾʋu								paɾə		poːɾʧ		
FLY (MOVE THROUGH AIR)_4																			ɾaːpaɾa	
FLY (MOVE THROUGH AIR)_5																	eɡuɾu			
FLY (MOVE THROUGH AIR)_6							tulsaːd		tulla											
FLY (MOVE THROUGH AIR)_7										uɖijaɾna										
FLY (MOVE THROUGH AIR)_8													uɖaːɾi							
FLY (MOVE THROUGH AIR)_9			baːl kanninɡ																	
FLY (MOVE THROUGH AIR)_10																				mannə
FOOT_1									aɖuɡu								aɖuɡu			
FOOT_2			nat		aɖi							aʈi				aɖi				
FOOT_3													ɾaɖadu							
FOOT_4	anɡaːlə					anɡaːl														
FOOT_5		kaːlə		kaːl						kʰeɖ						kaalə		koːl	kaːlə	kaːlə
FOOT_6					paːda						paːdami	paːdam		paːdam		paːdam	paːdamu			
FOOT_7								tapaɖ												
FOOT_8							ʤeʈʈa													
FULL_1												niɾaɲa				nirainta				
FULL_2				niɳɖ			ninɖu		ninɖaː	nindka			nindpaː				ninɖu			
FULL_3																			dinʤidunɖu	
FULL_4	tʰumbe					dumba														dumba
FULL_5					tumbidu															
FULL_6			puɾ											puneʈ		muɭu				
FULL_7		fullə																		
FULL_8											ɡuɾa									
FULL_9																		soːkkaije		
GIVE_1											taa					taː				
GIVE_2									iːdatam								iʋʋaɖam			
GIVE_3																		itʧadta		
GIVE_4	koɖu	koɖ			koɖu	koɖi										kuɖə			koɾo	koɖu
GIVE_5			tinninɡ																	
GIVE_6												koɖukkuɡa								
GIVE_7							siːtaːn			ʧihna			ʧibaːh							
GIVE_8								tej	iːm											
GIVE_9				hi										ʧi	cĩ					
GIVE_10																	iʧʧu			
GOOD_1				assal																
GOOD_2																			eɖɖedana	
GOOD_3	oɭɭajadə				oɭɭijadu															
GOOD_4							sobhatan													
GOOD_5								oludə										ulti		
GOOD_6											nejun		heːɖu~ɾaɖu							
GOOD_7		nall				nalla						nalla				nalla				nallə
GOOD_8									manʧid								manʧi			
GOOD_9			ʤuaːn																	
GOOD_10										daːʋ										
GREEN_1				hiː											pay					
GREEN_2							niɡuɾ													
GREEN_3											nilia									
GREEN_4			ɡuanakki										ɾanalo							
GREEN_5		passlaːnɡi~paʧʧəlaːnɡi																		
GREEN_6	paʧʧe			paʧʧad		paʧʧe		paʧʧə	paʧʧa			paʧʧa				paʧʧə	paʧʧa	paʧʧai	paʧʧe	paʧʧe
GREEN_7					hasiɾu						kasuli									
GREEN_8											aːkupaʧʧa									
GREEN_9										haɾijaːɾ										
HAIR (HEAD)_1	oɾame											ɾõmam								
HAIR (HEAD)_2								manɖə miːɾə												
HAIR (HEAD)_3																	veɳʈɾukalu			
HAIR (HEAD)_4						telami							taːli							tilami
HAIR (HEAD)_5				kel					kelk											
HAIR (HEAD)_6					kũdalu~kuːdalu														kuːʤal	
HAIR (HEAD)_7		taːkəɾə																		
HAIR (HEAD)_8														talʧenʈi						
HAIR (HEAD)_9																maiɾə		miːɾs		
HAIR (HEAD)_10											bana									
HAIR (HEAD)_11												muɖi				muɖi				
HAIR (HEAD)_12			puʒʒe							ʧuʈʈi										
HAIR (HEAD)_13									ʤuʈʈul								ʤuʈʈu			
HAIR (HEAD)_14							tiːɾu							ʧendi						
HAND_1	kaj	kiːja		kaj	kaj	kaj		kaij	kaj			kaj		kiː	key	kaj		koi	kai	kaj
HAND_2			ɖuː																	
HAND_3							keju				keju		ʈeʈu							
HAND_4										kʰekkʰa										
HAND_5																	ʧejji			
HEAD_1										kuk			kukudu							
HEAD_2	manɖe	maɳɖi				maɳɖe		manɖə										maʈʈə	manɖa	
HEAD_3				talla	tale		tal		talakaːj			tala		taːl	tel	talə	tala			tile
HEAD_4											tɾajun									
HEAD_5			kaːʈum																	
HEAD_6												ʂiɾasə								
HEAD LOUSE_1		pjaːnu	boːdʰ		heːnu	peːnə	paːnu			peːn		peːn			pẽni	peːnə	peːnu		peːn	peːnə
HEAD LOUSE_2				poɾki					poɾiki											
HEAD LOUSE_3	ili~kili							paiji												
HEAD LOUSE_4																		iɾs		
HEAR_1	keːpə	kəːɭ			keːɭu	keːɭə		keːlə	keːʤa							keːɭə		keːl		keːɭu
HEAR_2												kelkuɡa								
HEAR_3							ʋinti										ʋinu			
HEAR_4				kenʤ						menna			meːna~meːnpo		ven				keɳaɾa	
HEAR_5			bininɡ																	
HEART_1		jaddi																		
HEART_2																		manasə		
HEART_3													huɡliː							
HEART_4								nenʤu						ʤibe						nenʤi
HEART_5			ust																	
HEART_6				ɡuɳɖe			ɡunɖe										ɡuɳɖa			
HEART_7										buka										
HEART_8									ɡuɳɖekaːja											
HEART_9					hɾudaya	hɾudaja						hɾudajam					hɾudajamu			
HEART_10																idajam				
HEART_11							paːnam													
HORN (ANATOMY)_1			maɾɡʰ							maɾaɡ			maɾɡadu							
HORN (ANATOMY)_2				koɾ														kuːɾ		
HORN (ANATOMY)_3	kombə	kombbə			kombu	kombə	kommu		komm			kompə				kombə	kommu		kombu	kombə
HORN (ANATOMY)_4									koːkku											
HORN (ANATOMY)_5														kaɾ ɡuʧul						
I_1	na										mu									
I_2				nanna					nanna											
I_3		naːʋə			naːnu	naːnə	neːnu	aːn		aeːn	naːnu	ɲaːn	heːnu	aːn	aːn	naːn	neːnu	oːn	jaːnu	naːn
I_4			iː																	
KILL_1	koppə				kollu	kollə						kolluɡa				kollə				kollə
KILL_2																		keɖukisti		
KILL_3								taːʋiɾ												
KILL_4																			keɾijaɾa	
KILL_5				kʰatamki																
KILL_6																	ʧampu			
KILL_7				haʋka					aʋakaː											
KILL_8										eɖabna										
KILL_9													baʤpo							
KILL_10			kasfinɡ																	
KILL_11							alanɡʈaːn													
KILL_12		kenɡaːɭ																		
KNEE_1				tonɡɾa																
KNEE_2									boʈmiɳɖaː											
KNEE_3	muʈʈi				maɳɖi	maɳɖi						muʈʈə				muʈʈi		muʈʈi		
KNEE_4							muɖsu			muka			muːka			muːʈə				
KNEE_5					muɳakaːlo							muɻaŋkaːl				muɻaŋkaːl				muːlekaːlə
KNEE_6								moːɡaːl	moːkaːl								moːkaːlu			
KNEE_7											mendaja			ʋanɡul						
KNEE_8		mannɡaːlə																		
KNEE_9			ɡoːɖ																	
KNEE_10																			meɳakaːləɡanʈu	
KNOW_1			ʧaːinɡ											sun	pun					
KNOW_2							uɾtanɖaːt													
KNOW_3																		aɾspini		
KNOW_4	aɾaʋə				aɾi	aɾi										ari				aɾiʋo
KNOW_5										akʰna		aɾajuɡa								
KNOW_6													haːhpo							
KNOW_7					telidiko											teɾinʤuko	telusuko~telusukonu			
KNOW_8									teluseː							teɾijum				
KNOW_9																			teɾijaɾa	
KNOW_10				jeɾpaʈ																
KNOW_11																	eraːɡu			
KNOW_12		ɡottaːɡ																		
KNOW_13								asuːbej												
KNOW_14													sikaːɾpo							
KNOW_15		ɡott uɳɖi																		
KNOW_16													baɖeminpo							
LEAF_1	elə	jali			jele			eːlu				ila				ele			iɾa	ele
LEAF_2																		eɾs		
LEAF_3				aːki			aːk		aːkiː								aːku			
LEAF_4										atkʰa			haːtʰa		ev					
LEAF_5			pann																	
LEAF_6														ʈunɖe						
LEAF_7						elakaɳɖa														
LEAF_8											patɾa									
LIE (REST)_1					malaɡu										maɖ					
LIE (REST)_2				miɳɖsi																
LIE (REST)_3		baːɖ		dolsi																
LIE (REST)_4																		poaʈʧiː		
LIE (REST)_5													koːɖpo			keɖə				
LIE (REST)_6	haɖaʋə															paɖə				
LIE (REST)_7																	paɖukonu			
LIE (REST)_8		baːʈɳu iːɾ																		
LIE (REST)_9																			buɾoːnaɾa	
LIE (REST)_10						budda				paiha										biːndo
LIE (REST)_11									unʤa											
LIE (REST)_12										fasijaːɾ										
LIE (REST)_13												kiɖakkuɡa								
LIE (REST)_14																		pokkum		
LIE (REST)_15			dɾoɡʰ taɖinɡ																	
LIE (REST)_16							labaːɖ muɖsati													
LIVER_1								iːɾu				ĩɾal			taɾuŋɡ	iːɾaɭ				
LIVER_2					hĩɾi								ʧedɾo							
LIVER_3							kaleja										kaːlejamu			
LIVER_4									kaːʤam			kaɾaɭə								
LIVER_5														taɖinɡ						
LIVER_6						tombe														tombe
LIVER_7				taɾki						umbalkʰo										
LIVER_8		tədlə																		
LIVER_9			ʤaɡaɾ																	
LIVER_10																		kuɖaːl		
LIVER_11					medaʤiːɾika															
LONG_1	utta	uddu			udda	uddə													uda	
LONG_2							poɖaːm										poɖaʋu			
LONG_3									poɖaʋuʈaːdu											
LONG_4			muɾɡun																	
LONG_5										diɡaːh			diɡaɖo							
LONG_6												niːlamuɭɭa				niːɭamaːna				
LONG_7								niːtam				niːnɖa				nĩɳʈa~niːɭam				niːʈa
LONG_8																		neɾti		
LONG_9				laːm																
MAN_1					puɾuʂa							puɾuʂan					puɾuʂuɖu			
MAN_2									maɡaʋaːɳɖ								maɡaʋaːɖu			
MAN_3							maniʂaːn													
MAN_4																				panija
MAN_5		ɡəɳɖaɭə			ɡanɖasu			ɡanmaɡu												
MAN_6				mankal					peːkaːl		kakasi									
MAN_7											kodomi									
MAN_8	kanɖumuɡa																			
MAN_9										meːt			muɖsaː							
MAN_10			naɾeenə																	
MAN_11																aːmbɭe				
MAN_12						aːnaaɭə						aːɳə				aːɳə~aːɳ			aːnʤʋu	
MAN_13											ɖola									
MAN_14																		aːlom		
MEAT_1					maːmsa							maːmsam					maːmsamu			
MEAT_2																			maːsa	
MEAT_3								keteɾi												
MEAT_4																kaɾi				
MEAT_5		əɾsi				eɾaʧi						iɾaʧi				iraicci				iɾaʧi
MEAT_6							muɾija													
MEAT_7	paːɖə~paːɡə				baːɖu			podu										piːt		
MEAT_8													maːkɖu							
MEAT_9			suː						anɡiː	ahɖaː										
MEAT_10				haʋʋi																
MOON_1					candɾa~ʧendɾa	ʧendɾa													ʧendɾe	
MOON_2												ʧendɾan				cantiɾan				
MOON_3																	ʧendɾuɖu			
MOON_4										ʧando										
MOON_5									sanɖamaːma											
MOON_6	tinɡuʋa																			
MOON_7				ʤanɡo							lenʤu									
MOON_8													bilpdu							
MOON_9			ʈuːbe					unaːʋə												
MOON_10							nela	nelavə	nella					nelinɡ	neliɲ	nila		nila		nilaʧi
MOON_11		pəɾi																		
MOUNTAIN_1												paɾʋatam					paɾʋatamu			
MOUNTAIN_2	male											mala				malai				
MOUNTAIN_3																			daːɾi	
MOUNTAIN_4		bəʈʈə		meʈʈa	beʈʈa				meʈʈa	paɾta										
MOUNTAIN_5								ʋeːʈume												
MOUNTAIN_6														kappe						
MOUNTAIN_7																		tiʈʈə		
MOUNTAIN_8						kundə											konɖa			kundə
MOUNTAIN_9			maʃ						ɡubal											
MOUNTAIN_10							danɖimeːʈ													
MOUNTAIN_11													beːɖo pahaːɖi							
MOUTH_1							muːti				ɡuʈi									
MOUTH_2				toɖɖi																
MOUTH_3	pe		baː																	
MOUTH_4		baːjə			baːji	baːji		ʋaːji				ʋaːja		ʧaːlu	vaːy	ʋaːji~ʋaː		poːi	baːji	baːji
MOUTH_5									pavuːɾ	baji										
MOUTH_6													toɾo							
MOUTH_7																	noːɾu			
NAME_1										naːme			naːmi							
NAME_2	esaɾə				hesaɾu				pedeɾ						pidiɾ				pudaɾə	
NAME_3		pjaːɾə	pin	poɾol		peda	peːɾ	peːɾ				peɾə				peːɾə	peːɾu	peːɾ		peːɾu
NAME_4											doɾu									
NECK_1			lex				mak													
NECK_2																		maɾ		
NECK_3				ɡuɖunɡa									ɖoːnɖo							
NECK_4		kpːmaːɭi																		
NECK_5								kaɖateːl												
NECK_6					kuthiɡe															
NECK_7																			kekkilə	
NECK_8	katə											kaɻutə				kaɭuttə				
NECK_9													asaɾdu							
NECK_10														kanɖ						
NECK_11										kʰesiɾ										
NECK_12						boːɭe											meɖa			boːɭe
NECK_13									meɖakaːja											
NEW_1							kota		kottad								kotta			
NEW_2	ostə				hosadu															
NEW_3																			posatta	
NEW_4				puna						puːna	puni		puːna		pun					
NEW_5						pudija		pudijadə				pudija				pudusə~pudu		puduːn		pudijai
NEW_6			puːskun																	
NEW_7		pəjjmən																		
NEW_8														nia						
NIGHT_1					ɾaːtɾi							ɾaːtɾi				ɾaːtɾi	ɾaːtɾi		ɾaːtɾe	
NIGHT_2				naɾkaɖ																
NIGHT_3													ɾaːti							
NIGHT_4																				andi
NIGHT_5										maːha			maːaː							
NIGHT_6			nam													iɾaːʋə~ɾaːʋə				
NIGHT_7	iɾə																			
NIGHT_8						bajiʈə														
NIGHT_9								eːlumaɾam												
NIGHT_10									mulipe											
NIGHT_11							siɾbedin													
NIGHT_12		ədlə																		
NIGHT_13											laːn									
NIGHT_14																		ekkaːɖə		
NOSE_1											munɡeli			munɡan						
NOSE_2				mosoɾ					mossoːɾ											
NOSE_3													musoː							
NOSE_4																		mittuːp		
NOSE_5	muːkə	muːkkə			muːɡə	muːkkə	muːkk	muːkə				muːkə				muːkə	mukku		muːɡu	muːkkə
NOSE_6															muvãɖ					
NOSE_7										muːji										
NOSE_8			baːmus																	
NOT_1	kulle			helle		ille		illa	ille			illa				ille				ille
NOT_2		ila~ala	aːxa		alla					mala			malaː							
NOT_3							kaːdu										leːdu~kaːdu			
NOT_4																			aːtu	
NOT_5																		aːɖudi		
NOT_6													hambija							
NOT_7			ne																	
ONE_1			asit					oːdit												
ONE_2	ondə	ʋandə		ondi	ondu	ondə				oːnd	ɾanɖi	onnə	oːnd			onnə			onʤi	onʤu
ONE_3															ok		okaʈi			
ONE_4							okkoːt		oɾɾoːʈ											
ONE_5														okuʈi						
ONE_6																		uttə		
PERSON_1		aːɭə~aːɭu								aːl										
PERSON_2				lokuɾ																
PERSON_3	kanɖə																			
PERSON_4																		kinnuːɖə		
PERSON_5			bandaɡ										malah							
PERSON_6					manusa	manasa						manuʂan				manitan~manuʂan	maniʂi		manuʂeː	manuʧe
PERSON_7							maniʂaːn													
PERSON_8									mansuːɳɖ											
RAIN (PRECIPITATION)_1																	ʋaɾʂam		baɾsa	
RAIN (PRECIPITATION)_2							ʋaːna		ʋaːna						vaːni		ʋaːna			
RAIN (PRECIPITATION)_3													ʤaɖaː							
RAIN (PRECIPITATION)_4	me	maɭi			maɭe	maɭe		mai				maɻa				maɻai				maɭe
RAIN (PRECIPITATION)_5			peɾ	piɾ						ʧeːp	bela									
RAIN (PRECIPITATION)_6																		meɖutti		
RED_1								netiɾ			netuɾi									
RED_2										kheso			eːso							
RED_3				eɾɾaɡ~jeɾɾaɡ			jeɾuɖi		eɾɾa								eɾupu			
RED_4			xiːsun																	
RED_5						ʧoːpə										cem				ʧoːpə
RED_6	keppə				kempu							ʧumappə				seʋappə~seɡappə		keppə	kempu	
RED_7											ɡaɖɡa									
RED_8															key					
RED_9		tissəɡaɳɖaːnɡi																		
ROAD_1					maːɾɡa												maːɾɡamu			
ROAD_2		baʈʈi				baːte											baːʈa			
ROAD_3					ɾaste	ɾaste								ɾasta						ɾaste
ROAD_4																			paɾvata	
ROAD_5							taːʋu						paːodu		paːv					
ROAD_6							daaɾ			ɖahaɾe										
ROAD_7	taːɾi			haɾɾi				taːɾi	aɾɾi			ʋaɻi				vaɻi	daːɾi			
ROAD_8																		aːlaɾ		
ROAD_9			saɖak																	
ROOT_1										paːda			bandaː	kuɾe						
