	Badga	Betta Kurumba	Brahui	Gondi	Kannada	Kodava	Kolami	Kota	Koya	Kurukh	Kuwi	Malayalam	Malto	Ollari Gadba	Parji	Tamil	Telugu	Toda	Tulu	Yeruva
ROOT_2	peːɾə	bjaːɾə		hiːɾ	beːɾu	beːɾə	ʋeːɾkam		ʋeːɾ		ʋeɾ	ʋeːɾə			vaːɾ	ʋeːɾə	ʋeːɾu	ʋeɾ	beːɾu	beːɾə
ROOT_3			ɾoːte																	
ROUND_1					baʈʈa			ʋaʈam				vaʈʈa				ʋaʈʈam				
ROUND_2				ɡuɳɖɾal	duɳɖane				ɡuɳɖɾaːn								ɡuɳɖɾani			
ROUND_3													ɡuɖme~ɡuɖijo							
ROUND_4										ɡuʈiɳɖa										
ROUND_5							bubbaɾi													
ROUND_6						uɾuʈa						uɾunɖa				uɾunɖai			uɾuʈə	uɾuʈu
ROUND_7																		uʈʈi		
ROUND_8		bəjnsakɾanɡuːdə																		
ROUND_9			ɡoːl peɾi																	
SAND_1		maɳalə			maɾaɭu	maɳa					bali	maɳal	baːli	maːn	man	maɳal		manal		maɳə
SAND_2			ɾeːk																	
SAND_3				uske	usubu		usuka		isike								isuka			
SAND_4	pakke																			
SAND_5										ʧalkuɾu										
SAND_6																			pojja	
SAY_1				in		annə									en					
SAY_2									kella							ʧollə~sollə				
SAY_3																	ʧeppu			
SAY_4										bakʰna									paɳaɾa	
SAY_5												paɾajuɡa								
SAY_6		pəːɭ			heɭu			paidu												paɾe
SAY_7			paːninɡ																	
SAY_8													hauɖpo							
SAY_9																		aːʋaɖə		
SAY_10	eɡəʋə																			
SEE_1	noːɖə	noːɖ			noːɖu	noːʈə		noːʈə										nuːʈ		noːku
SEE_2				huɖa					uːɖa			kaːɳuka				kaːɳ	ʧuːɖu			
SEE_3													ʈunɖpo							
SEE_4							taːna			jeːɾna										
SEE_5																paːɾə			tuʋaːɾa	
SEE_6		najɾ																		
SEE_7			unninɡ																	
SEE_8														ʧu						
SEED_1						kuɾu														kuɾu
SEED_2				peɖe					peːɳɖku											
SEED_3							ʋittanam										ʋittanam			
SEED_4	pittə	bissə~biʧʧə	beʤʤ	viʤʤa	bede~biːʤa			ʋitu		ɡoʈa		vita			vittid	ʋedə	biːʤam~ɡinʤa	pittə	biːʤa	
SEED_5										biː										
SEED_6												paɾippə								
SIT_1				udda			udə		kuddaː					undu						
SIT_2												iɾikkuɡa								iɾaiku
SIT_3																ukkaːɾə				
SIT_4																		eɾakkaɾ		
SIT_5										okʰna			hokpo							
SIT_6		kuːɾsu			kuːtuko												kuːɾʧo			
SIT_7					kuɭitiko															
SIT_8		kuːtnu iːɾ	tuːlinɡ																	
SIT_9	kuɭəʋə																		kullaɾa	
SIT_10			zunɖinɡ																	
SIT_11						aɭe														
SKIN_1					ʧaɾma							ʧeɾmam					ʧaɾmamu		ʧeɾma	
SKIN_2										ʧapʈa			ʧaːna							
SKIN_3	toːlə	toːlə	sil	toːl	toɡalu	toːlə	toːl	toːlu	toːl			toli		tal	tõl	toːlə	toːlu	tuːɾs		toːlu
SLEEP_1					nidɾiso															
SLEEP_2																	nidɾapoʋu			
SLEEP_3													andaɾpo koːɖa							
SLEEP_4										khandaɾna										
SLEEP_5																			ʤippaɾa	
SLEEP_6							iːmanɡsati													
SLEEP_7					malaɡu										maɖ					
SLEEP_8				miːɳɖa																
SLEEP_9												uɾanɡuɡa				uraŋku				
SLEEP_10						oɾa														oɾa
SLEEP_11	oɾəɡədə	aɾɡu~eɾɡu						oɾəɡə										oɾkʰə		
SLEEP_12			xaʧinɡ																	
SLEEP_13									unʤaʈam											
SLEEP_14													anəa							
SLEEP_15																tuːnɡə				
SMALL_1													saɾʋe	kandeːk						
SMALL_2	kiʈʈiːʈ																			
SMALL_3						ʧeɾijadə						ʧeɾija				ciriya				ʧeɾija
SMALL_4																		keːɾuːɖə		
SMALL_5					ʧikkadu								ɾikʋaːdi							
SMALL_6		kiɾi																	kiɲa	
SMALL_7	kunnadə			ʧinna			sinna	ɡuntə	ʧinnad	sanni					cin	ʧinna	ʧinna			
SMALL_8			ʧunak																	
SMOKE (EXHAUST)_1			moːʃ										moːha							
SMOKE (EXHAUST)_2										mosaɡa										
SMOKE (EXHAUST)_3	hoɡe	pəɡɡi		poja	hoɡe	poɡe	poɡ	peɡu				puka		poaːɡ		pukai~puɡai	poɡa		poɡa	poɡe
SMOKE (EXHAUST)_4																		pukuɖti		
SMOKE (EXHAUST)_5									kumpoːɖ											
STAND_1								ninnatukə												
STAND_2																	nilabaɖu			
STAND_3					nintiko	nində							hilpo							ninʤo
STAND_4							niːmaːn		nilliman											
STAND_5	nippə			nil					nilla			nilkuɡa			nilp	nil	nilʧonu			
STAND_6			salinɡ~ʤeːk salinɡ																	
STAND_7										iʤʤna									untaɾa	
STAND_8		əddənu iːɾ																		
STAND_9																		mukkaɖuɾil		
STAND_10		əːɭ																		
STAR_1				sukku			sukka		ukka		huka				cukka		ʧukka			
STAR_2		miːnu								biːnko			biːnka			mĩn				
STAR_3														puʈ						
STAR_4	paːndmiːnə																			
STAR_5					nakʂatɾ	nakʂatɾa		nakʂaʈiɾam				nakʂatɾam					nakʂatɾamu		nakʂatɾe	
STAR_6	naʧʧatɾa															naʧʧatiɾam		naʈʧatiɾam		naʧʧatiɾa
STAR_7			isʈaːɾ																	
STONE_1				baɳɖa			ɡunɖə													
STONE_2													ɡuɡa							
STONE_3	kallə	kallə	xal		kallu	kallə		kal				kallə		kanɖ	kel	kallə		kaɾs	kallu	kallu
STONE_4									ɾaːj		ʋali						ɾaːji			
STONE_5										pakʰna										
SUN_1					suːɾja	suːɾja		suːɾijan				suːɾjan				suːɾjan			suːɾje	ʧuːɾja
SUN_2																		suːɾijan		
SUN_3							suɾija													
SUN_4																	suːɾjuɖu			
SUN_5	ottə	pottə					poddu	poɖutə	poɖudu								poddu			
SUN_6				poɾə							ʋeda		beːɾdu							
SUN_7										biːɖi										
SUN_8														ʋele						
SUN_9			de																	
SWIM_1												neentuɡa				neentə				
SWIM_2					iːʤo				iːta	oːɡna			hoːɡpo				iːdu			
SWIM_3								niːʧal										niːʧal		
SWIM_4	niːndə	niːnɖʒu																		
SWIM_5				pohem			poːnim													
SWIM_6						miːɾodu														
SWIM_7																			miːndaɾa	
SWIM_8																				maɳa
SWIM_9			beʂolinɡ																	
SWIM_10				naɾi																
TAIL_1			liʈʈik																	
TAIL_2														kindiɾ						
TAIL_3				tokoɾ			toːka		tokaːɾ						tõka		toːka			
TAIL_4										kʰola			oli							
TAIL_5	paːlə	baːlə			baːla	baːlə		ʋaːlə				ʋaːlə				ʋaːlə	vaːlamu	poːɾsam	biːla	baːlu
THAT_1			ae		aː					huː		aː			aː		aː			
THAT_2											et					anta				
THAT_3	adə	adə		adu	adhu	adə	ad	adhə	addu			adə	aːdu~haːd	adə		adhə	adi	adə	aʋu	aʋeː
THIS_1												iː			ĩ		ĩ			
THIS_2	idə	idə		id	idhu	idə	id	idhə	iddu	iːd	idu	idə	iːdu	idə		inta~idhə	idi	idə	undu	iʋeː
THIS_3			daː																	
THOU_1			niː																i	
THOU_2				nimme					nimma											
THOU_3	ni	niːjə			niːnu	niːnə	niːnu	niːja		niːn	ninu	ni	niːn~niːnu	in	ĩn	ni	niːʋu~nuʋʋu	ni		ni
TONGUE_1	naːlanɡe	nelɡi			naːliɡe	naːʋu	naːlka	naːlɡə	naːlike			naːkə		naːnɡ		naːkkə	naːluka	noːf		naːʋu
TONGUE_2			duʋiː																	
TONGUE_3																			naːlaːji	
TONGUE_4															nevãɖ					
TONGUE_5										takkha			taɖta							
TONGUE_6				ʋenʤeɾ							ʋenɖaːɾu									
TOOTH_1			dandaːn~dantaːn																	
TOOTH_2	hallə	pallə		pal	hallu	pallə	palku	pal	palk	pall	palu	pallə	paːldu		pel	pallə	pannu	paɾse		pallu
TOOTH_3														paːlkill						
TOOTH_4																			kuːli	
TREE_1			dɾahkʰt																	
TREE_2																	ʧeʈʈu			
TREE_3	moɾa	meɾi		maɾa	maɾa	maɾa		maɾam	maːɾa		paʈa	maɾam			meɾi	maɾam			maɾa	maɾa
TREE_4										mann								meːn		
TREE_5							maːk													
TREE_6												vɾukʂam								
TWO_1	eɾaɖə			ɾeɳɖu	jeɾaɖu	daɳɖə			ɾeɳɖ		ɾinɖa	ɾendə	paːnɖa			ɾenɖə	ɾeɳɖu		ɾaɖɖu	iɾandə
TWO_2								eɖu							iɾ			eːɖə		
TWO_3			iɾat											iɾuɖu						
TWO_4													maksa~ʤoːɖsa							
TWO_5		əddu					duɖə													
TWO_6										iːɾəb										
WALK_1				taka						eːkʰna			heːkpo							
WALK_2	naɖəʋadə	naɖi			naɖə	naɖa	naɖus	naɖʋu	naɖam							naɖə	naɖuʧu	naɖaɾɾə~naɖandə	naɖapaɾa	naɖa
WALK_3												naɖakkuɡa								
WALK_4			ʧeɾɾinɡ																	
WARM_1												ʧeɾəʧuːɖə								
WARM_2																		koɾtilije		
WARM_3										udum				ʋeʈal						
WARM_4				kaːsta																
WARM_5										oːɾʧka										
WARM_6	uppekke~uppe																			
WARM_7					beʧʧaɡe	bekke	ʋekka										ʋeʧʧa		beʧʧa	bekki
WARM_8		suːɖə							ʋeːɖ							suːɖə				
WARM_9			baːsun																	
WARM_10													kuɖni							
WARM_11												uʂɳa								
WARM_12																ʋedəʋedəppə				
WATER_1										amm			hamdu							
WATER_2												ʋellam								
WATER_3												jalam								
WATER_4	niːɾə	niːɾə	diːɾ	jeɾ	niːɾu	niːɾə	iːɾ	niːɾ	eːɾu					niːɾ	nĩɾ	niːɾə	niːɾu~niːɭɭu	niːɾ	niːɾə	niːɾu
WATER_5											eju									
WATER_6																taɳɳi				
WE_1					naːʋu					naːm		naːm	naːmu	aːm	aːm	naːm	meːmu	oːm		
WE_2									manaːɖu								manamu			
WE_3	nanɡa	naɳɡə~jaɳɡə				nanɡa										naːnɡa				nanɡa
WE_4				mammoʈ				amme	mamma		mambu	nammal								
WE_5							amdə													
WE_6			nan																	
WE_7																			jankulu	
WHAT_1				baʈʈal					baːta											
WHAT_2		ajindi	antə			jentə						endə					eːɳʈi~eːmiʈi			
WHAT_3										jeːndɾa			indiɾdu~indɾaːn							
WHAT_4														ennaːʈ		enne		inno	enʧina	entai
WHAT_5	eːnə				jeːnu		em	etaːnə			ena						ẽmi			
WHAT_6															naːto					
WHITE_1						boltadə														boltaji
WHITE_2											pandi		sadaː							
WHITE_3										paɳɖɾu										
WHITE_4				tellaɡ			telluɖi		telup								telupu			
WHITE_5					biɭi										vil			pelti		
WHITE_6	ʋeɭɭe	bəɭɭu						ʋellə			dumda					veɭɭə	vella		boldu	
WHITE_7													ʤinpɾo							
WHITE_8			piːun																	
WHITE_9											kumnɖi									
WHITE_10												ʋeɭuppə								
WHO_1										ne			neːdu		ed					
WHO_2	taːɾa	daːɾə	deːɾ	boɾ	jaːɾu	daːɾə		daːɾə				aːɾə				jaaɾə		oɾi	jeːɾu	jaːɾu
WHO_3																	evaɾu			
WHO_4											daat									
WHO_5									beːnonɖu											
WOMAN_1					stɾĩ							stɾiː					stɾiː			
WOMAN_2					henɡasu	ponnaːɭə		pemaɡu				peɳɳə				peɳ~poɳɳə			ponʤa	paniʧi
WOMAN_3		pəɳakkən																		
WOMAN_4									piːkiːɖ											
WOMAN_5											aːnʋanli									
WOMAN_6																	mahiɭa			
WOMAN_7							baːji				ɖoli		teldu				aːɖadi			
WOMAN_8										aːli										
WOMAN_9				muɾtad						mukka										
WOMAN_10	emmaːti																			
WOMAN_11									naːtaʋaːd											
WOMAN_12																		tusmoːɡə		
WOMAN_13											kodoɡi pada									
WOMAN_14			njaaɽi																	
YELLOW_1				pivaːʰd			pijuda		pasap								pasupu			
YELLOW_2										baːlka	toɡoɾi		balke							
YELLOW_3			puːʃkun																	
YELLOW_4	manʤe					manʤa		manʤə				maɲa				manʤaɭ			manʤalu	manʤe
YELLOW_5				kampal																
YELLOW_6											hinɡeɾi									
YELLOW_7																		aɾʤin		
YELLOW_8		manʤəlaːnɡi																		
YELLOW_9					haladi															
