	Bemba	Bulu	Fang	Ganda	Gogo	Haya	Kalanga	Kamba	Kikuyu	Kimbundu	Koongo	Lingala	Lozi	Luba-Katanga	Luba-Lulua	Makhuwa	Meru	Ndonga	Ndzwani Comorian	Ngazidja Comorian	North Ndebele	Nyanja	Nyankole	Rundi	Shona	Songe	Sukuma	Swahili	Tonga	Tsonga	Tswa	Tswana	Umbundu	Venda	Xhosa	Yaka	Zulu
BIG_2							kulukulu													kúu	kʰulu	kulu			ɡuru					kúlú		ɡóló			kʰulu		kʰúlù
BIG_3						hanɡo																	hanɡo														
BIG_4																													pati							làí	
BIG_5					βaha									kàtà												mukàtà											
BIG_6	kalàmbà																																				
BIG_7																wunnuwela																					
BIG_8																															hombé						
BIG_9		anen	nən	nene				nɛ́nɛ̏	nɛ́nɛ	nene	nene	monene			nené		nini	omunene						nini									ne̍nè				
BIG_10													tuna																								
BIG_11																											ale										
BIRD_1		ônon	onwan																																		
BIRD_2										njila								okaʤila															ónji̍lá				
BIRD_3													ɲuɲuni																imujuni			nɔ̀ɲánɪ́					
BIRD_4	ìʧoːni			enɲoɲi		ekiɲoɲi	ɲuni	esone	ɲɔni		nuni			koni	ɲúúɲí				ɲúɲi	nùni	injoni		eɲoɲi	iɲoni	ʃìrì	kôni	noni				ʧiɲaɲani			ʧinoni		ɲɔ̀dí	íɲònì
BIRD_5																mwaánùni																					
BIRD_6					ndêje							ndeke					ndeje											ndeɡe									
BIRD_7																														ɲaɲana					intaka		
BIRD_8																						mbálame															
BITE_1																			remamáɲo	kazamáɲo																	
BITE_2																						womola														bònz	
BITE_3											ta	swá																									
BITE_4		lóp	lop																																		
BITE_5	suma			luma	luma	ruma	luma	ómȁ~óma	róma	lumata			luma	sùma	sumá	lúma	imara	lumata			luma		ruma	ruma	rúma	sùma	luma	uma	luma	lúma	luma	lʊ́má	lu̍mánà	luma	luma		lúmà
BLOOD_1														ʃi																		dí					
BLOOD_2																		ombinzi															ósóndè				
BLOOD_3																									ròmbè												
BLOOD_4						obwamba																															
BLOOD_5				musaaji													usao																				
BLOOD_6													mali		máʃí						iɡazi	ɡazi				masè				nɡátí	kʰata				iɡazi		íɡàzí
BLOOD_7					sakámi			nðakamɛ	θàkàmɛ̀							nikʰami			dámu	damu			eʃaɡama					damu									
BLOOD_8		metʧi	məki																																		
BLOOD_9										maɲinɡa	menɡa	makilá															mininɡa									àndá	
BLOOD_10	ùmulopa						lopa																						bulowa					maloɸa			
BLOOD_11																								amaraso													
BONE_1													lisapo								itʰambo									rʱámbó	rámbú	rápɔ́		lirapʰo	itʰambo		îtʰâmbò
BONE_2								eβende	ihéndé																												
BONE_3		eves	eves								visi																										
BONE_4												mokua							múbwa																	kúà	
BONE_5	ifùpa				ífupa	eiɡufa	fupa			fuba				mukùpa	múfubá	nikʰúva	ifuwa	esipa		ʃíba		p͡fúpa	eiɡufa	iɡufa	fúfá	mufùfwa	iɡuha	mfupa	ícífuwa				éke̍pá				
BONE_6				ɡɡumba																																	
BREAST_1	ibe̍ːlè			bbeele		omabele				diele		libéle		bele	díbeelé	ipéle	mawele		béle	béle	ibele		eibeere	ibere		ebèːle	mbele			vélé	vélé	bɛ́lɛ́	éve̍lé		ibele	bɛlɛ́	ibele
BREAST_2													lizwele																								
BREAST_3																						jére															
BREAST_4							ʒamu																		zámú									d̪ámú			
BREAST_5											beno																										
BREAST_6		abé	abɛɲ																																		
BREAST_7																												ziwa									
BREAST_8								nɔndɔ	ɲɔ̀ndɔ̀																				nkolo								
BREAST_9					itóombo																																
BREAST_10																		eɡundji																			
BURN (SOMETHING)_1		dik	ʣiʔi																																		
BURN (SOMETHING)_2					aka	aka				uika	joka						aka						aka				baka	waka									
BURN (SOMETHING)_3	pja			ɡɡja			ʦʰwa	βeːβja	heːhia					teːma		vja		pja	vùʣa	βa	ʧa	psa		hiʃa	ʦʋá	fjà			pja	p͡furʱa		ʂwã	támà	huʂa	ʧa		ʃa
BURN (SOMETHING)_4																																				sél	
BURN (SOMETHING)_5												etumba	tumbuka																								
BURN (SOMETHING)_6															kóóʃákúóʃá																						
CLOUD_1																			vìŋɡu	biŋɡu								winɡu									
CLOUD_2									ìtù				lilu																			rù			ifu		ífù
CLOUD_3						ekiʧwi															ilifu		ekiʧu	iɡicu		elevu					refu						
CLOUD_4	ìkumbi													diːkumbi															ikkumbi								
CLOUD_5										dituta		lipáta			dívúbá																						
CLOUD_6											tuti																										
CLOUD_7																	irumbe										ilunde						éléndè				
CLOUD_8					mavunde											nihútte																					
CLOUD_9		nkut	ŋ̍kut																											papa						kùtú	
CLOUD_10				kile			ɡole																		ɡòré									ɡole			
CLOUD_11																		oʃikoɡo				tambo															
CLOUD_12								eðwɛɔ																													
COME_1	isa	zu	zu	jja	úza	ija	ʒa	oka	óka	iza	uisa	jà	taha	ija	vwá	wa		ja	ʒá	ʤa	za	ʣa	ija	za	buda	fìkà	iza	ʄa		ta	ta	t͡ɬà	íjà	da	za		zà
COME_2																																				jè	
COME_3																	oriʃo																				
COME_4																													boola								
COUNT_1																			hasibu									hesabu									
COUNT_2	pend	lan̂	laŋ								tanɡa	tánɡa																					tenda			tánɡ	
COUNT_3				bala	vala		bala	tala	tára						badika		tanla			waza	bala		bara	harura		badika	bala			ɬàja				βala	bala		bala
COUNT_4																alakela																					
COUNT_5																						welenɡa			ʋerenɡa												
COUNT_6																																dúédísà					
DIE_1	fwa	wu	wu	fwa	fwa	fa	fa	̈a		fa	fwa	fa	ʃwa	fwà	fwa	kʰwa	fwa	sa	fa	fa	fa	fa	fa	p͡fa	fá	fwǎ	ʧa	fa	fwa	fá	fá	swá	fà	fa	fa	wá	fá
DIE_2									â																												
DOG_1													nja								inja											ɲ̀ʧá			inja		ínjà
DOG_2	imbwà	mvu	mvu	embwa	ḿbwa	embwa	bɡa			mbua	mbwa	mbwá		mbwà	mbwá			ombwa	mbwá	mbwá			embwa	imbwa	imbwá	ḿbwà	mva	mbwa	mubwa	mbjáná	mbzáná		ómbwà	mmbwa			
DOG_3																mwalápwa																					
DOG_4																																				mbóándé	
DOG_5																						ɡaru															
DOG_6									kuro																												
DOG_7																	ikite																				
DOG_8								ŋɡiteːsolo																													
DRINK_1												mela		tòma												tòma									sela		pʰuza
DRINK_2	nwa	nju	ɲu	ɲra	ŋwa	ɲwa		ɲẅa	ɲuâ	nua	nwa		nwa		nwa		nwa	nwa	nwa	nwa	natʰa	mwa	ɲwa	ɲwa	mwá		ŋwa	ɲwa	ɲwa	nwá	nwá	nwá	njwà	nwa		nú	
DRINK_3																wúrja																					
EAR_1													zebe								inɮebe									nd͡levé	nd͡levé	ʦɛ̀bɛ́		ndeβe	ind͡ɮebe		índ͡ɮʱèbé
EAR_2																			kío	ʃiʃíjo								sikio									
EAR_3										kiiadi						niɲáru																					
EAR_4	ukùtwi			kutu	íkutu	okutwi		koto	ɣoto		kutu			kutwì			kuri	okuʦi				kʰutu	okutu	uɡutwi			ɡutu		kutwi								
EAR_5		alo	alɔ									litoi			díʧí										itwí	etwì							étwɪ				
EAR_6																																				lóè	
EARTH (SOIL)_1														lobà	búlóbá																						
EARTH (SOIL)_2					iloóŋɡo														doŋɡó	doŋɡó							bulonɡo	udonɡo									
EARTH (SOIL)_3																						dotʰe															
EARTH (SOIL)_4									téːri		ntoto																										
EARTH (SOIL)_5																	uteri																				
EARTH (SOIL)_6	ùmusilì																																				
EARTH (SOIL)_7				ttaka		eitaka										ittʰája							eitaka														
EARTH (SOIL)_8								moðaŋɡa													umɬabatʰi									misává	misává				umɬaba		úḿɬâbà
EARTH (SOIL)_9												nansé	fafasi					pevi								paʃi							pósì			vàsé	
EARTH (SOIL)_10										iʃi														isi	iv̤u												
EARTH (SOIL)_11		si	si				vu																											mavu			
EAT_1	lja	di	ʣi		lja	lʲa	ja	ja̋	reâ		dia	lía	ʧa	djà	dja	lja	la	lja	la	la	ɮa	dia	rʲa	rʲa	djá	djǎ		la	lja	djá	ɡá	ʤá	ljà	la	tja	dì	ɮʱá
EAT_2										zuela																											
EGG_1								etumbe	itúmbé																									ɡumba			
EGG_2					iɡáaŋka																iǃanda									tanʣá	tanʣá		ésa̍là		iǃanda		íǃàndá
EGG_3						eihuli																	eihuri														
EGG_4	ilìni	atji	aki	ɡɡi								likɛi	lii	dì	díjí			eji						iɡi		ejì	iɡi		iji							kɛ́í	
EGG_5							ɡai				diakì						ijai		ʒwaí	ʤwaí					zàí			jai									
EGG_6																						ʣira															
EGG_7																																ɪ́					
EGG_8																nijóʧe																					
EGG_9										ba																											
EYE_1	ilìnso	dis	ʣis	luso	líiso	eliiʃo	eʃo	iːðɔ	ríːθɔ		disu	líso	liito	dîːso	dîsú		iriso	eho	ʣíʦo	ʣíʦo	iliɬo	díso	eriiʃo	ijiʃo	zísó	eìso	liso	ʄiʧo	lisi	tíɬó	tíɬó	ít͡ɬʰɔ́	ísò	lito		ísɔ̀	îsó
EYE_2																usu																					
EYE_3																																			iliɬoameɬo		
EYE_4										meɲa																											
FALL_1															pòna											fona											
FALL_2	wu	ku	ku	ɡwa	ɡwa	ɡwa	wa		ɣua		bwa	éja					wa			wa	wa	ɡwa	ɡwa	ɡwa	ɡwa		ɡwa			wà		wà			wà	kú	wa
FALL_3																			dúmba															ɸuɸurea			
FALL_4								βaloka					lauka															anɡuka					loka				
FALL_5																wúlùwa																					
FEATHER_1																	mafuli																				
FEATHER_2																															limbáví						
FEATHER_3																						ntʰenɡa			mun̤ènɡá									mutʰenɡa			
FEATHER_4			endəŋ													ǹtɛ́nka																					
FEATHER_5		asaé					siba			kisiba			lifufa																	risívá							
FEATHER_6	ìlisako																									lusǒ											
FEATHER_7											nsala	lonsálá		sala	lúsala																	fàfá				sálá	
FEATHER_8																			púzi	uβuzi																	
FEATHER_9																					upʰapʰe								ipepe						upʰapʰe		upape
FEATHER_10				kjooja		ebjoja			ruɔjá														ebjoja	ubwoja			boja	uɲoja									
FEATHER_11																																	éɲa̍				
FEATHER_12								eβwea																													
FEATHER_13																		olwenja																			
FEATHER_14					maweha																																
FINGERNAIL_1						mpambo																kʰádabo															
FINGERNAIL_2	iljàla			lwala			ɲala	waa	roára	kiala	luzala	linzaka	linala	djàːlà	lúzadí	ɛkátʰa	uʃaa	olunjala					ekjara	urwara	nzara	lwâla	njala		lwala	ŋwálá		nálá	ólúudjálà	lwala			
FINGERNAIL_3					ŋkombazala																																
FINGERNAIL_4		jaé	ʣɛɲ																																		
FINGERNAIL_5																				fuu																	
FINGERNAIL_6																			kófu																	tùkù	
FINGERNAIL_7																					uzipʰo														uzipʰo		uzipo
FINGERNAIL_8																												ukuʧa									
FIRE_1															kápja											kâlo											
FIRE_2											tija																										
FIRE_3		nduan	nduan																																		
FIRE_4								mwaki	mwàːkì																												
FIRE_5										tubia																										muíá	
FIRE_6					móoto		moto					mɔ́tɔ				mɔ́ːrɔ	muro		móro	ḿdro		óto			mwòtó		moto	moto						mwoto			
FIRE_7	ùmulilo			mulilo		omulilo							mulilo	mudilo				omulilo			umlilo		omuriro	umuriro					mulilo			lɪ̀lɔ̀			umlilo		umlilo
FIRE_8																														nʣilo	nʣilu		óndálu̍				
FIREWOOD_1						enkwi																	enku	inkwi													
FIREWOOD_2					ŋɡwaáɡu												nɡwi										ŋ̤wi									múíá	
FIREWOOD_3		njaʔa	nʣaʔa																							ntete											
FIREWOOD_4				luku				oko	rokô																												
FIREWOOD_5							huni				nkuni	kóni				ikʰúni			ŋkúni	uhúni	inkuni	kʰúni			huni			kuni		tʼiɦúɲí		χʊ́ŋ́		kʰuni	iiŋkʼuni		iziŋkʼúni
FIREWOOD_6	mukoso																																				
FISH_1								ekojo									ikunɡa																				
FISH_2				ekjeɲanja																																	
FISH_3	isabì												tapi								inɬanzi							samaki		nɬamp͡fi	ɬaβi	t͡ɬʰàpì			intlanzi		ínɬànzì
FISH_4																		ohi	fí	nfí			inswi	ifi			ʃi		nswi							súè	
FISH_5							hobe																		hóʋé									kʰoβe			
FISH_6					sóomba											ihópa						sómba															
FISH_7		kos	kwas						tɛ́ɣa					ʃipa	múʃípá											muʃìpà											
FISH_8										mbiji	mbisi	mbísi																					ómbi̍sí				
FISH_9						emfuru																															
FIVE_1		tan	tan	taano	hano	itanu	ʃanu	itaanɔ	iθanɔ		tanu	mítáno				tʰanu	firaanu		ʦánu	ʦánu	ɬanu	isanu	taano	tanu	ʃanu	tanu	itano	tano		ǹt͡ɬʰánu		t͡ɬʰánʊ́	tanu	tʰanu	ɬanu	tánò	ɬanu
FIVE_2													ketalizoho																								
FIVE_3															taanunombreʧardinal																						
FLY (MOVE THROUGH AIR)_1						halala										váva										pàlàlà	lala			haha	haha						
FLY (MOVE THROUGH AIR)_2												pumbwa																								pùmb	
FLY (MOVE THROUGH AIR)_3							pʰururuka																		bʱururuka												
FLY (MOVE THROUGH AIR)_4	pupuka			buuka	luka			oloka	ómboka	vumuka	tilumuka		fufa		bùùka		rumbuka	tuka				uluká	ɡuruka	ɡuruka				ruka	uluka			fʊ̀fà		ɸuɸa	bʱabʱa		
FLY (MOVE THROUGH AIR)_5																																	pãlãlã				
FLY (MOVE THROUGH AIR)_6		jele	jele																																		
FLY (MOVE THROUGH AIR)_7																			nʣí	nʣì	ndiza																ndiza
FOUR_1			ɲiiɲ																																		
FOUR_2																ʧeʃe																					
FOUR_3		njin																								nanka							kwana				kane
FOUR_4				na	ne	inai	nna	iɲa	iɲa			mínei	ne				fiini		nné	né	ne	nái	na	ne	na		ine	ne		mùnè		nɛ̀		na	ne	áná	
FOUR_5											ja																										
FOUR_6															naajinombreʧardinal																						
GIVE_1		ve	və	wa		ha	pa		hâ				fa	pà	pa			pa	va		pʰa		ha	ha	pá	fà	in̤a	pa		há		fá	ɪhà	ɸa	pʰa		pʰá
GIVE_2	peːla				peela					bana	ɡana	pesa				váha				níka		paʦa							íkúpa		ɲíká						
GIVE_3																						peleka															
GIVE_4								nɛŋɡanɛ																													
GIVE_5																	niinjia																				
GIVE_6																																				kì	
HAIR (HEAD)_1														njwěle					ɲéle	uɲíle	unwele							ɲwele							inwele		ulunwele
HAIR (HEAD)_2									ɲjuére																												
HAIR (HEAD)_3										ndemba																											
HAIR (HEAD)_4						eiʃoke																	eiʃokje														
HAIR (HEAD)_5				luvule				osue			lusuki				lúsúki											luɲèːne	lujwili										
HAIR (HEAD)_6		ésil	esii																																		
HAIR (HEAD)_7																																	ésínɡà				
HAIR (HEAD)_8												nswéi																								sùèí	
HAIR (HEAD)_9																		efufu				síʦi			v̤uʣi				isusu	nsísí	sísí	rírí		βuliʤi			
HAIR (HEAD)_10																	ifuli																				
HAIR (HEAD)_11	ùmusisi																							umuʃaʦi													
HAIR (HEAD)_12													milili			ikʰarári																					
HAIR (HEAD)_13					mvwiíli																																
HEAD_1							ʃolo						toho								inɬoko				musóró					nɬókó	ɬókó	t͡ɬʰɔ́χɔ́		tʰhoho	intloko	sókò	ínɬókò
HEAD_2									keɔŋɡɔ́																												
HEAD_3																			ʃiʦwá	hiʦwá								kiʧwa									
HEAD_4		nlô	n̩lo								ntu											tú															
HEAD_5	umùtwe			mutwe	itwe	omutwe		motwɛ̋		mutue		motú			mútwe	múru	nrwe	omuʦe					omutwe	umutwe		mutwě	ntwe		mutwe				útwe̍				
HEAR_1	mfwa						hwa	eɣwa	íɣwa	ivua	wa		twa	ùmvwa	mvwá	iíwa	ita	uva	kía	iʃia	zwa	mvera		umva	hwá		iɡwa	sikia	mvwa	twá	zwá	út͡ɬwá	jévá	p͡fa	va	ká	izwa
HEAR_2		wôk	woʔ		hulika	hulila						jóka											hurira			pùʃa											
HEART_1														mukuːnka										umuʃaha													
HEART_2	umùtima	nlem	n̩nəm	mutima						muʃima		motéma				nrìma		omutima				tíma	omutima										útímá			lémà	
HEART_3																										eʃìmbà											
HEART_4					ntumbúla																																
HEART_5											mbundu		pilu							mbumbu										mbilú	mbilú	pɪ̀lʊ́					
HEART_6														mi					mó																		
HEART_7																					inɬizijo														inhizijo		ínɬìzíjò
HEART_8						omwojo	mojo	ŋɡɔɔ	ŋɡɔ́rɔ						móójó		nɡoo								mwojo		ŋ̤olo	mojo	mojo					mwojo			
HORN (ANATOMY)_1					ihéembe	eihembe											mbembe						eihembe	ihembe			ipembe	pembe									
HORN (ANATOMY)_2								oβja	roheá																				luja								
HORN (ANATOMY)_3												liséké						ooluniɡa																		sébá	
HORN (ANATOMY)_4	ulùsenɡo													lusèːnɡò	lúseŋú											lusùnɡwa											
HORN (ANATOMY)_5				ŋŋombi																	upʰondo									rìm̤ònʣò	lim̤onʣo				ipʰondo		úpʰòndò
HORN (ANATOMY)_6										kimbunɡu																											
HORN (ANATOMY)_7		nlak	n̩laʔ								mpaka					ɲɲáka																					
HORN (ANATOMY)_8							ɲanɡa						lunaka						ɲoŋɡá	ɲoŋɡa		ɲaŋɡá			ɲanɡa							nàká		lunʰanɡa			
HORN (ANATOMY)_9																																	ómbínɡà				
KILL_1										bonda	ɡonda																										
KILL_2			wiɲ												ʃípá																						
KILL_3		wôé																																			
KILL_4				tta		ita																pʰa	ita	ica												lá	
KILL_5																iíva										lwìfà											
KILL_6												boma							ua									ua									
KILL_7							zwibulaja																														
KILL_8																	nutuja																				
KILL_9																		ʤipaɡa		sòŋɡa																	
KILL_10	ipaja				wulaɡa			oaa	óraɣa				balaja	ipaja							bulala				úrájá		bulaɡa		jaja	d͡lájá	dájá	bʊ́lájá	ípájà	βulaja	bulala		bùlálà
KNEE_1						okujwi								kunwi									okuju														
KNEE_2				vvuvi						pumuna																											
KNEE_3															ʧínú		nri											ɡoti									
KNEE_4								elu	iru																												
KNEE_5	ikùfi						dwi																	ivi	bʋi		izwi										
KNEE_6												libɔ́lɔ́nɡɔ́										bóndo							íɡondo							bɔ́nɡɔ́	
KNEE_7																			ɡuŋɡúni	ɡuŋɡúno						ekùnunɡù											
KNEE_8		abon̂	abɔŋ																																		
KNEE_9																		onɡolo			idolo									ʦolo	ʣolo	ŋɔ́lɛ́	ònɡòlò		idolo		ídolo
KNEE_10											kikulu					nikútʰa																					
KNEE_11					ifuɡámilo																																
KNEE_12													liŋwele																								
KNOW (SOMETHING)_1				maɲa	maɲa	maɲa		maɲȁ	mɛ̀ɲa		zaba				máɲá		maɲa						maɲa	meɲa			mana										
KNOW (SOMETHING)_2		jem	jəm																																		
KNOW (SOMETHING)_3										ijia											azi											íʦɪ́			azi	pí	âzì
KNOW (SOMETHING)_4	ìsiba						ziba					jéba	ziba	juka				ʦeja	ʒua	ʤua		ʣiwa			zíʋá	ǔka		ʄua	zʲiba	tívá	tívá			dʰiβa			
KNOW (SOMETHING)_5																																	kúlíhà				
KNOW (SOMETHING)_6																ʧúwèla																					
LEAF_1										difu							iru										idutu		itu								
LEAF_2		kaé																																			
LEAF_3			okjɛɲ																																		
LEAF_4																														tlula	tluka						
LEAF_5																																	émélá				
LEAF_6				kikoola																					ʃiʒ̤a												
LEAF_7											lukaja	lokásá																									
LEAF_8	ìlibuːla																																				
LEAF_9																		efo																		ánɡɔ̀	
LEAF_10						ekibabi	ʒani						litali	mani					uwáni	wani			eibabi	ibabi		esàki		ʄani				t͡ɬʰàrɪ̀		tari	iǃ̬ʱabi		ikʰasi
LEAF_11																niwámba						ʦamba															
LEAF_12					ihaánze			eðaŋɡo	iθaŋɡo												iɬamvu																
LEAF_13															djâɲé																						
LEG_1																	urende				umlenze													mulenʒe	umlenze		umlenze
LEG_2																						endo								nenɡe	nenɡe						
LEG_3																mwétto																					
LEG_4															múkolo											mukǒlò											
LEG_5	ùkuːlu			kuɡulu		okuɡulu		koo	kòɣòrò			lokolo						okuɡulu					okuɡuru	ukuɡuru			ɡuɡulu		kuulu				ókúlú				
LEG_6					ḿɡulu						malu								munɖú	mndú								mɡuu									
LEG_7																																				kò	
LEG_8													lihutu																								
LEG_9		abo	abɔ																																		
LEG_10							ɡumbo																		ɡumbo												
LEG_11																																t͡ɬʊ̀χà					
LEG_12										kinama																											
LIVER_1										nzundu																											
LIVER_2											nsoko																										
LIVER_3									ini										ɲé	ɲe			ekine					ini									
LIVER_4																													muni								
LIVER_5													sibiti								isibindi	windí								ʃivínʣí	ʧivínʣí	bɪ́tɪ́		ʧiβindi	isibindi		isibindi
LIVER_6																								iɡitiɡu													
LIVER_7		osaɲ																ehuli																			
LIVER_8			esəʔ																																		
LIVER_9	ilìbu																																				
LIVER_10						omwiilima																											ómu̍má				
LIVER_11								etɛma							múʧimá		irima										itima										
LIVER_12																hápa																					
LIVER_13				kibumba																																	
LIVER_14												libale																								bàè	
LIVER_15					ítoɡa		lopa																		rópá												
LIVER_16																										eʃimbadifite											
LOUSE_1												sili																								sìdì	
LOUSE_2														kuso	nkusu	iʈʰúpo																					
LOUSE_3																					intwala									n̤wálá	n̤wálá				intwala		íntwálà
LOUSE_4																						sabwe						ʧawa									
LOUSE_5		njin	ɲin							ina	sina															ńkìsa			njina								
LOUSE_6	indà					endai		ndaa	ndáːa				nda				nda	ona	nɖá	nda			enda	inda	inda		nda					ǹtá	ónà	nnda			
LOUSE_7					mpani																																
MAN_1				musajja		ʃaija																	ʃaija														
MAN_2		fam	fam							diala																											
MAN_3									ɲjámba																												
MAN_4																						aḿna								wánúná	wánúná						
MAN_5											jakala																										
MAN_6												mobáli																									
MAN_7																nlópwàna													mulombwana								
MAN_8																			mnʈubabá																		
MAN_9																	nndumi										nɡoʃi										
MAN_10																					indoda			inɡabo											indodaama		índòdà
MAN_11														mwânamulùme														mwanamume									
MAN_12	umwàːume				múlume		lume	omɛ							mulume					mume					murúmé	mulùme							úlúmé	muluna			
MAN_13																		omulumentu																			
MAN_14																																				tò	
MOON_1		nɡon	ŋɡwan								nɡonda																										
MOON_2												sánzá									injanɡa														injanɡa		íɲànɡá
MOON_3																																				sónɡé	
MOON_4	umwèsi			mwezi	mwéezi	omwezi	ŋweʣi	mwɛi	mwɛ́ri	mbeji			kweli	kwêzi	mwenzí	mweéri	mwiiri	omweʤi	mwézi	mwézi		ezí	okwezi	ukwezi	mwèʣí	mwêʃi	ŋweji	mwezi	mwezi	n̍hwétí	hwétí	ǃʰwèdí		mweʣi			
MOON_5																																	ésájì				
MOUTH_1		anju	aɲu			omunwa					nwa													umunwa									omena			nùà	
MOUTH_2	àkanwa			kamwa				kaɲẅa	kanua	dikanu				kjàkanwa	múkáná		kana	okana		haɲwa		kamwa	akanwa			kukànwà		kiɲwa	kanwa								
MOUTH_3																			háɲo																		
MOUTH_4					ḿlomo		lomo						mulomo								umlomo				ròmò		nomo			nomo	nomo	lòmʊ̀		mulomo	umlomo		úmlòmò
MOUTH_5																maláku																					
MOUTH_6												monɔkɔ																									
NAME_1												nkómbó																					óndúkò				
NAME_2		jôé																																			
NAME_3			ejola																																		
NAME_4													libizo								ibizo									vító	vítú						
NAME_5					ítaɡwa	eibala																													iɡama		îkâmà
NAME_6								esjetwa	ritwa																												
NAME_7	isìːna			linɲa			zina			dijina	zina			diːzìna	dîná	ʔnʧína	irina	eʤina	ʣína	ʣína		ʣína	eiziina	izina	zítá	eʃìna	lina	ʄina	zina			íná		ʣina		ínà	
NECK_1				bulaɡo									mulala																			làlà					
NECK_2	ùmukoʃi																					kʰosi		izosi													
NECK_3																					intamo									n̤amu	n̤amu				intamo		intamu
NECK_4		tjin̂	kiŋ																																		
NECK_5							ʦʰibʱa																ebiʦja		muʦìpà									muʦinɡa			
NECK_6								ŋɡiŋɡɔ	ŋɡíŋɡɔ́																												
NECK_7					síiŋɡo					ʃinɡu	nsinɡu	nkinɡó		nʃinɡo	nʃiŋu	isíko	sunɡo	oθinɡo	nʦíŋɡo	nʦiŋɡo						nʃìnɡo	n̤inɡo	ʃinɡo	nsinɡo				ósínɡó			kínɡó	
NECK_8						enɡoto																															
NIGHT_1		alu	alu																ukú																		
NIGHT_2												butú																								bùtú	
NIGHT_3	ubùsiku						siku	otuko	otúko	usuku			busihu	bufuku	bútukú	uhíju		uusiku			ubusuku	síku			usíkú	bufùku	bujiku	usiku	busiku	vusíkú	wusíkú	síχʊ́	úte̍ké	βusiku	ubusuku		ubusuku
NIGHT_4																				masihu																	
NIGHT_5				kiro	cílo	ekilo											jijo						ekiro	ijoro													
NIGHT_6											mpimpa																										
NOSE_1			ʤwiɲ																																		íkʰàlà
NOSE_2					mpûla												mbua		mpúa	mbùa								pua									
NOSE_3	ùmoːna																																				
NOSE_4		jôé																																			
NOSE_5											mbombo										impumulo					mpèmbe			ímpemo								
NOSE_6				nɲindo		eɲindo																	eɲindo											ninɡo			
NOSE_7																														n̤ómp͡fú	n̤óvú						
NOSE_8								eɲoo	inoro			nzólo						ejulu						izuru			ljulu						éɲulu				
NOSE_9							milo							muːlù																						míɔ̀	
NOSE_10										zunu			ŋɡo									funo			m̤ùnò							ŋ̀kɔ́			pumlo		
NOSE_11															djûlúdíulú																						
NOSE_12																noroo																					
ONE_1																					ɲe														ɲe		ɲe
ONE_2								mwɛ̋	emwɛ				ŋwi		mwé		jimwi	mwe					mwe	mwe	mwé	mone			mwe	n̍we	n̍we	ŋwɪ̀					
