	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
BIG_6			hokːo										woko																					
BIG_7																														jooi̯ʧ		eɡeːwan		
BIG_8														jot																				
BIG_9				weːi̯̯~weʔ					weːji									ɡu~aɡu			wei̯̯	wjom			ɡəʔ		ɡue	bi̯ejiː			wee			
BIG_10		waʔlu													bweʔuru~bweere																			bweʔu~buːʔu
BIG_11	amnaʔa						veʔe													ɡɨʔɨd									ɡɨʔɨ					
BIG_12								huei̯̯																										
BIRD_1	wikikmal					mukikmal																												
BIRD_2														iheŋmal			hucipa																	
BIRD_3				toːtoːt͡ɬ	kuʦːuː				toːtoːciːn												totoʧ	tutut						tutut͡ɬ			kolo			
BIRD_4																		uruɡui̯̯						hui̯̯ʦːu	ui̯ʔ									
BIRD_5																				uʔuviɡ									uʔuw̥iɡ					
BIRD_6		ʧuluɡi									ʦuʔruki																							
BIRD_7												wi															ʧi							
BIRD_8							pinaʔa									ʦiːpːaʔ																		
BIRD_9			wiciʔici										wizikizi																				wicici	
BIRD_10										ʦiro		wiki			wiːkit			uːɡːui̯̯					wicit			wicɨ				ʧiʔuː		ʧikiːt		wiikit
BIRD_11								viqui̯̯tz																										
BIRD_12																			kasakantin															
BITE_1		iʔki									kiʔcu																							
BITE_2																		ʦujanta							kɨjaʔ									
BITE_3								nequen~queen										ʦuui̯̯~ʦujui̯̯																
BITE_4	keʔ		kɨʔi			qɨʔɨ	ʧeʔe			kɨːki		ke~kei̯	kiʔi	koʔi	keʔeje	kɨhjɨ	kɨʔi~kɨi̯̯			kɨʔɨ			kɨːʔ			kɨʔi			kɨʔi		ke	kɨi̯̯ʔɨt~ɨːɡɨ	kɨʔi	keʔe
BITE_5				kecuma~kehcuma	kɨccia				keːhcoma										kɨcciʔa					kɨcciʔa				kecoma						
BITE_6																											qui̯̯quja							
BITE_7																					tankʷa													
BLACK_1		ʧokame									ohconame																							
BLACK_2							ʃuʔumwa																											
BLACK_3					tuhupihtɨ														tuːppihtɨ					tuːppihtɨn										
BLACK_4													tuhukʷidɨ																					
BLACK_5																																	tuukːwatɨ	
BLACK_6						tula									ʧukuli	tumːu	tu	tuco~tucu		stuk					ʧuk	tuy			sʧuk		tokur	tuːɡu~uːduːɡu		ʧukui̯̯~ʧukuli
BLACK_7				t͡ɬiltik					tiːltik																			t͡ɬiltiːk						
BLACK_8	tulnek		tupːaka																															
BLACK_9														juvatai̯̯							puʃawak									jupiːxaʔ~jopiːxaʔ				
BLACK_10								sovei̯̯																			sovai̯̯							
BLACK_11												juwi~pujuwi																						
BLACK_12																							tɨnaːraʔn											
BLACK_13										qøymviwsaʔ																								
BLOOD_1															ohbo																			ohbo
BLOOD_2							ʃuureʔe																											
BLOOD_3												zurija																						
BLOOD_4			paɨ̯̯pːi		pɨːppin								pɨːpi			paː	pɨːpːi		pau̯̯ppin					pɨːppin		paɨ̯̯				xai̯̯n				
BLOOD_5																		vure		ɨːʔɨr					ɨɨr				ɨːʔɨɖ				paapːɨ	
BLOOD_6				est͡ɬi					esti												ehti	est						jest͡ɬiː						
BLOOD_7						ɨw				ɨŋwa													ɨːʈ͡ʂʈ͡ʂ											
BLOOD_8	eu̯̯ily	la						erat			ela			ou̯̯la				iːrai̯̯									herat				arat~ava	ɨkʷa		
BONE_1					ʦuhni														ʦuhmi					ʦuhni										
BONE_2																											ramohudura~ramoɡui̯̯tzura							
BONE_3	teʔily					tiʔil																												
BONE_4																														ʔeːʔin				
BONE_5				omit͡ɬ					oːmit			ume									umit													
BONE_6																												miːmiːtet͡ɬ						
BONE_7								hoɡu̯a																			oɡu̯a							
BONE_8		oʔʧi	ohopi							øːqa	oʔa		ohovɨ		otːa	oho	oho	oo		oːʔo		ot	oːʦ			oho			oːʔo		ola~o	on	oopɨ	ota
BONE_9																															hotarak			
BONE_10							kari																		aoː									
BONE_11														kulaawut																				
BREAST_1				ʧiʧiwalli					ʧiʧiwaːl												ʧiʧihwal							ʧiʧiːwal						
BREAST_2																									tor									
BREAST_3																															wimur			
BREAST_4	pily		pihi		pici	pi		viːt		piihɨ	piʔwa	ʦicu	pihivɨ	pit	pipːim	piciʔ	piciʔi~pica	vipːi	pici	vipi			piʔ	pici	βipiː	piːci			wipi	pin		piːl	piipɨ	pipːim
BREAST_5							ʦiʔime																											
BREAST_6		kaso																																
BURN (SOMETHING)_1									toːneːwi																									
BURN (SOMETHING)_2										ɨwi																								
BURN (SOMETHING)_3																		mui̯̯		mɨhɨ					mɨi̯̯m				mɨhi					
BURN (SOMETHING)_4					weha														wai̯̯ja					wai̯̯hja										
BURN (SOMETHING)_5															beete	pita																		beete
BURN (SOMETHING)_6														ʧujai̯									huʔai̯̯											
BURN (SOMETHING)_7			kucikːi																							kuʦːɨa								
BURN (SOMETHING)_8	kina					kiʔni																						ʃut͡ɬa				ʦama~anʒama		
BURN (SOMETHING)_9	naʔ		naʔi										neʔe	naʔ			nai̯̯~naʔi									naʔai̯̯n							naʔai̯̯	
BURN (SOMETHING)_10		raha		t͡ɬat͡ɬa			taː	tahan			tahai̯̯	ta~tai̯̯									tati~tatia	tati					tʰa	bt͡ɬatɪa			taha~tasa			
BURN (SOMETHING)_11																														vireːk				
BURN (SOMETHING)_12		i																																
CLAW_1			tasicoʔo										taʃtoʔobi																					
CLAW_2															sutukoʧoʔo																			
CLAW_3																							waʈ͡ʂ											
CLAW_4																																	wəkːuci	
CLAW_5	salul					ʂulʔa								ʂulat																ʧur		ʃulunt		
CLAW_6		sutu		isteːt͡ɬ	sito		sɨtʲe	sutut	sti	soki	suhtu	zate~zɨte				situ	sasito	jutud	masitu	hutː~huht	istit			sitoːn	jut	ʃɨcu	xutu~sutu	ste	huːʧ					sutu
CLAW_7																														esʧut				
CLAW_8																															alapor			
CLOUD_1			pakɨnapɨ										kɨnavi						pakɨnapːɨh					pakɨnapːɨh		pakɨnapɨ								
CLOUD_2																				tɨvaːɡ					tɨbaːʔ				ʧɨwaɡi					
CLOUD_3														tuviiʃ																				
CLOUD_4																														akʷaːkin				
CLOUD_5																																paːʃuːmist		
CLOUD_6					tomːoakatːɨ																													
CLOUD_7				miʃt͡ɬi				mosit	miʃti												mistil							meʃt͡ɬ			mosit			
CLOUD_8	wewniʃ																						woːŋt											
CLOUD_9																toø																		
CLOUD_10		nori													naːmu																			naamu~naamuːk
CLOUD_11										oomawɨ																								
CLOUD_12																																	uwatːipːɨ	
CLOUD_13						temin					tomoari																							
CLOUD_14																	kumi	jicome																
CLOUD_15							ai̯̯tɨri					hai̯̯witɨri																						
CLOUD_16																											ryruɡæi							
COLD_1		rula									tula																							
COLD_2	jui̯̯ma					jui̯̯																												
COLD_3					ɨi̯̯cɨʔi			uteen								ɨcɨʔɨ	ɨcɨʦːɨ		ɨi̯̯cɨi̯̯				ɨcɨ	ɨi̯̯cɨʔi			utːe					ɨʃɨi̯̯p		
COLD_4																		jupidi		shɨːp					xɨp				shɨːpid					
COLD_5																										ʃɨppɨta						ʃɨːbt		
COLD_6			sɨjaʔi~sɨtːuʔi						seseːk						sebːe						sesek									ʂuvoʔ	seve		sijaʔi	sebe~seebe
COLD_7										sɨːsɨŋwa																								
COLD_8				ictik																								ictiːk						
COLD_9												haɨ̯̯tɨze																						
COLD_10														pituptuʃ																				
COLD_11													situʔwidɨ																					
COLD_12							kɨmwahraraʔa																											
COME_1	nek					nɨqɨ																									heko			
COME_2								hueren																										
COME_3			pipːicɨ										pidɨ													piʧɨ							pici	
COME_4																		duduvia		divia									jiwia					
COME_5																				dada									dada		hase			
COME_6		nolina									ena	nu̯a															vena							
COME_7							nʲe																											
COME_8				waːllau̯̯~waːlːaː~wiːʧ	kimːa				waːlaː~wiːʧa							kimːa	kimːa		kimːa		wiʦ~waːlaːh~wiːʧ	wala~wiʧ	kimai̯̯	kimːa				ibiʦ~wøla~biʧ		kimaː		kim		
COME_9									wiːcawiʦ																									
COME_10										peewiʔ																								
COME_11																															komu			
COME_12																				abhim					bʱajim				abhim			iŋɡim		
COME_13														haqwaaʧi																				
COME_14																																		kaate
COME_15															aʔabowei̯je																			
DIE_1			jaʔikːwaʔi																															
DIE_2													ʔanaːʔikʷeː																					
DIE_3													tupakikʷeː																					
DIE_4													juweʔekʷeː																					
DIE_5	muk	muku		miki			mɨʔɨ	mucuni	miki	mook	muɡui̯	mɨ		mokan	muːke			mumuke		muːk	miki		mɨmɨʔq		mukiaʔ		myʦ	miːkiː	muːk	mojoːk		muːɡ		muuke~muke
DIE_6					tɨjai̯̯														tiai̯̯					tiai̯̯										
DIE_7																etaː	jai̯~jaʔi									jaʔai̯̯					hoː~huː		jaʔai̯̯	
DIE_8						qaawɨ																												
DIE_9																		mu̯anta																
DIRTY_1								isnariteri																										
DIRTY_2																				sivaɡui̯̯di														
DIRTY_3																									ikoraʔ									
DIRTY_4																													sbiːtaɡim					
DIRTY_5										iceheʔe																								
DIRTY_6																											usa						paasana	
DIRTY_7	seljaxama																																	
DIRTY_8																														tyhovit		tuɡuːbiʃɨt~utuɡuːbiʃ		
DIRTY_9						silyɲinɨ																					sutepora~surevura							
DIRTY_10													tocaːɡadɨ																					
DIRTY_11																			tuːʦːaːpːɨh					tuːʦːaːpːɨh										
DIRTY_12							ʧu̯aːmwa																			ti̯eːra								
DIRTY_13														kʷilali	ʧiʔiʧa			duburi			ʦil													
DIRTY_14		suɡu																								sucio								
DIRTY_15			tuca		tuːcaː~tuʦːai̯̯											toʦabi	tuʦːaː		tuʦːai̯̯															
DIRTY_16																							coːqav			barːo								oʧoko
DIRTY_17																										polvo								
DIRTY_18				kacaːwak																														
DIRTY_19											ohcorewae̯me																							
DOG_1																			isa								ʧitːa							
DOG_2					sariː												satɨʔɨ							satiː		satiː							satici	
DOG_3																							kuciʔ							wuʃi				
DOG_4		koʧi						ʧutzi																										
DOG_5			waʔacuku														sokopukːu~sokopːukːu		isapunku															
DOG_6			punkuːci										puɡuzɨ																					
DOG_7				ʧiːʧiː			ʦɨʔɨ			pooko		ʦɨka			ʧuːʔu	pukːu												ʧiːʧiːtu			ʦucu	punku		ʧuuʔu
DOG_8											ʦuhcuri																							
DOG_9																					pelu													
DOG_10	awal					awal								awaal																				
DOG_11																		ɡoɡosci		ɡoɡs					ɡaɡoːx				ɡoɡs					
DOG_12									iʧwiːnti																									
DRINK_1	pa	bahi				paʔ						hare~hari		paaʔi									paːʔ						wasib	paa				
DRINK_2							ʔi					i						iu̯t			kit													
DRINK_3			hipi	aːt͡ɬiː	hivi				aːtiː				hivi			hipi	hipi~hipːi	iːbi	hipi	iʔi				hipi		ipi		øt͡ɬi					ipi	
DRINK_4								hi~hian~hiahi		hiiko	ihi																hi				he~ihe			
DRINK_5							jeʔe								heʔeje																			heʔe
DRINK_6												je													ija							iːʔɨː~iːʔɨt		
DRINK_7																												koni						
DRINK_8																		janta																
DRY_1			tapasɨ										tavasteːd													tapaʃu							tapasɨpːɨ	
DRY_2					pasa											pasahkɨʔ	pasːa		pasa					pasa										
DRY_3	wax	waki				waxɨ	waʧi		waːjik	laaqu	waɡi	waki		awaxve	wakia					sɡak	waki	wak	awaːkiʔ		ɡak			wahkiː	sɡaki			waːɡɨt~awak		wakia
DRY_4								hu̯aqui̯̯																										
DRY_5				iːʃwaːkki																														
DRY_6																		ɡaqui̯̯dade																
DRY_7																														ahoːkin				
DRY_8																															moronir			
EAR_1																							qavaʦ										nɨkːapɨ	
EAR_2													naɡavivi													naŋkapa								
EAR_3	naqal	naka	naŋka	nakaːst͡ɬi	naki	naqʔa	naʃai̯̯	nakat	nakas	naqvɨ	nahka	naka		naqla	nakːam	naqːa	nakːa	naːka	naŋki	naːk	nakas	nekest		nenkih	nak		naca	nakas	naːk	nanax	nakar	naŋhal		naka
EAR_4																		tucai̯̯daraɡa																
EAR_5								quei̯siven																										
EARTH (SOIL)_1					sokovi														sokopi					sokopːɨh										
EARTH (SOIL)_2				t͡ɬaːlli					taːl												tal	tal						t͡ɬøliː						
EARTH (SOIL)_3														exla																øxar~oːxar		ʃuwaːl		
EARTH (SOIL)_4																		dubure		dɨvɨi̯̯r					dɨbɨr				jɨwɨɖ					
EARTH (SOIL)_5	temal					tɨmal		tevat															tiɨ̯̯vaʈ͡ʂ				tevet			tuvar				
EARTH (SOIL)_6			tɨpipːi							tɨckʷa			tɨbiʧɨ			tɨpi	tɨi̯̯pːɨ~tiːpɨ									tɨpɨ							tɨpɨpːɨ	
EARTH (SOIL)_7															bwija																			bwia
EARTH (SOIL)_8		wee					ʧwe				weʔe	kʷi̯e																						
EARTH (SOIL)_9																															kvirat			
EAT_1										sowa										huɡ					juɡiaʔ									
EAT_2												kɨme															ɡuæ							
EAT_3								hibaːn																										
EAT_4														naaʧuxun																				
EAT_5			tɨkːa		tɨkːa											tɨkːa	tɨkːa~tɨka		tɨkːa				raːkʷ	tɨkːa		tɨkːa						tɨk~ɨtɨk	tɨkːa	
EAT_6															bwaʔaje																			bwaʔa
EAT_7		ɡoʔa									koʔa									koʔa									koʔa		koa			
EAT_8	kʷaʔ			kʷa		kʷa	kʷaʔa	ba	takʷaː			kʷa	kaʔa								kʷa	kʷa	kʷaʔi					kʷa		ikʷaa				
EAT_9																		aneancoai̯̯																
EGG_1	weevuʔ																																	
EGG_2																					tesis													
EGG_3																															netelur			
EGG_4														paanil									pan											
EGG_5																																pompt		
EGG_6									piotet																					xaːxen~xaːxin				
EGG_7																												tutoltet͡ɬ						
EGG_8				tet͡ɬ																														
EGG_9			nopːapi										nopavi																				napːaapi	
EGG_10					nojo					nøhɨ						nojo	noho	nono	nojo	nonːo				nojo	nanoː	noːʔ~nupːu			nonha					
EGG_11							taʔu																											
EGG_12												tawari																						
EGG_13		kaʔwa									kaʔwa				kabːa																			kaba
EGG_14						paɲiʔat		acavora																										
EYE_1		busila					hɨʔɨ~hɨʔɨsi	vusit		poosi	pusi	hɨzi			puːsim					vuhi	iʃ						busi~vubu		wuhi					puusi
EYE_2					pui̯̯												pui̯̯	bui̯̯	pui̯̯h					pui̯̯h	bui̯̯									
EYE_3	puʧily		puʔipi			puʃ							puʔivi	puʃla		pusi										puʔi						punʒil	pɨʔipɨ	
EYE_4				iːʃtelolot͡ɬ					iːʃtoːloːlo																			ʃtelolo						
EYE_5																														ʦotron~coːcon	telar~tilur			
EYE_6																							huvaːʈ͡ʂ											
FAT (ORGANIC SUBSTANCE)_1			juhi		juhu								juhuvɨ			juhu	juhu		juhu					juhu										
FAT (ORGANIC SUBSTANCE)_2				sejot͡ɬ																	ʃepo													
FAT (ORGANIC SUBSTANCE)_3			wiːwapi				asei̯ːti																										jɨu̯̯pi	
FAT (ORGANIC SUBSTANCE)_4	wily					wily																												
FAT (ORGANIC SUBSTANCE)_5																							wipt							witaː		wipt		
FAT (ORGANIC SUBSTANCE)_6		wiʔi								wihɨ	wiʔi	wija		wiʔ												juː								
FAT (ORGANIC SUBSTANCE)_7																									ɡiodaʔ		ɡui̯̯da							
FAT (ORGANIC SUBSTANCE)_8																		ɡui̯̯		ɡui̯̯									ɡiːɡi					
FAT (ORGANIC SUBSTANCE)_9															manteːka																			manteːka
FAT (ORGANIC SUBSTANCE)_10									ʧaːwak																			ʧijøwa						
FAT (ORGANIC SUBSTANCE)_11								tuspeɡu̯a																										
FEATHER_1																	pɨhɨ																pɨtːɨpɨ	
FEATHER_2	wikily					wikily																												
FEATHER_3				iʔwit͡ɬ					ihwit																			tohmiːt͡ɬ						
FEATHER_4																					iu̯hmiju													
FEATHER_5			wisiapi		sia							aːnːa	wiʃiʔaːvi											siapi		wɨsia								
FEATHER_6								hunsa						humsat													usat							
FEATHER_7		maʔsa					ana			nakʷa	maʔsa	ana~anɨː			masa	qasa	kasːa	aːne	kasa	aʔanaɡ			mahaːt		anaʔ				aʔan	maːsan	masat	aŋaː		masa
FIRE_1										ɨːwiŋwɨ																								
FIRE_2																												t͡ɬecint͡ɬi						
FIRE_3																															tahamet		naʔai̯̯tːɨ	
FIRE_4		naʔi									naʔi																		naːda					
FIRE_5				t͡ɬet͡ɬ			tai̯̯h	te	tit			tai̯̯			tahːi			tai̯̯~tai̯		tai̯̯	tit	tet			tai̯̯		tʰai̯̯							tahi
FIRE_6	kut		kuna			kut							kuna	kut		qoso	kosːo		kuna				kut	kuna		kunæ						kut		
FIRE_7																														ʈ͡ʂaːvut				
FIRE_8					kotːoːpːɨh																													
FISH_1	kijul					qɨjul																	kihuːʦ							kui̯̯r	kicut	kujuːl		
FISH_2				miʧin				ʦuʧut	miʧi			kecɨ			kuʧːu						miʧin	miʧom					ʦũʧu	miːʧiː						kuʧu
FISH_3																		vatːosa~vatːopa		vatoːp					batop				watopi					
FISH_4			pakɨci		pekʷi					paakiw			paɡɨːvɨ			pakːwi	pakːwi		paŋwi					penkʷi		pakɨu̯̯							pakɨ	
FISH_5		roʔci									soʔci																							
FISH_6							weʔi																											
FISH_7														anaamal																				
FIVE_1				maːkʷiːlliʧiko																														
FIVE_2																																maːhai̯̯jija		
FIVE_3							ansɨbi~ansɨʔ			ʦivot																								
FIVE_4						nemakʷa																		nanai̯̯kːih										
FIVE_5		mari	manɨɡ		manekihtʲʔ	nanɡ		marki	maːkʷil		mariki		manɨɡi	mahaːr	mamni	maniɡii	maniɡiju		manɨki~manaki		makʷil	makʷil	mahæt			manːiki	mariki	mɔkʷilːɪ		mahar	mamunir		manɨɡiini	mamni
FIVE_6					moʔobeʔ																													
FIVE_7																				utaspo									hɨtasp					
FIVE_8																		taːma																
FIVE_9				ʧkʷa																														
FIVE_10																									hiʃʧamaːm									
FIVE_11	axnamekʷanaŋnemakʷanaŋ																																	
FIVE_12																tu																		
FLY (MOVE THROUGH AIR)_1		iʔni									niʔni																ni							niʔi
FLY (MOVE THROUGH AIR)_2								meen				wi̯e																						
FLY (MOVE THROUGH AIR)_3			wici		jɨcɨ	jalɨ							jozi		neʔeje	joʦːi	joʦːi~joʦːi		jɨcɨ					jɨcɨ		nonci						oːlɨt	jɨci	neʔe
FLY (MOVE THROUGH AIR)_4	hiŋ																	daːi̯̯~daːnta					hiːɲʔk~hiːɲiʔk								hanʲa			
FLY (MOVE THROUGH AIR)_5				pat͡ɬaːni					pataːni	masai̯̯											patani	patan						pat͡ɬøniː						
FLY (MOVE THROUGH AIR)_6							raʔa													daʔa					dai̯̯jaʔ				daʔa					
FLY (MOVE THROUGH AIR)_7														wiila																				
FLY (MOVE THROUGH AIR)_8										pɨːjalti																								
FOOT_1															wokːim																njokir			wooki
FOOT_2	ʔi			ikʃit͡ɬ																	ikʃi	ʃo						kʃiː						
FOOT_3							ɨːka					ɨka																						
FOOT_4						xuʧi				kɨkɨ		keta				kɨkːɨ	kɨkɨ																	
FOOT_5																																ɨŋɡɨl		
FOOT_6		rono									tono														ton									
FOOT_7														et																				
FOOT_8									meʦ														navɨːʦ							nev				
FOOT_9								tari										tara		tar							tara		taɖ					
FOOT_10			nampa		nape								nabivi						nampe					nampe		nampa							napːa	
FOUR_1	wiʧiw		waciu̯̯			wiʧiw							wacuː	wasaʔ		wacikʷii	wacɨɡːwiju		waʦːɨ				waʧah	waʦːɨwih		wacɨŋwi				waʧaʔ			wəcuwini	
FOUR_2																				ɡiko									ɡiik					
FOUR_3																		maːkova		makoba					maːkov									
FOUR_4							mu̯aːku̯a																					nɔbl						
FOUR_5		nawosa~naɡo		naːwi				navoi̯̯	naːwi		nao	nai̯̯ka			nai̯̯ki						naːwi	najom					naɡo				narikir	naːnaːu̯̯		nai̯̯ki
FOUR_6					hajarokʷe																													
FOUR_7										naːløyøm																								
FOUR_8																tu																		
FULL_1		boʧiwi						bodahri~bodavi					ponoʔi													ponoʔaː~ponoʔi								
FULL_2								bode									kano~kanːo			koːvoɡ									skowoɡ					
FULL_3																														puːi̯̯n		pɨi̯̯mit		
FULL_4																							pitɨʔq											
FULL_5										oopokiwta																								
FULL_6	maʧama																																	
FULL_7																		sudːajamue																
FULL_8																									sunɡɨm									
FULL_9																																ɨmbɨm		
FULL_10														muujai̯																				
FULL_11																tujuha																		
FULL_12					tɨpːetɨ								tɨbetɨ						tɨpːekɨa					tɨpːe										
FULL_13															tapuni																			tapuna
FULL_14							avaʔɨsti																											
FULL_15																					tentuk							ti̯entiːka						
FULL_16				peʃoːnaltia					peʃoːntok																									
FULL_17						jutaxiʃ																												
FULL_18																																	kuwikːatːɨ	
FULL_19											ohcorewae̯me																							
GIVE_1											kiʔa~kiʔa	pitɨa~kʷei̯̯tɨa				kija	kiʔa~kia																	
GIVE_2		ja																			ma									u̯a				
GIVE_3	max		maka	maka		maxa		macan	maka	maqa					maaka			maxe~maxani		maːk	maka	meke	maqai̯̯		mak	maka	maʦ	maka	maːk		maka~mika	maha~amha		maka
GIVE_4					utːu								roː~doː	ovi					utːu					utːu										
GIVE_5																																	nutuɡai̯̯	
GIVE_6																															hiliwa			
GIVE_7							tatɨste																											
GOOD_1																									jirjixkɨː									
GOOD_2																														tihøvkui̯̯				
GOOD_3															tuʔuri																			tuʔi
GOOD_4										hopi				loovi																				
GOOD_5								deni																								tɨwɨ		
GOOD_6							reʔen																											
GOOD_7																											nai̯̯den							
GOOD_8					ʦaːtɨ														ʦau̯̯ntɨn	seu̯̯ɡatu				ʦaːntɨn										
GOOD_9	aʧae̯		haɨ̯̯																				aʔai̯̯			aju							atːɨ	
GOOD_10				kʷaltik					kʷali							ʦawu											nana	kʷaliː	sap					
GOOD_11												ijari																						
GOOD_12												ai̯̯rɨa																						
GOOD_13																					ahwijak													
GOOD_14						aʧiʔa															jek													
GOOD_15		ɡaʔra											piʃaː				pisːa~pisa	bei̯̯ɡa													kimwa~kiwar			
GOOD_16							ʃaʔapɨʔɨn																											
GOOD_17											kaweruma																							
GREEN_1																		tudːoɡui̯̯		stɨːdoɡ									sʧɨːdaɡi					
GREEN_2																														takaːpiʔ				
GREEN_3				kiltik																														
GREEN_4					epe																													
GREEN_5												ciu̯̯raɨ̯̯je																						
GREEN_6																							rou̯̯ʔn											
GREEN_7			sawaka			xwavi				sakʷa					siali				sakʷa			ʃui̯̯				sakʷa							sakʷakatɨ	siali
GREEN_8		sijoname									sioname																							
GREEN_9								sidei̯̯																			sidŏi							
GREEN_10																															njokar			
GREEN_11							ruʔara																											
GREEN_12													puhiɡidɨ																					
GREEN_13																	puhi							pui̯̯										
GREEN_14																puhituwa																		
GREEN_15																																hulʔhulʔ~uːhulʔhulʔ		
GREEN_16				sosowia					ʃoʃoktik												ʃuʃuwik							ʃoʃoktiːk						
GREEN_17														kunoknuʃ																				
GREEN_18																									momduraʔ									
GREEN_19	tukvaʃnekis																																	
HAIR_1					papi																												paakipi	
HAIR_2																			pampipːɨh															
HAIR_3																								pankasɨ										
HAIR_4	julukal																																	
HAIR_5			tocipɨʔapɨ																															
HAIR_6		ɡupa		ikpa			kɨpwa				kupa	kɨpa						ʦupe							kup									
HAIR_7																							ʔajɨʔ											
HAIR_8										høːmi						woø										pɨːaː				pwan	womor~womanr	ʦomoːl		
HAIR_9				ʦont͡ɬi					ʦonːti				ʦopivɨ		ʧoonim		ʦopːɨhɨ				ʧun	ʧon						ʦont͡ɬiː						ʧoni
HAIR_10																				moʔo									moʔo					
HAIR_11						ju~jul		mo						juːla													mo							
HAIR_12																											muʧit							
