	Central Pomo	Central Yana	Chimariko	Cocopa	Eastern Pomo	Highland Chontal	Ipai	Karok	Kashaya	Mohave	Northeastern Pomo	Northern Pomo	Northern Yana	Seri	Shasta	Southeastern Pomo	Southern Pomo	Tipai	Yahi	Yavapai
FISH_6								fiʃ												
FLY (MOVE THROUGH AIR)_1								ikxip						kkap						
FLY (MOVE THROUGH AIR)_2															rúːhukaʔ					
FLY (MOVE THROUGH AIR)_3						dijˈuʔma														
FLY (MOVE THROUGH AIR)_4		pa							ʧa				pa			ʦal	haʧːa		pa	
FLY (MOVE THROUGH AIR)_5										ijerk										βjˈaˑri
FLY (MOVE THROUGH AIR)_6				man			wəman̪~uman̪													
FLY (MOVE THROUGH AIR)_7	pʰde				pʰuːdˈiːl							pʰidˈe								
FLY (MOVE THROUGH AIR)_8											hˈeːwit̪in									
FLY (MOVE THROUGH AIR)_9			tu																	
FOOT_1		lalla											lalla						lalla	
FOOT_2	kʰma				xaːmˈaː				qʰama		kʰˈama	kʰamˈa				χman	kʰˈaːma			
FOOT_3			hˈupʰːo											itˈoaː	ʔákʼːus					
FOOT_4				ʔimˈiː		lˈaʔmis	əmilʲ			iːme								miː		mˈi
FOOT_5								fíθih												
FULL_1		panʔiː											paʔniː						paʔniː	
FULL_2						nˈamma						haʧʼa								
FULL_3																χˈat̪emat̪				
FULL_4				ʧpuɾ			t̪əmuɹ			tapeːsm								t̪əmʔˈur		tmpˈiri
FULL_5	ʃtʼutʼ				pʼˈit̪ʼ				ʧutʼaːq											
FULL_6														kpokt						
FULL_7			hiʦʼʲˈolam																	
FULL_8								axjaɾ												
FULL_9																	ʔˈahjakʼ			
FULL_10															kʼahutíknaʔ					
GIVE_1										ajm~aajm										
GIVE_2											hˈoːn									
GIVE_3			hˈawut																	
GIVE_4															táwiːk					
GIVE_5		halʦawau											halʦawau							
GIVE_6	daːkˈa				diːqˈaː				dihqa			dikˈa				ʔaqa	dˈihka			
GIVE_7							winʲ							ˈiːkɛ				iɲ		
GIVE_8				iː				êːh												ʔˈéˑ
GIVE_9						debˈiʔiʔma														
GOOD_1				pxʷaj																
GOOD_2								jaβ												
GOOD_3			hisˈiʔtʼa																	
GOOD_4															kʼárisːáʔ					
GOOD_5						ʔˈakʼa	ʔəxan̪			ʔahotk~ʔahoːtk								ʔiːxˈan~xan		ʔhˈáni
GOOD_6														kˈiːpɛ		ʦʼimˈa				
GOOD_7		ʦʼupʔ											ʦʼupʔ						ʦʼupʔ	
GOOD_8	kʼdi				qʼoːdˈij				qʼoʔdi		kʼˈudi	kʼidˈi					kʼˈoʔdi			
GREEN_1					ʦʼaːbˈaʦʼaːbˌakʰ											ʦʼijaʦʼija				
GREEN_2				xpsiw			xəpəʂiw			havasuːk								xəpʃˈiw		hˌaβsˈuˑwi
GREEN_3	ʦʼaːkʰˈil								ʦʼaqʰaːla			ʦʼakʰˈatʼ					ʦʼˈahkʰil			
GREEN_4											ʧamˈoron		taʦʼkaisa						taʦʼkaisa	
GREEN_5						ʔaʃwˈajɡa														
GREEN_6			hˈimamsuʔ																	
GREEN_7														kˈoːiɬ						
GREEN_8								θúkinkuniʃ												
GREEN_9															ʔéːriʧúmpaxiʔ					
HAIR_1					muːsˈu					iʔe~ɲiʔe										
HAIR_2				mxʷaɬ		ɬˈaʍak								iɬˈit						
HAIR_3							xəɬʲt̪aː											ʎ̥t̪a		
HAIR_4															ʔíːnax					
HAIR_5	ʔeː		hˈimːi						heʔe		hˈele	ʔe				ʔej	hˈeʔːe			
HAIR_6		kʼujulla											kʼujul						kʼuʔjulla	
HAIR_7																				qwˈawa
HAIR_8								ífunih												
HAND_1									ʧohʃo		t̪ˈohʃo									
HAND_2						lamˈane									ʔápka					
HAND_3		talla											talla						talla	
HAND_4	t̪ʰna		hˈitʲa~hˈiʦʲa	ʔiʃˈaːʎ̥	biːj̥ˈa		əsaɬʲ			iːsaʎ		t̪ʰanˈa		ˈinoɬ		at̪ˈan	t̪ʰˈaːna	ʃaʎ̥		sˈal
HAND_5								tíːk												
HEAD_1								axβâːh												hˈúː
HEAD_2									hoʔt̪ʼo									ʎ̥mu		
HEAD_3		tʼalʔaina											tʼalʔaina							
HEAD_4				mkuɾ																
HEAD_5	ʃnaː				kʰaːjˈa					ʧuksa~ʧuska	t̪ˈinaː	ʃˈinaː			ʧaːráw	xijˈa	ʃinːa			
HEAD_6						ɬˈaʍak	xəɬʲt̪aː							iɬˈit						
HEAD_7			hˈimaʔ																	
HEAR_1			χˈukejat																	
HEAR_2								θitiβ												
HEAR_3	ʃoːʧ	kaː			ʃoːkʰ				ʃoːʧ			ʃoːʧi	kaː	kiː		xkʼo	ʃoːʧi	ʔip	kaː	
HEAR_4				ʔiːʔˈiːp			jip			aʔavk										ʔˈêˑβi
HEAR_5											ʃˈimit̪									
HEAR_6															kwíkhjawik					
HEAR_7						diɡjˈehʔma														
HEART_1				ʔijˈaːj						iːwa										iˑwˈáˑja
HEART_2							iːʧix							ˈimoʃ				iːʧˈaʃ		
HEART_3								iθβaːj												
HEART_4	kʰam				saːmˈaːj							kʰam								
HEART_5											kʰamʃeme									
HEART_6															ʔíwaːsúrʔ					
HEART_7		ʦukuʦʼi											ʦukʼutʦʼi							
HEART_8									ʦʼuhkul							ʦʼukut̪	ʦʼˈuhkun			
HEART_9						ɬonʃˈahmaʔ														
HEART_10			husaʔanʧeːi																	
HEAVY_1				ɲix			wən̪ix~wən̪ax	máːθ		ineːh~ineːθ			miʦa					nix		nˈoˑ
HEAVY_2																			ʦʼaʔwiʦa	
HEAVY_3			himita																	
HEAVY_4					xaːlˈikʰ															
HEAVY_5															ʔiʧkákʼ					
HEAVY_6														kmˈotɛt						
HEAVY_7																ʔtʼˈeʔkit̪				
HEAVY_8						ʔaɡˈundaʔ														
HORN (ANATOMY)_1	ʔa			kʷa	ʔa		əkʷaː		haʔa		ʔa	ʔa				ʔa	hˈaʔːa			kʷˈá
HORN (ANATOMY)_2										iːkʷe										
HORN (ANATOMY)_3						lˈeɡaɬ									wáːpaʔ					
HORN (ANATOMY)_4								βêːhʃuɾ~βêːʃuɾ												
HORN (ANATOMY)_5		weːju											weːju						weːju	
HORN (ANATOMY)_6			hˈuwesʲ																	
HORN (ANATOMY)_7														itˈaːmaɬka						
I_1			nˈoʔot																	
I_2						ʔijˈaʔ														
I_3		aiʔniʦa											aiʔniʦa						aiʔniʦi	
I_4	ʔaː				haː				ʔa		ʔaː	ʔaː		ʔɛ		ʔa	ʔˈaːʔa			
I_5				ɲaːʧ			ʔənʲaːʧ			ʔiɲeʧ								ɲaːʧ		ʔɲˈaʧi
I_6	t̪oː				wi			náː	t̪o		ʔˈaht̪o	t̪oː			jaːʔa	wit̪	ʔat̪ːo			
KILL_1		ʔamʔʦi					aːmuːʧ						ʔapʔʦi					aːmˈuːʧ	ʔapʔʦi	
KILL_2				nak	ʃaːkʼ			ijkaɾ						kikʷ						
KILL_3	haːkʼˈuːm								pʰakʼuːm											
KILL_4											kʼˈamanan	ʧaban								
KILL_5			hˈakʰo																	
KILL_6										tapujm										
KILL_7																	mihjˈana			nˈéhi
KILL_8																mudˈoqa				
KILL_9						dimˈaʔaʔma														
KILL_10															kʼwíʧkaxáwiːk					
KNEE_1			hitxanimaxa																	
KNEE_2													hiːwakinna							
KNEE_3								páθak								qʼadˈa				
KNEE_4												jaːsˈis							pʰuːtikʼi	
KNEE_5										iːmemipuk								miːnəpˈuk		mipˈúk
KNEE_6											ʃˈiʔkʼˈono				ʔíʧʼːipka		sinːˈot̪ːa			
KNEE_7	snoː				qʼuːt̪ˈul		məxət̪un̪~xəmət̪un̪							iɸɬk						
KNEE_8									moqʰoː											
KNEE_9						ɬeŋˈone														
KNEE_10				ʔimˈiːtaːkˈaːɲ																
KNOW (SOMETHING)_1				ʔuːjˈaː														uːjˈaːw		
KNOW (SOMETHING)_2															tiːwáːjkʼahaːʔ					
KNOW (SOMETHING)_3						ʔiʃˈinaʔ														
KNOW (SOMETHING)_4									ʔduːʧiʧʼ											
KNOW (SOMETHING)_5																	hiʔduʧːˈed			
KNOW (SOMETHING)_6										suːpawm				kˈija						spˈo
KNOW (SOMETHING)_7			hˈiʦʼahu										tiʦipa							
KNOW (SOMETHING)_8	jaqʼ															fdˈiqa				
KNOW (SOMETHING)_9							n̪uɹ													
KNOW (SOMETHING)_10								áːpunma												
KNOW (SOMETHING)_11					meːʔˈel															
KNOW (SOMETHING)_12												ʃaː								
LEAF_1				wal			ʔəjaɬ													
LEAF_2								sáːn		hamaʎ					xanːár					
LEAF_3			hitaxai								t̪ˈuʔt̪ʼa									
LEAF_4	stʼal				siːtʼˈal									istx						
LEAF_5									ʃihpʰa			ʃapʰˈa					ʃiːma			θˈéqa
LEAF_6													tʼaːpʰalla			kˈiqt̪a				
LEAF_7						libˈela														
LIE (REST)_1						ɡunˈowja														
LIE (REST)_2														koːm						
LIE (REST)_3				jak			jaq			iðikk								jak		jˈâki
LIE (REST)_4	mti	murul			mer				miti		mˈeːre	mitˈi	murul			mat	miːti		murul	
LIE (REST)_5															ríʦaːʔ					
LIE (REST)_6			haʧˈuːtat																	
LIE (REST)_7								ijɾúːhɾiβ												
LIVER_1		ima											ima						ima	
LIVER_2			hˈusi																	
LIVER_3															ʔéːpsi					
LIVER_4								βáfiʃ						ˈijas						
LIVER_5				ʧpuʂˈu			ʧəpəsiː			ʧavuθiː								t̪əpsˈi		ʧβθˈiˑ
LIVER_6	ʃaːlˈaː				kʰaːl̥ˈal	ɬˈada			ʧahlaː		ʧʰˈalaː	ʃˈalaː				ʃlal~ʃlala	ʧˈalha			
LONG_1						ʔidˈoɡi														
LONG_2														kˈakʷsχax						
LONG_3		ʦul											ʦul						ʦul	
LONG_4					baːkˈil											biʦˈil				
LONG_5	kol			kuʎ̥			ʔəquɬ		ʔahqol	ʔakʲuːʎm	kˈolon	kol					ʔˈahkon			kʲˈuˑli
LONG_6								βâːɾam												
LONG_7			hˈiʦʰʲut																	
LONG_8															ʔúkːaxáwhiʔ					
LOUSE_1				ʔiʔˈiʎ̥						ɲiʔiːʎ										hʔˈel
LOUSE_2	ʧi				kiː			aʧiːʧ	ʔahʧi			ʧi					ʔˈahʧi			
LOUSE_3							əmiɬʲ								ʧʼiːtákʼ	ʦin				
LOUSE_4											t̪ˈikaː		ʦina							
LOUSE_5						ɬˈajɡwi														
LOUSE_6														iː						
MAN_1		hisi											hisi						hihsi	
MAN_2								áβansa								ʦˈawi				
MAN_3						ɡˈalʃans~ɡalʃˈans														
MAN_4					kaːkʰ									ktam						
MAN_5	bˈaja								hiʔbaja											
MAN_6																				pˌaˑhmˈija
MAN_7			ˈitʼʲi~ˈiʦʼʲi	ʔapˈa						ʔiːpa	bˈiki						ʔˈaʧːaj	ʔiːpˈa		
MAN_8							ʔiːkʷiʧ													
MAN_9												baː								
MAN_10															ʔawatíkhwaː					
MANY_1				ʎ̥aj														ʎ̥aw		
MANY_2								táːj							ukːarí					
MANY_3	t̪ʰˈedu																			
MANY_4		tatʔ											tatʔ						tatʔ	ʔtˈe
MANY_5										ʔapaʎm										
MANY_6									batʰeː		bˈahtʰe	batʰˈe				bitˈeqa	bˈahtʰe			
MANY_7						ʔaʃpˈeʔ														
MANY_8							xəmiːj~ʔəxmiːj													
MANY_9			hˈitat~hˈitʼam																	
MANY_10														kˈatχo						
MEAT_1				ʔimˈaːʧ																
MEAT_2															ʔaráwʔ					
MEAT_3			ˈaʔa					íːʃ												
MEAT_4													pasi						pahsi	
MEAT_5														ipχˈasi						
MEAT_6							kukʷaːjp			kʷiːkʷaj~kiːkʷaj										
MEAT_7	pʼʃe				biːʃˈe				bihʃe		bˈehʃe	biʃˈe				bxe	behʃe	kʷak		
MEAT_8																				kʷˌeˑθˈoβa
MEAT_9						liʃˈikʼ														
MOON_1			ˈala~alla									da								
MOON_2				xʎ̥ʔa			xəɬʲaː			haʎʔa										hlˈa
MOON_3	lˈaːʃa								qʼalaːʃa				wakʼaːra				ʔalːˈaːʃa		wakʼaːra	
MOON_4						ɡalmˈut͡ɬʼa														
MOON_5					duːwˈelˌaː											ʔeweda				
MOON_6											dˈuwedakaː									
MOON_7														ˈiːʃaχ	ʧʼúːwar					
MOON_8								kúːsɾah												
MOUNTAIN_1							mat̪ət̪aj											matkʷat̪ˈaj		
MOUNTAIN_2		ʦiːkalla											ʦiːkalla						ʦiːkalxi	
MOUNTAIN_3						ɬiʍˈala					wˈiʃaː									
MOUNTAIN_4														ʔast						
MOUNTAIN_5			ˈawu	wiː						ʔaviː										ʔwˈíˑ
MOUNTAIN_6	daːnˈo				daːnˈo				dono			danˈo				kno	dˈoːno			
MOUNTAIN_7															wákːwe					
MOUNTAIN_8								túːjʃip												
MOUTH_1							aː											aː		
MOUTH_2	ha			ʔijˈa						iːja		ha								jˈa
MOUTH_3			hˈawa								hˈamo									
MOUTH_4						lˈaɡo			ʔaha								ʔˈahːa			
MOUTH_5															ʔáw					
MOUTH_6		palla																	palla	
MOUTH_7					xˈaʦʼiːda											χˈast̪o				
MOUTH_8								apmaːn												
MOUTH_9														itˈɛːn						
NAME_1		ʦeːjauna											ʦeːjauna						ʦeːjauna	
NAME_2						laftˈine														
NAME_3														itˈaːsi						
NAME_4															kʼeːkwájik					
NAME_5																	ʔahʃiːjaw			
NAME_6									ʃihʧimaːʧʼ											
NAME_7				muʎ̥						imuːʎ										mˈul~mˈol
NAME_8								iθβuj												
NAME_9	ʃi				ʃi						ahʃˈin	ʃi				xi				
NAME_10							ʧəxiʧ													
NEAR_1										ipanm										ipˈé
NEAR_2														ʔantˈaχɬ	ʔamːáx					
NEAR_3				xɾpaj	t̪ʰiːbˈal		xəlʲəpaj											xəʎpˈaj		
NEAR_4		kʼaʔnai											kʼaʔnai						kʼaʔnai	
NEAR_5						ʔasˈerka														
NEAR_6								ûːmukiʧ												
NECK_1													tulla						tulla	
NECK_2			hˈikːi							maʎaqe		kʰu								mlqˈí
NECK_3					qʼoj											qʼoj				
NECK_4	mja								mihja								mˈihja			
NECK_5				mpuk			iːpuk~əjəpuk								ʔíkʼːuk			iːpˈuk		
NECK_6						ɬˈahokʼ		βúːp						jaːp						
NECK_7											hˈuʔkʼa									
NEW_1							wəxaj													
NEW_2														kmaːkiːʔ						
NEW_3								píːt		mapiːθ										
NEW_4	ʃwej				ʃiːwˈej				ʃiwej		ʃˈewej	ʃiwˈej					ʃˈeːwej			
NEW_5			ˈamani~ˈamanit	xaɲ		ʔaʦʼˈe										qe				
NEW_6																				iβmˈû
NIGHT_1															ʔapxáː				pahsi	
NIGHT_2			hˈimːi~hˈimːe	ʧɲam						tiːɲam								t̪iːɲˈam		hiˑpˈaˑ
