	Cahuilla	Central Tarahumara	Chemehuevi	Classical Nahuatl	Comanche	Cupeño	El Nayar Cora	Eudeve	Highland Puebla Nahuatl	Hopi	Huarijío	Huichol	Kawaiisu	Luiseño	Mayo	Mono	Northern Paiute	Northern Tepehuan	Panamint	Pima Bajo	Pipil	Pochutec	Serrano	Shoshoni	Southeastern Tepehuan	Southern Paiute	Teguima	Tetelcingo Nahuatl	Tohono O'odham	Tongva	Tubar	Tübatulabal	Ute	Yaqui
ASH_6																												tlakoneʃtliː						
BARK_1		eɡoli																					qoʦ		kom									
BARK_2															beewa																			bea
BARK_3		kuhe									kahe																							
BARK_4																										asiaː						opit~opun		
BARK_5										ʦiipɨ				taaʧi							juwajo												siʔaːpi	
BARK_6			asiaʔa										asiavi																					
BARK_7				eʔwaːtl				beɡuat	eːwat									hilidaɡa		ɨlidaɡ							bewat		ɨldaɡ	axoːxoʦ				
BARK_8	taʧal					ʧalal																												
BARK_9	taʃʔa						kucapeʔe									woʔaɡːapɨ															ulapet			
BARK_10																					ijewaju							jewajutl						
BARK_11					poʔa												puʔa		poʔa					poʔan										
BELLY_1				iʔtetl																	ihti							hte						
BELLY_2								siɡuat																			siɡua							
BELLY_3						ʂaʔi	ʃai̯e	panza									siː																	
BELLY_4			sapːɨ		sapːɨh								sapɨi̯vɨ											sapːɨh		sapːɨ						ʃapuʃt	sakoipi	
BELLY_5										pono									punu															
BELLY_6	teʔily																													xoːnen~xoːnon				toʔona
BELLY_7																															njolir			
BELLY_8		ropa									tohpa			teeʔla	topːa								toːʔ											
BELLY_9							huka					huka						voca		voːk					bok				woːk					
BELLY_10								boa	poʃ							ɡohi	kohi																	
BELLY_11												ijamuja																						
BIG_1																papa	papa																	
BIG_2					pia														pia					pia		pia								
BIG_3										wɨːjoqa	weruma	epɨpa~epɨnena																				eɡeːwan		
BIG_4				weːi̯~weʔ				huei̯	weːji					jot							wei̯	wjom			ɡəʔ			bi̯ejiː			wee			
BIG_5																		ɡu~aɡu									ɡue							
BIG_6			hokːo				veʔe						woko							ɡɨʔɨd									ɡɨʔɨ					buːʔu
BIG_7		waʔlu													bweʔuru~bweere																			bweʔu
BIG_8																														jooiʧ				
BIG_9						ai̯ʔaniʃ																	atiɨ̯ʔaʦ											
BIG_10																																	apatːɨ	
BIG_11	amnaʔa																																	
BIRD_1												wi															ʧi							
BIRD_2																		uruɡui̯																
BIRD_3							pinaʔa										hucipa																	
BIRD_4	wikikmal					mukikmal		viqui̯tz						iheŋmal																				
BIRD_5		ʧuluɡi	wiciʔici						toːtoːciːn		ʦuʔruki		wizikizi							uʔuviɡ									uʔuw̥iɡ				wicici	
BIRD_6				toːtoːtl																	totoʧ	tutut						tututl				ʧikiːt		
BIRD_7					kuʦːuː					ʦiro		wiki			wiːkit	ʦiːpːaʔ		uːɡːui̯					wicit	hui̯ʦːu		wicɨ				ʧiʔuː				wiikit
BIRD_8																									uiʔ									
BIRD_9																															kolo			
BIRD_10																			kasakantin															
BITE_1		iʔki																														ɨːɡɨ		
BITE_2												ke																			ke			
BITE_3	keʔ		kɨʔi			qɨʔɨ	ʧeʔe			kɨːki		kei	kiʔi	koʔi			kɨʔi~kɨi̯			kɨʔɨ			kɨːʔ			kɨʔi			kɨʔi				kɨʔi	keʔe
BITE_4				kecuma~kehcuma	kɨccia				keːhcoma		kiʔcu				keʔeje	kɨhjɨ			kɨcciʔa					kɨcciʔa				kecoma						
BITE_5								nequen~queen										ʦuui̯~ʦujanta~ʦujui̯							kɨjaʔ		qui̯quja					kɨi̯ʔɨt		
BITE_6																					tankʷa													
BLACK_1				tliltik					tiːltik																			tliltiːk						
BLACK_2						tula										tumːu	tu	tuco~tucu		stuk					ʧuk	tuy			sʧuk			tuːɡu~uːduːɡu		
BLACK_3					tuhupihtɨ					qøymviwsaʔ									tuːppihtɨ					tuːppihtɨn										
BLACK_4								sovei̯				juwi~pujuwi															sovai̯							
BLACK_5		ʧokame									ohconame																							
BLACK_6																							tɨnaːraʔn										tuukːwatɨ	
BLACK_7			tupːaka				ʃuʔumwa						tuhukʷidɨ	juvatai̯	ʧukuli						puʃawak									jupiːxaʔ~jopiːxaʔ	tokur			ʧukui̯~ʧukuli
BLACK_8	tulnek																																	
BLOOD_1															ohbo																			ohbo
BLOOD_2				estli					esti												ehti	est						jestliː						
BLOOD_3		la								ɨŋwa	ela																				ava	ɨkʷa		
BLOOD_4	eu̯ily							erat						ou̯la				iːrai̯		ɨːʔɨr			ɨːʈ͡ʂʈ͡ʂ		ɨɨr		herat		ɨːʔɨɖ					
BLOOD_5																															arat			
BLOOD_6							ʃuureʔe					zurija																						
BLOOD_7			paɨ̯pːi		pɨːppin								pɨːpi			paː	pɨːpːi	vure	pau̯ppin					pɨːppin		paɨ̯							paapːɨ	
BLOOD_8																														xai̯n				
BLOOD_9						ɨw																												
BONE_1																						ot	oːʦ									on		
BONE_2		oʔʧi						hoɡua		øːqa	oʔa	ume			otːa	oho	oho			oːʔo						oho	oɡua		oːʔo		ola			ota
BONE_3																		oo							aoː									
BONE_4																															o			
BONE_5			ohopi										ohovɨ																				oopɨ	
BONE_6					ʦuhni														ʦuhmi					ʦuhni										
BONE_7							kari																											
BONE_8	teʔily					tiʔil																								ʔeːʔin				
BONE_9				omitl					oːmit												umit													
BONE_10																												miːmiːtetl						
BONE_11																											ramohudura~ramoɡui̯tzura							
BONE_12																															hotarak			
BONE_13														kulaawut																				
BREAST_1				ʧiʧiwalli					ʧiʧiwaːl												ʧiʧihwal							ʧiʧiːwal						
BREAST_2						pi		viːt						pit									piʔ							pin		piːl		
BREAST_3	pily		pihi		pici		ʦiʔime			piihɨ	piʔwa	ʦicu	pihivɨ		pipːim	piciʔ	piciʔi~pica	vipːi	pici	vipi				pici	βipiː	piːci			wipi		wimur		piipɨ	pipːim
BREAST_4		kaso																																
BREAST_5																									tor									
BURN (SOMETHING)_1															beete																			beete
BURN (SOMETHING)_2																pita																		
BURN (SOMETHING)_3	kina					kiʔni																						ʃutla						
BURN (SOMETHING)_4			kucikːi											ʧujai									huʔai̯			kuʦːɨa								
BURN (SOMETHING)_5									toːneːwi																									
BURN (SOMETHING)_6				tlatla																								btlatɪa						
BURN (SOMETHING)_7																					tati~tatia	tati								vireːk				
BURN (SOMETHING)_8							taː					ta~tai̯															tʰa							
BURN (SOMETHING)_9	naʔ		naʔi										neʔe	naʔ			nai̯~naʔi									naʔai̯n							naʔai̯	
BURN (SOMETHING)_10					weha														wai̯ja					wai̯hja										
BURN (SOMETHING)_11		raha						tahan			tahai̯																				taha~tasa	ʦama~anʒama		
BURN (SOMETHING)_12																		mui̯		mɨhɨ					mɨi̯m				mɨhi					
BURN (SOMETHING)_13										ɨwi																								
BURN (SOMETHING)_14		i																																
CLAW_1																							waʈ͡ʂ							ʧur				
CLAW_2				isteːtl																	istit									esʧut			wəkːuci	
CLAW_3	salul					ʂulʔa								ʂulat																		ʃulunt		
CLAW_4					sito											situ	sasito		masitu					sitoːn										
CLAW_5		sutu					sɨtʲe	sutut	sti	soki	suhtu	zate~zɨte						jutud		hutː~huht					jut	ʃɨcu	xutu~sutu	ste	huːʧ					sutu
CLAW_6			tasicoʔo										taʃtoʔobi		sutukoʧoʔo																			
CLAW_7																															alapor			
CLOUD_1		nori														toø							woːŋt											
CLOUD_2				miʃtli				mosit	miʃti												mistil							meʃtl			mosit			
CLOUD_3															naːmu																			naamu~naamuːk
CLOUD_4							ai̯tɨri					hai̯witɨri																						
CLOUD_5					tomːoakatːɨ																													
CLOUD_6			pakɨnapɨ										kɨnavi						pakɨnapːɨh					pakɨnapːɨh		pakɨnapɨ								
CLOUD_7																				tɨvaːɡ					tɨbaːʔ				ʧɨwaɡi	akʷaːkin		paːʃuːmist		
CLOUD_8														tuviiʃ																				
CLOUD_9						temin					tomoari																							
CLOUD_10																	kumi																	
CLOUD_11										oomawɨ																								
CLOUD_12																		jicome									ryruɡæi							
CLOUD_13	wewniʃ																																uwatːipːɨ	
COLD_1				ictik																								ictiːk						
COLD_2	jui̯ma	rula				jui̯					tula																							
COLD_3												haɨ̯tɨze		pituptuʃ																				
COLD_4													situʔwidɨ																					
COLD_5			sɨjaʔi~sɨtːuʔi		ɨi̯cɨʔi				seseːk						sebːe	ɨcɨʔɨ	ɨcɨʦːɨ	jupidi	ɨi̯cɨi̯	shɨːp	sesek			ɨi̯cɨʔi	xɨp				shɨːpid	ʂuvoʔ	seve	ʃɨːbt~ɨʃɨi̯p	sijaʔi	sebe~seebe
COLD_6										sɨːsɨŋwa																								
COLD_7																										ʃɨppɨta								
COLD_8																							ɨcɨ				utːe							
COLD_9								uteen																										
COLD_10							kɨmwahraraʔa																											
COME_1	nek					nɨqɨ																									heko			
COME_2							nʲe																								hase			
COME_3																				dada									dada					
COME_4																		duduvia		divia									jiwia					
COME_5			pipːicɨ										pidɨ													piʧɨ							pici	
COME_6																				abhim					bʱajim				abhim			iŋɡim		
COME_7				waːllau̯~waːlːaː~wiːʧ	kimːa				wiːcawiʦ~waːlaː~wiːʧa	peewiʔ						kimːa	kimːa		kimːa		wiʦ~waːlaːh~wiːʧ	wala~wiʧ	kimai̯	kimːa				ibiʦ~wøla~biʧ		kimaː		kim		
COME_8											ena																vena							
COME_9		nolina										nua																						
COME_10								hueren																										
COME_11														haqwaaʧi																				
COME_12																															komu			
COME_13															aʔaboweije																			
COME_14																																		kaate
DIE_1			jaʔikːwaʔi										ʔanaːʔikʷeː~tupakikʷeː~juweʔekʷeː																					
DIE_2					tɨjai̯														tiai̯					tiai̯										
DIE_3						qaawɨ											jai~jaʔi									jaʔai̯							jaʔai̯	
DIE_4														mokan				mumuke					mɨmɨʔq							mojoːk				
DIE_5	muk	muku		miki			mɨʔɨ	mucuni	miki	mook	muɡui	mɨ			muːke					muːk	miki				mukiaʔ		myʦ	miːkiː	muːk		hoː~huː	muːɡ		muuke~muke
DIE_6																		muanta																
DIE_7																etaː																		
DIRTY_1								isnariteri																										
DIRTY_2																				sivaɡui̯di														
DIRTY_3	seljaxama										ohcorewaeme																		sbiːtaɡim					
DIRTY_4				kacaːwak			ʧuaːmwa			iceheʔe															ikoraʔ									oʧoko
DIRTY_5						silyɲinɨ							tocaːɡadɨ	kʷilali	ʧiʔiʧa			duburi	tuːʦːaːpːɨh					tuːʦːaːpːɨh			sutepora~surevura			tyhovit		tuɡuːbiʃɨt~utuɡuːbiʃ		
DIRTY_6		suɡu	tuca		tuːcaː~tuʦːai̯											toʦabi	tuʦːaː		tuʦːai̯		ʦil		coːqav			tieːra~polvo~barːo~sucio								
DIRTY_7																											usa							
DIRTY_8																																	paasana	
DOG_1																				ɡoɡs									ɡoɡs					
DOG_2	awal					awal								awaal																				
DOG_3					sariː												satɨʔɨ							satiː		satiː							satici	
DOG_4																			isa															
DOG_5			waʔacuku														sokopukːu~sokopːukːu	ɡoɡosci	isapunku						ɡaɡoːx									
DOG_6				ʧiːʧiː			ʦɨʔɨ	ʧutzi		pooko	ʦuhcuri	ʦɨka			ʧuːʔu	pukːu					pelu						ʧitːa	ʧiːʧiːtu		wuʃi	ʦucu	punku		ʧuuʔu
DOG_7		koʧi	punkuːci										puɡuzɨ										kuciʔ											
DOG_8									iʧwiːnti																									
DRINK_1												i																						
DRINK_2																		iut																
DRINK_3				aːtliː					aːtiː									iːbi										øtli						
DRINK_4											ihi														ija						ihe	iːʔɨː~iːʔɨt		
DRINK_5							jeʔe								heʔeje																			heʔe
DRINK_6			hipi		hivi								hivi			hipi	hipi~hipːi		hipi	iʔi				hipi		ipi							ipi	
DRINK_7								hian~hiahi		hiiko																								
DRINK_8								hi				je															hi				he			
DRINK_9							ʔi																											
DRINK_10																					kit													
DRINK_11	pa	bahi				paʔ						hare~hari		paaʔi									paːʔ						wasib	paa				
DRINK_12																		janta																
DRINK_13																												koni						
DRY_1			tapasɨ										tavasteːd													tapaʃu							tapasɨpːɨ	
DRY_2					pasa												pasːa		pasa					pasa										
DRY_3																																awak		
DRY_4	wax	waki				waxɨ	waʧi				waɡi	waki			wakia					sɡak	waki	wak			ɡak			wahkiː	sɡaki					wakia
DRY_5				iːʃwaːkki				huaqui̯	waːjik	laaqu				awaxve																				
DRY_6																							awaːkiʔ							ahoːkin		waːɡɨt		
DRY_7																pasahkɨʔ		ɡaqui̯dade																
DRY_8																															moronir			
EAR_1													naɡavivi											nenkih										
EAR_2																																	nɨkːapɨ	
EAR_3	naqal			nakaːstli			naʃai̯	nakat	nakas						nakːam						nakas	nekest	qavaʦ					nakas			nakar			
EAR_4		naka	naŋka		naki	naqʔa				naqvɨ	nahka	naka		naqla		naqːa	nakːa	naːka	naŋki	naːk					nak	naŋkapa	naca		naːk			naŋhal		naka
EAR_5																														nanax				
EAR_6																		tucai̯daraɡa																
EAR_7								queisiven																										
EARTH (SOIL)_1															bwija																kvirat			bwia
EARTH (SOIL)_2		wee					ʧwe				weʔe	kʷie																						
EARTH (SOIL)_3					sokovi														sokopi					sokopːɨh										
EARTH (SOIL)_4														exla																				
EARTH (SOIL)_5			tɨpipːi							tɨckʷa			tɨbiʧɨ			tɨpi	tɨi̯pːɨ~tiːpɨ	dubure		dɨvɨi̯r					dɨbɨr	tɨpɨ			jɨwɨɖ				tɨpɨpːɨ	
EARTH (SOIL)_6				tlaːlli					taːl												tal	tal						tløliː						
EARTH (SOIL)_7	temal					tɨmal		tevat															tiɨ̯vaʈ͡ʂ				tevet			øxar~oːxar~tuvar		ʃuwaːl		
EAT_1														naaʧuxun																				
EAT_2																		aneancoai̯																
EAT_3															bwaʔaje																			bwaʔa
EAT_4		ɡoʔa									koʔa									koʔa									koʔa		koa			
EAT_5			tɨkːa		tɨkːa											tɨkːa	tɨkːa~tɨka		tɨkːa					tɨkːa		tɨkːa						tɨk~ɨtɨk	tɨkːa	
EAT_6									takʷaː				kaʔa																					
EAT_7	kʷaʔ			kʷa		kʷa	kʷaʔa	hibaːn~ba				kʷa									kʷa	kʷa	raːkʷ~kʷaʔi					kʷa		ikʷaa				
EAT_8												kɨme															ɡuæ							
EAT_9										sowa										huɡ					juɡiaʔ									
EGG_1				tetl																														
EGG_2							taʔu																											
EGG_3																												tutoltetl						
EGG_4																					tesis													
EGG_5		kaʔwa									kaʔwa				kabːa																			kaba
EGG_6						paɲiʔat		acavora																										
EGG_7			nopːapi									tawari	nopavi																				napːaapi	
EGG_8	weevuʔ																								nanoː					xaːxen~xaːxin	netelur			
EGG_9					nojo					nøhɨ						nojo	noho	nono	nojo	nonːo				nojo		noːʔ~nupːu								
EGG_10																													nonha					
EGG_11									piotet					paanil																				
EGG_12																							pan									pompt		
EYE_1				iːʃtelolotl					iːʃtoːloːlo																			ʃtelolo						
EYE_2																							huvaːʈ͡ʂ							ʦotron	telar~tilur			
EYE_3					pui̯	puʃ											pui̯	bui̯	pui̯h					pui̯h	bui̯									
EYE_4			puʔipi										puʔivi													puʔi							pɨʔipɨ	
EYE_5	puʧily	busila					hɨʔɨ~hɨʔɨsi	vusit		poosi	pusi	hɨzi		puʃla	puːsim	pusi				vuhi							busi~vubu		wuhi	coːcon		punʒil		puusi
EYE_6																					iʃ													
FAT (ORGANIC SUBSTANCE)_1			wiːwapi	sejotl			aseiːti								manteːka																		jɨu̯pi	manteːka
FAT (ORGANIC SUBSTANCE)_2									ʧaːwak																			ʧijøwa						
FAT (ORGANIC SUBSTANCE)_3								tuspeɡua																										
FAT (ORGANIC SUBSTANCE)_4			juhi		juhu								juhuvɨ			juhu	juhu		juhu		ʃepo			juhu										
FAT (ORGANIC SUBSTANCE)_5																		ɡui̯		ɡui̯						juː								
FAT (ORGANIC SUBSTANCE)_6												wija													ɡiodaʔ		ɡui̯da							
FAT (ORGANIC SUBSTANCE)_7	wily	wiʔi				wily				wihɨ	wiʔi			wiʔ									wipt						ɡiːɡi	witaː		wipt		
FEATHER_1																	pɨhɨ																pɨtːɨpɨ	
FEATHER_2	wikily		wisiapi			wikily							wiʃiʔaːvi													wɨsia								
FEATHER_3				iʔwitl					ihwit												iuhmiju							tohmiːtl						
FEATHER_4					sia																			siapi										
FEATHER_5																				aʔanaɡ									aʔan					
FEATHER_6							ana			nakʷa		ana~anɨː~aːnːa						aːne							anaʔ							aŋaː		
FEATHER_7								hunsa						humsat													usat							
FEATHER_8		maʔsa									maʔsa				masa	qasa	kasːa		kasa				mahaːt							maːsan	masat			masa
FIRE_1	kut		kuna			kut							kuna	kut		qoso	kosːo		kuna				kut	kuna		kunæ				ʈ͡ʂaːvut		kut		
FIRE_2				tletl	kotːoːpːɨh																													
FIRE_3										ɨːwiŋwɨ																								
FIRE_4																												tlecintli						
FIRE_5							tai̯h					tai̯			tahːi			tai̯~tai		tai̯					tai̯		tʰai̯							tahi
FIRE_6									tit												tit													
FIRE_7																						tet												
FIRE_8		naʔi									naʔi																		naːda					
FIRE_9																															tahamet		naʔai̯tːɨ	
FIRE_10								te																										
FISH_1				miʧin					miʧi												miʧin	miʧom						miːʧiː						
FISH_2	kijul					qɨjul		ʦuʧut				kecɨ			kuʧːu								kihuːʦ				ʦũʧu				kicut	kujuːl		kuʧu
FISH_3		roʔci									soʔci																			kui̯r				
FISH_4			pakɨci		pekʷi					paakiw			paɡɨːvɨ			pakːwi	pakːwi	vatːosa~vatːopa	paŋwi	vatoːp				penkʷi	batop	pakɨu̯			watopi				pakɨ	
FISH_5							weʔi																											
FISH_6														anaamal																				
FIVE_1																tu																		
FIVE_2																		taːma																
FIVE_3																				utaspo									hɨtasp					
FIVE_4																								nanai̯kːih								maːhai̯jija		
FIVE_5							ansɨbi~ansɨʔ																											
FIVE_6		mari	manɨɡ		manekihtʲʔ~moʔobeʔ	nemakʷa~nanɡ		marki	maːkʷil	ʦivot	mariki		manɨɡi	mahaːr	mamni	maniɡii	maniɡiju		manɨki~manaki		makʷil	makʷil	mahæt		hiʃʧamaːm	manːiki	mariki	mɔkʷilːɪ		mahar	mamunir		manɨɡiini	mamni
FIVE_7				maːkʷiːlliʧiko																														
FIVE_8				ʧkʷa																														
FIVE_9	axnamekʷanaŋnemakʷanaŋ																																	
FLY (MOVE THROUGH AIR)_1		iʔni									niʔni																							
FLY (MOVE THROUGH AIR)_2																											ni							
FLY (MOVE THROUGH AIR)_3												wie																						
FLY (MOVE THROUGH AIR)_4														wiila																				
FLY (MOVE THROUGH AIR)_5								meen							neʔeje																			
FLY (MOVE THROUGH AIR)_6																																oːlɨt		
FLY (MOVE THROUGH AIR)_7	hiŋ		wici		jɨcɨ	jalɨ				masai̯			jozi			joʦːi	joʦːi~joʦːi		jɨcɨ				hiːɲʔk~hiːɲiʔk	jɨcɨ		nonci					hanʲa		jɨci	neʔe~niʔi
FLY (MOVE THROUGH AIR)_8				patlaːni					pataːni												patani	patan						patløniː						
FLY (MOVE THROUGH AIR)_9							raʔa											daːi̯~daːnta		daʔa					dai̯jaʔ				daʔa					
FLY (MOVE THROUGH AIR)_10										pɨːjalti																								
FOOT_1	ʔi																					ʃo												
FOOT_2				ikʃitl																	ikʃi							kʃiː						
FOOT_3							ɨːka					ɨka																						
FOOT_4						xuʧi				kɨkɨ		keta				kɨkːɨ	kɨkɨ																	
FOOT_5																																ɨŋɡɨl		
FOOT_6									meʦ																					nev				
FOOT_7														et																				
FOOT_8		rono									tono														ton									
FOOT_9								tari										tara		tar							tara		taɖ					
FOOT_10															wokːim																njokir			wooki
FOOT_11			nampa		nape								nabivi						nampe				navɨːʦ	nampe		nampa							napːa	
FOUR_1																				ɡiko									ɡiik					
FOUR_2												nai̯ka			nai̯ki																narikir			nai̯ki
FOUR_3		nawosa~naɡo		naːwi				navoi̯	naːwi		nao										naːwi						naɡo	nɔbl						
FOUR_4	wiʧiw		waciu̯			wiʧiw							wacuː	wasaʔ		wacikʷii	wacɨɡːwiju		waʦːɨ			najom	waʧah	waʦːɨwih		wacɨŋwi				waʧaʔ		naːnaːu̯	wəcuwini	
FOUR_5					hajarokʷe		muaːkua			naːløyøm								maːkova		makoba					maːkov									
FOUR_6																tu																		
FULL_1		boʧiwi						bodahri~bodavi					ponoʔi													ponoʔaː~ponoʔi								
FULL_2								bode									kano~kanːo			koːvoɡ									skowoɡ					
FULL_3																														puːi̯n		pɨi̯mit		
FULL_4																							pitɨʔq											
FULL_5										oopokiwta																								
FULL_6				peʃoːnaltia					peʃoːntok																									
FULL_7	maʧama																																	
FULL_8						jutaxiʃ												sudːajamue															kuwikːatːɨ	
FULL_9							avaʔɨsti																											
FULL_10																					tentuk							tientiːka						
FULL_11					tɨpːetɨ								tɨbetɨ		tapuni	tujuha			tɨpːekɨa					tɨpːe										tapuna
FULL_12																									sunɡɨm							ɨmbɨm		
FULL_13														muujai																				
FULL_14											ohcorewaeme																							
GIVE_1	max		maka	maka		maxa		macan	maka	maqa					maaka			maxe~maxani		maːk	maka	meke	maqai̯		mak	maka	maʦ	maka	maːk		maka~mika	maha		maka
GIVE_2		ja																			ma											amha		
GIVE_3												pitɨa~kʷei̯tɨa																					nutuɡai̯	
GIVE_4											kiʔa~kiʔa					kija	kiʔa~kia																	
GIVE_5																															hiliwa			
GIVE_6					utːu								roː~doː	ovi					utːu					utːu										
GIVE_7																														ua				
GIVE_8							tatɨste																											
GOOD_1								deni													jek													
GOOD_2													piʃaː				pisːa~pisa																	
GOOD_3		ɡaʔra				aʧiʔa																									kimwa~kiwar			
GOOD_4										hopi				loovi	tuʔuri																			tuʔi
GOOD_5																											nana					tɨwɨ		
GOOD_6							ʃaʔapɨʔɨn																											
GOOD_7											kaweruma																							
GOOD_8				kʷaltik	ʦaːtɨ													bei̯ɡa	ʦau̯ntɨn	seu̯ɡatu				ʦaːntɨn										
GOOD_9																									jirjixkɨː		nai̯den			tihøvkui̯				
GOOD_10																					ahwijak													
GOOD_11	aʧae																																	
GOOD_12							reʔen																											
GOOD_13			haɨ̯																										sap					
GOOD_14									kʷali			ijari				ʦawu												kʷaliː						
GOOD_15																										aju							atːɨ	
GOOD_16												ai̯rɨa											aʔai̯											
GREEN_1																puhituwa	puhi																	
GREEN_2					epe																													
GREEN_3																						ʃui̯		pui̯										
GREEN_4								sidei̯										tudːoɡui̯		stɨːdoɡ							sidŏi		sʧɨːdaɡi					
GREEN_5		sijoname									sioname	ciu̯raɨ̯je											rou̯ʔn											
GREEN_6			sawaka			xwavi				sakʷa					siali				sakʷa							sakʷa							sakʷakatɨ	siali
GREEN_7																									momduraʔ									
GREEN_8																														takaːpiʔ				
GREEN_9				sosowia					ʃoʃoktik					kunoknuʃ							ʃuʃuwik							ʃoʃoktiːk				hulʔhulʔ~uːhulʔhulʔ		
GREEN_10	tukvaʃnekis																																	
GREEN_11							ruʔara						puhiɡidɨ																					
GREEN_12																															njokar			
GREEN_13				kiltik																														
HAIR_1																								pankasɨ										
HAIR_2																																	paakipi	
HAIR_3																			pampipːɨh															
HAIR_4		ɡupa		ikpa			kɨpwa				kupa	kɨpa						ʦupe																
HAIR_5	julukal																																	
HAIR_6			tocipɨʔapɨ																															
HAIR_7						ju~jul		mo								woø					ʧun	ʧon			kup	pɨːaː	mo							
HAIR_8																							ʔajɨʔ											
HAIR_9					papi									juːla						moʔo									moʔo					
HAIR_10				ʦontli					ʦonːti	høːmi			ʦopivɨ		ʧoonim		ʦopːɨhɨ											ʦontliː		pwan	womor~womanr	ʦomoːl		ʧoni
HAIR_11																											muʧit							
HAIR_12																					ijuhmiu													
HAND_1																		novi		nov					nob				nowi					
HAND_2			moʔovi	maːi̯tl	moʔo								moʔovi						moʔo					moʔo		moʔo							moʔopi	
HAND_3	mal					ma		mamat	maːi̯	maʔa		mama		mat	mamːam	maja	mai̯				mai̯~mei̯	mai̯	maː				mama	mø		man		maːl		mamam
HAND_4		seka									seka																							
HAND_5																															sutu			
HAND_6							mwahkaʔa																											
HEAD_1					papi														pampin					pampin										
HEAD_2															kobːa																	kupu		koba
HEAD_3									kʷaːi̯							woø	woø				kʷa	kʷai̯						kʷɔ						
HEAD_4		moʔo					muʔu				moʔo	muʔu						mo~momo		moʔo					moʔ				moʔo		mo			
HEAD_5	julukal			ʦocontekon					coːntecoːn												ʦuntekun							conteko						
HEAD_6																											notzoniizi							
HEAD_7			toci										tocivi	juːla												toci							tɨcipi	
HEAD_8								zonit															ʂɨːʔ							pwan				
HEAD_9				kʷaːi̯tl						qøytø																					tai̯r			
HEAD_10						ju																												
HEAR_1												ena~enie																						
HEAR_2								quen																										
HEAR_3				kaki					kaki									ʦame		kaː	ɡak	keki			kəː		kai̯	kakiː	kaː			haʔ~aːhaʔ		
HEAR_4		ake																																
HEAR_5											kepu																							
HEAR_6	naqma		naŋka		naka	naqma				navota			naɡa	naqma	hikːaha	naqːa	nakːa~nakːa		nanka					nanka		naŋka				naxaːkʷa			nɨkːai̯	hikːa
HEAR_7							namwahra																											
HEAR_8																							maːʈ͡ʂ											
HEART_1			pijɨ		pihi											piwɨ	piwɨ		pihwɨ					pihjɨn		pijɨ								
HEART_2	sunil	sula				ʂuun					sulu			ʂunla	suːla			jure		hur̥adi	jul~julo		huːn		jur					ʂuːn		ʃuːnal		
HEART_3																															aramalir~avamalir			
HEART_4										ɨnaŋwɨ																								
HEART_5								hibes																										hiapsi
HEART_6							ʃai̯hnʲuʔukari						pɨhjɨpi																					
HEART_7				joːloːtl					joolo																			julohtli						
HEART_8												ijari								iːbdaɡ							hidăɡua		iːbdaɡ				mukuavi	
HEAVY_1						wimɨ								wimai̯																				
HEAVY_2					puhtu																													
HEAVY_3													pitaʔa																					
HEAVY_4				etik					etiːk													eti						jetik						
