	Bemba	Bulu	Fang	Ganda	Gogo	Haya	Kalanga	Kamba	Kikuyu	Kimbundu	Koongo	Lingala	Lozi	Luba-Katanga	Luba-Lulua	Makhuwa	Meru	Ndonga	Ndzwani Comorian	Ngazidja Comorian	North Ndebele	Nyanja	Nyankole	Rundi	Shona	Songe	Sukuma	Swahili	Tonga	Tsonga	Tswa	Tswana	Umbundu	Venda	Xhosa	Yaka	Zulu
SEE_4	mona				wona	bona		ɔna	ɔ́na	mona	mona	móna	bona	mona	moná	oóna		mona	óna	ona	bona	ona		bona	óna	mòna	bona	ona	bona	vóná	wóná	bɔ́ná		βona	bona		bónà
SEE_5																	lolija																				
SEE_6																																	mólá				
SKIN_1												lopóso												uruhu													
SKIN_2						omubilihomme																															
SKIN_3					ɲciíŋɡo																isiɡoɡo		ekiʃuʃu														
SKIN_4																																					ísíkʰùmbà
SKIN_5		ékôp	ekop																			nɡuo															
SKIN_6								kekɔndɛ	ɣekɔndɛ́										ŋɡózi	ŋɡòzi								nɡozi		nɬonɡé	ɬónɡé						
SKIN_7													litalo																								
SKIN_8																nrápála																					
SKIN_9	nkàndà						ɡanda				nkanda						ikanda								ɡanda				ícíkanda					lukanda			
SKIN_10																																t͡ɬàpɪ̀				kátá	
SKIN_11				nkuta						kiba				lukoba	díkoba			oʃipa								ekòba							éko̍vá				
SKIN_12																											iɡula										
SKIN_13																																			ijwambu		
SMOKE (EXHAUST)_1				mukka								mólinɡa									tʰunǃa																
SMOKE (EXHAUST)_2							si															ʦí			ùʦí							sí					
SMOKE (EXHAUST)_3	iʧùnsi									diʃi			musi				musu		mósi	ʤosi						mîʃi		moʃi	íbúsi	músí	músí			muʦi	uḿsi		úmúsì
SMOKE (EXHAUST)_4					ljóosi			sjoki																			ljoʧi										
SMOKE (EXHAUST)_5		ôtita	oʦira						ndɔ̀ːɣɔ̀																												
SMOKE (EXHAUST)_6						omwiika					mwisi			mwîʃi	mwînʃí	mwiíʃi		olwiθi					omwika	umwoʦi									ówísí				
SMOKE (EXHAUST)_7																																				múè	
SNAKE_1		njo	ɲo																																	nzɔ	
SNAKE_2	iʧilamba																																				
SNAKE_3									ɲamojaðe																												
SNAKE_4					nzôka	enjoka	ɲoka	nzoka				njóka	noha		nnjòka		ʃoka		ɲóha	ɲóha	injoka		enjoka	inɡoka	ɲoka	nioka	nzoka	ɲoka		ɲókʼá	ɲoka	nɔ́χá	onjoha	nʰowa	iɲoka		iɲoka
SNAKE_5				musota							mboma																										
SNAKE_6																inwáa																					
SNAKE_7																						nʣiira															
STONE_1										tadi	tadi																					t͡ɬàpá					
STONE_2																						alá															
STONE_3				ejjinja								libánɡá						emanja																			
STONE_4		akok	akɔʔ																																		
STONE_5																																		muʣiβo			
STONE_6																ʔnlùku																					
STONE_7						eibale																	eibaare														
STONE_8								eβia	ihíɣa																	ebwà					ʃwa						
STONE_9	ìlibwe				íbwe		bɡe						liʧwe	diːbwe	díbwé		iwe		bwé	bwè	iliʧʔe			ibuje	bwe		iwe	ʄiwe	ibbwe	ribje			éwe̍		ilitje		íʧè
STONE_10																																				bùè	
SUN_1																											limi										
SUN_2																																				ísé	
SUN_3												mói																									
SUN_4		jôp	n̩loʣop							muaɲa																											
SUN_5								sjoa	rióa																												
SUN_6						eizoba									dîbá								eizooba														
SUN_7	akàsuba			njuba	ízuva		ʒuba							djuba		́nʧúwa			ʒúa	ʤua		ʣúwa		izuba	zuʋa	ńɡùba		ʄua	zuba					dʰuβa			
SUN_8																					ilanɡa														ilanɡa		ìlànɡà
SUN_9											ntanɡu							etanɡo												djambu	ɡambu						
SUN_10													lizazazi																			ʦàʦí					
SUN_11																																	éku̍mbí				
SUN_12																	saa																				
TAIL_1									mutiːŋɡɔ́ɛ																											mbànɡú	
TAIL_2																								umurizo													
TAIL_3													muhata																			χàt͡ɬá					
TAIL_4		njem	ŋɡjem				ŋwise	mweðɛ																									úkɪ̠̍l̠á̠				
TAIL_5	umùkila			mukira	múcila	omukila				mukila	nkila	mokilá		kila	múkilá	mwila	njija	omuʃila	mʃía	mʃía		ʧíra	omukira		muʧira	mukìla	nkila	mkia	mucila	nʧílá	ʧílá			muʧila	umsila		umsila
TAIL_6																					isisila																
TONGUE_1																		elaka											mulaka								
TONGUE_2		ôjem	ojəm																																		
TONGUE_3	ulùlimi			lulimi	ilimi	olurimi	limi		roréme	dimi	ludimi	lolému	lulimi	ludìmi	lúdimí	nlumi	ulumi		ulími	ulíme	ulimi	líme	orurimi	ururimi	rìmì	edìmi	lulimi	ulimi		rirímí	lirímí	lɪ́mɪ́	élímí	lulimi	ulwimi	lémè	ulimi
TONGUE_4								oemɛ																													
TOOTH_1		ason̂	asoŋ																																		
TOOTH_2								eɛɔ	ìɣɛ̀ɣɔ̀									ejeɡo																			
TOOTH_3										diju																							éijò				
TOOTH_4	ilìːno			elinɲo	líino	eliino	ʒino				dinu	líno	liino	dîno	dînú	niino			ʣíɲo	ʣíɲo	iziɲo	ʣíno	eriino	iriɲo	zínó	eìno	lino	ʄino	ílíɲo	tínó	tínó	ínɔ́		lʰinʰo	iziɲo		ízîɲò
TOOTH_5																																				ínò	
TOOTH_6																	mwiini																				
TREE_1																					isiɬaɬa								cisamu								
TREE_2													kota																		siɲa						
TREE_3		élé	ele									nzeté																									
TREE_4				muti	múti	omuti	ti	mote	moté	muʃi	nti			muʧì	múʧi	mwíri	nri	omuti	mwirí	mdrí			omuti		mutí	muʦʰi		mti		murʱe		t͡ɬʰàrɪ̀	útì	muri	umtʰi		umutʰi
TREE_5	ìʧimùti																							iɡiti			linti										
TREE_6																						nténɡo															
TREE_7																																				lé	
TWO_1										iadi								jaali																			
TWO_2					ɲejete																					bàbìdì											
TWO_3	bili			bili		bili		ile	iɣere			míbalé	beli	bìdì	bidi	ili	fivili		ilí	ilí	bili	iwíri	biri	biri	ʋìrí		ibili	wili	bi̋le	mbírʱí	mbirí	bèdí	váːlì	βili	bini		bili
TWO_4		baé	bɛɲ								ole																										
TWO_5																																				báé	
WALK_1				tambula		tambuka						támbolá												tambuka		tàmbuka										támbol	
WALK_2		wulu	wulu					tɛmbɛa					zamaja	nânɡà					dàɡa		hamba				fámba			tembea		fámbá	fámbá				hamba		hamba
WALK_3	enda				jeenda				ʃɛ̀ːra	enda	enda				éndá	eétta		eenda		enda		jenda	ɡjenda						eenda				éndà	enda			
WALK_4																											siminza										
WALK_5							nanɡajila																														
WALK_6																	irajaaro																				
WATER_1																		omeja															óvává				
WATER_2														mêma												mêma											
WATER_3							vula										mura								mʋura												
WATER_4					maleéŋɡa																																
WATER_5								keɣwo																													
WATER_6												mái																								máì	
WATER_7											masa																										
WATER_8	amènsi			mazzi		emaizi										maaʃi			máʒi	máʤi	amanzi		amaizi	amazi				maʄi	ímáanzi	mátí	mátí			mád̪í	amanzi		ámànzì
WATER_9		mendim	mənʣim						máːe	meɲa			nezi														minzi					mèʦí					
WATER_10																						ʣí															
WATER_11															mâjímáají																						
WIND_1																					umoja						ɲaɡa			mójá				muja	umoja	vúnɡá	umoja
WIND_2						omujaɡa																	omujaɡa	umujaɡa													
WIND_3								okoŋɡi																													
WIND_4			m̩fuã	mpewo	mbého		pʰepo		ròhùːhɔ̀			mopɛpɛ				ipʰéjo			mpévo	upépo		pʰépo			m̤epo			upepo				pʰɪ́fɔ́	ofela				
WIND_5											kitembo						mburato																				
WIND_6		évun̂ulu																																			
WIND_7	ela																																				
WOMAN_1											nkento							omukiintu											mukaintu								
WOMAN_2					mcéekulu																																
WOMAN_3	umwànakaʃi													mwanamukàzi														mwanamke									
WOMAN_4		minɡa	minŋɡa									mwási																								moétò	
WOMAN_5				omukazi		omukazi	kaʣi			mukaji			musali		múkazi							kázi	omukazi		káʣí					wánsátí	wásátí	sádí	úkajì	musaʣi	umfazi		úḿfâzì
WOMAN_6																										mukàʃiba											
WOMAN_7																								umuɡore													
WOMAN_8								mondomoka	motuma										mnʈumamá	mnɖumamá																	
WOMAN_9																	nka										nkima										
WOMAN_10																					inina																
WOMAN_11																ntʰíjàna																					
