	Bemba	Bulu	Fang	Ganda	Gogo	Haya	Kalanga	Kamba	Kikuyu	Kimbundu	Koongo	Lingala	Lozi	Luba-Katanga	Luba-Lulua	Makhuwa	Meru	Ndonga	Ndzwani Comorian	Ngazidja Comorian	North Ndebele	Nyanja	Nyankole	Rundi	Shona	Songe	Sukuma	Swahili	Tonga	Tsonga	Tswa	Tswana	Umbundu	Venda	Xhosa	Yaka	Zulu
FIRE_5	ùmulilo			mulilo		omulilo							mulilo	mudilo				omulilo			umlilo		omuriro	umuriro					mulilo	nʣilo	nʣilu	lɪ̀lɔ̀			umlilo		umlilo
FIRE_6					móoto		moto					mɔ́tɔ				mɔ́ːrɔ	muro		móro	ḿdro		óto			mwòtó		moto	moto						mwoto			
FIRE_7								mwaki	mwàːkì																											muíá	
FISH_1																					inɬanzi														intlanzi		ínɬànzì
FISH_2	isabì												tapi															samaki		nɬamp͡fi	ɬaβi	t͡ɬʰàpì					
FISH_3																		ohi	fí	nfí				ifi			ʃi										
FISH_4																							inswi						nswi							súè	
FISH_5						emfuru		ekojo									ikunɡa																				
FISH_6					sóomba		hobe		tɛ́ɣa							ihópa						sómba			hóʋé									kʰoβe			
FISH_7										mbiji	mbisi	mbísi																					ómbi̍sí				
FISH_8		kos	kwas											ʃipa	múʃípá											muʃìpà											
FISH_9				ekjeɲanja																																	
FLY (MOVE THROUGH AIR)_1																			nʣí	nʣì	ndiza																ndiza
FLY (MOVE THROUGH AIR)_2		jele	jele			halala							fufa			váva										pàlàlà	lala			haha	haha	fʊ̀fà	pãlãlã	ɸuɸa	bʱabʱa		
FLY (MOVE THROUGH AIR)_3												pumbwa																								pùmb	
FLY (MOVE THROUGH AIR)_4	pupuka			buuka	luka		pʰururuka	oloka	ómboka	vumuka	tilumuka				bùùka		rumbuka	tuka				uluká	ɡuruka	ɡuruka	bʱururuka			ruka	uluka								
GIVE_1		ve	və	wa		ha	pa		hâ				fa	pà	pa			pa	va		pʰa		ha	ha	pá	fà		pa		há		fá		ɸa	pʰa		pʰá
GIVE_2										bana	ɡana					váha						paʦa															
GIVE_3	peːla				peela							pesa								níka		peleka					in̤a		íkúpa		ɲíká		ɪhà				
GIVE_4								nɛŋɡanɛ																													
GIVE_5																	niinjia																				
GIVE_6																																				kì	
HAIR (HEAD)_1					mvwiíli								milili																								
HAIR (HEAD)_2																ikʰarári																					
HAIR (HEAD)_3						eiʃoke																	eiʃokje														
HAIR (HEAD)_4									ɲjuére					njwěle					ɲéle	uɲíle	unwele							ɲwele							inwele		ulunwele
HAIR (HEAD)_5										ndemba																											
HAIR (HEAD)_6		ésil	esii																														ésínɡà				
HAIR (HEAD)_7												nswéi																								sùèí	
HAIR (HEAD)_8																	ifuli	efufu				síʦi			v̤uʣi				isusu	nsísí	sísí	rírí		βuliʤi			
HAIR (HEAD)_9	ùmusisi																							umuʃaʦi													
HAIR (HEAD)_10				luvule				osue			lusuki				lúsúki											luɲèːne	lujwili										
HEAD_1							ʃolo		keɔŋɡɔ́				toho								inɬoko				musóró					nɬókó	ɬókó	t͡ɬʰɔ́χɔ́		tʰhoho	intloko	sókò	ínɬókò
HEAD_2		nlô	n̩lo								ntu											tú															
HEAD_3																			ʃiʦwá	hiʦwá								kiʧwa									
HEAD_4	umùtwe			mutwe	itwe	omutwe		motwɛ̋		mutue		motú			mútwe	múru	nrwe	omuʦe					omutwe	umutwe		mutwě	ntwe		mutwe				útwe̍				
HEAR_1		wôk	woʔ									jóka														pùʃa											
HEAR_2					hulika	hulila																	hurira					sikia									
HEAR_3	mfwa						hwa	eɣwa	íɣwa	ivua	wa		twa	ùmvwa	mvwá		ita	uva	kía	iʃia	zwa	mvera		umva	hwá		iɡwa		mvwa	twá	zwá	út͡ɬwá		p͡fa	va		izwa
HEAR_4																																	jévá				
HEAR_5																iíwa																					
HEAR_6																																				ká	
HEART_1		nlem	n̩nəm																																		
HEART_2																nrìma						tíma				eʃìmbà							útímá			lémà	
HEART_3	umùtima			mutima						muʃima		motéma		mukuːnka				omutima					omutima	umuʃaha													
HEART_4														mi					mó																		
HEART_5													pilu																	mbilú	mbilú	pɪ̀lʊ́					
HEART_6											mbundu									mbumbu																	
HEART_7						omwojo	mojo	ŋɡɔɔ	ŋɡɔ́rɔ						móójó		nɡoo								mwojo		ŋ̤olo	mojo	mojo					mwojo			
HEART_8																					inɬizijo														inhizijo		ínɬìzíjò
HEART_9					ntumbúla																																
HORN (ANATOMY)_1					ihéembe	eihembe						liséké					mbembe						eihembe	ihembe			ipembe	pembe									
HORN (ANATOMY)_2																		ooluniɡa															ómbínɡà				
HORN (ANATOMY)_3	ulùsenɡo			ŋŋombi						kimbunɡu				lusèːnɡò	lúseŋú						upʰondo					lusùnɡwa				rìm̤ònʣò	lim̤onʣo				ipʰondo		úpʰòndò
HORN (ANATOMY)_4		nlak	n̩laʔ																																		
HORN (ANATOMY)_5								oβja	roheá																				luja								
HORN (ANATOMY)_6							ɲanɡa				mpaka		lunaka			ɲɲáka			ɲoŋɡá	ɲoŋɡa		ɲaŋɡá			ɲanɡa							nàká		lunʰanɡa			
HORN (ANATOMY)_7																																				sébá	
KILL_1		wôé	wiɲ																																		
KILL_2																			ua									ua									
KILL_3								oaa																													
KILL_4	ipaja				wulaɡa		zwibulaja		óraɣa				balaja	ipaja	ʃípá		nutuja	ʤipaɡa			bulala				úrájá		bulaɡa		jaja	d͡lájá	dájá	bʊ́lájá	ípájà	βulaja	bulala		bùlálà
KILL_5										bonda	ɡonda									sòŋɡa																	
KILL_6												boma																									
KILL_7				tta		ita																pʰa	ita	ica												lá	
KILL_8																iíva										lwìfà											
KNEE_1																	nri											ɡoti									
KNEE_2							dwi																	ivi	bʋi		izwi										
KNEE_3	ikùfi			vvuvi		okujwi								kunwi									okuju														
KNEE_4								elu	iru						ʧínú																						
KNEE_5		abon̂	abɔŋ																																		
KNEE_6												libɔ́lɔ́nɡɔ́	liŋwele																								
KNEE_7																		onɡolo			idolo	bóndo							íɡondo	ʦolo	ʣolo	ŋɔ́lɛ́	ònɡòlò		idolo	bɔ́nɡɔ́	ídolo
KNEE_8											kikulu					nikútʰa																					
KNEE_9										pumuna									ɡuŋɡúni	ɡuŋɡúno																	
KNEE_10																										ekùnunɡù											
KNEE_11					ifuɡámilo																																
KNOW (SOMETHING)_1				maɲa	maɲa	maɲa		maɲȁ	mɛ̀ɲa		zaba				máɲá		maɲa						maɲa	meɲa			mana										
KNOW (SOMETHING)_2																										ǔka											
KNOW (SOMETHING)_3																					azi											íʦɪ́			azi	pí	âzì
KNOW (SOMETHING)_4										ijia																											
KNOW (SOMETHING)_5		jem	jəm																																		
KNOW (SOMETHING)_6																ʧúwèla																	kúlíhà				
KNOW (SOMETHING)_7	ìsiba						ziba					jéba	ziba	juka				ʦeja	ʒua	ʤua		ʣiwa			zíʋá			ʄua	zʲiba	tívá	tívá			dʰiβa			
LEAF_1							ʒani							mani					uwáni	wani								ʄani				t͡ɬʰàrɪ̀		tari			
LEAF_2						ekibabi							litali										eibabi	ibabi		esàki									iǃ̬ʱabi		ikʰasi
LEAF_3															djâɲé	niwámba																					
LEAF_4					ihaánze			eðaŋɡo	iθaŋɡo												iɬamvu	ʦamba															
LEAF_5																																				ánɡɔ̀	
LEAF_6										difu							iru	efo							ʃiʒ̤a		idutu		itu								
LEAF_7											lukaja	lokásá																									
LEAF_8																														tlula	tluka						
LEAF_9	ìlibuːla		okjɛɲ																																		
LEAF_10																																	émélá				
LEAF_11				kikoola																																	
LEAF_12		kaé																																			
LIVER_1																			ɲé	ɲe																	
LIVER_2										nzundu	nsoko																										
LIVER_3									ini																			ini									
LIVER_4																													muni								
LIVER_5													sibiti								isibindi	windí								ʃivínʣí	ʧivínʣí	bɪ́tɪ́		ʧiβindi	isibindi		isibindi
LIVER_6																								iɡitiɡu													
LIVER_7																							ekine														
LIVER_8												libale																									
LIVER_9																																				bàè	
LIVER_10																										eʃimbadifite											
LIVER_11								etɛma							múʧimá		irima										itima										
LIVER_12						omwiilima																															
LIVER_13																																	ómu̍má				
LIVER_14					ítoɡa		lopa																		rópá												
LIVER_15		osaɲ	esəʔ													hápa		ehuli																			
LIVER_16				kibumba																																	
LIVER_17	ilìbu																																				
LOUSE_1														kuso	nkusu	iʈʰúpo																					
LOUSE_2												sili																								sìdì	
LOUSE_3										ina	sina																										
LOUSE_4																					intwala									n̤wálá	n̤wálá				intwala		íntwálà
LOUSE_5																						sabwe						ʧawa									
LOUSE_6																		ona															ónà				
LOUSE_7	indà					endai		ndaa	ndáːa				nda				nda		nɖá	nda			enda	inda	inda		nda					ǹtá		nnda			
LOUSE_8																										ńkìsa			njina								
LOUSE_9		njin	ɲin																																		
LOUSE_10					mpani																																
MAN_1																					indoda			inɡabo											indodaama		índòdà
MAN_2																nlópwàna			mnʈubabá										mulombwana								
MAN_3												mobáli																									
MAN_4																														wánúná	wánúná						
MAN_5																						aḿna															
MAN_6				musajja		ʃaija																	ʃaija														
MAN_7									ɲjámba	diala	jakala																										
MAN_8														mwânamulùme														mwanamume									
MAN_9	umwàːume				múlume		lume	omɛ							mulume			omulumentu		mume					murúmé	mulùme							úlúmé				
MAN_10																																		muluna			
MAN_11																	nndumi										nɡoʃi										
MAN_12		fam	fam																																	tò	
MOON_1											nɡonda	sánzá									injanɡa														injanɡa	sónɡé	íɲànɡá
MOON_2		nɡon	ŋɡwan																																		
MOON_3	umwèsi			mwezi	mwéezi	omwezi	ŋweʣi	mwɛi	mwɛ́ri	mbeji			kweli	kwêzi	mwenzí	mweéri	mwiiri	omweʤi	mwézi	mwézi			okwezi	ukwezi	mwèʣí	mwêʃi	ŋweji	mwezi	mwezi	n̍hwétí	hwétí	ǃʰwèdí		mweʣi			
MOON_4																						ezí											ésájì				
MOUTH_1	àkanwa			kamwa				kaɲẅa	kanua						múkáná		kana	okana	háɲo	haɲwa		kamwa	akanwa					kiɲwa	kanwa								
MOUTH_2										dikanu				kjàkanwa												kukànwà											
MOUTH_3						omunwa																		umunwa									omena				
MOUTH_4											nwa																									nùà	
MOUTH_5		anju	aɲu																																		
MOUTH_6					ḿlomo		lomo					monɔkɔ	mulomo								umlomo				ròmò		nomo			nomo	nomo	lòmʊ̀		mulomo	umlomo		úmlòmò
MOUTH_7																maláku																					
NAME_1												nkómbó																					óndúkò				
NAME_2		jôé																																			
NAME_3			ejola																																		
NAME_4													libizo								ibizo									vító	vítú						
NAME_5	isìːna			linɲa			zina			dijina	zina			diːzìna	dîná	ʔnʧína	irina	eʤina	ʣína	ʣína		ʣína	eiziina	izina	zítá	eʃìna	lina	ʄina	zina			íná		ʣina		ínà	
NAME_6					ítaɡwa			esjetwa	ritwa																												
NAME_7						eibala																													iɡama		îkâmà
NECK_1													mulala																			làlà					
NECK_2				bulaɡo																																	
NECK_3	ùmukoʃi																					kʰosi		izosi													
NECK_4		tjin̂	kiŋ																																		
NECK_5					síiŋɡo		ʦʰibʱa	ŋɡiŋɡɔ	ŋɡíŋɡɔ́	ʃinɡu	nsinɡu	nkinɡó		nʃinɡo	nʃiŋu	isíko	sunɡo	oθinɡo	nʦíŋɡo	nʦiŋɡo			ebiʦja		muʦìpà	nʃìnɡo	n̤inɡo	ʃinɡo	nsinɡo				ósínɡó	muʦinɡa		kínɡó	
NECK_6																					intamo									n̤amu	n̤amu				intamo		intamu
NECK_7						enɡoto																															
NIGHT_1				kiro	cílo	ekilo					mpimpa						jijo						ekiro	ijoro													
NIGHT_2	ubùsiku						siku	otuko	otúko	usuku			busihu	bufuku	bútukú	uhíju		uusiku		masihu	ubusuku	síku			usíkú	bufùku	bujiku	usiku	busiku	vusíkú	wusíkú	síχʊ́	úte̍ké	βusiku	ubusuku		ubusuku
NIGHT_3		alu	alu									butú							ukú																	bùtú	
NOSE_1											mbombo										impumulo					mpèmbe			ímpemo								
NOSE_2								eɲoo	inoro			nzólo						ejulu						izuru			ljulu						éɲulu				
NOSE_3				nɲindo		eɲindo																	eɲindo											ninɡo			
NOSE_4	ùmoːna		ʤwiɲ				milo						ŋɡo	muːlù																		ŋ̀kɔ́				míɔ̀	
NOSE_5		jôé								zunu												funo			m̤ùnò					n̤ómp͡fú	n̤óvú				pumlo		
NOSE_6																noroo																					
NOSE_7					mpûla												mbua		mpúa	mbùa								pua									
NOSE_8																																					íkʰàlà
NOSE_9															djûlúdíulú																						
ONE_1					moŋɡa					moʃi	mosi					moka			moʒá	monʦi		móʣi				mone		moʄa					mósì			émɔ̀tí	
ONE_2	mo													mo													imo										
ONE_3						emoi																															
ONE_4			bɔʔɔ				nʔompela					mɔ́kɔ́																									
ONE_5		fok		mu				mwɛ̋	emwɛ				ŋwi		mwé		jimwi	mwe			ɲe		mwe	mwe	mwé				mwe	n̍we	n̍we	ŋwɪ̀		tʰihi	ɲe		ɲe
PERSON_1		môt	mbot																																		
PERSON_2	ùmuntu			omuntu	muúntu	omuntu		mōːn̏dȍ	mòndò	mutu	muntu	moto	mutu	muntu	muntu	ʔnttʰu		omuntu	múnʈu	m̀nɖu	umuntu		omuntu	umuntu	mun̤u	mûntu	mun̤u		muntu	mun̤u	mun̤u		ómúnù	mutʰu	umntu		umuntu
PERSON_3							tʰu										ndu					ntʰu						mtu				tʰʊ̀					
PERSON_4																																				tò	
RAIN (PRECIPITATION)_1							na													ɲa	na																
RAIN (PRECIPITATION)_2		mven̂	mvəŋ																							mpèʃi											
RAIN (PRECIPITATION)_3	ḿfùlà				mvûla	enjula		mbua	mbúra	nvula	mvula	mbúla	pula	mvula	mvulá	ipúla	fua	omvula	vúa			bvúla	enjura	imvura	mʋura		mbula	mvua	mvula	mp͡fúlá	vúlá	púlá	ómbe̍la	mvula	imvula	mbúá	ímvûlà
RAIN (PRECIPITATION)_4				nkuba																																	
ROAD_1		zen	zən																paré	paré																	
ROAD_2	ǹsila				nzîla		zila	nzea	ɲjerá	njila	nzila	nzelá	nzila		nzílá	nttála	ʃija	ondjila				jira		inzira	nzìrà		nzila	nʄia	inzila	nd͡lela	nd͡lela	ʦɪ̀là	óudjílà	ndʰila	ind͡ɮela	ndíá	índ͡ɮʱèlà
ROAD_3						omuhanda								diːʃìndà							umɡwaǃo		omuhanda			eʃìnda											
ROAD_4				kkubo																																	
ROOT_1							ʣi							ji						mzi		zu										dì					
ROOT_2	ùmusila					omuzi		moi	mòrì						múzí			omuʤi					omuzi	umuzi	muʣì	muʃì								muʣi			
ROOT_3		nkaɲ	ŋ̍kaŋ																																		
ROOT_4													mubisi				nrari		mwízi									mzizi								nɡìlì	
ROOT_5																											nzwi										
ROOT_6					ḿdela																																
ROOT_7																																	ólúmbómbò		inɡǀambu		
ROOT_8																														riminʦu	liminʦu						
ROOT_9				mulandila						ndanji	mwansi	mokánɡá									impande								imujanda								ímpàndè
ROOT_10																nritaatʰi																					
SALT_1		nku	ŋ̍ku																																		
SALT_2																																				kúá	
SALT_3	ʧele														mukèlèà							ʧére															
SALT_4																maakʰa																		mataβa			
SALT_5											munɡwa	monɡwa														munɡwa							omonɡwa				
SALT_6																	ʃimbi		ʃíŋɡo		iʧwʔaji																iʦwaji
SALT_7																																			itjuwa		
SALT_8				munɲo		mwoɲu		moɲo	moóɲo											mɲo			omwoɲo	umwuɲu	muɲu		mun̤u	muɲu		múɲú							
SALT_9					mwíino																																
SALT_10																																ʦwáí					
SAND_1																		evi															évè				
SAND_2							seʧe			senɡe	senɡi	zɛlɔ										ʧenɡa			jéʧà					sává	seke	ʃàwà				kɛ́nzɛ́	
SAND_3								keðaŋɡaðe													isiɬabatʰi														isanti		ísíɬàbâtʰì
SAND_4				museɲu		omuʃeɲe																	omuʃeeɲi	umuseɲi													
SAND_5	ùmusènɡa	nselek	n̩sələʔ		mhaáŋka				moθâŋɡa				muʃabati	musenɡa	lúséŋá	ʔnhááva	nsanɡa		mʦàŋɡa	mʦaŋɡa								mʧanɡa	musenɡa								
SAND_6																										mafjènkjeɲì											
SEE_1				laba																			reeba														
SEE_2																																				tá	
SEE_3		jen	jen																																		
