	Central Pomo	Central Yana	Chimariko	Cocopa	Eastern Pomo	Highland Chontal	Ipai	Karok	Kashaya	Mohave	Northeastern Pomo	Northern Pomo	Northern Yana	Seri	Shasta	Southeastern Pomo	Southern Pomo	Tipai	Yahi	Yavapai
BLACK_4				ɲiːʎ̥			nʲiɬʲ			ɲaːʔiːʎ								ɲiʎ̥		
BLACK_5			ʧʰˈeleʔi		muːʃˈaqʼ									kˈoːpoɬ						
BLACK_6	kʼli					ʔˈumi			kʼili			kʰaʦʼˈe					ʃakʼːa			ʔɲˈáː
BLOOD_1	baːlˈaj				baːlˈaj				balaj			balˈaj				blaj	bˈaːlaj			
BLOOD_2		watʔtuwi											watʔtuwi							
BLOOD_3			sˈiʦqʼi	ɲxʷat		laʍˈaʦʼ	ʔəxʷat			ɲahʷat	ʧes			ʔˈaːit	ʔáxta			xʷat		ʔhʷˈata
BLOOD_4								áːx												
BONE_1								ípih												
BONE_2														ˈitak						
BONE_3									ʔihjaː								ʔˈiːha			
BONE_4	jaː				j̥a							jaː								
BONE_5																jaqʼo				
BONE_6							aq											ak		
BONE_7				ɲjaːk																ʧjˈaˑka
BONE_8															ʔaːkʼ					
BONE_9		ʔixtalʔ	ʦʰʲˈatʰχun										ʔixtalʔ						ʔaxtatʔ	
BONE_10										ɲasak	hˈija									
BONE_11						lˈeɡaɬ														
BREAST_1						ɬonʃˈahmaʔ							ʦuxpinna							
BREAST_2																				ɲmˈaja
BREAST_3				xʧkaɾ~ʧxkaɾ	jeːʔˈel						jˈeʔeː~t̪ʰˈeʔeː	jeʔˈeː				wʔel		t̪əxkˈar		
BREAST_4							iːʧix	iθβaːj							ʔíʧwat					
BREAST_5										iːwa										
BREAST_6														ˈiːsaχiːʃk						
BREAST_7			huʔsˈiʔ																	
BURN (SOMETHING)_1				ʎ̥maɾ														aʎ̥mˈar		
BURN (SOMETHING)_2							aːɹaːw		muhkʰujʔ											
BURN (SOMETHING)_3								áːhka												
BURN (SOMETHING)_4		haʔwiː			ʃaːtʼˈoː					tapoːmm			haʔwiː						haʔwiː	
BURN (SOMETHING)_5						dibiʔˈeʔma														
BURN (SOMETHING)_6														kaʔˈitax						
BURN (SOMETHING)_7																				tˈu
CLAW OR NAIL_1													sukʼuʔliptalla						sukʼuʔnimtanna	
CLAW OR NAIL_2			pˈolaχot			ɬaʔnˈaɬuk	salʲəxʷuːw											ʃaʎ̥nəpˈuːl		
CLAW OR NAIL_3										iːsaʎkuʎoho										
CLAW OR NAIL_4														inˈoːsx						slhβˈoˑ
CLAW OR NAIL_5	ʔeːʧʼ			ɬkaxʷˈaw~ʎ̥kaxʷˈaw	rikʰ				heːʧʼ		hˈeːʧʼa	heʧʼ				ʔaʃˈab	heːʧʼ			
CLAW OR NAIL_6															ʔéːraxa					
CLAW OR NAIL_7								axpih												
CLOUD_1	kʰbaː				xaːbˈo				qʰabaː								kʰˈabʔa			
CLOUD_2				kʷiː			ʔəkʷiːj			ʔiːkʷe		pʰut̪ʼ				xubˈu		kʷiː		ʔkʷˈi
CLOUD_3			hawˈetaʔm																	
CLOUD_4															ʔíːpaːkúʔ					
CLOUD_5						lummˈawaj					kʰˈaʔbot̪on			ʔˈoːkaɬa						
CLOUD_6								pikxáɾampa												
COLD_1	kʼiw							áθiːk												
COLD_2			ˈeso																	
COLD_3											ʃˈoʔt̪ʼon	mˈadoː					moʔdotʼ			mˈúni
COLD_4														kaːpɬ				ʃuːkˈat		
COLD_5				xsuːɾ	qaːʦʰˈil		xəʧuːɹ		ʔihjuːm	haʧuːrk					ʔisːíkʼ	qsˈilit̪				
COLD_6						ʔaʃˈida														
COME_1					qˈoːjuhu	diɡwˈajwo									kʼúːhujikːa					
COME_2			ˈuwakʰ				wəjiw			iðiːk	kˈoːn							jiw		jˈûwi
COME_3		ha		jiː									ha						ha	
COME_4	waːd								waːd			waːdˈe					hwˈaːd			
COME_5														mˈoka						
COME_6		ni											ni						ni	
COME_7								naː												
COME_8																χolo				
DIE_1				mʂpa													ʔahʧʰˈoʧi	məspˈa		
DIE_2	kʼla		qʼˈe									kʼˈalaː								
DIE_3		tilau			muːdˈal		məlaj		hʧʰojiːʧʼ				tilau			qʼalˈal				
DIE_4										ipujk	muʔkʼˈaːwan									
DIE_5																				pˈi
DIE_6						dimˈaʔma														
DIE_7															kwírikik					
DIE_8														ʔakχkmiːʔ						
DIE_9								iβ												
DOG_1	hˈaju				hˈaju				haju			hajˈu				hˈaju				
DOG_2																	hˈajːu			
DOG_3			sˈiʧʼela			ɡalʦˈiki		ʧiʃiːh		hatʧoq	boʔlˈaukaː									kθˈar
DOG_4				xat			ʔəxat											xat		
DOG_5		suːsu											suːsu	ʔaχʃ	ʔáːpsu				suːsu	
DRINK_1				ʂi	qʼˈoː								siː					si	ʦiː	θˈiˑ
DRINK_2								iʃ												
DRINK_3									ʔqʼo								hˈoʔkʼoj			
DRINK_4							wəsiː			iθiːm					kwíʦːik	biʦʼˈak				
DRINK_5	kʼoʧ		luʔi								kʼˈot̪on	kʼoʧˈi		kˈisi						
DRINK_6						diʃnˈaʔma														
DRY_1				ʂʔaɾ			saːj											sʔaːj		
DRY_2	ʧʼaːlˈol	kʰulsi			kʼaːlˈol	ʔihˈuɬ			ʦʼuwaʧ	iroːvk		tʼabˈoʔ	kʰulsi		kʼiʦːúr	qʼobo	mˈukʰːatʼ		kʰulsi	rˈuβi
DRY_3											muʔkʼilin			kʷkˈoːtix						
DRY_4			ˈaʧxunmi																	
DRY_5								iβáxɾah												
EAR_1		malku											malʔku						manʔku	
EAR_2														ˈisɬa						
EAR_3	ʃma				ʃiːmˈaː				ʃima		ʃˈima	ʃimˈa				xmˈanʦa	ʃiːmˈomo			
EAR_4								tíːβ												
EAR_5			hˈisama												ʔísaːkʼ					
EAR_6				ʃmaːl			xəmaɬ			ismaʎk								ʃəmˈaʎ̥		smˈalka
EAR_7						lˈaʃʔmas														
EARTH (SOIL)_1		piːwi											piːwi			χqo			piːwi	
EARTH (SOIL)_2														ʔant						
EARTH (SOIL)_3															tʼárak					
EARTH (SOIL)_4				mat		ɬˈamaʦʼ	ʔəmat̪			ʔamat								mat		mˈât
EARTH (SOIL)_5					kaːj															
EARTH (SOIL)_6	maː								ʔamaː		ˈamaː	maː					ʔˈamːa			
EARTH (SOIL)_7			ˈamːa																	
EARTH (SOIL)_8								iθíβθaːneːn												
EAT_1							wəsaːw				mˈaʔaːn							saːw		
EAT_2	kaːwˈa		hˈamːa		kuːhˈuː											qwal	ʧˈuhːu			
EAT_3										ʔiʧamam~ʔiʧamaːm					kwíʧkuk					
EAT_4						didˈeʔma														
EAT_5														kˈiʔit						
EAT_6									maʔa			maʔˈa								
EAT_7		ma		ma									ma						ma	mˈáˑ
EAT_8								aβ												
EGG_1				xmˌaʂuʔˈap											sumpítʼirir					
EGG_2			ˈanuqʰa				ʔuɹ													
EGG_3								úɾuh												
EGG_4										iθʔaw										
EGG_5	ʧʼoː				kʼˈo						ʧʼˈo	ʧʼoː				qʼo				
EGG_6									hiʧʼoː					iːpχ			hˈiʧʼːo	ʃəjˈaʧ		sqˈáwa
EGG_7						ɬabˈiʔe														
EYE_1											ui									
EYE_2														ˈito						
EYE_3			hˈusot						huʔuj								huʔːˈukʰbe			
EYE_4			hˈusu			lˈaʔu														
EYE_5				ʔijˈu						iːðo										jˈuˑ
EYE_6	ʔuj				ʔuj							ʔuj			ʔúj	ʔuj				
EYE_7							əjiːw											jiːw		
EYE_8		ʦʰuna						júːp					ʦʰuna						ʦʰuna	
FAR_1						ʔaɡulˈiʔ														
FAR_2										ʔamiːʧk										
FAR_3				kuɾ			ʔəkuɹ											kur		
FAR_4					lˈila															twˈaji~twˈaˑji
FAR_5								jiːβ						toːχ						
FAR_6		pʰau											pʰau							
FAR_7												ʧadil			ʔukːáx					
FAT (FROM ANIMALS)_1	pʰuj		pʰˈiʔa	ʃaj	pʰuj						fˈijin	pʰuj				fuj				sˈaja
FAT (FROM ANIMALS)_2		xaujau							ʔihpʰuj				xaujau				ʔihpʰuj		xaujau	
FAT (FROM ANIMALS)_3										ʔamusaj										
FAT (FROM ANIMALS)_4															ʔíːnaʔ					
FAT (FROM ANIMALS)_5								aθkúɾit												
FAT (FROM ANIMALS)_6														iʔˈaχ						
FAT (FROM ANIMALS)_7						ʔalmantˈeka														
FEATHER_1											tʰˈa	tʰe		ˈina						
FEATHER_2	ʔi															ʔi				
FEATHER_3				ʃawˈal						siviːʎ										
FEATHER_4			hˈuto~hˈutːu~hˈutu		jiːʔˈi	laʃˈaɬ			hiʔi				puːni		ʔápːaʔ		hiʔːi		puːni	
FEATHER_5								iːθka												
FEATHER_6																				wˈala
FIRE_1		ʔauna											ʔauna						ʔauna	
FIRE_2			ˈapu			ɬˈuŋa														
FIRE_3	ho				xo						ˈoho	ho				χo				
FIRE_4									ʔoho						ʔimːá		ʔˈohːo			
FIRE_5														ʔamˈak						
FIRE_6							ʔaːw													ʔʔˈó
FIRE_7				ʔaʔˈaː						ʔaʔaw										
FIRE_8								áːh												
FISH_1		kalaː									ʃˈakaː		kalaː						kalaːxi	
FISH_2				siʔˈiʎ̥																
FISH_3														ʃiχkˈam						
FISH_4						ɬˈadu				ʔaʧiː										ʔʧˈiˑ
FISH_5	ʃa				ʃa							ʃa				xa				
FISH_6									ʔahʃa								ʔˈahʃa			
FISH_7								fiʃ												
FLY (MOVE THROUGH AIR)_1		pa							ʧa				pa						pa	
FLY (MOVE THROUGH AIR)_2						dijˈuʔma									rúːhukaʔ					
FLY (MOVE THROUGH AIR)_3								ikxip						kkap						
FLY (MOVE THROUGH AIR)_4										ijerk							haʧːa			βjˈaˑri
FLY (MOVE THROUGH AIR)_5	pʰde			man	pʰuːdˈiːl		wəman̪~uman̪					pʰidˈe				ʦal				
FLY (MOVE THROUGH AIR)_6											hˈeːwit̪in									
FLY (MOVE THROUGH AIR)_7			tu																	
FOOT_1		lalla											lalla						lalla	
FOOT_2	kʰma				xaːmˈaː				qʰama		kʰˈama	kʰamˈa				χman	kʰˈaːma			
FOOT_3																		miː		mˈi
FOOT_4			hˈupʰːo	ʔimˈiː			əmilʲ			iːme				itˈoaː	ʔákʼːus					
FOOT_5						lˈaʔmis														
FOOT_6								fíθih												
FULL_1			hiʦʼʲˈolam					axjaɾ												
FULL_2															kʼahutíknaʔ					
FULL_3		panʔiː											paʔniː						paʔniː	
FULL_4						nˈamma						haʧʼa								
FULL_5																χˈat̪emat̪				
FULL_6	ʃtʼutʼ			ʧpuɾ	pʼˈit̪ʼ		t̪əmuɹ		ʧutʼaːq	tapeːsm								t̪əmʔˈur		tmpˈiri
FULL_7														kpokt						
FULL_8																	ʔˈahjakʼ			
GIVE_1							winʲ											iɲ		
GIVE_2								êːh			hˈoːn									
GIVE_3				iː																
GIVE_4																				ʔˈéˑ
GIVE_5		halʦawau											halʦawau							
GIVE_6	daːkˈa				diːqˈaː				dihqa			dikˈa				ʔaqa	dˈihka			
GIVE_7										ajm~aajm				ˈiːkɛ						
GIVE_8			hˈawut												táwiːk					
GIVE_9						debˈiʔiʔma														
GOOD_1				pxʷaj																
GOOD_2								jaβ												
GOOD_3			hisˈiʔtʼa												kʼárisːáʔ					
GOOD_4	kʼdi	ʦʼupʔ			qʼoːdˈij				qʼoʔdi		kʼˈudi	kʼidˈi	ʦʼupʔ	kˈiːpɛ			kʼˈoʔdi		ʦʼupʔ	
GOOD_5						ʔˈakʼa	ʔəxan̪			ʔahotk~ʔahoːtk						ʦʼimˈa		ʔiːxˈan~xan		ʔhˈáni
GREEN_1					ʦʼaːbˈaʦʼaːbˌakʰ			θúkinkuniʃ								ʦʼijaʦʼija				
GREEN_2															ʔéːriʧúmpaxiʔ					
GREEN_3						ʔaʃwˈajɡa							taʦʼkaisa						taʦʼkaisa	
GREEN_4	ʦʼaːkʰˈil			xpsiw			xəpəʂiw		ʦʼaqʰaːla	havasuːk	ʧamˈoron	ʦʼakʰˈatʼ					ʦʼˈahkʰil	xəpʃˈiw		hˌaβsˈuˑwi
GREEN_5			hˈimamsuʔ																	
GREEN_6														kˈoːiɬ						
HAIR_1					muːsˈu					iʔe~ɲiʔe										
HAIR_2	ʔeː											ʔe				ʔej				
HAIR_3			hˈimːi						heʔe		hˈele						hˈeʔːe			qwˈawa
HAIR_4		kʼujulla											kʼujul						kʼuʔjulla	
HAIR_5							xəɬʲt̪aː											ʎ̥t̪a		
HAIR_6				mxʷaɬ		ɬˈaʍak								iɬˈit	ʔíːnax					
HAIR_7								ífunih												
HAND_1									ʧohʃo		t̪ˈohʃo									
HAND_2						lamˈane									ʔápka					
HAND_3				ʔiʃˈaːʎ̥			əsaɬʲ			iːsaʎ				ˈinoɬ		at̪ˈan		ʃaʎ̥		sˈal
HAND_4		talla											talla						talla	
HAND_5	t̪ʰna		hˈitʲa~hˈiʦʲa		biːj̥ˈa			tíːk				t̪ʰanˈa					t̪ʰˈaːna			
HEAD_1	ʃnaː						xəɬʲt̪aː					ʃˈinaː				xijˈa	ʃinːa	ʎ̥mu		hˈúː
HEAD_2									hoʔt̪ʼo	ʧuksa~ʧuska					ʧaːráw					
HEAD_3			hˈimaʔ																	
HEAD_4											t̪ˈinaː									
HEAD_5		tʼalʔaina											tʼalʔaina							
HEAD_6				mkuɾ		ɬˈaʍak		axβâːh												
HEAD_7														iɬˈit						
HEAD_8					kʰaːjˈa															
HEAR_1			χˈukejat																	
HEAR_2															kwíkhjawik					
HEAR_3						diɡjˈehʔma														
HEAR_4	ʃoːʧ	kaː			ʃoːkʰ		jip		ʃoːʧ			ʃoːʧi	kaː			xkʼo	ʃoːʧi	ʔip	kaː	
HEAR_5														kiː						
HEAR_6										aʔavk										ʔˈêˑβi
HEAR_7				ʔiːʔˈiːp							ʃˈimit̪									
HEAR_8								θitiβ												
HEART_1	kʰam											kʰam								
HEART_2			husaʔanʧeːi																	
HEART_3						ɬonʃˈahmaʔ														
HEART_4										iːwa										
HEART_5																				iˑwˈáˑja
HEART_6					saːmˈaːj			iθβaːj												
HEART_7				ʔijˈaːj							kʰamʃeme									
HEART_8		ʦukuʦʼi							ʦʼuhkul				ʦukʼutʦʼi			ʦʼukut̪	ʦʼˈuhkun			
HEART_9							iːʧix							ˈimoʃ				iːʧˈaʃ		
HEART_10															ʔíwaːsúrʔ					
HEAVY_1				ɲix				máːθ										nix		nˈoˑ
HEAVY_2					xaːlˈikʰ		wən̪ix~wən̪ax			ineːh~ineːθ					ʔiʧkákʼ	ʔtʼˈeʔkit̪			ʦʼaʔwiʦa	
HEAVY_3														kmˈotɛt						
HEAVY_4			himita																	
HEAVY_5													miʦa							
HEAVY_6						ʔaɡˈundaʔ														
HORN (ANATOMY)_1									haʔa								hˈaʔːa			
HORN (ANATOMY)_2	ʔa			kʷa	ʔa						ʔa	ʔa				ʔa				kʷˈá
HORN (ANATOMY)_3							əkʷaː			iːkʷe										
HORN (ANATOMY)_4		weːju	hˈuwesʲ			lˈeɡaɬ		βêːhʃuɾ~βêːʃuɾ					weːju						weːju	
HORN (ANATOMY)_5															wáːpaʔ					
HORN (ANATOMY)_6														itˈaːmaɬka						
I_1	ʔaː								ʔa		ʔaː	ʔaː		ʔɛ		ʔa				
I_2	t̪oː				haː~wi			náː	t̪o			t̪oː								
I_3											ʔˈaht̪o				jaːʔa		ʔat̪ːo			
I_4		aiʔniʦa											aiʔniʦa						aiʔniʦi	
I_5				ɲaːʧ			ʔənʲaːʧ			ʔiɲeʧ						wit̪		ɲaːʧ		ʔɲˈaʧi
I_6						ʔijˈaʔ														
I_7																	ʔˈaːʔa			
I_8			nˈoʔot																	
KILL_1		ʔamʔʦi					aːmuːʧ						ʔapʔʦi					aːmˈuːʧ	ʔapʔʦi	
KILL_2	haːkʼˈuːm		hˈakʰo						pʰakʼuːm	tapujm		ʧaban								
KILL_3				nak	ʃaːkʼ									kikʷ						nˈéhi
KILL_4																mudˈoqa	mihjˈana			
KILL_5											kʼˈamanan									
KILL_6						dimˈaʔaʔma														
KILL_7															kʼwíʧkaxáwiːk					
KILL_8								ijkaɾ												
KNEE_1	snoː				qʼuːt̪ˈul	ɬeŋˈone	məxət̪un̪~xəmət̪un̪		moqʰoː			jaːsˈis		iɸɬk			sinːˈot̪ːa		pʰuːtikʼi	mipˈúk
KNEE_2								páθak							ʔíʧʼːipka					
KNEE_3											ʃˈiʔkʼˈono									
KNEE_4										iːmemipuk								miːnəpˈuk		
KNEE_5				ʔimˈiːtaːkˈaːɲ									hiːwakinna							
KNEE_6																qʼadˈa				
KNEE_7			hitxanimaxa																	
KNOW (SOMETHING)_1	jaqʼ						n̪uɹ							kˈija						
KNOW (SOMETHING)_2					meːʔˈel					suːpawm										spˈo
KNOW (SOMETHING)_3				ʔuːjˈaː														uːjˈaːw		
KNOW (SOMETHING)_4								áːpunma								fdˈiqa				
KNOW (SOMETHING)_5			hˈiʦʼahu										tiʦipa							
KNOW (SOMETHING)_6						ʔiʃˈinaʔ			ʔduːʧiʧʼ								hiʔduʧːˈed			
KNOW (SOMETHING)_7															tiːwáːjkʼahaːʔ					
KNOW (SOMETHING)_8												ʃaː								
LEAF_1			hitaxai																	
LEAF_2						libˈela														
LEAF_3							ʔəjaɬ			hamaʎ										
LEAF_4	stʼal			wal	siːtʼˈal			sáːn	ʃihpʰa		t̪ˈuʔt̪ʼa	ʃapʰˈa	tʼaːpʰalla		xanːár	kˈiqt̪a	ʃiːma			θˈéqa
LEAF_5														istx						
LIE (REST)_1			haʧˈuːtat			ɡunˈowja														
LIE (REST)_2				jak			jaq			iðikk								jak		jˈâki
LIE (REST)_3	mti	murul			mer				miti		mˈeːre	mitˈi	murul	koːm	ríʦaːʔ	mat	miːti		murul	
LIE (REST)_4								ijɾúːhɾiβ												
LIVER_1		ima											ima						ima	
LIVER_2								βáfiʃ						ˈijas						
LIVER_3	ʃaːlˈaː				kʰaːl̥ˈal	ɬˈada			ʧahlaː		ʧʰˈalaː	ʃˈalaː				ʃlal~ʃlala	ʧˈalha			
LIVER_4				ʧpuʂˈu			ʧəpəsiː			ʧavuθiː					ʔéːpsi			t̪əpsˈi		ʧβθˈiˑ
LIVER_5			hˈusi																	
LONG_1						ʔidˈoɡi					kˈolon			kˈakʷsχax						
LONG_2			hˈiʦʰʲut					βâːɾam												
LONG_3	kol	ʦul		kuʎ̥			ʔəquɬ			ʔakʲuːʎm		kol	ʦul						ʦul	kʲˈuˑli
LONG_4					baːkˈil				ʔahqol							biʦˈil	ʔˈahkon			
LONG_5															ʔúkːaxáwhiʔ					
LOUSE_1											t̪ˈikaː		ʦina							
LOUSE_2	ʧi				kiː							ʧi								
LOUSE_3									ʔahʧi								ʔˈahʧi			
LOUSE_4							əmiɬʲ	aʧiːʧ								ʦin				
LOUSE_5										ɲiʔiːʎ					ʧʼiːtákʼ					
LOUSE_6				ʔiʔˈiʎ̥																hʔˈel
LOUSE_7						ɬˈajɡwi														
LOUSE_8														iː						
MAN_1						ɡˈalʃans~ɡalʃˈans			hiʔbaja								ʔˈaʧːaj			
MAN_2																				pˌaˑhmˈija
MAN_3								áβansa												
MAN_4															ʔawatíkhwaː					
MAN_5			ˈitʼʲi~ˈiʦʼʲi	ʔapˈa						ʔiːpa								ʔiːpˈa		
MAN_6	bˈaja	hisi			kaːkʰ		ʔiːkʷiʧ				bˈiki		hisi			ʦˈawi			hihsi	
MAN_7												baː								
MAN_8														ktam						
MEAT_1			ˈaʔa					íːʃ												
MEAT_2													pasi						pahsi	
MEAT_3	pʼʃe				biːʃˈe				bihʃe		bˈehʃe	biʃˈe				bxe	behʃe			kʷˌeˑθˈoβa
MEAT_4						liʃˈikʼ	kukʷaːjp			kʷiːkʷaj~kiːkʷaj								kʷak		
MEAT_5				ʔimˈaːʧ																
MEAT_6														ipχˈasi						
MEAT_7															ʔaráwʔ					
MOON_1				xʎ̥ʔa						haʎʔa										hlˈa
MOON_2			ˈala~alla																	
MOON_3														ˈiːʃaχ						
MOON_4	lˈaːʃa					ɡalmˈut͡ɬʼa	xəɬʲaː		qʼalaːʃa				wakʼaːra				ʔalːˈaːʃa		wakʼaːra	
MOON_5					duːwˈelˌaː			kúːsɾah			dˈuwedakaː				ʧʼúːwar	ʔeweda				
MOON_6												da								
MOUNTAIN_1				wiː						ʔaviː										ʔwˈíˑ
MOUNTAIN_2	daːnˈo		ˈawu		daːnˈo				dono			danˈo			wákːwe	kno	dˈoːno			
MOUNTAIN_3											wˈiʃaː			ʔast						
MOUNTAIN_4								túːjʃip												
MOUNTAIN_5							mat̪ət̪aj											matkʷat̪ˈaj		
MOUNTAIN_6		ʦiːkalla				ɬiʍˈala							ʦiːkalla						ʦiːkalxi	
MOUTH_1							aː											aː		
MOUTH_2								apmaːn												
MOUTH_3														itˈɛːn						
MOUTH_4			hˈawa			lˈaɡo					hˈamo					χˈast̪o				
MOUTH_5									ʔaha								ʔˈahːa			
MOUTH_6		palla			xˈaʦʼiːda														palla	
MOUTH_7	ha											ha								jˈa
MOUTH_8				ʔijˈa						iːja										
MOUTH_9															ʔáw					
NAME_1						laftˈine			ʃihʧimaːʧʼ								ʔahʃiːjaw			
NAME_2											ahʃˈin									
NAME_3		ʦeːjauna											ʦeːjauna		kʼeːkwájik				ʦeːjauna	
NAME_4							ʧəxiʧ													
NAME_5														itˈaːsi						
NAME_6	ʃi				ʃi							ʃi				xi				
NAME_7				muʎ̥						imuːʎ										mˈul~mˈol
NAME_8								iθβuj												
NECK_1											hˈuʔkʼa		tulla						tulla	
NECK_2	mja								mihja								mˈihja			
NECK_3			hˈikːi							maʎaqe										mlqˈí
NECK_4				mpuk		ɬˈahokʼ	iːpuk~əjəpuk								ʔíkʼːuk			iːpˈuk		
NECK_5					qʼoj			βúːp				kʰu		jaːp		qʼoj				
NEW_1				xaɲ		ʔaʦʼˈe		píːt												
NEW_2							wəxaj													
NEW_3														kmaːkiːʔ						
NEW_4			ˈamani~ˈamanit																	
NEW_5	ʃwej				ʃiːwˈej				ʃiwej	mapiːθ	ʃˈewej	ʃiwˈej					ʃˈeːwej			
NEW_6																				iβmˈû
NEW_7																qe				
NIGHT_1		pasiːjauna											pasiːjauna							
NIGHT_2								ikxáɾam												
NIGHT_3						libˈuɡiʔ														
NIGHT_4														iʔˈamok						
NIGHT_5				ʧɲam						tiːɲam								t̪iːɲˈam		
NIGHT_6															ʔapxáː				pahsi	
NIGHT_7	ʔaːwˈe		hˈimːi~hˈimːe		duːwˈe		kuxun		duwe		dˈuwe	diwˈe				ʔewˈe	dˈuːwe			hiˑpˈaˑ
NOSE_1													liːlimauna						niːnimauna	
NOSE_2																	hiːlˈamʔda			
NOSE_3				ʔixˈu			əxuː			iːhu								xu		hˈúː
NOSE_4			hˈoχu						ʔila					iːɸ	ʔéːr					
NOSE_5	la											la				la				
NOSE_6					lˈaboːbo						lˈimo									
NOSE_7								júfiβ												
NOSE_8						ɬˈaʔnaɬ														
NOT_1							umaːw				ʧʰˈoːt̪on							xəmˈaːw		
NOT_2		kʰuː	xna			ʔaj		pu	t̪ʰin			kʼo	kʰuː		máː	da			kʰuː	
NOT_3	ʧʰow			lum	kʰuj					mot							t̪ʰot̪ʰ			
NOT_4																				ʔˈúmi
NOT_5														m						
ONE_1							ʔəxin̪k								ʧʼéːʔaʔ					
ONE_2					kʼˈali			jíθa	hku					tˈaʃo						
ONE_3		paiku											paiku						paiku	
ONE_4										ʔasentk										ʔsˈiti~ʔsˈiˑti
ONE_5	tʼaːtʼˈo		pʼun	ʃit							ʧʼˈaːki					dan	ʧʼˈaːʔa	ʃin		
ONE_6												ʧʼaː								
ONE_7						ʔanˈuli														
PERSON_1						ɡˈalʃans~ɡalʃˈans								ʃiːχkˈiːsaχ			ʔahʧˈahʧej			
PERSON_2	ʧaːʧʼ				kaːwkʰ							ʧaʔ								
PERSON_3								áɾaːɾ												
PERSON_4											t̪ˈaːt̪kaː									
PERSON_5			ʦʼʲˈimar~tʼʲimar	ʧapˈaj			ʔiːpaj		ʔaʧaːʧ									t̪iːpˈaj		
PERSON_6		jaːna								piʔpa~piʔipa~piːpa			jaːna						jaːxi	ʔpˈáˑ~ʔpˈâˑ
PERSON_7																ʔˈumt̪iwi				
PERSON_8															ʔís					
RAIN (PRECIPITATION)_1	ʧʰe																	kʷiː		
RAIN (PRECIPITATION)_2														ˈipka						
RAIN (PRECIPITATION)_3				pʔaj			ʔəkʷij									sʦʼen				
RAIN (PRECIPITATION)_4		pareːkʼu			kʰiːkˈeː	ɬˈaɡwi		paθɾih	ʔihʧʰe	kuvʔaw~kuvʔaw	ʃˈiʔt̪ʼoːn	biʃˈemaː	parikʼu		ʔistúkʼ		ʧˈehʧʰe		parikʼu	kˌiβˈâwa~kˌiβˈâwa
RAIN (PRECIPITATION)_5			hˈitakʰta																	
RED_1		pawatʔku											tawatʔsa		ʔéʔextiʔ				tawatʔsa	
