	Badga	Betta Kurumba	Brahui	Gondi	Kannada	Kodava	Kolami	Kota	Koya	Kurukh	Kuwi	Malayalam	Malto	Ollari Gadba	Parji	Tamil	Telugu	Toda	Tulu	Yeruva
SLEEP_1					nidɾiso												nidɾapoʋu			
SLEEP_2													andaɾpo koːɖa							
SLEEP_3						oɾa														oɾa
SLEEP_4				miːɳɖa									anəa			uraŋku~tuːnɡə				
SLEEP_5	oɾəɡədə	aɾɡu~eɾɡu			malaɡu			oɾəɡə							maɖ			oɾkʰə		
SLEEP_6			xaʧinɡ																ʤippaɾa	
SLEEP_7							iːmanɡsati			khandaɾna		uɾanɡuɡa								
SLEEP_8									unʤaʈam											
SMALL_1				ʧinna			sinna	ɡuntə	ʧinnad	sanni			saɾʋe		cin	ʧinna	ʧinna			
SMALL_2	kunnadə	kiɾi				ʧeɾijadə						ʧeɾija				ciriya		keːɾuːɖə	kiɲa	ʧeɾija
SMALL_3					ʧikkadu								ɾikʋaːdi							
SMALL_4	kiʈʈiːʈ													kandeːk						
SMALL_5			ʧunak																	
SMOKE (EXHAUST)_1	hoɡe	pəɡɡi	moːʃ	poja	hoɡe	poɡe	poɡ	peɡu		mosaɡa		puka	moːha	poaːɡ		pukai~puɡai	poɡa		poɡa	poɡe
SMOKE (EXHAUST)_2																		pukuɖti		
SMOKE (EXHAUST)_3									kumpoːɖ											
STAND_1		əːɭ		nil												nil				
STAND_2		əddənu iːɾ	salinɡ~ʤeːk salinɡ							iʤʤna									untaɾa	
STAND_3					nintiko			ninnatukə												
STAND_4							niːmaːn		nilliman											
STAND_5	nippə					nində			nilla			nilkuɡa	hilpo		nilp		nilʧonu~nilabaɖu			ninʤo
STAND_6																		mukkaɖuɾil		
STAR_1	naʧʧatɾa				nakʂatɾ	nakʂatɾa		nakʂaʈiɾam				nakʂatɾam				naʧʧatiɾam	nakʂatɾamu	naʈʧatiɾam	nakʂatɾe	naʧʧatiɾa
STAR_2				sukku			sukka		ukka		huka				cukka		ʧukka			
STAR_3														puʈ		mĩn				
STAR_4	paːndmiːnə	miːnu								biːnko			biːnka							
STAR_5			isʈaːɾ																	
STONE_1	kallə	kallə	xal		kallu	kallə		kal				kallə		kanɖ	kel	kallə		kaɾs	kallu	kallu
STONE_2				baɳɖa			ɡunɖə						ɡuɡa							
STONE_3									ɾaːj	pakʰna	ʋali						ɾaːji			
SUN_1					suːɾja	suːɾja		suːɾijan				suːɾjan				suːɾjan			suːɾje	ʧuːɾja
SUN_2							suɾija										suːɾjuɖu			
SUN_3																		suːɾijan		
SUN_4	ottə	pottə		poɾə			poddu	poɖutə	poɖudu	biːɖi	ʋeda		beːɾdu	ʋele			poddu			
SUN_5			de																	
SWIM_1				pohem			poːnim													maɳa
SWIM_2												neentuɡa				neentə				
SWIM_3	niːndə	niːnɖʒu	beʂolinɡ		iːʤo	miːɾodu		niːʧal	iːta	oːɡna			hoːɡpo				iːdu	niːʧal	miːndaɾa	
SWIM_4				naɾi																
TAIL_1			liʈʈik											kindiɾ				poːɾsam		
TAIL_2										kʰola			oli							
TAIL_3				tokoɾ			toːka		tokaːɾ						tõka		toːka			
TAIL_4	paːlə	baːlə			baːla	baːlə		ʋaːlə				ʋaːlə				ʋaːlə	vaːlamu		biːla	baːlu
THAT_1					aː							aː			aː		aː			
THAT_2			ae							huː										
THAT_3	adə	adə		adu	adhu	adə	ad	adhə	addu			adə	aːdu	adə		adhə	adi	adə	aʋu	aʋeː
THAT_4													haːd							
THAT_5											et									
THAT_6																anta				
THIS_1										iːd		iː			ĩ		ĩ			
THIS_2	idə	idə		id	idhu	idə	id	idhə	iddu		idu	idə	iːdu	idə		idhə	idi	idə		iʋeː
THIS_3																inta				
THIS_4																			undu	
THIS_5			daː																	
THOU_1			niː																i	
THOU_2														in	ĩn					
THOU_3	ni											ni				ni		ni		ni
THOU_4				nimme					nimma											
THOU_5		niːjə			niːnu	niːnə	niːnu	niːja		niːn	ninu		niːn~niːnu				niːʋu~nuʋʋu			
TONGUE_1	naːlanɡe	nelɡi	duʋiː		naːliɡe	naːʋu	naːlka	naːlɡə	naːlike			naːkə		naːnɡ	nevãɖ	naːkkə	naːluka	noːf	naːlaːji	naːʋu
TONGUE_2				ʋenʤeɾ							ʋenɖaːɾu		taɖta							
TONGUE_3										takkha										
TOOTH_1			dandaːn~dantaːn																	
TOOTH_2	hallə	pallə		pal	hallu	pallə	palku	pal	palk	pall	palu	pallə	paːldu		pel	pallə		paɾse	kuːli	pallu
TOOTH_3														paːlkill						
TOOTH_4																	pannu			
TREE_1			dɾahkʰt														ʧeʈʈu			
TREE_2	moɾa	meɾi		maɾa	maɾa	maɾa		maɾam	maːɾa		paʈa	maɾam			meɾi	maɾam			maɾa	maɾa
TREE_3							maːk			mann								meːn		
TREE_4												vɾukʂam								
TWO_1	eɾaɖə		iɾat		jeɾaɖu			eɖu		iːɾəb					iɾ			eːɖə		
TWO_2				ɾeɳɖu		daɳɖə	duɖə		ɾeɳɖ		ɾinɖa	ɾendə	maksa~ʤoːɖsa	iɾuɖu		ɾenɖə	ɾeɳɖu		ɾaɖɖu	iɾandə
TWO_3													paːnɖa							
TWO_4		əddu																		
WALK_1												naɖakkuɡa							naɖapaɾa	
WALK_2	naɖəʋadə	naɖi			naɖə	naɖa	naɖus	naɖʋu	naɖam							naɖə	naɖuʧu	naɖaɾɾə~naɖandə		naɖa
WALK_3										eːkʰna			heːkpo							
WALK_4				taka																
WALK_5			ʧeɾɾinɡ																	
WARM_1													kuɖni							
WARM_2																		koɾtilije		
WARM_3	uppekke~uppe																			
WARM_4			baːsun							udum										
WARM_5		suːɖə							ʋeːɖ	oːɾʧka				ʋeʈal		suːɖə				
WARM_6				kaːsta	beʧʧaɡe	bekke	ʋekka					ʧeɾəʧuːɖə					ʋeʧʧa		beʧʧa	bekki
WARM_7																ʋedəʋedəppə				
WARM_8												uʂɳa								
WATER_1													hamdu			taɳɳi	niːɭɭu			
WATER_2	niːɾə	niːɾə	diːɾ	jeɾ	niːɾu	niːɾə	iːɾ	niːɾ	eːɾu		eju			niːɾ	nĩɾ	niːɾə	niːɾu	niːɾ	niːɾə	niːɾu
WATER_3												ʋellam~jalam								
WATER_4										amm										
WE_1					naːʋu					naːm		naːm		aːm	aːm	naːm	meːmu	oːm		
WE_2													naːmu							
WE_3	nanɡa	naɳɡə~jaɳɡə				nanɡa			manaːɖu~mamma		mambu					naːnɡa	manamu			nanɡa
WE_4				mammoʈ			amdə	amme				nammal								
WE_5																			jankulu	
WE_6			nan																	
WHAT_1							em										ẽmi			
WHAT_2											ena									
WHAT_3									baːta						naːto					
WHAT_4										jeːndɾa			indiɾdu~indɾaːn							
WHAT_5														ennaːʈ					enʧina	entai
WHAT_6	eːnə	ajindi	antə		jeːnu	jentə		etaːnə				endə				enne	eːɳʈi~eːmiʈi	inno		
WHAT_7				baʈʈal																
WHITE_1											pandi		sadaː							
WHITE_2					biɭi										vil					
WHITE_3	ʋeɭɭe	bəɭɭu		tellaɡ		boltadə	telluɖi	ʋellə	telup	paɳɖɾu	dumda~kumnɖi	ʋeɭuppə	ʤinpɾo			veɭɭə	vella~telupu	pelti	boldu	boltaji
WHITE_4			piːun																	
WHO_1									beːnonɖu											
WHO_2										ne										
WHO_3															ed			oɾi		
WHO_4	taːɾa	daːɾə	deːɾ	boɾ	jaːɾu	daːɾə		daːɾə				aːɾə	neːdu			jaaɾə	evaɾu		jeːɾu	jaːɾu
WHO_5											daat									
WOMAN_1					stɾĩ							stɾiː					stɾiː			
WOMAN_2										aːli										
WOMAN_3									naːtaʋaːd											
WOMAN_4											kodoɡi pada									
WOMAN_5	emmaːti																aːɖadi			
WOMAN_6				muɾtad						mukka									ponʤa	
WOMAN_7							baːji		piːkiːɖ		ɖoli	peɳɳə	teldu			peɳ~poɳɳə	mahiɭa			paniʧi
WOMAN_8		pəɳakkən			henɡasu	ponnaːɭə		pemaɡu										tusmoːɡə		
WOMAN_9											aːnʋanli									
WOMAN_10			njaaɽi																	
YELLOW_1				kampal																
YELLOW_2																		aɾʤin		
YELLOW_3			puːʃkun	pivaːʰd			pijuda		pasap		toɡoɾi						pasupu			
YELLOW_4	manʤe	manʤəlaːnɡi				manʤa		manʤə		baːlka	hinɡeɾi	maɲa	balke			manʤaɭ			manʤalu	manʤe
YELLOW_5					haladi															
