	Anuta	Austral (Ra'ivavae)	Austral (Rurutuan)	East Futuna	Emae	Futuna-Aniwa	Hawaiian	Kapingamarangi	Luangiua	Mangareva	Maori	Mele-Fila	Niuean	North Marquesan	Nukuria	Penrhyn	Pukapuka	RakahangaManihiki	Rapanui	Rarotongan	RennellBellona	Samoan	Sikaiana	Tahitian	Tikopia	Tongan	Tuamotuan	Tuvalu	Vaeakau-Taumako	Wallisian
BIG_1							nui			nui	nui			nui		nue		nui	nui			nui	niu				nui			
BIG_2	rai	ɢahi	raʔi	lasi	lasi				lahi				lahi			rahi		rahi	rahi			lasi		rahi	lasi	lahi		lahi		lahi
BIG_3						sore																tele							tʰuabe	
BIG_4																	toŋi													
BIG_5																				maʔatamaʔata										
BIG_6																				katakata										
BIG_7															hamataku					ʔakamatuu										
BIG_8								tamana																						
BIG_9														maaka																
BIG_10												motua																		
BIG_11																	wowolo													
BIG_12																		koorereka												
BIG_13						efa																								
BIG_14																					ɡauʔeha									
BIG_15										ruʔaruʔa																				
BIG_16																										fuʔu				
BIRD_1	manu	manu	manu	manu	manu	manu	manu	manu	manu	manu	manu	manu	manulele	manu	manu	manu	manu	manu	manu	manurere	manu	manulele		manu	manu	manu	manu	manulele	manumanu	manulele
BIRD_2																		maimua												
BIRD_3																							kivi							
BITE_1							nahu				ŋau			nahu					ɡau						ŋau					
BITE_2																													ŋalia	
BITE_3				ʔuu					uu												uʔu		nunu			uʔu				uʔu
BITE_4																						u								
BITE_5			ʔooʔiniʔini																											
BITE_6																								hohoni						
BITE_7	kati		paʔati					kati								kati	kati	kakati				ʔati			kati		kati			
BITE_8									eki	eti		ketʃia	eti							eti									usia~esia	
BITE_9					utia																	utia			uuti					
BITE_10						maŋuʃia																								
BITE_11															takiluu															
BLACK_1		ʔeɢeʔeɢe	ʔereʔere				ʔeleʔele			kerekere								kerekere	kerekere	kere				ʔereʔere			kere			
BLACK_2														hivahiva						ʔiva							hiva			
BLACK_3											maŋu	paku																		
BLACK_4	uri			ʔuli	uri	uri		uli	ʔuli	uri			uli			uri	uli			uri	ʔuɡi		uli		uri		uri	uli	uli	ʔuli
BLACK_5																		uriuri				uliuli				ʔuliʔuli				
BLACK_6															riparara															
BLOOD_1	toto	toto	toto	toto	toto	toto	koko	dodo	koko	toto	toto	atoto	toto	toto	toto	toto	toto	toto	toto	toto	toto	toto		toto	toto	toto	toto	toto	toto	toto
BLOOD_2																							haeko							
BLOOD_3																												kelakela		
BONE_1	ui				sui	iui							hui													hui				hui
BONE_2	ivi	iviivi	ivi	ivi			iwi	iwi	ivi	ivi	iwi	teiβi	ivi	ivi	ivi	ivi	ivi	ivi	ivi	ivi	ibi	ivi	ivi	ivi	ivi		ivi	ivi	ivi	
BREAST_1		ʔouma	ʔoouma														uma										koouma			
BREAST_2																		umauma												
BREAST_3						u								u																
BREAST_4	uu			uu			uu	uu	uu		uu				uu	uu	wuu	uu	ʔuu	uu	uu		uu		uu			uu		
BREAST_5					mumu							susu	huhu									susu				huhu				huhu
BREAST_6										kuperu																				
BREAST_7			tiitiiːti																					tiitiiːti						
BREAST_8														kiʔinene																
BREAST_9															hatahata														hatahata	
BREAST_10																	aloalo													
BREAST_11																		alo												
BURN_1							ʔaa			kaʔa								kaa											khaa	
BURN_2			ʔaʔaʔama																											
BURN_3														hakauʔa																
BURN_4				susunu																		susunu								
BURN_5	tapu									taʔu	tahu		tafu			tahu				taʔu		tafu			tafu		tahu	tafu		
BURN_6	tutu							dudu		tutu				tutu			tutu	tutu	tutu		tutu		tutu		tutu	tutu				tutu
BURN_7	tuŋia	tutuʔi			tuŋia	tuŋia	kuni	tuŋi	kuŋi			tuŋia	tuŋi		ttuni					tutuŋi	tuuŋia		tuunia	tutuʔi			tuŋi	tuɡia		
BURN_8																						mu								
BURN_9																													ula	
CLOUD_1		ata	ata																					ata						
CLOUD_2																				tiao										
CLOUD_3																											titi			
CLOUD_4					ᵐboroa	boa										oo														
CLOUD_5	ao			ʔao			ao			ao				ao				ao			ʔao	ao			ao	ʔao	ao			ʔao
CLOUD_6											kapua						kaapuao	kapua												
CLOUD_7															kaniva			kaikaiŋa												
CLOUD_8																												kaumana		
CLOUD_9																			kohu											
CLOUD_10												taeteraŋi								tumuraŋi										
CLOUD_11								kororaŋi					laɡi						raɡi											
CLOUD_12									puulehu																					
CLOUD_13																							lehuna							
CLOUD_14																													meluao	
COLD_1							anu			anu				anu		anu	ano			anu							anu			
COLD_2		haumaaɢuaːɢu																				maluuluuːlu						maaluaːluluaːluːlu		
COLD_3	makariri			makalili	makariri	makaliɡi		makariri	maalili	makariri	makariri	makariri	makalili	kamariri~makarere	makariri	makariri	makalili	makalili			makaɡiɡi	maʔalili	makalili		makariri		makariri	makalili	maliki	makalili
COLD_4				momoko																						momoko				
COLD_5			toʔetoʔe															toketoke		anutoketoke				toʔetoʔe			toketoke			
COLD_6																			takeo											
COME_1										aʔu											aʔu					haʔu				aʔu
COME_2	au			ʔau													jau					sau			au			hau	au	
COME_3													aua																	
COME_4																			tuʔu											
COME_5					numai													naumai~taumai												
COME_6						ʰmai	mai								oomai		lolomai	romai				oomai				oomai	mai	mai		
COME_7		haeɢemai	ʔaeremai~ʔanomai						haamai		haeremai	fenmai		heʔemai				hanomai~haeremai					halemai	haeremai						
COME_8								hani																						
COME_9														tihe																
COME_10																				taataaːtaʔi										
COME_11																		aro												
DOG_1	korii	ʔuɢi	ʔuuriuːri	kulii	kuri	kuli				kurii	kurii	kori	kulii	kuʔi		kurii	kulii	kurii	kuri	kurii	kuɡi	ʔulii	kulii	ʔurii	kuri	kulii	kurio	kulii	kulii	kulii
DOG_2							ʔiilio																							
DOG_3									poi																					
DOG_4								pana																						
DOG_5																	puakaoa													
DOG_6															manukaitama															
DOG_7																			paiheɡa											
DOG_8																						maile								
DOG_9														nuhe																
DRINK_1	inu	inu	unu	inu	βinu	inu	inu	inu	uŋu	inu	inu	unu	inu	inu	inu	inu	inu	inu	unu	inu		inu	unu	inu	inu	inu	inu	inu	inumia	inu
DRINK_2																					mia									
DRY_1	pakupaku								paupaʔu				pakaka	pakaka	pakupaku				pakapaka			paʔupaʔu~paʔaʔa								
DRY_2																	wakapakapaka													
DRY_3																												tauaki		
DRY_4						matu						matu																	matʰuː	
DRY_5				masa		masa							maha			masa					maamala		masa		masa					maha
DRY_6		maɢo	maroo	maloo	maro		maloʔo	maŋo		maro	maroke			moʔo				maroo		maroo	maɡoo	maŋo		maroo	maroo		maroo		maŋoa	malo
DRY_7																	omoi													
DRY_8																										moomoa				
EAR_1	tariŋa	taɢiʔa	tariʔa	taliɡa	tariŋa	tariŋa		daliŋa	kaliŋa	tariŋa	tariŋa	teriŋa	teliŋa		kautarina	tariŋa	taliŋa	tariŋa	tariɡa	tariŋa	taɡiŋa	taliŋa	talina	tariʔa	tariŋa	teliŋa	tariŋa	taliɡa	taliŋa	taliɡa
EAR_2							pepeiao																							
EAR_3														pua																
EARTH (SOIL)_1											oneone								one										tuaone	
EARTH (SOIL)_2							honua																							
EARTH (SOIL)_3																	palapala													
EARTH (SOIL)_4																						lalolaŋi								
EARTH (SOIL)_5		ɢepo	repo				lepo			repo	repo			ʔepo		repo			repo	repo				repo			repo			
EARTH (SOIL)_6	kerekere			kele	kere	kere		ɡele	ʔele		kere	kere	kele		kerekere		kelekele				keɡe		kele		kere	kelekele		kele	pela	kele
EAT_1				omaki																										ʔomaki
EAT_2		ʔamu																						ʔamu						
EAT_3	kai		ʔai	kai			ʔai	ɡai	ʔai	kai	kai	kai	kai	ʔai	kai	kai			kai		kai	ʔai	kai		kai	kai	kai	kai	kai	kai
EAT_4					kaikai												kaikai	kaikai												
EAT_5						keina														kaiŋa										
EAT_6																	tamitami													
EAT_7					foro																									
EGG_1						vahvaka																								
EGG_2								ŋoko																						
EGG_3										maamarimoa				mamaʔi					maamari											
EGG_4					fuamoa												wuamoa					fuaamoa	tamamoa							
EGG_5												atolu							toua								toouo			
EGG_6											huamanu															foʔimanu				
EGG_7				niuniu																										
EGG_8	puai		ʔua	fua			hua		hua						hua	hua				ua	hua							fua		
EGG_9		hueɢo									heeki													huero	fuei					
EGG_10																													hatukio	
EYE_1	mata	mata	mata	mata	mata	mata	maka	mata	maka	mata	mata	mata	mata	mata		mata	mata	mata	mata	mata	mata	mata		mata	mata	mata	mata	mata	mata	mata
EYE_2															kanamata															
EYE_3														korohi				kanohi		kanoʔi										
EYE_4																							kale							
FAR_1			aatea																					aatea						
FAR_2																		hakarere												
FAR_3								mokoa								momoo		momoo												
FAR_4	mamao			taumamaʔo~mamaʔo			mamao		mao	mamaʔo		imao	mamao	memaʔo	mmao		mamao			mamao	mamaʔo	mamao	mmao		mao	mamaʔo	taumamao	mamao	mao	taumamaʔo~mamaʔo
FAR_5					iᵐbua	pʰai																								
FAR_6																			kumi											
FAR_7											tafiti																			
FAT (ORGANIC SUBSTANCE)_1									sunu	hinu			huni			sunu				ʔinu		suni	sinu		sinu		hinu			huni
FAT (ORGANIC SUBSTANCE)_2														hinuʔama																
FAT (ORGANIC SUBSTANCE)_3			miʔi																					miʔi						
FAT (ORGANIC SUBSTANCE)_4		poɢia																												
FAT (ORGANIC SUBSTANCE)_5								kiris																						
FAT (ORGANIC SUBSTANCE)_6														kerehi																
FAT (ORGANIC SUBSTANCE)_7												kanainai																		
FAT (ORGANIC SUBSTANCE)_8										matatere																				
FAT (ORGANIC SUBSTANCE)_9																	matuu													
FAT (ORGANIC SUBSTANCE)_10				ɡako	ŋako	ŋako					ŋako		ɡako				ŋako		nako	ŋako	ŋako	ŋaʔo				ŋako		ɡako		
FAT (ORGANIC SUBSTANCE)_11	momona						momona								moomona							momona								
FAT (ORGANIC SUBSTANCE)_12																	tooŋaoːŋaua													
FAT (ORGANIC SUBSTANCE)_13																													utouto	
FEATHER_1					ᵐbala				palaa				palaa		paraa						pala		palaa							palaa
FEATHER_2	puru			fulu		furu	hulu	ŋahuru		ʔuru						huru	wulu					fulu			furu		huru	fulu	hulu	
FEATHER_3		huɢuhuɢumanu	ʔuruʔuru								hurumanu			huʔumanu				huruhuru	huruhuru	ʔuruʔuru				huruhuru		fulufulu				
FEATHER_4																						ʔula								
FEATHER_5												wero																		
FEMALE PERSON_1	papine	vahine	vaʔine	fine	fafine	fafine	wahine	ahina	hiŋe	ʔaʔine~ʔine	wahine	tefine	fine~fifine	hine~vehine	hahine	hine~vahine	waawine	tamahine~vahine	bahine	ʔine~vaʔine	hine~hahine	fafine	hine~hahine	vahine	fine	fefine	hiine~vahiine	fafine	hana~hahine	fine
FEMALE PERSON_2																			tama											
FIRE_1	api	auahi	auaʔi	afi	afi	afi	ahi	ahi	ahi	aʔi	ahi	afi	afi	ahi	ahi	ahi	awi	ahi	ahi	aʔi	ahi	afi	ahi	auahi	afi	afi	ahi	afi		afi
FIRE_2																												kavakava		
FIRE_3																													keu	
FISH_1	ika	iʔa	iʔa	ika	ika	ika	iʔa	iɡa		ika	ika	ika	ika	iʔa	ika	ika	ika	iika	ʔiika	ika	ika	iʔa	ika	iʔa	ika	ika		ika	ika	ika
FISH_2									kaŋaha																					
FISH_3																											paru			
FLESH OR MEAT_1												pakasi																		meʔakai
FLESH OR MEAT_2		ʔiʔo	ʔiʔo				ʔiʔo			kiko	kiko		kiko	kiko		kiko	kiko	kiko	kiko	kiko		ʔiʔo	io	ʔiʔo			kiko		io	
FLESH OR MEAT_3	kanofi			kanofi		kʰano		kano	aŋohi				kakano		kanohi						kano	ʔaʔano			kanofi	kano		kanofi		
FLESH OR MEAT_4					kanmate																									
FLESH OR MEAT_5			ʔiinaʔi																											
FLY (MOVE THROUGH AIR)_1	rere	ɢeɢe	rere	lele	rere	rere	lele		lele	rere	rere	rere	lele		herrei~rere	rere	lele	rere	rere	rere	ɡeɡe	lele	lele	rere	rere		rere	lele	lele	lele
FLY (MOVE THROUGH AIR)_2																	pepeke													
FLY (MOVE THROUGH AIR)_3																					eba									
FLY (MOVE THROUGH AIR)_4														ona																
FLY (MOVE THROUGH AIR)_5																										puna				
FLY (MOVE THROUGH AIR)_6			ʔaʔamaraʔa																											
FLY (MOVE THROUGH AIR)_7								maaŋi																						
FOOT OR LEG_1									kapuae											tapuae			tapuae							
FOOT OR LEG_2	vae		ʔaavae	vaʔe	βae	vae	waawae	wae	vae		waewae	βae	vee	vae	vae	vae	vae	waewae	vaʔe	vae	baʔe	vae	vae	ʔaavae	vae	vaʔe	vae	vae	vae	vaʔe
FOOT OR LEG_3										aʔape																				
FOOT OR LEG_4		umaha																												
GOOD_1		maitaʔi	maitaʔi				maikaʔi							meitaʔi		maitaki		maitaki		meitaki				maitaʔi			meitaki			
GOOD_2														ʔeka		reka	leka		reka	reka			leka				reka			
GOOD_3	rerei																lelei					lelei				lelei		lelei		lelei
GOOD_4															taurekareka										rekareka					
GOOD_5				maalie						marie		merie	melie									malie								maalie
GOOD_6					sumarie			humalia								suumariŋa														
GOOD_7						rufie																								
GOOD_8																	kalule													
GOOD_9																					ŋɡaoi								lavoi	
GOOD_10																			rivariva											
GOOD_11											pai																			
GOOD_12									kau																					
GOOD_13										porotu																				
GOOD_14														kanahau																
GREEN_1						rauneamaʰmata																lanumeamata				lanumata				
GREEN_2					matamata																									
GREEN_3	mata																		mata						mata					
GREEN_4		matie	matie													matie				taamatie~ʔakamatie				matie			matie			
GREEN_5				moto		moto				moto											moto		moto							moto
GREEN_6							maʔomaʔo																							
GREEN_7	kepu																								kefu					
GREEN_8												keskesa																		
GREEN_9									kea																					
GREEN_10													lanulaukou															lanulauniu		
GREEN_11																								niinamu						
GREEN_12														ʔoutiteʔe			ujiŋele													
GREEN_13																						usiusi							uiui	
GREEN_14															uri															
GREEN_15											kaakaaːkariki																			
HAIR_1							lauoho			rauoʔo				ʔouoho					oho											
HAIR_2		huɢuhuɢupoʔo															wuluwulu		huruhuru									fulufulu		
HAIR_3	puru		rouru	lauulu~fulu	fereuru	rauru~furu		ŋahuru~hulu	laulu			rouru	lauulu~fulu	huʔu	rauru	huru	lauulu	rauru		rauru~ʔuru	huɡu	lauulu	laulu	rouru	rauuru~furu	louʔulu	roouru~huru		laulu	lauulu~fulu
HAIR_4											makawe																			
HAND_1																				kapu							kapu			
HAND_2	nima~rima	ɢima	rima	lima	rima	rima	lima	lima	lima	rima	riŋa	rima	lima	ʔima	rima	rima	lima	rima	rima	rima	ɡima	lima	lima	rima	rima	nima	rima	lima	lima	nima
HEAD_1															pokouru														pihoulu	
HEAD_2	uru			ʔulu	nauru	uru							ulu	uʔu			ulu	ulu			ʔuɡu	ulu				ʔulu	uru	ulu		ʔulu
HEAD_3		upoʔo	pao~upoʔo				poʔo	liboɡo	poho	oʔo~upoko	upoko			upoko		upoko		upoko	puoko	upoko			poho	upoʔo	poko		upoko	piho		
HEAD_4												kele																		
HEAR_1	roŋo	haʔaɢoʔo		loɡo	fanoŋo	raŋona	hoʔolono	loŋo	loŋo	ʔakaroŋo	roŋo	roŋona	faanoŋo	ʔono	rono	roŋo	laŋona	laŋona		roŋo	ɡoŋo	faʔaloŋo	lono	faʔaroʔo	roɡo	fenoŋo	roŋo	loɡo	loŋo	loɡo
HEAR_2																			ɡaroʔa											
HEAR_3			ʔiiroʔaroʔa																											
HEAVY_1														toko~tono																
HEAVY_2	mamafa			mamafa	mamafa	mafa		maha	maha			mafa	mamafa								mamaha	mamafa	mmaha		mafa	mamafa		mamafa	maha	mamafa
HEAVY_3		toimaha	tiaʔa				kaumaha			teimaha	taimaha					taimaha		taimaha		teimaʔa				toiaha						
HEAVY_4															taenaha		taewana													
HEAVY_5																			paɡahaʔa											
HEAVY_6																											tuʔatuʔa			
HEAVY_7										kikikiki																				
I_1	kau			ku~kau	kou								ku~kau	ʔu			aku	koau		ku	ku~kau	aʔu			ku~kau		ku	aku		koau
I_2			au			au	au	au		au	au			au		au	au		au	au			au	au			au		au	
I_3		vau	vau			avau			aŋau			aβau			nau									vau						
I_4																										ou				
KILL_1										tinaʔi					tiinai				tiɡaʔi											
KILL_2																				kikini										
KILL_3																								taparahi			taparahi			
KILL_4								taliki																						
KILL_5														pehi																
KILL_6																		pehikitetoka												
KILL_7																						fasioti								
KILL_8														kukumi																
KILL_9											patu						patu	patu		putu							patu			
KILL_10			ta						kaa				taa			taa		taa		taa	taa		taa		ta				taia	
KILL_11	tamate		ʔaʔamate	tamate	teiakemate	ʃiakamate	hoʔomake							haʔamate						taamatemate		taamate				taamateʔi		taamate	tamatea	tamatei
KILL_12												teiamatia																		
KNOW (SOMETHING)_1																	maawutu			maatau							maatau			
KNOW (SOMETHING)_2				maatino																	maatino									
KNOW (SOMETHING)_3				masani																										
KNOW (SOMETHING)_4																		maarama												
KNOW (SOMETHING)_5																							atamai							
KNOW (SOMETHING)_6																	wanewane													
KNOW (SOMETHING)_7	iroa				iroa	iroa		iloo	ailoa				iloa		iloa		iiloloa					iloa	iloa		iloa	ʔilo		iloa	iloa	ʔiloʔi
KNOW (SOMETHING)_8	poto			poto																					poto					
KNOW (SOMETHING)_9											moohio																			
KNOW (SOMETHING)_10														hani					aɡi											
KNOW (SOMETHING)_11		ʔite	ʔite				ʔike			kite						kite		kite		kite				ʔite			kite			
KNOW (SOMETHING)_12												taea																		
LEAF_1		ɢaueɢe	rauʔere																					rauʔere						
LEAF_2					raurau														raupa											
LEAF_3	rau			lau		rau	lau	rou	lau	rau	rau	rau		ʔau	rau	rau	lau			rau	ɡau	lau	lau		rau	lou	rau	lau	lau	lau
LEAF_4													au																	
LEAF_5																												mulo		
LIE DOWN_1																	moekilalo											moekilalo		
LIE DOWN_2				moe	moe	moe		moe				moe		moe					moe	moe	moe		moe		moe					
LIE DOWN_3							hinamoe																							
LIE DOWN_4	takoto								kaʔoko		takoto		takoto		takoto	takoto	takoto	takato		ʔakatakoto		taʔoto		taʔoto		tokoto	takoto		takoto	takoto
LIE DOWN_5		tiiɢaha	tiiraʔa																											
LIE DOWN_6			tiipapa																	ʔakatiipapa										
LIE DOWN_7			taarava																											
LIE DOWN_8										ʔakaearaŋa																				
LIE DOWN_9																												fakapale		
LIE DOWN_10																		roharoha												
LIVER_1	ate		ate	ʔate	ate	ate	ake	ade	ʔate	ate	ate	ate	ate	ate	ate	ate	ate	ate	ate	ate	ʔate	ate	ate		ate	ʔate	ate	ate	ate	ʔate
LIVER_2		ʔuupaʔa	ʔupaʔa																					ʔupaʔa						
LIVER_3										kakaroumei																				
LONG_1	roa	ɢoa	roa	loa			loa		loa	roa	roa		loa	ʔoa		roa	loa	roa	roa	roa	ɡoa		loa	roa	loa		roa	loa	loa	loa
LONG_2						pʰalo		loo							rooroa							loloa				looloa				
LONG_3												totoe																		
LONG_4					leβaleβa																									
LONG_5																						ʔumi								
LOUSE_1				tuma									tuma													tuma				tuma
LOUSE_2														kutupapa						kutupapa										
LOUSE_3	kutu	ʔutuʔu	ʔutu	kutu	kutu	kutu	ʔuku	ɡudu	ʔuku	kutu	kutu	kutu	kutu	ʔutu	kutu	kutu		ŋutu	kutu	kutu	kutu	ʔutu	kutu	ʔutu	kutu	kutu	kutu		kutu	kutu
LOUSE_4																	lia													
MALE PERSON_1														heko													haakoi			
MALE PERSON_2																													mhe	
MALE PERSON_3		taane	taane			taane	kaane	daane	kaŋe		taane	tane	taane	tane		taane	taane		tane	taane		taane	taane	taane	taane		taane	taane		taʔane
MALE PERSON_4	taŋata			taɡata	taŋata					taŋata					tanata			taŋata			taŋata		tanata			taŋata			taŋata	
MALE PERSON_5	tamaaroa									tamaroa				tamaʔoa						tamaroa										
MALE PERSON_6														toa																
MALE PERSON_7																		roopaoːpa												
MOON_1						marama			malama		marama			meʔama	marama	marama		marama		marama		maalama	malama		marama			maalama		
MOON_2	maaina			maasina	masina		mahina	maahina		maʔina~maaʔina			mahina				maina		mahina		maasina	maasina				maahina	hina			maahina
MOON_3		ʔaavaʔe	ʔaavaʔe																					ʔaavaʔe						
MOON_4												aŋale																		
MOON_5																													akahu	
MOUTH_1		vaha	vaʔa			fafa	waha	haha		ʔaʔa	waha			fafa		vaha		vaha	haha	vaʔa				vaha			vaha			
MOUTH_2									puʔu						pukua								pukua							
MOUTH_3	ŋutu			ɡutu	ŋutu			ŋudu				ŋutu	ŋutu	nutu			ŋutu	ŋutu	ɡutu		ŋutu	ŋutu			ŋutu	ŋutu	ŋutu	ɡutu	ŋutu	mutu
NAME_1	iŋoa	iʔoa	iʔoa	iɡoa	iŋoa	iɡoa	inoa	iŋoo	iŋoa	iŋoa	iŋoa	iŋoa	hiɡoa	ikoa	inoa	iŋoa	iŋoa	iŋoa	ʔiiɡoa	iŋoa	iŋoa	iŋoa		iʔoa	iɡoa	hiŋoa	iŋoa	iɡoa	iŋoa	hiɡoa
NAME_2																							male							
NEAR_1																	vaatata					vaalata		faatata						
NEAR_2			ʔatata			tata				tata	tata	etata	tata	tata		tata				tata							tata			tata
NEAR_3																						lata								
NEAR_4																		taha												
NEAR_5																						tafatafa								
NEAR_6					fefetai																								leuetʰaki	
NEAR_7																					hitaiaki									
NEAR_8							kokoke																							
NEAR_9				ofi																						ofi				
NEAR_10								hoho																						
NEAR_11																			hahine											
NEAR_12	nei			nei					ŋei																					
NEAR_13															taupirimai		pili						taupili		piri			pili		
NEAR_14																			tupuaki											
NECK_1												popo							ɡao											
NECK_2		ʔaɢapoʔa																												
NECK_3															koomanu															
NECK_4																										kia				kia
NECK_5			ʔaʔii				ʔaaʔiaːʔi			kaki				kaakiaːki		kakii	kakii	kakii		kakii				ʔaʔii			kaakiaːki			
NECK_6	ua			ʔua	ua			ua	ʔua		ua		ua				ua				uʔa	ua	ua		ua		ua	ua	ua	uʔa
NECK_7						penaaua																								
NEW_1	pou			foʔou	fou	fou	hou	hoou	hoou	ʔou	hoou	fou	foou	hou	hoou	hoou	wou	foou	hoʔou	ʔoou	hoʔou	fou	hou		fou	foʔou	hoou	foou	hou	foʔou
NEW_2			aapiaːpi																					ʔaapiaːpi						
NEW_3		aapi																												
NIGHT_1	poo	poo	poo		po	po	poo	boo	poo	poo	poo	po	poo	poo	poo	poo	poo	poo	poo	poo	poo	poo	poo	poo	poo	poo	poo	poo	poo	poo
NIGHT_2	pouri			pooʔuli									pouli					poiri										poouli		pooʔuli
NIGHT_3																												taiao		
NIGHT_4																											ruki			
NO OR NOT_1				see				tee					tee	tee			jee													heʔe
NO OR NOT_2					e										te															
NO OR NOT_3									he																					
NO OR NOT_4																			taʔe											
NO OR NOT_5			eʔore				ʔole			kore	kaahore					kare	kaakole	ekore		kaaʔore										
NO OR NOT_6		eʔere																												
NO OR NOT_7																												mooe		
NO OR NOT_8																				ʔauraka							kauraka			
NO OR NOT_9	kairo																													
NO OR NOT_10																								ʔaita						
NO OR NOT_11														ieai								leai	heai							
NO OR NOT_12																	kaani~kaaji													
NO OR NOT_13												sai					kiai				siʔai~siai				siei				siai	
NO OR NOT_14						ʃikai													inakai			iʔai				ʔikai		ikai		
NOSE_1								uuhiu				usu																		
NOSE_2	iu	ihu		isu	isu	isu	ihu		aisu~isu	iʔu	ihu		ihu	ihu	kaihu	isu	iju	isu	ihu		isu	isu	kaiusu	ihu	isu	ihu	ihu	ihu	iu	ihu
NOSE_3			putaeʔu																	putaaŋi										
NOSE_4																													poŋaiu	
ONE_1		hoʔe																						hoʔe						
ONE_2															hokotahi														kotahi	
ONE_3	tasi		taʔi	tasi	tasi	tasi	ʔekahi	dahi	kahi	taʔi	tahi	etasi	taha	tahi		tahi	taji	tetahi	tahi	taʔi	tahi	etasi	tasi	tahi	tasi	taha	tahi	tahi		tahi
PATH OR ROAD_1		puɢumu	puruumu															puruumu						puruumu						
PATH OR ROAD_2						retu																								
PATH OR ROAD_3	ara			ala	ara		ala	ala	ala	ara	ara	ara	hala	vaʔa		ara		ara	ara	ara	aɡa	ala	ala	ara	ara	hala	ara		ala	ala
PATH OR ROAD_4																	ŋutuala													
PATH OR ROAD_5																												auala		
PATH OR ROAD_6			araʔaraʔa																											
PATH OR ROAD_7															haarena															
PATH OR ROAD_8																								ʔeeʔa						
PERSON_1	taŋata	taʔata	taʔata	taɡata	taŋata	tafata	kanaka	daŋada	kaŋaka	taŋata	taŋata	taŋata	taŋata	ʔenata		taŋata	taŋata	taŋata	taɡata	taŋata	taŋata	taŋata	tanata	taʔata	taŋata	taŋata	taŋata	taɡata		taɡata
PERSON_2															tama		tama						tama							
PERSON_3																													tai	
PERSON_4														kenana																
PERSON_5																	kovi													
RAIN (PRECIPITATION)_1																						timu						timu		
RAIN (PRECIPITATION)_2	ua	ua	ua		ua	ua	ua	ua		ua	ua	ua		ua	ua	ua	ua	ua		ua		ua	ua	ua	ua		ua	ua	ua	
RAIN (PRECIPITATION)_3									ʔua				uha						ʔuua		ʔua					ʔuha				ʔua
RAIN (PRECIPITATION)_4				ʔuaina																										
RED_1				kula			ʔula			kura			kula	kuwa		kura	kula	kura		kura	kuɡa	ʔula					kura	kula		kula
RED_2			ʔuraʔura															muramura								kulokula				
RED_3		ʔuteʔute																						ʔuteʔute						
RED_4																				ʔute										
RED_5														pukiki																
RED_6				mea		mea		mmee	mea			mea			mmea				mea		mea	mea	mea		mea		mea		mea	
RED_7	mero										fero						melo								mero					
RED_8																			herohero			melomelo								
RED_9	oata			soata																										
RED_10					loa																									
ROOT_1		aʔa	aʔa	aka		akai	aʔa	aɡa		aka			aka	aka		aka	aka	aka	aka			aʔa		aʔa		aka	aka		aka	aka
