	Anuta	Austral (Ra'ivavae)	Austral (Rurutuan)	East Futuna	Emae	Futuna-Aniwa	Hawaiian	Kapingamarangi	Luangiua	Mangareva	Maori	Mele-Fila	Niuean	North Marquesan	Nukuria	Penrhyn	Pukapuka	RakahangaManihiki	Rapanui	Rarotongan	RennellBellona	Samoan	Sikaiana	Tahitian	Tikopia	Tongan	Tuamotuan	Tuvalu	Vaeakau-Taumako	Wallisian
ROOT_2									paʔiaʔa		pakiaka				patiaka					pakiaka	paʔiaʔa		patiaka		vaiaka					
ROOT_3					kairakau																									
ROOT_4												kasikoa																		
ROOT_5	tapito																													
ROOT_6																												poɡai		
SALT_1						sol									horo															
SALT_2											tote																			
SALT_3													matima									maasima				maasima		maasima		
SALT_4												mara																		
SALT_5				paʔatai			paʔakai							paʔatai~kanatai																
SALT_6			miti							miti							miti		miti	miti		miti		miti			miti			
SALT_7					tai																tai									tai
SALT_8														puhinaʔu																
SALT_9		ʔavaʔava																												
SAND_1	kere								ʔele						kerekere		kelekele													
SAND_2		one	one	ʔone	one	one	one	one		one	one		one	one		one	one	one	one	one	ʔone	oneone	one	one	one	ʔoneʔone	one		one	one
SAND_3												waraune																		
SAND_4																	tini													
SAND_5																												fuu		
SAY_1										ki								ki	kii											
SAY_2							ʔoolelo				koorero									koorero										
SAY_3													kepehe													pehee				
SAY_4																					heŋɡeu									
SAY_5					muna																				muna					
SAY_6									meaʔe								mea													
SAY_7				pati																								faipati		
SAY_8															hua															
SAY_9															hai															
SAY_10								tapa						tekao																
SAY_11						tuku						tokua																taku	tukua	
SAY_12																				tuatua										
SAY_13									kakala													tautala	taatala							
SAY_14		paɢaupaɢau																												
SAY_15	karaŋa																			karaŋa										
SAY_16			parau											peʔau										parau			parau			
SEE_1		ʔite		kite	kutea		ʔike		ʔike		kite			ʔite	kite		kitea			kite	kite	ʔite	kite	ʔite	kite		kite		kutea	
SEE_2																			tikea											
SEE_3				tio																						sio		kilo		sio
SEE_4																		tititiro												
SEE_5						safea																								
SEE_6												sereia																		
SEE_7																												pula		
SEE_8								mada					mata								mata									
SEE_9	mamata			matamata																		matamata								
SEE_10			naanaaːna																											
SEE_11										nana																				
SEE_12																						vaʔai								
SHORT_1		poto	poto			poto	pookole	bodo	poko	poto	poto			poto	potopoto	poto	puupoto		poto	poto		poto	poto	poto			poto	toetoe	popoto	
SHORT_2	nounou													nohinohi												nounou				
SHORT_3													puku								puku	puʔupuʔu			pukupuku					pukupuku
SHORT_4																	puunekeneke													
SHORT_5											hakahaka					sakasaka						saʔasaʔa								
SHORT_6				leka		saka															leka									
SIT_1						buku																								
SIT_2																										taŋutu				
SIT_3			araʔi																					paarahi						
SIT_4	nopo	nohotu	noʔo	nofo	nofoiraro	nofo	noho	noho	ŋoho	noʔo	noho	nofo	nofo	noho	noho	noho	noonooːno	noho	noho	noʔo	noho	nofo	noho		nofo	nofo	noho	noho	noho	nofo
SKIN_1																						paʔu						pau	paku	
SKIN_2	kiri	ʔiɢi	ʔiri	kili	kiri	kiri	ʔili	ɡili	ʔili	kiri	kiri	kiri	kili	kiʔi	kiri	kiri	kili	kiri	kiri	kiri	kiɡi	ʔiliola	kili	ʔiri	kiri	kili	kiri	kili	kilihino	kili
SLEEP_1								khi									lowi													
SLEEP_2					ŋoro	moeroa																								
SLEEP_3	moe	moe	moe	moe	moe		moe		moe	moe	moe	moe	mohe	hiamoe	moe	moe	momoe	moe	moe	moe	moe	moe	moe		moe	mohe	moe	moe	moe	moe
SLEEP_4																								taʔoto						
SMALL_1													puku												pukupuku					pukupuku
SMALL_2														kaiu																
SMALL_3												kekela																		
SMALL_4																	lewu													
SMALL_5			maaitiiti																			itiiti								
SMALL_6		iti			titi						iti			iti		iti			iti	iti							iti			
SMALL_7																		meeiti												
SMALL_8				ʔikiʔiki											punarikiriki		liliki												likiliki	
SMALL_9	riki					sisi	liʔi						liki	ʔiki							ɡiki		liki			siʔi	riki	fonini~foliki		siʔi
SMALL_10																								naʔinaʔi						
SMALL_11									suli																					
SMALL_12								bodo						poto		poto			poto	poto										
SMALL_13										niŋore																				
SMALL_14																													kiko	
SMOKE (EXHAUST)_1	autiapi	auauahi	auauaʔi		asuafi		uahi	seahi			auahi			auahi		auahi			auahi	auaʔi	ʔauahi			auauahi	ausiafi		auahi			
SMOKE (EXHAUST)_2				aausia																										
SMOKE (EXHAUST)_3										ahi																				
SMOKE (EXHAUST)_4									ʔohu						kohu										kofu				kohu	
SMOKE (EXHAUST)_5						au									au		au	au					au					au		
SMOKE (EXHAUST)_6													ahu									asu				ʔahu				ʔahu
SMOKE (EXHAUST)_7												silaŋo																		
SNAKE_1				ɡata	ŋata	ŋata	naheka		ʔaka				ɡata		kata						ŋata	ŋata				ŋata			ŋata	
SNAKE_2												ŋatasai																		
SNAKE_3																									ŋau					
SNAKE_4											naakahi																			
SNAKE_5																							sineki							
SNAKE_6			ooʔioːʔi														oovioːvi			ʔoouioːui				ʔoofioːfi						
SNAKE_7														puhihenua																
STAND_1		tia																						tiʔa						
STAND_2					tuiruŋa																									
STAND_3												telao																		
STAND_4	tuu	tuu	tuu	tuʔu		tu	ku	duu	uu		tuu		tuu	tuu	tuu	tuu	wetuu	tuu	tuʔu	tuu	tuʔu	tuu	tuu		tuu	tuʔu	tuu	tuu	tʰuː	tuʔu
STAND_5										ʔakaatuaːtu																				
STAR_1		hetiʔa	fetiʔa																					fetiʔa						
STAR_2	petuu			fetuʔu	fetu	fatuu	hookuoːku	heduu	heku	ʔetu	fetuu		fetuu	fetoe	hetuu	hetuu	wetuu	feetueːtu	hetuʔu	ʔeetueːtu	hetuʔu	fetuu	hetuu		fetuu	fetuʔu	hetuu	fetuu	hetuu	fetuʔu
STAR_3												masoi																		
STAR_4																	mata													
STAR_5																		vairaŋakaveiŋa												
STONE_1														keʔa																
STONE_2														hatukeʔaa																
STONE_3				maka	maka								maka						maʔea			maʔa				maka				maka
STONE_4																		toka												
STONE_5		ʔohai	ʔooʔaʔi																					ʔoofaʔi						
STONE_6	patu		poʔatu	fatu		faatu	poohaku	hadu	haku	poʔatu	koofatu	fatu	patu		hatu	poohatu	watu	fatu~poohatu		pooʔatu	balu	fatu	hatu		fatu		poofatu~hatu	fatu	hatu	
SWIM_1	kau	ʔau	ʔau	kau		kau	ʔau	kau	ʔau	kau			kou	kau		kau			kau	kau				ʔau	kau		kau		kau	kau
SWIM_2					kaokao							kaukau			kkau			kaukau			kakau	ʔaʔau	koukou			kakau		kakau		
SWIM_3											kauhoe																			
SWIM_4																	taakele													
SWIM_5																		hopuvai												
TAIL_1									mosuʔi						moihuku								muisuki							
TAIL_2	tiku		ʔuʔu	siku	siku	siku		huku		ʔiku			hiku	hiku		siku	jiku	hiku	hiku	ʔiku	siku	siʔusiʔu		hiʔu	sikusiku	iku	hiku	hiku		hiku
TAIL_3											fiore																		pole	
TAIL_4																								ʔitere						
TAIL_5			vero				huelo			vero				veʔo										ʔaero			vaero			
TAIL_6										ave																				
TAIL_7												rapue																		
THAT_1			teeraeːra								teeraeːra~teenaeːna						teia~teelaeːla	teeia						teeraeːra				teelaeːla~teenaeːna		
THAT_2	ena					tena																lena				koena			tena	
THAT_3								tera				nera		teʔaa					era			lela								
THAT_4																														kohee
THAT_5																taua		taua		aua							aua			
THAT_6							na								naa										na					
THAT_7													ia								ia									
THAT_8					ira		la																							
THAT_9															raa															
THIN_1																							tualiki					tuaniki		
THIN_2										rikiriki					tuarikiriki															
THIN_3							lahi								rrahi		lalawi		raʔi								rahi			
THIN_4		ɢaiɢai	rairai					rahirahi			rahirahi			piʔahiʔahi~kahikahi				rahirahi		rairai				rairai						
THIN_5														ʔakiaki				aŋiaŋi		aŋiaŋi										
THIN_6	manipi			manifi	manifinifi	mafinfini			maŋihi			manfinifi									maanihi	manifi			nifi	manifi			manihi	manifi
THIN_7													aleale																	
THIN_8																	tutule													
THIS_1	ieni			leinei	reni	tenei	nei	tenei	keŋei	tenei	teenei	kenei		tenei	nei		eenei~teenei	nei	nei			lenei	tenei		nei	koeni		nei~teenei	tene~ne	eni
THIS_2			teie				keeia									teeia				teeia				teie						
THIS_3																											te			
THIS_4																		taua												
THIS_5																					ia									
THOU_1																	ou		kou											
THOU_2	koe~ke	ʔoe	ʔoe	koe~kee		koe	ʔoe	ɡoe	ʔoe	koe	koe	akoe	koe	ʔoe	koe	koe	koe	koe		koe	koe	ʔoe	koe	ʔoe	koe~kee	koe	koe	ke	koe	koe~kee
THOU_3					akue																									
TONGUE_1	arero	aɢeɢo	arero	ʔalelo	arero	rero	alelo		alelo	arero	arero		alelo	aʔeʔo	arero	arero	alelo	alelo	arero	arero	ʔaɡeɡo	alelo	alelo	arero	alelo	ʔelelo	arero	alelo	alelo	ʔalelo
TONGUE_2								horore																						
TONGUE_3												limena																		
TOOTH_1	nipo	niho	niʔo	nifo	nifo	nifo	niho	niha	ŋiho	niʔo	niho	nifo	nifo	niho	niho	niho	nio	niho	niho	niʔo	niho	nifo	niho	niho	nifo	nifo	niho	nifo	niho	nifo
TWO_1		piti	piti																					piti						
TWO_2	rua		rua	lua	rua	rua	lua	lua	lua	rua	rua	rua	ua	ʔua		rua	lua	lua	rua	rua	ɡua	elua	lua		rua	ua	rua		lua	lua
TWO_3															hiaoa															
TWO_4																												aoa		
WALK_1								taahao																	tahao					
WALK_2			ʔano	ano																										
WALK_3																										ʔalu			kau	
WALK_4	aere	haeɢe		saʔele	saere		hele	haele	haele	ʔere			haele	heʔe	haare	saere		haere	haere	ʔaere	saʔeɡe	saele	saele	haere	saere		haere	haele		haaere
WALK_5								heeheeːhe			haereawaewae						jaaeleaːelele													
WALK_6												saria																		
WALK_7																								ori						
WALK_8			ʔanorimoʔaere																											
WALK_9			rimorimo																											
WARM_1				maafana		mafana	hahana	mahana	mahaŋa	maʔana	mahana		mafana		mahana	mahana	maajana	mahana	mahana~hana	maʔana	mahana		maahana		mafana	mafana	mahana	mafana	mahana	mafana
WARM_2	mapanapana		maaʔanaʔana		mafanafana									haʔamaahanahana										maahanahana						
WARM_3							wela					wera					vela					vela								
WARM_4		veʔaveʔa	veravera																									mavelavela		
WATER_1		papemaaʔaɢo																												
WATER_2																								pape						
WATER_3	vai		vai	vai	βai	vai	wai	wai	vai	vai	wai	wai	vai	vai	vai	vai		vai	vai	vai	bai	vai	vai		vai	vai	vai	vai	vai	vai
WATER_4																	jua													
WE_1						kimaua		ɡida~ɡida													kimaa~kita									
WE_2													mautolu~tautolu													kimautolu~kitautolu				
WE_3	tou	maatou~taatou	maatou~taatou	tou	matou~tatou		maakou~kaakou		maakou~kaakou		maatou~taatou	matou~tatou		matou~tatou	maatou~taatou		maatou~taatou	taatou~maatou	tatou~matou	taatou~maatou		maatou~taatou	maatou~taatou	maatou~taatou	tou		tatou		tʰatou~mhatou	tou
WE_4		taaua	taaua		taua		kaaua		kaaua	taaua	taaua	taua	taua	taua			ataaua						taaua	taaua					tʰaua	
WE_5		maaua	maaua	maa	maua		maaua		maaua		maaua	maua	maua	maua			amaaua						maaua	maaua					mhaua	maa
WHAT_1		aha	aʔa			aha	aha	aha		aʔa	aha	afa		aha		aha		eaha	aha	aʔa				eaha			aha			
WHAT_2													haa													haa				
WHAT_3	aa			aa																	aa		aa		aa			aa	aa	aa
WHAT_4															heaa		wea													
WHAT_5					rea				kea																					
WHAT_6																						ʔoleaa								
WHITE_1		ʔuoʔuo																						ʔuoʔuo						
WHITE_2						kʰeŋo								teko																
WHITE_3							keʔokeʔo																							
WHITE_4									maʔiŋi																					
WHITE_5																		maakita												
WHITE_6																	mumuka													
WHITE_7											maa																			
WHITE_8	tea			tea	tea	tea	kea			tea			tea	tea		tea		tea		tea	tea	tea	tea		tea		tea	tea	tʰea	tea
WHITE_9			teatea									tetea			maatea				teatea											
WHITE_10																						sina				hinehina				
WHITE_11	kena							kene									kena								kena					
WHITE_12																						paʔepaʔe								
WHITE_13														tavaiʔe																
WHO_1					koi	akai						kuai			koai			koai				ʔoai								
WHO_2		vai	vai				wai				wai		hai							ʔai				ʔovai		hai				
WHO_3	ai			ai				ai	ai	ai				ai		ai	ai		aai		ai		ai		ai		ai	ai	ai	ai
WIND_1				savili									havili									savili								havili
WIND_2	mataŋi	mataʔi	mataʔi	mataɡi	mataŋi	mataɡi	makani	madaŋi	makaŋi	mataŋi		mataŋi	mataŋi	metani	matani	mataŋi	mataŋi	mataŋi	mataɡi	mataŋi	mataŋi	mataŋi	matani	mataʔi	mataɡi	mataŋi	mataŋi		mataŋi	mataɡi
WIND_3						sau				hau	hau					sau			hahau											
WIND_4																			tokerau											
WORM_1								patupatu																						
WORM_2																						ʔanufe								
WORM_3																	veli													
WORM_4																													peipe	
WORM_5																					suɡati									
WORM_6		toʔeɢepo	toʔe				koʔe			iritoke	noke			toke		toke		toke		toke		toʔe		toʔe			toke			
WORM_7						nufekere																								ʔulukele
WORM_8															tamakerekere															
WORM_9				kelemutu									kelemutu									ʔelemutu				kelemutu		kalemuta		
WORM_10																			koreha											
YEAR_1		matahiti	mataʔiti				makahiki									matahiti	matawiti	matahiti	matahiti	mataʔiti				matahiti						
YEAR_2															kirimahi															
YEAR_3																						tausaŋa						tauhaŋa		
YEAR_4																	taakaloŋa													
YEAR_5														huaʔa																
YEAR_6	tau			taʔu	tau	tau		tau	kau	tau	tau	tau	tau	tau					taʔu	tau	taʔu		tau		tau	taʔu	tau			taʔu
YEAR_7																													ŋatae	
YEAR_8										ano																				
YELLOW_1				felo	ferofero	fero			helo												heɡoheɡo		felo		fero			fefelo	helo	
YELLOW_2						rauneaʰleu		laupuke																						
YELLOW_3		ɢeʔaɢeʔa	reʔareʔa							reŋareŋa						reŋareŋa	jeŋajeŋa			reŋareŋa				reʔareʔa		eŋeeŋa	reŋareŋa	heɡaheɡa		leɡaleɡa
YELLOW_4	teteŋa						lena											reŋa				leɡa			seŋa					
YELLOW_5																			para									sama		
YELLOW_6													aɡo																	
YELLOW_7															vaiano															
YELLOW_8												maloloa																		
YELLOW_9														tokatoka																
YELLOW_10											koofai																			
YELLOW_11																						saamasama								
