Sample	prior	likelihood	posterior
0	-12.809848442067317	-660.0940040380542	-672.9038524801215
200	-8.661152048856309	-527.5864453661663	-536.2475974150227
400	-8.937929943852366	-524.5451686026788	-533.4830985465312
600	-8.246002012091324	-520.6866603261744	-528.9326623382658
800	-6.504280197323865	-522.128314384371	-528.6325945816949
1000	1.879906043999402	-519.513929505766	-517.6340234617666
1200	1.885362495644738	-518.629450149525	-516.7440876538803
1400	-1.012383915357478	-515.6021947083899	-516.6145786237474
1600	1.7274512299801263	-517.4191133474719	-515.6916621174918
1800	2.8007785347119074	-523.8887654744809	-521.087986939769
2000	12.508394195062069	-521.6045421378494	-509.09614794278735
2200	19.830503013315493	-520.0709573212521	-500.2404543079366
2400	18.018641690878912	-522.6086389386143	-504.58999724773537
2600	17.059074887394228	-518.9633090465616	-501.90423415916734
2800	14.615139164734792	-519.0042841699178	-504.389145005183
3000	14.234022186834938	-519.5039243821664	-505.26990219533144
3200	12.909154468094295	-516.1356861070813	-503.22653163898696
3400	14.75775642263425	-516.6748456514551	-501.9170892288209
3600	13.467375978114598	-517.99425196878	-504.52687599066536
3800	12.174603454459435	-515.2963983291602	-503.12179487470075
4000	16.086614073118398	-519.4796254044232	-503.3930113313048
4200	14.349149634502997	-519.6906002127163	-505.34145057821326
4400	13.111154712786103	-522.5082389161572	-509.3970842033711
4600	11.057552428650013	-516.1669450553534	-505.10939262670337
4800	11.023912743866436	-516.6644467751714	-505.640534031305
5000	6.384131252470137	-513.9799971330008	-507.59586588053065
5200	7.181861851657247	-516.9835648803391	-509.8017030286819
5400	5.882690781398972	-512.8837700131179	-507.0010792317189
5600	13.708206546450377	-513.5484436066955	-499.84023706024516
5800	21.06941536147033	-517.4650293339348	-496.3956139724645
6000	16.850070716360214	-515.2607343787745	-498.41066366241427
6200	17.07787240714545	-514.0087859298742	-496.93091352272876
6400	18.660216525383444	-517.4175162698683	-498.7572997444849
6600	16.820052612851732	-513.372805632912	-496.55275302006027
6800	17.397908704161733	-516.7046381441068	-499.306729439945
7000	21.055411365739808	-517.3332131997997	-496.2778018340599
7200	18.507556272362056	-519.1395703334895	-500.6320140611274
7400	17.432616643754415	-520.3103129216765	-502.87769627792215
7600	19.102139905537665	-515.5883172520222	-496.4861773464845
7800	23.76930625120482	-520.0103602044711	-496.2410539532663
8000	23.121988367360494	-519.4363892569578	-496.3144008895973
8200	23.161651874676263	-522.2386885952363	-499.0770367205601
8400	19.37106563889439	-519.5692142792252	-500.1981486403308
8600	19.511736830338187	-520.0736897771823	-500.5619529468441
8800	18.41135498617184	-521.0827775600587	-502.6714225738869
9000	17.956029499862343	-519.7847796662768	-501.82875016641447
9200	13.430986271657506	-520.8410667266995	-507.410080455042
9400	16.210881521424596	-517.5513863903051	-501.3405048688805
9600	12.387482150861562	-514.4165075947456	-502.029025443884
9800	13.545066015309208	-517.3608273768497	-503.81576136154047
10000	15.762725259140307	-523.3781965787465	-507.6154713196062
10200	13.110007918447213	-519.8964214086586	-506.78641349021143
10400	15.642340621376842	-519.149685986014	-503.50734536463716
10600	17.813063426440475	-517.3226440601964	-499.5095806337559
10800	17.322771145442598	-517.6731265409136	-500.350355395471
11000	18.739641521028016	-519.0873497253451	-500.3477082043171
11200	17.766445856992487	-524.1515287118915	-506.385082854899
11400	18.63208067409152	-519.5882445564516	-500.9561638823601
11600	16.49241562155055	-519.5915315530473	-503.0991159314967
11800	16.69216387243028	-518.253566570607	-501.56140269817666
12000	18.307545189388975	-524.2374862708618	-505.92994108147286
12200	16.05230606930833	-517.5733636727343	-501.521057603426
12400	16.278255526158663	-519.292992800988	-503.0147372748294
12600	17.36707524471726	-518.0271933534422	-500.6601181087249
12800	16.67036527728249	-518.1735586180774	-501.50319334079495
13000	17.831285937336805	-520.2350593861844	-502.4037734488476
13200	19.61830696125145	-519.219891522636	-499.6015845613845
13400	18.74503681580706	-519.0481743384166	-500.3031375226096
13600	19.32140672396289	-521.603100430399	-502.2816937064361
13800	20.4859060298857	-518.6110769464334	-498.1251709165477
14000	21.886638713116714	-519.1461173381954	-497.25947862507866
14200	22.03958026996413	-519.7353499234878	-497.69576965352366
14400	21.72878621927729	-525.0073914511065	-503.2786052318292
14600	21.30113609634889	-521.5100431613708	-500.20890706502195
14800	21.75727766489402	-522.653519370812	-500.896241705918
15000	22.3424158314415	-520.6958634205799	-498.35344758913845
15200	22.3343823472346	-520.3779813093291	-498.0435989620945
15400	20.793081449068644	-521.94013180168	-501.1470503526113
15600	20.096185549795937	-522.432681567349	-502.3364960175531
15800	19.967302942473232	-520.9970897345886	-501.0297867921154
16000	18.54774578521761	-522.6723667979329	-504.1246210127153
16200	18.44791378674188	-522.5575967704049	-504.109682983663
16400	17.293405556570303	-523.0986225412611	-505.8052169846908
16600	14.681702424242491	-525.3727234178053	-510.69102099356286
16800	14.99532986792601	-522.4679655208628	-507.4726356529368
17000	13.643758979893772	-522.3892464435423	-508.74548746364854
17200	14.38649655647529	-520.8349181405915	-506.44842158411626
17400	13.434166599162072	-519.6160775730339	-506.18191097387177
17600	10.72116340733852	-522.8746457192766	-512.1534823119381
17800	11.00849367863093	-523.7217688651588	-512.7132751865279
18000	11.985841385160253	-522.105468983506	-510.1196275983457
18200	11.113164085814905	-523.1846591488243	-512.0714950630094
18400	12.732075230641177	-519.8133183500051	-507.081243119364
18600	12.488678551059845	-520.7590067957811	-508.2703282447213
18800	13.688018814597445	-520.2062922932793	-506.5182734786818
19000	14.3922171925704	-522.2429489077359	-507.8507317151655
19200	14.5236615703501	-521.7033699384136	-507.17970836806353
19400	14.240168370979625	-521.8530398050715	-507.61287143409186
19600	15.420920004478923	-521.110390556843	-505.689470552364
19800	17.156041361656705	-520.6589061720096	-503.50286481035283
20000	15.292069834795093	-520.8024982740549	-505.5104284392598
20200	16.487698269244476	-520.8247757627845	-504.33707749354005
20400	19.3187787099457	-521.4880013711044	-502.16922266115864
20600	18.154808232549097	-522.9814177262862	-504.82660949373707
20800	19.383147797631292	-523.6487683457959	-504.26562054816463
21000	19.649883192377665	-521.7664413846235	-502.1165581922458
21200	24.264008054006826	-520.7603024348655	-496.49629438085867
21400	24.904713700677856	-520.5886798117255	-495.6839661110476
21600	24.63340004621676	-523.1320009406835	-498.49860089446673
21800	23.423134076965777	-521.279070412992	-497.8559363360263
22000	23.427396722060372	-520.9908567386226	-497.5634600165622
22200	23.491177703432864	-522.5699857020412	-499.07880799860834
22400	23.514433408985283	-519.2618527351942	-495.74741932620896
22600	23.052651189366813	-520.2029672626048	-497.150316073238
22800	23.32004433524445	-524.5866762904327	-501.26663195518825
23000	22.35765512184484	-518.9957643546587	-496.63810923281386
23200	19.65632500193778	-519.9956215606973	-500.3392965587595
23400	18.6094409546026	-519.8429110813021	-501.2334701266995
23600	17.774002600404724	-518.9924878793045	-501.2184852788997
23800	17.143134629482304	-519.1591652805997	-502.01603065111743
24000	19.08075833615274	-521.0787872705297	-501.998028934377
24200	17.041378714727987	-521.8736760144278	-504.8322972996998
24400	16.481754406871094	-519.7216390768521	-503.23988466998094
24600	17.789955722793135	-521.2489507411265	-503.4589950183333
24800	14.39111484422913	-520.5345927920066	-506.14347794777746
25000	14.052965163059122	-520.6595633103689	-506.60659814730974
25200	13.001672033081558	-519.7562914411982	-506.75461940811664
25400	13.378338901629945	-520.3561701291173	-506.9778312274874
25600	13.310059704356965	-523.1705254291566	-509.8604657247996
25800	15.844546740263981	-519.1412711784646	-503.29672443820067
26000	16.472770711047247	-520.1517252982414	-503.6789545871942
26200	18.740969902932488	-523.9407118006575	-505.199741897725
26400	18.217676617329833	-518.2732310018049	-500.05555438447504
26600	17.21181613433717	-521.1178012257704	-503.9059850914333
26800	17.948899440814372	-519.1452297776351	-501.1963303368207
27000	17.660383192725416	-518.9916398013577	-501.33125660863226
27200	16.94623898961617	-522.2906754133086	-505.3444364236924
27400	18.341495629236256	-520.4582433070677	-502.1167476778315
27600	19.99872601704281	-518.6892586826139	-498.690532665571
27800	20.003264159805912	-518.0204959584084	-498.01723179860255
28000	18.930156252981696	-519.859765843847	-500.92960959086525
28200	18.997002218061493	-519.1062880328353	-500.10928581477384
28400	19.24519757620705	-519.2663436191202	-500.0211460429132
28600	19.569106717840654	-520.2985644714954	-500.72945775365474
28800	18.649929929289524	-518.1076936284248	-499.45776369913534
29000	18.47205198848345	-518.1388225019336	-499.6667705134502
29200	18.89104471510681	-518.5838725556409	-499.6928278405341
29400	19.719674539492907	-522.3428584949488	-502.6231839554559
29600	19.873595642000655	-520.7923001798858	-500.91870453788516
29800	20.164028181203776	-521.0736290946946	-500.90960091349086
30000	20.083609266252914	-519.0543259122785	-498.9707166460256
30200	16.56412678547343	-520.4070563916165	-503.84292960614306
30400	16.432784557616774	-518.9961299009778	-502.56334534336105
30600	14.477165838865826	-519.8644436669902	-505.38727782812435
30800	14.287526301776316	-519.3686704017454	-505.08114409996904
31000	14.910735752769737	-519.6162891532396	-504.70555340046985
31200	11.91530427936616	-518.486355796282	-506.5710515169159
31400	11.99204820550994	-519.2885732950201	-507.29652508951017
31600	8.789705270442477	-521.3637155073604	-512.574010236918
31800	12.704988866554732	-517.9031058554062	-505.1981169888515
32000	11.554233969260515	-514.9800707280467	-503.4258367587862
32200	11.909143274187578	-518.2269592542943	-506.3178159801068
32400	11.760069795402394	-521.1588194878562	-509.39874969245386
32600	10.516336893636598	-517.7084201271332	-507.1920832334966
32800	9.536552555888822	-520.0864346662484	-510.54988211035953
33000	7.17530223538619	-516.3095146851323	-509.1342124497461
33200	10.893187985684666	-520.3204960739251	-509.42730808824047
33400	8.161436652017553	-518.2492712028451	-510.08783455082755
33600	8.665450847976663	-518.3129063792209	-509.6474555312442
33800	9.928957866547055	-518.7496254543728	-508.8206675878257
34000	13.252212921795975	-524.3126910710671	-511.0604781492711
34200	11.70620333713412	-517.1351916560216	-505.42898831888743
34400	10.877271002315876	-518.2987210485662	-507.42145004625036
34600	5.581791199270797	-514.4541957893013	-508.87240459003044
34800	8.42163646776357	-517.9448867327108	-509.5232502649472
35000	7.898453595826155	-520.7854791017323	-512.8870255059062
35200	11.800114365446461	-515.5242797929852	-503.72416542753876
35400	10.389360842822104	-516.7840284887011	-506.394667645879
35600	13.880663940501925	-519.3070013674778	-505.4263374269759
35800	10.933113340327736	-519.680752113399	-508.74763877307123
