Sample	prior	likelihood	posterior
0	-17.430184576434673	-8847.573036258374	-8865.00322083481
200	-15.995014609570273	-7982.192554230467	-7998.187568840038
400	-4.110777161102925	-7523.1915692991215	-7527.302346460225
600	1.1340406075692173	-7131.032935124914	-7129.898894517344
800	6.183336651577653	-6914.246160001007	-6908.06282334943
1000	-7.61062601003139	-6720.063919329149	-6727.67454533918
1200	16.931734446883777	-6648.647920887412	-6631.716186440528
1400	17.424128753023165	-6598.03159426281	-6580.607465509787
1600	11.795622970992058	-6533.336121055987	-6521.540498084995
1800	24.134491310277422	-6521.353894305638	-6497.219402995361
2000	28.351167469001005	-6510.041268996439	-6481.690101527438
2200	28.32999217307141	-6481.644049457734	-6453.314057284662
2400	34.53227770856485	-6472.8504763192595	-6438.318198610695
2600	34.2124894170043	-6470.425589086815	-6436.213099669811
2800	32.524952206173666	-6459.901370712384	-6427.37641850621
3000	31.978357371993685	-6456.17624096343	-6424.197883591437
3200	36.689634676787655	-6445.73963311009	-6409.049998433302
3400	37.31762034719077	-6434.757775599182	-6397.440155251992
3600	36.59054745512359	-6431.172048301062	-6394.5815008459385
3800	36.10489671377467	-6418.776422574527	-6382.671525860752
4000	35.091601406127516	-6412.4956355255545	-6377.404034119427
4200	38.85781376304306	-6395.805704190965	-6356.947890427922
4400	38.4175091036358	-6366.9189534122015	-6328.501444308566
4600	38.239788852614836	-6362.808943318707	-6324.569154466092
4800	31.963152197045833	-6354.05646832394	-6322.093316126894
5000	30.984368360941815	-6353.566678864771	-6322.58231050383
5200	26.626883570361215	-6349.7833027589	-6323.156419188539
5400	29.21986919267202	-6339.868768371863	-6310.64889917919
5600	26.277573583206014	-6327.07599322886	-6300.798419645655
5800	26.257526151423527	-6289.857742013514	-6263.60021586209
6000	26.060681676395365	-6277.946304290526	-6251.885622614131
6200	27.991006165167672	-6268.779682636566	-6240.788676471398
6400	25.38905663471779	-6272.532130775433	-6247.143074140715
6600	28.564509860222998	-6260.861544075191	-6232.297034214968
6800	30.67326352240341	-6263.60342201106	-6232.930158488656
7000	26.271123805317192	-6246.539034711916	-6220.267910906599
7200	31.227592341239156	-6243.464412406072	-6212.236820064833
7400	33.698593186171735	-6242.782898746306	-6209.084305560134
7600	34.48993346042357	-6239.1377809150445	-6204.647847454621
7800	34.876305210043974	-6230.414120719672	-6195.537815509628
8000	34.69856915251148	-6221.391693890114	-6186.693124737602
8200	34.873615684590646	-6220.9900952542075	-6186.116479569617
8400	44.31782020540561	-6212.436090579532	-6168.118270374126
8600	44.254485102654286	-6206.783336002319	-6162.528850899665
8800	42.851176950913796	-6196.889019872096	-6154.037842921181
9000	45.93599364827838	-6168.117876929732	-6122.181883281453
9200	45.57024301303349	-6154.639666225053	-6109.0694232120195
9400	51.455253412356875	-6152.010805776051	-6100.555552363694
9600	47.602984094001584	-6150.05241494017	-6102.449430846168
9800	51.16019158023323	-6155.626115319647	-6104.465923739414
10000	51.85417833361744	-6148.295873189502	-6096.441694855885
10200	51.843813137979836	-6140.999593502467	-6089.155780364487
10400	57.56222785817305	-6134.954818056617	-6077.392590198444
10600	53.489774657988285	-6134.038693125548	-6080.54891846756
10800	51.32499588965397	-6123.598557393927	-6072.273561504273
11000	50.04789002234374	-6071.900473058149	-6021.852583035806
11200	45.64111818038848	-6030.588375867884	-5984.947257687495
11400	48.81218849590793	-6005.56596876476	-5956.753780268852
11600	47.418595050913495	-5949.9758224932775	-5902.557227442364
11800	46.54297623449398	-5941.179632144931	-5894.636655910437
12000	50.28180145812837	-5932.50060681594	-5882.218805357812
12200	51.02754730885516	-5926.77306916999	-5875.745521861135
12400	53.765293506770114	-5916.1367912407	-5862.3714977339305
12600	52.757164377939745	-5910.442876775011	-5857.685712397071
12800	54.26658523233533	-5878.699788503217	-5824.433203270882
13000	58.694712095199485	-5841.911464239436	-5783.216752144237
13200	57.92027607813255	-5833.654303099466	-5775.7340270213335
13400	57.651068391113775	-5824.892102541606	-5767.241034150492
13600	60.370170049961395	-5799.708425985524	-5739.338255935562
13800	53.601176775519654	-5778.829369478515	-5725.228192702995
14000	54.68115220113886	-5755.6041544308	-5700.9230022296615
14200	53.53679500983109	-5736.8654631863465	-5683.328668176516
14400	53.28616705704963	-5685.10753104715	-5631.8213639901
14600	53.15582065429667	-5683.408312442846	-5630.252491788549
14800	51.9886023098616	-5632.757197541073	-5580.768595231211
15000	53.6972558848745	-5630.971988489264	-5577.274732604389
15200	53.704794171798774	-5627.559597716632	-5573.854803544833
15400	59.80053296950859	-5620.54701699328	-5560.746484023771
15600	64.93966910280274	-5624.8419774853555	-5559.902308382553
15800	62.39290026463115	-5603.019759272829	-5540.626859008198
16000	63.80628183097791	-5609.507653058495	-5545.701371227517
16200	64.70720676608222	-5602.093091786188	-5537.385885020106
16400	63.30739001510931	-5592.2241709008285	-5528.916780885719
16600	64.8723251216901	-5584.676044502803	-5519.803719381113
16800	65.80655855907058	-5583.936255120789	-5518.129696561718
17000	70.0555579791064	-5582.455005333896	-5512.39944735479
17200	69.673528598085	-5582.256847998028	-5512.583319399943
17400	69.05938583171154	-5575.597594463414	-5506.538208631702
17600	70.13534274687024	-5578.458834293405	-5508.323491546535
17800	73.49383190533922	-5575.715430922851	-5502.221599017512
18000	77.65052055258923	-5562.405228152575	-5484.7547075999855
18200	77.24181075964725	-5529.362933972215	-5452.121123212568
18400	78.25885070253642	-5531.795920172808	-5453.5370694702715
18600	73.45050192189649	-5533.944527912791	-5460.494025990894
18800	75.57037013077802	-5519.4802803172815	-5443.909910186503
19000	76.04672128353702	-5521.289010964848	-5445.2422896813105
19200	74.85230283056244	-5522.950594177168	-5448.098291346605
19400	74.17180656753732	-5519.26158193174	-5445.089775364202
19600	77.9598222307616	-5512.374297374112	-5434.4144751433505
19800	72.28981783563921	-5508.3135273904445	-5436.0237095548055
20000	77.95747153999282	-5505.139567785772	-5427.182096245779
20200	79.3064753062698	-5507.254939948666	-5427.948464642396
20400	80.75684975431598	-5514.178449637906	-5433.42159988359
20600	81.18642981466914	-5517.2375452642045	-5436.051115449535
20800	82.8217761236314	-5513.2047820359085	-5430.383005912277
21000	84.4824153956582	-5521.832942069197	-5437.350526673539
21200	84.41358451457366	-5513.799627210964	-5429.38604269639
21400	88.0952268330178	-5513.554611746628	-5425.459384913611
21600	80.61449962760959	-5508.35424896279	-5427.73974933518
21800	87.43700591223232	-5505.79102214835	-5418.354016236118
22000	83.48784117851157	-5502.335344063264	-5418.847502884752
22200	83.6970878179499	-5506.449637115265	-5422.752549297315
22400	85.50772264360884	-5503.526603458477	-5418.018880814869
22600	84.00657407844761	-5506.520919762903	-5422.514345684455
22800	79.23542809866451	-5495.58794858462	-5416.352520485955
23000	78.76808994027954	-5499.024908939077	-5420.256818998798
23200	80.77537713672659	-5504.584953179675	-5423.809576042948
23400	81.18773887566769	-5498.065775776128	-5416.878036900461
23600	81.7170972195504	-5501.787648181368	-5420.070550961818
23800	81.98025080263099	-5500.2210265283165	-5418.240775725685
24000	82.38308567207086	-5499.487749381379	-5417.104663709309
24200	81.72676673768251	-5503.796241596017	-5422.069474858335
24400	87.44198635413957	-5500.31284036309	-5412.87085400895
24600	86.48003000073044	-5496.837803993487	-5410.357773992757
24800	81.96063607787877	-5502.40175965151	-5420.441123573631
25000	82.89934403443596	-5488.558452117652	-5405.659108083217
25200	81.38361492801582	-5493.477178683604	-5412.093563755588
25400	81.64883675579948	-5498.906706127644	-5417.257869371844
25600	82.20388183847547	-5494.371590247598	-5412.1677084091225
25800	84.01370431742481	-5492.409654200839	-5408.395949883415
26000	83.00623262209338	-5491.873898689969	-5408.867666067876
26200	87.34696681971853	-5490.9394670533065	-5403.592500233588
26400	86.15524818439938	-5500.383924754279	-5414.22867656988
26600	89.17528080833941	-5493.201709219873	-5404.026428411534
26800	90.09069470476379	-5497.837633488126	-5407.746938783363
27000	88.11509214730889	-5493.806460773359	-5405.69136862605
27200	94.12840984722729	-5493.85415012462	-5399.725740277393
27400	91.70629422567984	-5488.7168871792	-5397.01059295352
27600	91.80068596639516	-5483.699424667031	-5391.8987387006355
27800	92.88087659720851	-5484.786839413846	-5391.905962816637
28000	88.11008240411553	-5484.788772080899	-5396.6786896767835
28200	88.68700651699191	-5483.361400370619	-5394.674393853627
28400	86.22781107833646	-5480.434657237478	-5394.206846159142
28600	95.5989316515047	-5483.809172942654	-5388.21024129115
28800	91.7334398173574	-5476.909357986236	-5385.1759181688785
29000	91.6388724755521	-5474.3957174559955	-5382.756844980443
29200	92.75799873362111	-5476.653063467985	-5383.895064734364
29400	93.82003426588703	-5470.918456489713	-5377.098422223826
29600	95.56648513378103	-5475.806467473099	-5380.239982339318
29800	93.28026651689247	-5471.235372383453	-5377.95510586656
30000	101.61151366167127	-5468.48612394159	-5366.87461027992
30200	101.94417150475772	-5471.378113659331	-5369.433942154573
30400	99.26748805142279	-5472.810429601838	-5373.542941550415
30600	99.99524125900427	-5468.194722261549	-5368.199481002544
30800	102.72548505863622	-5469.916194693373	-5367.190709634737
31000	101.7454977358338	-5466.632241345368	-5364.886743609534
31200	101.6079161131593	-5467.488480120863	-5365.8805640077035
31400	98.58143164596416	-5463.548917141022	-5364.967485495057
31600	99.25791550306724	-5464.152881963619	-5364.894966460552
31800	97.63814587526483	-5461.576544756301	-5363.938398881036
32000	94.80900312219089	-5459.633404144501	-5364.82440102231
32200	95.87653448873053	-5467.8448925632	-5371.9683580744695
32400	92.90032834198671	-5469.489897183738	-5376.589568841751
32600	97.2993107689551	-5466.770357044682	-5369.471046275727
32800	99.92249303209097	-5458.694560522144	-5358.772067490053
33000	104.11343864197158	-5450.867305604067	-5346.753866962095
33200	103.41867149988047	-5443.298824912074	-5339.880153412194
33400	96.91059742853297	-5448.405109648158	-5351.494512219625
33600	97.20684204017458	-5443.94114664786	-5346.734304607685
33800	96.71330694803366	-5440.079639466544	-5343.366332518511
34000	95.06456189708935	-5444.0011188224	-5348.9365569253105
34200	95.49038270397945	-5446.685064125361	-5351.194681421382
34400	95.88087815031159	-5448.596104087405	-5352.715225937094
