ID	Language_ID	Glottocode	ISO 639-3	Parameter_ID	Value	Form	Segments	Source_Form	Cognate_ID	Loan	Comment	Source
Finnish_EYE	Finnish	finn1318	fin	EYE	silmä	silmæ	s i l m æ	silmæ	EYE			Dellert et al., 2019
Finnish_EAR	Finnish	finn1318	fin	EAR	korva	kɔrʋɑ	k ɔ r ʋ ɑ	kɔrʋɑ	EAR			Dellert et al., 2019
NorthernKhanty_CAP	Northern Khanty	khan1273	kca	CAP	мил	miɭ	m i ɭ	milˈ	CAP			Dellert et al., 2019
NorthernKhanty_SPOON	Northern Khanty	khan1273	kca	SPOON	нялы	ɲaɭɪ	ɲ a ɭ ɪ	ɲalˈɪ	SPOON			Dellert et al., 2019
NorthernKhanty_TIE	Northern Khanty	khan1273	kca	TIE	лахты	ɭaχtɪ	ɭ a χ t ɪ	lˈaχtɪ	TIE			Dellert et al., 2019
NorthernKhanty_COVER	Northern Khanty	khan1273	kca	COVER	лаӈкты	ɭaŋktɪ	ɭ a ŋ k t ɪ	lˈaŋktɪ	COVER			Dellert et al., 2019
NorthernKhanty_DRAG	Northern Khanty	khan1273	kca	DRAG	тутлиты	tutɭitɪ	t u t ɭ i t ɪ	tutlˈitɪ	DRAG			Dellert et al., 2019
NorthernKhanty_COUGH	Northern Khanty	khan1273	kca	COUGH	хуллиты	χuɭɭitɪ	χ u ɭ ɭ i t ɪ	χulˈlˈitɪ	COUGH			Dellert et al., 2019
NorthernKhanty_SHUT	Northern Khanty	khan1273	kca	SHUT	лап понты	ɭappontɪ	ɭ a p p o n t ɪ	lˈap pontɪ	SHUT			Dellert et al., 2019
Finnish_FACE	Finnish	finn1318	fin	FACE	kasvot	kɑsʋɔt	k ɑ s ʋ ɔ t	kɑsʋɔt	FACE			Dellert et al., 2019
NorthernKhanty_SHUT	Northern Khanty	khan1273	kca	SHUT	лап тухарты	ɭaptuχartɪ	ɭ a p t u χ a r t ɪ	lˈap tuχartɪ	SHUT			Dellert et al., 2019
